##NAME|SUBNAME|TELNUM|NEWADDR|OT|TYPE|XCOORD|YCOORD
코오롱스포츠|충주성서점|043-855-1553|충북 충주시 충인4길 4|10:00:00-20:30:00|특약점|127.932574|36.972897
코오롱스포츠|청주분평점|043-292-2300|충북 청주시 서원구 분평동 326-1|10:00:00-20:30:00|특약점|127.4886413|36.6087159
코오롱스포츠|롯데영플라자/청주점|043-219-9259|충북 청주시 상당구 남문로2가 롯데쇼핑(주)청주영플라자5층코오롱스포츠|10:00:00-20:30:00|백화점|127.490287|36.633432
코오롱스포츠|제천중앙점|043-642-7272|충북 제천시 중앙로1가 115-7.|10:00:00-20:30:00|특약점|128.21277757|37.14177459
코오롱스포츠|현대/충청점|043-909-4411|충북 청주시 흥덕구직지대로 308(복대동)|10:00:00-20:30:00|백화점|127.42648797|36.6447207
코오롱스포츠|청주성안길점|043-250-2222|충북 청주시 상당구 북문로1가 28.|10:00:00-20:30:00|특약점|127.4901425|36.6342775
코오롱스포츠|롯데/청주점|043-717-2953|충북 청주시 흥덕구 비하동롯데아울렛 청주점|10:00:00-20:30:00|쇼핑몰|127.42146033|36.64554961
코오롱스포츠|보령대천점|041-932-1753|충남 보령시 대천동 188-10.|10:00:00-20:30:00|특약점|126.59559259|36.35078221
코오롱스포츠|서산중앙점|041-668-8206|충청남도 서산시 중앙로 24|10:00:00-20:30:00|특약점|126.45376473|36.78225028
코오롱스포츠|당진중앙점|041-354-8006|충청남도 당진시 당진중앙2로 191|10:00:00-20:30:00|특약점|126.634369|36.896739
코오롱스포츠|모다아울렛/행담도점|0419702069|충남 당진시 신평면 매산리 모다아울렛 행담도점 1F 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.8099678|36.9414054
코오롱스포츠|신세계/충청점|041-640-5371|충남 천안시 동남구만남로 43|10:00:00-20:30:00|백화점|127.1566949|36.82024712
코오롱스포츠|아산온양점|041-531-6050|충남 아산시 온천동 212-18.|10:00:00-20:30:00|특약점|127.00207261|36.78146386
코오롱스포츠|롯데아울렛/부여점|041-435-2669|충남 부여군 규암면합정리 172|10:00:00-20:30:00|쇼핑몰|126.90198159|36.30721178
코오롱스포츠|갤러리아/센터시티점|041-561-9393|충남 천안시 서북구 불당동|10:00:00-20:30:00|백화점|127.10482888|36.80053687
코오롱스포츠|춘천명동점|0332553789|강원 춘천시 조양동48-11번지|10:00:00-20:30:00|특약점|127.72951987|37.87871921
코오롱스포츠|강릉성내점|033-648-6847|강원도 강릉시 성내동18-1|10:00:00-20:30:00|특약점|128.89529876|37.75267651
코오롱스포츠|AK/원주점|033-811-5922|강원 원주시 단계동봉화로 1|10:00:00-20:30:00|백화점|127.92760742|37.34518387
코오롱스포츠|춘천온의점|033-242-3789|강원 춘천시 온의동6-40|10:00:00-20:30:00|특약점|127.718563|37.869001
코오롱스포츠|동해점|033-532-3322|강원 동해시 한섬로 111-4 (천곡동862)|10:00:00-20:30:00|특약점|129.1160694|37.5228305
코오롱스포츠|홍천점|033-436-7889|강원 홍천군 홍천읍무궁화로 98|10:00:00-20:30:00|특약점|127.8787194|37.6861669
코오롱스포츠|삼척점|033-575-8882|강원 삼척시 남양동진주로 31|10:00:00-20:30:00|특약점|129.16377442|37.44348601
코오롱스포츠|원주중앙점|033-746-8111|강원 원주시 원일로 74 (중앙동)코오롱스포츠 원주중앙점|10:00:00-20:30:00|특약점|127.950544|37.349908
코오롱스포츠|속초점|033-636-0317|강원 속초시 청학동중앙로 98 (1, 2층)|10:00:00-20:30:00|특약점|128.58682833|38.20156483
코오롱스포츠|원주단계점|033-735-8111|강원 원주시 단계동879-5|10:00:00-20:30:00|특약점|127.92890863|37.34409463
코오롱스포츠|서귀포명동로점|064-733-2497|제주 서귀포시 서귀동중정로 58|10:00:00-20:30:00|특약점|126.56260512|33.24763049
코오롱스포츠|제주일도점|064-757-5254|제주시 중앙로 7길 3번지|10:00:00-20:30:00|특약점|126.52531765|33.51520979
코오롱스포츠|제주연동점|064-711-4004|제주 제주시 연동신광로22|10:00:00-20:30:00|특약점|126.48994415|33.49015441
