##NAME|SUBNAME|TELNUM|ADDR@@레드페이스
레드페이스|홈플러스금천점|02-802-3500|서울 금천구 독산동 291-7(시흥대로 391) 홈플러스 1층
레드페이스|홈플러스김포감정점|031-981-4240|경기 김포시 감정동 692 홈플러스 1층
레드페이스|홈플러스김포풍무점|031-982-0049|경기 김포시 풍무동 경기 38-1 홈플러스 1층
레드페이스|홈플러스김해내동점|055-311-1233|경남 김해시 내동 1131-2   홈플러스 2층
레드페이스|홈플러스논산점|041-736-7788|충남 논산시 내동 437 홈플러스 1층
레드페이스|홈플러스대구내당점|053-521-3700|대구 서구 내당동 65-8(달구벌대로 1821) 홈플러스 3층
레드페이스|홈플러스대구동촌점|053-984-3003|대구 동구 검사동 908-5 홈플러스 1층
레드페이스|홈플러스대구성서점|053-521-7579|대구 달서구 용산동 230-11  홈플러스 지하2층
레드페이스|홈플러스대전둔산점|042-472-6129|대전 서구 둔산동 1380 홈플러스 3층
레드페이스|홈플러스대전문화점|042-226-9854|대전 중구 문화동 1-17 홈플러스 1층
레드페이스|홈플러스대전유성점|042-822-8531|대전 유성구 봉명동 669 홈플러스 3층
레드페이스|홈플러스동광주점|062-251-3490|광주 북구 두암동 575-1  홈플러스 2층
레드페이스|홈플러스동청주점|043-214-8553|충북 청주시 상당구 율량동 500-3  홈플러스 지하1층
레드페이스|홈플러스목포점|061-276-2900|전남 목포시 용당동 1087-1 홈플러스 2층
레드페이스|홈플러스문경점|054-554-2500|경북 문경시 모전동 859-2 홈플러스 1층
레드페이스|홈플러스밀양점|055-351-3590|경남 밀양시 내이동 1403-11   홈플러스 1층
레드페이스|홈플러스방학점|02-954-1900|서울 도봉구 방학동 707-7 홈플러스 1층
레드페이스|홈플러스부산가야점|051-892-2650|부산 부산진구 가야동 624-7 홈플러스 3층
레드페이스|홈플러스부산감만점|051-631-6800|부산 남구 감만동 8 홈플러스 1층
레드페이스|홈플러스부산센텀시티점|051-731-1155|부산 해운대구 우2동 1499 홈플러스 3층
레드페이스|홈플러스부산연산점|051-851-5445|부산 연제구 연산1동 105-13 홈플러스 1층
레드페이스|홈플러스부천상동점|032-321-7236|경기 부천시 원미구 상동 540-1  홈플러스 2층
레드페이스|홈플러스부천소사점|032-341-1177|경기 부천시 소사구 괴안동 129-1 홈플러스 2층
레드페이스|홈플러스북수원점|031-244-3663|경기 수원시 장안구 조원동 898  홈플러스 3층
레드페이스|홈플러스삼척점|033-575-0723|강원 삼척시 당저동 33-3  홈플러스 2층
레드페이스|홈플러스상봉점|02-432-5665|서울 중랑구 상봉동 73-10 홈플러스 지하2층
레드페이스|홈플러스상암월드컵점|02-306-3355|서울 마포구 성산2동515 홈플러스 2층
레드페이스|홈플러스서귀포점|064-732-9532|제주 서귀포시 동홍동 1560-1  홈플러스 1층
레드페이스|홈플러스서부산점|051-311-1221|부산 사상구 괘법동 529-1(광장로 7) 홈플러스 지하1층
레드페이스|홈플러스서수원점|031-278-7321|경기 수원시 권선구 금곡동 160 홈플러스 3층
레드페이스|홈플러스송탄(장당)점|031-611-2159|경기 평택시 장당동 390-1  홈플러스 2층
레드페이스|홈플러스수원영통점|031-202-9476|경기 수원시 영통구 영통동 994  홈플러스 4층
레드페이스|홈플러스순천조례점|061-721-3400|전남 순천시 조례동 975-1 홈플러스 1층
레드페이스|홈플러스순천풍덕점|061-741-8855|전남 순천시 풍덕동 300번지 홈플러스 1층
레드페이스|홈플러스시화점|031-319-7557|경기 시흥시 정왕동 2166-4 홈플러스 1층
레드페이스|홈플러스시흥점|02-802-1500|서울 금천구 시흥동 992-47  홈플러스 1층
레드페이스|홈플러스신내점|02-3421-2649|서울 중랑구 신내동  645  홈플러스 2층
레드페이스|홈플러스아시아드점|051-507-5400|부산 연제구 거제동 1208 홈플러스 지하2층
레드페이스|홈플러스안동점|054-841-4554|경북 안동시 운흥동 247-58 홈플러스 3층
레드페이스|홈플러스안산고잔점|031-475-0627|경기 안산시 단원구 고잔동707-2  홈플러스 1층
레드페이스|홈플러스안산점|031-402-3443|경기 안산시 상록구 성포동 586  홈플러스 3층
레드페이스|홈플러스영등포점|02-2068-3846|서울 영등포구 문래동 3가 55-3  홈플러스 지하1층
레드페이스|홈플러스영주점|054-631-7337|경북 영주시 휴천2동 329-1   홈플러스 2층
레드페이스|홈플러스오산세교점|031-372-6868|경기 오산시 수청동 252 홈플러스 1층
레드페이스|홈플러스오창점|043-214-6581|충북 청원군 오창읍 양청리 820 홈플러스 2층
레드페이스|홈플러스울산남구점|052-258-2600|울산 남구 야음동 789-91  홈플러스 3층
레드페이스|홈플러스울산동구점|052-236-5656|울산 동구 일산동 577-1  홈플러스 1층
레드페이스|홈플러스울산북구점|052-285-2552|울산 북구 상안동 322-9 홈플러스 2층
레드페이스|홈플러스울산중구점|052-286-3113|울산 중구 복산동 100  홈플러스 2층
레드페이스|홈플러스월곡점|02-909-8100|서울 성북구 하월곡동 46-73 홈플러스 지하 2층
레드페이스|홈플러스의정부점|031-853-5995|경기 의정부시 금오동 475-1 홈플러스 3층
레드페이스|홈플러스인천가좌점|032-571-6650|인천 서구 가좌동 118  홈플러스 3층
레드페이스|홈플러스인천간석점|032-862-0702|인천 남동구 간석동 616-4  홈플러스 1층
레드페이스|홈플러스인천계산점|032-549-5775|인천 계양구 계산4동1061  홈플러스 4층
레드페이스|홈플러스인천숭의점|031-881-3223|인천 남구 숭의동 180-6(석정로 51) 홈플러스 지하 2층
레드페이스|홈플러스인천인하점|032-868-2762|인천 남구 용현동 648 홈플러스 1층
레드페이스|홈플러스인천작전점|032-553-3377|인천 계양구 작전동 448-7  홈플러스 3층
레드페이스|홈플러스인천청라점|032-562-9933|인천 서구 경서동 956-20 홈플러스 1층
레드페이스|홈플러스일산점|031-901-6698|경기 고양시 일산동구 장항동 755 홈플러스 3층
레드페이스|홈플러스잠실점|02-420-3939|서울 송파구 신천동 7-12 홈플러스 2층
레드페이스|홈플러스전주완산점|063-285-4450|전북 전주시 완산구 중노송동 495-6 홈플러스 2층
레드페이스|홈플러스조치원점|044-862-8130|세종  조치원읍 허만석로 60 홈플러스 2층
레드페이스|홈플러스진주점|055-752-8368|경남 진주시 상대동 181-1  홈플러스 1층
레드페이스|홈플러스진해점|055-544-3399|경남 진해시 이동 536-10  홈플러스 1층
레드페이스|홈플러스창원점|055-265-9800|경남 창원시 팔용동 30-3  홈플러스 3층
레드페이스|홈플러스천안구성점|041-552-2277|충남 천안시 구성동 50-3 홈플러스 지하2층
레드페이스|홈플러스천안신방점|041-572-8448|충남 천안시 신방동784-9 홈플러스 4층
레드페이스|홈플러스청주성안점|043-225-3663|충북 청주시 상당구 서문동152-2 홈플러스 1층
레드페이스|홈플러스청주점|070-4239-5666|충북 청주시 흥덕구 가경동 1696  홈플러스 3층
레드페이스|홈플러스춘천점|033-261-7693|강원 춘천시 퇴계동 144-1  홈플러스 지하1층
레드페이스|홈플러스칠곡점|053-323-6868|대구 북구 동천동 968 홈플러스 3층
레드페이스|홈플러스파주운정점|031-8071-0014|경기 파주시 목동동 927 홈플러스 2층
레드페이스|홈플러스파주점|031-954-3232|경기 파주시 문산읍 당동리 첨단산업단지 당동지구내 홈플러스 2층
레드페이스|홈플러스평택안중점|031-686-9889|경기 평택시 안중읍 현화리 637-19 홈플러스 1층
레드페이스|홈플러스해운대점|051-747-6295|부산 해운대구 우동 1406-2  홈플러스 1층
레드페이스|홈플러스화성병점|031-267-3100|경기 화성시 병점동 399-4 홈플러스 1층
레드페이스|홈플러스화성향남점|031-353-0079|경기 화성시 향남읍 행정리 487-1 홈플러스 2층
레드페이스|화성봉담점|031-227-7171|경기 화성시 봉담읍 왕림리 89-20 트레보아울렛 E동 207호
레드페이스|NC백화점강서점|02-2667-9707|서울 강서구 등촌동 689번지 NC백화점 5층
레드페이스|NC백화점광주점|062-510-7918|광주 북구 신안동 6-1(경열로 249) NC백화점 6층
레드페이스|NC백화점불광점|02-350-8028|서울 은평구 대조동 240  NC백화점 5층
레드페이스|NC백화점서면점|051-794-7396|부산 부산진구 전포동 668-1(동천로 92 디시티) NC백화점 4층
레드페이스|NC백화점송파점|02-2157-5588|서울 송파구 문정동 239 가든파이브 라이프영관 5층
레드페이스|NC백화점안산점|031-436-4133|경기 안산시 단원구 고잔동 725-1   NC백화점 4층
레드페이스|NC백화점야탑점|031-780-3862|경기 성남시 분당구 야탑동 357-1 NC백화점 4층
레드페이스|NC백화점이천점|031-8010-8602|경기 이천시 창전동 152-5 NC백화점 5층
레드페이스|NC백화점큐브커넬워크점(송도)|032-723-6705|인천 연수구 송도동 17-1 NC백화점커넬워크점 4동 217호
레드페이스|NC백화점해운대점|051-709-5703|부산 해운대구 좌동1467-4  NC백화점 5층
레드페이스|NC아울렛경산점|053-718-3810|경북 경산시 중방동 332-13(중앙로 39) NC아울렛 2층
레드페이스|NC아울렛엑스코점(대구)|053-662-9323|대구 북구 산격동 1668  NC아울렛 2층
레드페이스|NC아울렛중앙역점(대전)|042-718-2838|대전 중구 선화동 3-14 NC아울렛 4층
