##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|XCOORD|YCOORD@@뚜레쥬르
뚜레쥬르|원주기업도시점|033-900-6625|강원 원주시 지정면 가곡리 1497-1 센텀뷰 상가 113호,114호|강원 원주시 지정면 신지정로 322-1 센텀뷰 상가 113호,114호 |1108567|37.3824014|127.8731714
뚜레쥬르|부평청천점|032-362-0088|인천광역시 부평구 산곡동 45-3 1층 뚜레쥬르|인천광역시 부평구 세월천로 51 (산곡동) 1층 뚜레쥬르 |1108666|37.5129284|126.7036368
뚜레쥬르|구의1동점|02-453-0461|서울특별시 광진구 구의동 243-6 (거송빌딩) 1층|서울특별시 광진구 자양로18길 56 (구의동,거송빌딩) 1층 |1108611|37.5379776|127.0866659
뚜레쥬르|롯데마트울산점|052-265-8859|울산광역시 남구 달동 830-1 (롯데마트울산점) 지하 1층|울산광역시 남구 삼산로 74 (달동,롯데마트울산점) 지하 1층 |1108688|35.5339781|129.3159084
뚜레쥬르|롯데마트구리점|031-555-0405|경기도 구리시 인창동 430 (구리유통종합상가) 롯데마트구리점 1층 식품관|경기도 구리시 동구릉로136번길 57 (인창동,구리유통종합상가) 롯데마트구리점 1층 식품관 |1108619|37.6131321|127.1409532
뚜레쥬르|롯데마트청량리점|02-1234-1234|서울특별시 동대문구 전농동 591-53 (청량리역,롯데백화점) 4층 롯데마트|서울특별시 동대문구 왕산로 214 (전농동,청량리역,롯데백화점) 4층 롯데마트 |1108689|37.5841971|127.0511390
뚜레쥬르|세종고운호반점|044-866-0489|세종특별자치시  고운동 1716 (참샘빌딩) 105호|세종특별자치시  고운서길 20 (고운동,참샘빌딩) 105호 |1108641|36.5061565|127.2344269
뚜레쥬르|서울고속버스터미널점|02-596-5221|서울특별시 서초구 반포동 19-4 (강남고속버스터미널) 경부선고속버스터미널 상가 1층 1|서울특별시 서초구 신반포로 194 (반포동,강남고속버스터미널) 경부선고속버스터미널 상가 1 |1108594|37.5056800|127.0058468
뚜레쥬르|전남고흥점|061-835-1000|전라남도 고흥군 고흥읍 남계리 1038 유진빌딩 102, 103호|전라남도 고흥군 고흥읍 터미널길 3 (남계리) 유진빌딩 102, 103호 |1108612|34.6054348|127.2811394
뚜레쥬르|부산사직점|051-501-0453|부산광역시 동래구 사직동 94-3 (사직역삼정그린코아더베스트2차) 209동,210동|부산광역시 동래구 사직로 16 (사직동,사직역삼정그린코아더베스트2차) 209동,210동 |1108608|35.1967295|129.0637771
뚜레쥬르|삼성역점|02-568-2111|서울특별시 강남구 대치동 950 (우정에쉐르) 1층|서울특별시 강남구 영동대로85길 17 (대치동,우정에쉐르) 1층 |1108600|37.5068895|127.0622914
뚜레쥬르|부산중앙대로점|051-462-3632|부산 중구 대창동2가 내일투어 1층(중앙대로145)|부산 중구 중앙대로 145 내일투어 1층(대창동2가) |1108647|35.1105561|129.0373570
뚜레쥬르|천안불당신도시점|041-556-1256|충청남도 천안시 서북구 불당동 1487 1층 118,119호(불당동)|충청남도 천안시 서북구 불당25로 192 (불당동) 1층 118,119호(불당동) |1108628|36.8182903|127.1089566
뚜레쥬르|백련산힐스테이트점|02-305-9440|서울특별시 은평구 응암동 759 (백련산힐스테이트1차) 단지내상가 1층 101,102호|서울특별시 은평구 백련산로2길 19 (응암동,백련산힐스테이트1차) 단지내상가 1층 101,10 |1108575|37.5920025|126.9253163
뚜레쥬르|대전충남대병원점|042-280-8841|대전광역시 중구 대사동 640 (충남대학교병원) 뚜레쥬르 충남대병원점|대전광역시 중구 문화로 282 (대사동,충남대학교병원) 뚜레쥬르 충남대병원점 |1108623|36.3169080|127.4153630
뚜레쥬르|잠실점|02-423-9470|서울특별시 송파구 삼전동 22-4 빈즈빌딩|서울특별시 송파구 석촌호수로 142 (삼전동) 빈즈빌딩 |1108615|37.5069644|127.0927695
뚜레쥬르|부산동아대병원점|051-257-8442|부산광역시 서구 동대신동3가 1-22 (동아대학교병원)|부산광역시 서구 대신공원로 26 (동대신동3가,동아대학교병원) |1108592|35.1201682|129.0175391
뚜레쥬르|광주첨단쌍암점|062-973-6390|광주광역시 광산구 쌍암동 655-3|광주광역시 광산구 첨단중앙로 164(쌍암동) |1108579|35.2199746|126.8422786
뚜레쥬르|의정부신곡점|031-846-8080|경기도 의정부시 신곡동 352-81 1층 뚜레쥬르|경기도 의정부시 동일로472번길 7 (신곡동) 1층 뚜레쥬르 |1108407|37.7304212|127.0595211
뚜레쥬르|부산엄궁점|051-324-0829|부산광역시 사상구 엄궁동 467-12 (송학빌딩) 1층|부산광역시 사상구 엄궁로203번길 40 (엄궁동,송학빌딩) 1층 |1108512|35.1288889|128.9718230
뚜레쥬르|목포남악부영점|061-287-2380|전라남도 무안군 삼향읍 남악리 1597 뚜레쥬르 목포남악부영|전라남도 무안군 삼향읍 남악5로72번길 4 (남악리) 뚜레쥬르 목포남악부영 |1108560|34.8118559|126.4715848
뚜레쥬르|창원성원점|055-283-7254|경상남도 창원시 성산구 남양동 22 (성원2차아파트) 상가동 108호|경상남도 창원시 성산구 가음로15번길 52 (남양동,성원2차아파트) 상가동 108호 |1108556|35.2128445|128.7032579
뚜레쥬르|청주흥덕파크자이점|043-262-0401|충청북도 청주시 흥덕구 옥산면 가락리 265|충청북도 청주시 흥덕구 옥산면 오송가락로 1061, 101,102호 |1108287|36.6761745|127.3891451
뚜레쥬르|창원소답점|055-251-2918|경상남도 창원시 의창구 소답동 121-4 102호, 103호|경상남도 창원시 의창구 읍성로 77 (소답동) 102호, 103호 |1108485|35.2651463|128.6264856
뚜레쥬르|이화여대ECC점|02-313-8812|서울특별시 서대문구 대현동 11-1 (이화여자대학교) 이화여자대학교 ECC관B406|서울특별시 서대문구 이화여대길 52 (대현동,이화여자대학교) 이화여자대학교 ECC관B406 |1108423|37.5617396|126.9472448
뚜레쥬르|성남하나로마트점|031-712-7457|경기도 성남시 분당구 구미동 174 (농수산물종합유통센터) 1층 뚜레쥬르|경기도 성남시 분당구 성남대로43번길 11 (구미동,농수산물종합유통센터) 1층 뚜레쥬르 |1108566|37.3387642|127.1066681
뚜레쥬르|보성하나로마트점|061-000-0000|전라남도 보성군 보성읍 보성리 889-6 뚜레쥬르 보성하나로마트|전라남도 보성군 보성읍 현충로 92-42 (보성리) 뚜레쥬르 보성하나로마트 |1108428|34.7675284|127.0827401
뚜레쥬르|파주금촌역점|031-946-6008|경기도 파주시 금촌동 329-178 (백운빌딩) 1층 뚜레쥬르|경기도 파주시 새꽃로 203 (금촌동,백운빌딩) 1층 뚜레쥬르 |1108609|37.7657252|126.7749363
뚜레쥬르|파주금촌역점|031-946-6008|경기도 파주시 금촌동 329-178 (백운빌딩) 1층 뚜레쥬르|경기도 파주시 새꽃로 203 (금촌동,백운빌딩) 1층 뚜레쥬르 |1108609|37.7657252|126.7749363
뚜레쥬르|울산매곡에일린점|052-294-2001|울산광역시 북구 매곡동 97 (드림인시티에일린의뜰2차) -|울산광역시 북구 호계매곡1로 32 (매곡동,드림인시티에일린의뜰2차) - |1108511|35.6374652|129.3622338
뚜레쥬르|미가서창점|032-467-9084|인천광역시 남동구 서창동 686-3 메인프라자 101호,102호|인천광역시 남동구 서창남로 77 (서창동) 메인프라자 101호,102호 |1108498|37.4258932|126.7482477
뚜레쥬르|서울역KDB타워점|02-6388-7919|서울특별시 용산구 동자동 45 (센트레빌아스테리움서울) KDB 생명타워 지하 2층|서울특별시 용산구 한강대로 372 (동자동,센트레빌아스테리움서울) KDB 생명타워 지하 2 |1108169|37.5513775|126.9736404
뚜레쥬르|광주경안점|031-766-7790|경기도 광주시 경안동 56-10 1층|경기도 광주시 중앙로 118 (경안동) 1층 |1108431|37.4101543|127.2583016
뚜레쥬르|불광현대점|02-352-0555|서울특별시 은평구 불광동 554-1 (불광동라비앙프라자)|서울특별시 은평구 불광로 60 (불광동,불광동라비앙프라자) |1108557|37.6122936|126.9321560
뚜레쥬르|제주중앙병원점|064-711-9580|제주특별자치도 제주시 이호이동 22 (중앙병원) 뚜레쥬르 제주중앙병원|제주특별자치도 제주시 월랑로 91 (이호이동,중앙병원) 뚜레쥬르 제주중앙병원 |1108578|33.4923256|126.4705290
뚜레쥬르|카페판교역점|031-622-7579|경기도 성남시 분당구 백현동 535 크래프톤타워 1층 106호|경기도 성남시 분당구 분당내곡로 117 (백현동) 크래프톤타워 1층 106호 |1108425|37.3942568|127.1122717
뚜레쥬르|용마산역점|02-2209-3662|서울특별시 중랑구 면목동 379-1|서울특별시 중랑구 면목로 245 (면목동) |1108508|37.5749343|127.0850856
뚜레쥬르|도청신도시점|054-988-8088|경상북도 예천군 호명면 산합리 1398 경북도청신도시우방아이유쉘센트럴|경상북도 예천군 호명면 행복로 229 (경북도청신도시우방아이유쉘센트럴) |1108121|36.5781171|128.4897028
뚜레쥬르|홍성내포극동점|041-634-0444|충청남도 홍성군 홍북읍 신경리 928 (극동스타클래스센트럴) 상가동 뚜레쥬르 홍성내포극동점|충청남도 홍성군 홍북읍 신대로 33 (신경리,극동스타클래스센트럴) 상가동 뚜레쥬르 홍성내포극동 |1108453|36.6537959|126.6723698
뚜레쥬르|세종소담점|044-866-1888|세종특별자치시  보람동 637-2 (호려울마을8단지) 제상가5동 제1층 제503호|세종특별자치시  보람동로 14 (보람동,호려울마을8단지) 제상가5동 제1층 제503호 |1108502|36.4789450|127.2969527
뚜레쥬르|수원판타지움점|031-206-3033|경기도 수원시 영통구 영통동 981-2 판타지움몰 1층|경기도 수원시 영통구 덕영대로 1566 (영통동) 판타지움몰 1층 |1108387|37.2451296|127.0618145
뚜레쥬르|밀양미리벌점|055-355-2811|경상남도 밀양시 삼문동 725-1 -|경상남도 밀양시 미리벌중앙로5길 7 (삼문동) - |1108439|35.4835106|128.7479727
뚜레쥬르|시흥은계로데오점|031-312-2630|경기도 시흥시 은행동 140-4 (태산W타워) 114,115호|경기도 시흥시 은계번영길 1 (은행동,태산W타워) 114,115호 |1108128|37.4366407|126.8016279
뚜레쥬르|마석라온점|031-592-1326|경기도 남양주시 화도읍 녹촌리 566 (남양주라온프라이빗4단지) 101호(라온프라이빗 4단지|경기도 남양주시 화도읍 경춘보학1길 7 (녹촌리,남양주라온프라이빗4단지) 101호(라온프라이빗 4단 |1108356|37.6510030|127.2969084
뚜레쥬르|부개점|032-361-2523|인천광역시 부평구 부개동 496-17 뚜레쥬르 부개점|인천광역시 부평구 부개로 73 (부개동) 뚜레쥬르 부개점 |1108430|37.5042602|126.7396742
뚜레쥬르|김포마산점|031-984-2201|경기도 김포시 마산동 672-3 (e편한세상한강신도시2차) 113,114,115호|경기도 김포시 김포한강8로 173-59 (마산동,e편한세상한강신도시2차) 113,114,1 |1108360|37.6362250|126.6391621
뚜레쥬르|세종보람점|044-867-9980|세종특별자치시  보람동 700-76 (위너스타워) 뚜레쥬르 세종보람점|세종특별자치시  남세종로 462 (보람동,위너스타워) 뚜레쥬르 세종보람점 |1108429|36.4768834|127.2888411
뚜레쥬르|미사역점|031-796-7270|경기도 하남시 망월동 1116-1 (미사역타워) 101호,102호|경기도 하남시 미사강변동로 79 (망월동,미사역타워) 101호,102호 |1108521|37.5620421|127.1928471
뚜레쥬르|동탄호수공원점|031-831-8882|경기도 화성시 산척동 609 1층 109~111호|경기도 화성시 동탄순환대로 127-9 1층 109~111호 |1108421|37.1665438|127.1072915
뚜레쥬르|수원정자블루밍점|031-253-0445|경기도 수원시 장안구 정자동 419 경원피아노|경기도 수원시 장안구 파장로 47 (정자동) 경원피아노 |1108420|37.3054780|126.9954580
뚜레쥬르|경산하양점|053-856-6363|경상북도 경산시 하양읍 금락리 117-20 (크레용빌) 1층|경상북도 경산시 하양읍 하양로 69 (금락리,크레용빌) 1층 |1108497|35.9115293|128.8160732
뚜레쥬르|면목점|02-434-0445|서울특별시 중랑구 면목동 121-10 뚜레쥬르 면목|서울특별시 중랑구 면목로 430 (면목동) 뚜레쥬르 면목 |1108406|37.5902738|127.0872886
뚜레쥬르|동탄영천점|031-377-3076|경기도 화성시 영천동 651-1320|경기도 화성시 지산2길 4-12 1층 |1108373|37.2060108|127.1120416
뚜레쥬르|광장힐스테이트점|02-455-0400|서울특별시 광진구 광장동 582 (광장힐스테이트) 1층 15호|서울특별시 광진구 아차산로 537-17 (광장동,광장힐스테이트) 1층 15호 |1108384|37.5435100|127.0996819
뚜레쥬르|청주방서점|043-286-2334|충청북도 청주시 상당구 방서동 247-9 (청주센트럴자이) A동 111,112호 뚜레쥬르 청주|충청북도 청주시 상당구 단재로 316 (방서동,청주센트럴자이) A동 111,112호 뚜레쥬르 |1108441|36.6002609|127.5011717
뚜레쥬르|울산옥동본점|051-000-0000|울산광역시 남구 옥동 590-6|울산광역시 남구 문수로335번길 5(목동) |1108413|35.5356169|129.2902689
뚜레쥬르|서면1번가점|051-806-7797|부산광역시 부산진구 부전동 524-1|부산광역시 부산진구 중앙대로691번길 41 (부전동) |1108464|35.1543186|129.0567961
뚜레쥬르|까치산점|02-2604-0079|서울특별시 강서구 화곡동 339-14 1층|서울특별시 강서구 강서로18길 33 (화곡동) 1층 |1108389|37.5342568|126.8474577
뚜레쥬르|청도휴게소(대구)점|054-373-6280|경상북도 청도군 청도읍 거연리 산288-4 (주)케이알산업 청도(상)휴게소 뚜레쥬르|경상북도 청도군 청도읍 하지길 59-50 (거연리) (주)케이알산업 청도(상)휴게소 뚜레쥬르 |1108447|35.5944462|128.7696649
뚜레쥬르|청도휴게소(부산)점|054-373-8182|경상북도 청도군 청도읍 거연리 950 (주)케이알산업청도(하)휴게소 뚜레쥬르|경상북도 청도군 청도읍 하지길 59-49 (거연리) (주)케이알산업청도(하)휴게소 뚜레쥬르 |1108448|35.5953638|128.7668684
뚜레쥬르|창동동아점|02-991-0049|서울특별시 도봉구 창동 808 (동아청솔아파트) 동아청솔상가1층 109호|서울특별시 도봉구 노해로69길 103 (창동,동아청솔아파트) 동아청솔상가1층 109호 |1108402|37.6577017|127.0484720
뚜레쥬르|문래6가점|02-2257-8222|서울특별시 영등포구 문래동6가 24-1 (에이스하이테크시티2) 1층|서울특별시 영등포구 선유로13길 25 (문래동6가,에이스하이테크시티2) 1층 |1108370|37.5189767|126.8862918
뚜레쥬르|전남함평점|061-324-0037|전라남도 함평군 함평읍 기각리 1002 뚜레쥬르 전남함평|전라남도 함평군 함평읍 영수길 175 (기각리) 뚜레쥬르 전남함평 |1108333|35.0638427|126.5199280
뚜레쥬르|청주테크노폴리스점|043-999-9999|충청북도 청주시 흥덕구 송절동 850 (테크노폴리스우미린) 우미린상가 101,102호(뚜레쥬르|충청북도 청주시 흥덕구 송화로214번길 29 (송절동,테크노폴리스우미린) 우미린상가 101,102호(뚜 |1108372|36.6681316|127.4589127
뚜레쥬르|CJ/ENM커머스부문점|02-2107-0093|서울특별시 서초구 방배동 2724 ((주)CJ오쇼핑) 뚜레쥬르 CJ ENM 커머스부문|서울특별시 서초구 과천대로 870-13 (방배동,(주)CJ오쇼핑) 뚜레쥬르 CJ ENM 커 |1108422|37.4690705|126.9880020
뚜레쥬르|연제이마트점|051-945-3004|부산광역시 연제구 연산동 822-6 시청스마트더블유 아파트 1층|부산광역시 연제구 연수로 103 (연산동) 시청스마트더블유 아파트 1층 |1108303|35.1755251|129.0822073
뚜레쥬르|간석역남부점|070-7543-1677|인천광역시 미추홀구 주안동 1617 (더월드스테이트) 1단지 중심상가 114호|인천광역시 미추홀구 주안로 226 (주안동,더월드스테이트) 1단지 중심상가 114호 |1108339|37.4629017|126.6953334
뚜레쥬르|강동성심병원점|02-477-8808|서울 강동구 성안로 150 1층|서울 강동구 성안로 150 1층 |1106379|37.5359971|127.1353780
뚜레쥬르|청주산남점|043-288-0435|충청북도 청주시 서원구 산남동 685 1층|충청북도 청주시 서원구 산남로 75 (산남동) 1층 |1108345|36.6108643|127.4657149
뚜레쥬르|부산화명점|051-364-2222|부산광역시 북구 화명동 1130-9 (롯데캐슬멤버스아파트) 롯데캐슬멤버스아파트 상가동|부산광역시 북구 금곡대로 238 (화명동,롯데캐슬멤버스아파트) 롯데캐슬멤버스아파트 상가동 |1108313|35.2294093|129.0128442
뚜레쥬르|신림사거리점|02-866-1906|서울특별시 관악구 신림동 1422-30 1층|서울특별시 관악구 남부순환로 1619-1 (신림동) 1층 |1108375|37.4847143|126.9306817
뚜레쥬르|부천옥길점|032-344-5011|경기도 부천시 옥길동 753-2 옥길동|경기도 부천시 옥길로 56번길 24-22 옥길동 |1108335|37.4621738|126.8188839
뚜레쥬르|동탄나루마을점|031-8003-5820|경기도 화성시 반송동 220-5 (인창프라자) 107, 108|경기도 화성시 동탄솔빛로 51 (반송동,인창프라자) 107, 108 |1108374|37.1936657|127.0730086
뚜레쥬르|인천논현점|032-437-0049|인천광역시 남동구 논현동 772-7 1층 뚜레쥬르|인천광역시 남동구 에코중앙로156번길 5-19 (논현동) 1층 뚜레쥬르 |1108340|37.3918906|126.7266082
뚜레쥬르|제천청전비둘기점|043-646-4030|충청북도 제천시 청전동 637-1 1층 뚜레쥬르|충청북도 제천시 청전대로 167-1 (청전동) 1층 뚜레쥬르 |1108237|37.1519766|128.2159982
뚜레쥬르|장유신문점|055-908-4773|경상남도 김해시 신문동 504-3 -|경상남도 김해시 장유로334번길 18 (신문동) - |1108203|35.1959824|128.8150184
뚜레쥬르|아산터미널점|010-4264-0051|충청남도 아산시 모종동 555-5 (아산시외버스터미널복합시설) 아산시외버스터미널內|충청남도 아산시 번영로 225 (모종동,아산시외버스터미널복합시설) 아산시외버스터미널內 |1108299|36.7846407|127.0159009
뚜레쥬르|광명아울렛점|02-3397-2887|경기도 광명시 하안동 38 (뉴코아아울렛) 뉴코아아울렛 지하 1층|경기도 광명시 하안로287번길 8 (하안동,뉴코아아울렛) 뉴코아아울렛 지하 1층 |1108202|37.4612163|126.8798937
뚜레쥬르|포항초곡점|054-261-2230|경상북도 포항시 북구 흥해읍 초곡리 1761 (초곡삼구트리니엔시티) 경상북도 포항시 북구 흥해읍 초|경상북도 포항시 북구 흥해읍 초곡지구로58번길 52 (초곡리,초곡삼구트리니엔시티) 경상북도 포항시 북구 흥해읍 |1108275|36.0985150|129.3339840
뚜레쥬르|광양중마사랑점|061-795-0004|전라남도 광양시 중동 1650-6 103호|전라남도 광양시 오류2길 1 (중동) 103호 |1108359|34.9360221|127.6961033
뚜레쥬르|광주수완롯데점|062-956-5077|광주광역시 광산구 장덕동 1661 1층|광주광역시 광산구 장신로 82 (장덕동) 1층 |1108311|35.1904601|126.8187750
뚜레쥬르|퇴계원점|031-571-7588|경기도 남양주시 퇴계원면 퇴계원리 103-1 1층 뚜레쥬르|경기도 남양주시 퇴계원면 퇴계원로 86 (퇴계원리) 1층 뚜레쥬르 |1108294|37.6539807|127.1439131
뚜레쥬르|서귀포하나로마트점|070-4772-4343|제주특별자치도 서귀포시 토평동 880-1 1층|제주특별자치도 서귀포시 516로 40 (토평동) 1층 |1108051|33.2573688|126.5814290
뚜레쥬르|암사라인점|02-951-0234|서울특별시 강동구 암사동 442 (라인아파트) 1층|서울특별시 강동구 고덕로 53 (암사동,라인아파트) 1층 |1108285|37.5549824|127.1311515
뚜레쥬르|화곡곰달래점|02-2696-0459|서울특별시 강서구 화곡동 872-21|서울특별시 강서구 곰달래로 167 |1108219|37.5310284|126.8515793
뚜레쥬르|동천동문점|031-266-9337|경기도 용인시 수지구 동천동 174-14 (빌프라자) 105,106호|경기도 용인시 수지구 동천로 58 (동천동,빌프라자) 105,106호 |1108302|37.3405055|127.0967479
뚜레쥬르|아산장재점|041-548-2009|충청남도 아산시 배방읍 장재리 1522 이마트에브리데이 內 뚜레쥬르|충청남도 아산시 배방읍 용연로 84-5 (장재리) 이마트에브리데이 內 뚜레쥬르 |1108334|36.7889743|127.0902963
뚜레쥬르|삼성DSR점|031-8096-0177|경기도 화성시 반월동 산16 (삼성전자(주)) 삼성DSR동 1층|경기도 화성시 삼성전자로 1 (반월동,삼성전자(주)) 삼성DSR동 1층 |1108274|37.2199887|127.0649603
뚜레쥬르|청주가경2호점|043-235-8204|충청북도 청주시 흥덕구 가경동 181-1 1층 뚜레쥬르 청주가경2호점|충청북도 청주시 흥덕구 가경로 85 (가경동) 1층 뚜레쥬르 청주가경2호점 |1108239|36.6229065|127.4401152
뚜레쥬르|순천조례파머스점|061-000-0000|전라남도 순천시 조례동 695-5 1,2층|전라남도 순천시 비봉길 51-40 (조례동) 1,2층 |1108053|34.9670343|127.5210393
뚜레쥬르|여수학동점|061-692-0804|전라남도 여수시 학동 85-25 1층 뚜레쥬르 여수학동점|전라남도 여수시 선소로 69 (학동) 1층 뚜레쥬르 여수학동점 |1108272|34.7589965|127.6672455
뚜레쥬르|수성3가캐슬점|053-744-0453|대구광역시 수성구 수성동3가 57 (수성3가롯데캐슬아파트) 뚜레쥬르 수성3가캐슬|대구광역시 수성구 명덕로 455 (수성동3가,수성3가롯데캐슬아파트) 뚜레쥬르 수성3가캐슬 |1108316|35.8562366|128.6199470
뚜레쥬르|카페서현역점|031-701-3200|경기도 성남시 분당구 서현동 262-2 (분당문화센터) 분당문화센터 1층|경기도 성남시 분당구 황새울로 332 (서현동,분당문화센터) 분당문화센터 1층 |1108152|37.3855330|127.1223318
뚜레쥬르|포항법원대로점|054-272-3287|경상북도 포항시 북구 양덕동 669-4 1층|경상북도 포항시 북구 신덕로 262 (양덕동) 1층 |1108204|36.0881748|129.3877922
뚜레쥬르|용인고림점|031-332-0187|경기도 용인시 처인구 고림동 736-29|경기도 용인시 고림로 86 |1108005|37.2406791|127.2153909
뚜레쥬르|북아현진로마트점|02-364-4566|서울특별시 서대문구 북아현동 136-21 (e편한세상신촌4단지) B1층 419,420호|서울특별시 서대문구 신촌로35길 10 (북아현동,e편한세상신촌4단지) B1층 419,420호 |1108229|37.5586219|126.9558605
뚜레쥬르|충남서천중앙점|041-953-7715|충청남도 서천군 서천읍 사곡리 278 (하영프라자) 하영프라자 1층|충청남도 서천군 서천읍 서천로 147 (사곡리,하영프라자) 하영프라자 1층 |1108310|36.0812140|126.6867303
뚜레쥬르|이츠마트석교점|042-273-3105|대전광역시 중구 석교동 58-11 뚜레쥬르 이츠마트 석교점|대전광역시 중구 대종로224번길 28 (석교동) 뚜레쥬르 이츠마트 석교점 |1108260|36.3097696|127.4433055
뚜레쥬르|이츠마트석교점|042-273-3105|대전광역시 중구 석교동 58-11 뚜레쥬르 이츠마트 석교점|대전광역시 중구 대종로224번길 28 (석교동) 뚜레쥬르 이츠마트 석교점 |1108260|36.3097696|127.4433055
뚜레쥬르|동해점|033-535-0402|강원도 동해시 천곡동 801-7 1층 뚜레쥬르|강원도 동해시 천곡로 49 (천곡동) 1층 뚜레쥬르 |1108325|37.5244186|129.1107133
뚜레쥬르|아산테크노밸리점|041-531-8377|충청남도 아산시 둔포면 석곡리 1801 (아산테크노벨리이지더원2단지아파트) 뚜레쥬르|충청남도 아산시 둔포면 아산밸리중앙로 58-5 (석곡리,아산테크노벨리이지더원2단지아파트) 뚜레쥬르 |1108240|36.9229653|127.0559012
뚜레쥬르|광주금남로점|062-463-1799|광주광역시 동구 금남로5가 61-5 뚜레쥬르 광주금남로|광주광역시 동구 금남로 162-1 (금남로5가) 뚜레쥬르 광주금남로 |1108199|35.1526779|126.9112117
뚜레쥬르|역촌2동점|02-358-0455|서울 은평구 역촌동 54-8|서울특별시 은평구 갈현로  81 (역촌동) |1108238|37.6053183|126.9103195
뚜레쥬르|인천향촌점|032-469-3971|인천광역시 남동구 만수동 1117-1 (쓰리제이프라자) 1층 101호|인천광역시 남동구 만수서로 52 (만수동,쓰리제이프라자) 1층 101호 |1108268|37.4614552|126.7317473
뚜레쥬르|뚝섬유원지점|02-468-4753|서울특별시 광진구 자양동 855 (이튼타워리버3차) 1층 뚜레쥬르|서울특별시 광진구 능동로 18 (자양동,이튼타워리버3차) 1층 뚜레쥬르 |1108206|37.5327596|127.0681986
뚜레쥬르|대전버드내점|042-536-2976|대전광역시 중구 태평동 422-7 (버드내마을아파트) 주상가 108호|대전광역시 중구 태평로 15 (태평동,버드내마을아파트) 주상가 108호 |1108201|36.3179497|127.3887050
뚜레쥬르|진주이현웰가점|055-743-0078|경상남도 진주시 이현동 1180 (이현하이클래스웰가아파트) 이현하이클래스웰가상가 103|경상남도 진주시 진주대로 1317 (이현동,이현하이클래스웰가아파트) 이현하이클래스웰가상가 |1108194|35.1939948|128.0573503
뚜레쥬르|대전낭월점|042-286-1003|대전광역시 동구 낭월동 461 뚜레쥬르 대전낭월점|대전광역시 동구 산내로 1317 (낭월동) 뚜레쥬르 대전낭월점 |1108221|36.2810621|127.4674689
뚜레쥬르|카페신촌점|02-392-0405|서울특별시 서대문구 창천동 29-81 르메이르타운 5 103-2, 103-3|서울특별시 서대문구 신촌로 109 르메이르타운 5 103-2, 103-3 |1108052|37.5558484|126.9377833
뚜레쥬르|롯데마트부평점|032-522-2115|인천광역시 부평구 산곡동 159-52 (롯데마트 부평점) 지하 1층 식품코너 뚜레쥬르|인천광역시 부평구 마장로 296 (산곡동,롯데마트 부평점) 지하 1층 식품코너 뚜레쥬르 |1108165|37.5049829|126.7040723
뚜레쥬르|방이한양점|02-415-9598|서울특별시 송파구 방이동 223-8 (오풍빌딩) 뚜레쥬르 방이한양점|서울특별시 송파구 오금로31길 5 (방이동,오풍빌딩) 뚜레쥬르 방이한양점 |1108132|37.5066558|127.1213450
뚜레쥬르|충주용산호암점|043-844-0004|충청북도 충주시 호암동 181-1 나동 뚜레쥬르|충청북도 충주시 형설로 54-10 (호암동) 나동 뚜레쥬르 |1108125|36.9587543|127.9412351
뚜레쥬르|창원무동점|055-252-4140|경상남도 창원시 의창구 북면 무동리 145-5 -|경상남도 창원시 의창구 북면 무동로226번길 8 (무동리) - |1108222|35.3169521|128.5845517
뚜레쥬르|대전노은월드코아점|042-477-7277|대전광역시 유성구 지족동 901-1 (월드코아종합라이프상가) 1층 뚜레쥬르|대전광역시 유성구 은구비로 36 (지족동,월드코아종합라이프상가) 1층 뚜레쥬르 |1108211|36.3756029|127.3189963
뚜레쥬르|남산타운점|02-2231-8999|서울특별시 중구 신당동 844 (남산타운) 상가5동120-3호|서울특별시 중구 다산로 32 (신당동,남산타운) 상가5동120-3호 |1108161|37.5500494|127.0097435
뚜레쥬르|침산명성푸르지오점|053-351-0453|대구광역시 북구 침산동 269-10 (명성푸르지오) 269-10번지 명성푸르지오아파트|대구광역시 북구 침산로 153 (침산동,명성푸르지오) 269-10번지 명성푸르지오아파트 |1108198|35.8893078|128.5900885
뚜레쥬르|상계점|02-932-8204|서울특별시 노원구 중계동 434-1|서울특별시 노원구 덕릉로 669 |1108026|37.6573959|127.0746738
뚜레쥬르|포항지곡점|054-284-5907|경상북도 포항시 남구 지곡동 480|경상북도 포항시 남구 지곡로 257(지곡동) |1107999|36.0292155|129.3238992
뚜레쥬르|아산모종점|041-549-0040|충청남도 아산시 모종동 637 (모종캐슬어울림1단지) 103호, 104호|충청남도 아산시 모종로22번길 7 (모종동,모종캐슬어울림1단지) 103호, 104호 |1108088|36.7835381|127.0214404
뚜레쥬르|천안불당프라디움점|041-907-1388|충청남도 천안시 서북구 불당동 1280 프라디움 3차 단지내상가 5호,6호|충청남도 천안시 서북구 공원로 176 프라디움 3차 단지내상가 5호,6호 |1108022|36.7970961|127.0992362
뚜레쥬르|명지대사거리점|031-321-9277|경기도 용인시 처인구 역북동 428-14|경기도 용인시 처인구 중부대로 1303-0(역북동) |1108034|37.2362702|127.1896628
뚜레쥬르|여수현대점|061-654-1304|전라남도 여수시 여서동 491-1|전라남도 여수시 여서로 162(여서동) |1108071|34.7478656|127.6997306
