##NAME|SUBNAME|ID|TELNUM|NEWADDR|FEAT
공차|청주오창점|16551|043-215-3366|충북 청주시 청원구 오창읍 오창대로 315, 108호|좌석;화장실;주차가능;와이파이
공차|경북상주점|16349|054-534-6877|경상북도 상주시 상산로 276|좌석;화장실;와이파이
공차|부천역점|16351|070-4254-8786|경기도 부천시 부천로 1, 지하1층 43호, B-05호|좌석;화장실;주차가능;와이파이
공차|경남거창점|16212|070-7622-3889|경상남도 거창군 거창읍 상림리 797-3|좌석;화장실;주차가능;와이파이
공차|동두천지행점|16215|031-863-0033|경기도 동두천시 지행로 56,1층 113호(지행동, 스타월드 빌딩)|좌석;와이파이
공차|거제고현점|15963|055-638-1254|경상남도 거제시 서문로 72, 1층 101호 (고현동, 태원회관)|좌석;와이파이
공차|광양중마점|15949|061-795-0253|전라남도 광양시 공영로 75, 1층 (중동)|좌석
공차|목포북항점|15775|061-981-8949|전라남도 목포시 청호로 180, 1층(산정동)|좌석
공차|조치원점|15774|044-864-3554|세종시 조치원읍 조치원1길 6|좌석;화장실;와이파이
공차|이대서울병원점|15098|02-6951-2022|서울특별시 강서구 공항대로 260, 지하1층 (마곡동, 이화의대부속서울병원)|좌석;와이파이
공차|부평삼산점|15034|010-5625-8355|인천시 부평구 길주로 635, 1층|좌석;와이파이
공차|동탄솔빛나루점|14963|031-8015-3400|경기도 화성시 동탄솔빛로 47|좌석;주차가능
공차|군산나운점|14771|063-468-0022|전라북도 군산시 하나운로 68(나운동)|좌석;화장실
공차|천안쌍용점|14630|041-573-0055|충청남도 천안시 서북구 월봉로 79, 1층|좌석;주차가능;와이파이
공차|수완장신로점|14579|062-710-6617|광주광역시 광산구 장신로 142, 1층(수완동)|좌석;화장실
공차|동산병원점|14384|053-710-0494|대구광역시 달서구 달구벌대로 1035, 계명대학교 동산의료원 새병원 지하1층|좌석;주차가능;와이파이
공차|숙명여대점|14097|02-715-3303|서울특별시 용산구 청파로47길 78, 1층|좌석;와이파이
공차|대구현대시티아울렛점|14004|053-430-2282|대구광역시 동구 동대구로 454, 4층|화장실;주차가능;와이파이
공차|연신내점|13914|02-722-1090|서울특별시 은평구 연서로 216 아트캐슬 102호|좌석;화장실;와이파이
공차|대구보건대점|13894|053-247-0404|대구광역시 북구 영송로 22-1, 1층(태전동)|좌석;화장실;와이파이
공차|태평점|13895|042-535-2461|대전시 중구 태평로 34-1 (유천동 324-15번지)|좌석;화장실;와이파이
공차|NC산본점|13803|031-393-5900|경기도 군포시 번영로 504, 2층(산본동, 산본역)|화장실;주차가능
공차|평촌역점|13802|031-381-8989|경기도 안양시 동안구 관평로 170번길 43, 1층 129호(관양동, 훼미리타운)|좌석;화장실;주차가능;와이파이
공차|센트럴시티점|13734|02-6282-5801|서울시 서초구 신반포로 176 센트럴시티 1층|
공차|천안신불당점|13730|041-522-3334|충청남도 천안시 서북구 불당동 1614번지 F101호|좌석;와이파이
공차|청주오송점|13707|043-239-1300|충청북도 청주시 흥덕구 오송읍 오송생명5로 179 103호(만수리, 청송빌딩)|좌석;화장실;주차가능;와이파이
공차|경주황성점|13493|054-777-1133|경상북도 경주시 황성로37, 1층|좌석;주차가능;와이파이
공차|인천도화점|13489|032-875-0555|인천시 미추홀구 숙골로 87번길 24, 104호|좌석;주차가능;와이파이
공차|제주삼화점|13490|064-721-9951|제주특별자치도 제주시 건주로 37|좌석;와이파이
공차|대한상공회의소점|13425|02-6050-1177|서울시 중구 세종대로 39 대한상공회의소 B1|주차가능
공차|전주서신점|13151|063-271-7335|전라북도 전주시 완산구 당산로 52, 103호(서신동)|좌석;와이파이
공차|경산사동점|13103|053-269-0707|경상북도 경산시 백자로 10길 1, 1층 104호|좌석;화장실;와이파이
공차|전주아중점|13060|063-244-0071|전라북도 전주시 덕진구 무삼지로 84, 1층(인후동1가)|좌석;와이파이
공차|전주중화산|12892|063-247-0707|전라북도 전주시 완산구 유연로 285, 1층(서신동)|좌석;와이파이
공차|광주금호점|12791|062-372-1001|광주광역시 서구 금화로 87(금호동)|좌석
공차|용산아이파크몰점|12793|02-2012-0709|서울특별시 용산구 한강대로23길 55 6층 703호(한강로3가, 서관 아이파크몰)|좌석;화장실;주차가능;와이파이
공차|한양대한양플라자|12790|070-8876-5000|서울특별시 성동구 왕십리로 222, 1층(사근동, 한양대학교 학생복지관)|주차가능
공차|울산대점|12747|052-224-8838|울산광역시 남구 대학로 94, 2층 (무거동)|좌석;화장실;와이파이
공차|진해석동점|12746|055-552-0708|경상남도 창원시 진해구 진해대로 762, 1층 102호(석동, 진해미래쇼핑센터)|좌석;화장실;주차가능;와이파이
공차|제주연동점|12701|064-783-7000|제주특별자치도 제주시 신광로 35|좌석;주차가능
공차|대전탄방점|12630|042-478-7715|대전시 서구 탄방동 704, 1층|좌석;화장실;주차가능;와이파이
공차|야탑역사점|12591||경기도 성남시 분당구 성남대로 지하 903, 맞이방|좌석;화장실
공차|대전우송대점|12544|042-623-0070|대전광역시 동구 백룡로 5, 1,2층|좌석;화장실;와이파이
공차|마산합성점|12545|055-297-7707|경상남도 창원시 마산회원구 3.15대로 744, 1층 102호(합성동, 송하빌딩)|좌석;화장실;와이파이
공차|파주교하점|12400|031-942-3323|경기도 파주시 청석로 260, 1층 115호(동패동, 트리플메디칼타워)|좌석;주차가능
공차|수원역로데오점|12299|031-256-1027|경기도 수원시 팔달구 향교로 16-2|좌석;화장실;와이파이
공차|전남영광점|12140|061-351-9599|전라남도 영광군 영광읍 중앙로 186, 1층|좌석;화장실;와이파이
공차|광주진월점|11953|062-652-5005|광주광역시 남구 서문대로 671, 1층 102호(진월동)|좌석;화장실;와이파이
공차|양산가촌점|11951|055-382-4600|경남 양산시 물급읍 야리로31, 1층 111호(경남프라자)|좌석;화장실;주차가능;와이파이
공차|일산후곡점|11963|031-923-6880|경기도 고양시 일산서구 일산로547, 일신1조합상가 1층 103호|좌석;와이파이
공차|제주연동신시가지점|11813|064-749-0705|제주특별자치도 제주시 연북로 78, 1층(연동, 성남빌딩)|좌석;화장실;와이파이
공차|광주동천점|11783|062-523-7890|광주광역시 서구 하남대로 670, 1층(동천동)|좌석;와이파이
공차|안성휴게소점/부산방향|11790|031-655-0531|경기도 안성시 원곡면 경부고속도로 365, 안성(부산방향)휴게소|좌석;화장실;주차가능;와이파이
공차|구미옥계점|11610|054-471-2356|경상북도 구미시 옥계북로 36, 1층 105호(옥계동, 메디칼타워)|좌석;화장실;와이파이
공차|원주단계점|11616|033-900-5554|강원도 원주시 북원로 2235-4, 1층 115호(단계동)|좌석;주차가능
공차|롯데시네마성남중앙점|11601|1544-8855|경기도 성남시 수정구 산성대로 269번길 11-1 8층|좌석;화장실;주차가능;와이파이
공차|고양터미널점|11567||경기도 고양시 일산동구 중앙로 1036, 고양종합터미널 터미널동 지하1층(마크트할레) T16|주차가능;와이파이
공차|김해진영점|11513|055-345-8374|경상남도 김해시 진영읍 본산로 15-17, 107호(진영굿프라임시티)|좌석;화장실;주차가능;와이파이
공차|경북영주점|11222|054-632-0345|경상북도 영주시 대동로 26(가흥동)|좌석;화장실;와이파이
공차|첨단신용점|10917|062-576-0600|광주시 북구 첨단연신로91번길 20-14, 1층 103호(신용동, 만강빌딩)|좌석;와이파이
공차|군산수송점|10847|063-462-7200|전라북도 군산시 월명로 254, 1층 110호(수송동, 더모나코빌딩)|좌석;와이파이
공차|원주단구점|10846|033-766-7556|강원도 원주시 서원대로 396, 1층 111호(단구동, 스타월드)|좌석;주차가능;와이파이
공차|전주평화점|10848|063-226-0706|전라북도 전주시 완산구 소대배기로 20(평화동2가)|좌석;와이파이
공차|별내로데오점|10754|070-4090-0303|경기 남양주시 별내중앙로 50, 1층 일부 (102, 103)호 (별내동, 청운프라자)|와이파이
공차|기흥구청점|10685|031-274-9751|경기도 용인시 기흥구 구갈로 70, 1층 101호(구갈동, 메가타운)|좌석;주차가능;와이파이
공차|청주지웰시티점|10684|043-236-5060|충북 청주시 흥덕구 대농로 47, 1층 110호(복대동)|좌석;화장실;주차가능;와이파이
공차|종로센트로폴리스점|10584|02-6370-5850|서울특별시 종로구 우정국로 26 센트로폴리스빌딩 1층|
공차|창원대점|10428|055-286-2345|경상남도 창원시 의창구 퇴촌로 25번길 6-32, 1층 공차 창원대점|좌석;와이파이
공차|홈플러스창원점|10432|055-277-2345|경상남도 창원시 의창구 창원대로 415 홈플러스 창원점 1층 공차 홈플러스창원점|
공차|남원도통점|10237|063-625-2332|전라북도 남원시 용성로 200(도통동)|좌석;화장실;와이파이
공차|수내역점|10215|031-713-8618|경기도 성남시 분당구 백현로 101번길 17 초림프라자 1층 116호|좌석;주차가능
공차|기장정관점|10192|051-727-2259|부산광역시 기장군 정관읍 정관7로 9-4|좌석;화장실;주차가능;와이파이
공차|전주효자점|10103|063-221-8008|전라북도 전주시 완산구 용머리로 50, 1층 101호(효자동1가)|좌석;와이파이
공차|계명대점|10049|053-588-4674|대구 달서구 서당로9길 24|좌석;화장실;주차가능;와이파이
공차|보령대천점|10022|041-936-0503|충남 보령시 중앙로 72(대천동)|좌석
공차|신세계아울렛파주점|9939||경기 파주시 탄현면 필승로 200 파주프리미엄 아울렛 1층|화장실;주차가능;와이파이
공차|경산하양점|9905|053-214-0090|경상북도 경산시 하양읍 하양로 35, 105동 123호(하양3차 우방타운)|좌석;와이파이
공차|대구죽곡점|9874|053-585-0369|대구 달성군 다사읍 달구벌대로 863 102호 (진광타워)|좌석;화장실;주차가능;와이파이
공차|영남대병원점|9873|053-621-7754|대구광역시 남구 현충로 170, 영남대학교병원 S동(영의관) 1층 (대명동)|좌석;화장실;주차가능;와이파이
공차|김해내동점|9627|055-903-0834|경남 김해시 내외중앙로69 1층(내동)|좌석;화장실;주차가능;와이파이
공차|동대문종합시장점|9505|02-2275-7468|서울특별시 종로구 종로 266 B동, 6층 13호 (종로6가, 동대문종합시장)|좌석;화장실
공차|전북부안점|9333|070-7543-1599|전라북도 부안군 부안읍 석정로 234, 1층 102호|좌석;와이파이
공차|노원역점|9293|02-939-0700|서울시 노원구 노해로 494, 104,105호(상계동)|주차가능;와이파이
공차|춘천석사점|9294|033-262-6441|강원도 춘천시 퇴계농공로 16, 팰리스프라자 1층 107호(석사동)|좌석;주차가능;와이파이
공차|대구광장점|9221|053-525-0369|대구 서구 달구벌대로 1719 1층(내당동)|좌석;와이파이
공차|대구시지점|9206|053-792-0801|대구 수성구 달구벌대로 3204 1층(신매동)|좌석;와이파이
공차|제주한라대점|9189|064-747-7030|제주특별자치도 제주시 한라대학로 31,1층(노형동)|좌석;화장실;와이파이
공차|서초마제스타시티점|9073|02-588-7775|서울특별시 서초구 서초대로 38길 12, 1층 120호(서초동, 마제스타시티, 힐스테이트 서리풀)|좌석;화장실;주차가능;와이파이
공차|양산중부점|9077|055-366-8181|경상남도 양산역6길 24 1층 104호(중부동)|좌석;와이파이
공차|전주송천점|9071|063-252-0405|전라북도 전주시 덕진구 천마산로 54, 1층 104호(송천동1가)|좌석;와이파이
공차|논산시청점|8992|041-733-8877|충남 논산시 시민로 238, 101호|좌석;화장실
공차|문정법조타운점|8849|02-2283-1789|서울시 송파구 법원로 114 엠스테이트 지하 1층 B177호|좌석;주차가능;와이파이
공차|분당푸른마을점|8843|031-711-6194|경기도 성남시 분당구 돌마로356번길 3, 105호(수내동, 그랜드빌딩)|좌석;화장실;주차가능
공차|대구담티역점|8804|053-756-1212|대구광역시 수성구 교학로 3, 3동 1층 2호(만촌동, 금탑아파트상가)|좌석;화장실;주차가능;와이파이
공차|천안백석대점|8801|041-551-4567|충남 천안시 동남구 문암로 70, 1층(안서동)|좌석;화장실;와이파이
공차|청주율량점|8802|043-214-7600|충북 청주시 청원구 주성로 279번길 8, 1층|좌석;주차가능;와이파이
공차|홍성내포신도시점|8800|041-635-1246|충남 홍성군 홍북읍 청사로 174번길 2 메가박스 홍성내포점 1층|좌석;주차가능;와이파이
공차|대구만촌점|8685|053-753-0369|만촌동 1356-5 이마트만촌점 1층 푸드코트|화장실;주차가능
공차|창원상남점|8688|070-8711-0707|성산구 마디미로 21번길18 1층 107호(상남동 새마음프라자)|좌석;와이파이
공차|인천성모병원점|8620|032-507-7612|동수로 56, 가톨릭대학교 인천성모병원 4동 뇌병원 지하1층 6호 (부평동)|좌석;화장실;주차가능;와이파이
공차|전주혁신도시점|8529|063-227-1236|기지로 66, 1동 1층 104호(중동)|좌석;화장실;주차가능
공차|영남대점|8290|053-241-8188|대학로 299 ,107호(조영동)|좌석;화장실;와이파이
공차|밀양내일점|8237|055-356-9689|석정로 29(내일동)|좌석;화장실;와이파이
공차|첨단엘씨타워점|8238|062-972-0202|첨단중앙로 96, 1층 128호(월계동, 엘씨타워)|좌석;주차가능;와이파이
공차|김포공항국제선점(휴점)|8211||서울특별시 강서구 하늘길 38 김포국제공항 국제선 2층|와이파이
공차|동국대점|8217|02-2272-0919|서애로1길 11, 지하1층 상가B124호(충무로 5가, 충무로헤센스마트)|좌석;주차가능;와이파이
공차|롯데아울렛이천점|8212|031-887-4884|호법면 프리미엄아울렛로 177-119, 2층(5030)|좌석;화장실;주차가능;와이파이
공차|황학롯데캐슬점|8218|02-2231-3314|청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아)|주차가능;와이파이
공차|안성중앙점|7934|031-673-7262|중앙1길 4, 1층|좌석;화장실;와이파이
공차|김해아이스퀘어점|7743||김해대로 2342 부원동 아이스퀘어 K303호|좌석;화장실;주차가능;와이파이
공차|대구월성점|7740||대구광역시 달서구 조암로 16 1층|좌석;화장실;주차가능;와이파이
공차|부산W스퀘어점|7732|051-611-7070|분포로 145 1층 1024,1025호|좌석;주차가능;와이파이
공차|정읍상동점|7741|063-536-2831|전라북도 정읍시 충정로 61-2(상동)|좌석;화장실;주차가능
공차|제주탑동점|7745|064-752-0669|제주특별자치도 제주시 관덕로11길 35|좌석;와이파이
공차|대구칠곡점|7622||학정로 439 1층 111호(동천동, 칠곡메가타운)|좌석;화장실;주차가능;와이파이
공차|익산동산점|7621|063-853-3330|익산시 서동로 132, 1층(동산동)|좌석;화장실;주차가능;와이파이
공차|세종새롬점|7493||새롬중앙로 33, 새뜸프라자 1층 101호(새롬동)|좌석;화장실;주차가능;와이파이
공차|용인역북점|7494|031-321-0446|처인구 명지로16번길 9-23, 1층 101, 102호(역북동, 디엠씨타워)|좌석;와이파이
공차|대전노은점|7395||노은로 158, 지상1층 104호(지족동, 그랜드타운)|좌석;화장실;주차가능;와이파이
공차|동탄카림에비뉴점|7393||동탄대로시범길 134, 1층 1049호(청계동, 시범반도유보라 아이비파크4.0)|좌석;와이파이
공차|마포역점|7394|02-713-7070|마포대로 33, 1층 102호 (도화동, 마포 한화 오벨리스크)|좌석;화장실;주차가능;와이파이
공차|충주기업도시점|7272|043-845-6100|중앙탑면 원앙길 8-9, 104호|좌석;화장실;주차가능;와이파이
공차|속초아이파크점|7155|033-632-7820|강원도 속초시 청호로 22, 2동 206호(조양동, 속초청호아이파크상가)|좌석;와이파이
공차|대구범어로데오점|7136|053-742-1055|달구벌대로 2513, 1층|좌석;화장실;와이파이
공차|천안야우리점|7084||만남로 43 신세계백화점 충정점 B관 4층|
공차|강변테크노마트점|6929|02-458-8255|광나루로56길 85, 테크노마트 9층 21,22,23호|주차가능;와이파이
공차|사당본점|6947|02-3472-7758|과천대로 945 2,3층|
공차|대구이월드점|6825||대구광역시 달서구 두류공원로 200, 이월드 83타워 4층|좌석;와이파이
공차|롯데중동점|6777||경기도 부천시 길주로 300, 지하 1층(중동, 롯데백화점 중동점)|화장실;주차가능;와이파이
공차|대진대점|6520|031-533-8588|경기도 포천시 선단동 산 11-1 대진대학교 정보전산원 2층|주차가능;와이파이
공차|미사강변점|6521|031-796-4422|경기도 하남시 미사강변중앙로198번길 35 미사역르보아리버 상가 112호|좌석;주차가능;와이파이
공차|롯데상인점|6394||대구광역시 달서구 월배로 232, 지하1층 (롯데백화점 상인점)|화장실;주차가능;와이파이
공차|서귀포올레시장점|6392|064-733-3449|제주도 서귀포시 중정로62번길 1 (정방동 42-5)|좌석
공차|익산영등점|6362|063-832-9282|전라북도 익산시 무왕로 13길 11, 1층 101호(영등동)|좌석;와이파이
공차|청주금천점|6371|043-298-0707|충청북도 청주시 상당구 산성로92번길 5 1층 101호(금천동, 경도빌딩)|좌석;화장실;주차가능;와이파이
공차|홈플러스안동점|6364|054-841-7053|경상북도 안동시 경동로 656 홈플러스 3층|화장실;주차가능
공차|충주연수점|6170|043-855-7870|충청북도 충주시 번영대로 211, 113호(연수동, 아토몰)|좌석;화장실;주차가능;와이파이
공차|가톨릭대점|6159|032-345-9687|경기도 부천시 지봉로 43 150주년 기념관 및 성심국제문화연수원, 지하1층 일부(역곡동)|좌석;주차가능;와이파이
공차|대구침산점|6158|053-353-1740|대구광역시 북구 침산로 153 105동 C5호|좌석;주차가능;와이파이
공차|호남대점|6157|062-942-0909|광주광역시 광산구 어등대로 410, 1층(선암동)|좌석
공차|패션아일랜드점|6014|042-282-3913|대전광역시 동구 은어송로 72, 3층 3720,3730호(가오동, 패션아일랜드)|좌석;주차가능
공차|여의도미원빌딩점|5951|02-786-3500|서울 영등포구 국제금융로 70 1층 (여의도동,미원빌딩)|와이파이
공차|부천투나빌딩점|5718|032-227-7321|경기도 부천시 상동 461 1층 공차 부천투나빌딩점|좌석;주차가능;와이파이
공차|홍대입구역점|5472|02-333-5588|서울특별시 마포구 양화로 166, 1층 (동교동, 미래프라자)|
공차|인천국제공항4호점|5347||인천광역시 중구 운서동 2868 제2여객터미널 1번게이트 옆 공차|
공차|인천국제공항5호점|5348||인천광역시 중구 운서동 2868 제2여객터미널 3층 에어사이드 공차|
공차|부산사직점|5241|051-505-5353|부산광역시 동래구 사직북로 12 1층|좌석;화장실;와이파이
공차|광주기독병원점|5224|062-654-0782|광주광역시 남구 양림로 37, 광주기독병원 로비1층|좌석;화장실;주차가능;와이파이
공차|현대대구점|5179||대구광역시 중구 달구벌대로 2077 현대백화점 지하 1충|화장실;주차가능;와이파이
공차|위례중앙점|5153|031-754-2988|경기도 성남시 수정구 위례광장로 300, 1층 119호 (창곡동, 위례중앙역 중앙타워)|
공차|국민대점|4623||서울특별시 성북구 정릉로 77, 지상1층(정릉동, 국민대학교 3동2호관, 북악관)|주차가능;와이파이
공차|종로그랑서울점|4530|02-2158-7890|서울특별시 종로구 종로 33 지하1층 110호|주차가능;와이파이
공차|현대천호점|4522|02-2225-8673|서울시 강동구 천호대로 1005 현대백화점 천호점 지하2층|
공차|여수시청점|4433|061-681-0300|전라남도 여수시 망마로 25, 1층(학동)|좌석;화장실;주차가능;와이파이
공차|대구범어점|4372|053-756-7676|대구광역시 수성구 동대구로 354, B101호|좌석;화장실;주차가능;와이파이
공차|롯데부산본점|4286||부산광역시 부산진구 가야대로 772 , 롯데백화점 부산본점 지하 1층|화장실;주차가능;와이파이
공차|인천구월점|4227|032-421-1027|인천시 남동구 예술로 126, 214호 (구월동, 링크126)|좌석;화장실;주차가능;와이파이
공차|인천서창점|4226|070-8244-0922|인천광역시 남동구 서창동 687-3|주차가능;와이파이
공차|안동옥동점|4053|054-842-0424|경북 안동시 경북대로 381, 1층 102호|좌석;화장실;와이파이
공차|전주대점|4038|070-7576-0422|전라북도 전주시 완산구 백마산길 14, 1층(효자동3가)|좌석;화장실;주차가능;와이파이
공차|롯데울산점|3983||울산광역시 남구 삼산로 288, 롯데백화점 울산점 B1층|화장실;주차가능;와이파이
공차|마곡나루점|3909|02-2659-5999|서울특별시 강서구 마곡중앙로 165, 1층 110호 (마곡동, 안강프라이빗타워)|주차가능;와이파이
공차|대구백화점플라자점|3866|053-427-0369|대구광역시 중구 명덕로 333, B1층 (대백프라자)|좌석;주차가능;와이파이
공차|고대안암병원점|3835|02-923-0703|서울특별시 성북구 안암로 145 지상2층 (안암동5가, 고려대학교부속병원)|주차가능;와이파이
공차|스타필드고양점|3838||경기도 고양시 덕양구 동산동  370 스타필드 고양점 3층|좌석;화장실;주차가능;와이파이
공차|나주빛가람점|3711|061-336-0009|전라남도 나주시 상야1길 7, 1층 147호 (빛가람동, 예가람타워)|좌석;화장실;주차가능;와이파이
공차|대구과학관점|3651|053-611-0405|대구광역시 달성군 유가읍 테크노대로6길 20, 2층(국립대구과학관)|좌석;화장실;주차가능;와이파이
공차|진주경상대점|3652||경상남도 진주시 진주대로 536|좌석;화장실;주차가능
공차|광운대점|3645|02-943-8523|서울 노원구 광운로20 지하1층 내 복지매장(월계동, 광운대학교 80주년 기념관)|좌석;화장실;주차가능;와이파이
공차|롯데시네마부산본점|3605||부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층 공차)|좌석;화장실;주차가능
공차|메가마트김해점|3602||경상남도 김해시 김해대로 2492번길 20, 2층 (삼정동)|좌석;화장실;주차가능;와이파이
공차|메가마트동래점|3603||부산광역시 동래구 충렬대로 197 메가마트 동래점 1층|좌석;화장실
공차|동대문밀리오레점|3522|02-2261-0198|서울특별시 중구 장충단로 13길 5, 1층 (을지로 6가)|
공차|경기광주터미널점|3412|031-799-7779|경기도 광주시 광주대로 30,1층 7-1호 (경안동,광주터미널 이마트)|주차가능
공차|김포장기점|3361|031-985-5786|경기도 김포시 김포한강1로 51번길 28 1층 101호(장기동, 레드클로버)|
공차|탑마트/서진주점|3363||경상남도 진주시 새평거로 136,1층 (탑마트)|좌석;화장실;주차가능;와이파이
공차|공주휴게소/당진방향점|3200||충청남도 공주시 의당면 당진영덕고속도로 71|
공차|대전관저점|3198|042-545-6204|대전광역시 서구 구봉로 123|
공차|대구삼성창조캠퍼스점|3125|053-957-6789|대구광역시 북구 호암로 51, B동 1층 7-1호|좌석;화장실
공차|홍대서교점|3025|02-322-5371|서울특별시 마포구 어울마당로 49(서교동)|주차가능;와이파이
공차|세종소담점|2878|044-863-0797|세종특별자치시 한누리대로 2016 1층 110호 (소담동, 타임빌딩)|좌석
공차|남부터미널점|2719||서울시 서초구 효령로 292, 서초터미널 상가 1층 (104-1번)|
공차|인천/트리플스트리트점|2675|032-310-9414|인천광역시 연수구 송도과학로 16번길 33-2, B동 1층|좌석;주차가능;와이파이
공차|국악고점|2649||서울특별시 강남구 개포로22길 46|좌석
공차|인천주안점|2589||인천광역시 미추홀구 주안동 136-1|좌석;화장실;주차가능;와이파이
공차|합정교보문고점|2590|02-332-3500|서울특별시 마포구 합정동 473 마포한강 2차 푸르지오 지하1층 B137호|좌석;화장실;주차가능;와이파이
공차|하월곡점|2547|02-3292-0010|서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티) 1층|좌석;화장실;주차가능;와이파이
공차|경북예고점|2435|070-7677-1230|대구광역시 남구 대명동 1802-15|좌석;주차가능;와이파이
공차|공주휴게소/대전방향점|2434||충청남도 공주시 송선동 320-3|
공차|세종에비뉴힐점|2433|044-998-8293|세종특별자치시 갈매로 353|
공차|AK수원점|2332|031-240-0837|경기도 수원시 팔달구 매산로 1가 18 AK플라자 지하 1층|
공차|AK평택점|2222|031-646-6037|경기도 평택시 평택동 185-579|좌석
공차|NC강남점|2086|02-530-5512|서울특별시 서초구 잠원동 70-2 뉴코아강남점 2관 지하1층|화장실;주차가능
공차|NC강서점|2083||서울특별시 강서구 등촌동 689 NC백화점 강서점 지하 1층|좌석;화장실
공차|NC경산점|2237|053-718-3710|경상북도 경산시 중방동 332-13 1층|좌석;화장실
공차|NC광명점|2157||경기도 광명시 하안동 38 뉴코아아울렛광명점|좌석
공차|NC구월점|2302|032-426-4030|인천광역시 남동구 구월동 1465-1 지하1층|좌석
공차|NC동수원점|2211||경기도 수원시 팔달구 인계동 1114-1 지하1층|
공차|NC미금점|2415|031-786-2620|경기도 성남시 분당구 미금일로 154번길 20 (구미동, 이천일아울렛 지하2층)|좌석;화장실
공차|NC부산대점|2241|051-509-7369|부산광역시 금정구 장전동 40 NC백화점 부산대점|
공차|NC부산해운대점|2188||부산광역시 해운대구 좌동 1467-4번지 NC해운대점 지하1층|좌석
공차|NC부천점|2373||경기도 부천시 원미구 상동 539-1 NC백화점 5층|좌석;화장실;주차가능;와이파이
공차|NC불광점|2082||서울특별시 은평구 대조동 240 NC백화점 불광점 지하1층|좌석;화장실
공차|NC서면점|2315||부산광역시 부산진구 전포동 668-1|좌석
공차|NC송파점|2375|02-2157-3972|서울특별시 송파구 문정동 634 가든파이브라이트 2016호|화장실
공차|NC수원터미널점|2078|031-8065-3858|경기도 수원시 권선구 권선동 1189|좌석;화장실
공차|NC아울렛인천논현점|2201|032-454-8255|인천광역시 남동구 논현동 650-1번지 1층|좌석
공차|NC야탑점|2296||경기도 성남시 분당구 야탑동 357-1|화장실
공차|NC일산점|2144|031-900-5240|경기도 고양시 일산동구 마두동 797-2 뉴코아 아울렛 일산점 2층|화장실
공차|NC전주점|2244|063-710-5150|전라북도 전주시 완산구 고사동 96-1 NC백화점 전주객사점 A동 지하1층|좌석
공차|NC중계점|2402|02-3399-8354|서울시 노원구 중계동 509 지하1층|
공차|NC천호점|2260||서울특별시 강동구 천호동 563|좌석;화장실
공차|NC충장점|2313|062-718-9494|광주광역시 동구 충장로4가 29-2 NC웨이브 광주점 4층|좌석
공차|NC평촌범계점|2306|031-380-1342|경기도 안양시 동안구 호계동 1039-3 뉴코아아울렛 지하2층|
공차|NC포항점|2403|054-242-3529|경상북도 포항시 북구 중앙상가길 6 대흥동|좌석;화장실
공차|가산점|2322|02-2028-7060|서울특별시 금천구 가산동 459-11 제이플라츠 209호|좌석;화장실
공차|가천대점|2419|031-602-0088|경기도 성남시 수정구 성남대로 1330 1층 공차|좌석;화장실
공차|강남글라스점|2216|02-3453-7758|서울특별시 강남구 역삼동 820-9 글라스타워 2층|좌석
공차|강남메가박스점|2087|02-530-8544|서울특별시 서초구 서초동 1317-20|화장실
공차|강남성심병원점|2254|02-829-5845|서울특별시 영등포구 대림동 948-1 1층|
공차|강남역점|2354|02-569-7344|서울특별시 강남구 역삼동 858 강남역지하쇼핑센터 E-37|
공차|강릉CGV점|2143|033-646-8687|강원도 강릉시 옥천동 189 씨네몰 6층|
공차|강원대점|2261|033-263-0707|강원도 춘천시 효자동 617-14 1층|좌석;화장실
공차|거제디큐브점|2218|055-680-0009|경상남도 거제시 장평동 1211|좌석;화장실;주차가능;와이파이
공차|건대로데오점|2123|02-469-6965|서울특별시 광진구 자양동 5-71|좌석
공차|건대스타시티점|2287|02-447-6992|서울특별시 광진구 자양동 227-7  스타시티 쇼핑몰 1층|좌석
공차|건대점|2319|02-6010-9041|서울특별시 광진구 화양동 5-43|좌석
공차|경기대후문점|2422|031-308-8020|경기도 수원시 영통구 이의동 1257-3|좌석;화장실
공차|경남대점|2180|055-244-0040|경상남도 창원시 마산합포구 해운동 13-21|좌석;화장실;주차가능;와이파이
공차|경북대점|2412|053-959-0303|대구광역시 북구 산격동 1400-3|좌석;화장실
공차|경산중산점|2370|053-812-7942|경상북도 경산시 중산동 623 이마트 경산점 3층|화장실;주차가능
공차|경찰병원역점|2323|070-7720-2151|서울특별시 송파구 가락동 77-4 송파웰츠타워 1층 103호|좌석
공차|계산역점|2262|032-552-9289|인천광역시 계양구 계산동 920-10|좌석
공차|고대구로병원점|2093|02-869-8020|서울특별시 구로구 구로동 80 지하1층 17호 공차|주차가능;와이파이
공차|고대안암점|2423|02-953-5086|서울특별시 성북구 인촌로24길 17, 1층(안암동5가)|좌석;화장실;와이파이
공차|고덕역점|2084|02-426-2661|서울특별시 강동구 명일동 48-3 우진빌딩102호103호|좌석
공차|고속터미널점|2408|0507-1314-4991|서울특별시 서초구 신반포로 194, 1층 18호(반포동,부속상가)|좌석;화장실
공차|고투몰점|2217|070-7756-0629|서울특별시 서초구 반포동 19-4 고속버스터미널 지하쇼핑몰 G-31호|
