##NAME|FEAT|SUBNAME|TELNUM|NEWADDR|FATHER|SOURCE2@@기도원
곤지암기도원|||034-62-6734|경기도 광주군 실촌면 상열미리 산1|정혜주|아멘선교회
고강구국기도원|||032-676-6399|경기도 부천시 오정구 고강동 377-2|이향숙|아멘선교회
고릉수양관|||035-32-2487|경기도 연천군 전곡면 고릉리 102|이화숙|아멘선교회
겟세마네기도원|||035-874-6838|경기도 의정부시 가능3동 224-13|이왕근|아멘선교회
강남금식기도원|||035-84-1001|경기도 가평군 외서면 삼화리 158-2|김성광|아멘선교회
감리교기도원|||02-764-0068|경기도 가평군 외서면 대성리 100-1|이석주|아멘선교회
감람산기도원|||033-873-2554|경기도 양평군 양서면 목왕리 600|이종수|아멘선교회
갈멜산금식기도원|||034-72-7212|경기도 안양시 만안구 석수동 산33|임예재|아멘선교회
갈멜산금식기도원|||02-(031-472-7213~5|경기도 안양시 만악구 석수동 산33번지|조성근|아멘선교회
한국임마누엘기도원|||054-372-6815|경북 청도군 금천면 동곡리 928|정형조|아멘선교회
호명산기도원|||054-762-4471|경북 경주시 강동면 호명리|심명숙|아멘선교회
천국길기도원|||054-782-9893|경북 울진군 죽변만 봉평1리 244-1|박진수|아멘선교회
임마누엘기도원|||054-432-0490|경북 김천시 남산동 122|손동일|아멘선교회
월성산기도원|||054-744-6891|경북 경주시 외동읍 구어리|박점이|아멘선교회
울릉도기도원|||054-791-3236|경북 울릉군 울릉읍 사동1리 354-56|김애자|아멘선교회
용문산기도원|||054-432-5802|경북 김천시 능치동 산 274|나운몽|아멘선교회
영풍기도원|||054-632-6980|경북 영주시 단산면 구구2리 706|박선득|아멘선교회
소백산기도원|||054-636-4838|경북 영주시 풍기읍 삼가리산1|김외탁|아멘선교회
생수기도원|||054-743-6540|경북 영주시 순흥면 청구1리|이경옥|아멘선교회
봉좌산기도원|||054-243-1525|경북 포항시 기계면 봉계1리산43|박분태|아멘선교회
벧엘기도원|||054-243-1375|경북 포항시 기계면 성계1리282-1|박원식|아멘선교회
밀알기도원|||054-243-6733|경북 포항시 송라면 하송리 282-1|김호태|아멘선교회
무학산기도원|||054-852-0270|경북 경산시 와촌면 강학리 55|김순도|아멘선교회
동해안기도원|||054-787-0929|경북 울진군 후포면 금음4리 450|우정학|아멘선교회
동산다락방기도원|||054-333-2510|경북 영천시 고경면 청정1리|전은희|아멘선교회
동산기도원|||054-372-5583|경북 청도군 매전면 동산리50|하태호|아멘선교회
낙동강기도원|||054-532-5585|경북 상주시 낙동면 신상리|이금자|아멘선교회
갈분기도원|||054-744-6891|경북 경주시 내동면 구월리|박정이|아멘선교회
갈멜산기도원|||054-821-2928|경북 안동시 용상동 422|박승필|아멘선교회
동산기도원|||02-054-372-5584~5|경북 청도군 매전면 동산동 50|하태호|아멘선교회
한국임마누엘기도원|||054-72-6815|경북 청도군 금천면 동곡리 928|정형조|아멘선교회
호명산기도원|||051-751-3545|경북 경주시 강동면 호명리|심명숙|아멘선교회
호렙산기도원|||054-39-1832|경북 김천시 봉산면 상금리 886-3|박영임|아멘선교회
하산금식기도원|||058-52-7862|경북 문경시 동로면 노은리|김성희|아멘선교회
천국길기도원|||056-82-9893|경북 울진군 죽변면 봉평1리 244-1|박정수|아멘선교회
임마누엘기도원|||054-52-4521|경북 김천시 남산동 122|손동일|아멘선교회
월성산기도원|||056-44-6891|경북 경주시 외동읍 구어리|박점이|아멘선교회
울릉도기도원|||056-791-3236|경북 울릉군 울릉읍 사동1리 354-6|감애자|아멘선교회
용문산기도원|||054-32-5802|경북 김천시 어모면 능치동 산274|나문몽|아멘선교회
영풍기도원|||057-637-1380|경북 영주시 단산면 구구2리 706|박선득|아멘선교회
소백산기도원|||057-4-4838|경북 영풍군 풍기읍 삼가동 산1|김외탁|아멘선교회
봉좌산기도원|||056-43-1525|경북 영일군 기계면 봉계1동 산43|박분태|아멘선교회
벧엘기도원|||056-43-1375|경북 영일군 기계면 성계1동 1번지|박원식|아멘선교회
밀알기도원|||056-43-6733|경북 영일군 송라면 하송리 282-1|김호태|아멘선교회
무학산기도원|||054-2-2546|경북 경산시 와촌면 강학동 55|김순도|아멘선교회
동해안기도원|||056-787-0929|경북 울진군 후포면 금음4리 450|우정학|아멘선교회
동산다락방기도원|||056-33-2510|경북 영천군 고경면 청정1동|전은희|아멘선교회
동산기도원|||054-72-5585|경북 청도군 매전면 동산동 50|하태호|아멘선교회
대구주암산기도원|||053-763-9875|경북 대구 달성군 가창면 냉천동 산|이창준|아멘선교회
대구산기도원|||053-954-0575|경북 대구시 동구 중대동 53-2|이정자|아멘선교회
대구백안기도원|||035-32-2553|경북 대구시 동구 진인동 716|이보성|아멘선교회
대구갈멜산기도원|||053-762-1492|경북 대구시 수성구 범물동 905|신현숙|아멘선교회
낙동강기도원|||058-32-5584|경북 상주시 낙동면 신상리|이금자|아멘선교회
금오산기도원|||054-53-3564|경북 구미시 수점동 273|이경선|아멘선교회
갈분기도원|||056-44-6891|경북 경주시 내동면 구월리|박정이|아멘선교회
갈멜산기도원|||057-3-2928|경북 안동시 용상동 422|박승필|아멘선교회
흰돌산기도원|||055-342-8487|경남 거창군 신원면 감악산|임한나|아멘선교회
호렙산기도원|||055-871-3445|경남 양산군 하북면 삼감리|대흥|아멘선교회
칠칠금식기도원|||055-582-1294|경남 함안군 산인면 송정리 414|이태욱|아멘선교회
지리산기도원|||055-962-5347|경남 함양군 마천면 강청리 도촌|조옥자|아멘선교회
임마누엘수양관|||055-543-0177|경남 마산시 자산동 산 61|김옥순|아멘선교회
신성기도원|||052-292-6982|경남 울산시 중구 장현동 311|황동호|아멘선교회
성림수양관|||052-292-6982|경남 양산시 서창 백동|조용호|아멘선교회
변화산기도원|||055-833-6000|경남 사천시 와룡동 와룡산 225|박둘이|아멘선교회
밧모기도원|||055-862-1842|경남 남해군 서면 작장리 899|윤춘태|아멘선교회
반석기도원|||055-223-3212|경남 마산시 산호1동 204-5|피영희|아멘선교회
마산무학산기도원|||055-246-9759|경남 마산시 합포구 교방동 산 77|박찬화|아멘선교회
남양기도원|||055-834-3695|경남 사천시 죽림동 산 124|유연동|아멘선교회
고성옥산기도원|||02--|경남 고성군 회화면 삼덕리 353-2|정봉실|아멘선교회
감람산기도원|||055-382-0819|경남 양산시 하북면 삼감리 산 10|이옥란|아멘선교회
갈멜산기도원|||055-834-0369|경남 사천시 용현면 용치리 2구|유삼영|아멘선교회
갈릴리기도원|||055-867-7356|경남 남해군 창선면 단항리 201(바닷가)|이숙자|아멘선교회
가덕도기도원|||02--|경남 하동군 금성면 가덕리|박정렬|아멘선교회
흰돌산기도원|||059-42-8487|경남 거창군 신원면 감악산|임한나|아멘선교회
호렙산기도원|||051-72-3445|경남 양산시 하북면 삼각리|대흥|아멘선교회
한려수도기도원|||02--|경남 사천시 송포동 산7|김행규|아멘선교회
평화의집기도원|||059-867-4939|경남 남해군 미조면 송정리 394-2|김만철|아멘선교회
칠칠금삭기도원|||02--|경남 함안군 산인면 송정리 414|이태욱|아멘선교회
철마제일기도원|||052-361-9445|경남 양산시 철마면 이곡리 산80-23|황은숙|아멘선교회
진주금식기도원|||059-41-7701|경남 진주시 상봉서동 545|김진홍|아멘선교회
진교기도원|||059-554-0999|경남 하동군 진교면 진교리 724-1|박정애|아멘선교회
지리산기도원|||059-62-5347|경남 함양군 마천면 강천리 도촌|조옥자|아멘선교회
임마누엘기도원|||059-867-5882|경남 남해군 미조면|김화복|아멘선교회
울산기도원|||052-43-2150|경남 울산시 중구 복정동 440|양성은|아멘선교회
신성기도원|||052-92-6982|경남 울산시 중구 장현동 311|황동호|아멘선교회
사송기도원|||02--|경남 양산시 동면 사송리 160|대흥|아멘선교회
부산국제금식기도원|||052-81-6400|경남 양산시 동면 법기리 181-1|윤여택|아멘선교회
변화산기도원|||059-2-4920|경남 와룡동 와룡산|김두래|아멘선교회
반석기도원|||055-23-3212|경남 마산시 함포구 산호1동 204-5|피영희|아멘선교회
미가엘기도원|||052-2-9496|경남 울산시 중구 성안동 854|박원자|아멘선교회
무척산기도원|||02--|경남 김해군 생림면 생천리|송은파|아멘선교회
마산시내산기도원|||055-87-3280|경남 함안군 칠원면 유원리 장암약|대흥|아멘선교회
마산무학산기도원|||055-46-9759|경남 마산시 함포구 교방동 산34-2|신양재|아멘선교회
마산임마누엘기도원|||055-23-2215|경남 마산시 함포구 자산2동 238-5|김옥순|아멘선교회
대복기도원|||02--|경남 울산시 울주구 웅촌면 대복리|황판금|아멘선교회
돈도원기도원|||02--|경남 함안군 신인면 송정리|박재석|아멘선교회
다락방기도원|||02--|경남 울산시 중구 복산동 190-6|박계선|아멘선교회
남양기도원|||053-34-3695|경남 삼천포시 죽림동 산124|유연동|아멘선교회
구현산기도원|||055-6-6740|경남 창녕군 창녕읍 퇴천리 산36|구현산|아멘선교회
고성옥산기도원|||02--|경남 고성군 회화면 삼덕리 353-2|정봉실|아멘선교회
감림산기도원|||052-375-0831~3|경남 양산시 하북면 삼감리 산10|이옥란|아멘선교회
갈멜산기도원|||059-34-0369|경남 사선시 용현면 용치리2구|유삼영|아멘선교회
평안기도원|||033-441-6077|강원도 화천군 사내면 광덕리 산 276|이성택|아멘선교회
태백산금식기도원|||033-553-1900|강원도 태백시 상장동 풍전골|임성룡|아멘선교회
태백기도원|||033-372-0501|강원도 영월군 영월읍 단하1리 948|이옥희|아멘선교회
치악산기도원|||033-744-0740|강원도 원주시 행구동 35|정만옥|아멘선교회
춘천감사기도원|||033-254-3797|강원도 춘천시 사농동 2구 68|김윤례|아멘선교회
춘천기도원|||033-252-8742|강원도 춘천시 남산면 수동1리|김분출|아멘선교회
철원기도원|||033-455-2892|강원도 철원군 동송읍 오덕6리|황정희|아멘선교회
장평기도원|||033-332-0105|강원도 평창군 용평면 백옥포1리 208-21|신강용|아멘선교회
응답산기도원|||033-433-3147|강원도 홍천군 내촌면 도관2리|이연우|아멘선교회
심방산기도원|||033-333-0765|강원도 평창군 미탄면 율치리 5반|최원식|아멘선교회
시온산기도원|||033-432-2636|강원도 홍천군 화촌면 내삼포1리 1|이덕녀|아멘선교회
소망기도원|||033-343-1937|강원도 횡성군 우천면 오원리 430|권용옥|아멘선교회
설곡산기도원|||033-252-8742|강원도 춘천시 남면 후동리|김분출|아멘선교회
북삼기도원|||033-532-5327|강원도 동해시 송정동 산 504-3|지옥순|아멘선교회
베데스다기도원|||033-252-6170|강원도 춘천시 서면 덕두원 1리|이경준|아멘선교회
반석수양관|||033-441-4206|강원도 화천군 사내면 광덕2리 340-1|곽정주|아멘선교회
매호기도원|||033-731-6839|강원도 원주시 호저면 매호리 330|이경호|아멘선교회
만민기도원|||033-333-3927|강원도 평창군 평창읍 용향리 1|정관호|아멘선교회
동해기도원|||033-532-2412|강원도 동해시 천곡동 1/3|김필교|아멘선교회
대성교회수양관|||033-672-2817|강원도 영양군 서면 오색리 308|박윤식|아멘선교회
대관령기도원|||033-462-9587|강원도 강릉시 성산면 어흘리 693|김남석|아멘선교회
남산기도원|||033-742-4036|강원도 원주시 명륜동 산 1|하영웅|아멘선교회
낙원기도원|||033-532-9222|강원도 태백시 연화동 239-7, 1/2|한바울|아멘선교회
기독교대한수도원기도원|||033-452-2594|강원도 철원군 갈말읍 군탄리|최조영|아멘선교회
광덕산기도원|||033-441-3399|강원도 화천군 사내면 광덕리 1104번지|박한용|아멘선교회
겟셋마네동산기도원|||033-804-3257|강원도 화성군 사내면 삼일리 642|조익선|아멘선교회
강촌수양관|||033-262-7379|강원도 춘천시 남산면 강촌2리539|김정환|아멘선교회
강릉베데스다기도원|||033-642-9612|강원도 강릉시 성산면 보광2리 539|이윤정|아멘선교회
감람산기도원|||02--|강원도 횡성군 서원면 옥계사안리 765|권오덕|아멘선교회
갈보리기도원|||033-342-3738|강원도 횡성군 공근면 어둔리산 100|권오덕|아멘선교회
갈멜산기도원|||033-672-2817|강원도 춘천시 효자2동 26-2|이옥규|아멘선교회
안보리수양관|||033-263-0760|강원도 춘천시 서면 안보2리 298|김임순|아멘선교회
백두산기도원|||033-263-0675|강원도 춘천시 동산면 군자3리 661|장현주|아멘선교회
문막수양관|||033-732-3083|강원도 원주시 문막읍 비두리 395-1|선병문|아멘선교회
두란노수양관|||033-563-1324|강원도 정선군 정선읍 신월리 754-1|대흥|아멘선교회
갈릴리기도원|||033-535-1612|강원도 동해시 어달동 16-4 묵호 갈릴리 기도원|대흥|아멘선교회
철원수양관|||02-033-455-6708|강원도 철원군 동송읍 상노2리 525번지|서정심|아멘선교회
참빛복음선교기도원|||02-033-442-1189,7880|강원도 화천군 간동면 간척2리 5반|이진기|아멘선교회
성소기도원|||02-033-458-6633,7700,5988|강원도 철원군 서면 자등리 산 171번지|박정연|아멘선교회
평안기도원|||036-441-6077|강원도 화천군 사내면 광덕리산 276|이성택|아멘선교회
태백산금식기도원|||039-52-3859|강원도 태백시 상장동 품전골|임성룡|아멘선교회
치악산명성수양관|||037-762-9997|강원도 원주시 신림면 신림리 158-1|김삼환|아멘선교회
치악산기도원|||037-44-0740|강원도 원주시 행구동 35|정만옥|아멘선교회
춘천감사기도원|||036-54-3797|강원도 춘천시 사능동 2구 68 소양|김윤례|아멘선교회
춘천설곡산기도원|||036-52-8742|강원도 춘천시 남면 수동1리|김분출|아멘선교회
철원수양관|||035-55-6708|강원도 철원군 동성읍 상노2리|표지현|아멘선교회
철원기도원|||035-55-2892|강원도 철원군 동성읍 오덕6리|황정희|아멘선교회
장평기도원|||037-32-0105|강원도 평창군 용평면 백옥포1리 20|신강용|아멘선교회
응답산기도원|||033-33-3147|강원도 홍천군 내촌면 도관2리|이연우|아멘선교회
월성기도원|||037-46-9413|강원도 원주시 지정면 월송2리|전재실|아멘선교회
우리기도원|||036-435-1969|강원도 홍천군 홍천읍 갈마곡3리 8|박대만|아멘선교회
예수원기도원|||02--|강원도 삼척시 하장면 하삼2리|대천덕|아멘선교회
영웅기도원|||036-33-8767|강원도 홍천군 홍천읍 연봉3리 146|고지윤|아멘선교회
에덴기도원|||037-42-2951|강원도 횡성군 우천면 아궁1리 43|이미혜|아멘선교회
심방산기도원|||037-33-0765|강원도 평창군 미탄면 율치리 5반|채원식|아멘선교회
시온산기도원|||036-32-2636|강원도 홍천군 파촌면 내산포1리 1|이덕녀|아멘선교회
시온산구국기도원|||02--|강원도 춘천시 사북면 가일리|이철용|아멘선교회
소원의항구기도원|||037-72-0501|강원도 영월군 영월읍 연하1리 947-|이옥희|아멘선교회
소망기도원|||037-43-1937|강원도 횡성군 우천면 오원리 430|권용옥|아멘선교회
성림기도원|||036-462-2569|강원도 인제군 북면 원통8리 2반|이원만|아멘선교회
북삼기도원|||039-32-5327|강원도 동해시 송정동 504-3|지옥순|아멘선교회
베데스다기도원|||036-52-6170|강원도 춘천시 서면 덕두원1리|이경준|아멘선교회
백전산기도원|||039-591-8821|강원도 정선군 사북읍 백전2리|김선이|아멘선교회
베데스다기도원|||039-353-0095|강원도 강릉시 성산면 보광2리 773|이윤정|아멘선교회
매호기도원|||037-44-5834|강원도 원주시 호저면 매호리 330|이경호|아멘선교회
동해기도원|||039-32-2412|강원도 동해시 천곡동 1/3|김필교|아멘선교회
대성교회수양관|||039-672-2817|강원도 영양군 서면 오색리 308|박윤식|아멘선교회
대관령기도원|||039-42-9587|강원도 강릉시 성산면 어흘리 693|김남석|아멘선교회
남산기도원|||037-42-4036|강원도 원주시 명륜동 산1|하영웅|아멘선교회
낙원기도원|||039-52-9222|강원도 태백시 연화동 239-7 1/2|한바울|아멘선교회
기독교대한수도원기도원|||02--|강원도 철원군 갈말읍 군탄리|최조영|아멘선교회
광덕산기도원|||036-441-3399|강원도 화천군 사내면 광덕리 1104|박한용|아멘선교회
겟세마네동산기도원|||036-441-2262|강원도 화천군 사내면 사밀리 642|조익선|아멘선교회
강릉베데스다기도원|||039-42-9612|강원도 강릉시 성산면 보광2리 779|이윤정|아멘선교회
갈보리기도원|||037-42-3748|강원도 횡성군 공조면 어둔리 산100|권오덕|아멘선교회
강릉기도원|||033-44-9525|강원도 강릉시 성산면 삼북1리 110-|권순자|아멘선교회
가나안농군학교기도원|||033-44-5090|강원도 원주시 신림면 용암리 274|김범일|아멘선교회
기독교수양관|||064-799-2096|제주 북제주군 애월읍 광령1리 102-1|이종남|아멘선교회
에덴수양관|||064-783-8912|제주 북제주군 조천읍 선흘리 산 14|김윤한|아멘선교회
일곱광야기도원|||064-732-6204|제주 서귀포시 동홍동 2478|이명구|아멘선교회
제주기도원|||064-772-3287|제주 북제주군 한경면 용당리 2068|김혜자|아멘선교회
제주국제금식기도원|||064-741-1404|제주 제주시 노형동 938 정한오피스텔 401|윤덕균|아멘선교회
제주도기도원소개기도원|||02--|제주도기도원소개 페이지|대흥|아멘선교회
한라산기도원|||064-33-2644|제주도 서귀포시 상효동 산2|임금찬|아멘선교회
제주국제기도원|||064-41-1404|제주도 제주시 노형동 939정한오피|윤덕균|아멘선교회
제주기도원|||064-72-3287|제주도 북제주군 용담리 2068|김혜자|아멘선교회
일곱광야기도원|||064-32-6204|제주도 서귀포시 동홍동 2478|이명구|아멘선교회
에덴수양관|||064-83-8912|제주도 북제주군 조천읍 선홀리 산1|김윤한|아멘선교회
기독교수양관|||064-47-9191|제주도 북제주군 애월읍 광령1리 10|이종남|아멘선교회
위로원천기도원|||063-832-7773|전북 익산시 영등동 703-3|고영란|아멘선교회
임마누엘기도원|||063-532-0012|전북 정읍시 부전동 운암리 내장산|박에스더|아멘선교회
엘림기도원|||063-856-6020|전북 익산시 황등면 황등리 보삼3구|최계순|아멘선교회
엘리사기도원|||063-858-8298|전북 익산시 삼기면 연동리 27-1|김동관|아멘선교회
신호등기도원|||063-542-2980|전북 김제시 백구면 영상리 35번지|최막례|아멘선교회
수양산기도원|||063-274-8739|전북 완주군 소양면 대흥리|박승자|아멘선교회
생수기도원|||063-854-3170|전북 익산시 춘포면 인수리 신화산 25-4|이종주|아멘선교회
변산기도원|||063-582-4739|전북 부안군 상서면 청림리|문정애|아멘선교회
두산기도원|||063-632-4571|전북 남원시 수지면 호곡리|유정순|아멘선교회
만덕산동원기도원|||063-243-0914|전북완주군소양면신촌리산24번지|고승철|아멘선교회
다락방기도원|||063-867-4476|전북 이리시 어양동 601-1 쌍용아파트단지상가2층|이종만|아멘선교회
남원대성산기도원|||063-625-9290|전북 남원시 산동면 대상리 44-1|김종태|아멘선교회
남산기도원|||063-464-2485|전북 군산시 임피면 보석리|노애숙|아멘선교회
남경기도원|||063-535-5473|전북 정주시 신기리|김용안|아멘선교회
개복기도원|||063-464-1255|전북 군산시 나포면 주곡리 개복산|김종석|아멘선교회
온천하만민기도원|||063-0119,453-4003|전북 군산시 임피면 축산리 500 (저수지위)|추명자|아멘선교회
호렙산기도원|||067-32-4571|전북 남원시 수지면 호곡리|문해영|아멘선교회
호남생명샘기도원|||065-73-6476|전북 완주군 봉동읍 제내리 산28-4|김길윤|아멘선교회
한일기도원|||065-221-5786|전북 전주시 완산구 효자동3가 1063|유수전|아멘선교회
진안예닯기도원|||02--|전북 진안군 진안읍 군상리|문영규|아멘선교회
제일기도원|||065-221-0643|전북 전주시 효자동2가 853|이수정|아멘선교회
전주아멘기도원|||02--|전북 완주군 상관면 중림리 169|대흥|아멘선교회
임마누엘기도원|||068-32-0012|전북 정읍시 부전동 운암리 내장산|박에스더|아멘선교회
염광기도원|||065-3-2590|전북 익산시 춘포면 인수리|대흥|아멘선교회
오성기도원|||02--|전북 완주군 소양면 ,송광사|박영태|아멘선교회
엘림기도원|||065-856-6020|전북 익산시 황동면 황동리 보삼3구|최계순|아멘선교회
엘리사기도원|||065-858-8298|전북 익산시 삼기면 연동리 27-1|김동관|아멘선교회
실로암기도원|||065-252-0914|전북 완주군 화사면 화월리 산1126|서여선|아멘선교회
수양산기도원|||065-74-8729|전북 완주군 소양면 대흥리|박승자|아멘선교회
샬롬기도원|||02--|전북 진안군 주천면 운일암|김종술|아멘선교회
신호등기도원|||065-42-2980|전북 김제시 백구면 영상리 35번지|최막례|아멘선교회
생수기도원|||065-54-3170|전북 익산시 춘포면 인수리 신화산|이종주|아멘선교회
생수기도원|||02--|전북 완주군 소양면 499-2|조순덕|아멘선교회
변산기도원|||068-82-4739|전북 부안군 상서면 청림리|문정애|아멘선교회
벧엘기도원|||065-75-9047|전북 완주군 동상명 신원리|안부녀|아멘선교회
만덕산동원기도원|||065-252-0914|전북 완주군 소양면 신촌리 산24|고승철|아멘선교회
두산기도원|||067-32-4571|전북 남원시 수지면 호곡리|유정순|아멘선교회
다락방기도원|||065-867-4476|전북 익산시 어양동 601-1 쌍용아파|이종만|아멘선교회
남원세걸산기도원|||067-34-0194|전북 남원시 운봉면 공안리 52|구완섭|아멘선교회
남원대성산기도원|||067-625-9290|전북 남원시 산동면 대상리 44-1|김종태|아멘선교회
남산기도원|||065-64-2485|전북 군산시 임피면 보석리|노애숙|아멘선교회
남경기도원|||061-2-5473|전북 정읍시 신기리|김용안|아멘선교회
군산호렙산기도원|||065-451-3528|전북 군산시 개정면 토사리70|홍성선|아멘선교회
개복기도원|||065-64-1255|전북 군산시 나포면 주곡리 게복산|김종석|아멘선교회
갈보리산기도원|||02--|전북 완주군 상관면 대성리|대흥|아멘선교회
갈멜산수양관|||065-85-2110|전북 전주시 서서학동 흑석공|김종진|아멘선교회
호남금식기도원|||061-832-6371|전남 장흥군 대덕읍 옹암리 126|정방철|아멘선교회
흑석산기도원|||061-832-6371|전남 해남군 계곡면 당산리|안용님|아멘선교회
할렐루야기도원|||061-532-6371|전남 무안군 삼향면 왕산리 149금동|서규석|아멘선교회
천성산기도원|||061-651-9793|전남 여수시 만흥동 산 632-6|김운경|아멘선교회
임마누엘기도원|||061-682-8181|전남 여수시 화양면 나진리 산 111-4|김안순|아멘선교회
여수마재산기도원|||061-682-6323|전남 여수시 덕충동 1번지 1/1|양선자|아멘선교회
여수겟세마네기도원|||061-664-5506|전남 여수시 봉계동 산 129|정경숙|아멘선교회
영동산기도원|||061-452-8331|전남 무안군 무안읍 성남3구 432|김홍원|아멘선교회
십자가기도원|||061-682-6323|전남 여수시 화양면 나진리 259|박기춘|아멘선교회
신곡기도원|||061-22-6820|전남 함평군 학교면 곡창리|김은순|아멘선교회
시내산기도원|||061-762-0718|전남 광양군 봉강면 조평리 두암|정경자|아멘선교회
승리기도원|||061-432-5648|전남 강진군 강진읍 임천리 두동|박호자|아멘선교회
순천기도원|||061-752-2807|전남 순천시 용당동 105|손갑동|아멘선교회
샛별산기도원|||061-372-6269|전남 화순군 남면 장전2구|오용자|아멘선교회
벧엘기도원|||061-881-1037|전남 보성군 보성읍 봉산리2구 121|박양님|아멘선교회
봉리산기도원|||061-872-6269|전남 보성군 보성읍 봉산리|허성구|아멘선교회
변화산기도원|||061-872-6269|전남 담양군 월산면 중월리 산76-1|오세창|아멘선교회
밧모섬기도원|||061-755-8528|전남 순천시 월동면 계월리 산13-4|김수식|아멘선교회
목포왕산갈릴리기도원|||061-474-3804|전남 무안군 삼향면 왕산리 99|허정연|아멘선교회
다시국제기독교기도원|||061-335-3198|전남 나주시 다시면 운봉리 224|진요한|아멘선교회
남경성기도원|||061-393-8350|전남 장성군 북하면 신성리 남창|김선곤|아멘선교회
고흥기도원|||02--|전남 고흥군 고흥읍 호동리 1050-1|백수동|아멘선교회
고하도기도원|||061-272-0025|전남 목포시 대안동 고하도|최요한|아멘선교회
강진만덕산기도원|||061-432-0704|전남 강진군 도암면 만덕리|김병두|아멘선교회
호남금식기도원|||02--|전남 장흥군 대덕읍 옹암리 126|정방철|아멘선교회
흑석산기도원|||063-32-6371|전남 해남군 계곡면 당산리|안용님.방옥|아멘선교회
할렐루야기도원|||02--|전남 무안군 삼향면 왕산리 149|서규석|아멘선교회
한국기도원|||069-53-1374|전남 보성군 보성읍 유산리|권오병|아멘선교회
천성산기도원|||066-651-9793|전남 여수시 만홍동 산632-6|김운경|아멘선교회
천국길을찾아라기도원|||061-31-7009|전남 나주시 평산동 38-4|홍대선|아멘선교회
장성응답금식기도원|||068-92-4565|전남 장성군 북하면 동현리 산61-5|최요한|아멘선교회
여수마재산기도원|||066-64-5507|전남 여수시 덕충동1번지, 1/1|양선자|아멘선교회
여수겟세마네기도원|||066-81-1037|전남 여천시 봉계동 산129|정경숙|아멘선교회
임마누엘기도의집기도원|||066-82-6323|전남 여천군 화양면 소장리 259|박인편|아멘선교회
임마누엘기도원|||066-82-8181|전남 여천군 화양면 나진리 산 111-|김안순|아멘선교회
영동산기도원|||063-52-8331|전남 무안군 무안읍 성남3구 432|김홍원|아멘선교회
에루살렘기도원|||068-2-8801|전남 장성군 북하면 단전리 426|성태찬|아멘선교회
신곡기도원|||061-22-6820|전남 함평군 학교면 곡창리|김은순|아멘선교회
시내산기도원|||066-762-0718|전남 광양시 봉강면 조평리 두암|정경자|아멘선교회
승리기도원|||063-2-5648|전남 강진군 강진읍 임천리 두둥|박호자|아멘선교회
순천미스바기도원|||066-52-3038|전남 순천시 승주읍 비월리 143|박행자|아멘선교회
순천기도원|||066-52-2807|전남 순천시 용수동 105|손갑동|아멘선교회
순복음갈멜산기도원|||02--|전남 무안군 무안읍 성동1리 산41-1|정일홍|아멘선교회
소공산기도원|||063-71-9648|전남 신안군 압해면 송공리 1-59|박문석|아멘선교회
샛별산기도원|||061-72-6269|전남 화순군 남면 장전2구|오용자|아멘선교회
벧엘기도원|||069-81-1037|전남 보성군 보성읍 봉산리 2구 121|박양님|아멘선교회
변화산기도원|||068-82-0778|전남 담양군 월산면 중월리 산76-1|오세창|아멘선교회
무등산헐몬수양관|||062-262-1970|전남 광주시 북구 화암동 140-1|문인순|아멘선교회
목포왕산갈릴리기도원|||063-74-3807|전남 무안군 삼향면 왕산리 99|허정연|아멘선교회
다시국제기독교기도원|||061-35-3198|전남 나주시 다시면 운봉리 224|진요한|아멘선교회
나주성좌산기도원|||061-31-5238|전남 나주시 세지면 교산리 188-1|최명순|아멘선교회
광양구국기도원|||066-763-7128|전남 광양군 광양읍 인서리 463-3|전윤숙|아멘선교회
고흥기도원|||02--|전남 고흥군 고흥읍 호동리 1050-1|백수동|아멘선교회
고하도기도원|||063-72-0025|전남 목포시 충무공 고하도|최요한|아멘선교회
고봉산기도원|||061-324-1018|전남 함평군 대동면 향교리 801|김순희|아멘선교회
강진만덕산기도원|||063-32-0704|전남 강진군 도암면 만덕리|김병두|아멘선교회
갈멜기도원|||069-857-1955|전남 보성군 벌교읍 장안리 쟁동|오순자|아멘선교회
호산나기도원|||043-877-3768|충북 음석군 삼성면 용성리 767(가산이마을)|백길희|아멘선교회
한길기도원|||043-544-5229|충북 진천군 덕산면 도전리 35|김화남|아멘선교회
침례교수양관|||043-732-4076|충북 옥천군 군서면 오동리 산 104|침례교재단|아멘선교회
충주제일기도원|||043-732-4076|충북 충주시 가금면 가흥리 산 104|소화춘|아멘선교회
청주성은기도원|||043-243-3236|충북 청원군 가덕면 내암리 136|이순자|아멘선교회
임마누엘기도원|||043-832-5353|충북 괴산군 장연면 오가리(우령) 20-7|신영준|아멘선교회
용담기도원|||043-232-9036|충북 청주시 용담동(이정골) 139|이종순|아멘선교회
옥천기도원|||043-755-5193|충북 옥천군 군서면 월전리|박종만|아멘선교회
옥전산기도원|||043-633-4560|충북 제천시 봉양읍 옥전2구 575|이경자|아멘선교회
영생기도원|||043-733-4545|충북 옥천군 군북면 이백리|최석윤|아멘선교회
생명샘기도원|||043-731-1126|충북 옥천군 동이면 우산리 112-1|강기명|아멘선교회
세계심신장애부활기도원|||043-544-4751|충북 보은군 보은읍 대야리 117|김승희|아멘선교회
신천리기도원|||043-872-3983|충북 음성군 음성읍 신천1리 산52|한병월|아멘선교회
