##NAME|AREA|SUBNAME|TELNUM|NEWADDR|FATHER|SINCE@@성당
천주교|군종교구|동해(해군)성당|033-539-4696|강원도 동해시  중앙로 145|주임신부 성영산 보니파시오 신부|1979.08.15
천주교|대구대교구|두류성당|053-626-6661|대구시 달서구 야외음악당로47길 81 (두류동)|주임신부 한재상 요한 신부|1979.11.6.
천주교|대구대교구|두산성당|053-782-4300~1|대구시 수성구 지산로3길 125 (두산동)|주임신부 이상국 크리솔로고 신부|1977.12.1.
천주교|광주대교구|두암동성당|062-266-1004|광주광역시 북구  서방로159번길 11 (두암동)|주임신부 김계홍 크리소스토모 신부|1984.6.24.
천주교|부산교구|두왕/성베드로성당|052-258-9750|울산광역시 남구  두왕로64번길 21|협력사목(주임) 김대하 요한 신부|2011.01.12
천주교|청주교구|두촌성당|043-878-2409|충북 음성군 맹동면 용두로 135|주임신부 윤창호 도미니코 신부|2016.08.12
천주교|원주교구|둔내성당|033-342-1221|강원도 횡성군 둔내면 둔방로14번길 39|주임신부 함형식 바오로 신부|1994.02.02
천주교|대전교구|둔산동성당|042-472-2960|대전광역시 서구  둔산북로 175 햇님 아파트 상가 지하|주임신부 이원순 마티아 신부|1998.2.2.
천주교|전주교구|둔율동성당|063-443-2461|전라북도 군산시  둔배미길 24|주임신부 정광철 마르첼리노 신부|1929.5.26.
천주교|서울대교구|둔촌동성당|02-482-1841~2|서울특별시 강동구  풍성로 241 (둔촌동)|주임신부 이기헌 사도요한 신부|1981.01.06
천주교|대전교구|둔포성당|041-531-6665|충청남도 아산시 둔포면 둔포로 65-11|주임신부 한영승 세례자 요한 신부|1976.9.13
천주교|전주교구|등용성당|063-582-4547|전라북도 부안군 하서면 등용길 13|주임신부 김회인 바오로 신부|2010.1.31.
천주교|서울대교구|등촌1동(지)성당|02-3662-8625~6|서울특별시 강서구  공항대로55길 61 (등촌동)|주임신부(제17 강서지구장) 김효성 요셉 신부|1986.08.16
천주교|서울대교구|등촌3동성당|02-3663-7181|서울특별시 강서구  공항대로41길 35 (등촌동)|주임신부 정진호 베드로 신부|1995.03.03
천주교|서울대교구|마곡수명산성당|02-2661-2651|서울특별시 강서구  수명로2가길 25-10 (내발산동)|주임신부 강재흥 요셉 신부|2010.02.11
천주교|인천교구|마니산(준본당)성당|032-937-8311|인천광역시 강화군 화도면 마니산로715번길 34|주임신부 박승민 아타나시오 신부|2004.1.26.
천주교|수원교구|마도성당|031-8055-8390|경기도 화성시 마도면 마도북로 376|주임 안빈 제랄도 신부|2011.08.30
천주교|전주교구|마동성당|063-842-6828|전라북도 익산시  중앙로33길 15|주임신부 이원철 요한 보스코 신부|2002.1.22.
천주교|의정부교구|마두동성당|031-908-5901~2|경기도 고양시 일산동구  일산로 254|주임신부 박명기 다미아노 신부|2001.10.5.
천주교|인천교구|마리스텔라(준본당)성당|032-280-1945|인천광역시 서구  심곡로100번길 31(심곡동)|주임신부 연정준 요셉 신부|
천주교|인천교구|마산동성당|031-987-0358|경기도 김포시  김포한강8로 256|주임신부 서철원 다니엘 신부|
천주교|의정부교구|마석성당|031-593-4231|경기도 남양주시 화도읍 마석로 38|주임신부 정성훈 파비아노 신부|1985.2.22.
천주교|서울대교구|마장동성당|02-2298-5521|서울특별시 성동구  마장로39가길 24 (마장동)|주임신부 이현석 요셉 신부|1996.09.24
천주교|의정부교구|마재(성지)성당||경기도 남양주시 조안면 다산로 698-44|(031)576-5412|
천주교|인천교구|마전동성당|032-569-0170|인천광역시 서구  청마로148번길 46(당하동)|주임신부 어경진 안스가리오 신부|2004.11.24
천주교|서울대교구|마천동성당|02-406-1033|서울특별시 송파구  거마로24길 11 (마천동)|주임신부 장강택 필립보 신부|1971.09.17
천주교|전주교구|만경성당|063-548-9911|전라북도 김제시 만경읍 두내산2길 19|주임신부 김태환 베드로 신부|2000.1.29.
천주교|대전교구|만년동성당|042-489-9031|대전광역시 서구  대덕대로 333|주임신부 정성용 세례자 요한 신부|2002.1.29.
천주교|부산교구|만덕성당|051-343-6270~1|부산광역시 북구  덕천로247번길 39|주임 신부 김수원 바오로 신부|1981.5.31.
천주교|전주교구|만성동성당|063-225-4242|전라북도 전주시 덕진구  기지로 177|주임신부 김희남 베드로 신부|2015.02.15
천주교|청주교구|만수성당|043-238-4627|청주시 흥덕구 오송읍 오송생명5로 151|주임신부 이현태 베드로 신부|2010.08.17
천주교|인천교구|만수1동성당|032-464-0888|인천광역시 남동구  하촌로 66(만수동)|주임신부 제정원 베드로 신부|1988.1.10.
천주교|인천교구|만수2동성당|032-467-2333|인천광역시 남동구  만수로 107, 현대위가드빌딩 5층(만수동)|주임신부 장기용 요한세례자 신부|
천주교|인천교구|만수3동성당|032-472-9212|인천광역시 남동구  서판로64번길 33(만수동)|주임신부 박유양 바오로 신부|1978.8.15.
천주교|인천교구|만수6동성당|032-465-1683|인천광역시 남동구  담방서로 18-4(만수동)|주임신부 이민주 요한세례자 신부|2000.2.14.
천주교|춘천교구|만천성당||강원도 춘천시 동면 건일길 34-21|주임신부 조철희 토마스 아퀴나스 신부|2014.09.05
천주교|대구대교구|만촌1동성당|053-754-6655|대구시 수성구 화랑로2길 99 (만촌동)|주임신부 이창영 바오로 신부|2002.6.28.
천주교|대구대교구|만촌2동성당|053-754-2288|대구시 수성구 만촌로 34 (만촌동)|주임신부 오창수 바오로 신부|1983.8.23.
천주교|대구대교구|만촌3동성당|053-752-5004|대구시 수성구 교학로19길 1 (만촌동)|주임신부 김영철 라우렌시오 신부|2003.8.29.
천주교|군종교구|만포대성당|031-682-0225|경기도 평택시 포승읍 2함대길 91 사서함 800-12호|주임신부 안영근 다니엘 신부|1988.08.08
천주교|마산교구|망경동성당|055-756-5680|경상남도 진주시  천수로152번길 24|주임신부 이재영 바실리오 신부|1998.6.25.
천주교|부산교구|망미성당|051-755-4501|부산광역시 수영구  금련로43번길 48|주임신부 석판홍 마리오 신부|1982.2.6.
천주교|서울대교구|망우동성당|02-2209-6185|서울특별시 중랑구  봉우재로65길 13 (망우동)|주임신부 용하성 안드레아 신부|1997.02.14
천주교|광주대교구|망운성당|061-454-1416|전라남도 무안군 망운면 망운로 13-9|주임 김승제 판크라시오 신부|1993.9.19.
천주교|수원교구|망포동예수성심성당|031-273-7535|경기도 수원시 영통구  태장로54번길 78|주임 김준교 토마스 신부|2002.1.29.
천주교|수원교구|매곡성당|031-476-8800|경기도 안양시 동안구  운곡로 48|주임 김태완 바오로 신부|2003.09.30
천주교|광주대교구|매곡동성당|061-752-1274|전라남도 순천시  중앙로 175 (매곡동)|보좌신부 송규진 유스티노 신부|1975.4.1.
천주교|수원교구|매교동성당|031-234-5003|경기도 수원시 팔달구  수원천로202번길 17|주임 전합수 가브리엘 신부|1981.8.21.
천주교|대구대교구|매천성당|053-327-1224|대구시 북구 매천로17길 55 (매천동)|주임신부 한인갑 베네딕토 신부|2003.8.29.
천주교|수원교구|매탄동성당|031-216-0573|경기도 수원시 영통구  인계로284번길 15|주임 김찬수 안토니오 신부|2002.01.29
천주교|원주교구|매포성당||충청북도 단양군 매포읍 평동9길 32|주임신부 김정하 야누아리오 신부|1979.03.13
천주교|대구대교구|매호성당|053-794-3330|대구시 수성구 달구벌대로647길 20-5 (신매동)|주임신부 장환명 요셉 신부|1998.9.3.
천주교|청주교구|맹동성당|043-883-0161|충북 음성군 맹동면 대동로 41-17|주임신부 정광열 바르톨로메오 신부|
천주교|군종교구|맹호성당|031-585-2427|경기도 가평군 하면 청군로 1208|주임신부 한승호 베드로 신부|1973.03.21
천주교|서울대교구|면목4동성당|02-438-0471|서울특별시 중랑구  면목로27나길 32 (면목동)|주임신부 배상도 필립보 신부|2000.07.07
천주교|서울대교구|면목동성당|02-432-9221|서울특별시 중랑구  면목로58길 41 (면목동)|주임신부 조재연 비오 신부|1974.09.06
천주교|원주교구|명륜동성당||강원도 원주시  한지공원길 101 (명륜동)|주임신부 황보 위 요셉 신부|2011.09.02
천주교|마산교구|명서동성당|055-238-7118|경상남도 창원시 의창구  우곡로 177|주임신부 최재상 마티아 신부|1991.06.28
천주교|군종교구|명성대성당|033-730-4193|강원도 원주시 소초면 북원로 3223 사서함 323-1호|주임신부 전성주 스테파노 신부|1982.08.03
천주교|군종교구|명월성당|033-441-6585|강원도 화천군 사내면 수피령로 861|주임신부 정세진 요셉 신부|1962.02.05
천주교|서울대교구|명일동성당|02-481-0211|서울특별시 강동구  양재대로156길 28 (고덕동)|주임신부 박규흠 베네딕토 신부|1987.08.19
천주교|부산교구|명지성당|051-271-7711|부산광역시 강서구  명지오션시티4로 35|주임 신부 김상균 안토니오 신부|2010.1.12.
천주교|부산교구|명촌성당|052-283-2762|울산광역시 북구  명촌3길 28|주임신부 조성제 임마누엘 신부|2011.01.12
천주교|수원교구|명학성당|031-449-1117|경기도 안양시 만안구  문예로 24|주임 박요셉 요셉 신부|1978.10.04
천주교|부산교구|모라/성/요한성당|051-316-1009|부산광역시 사상구  모라로 124|주임신부 김인환 율리아노 신부|2006.1.10.
천주교|인천교구|모래내성당|032-471-3101|인천광역시 남동구  구월말로24번길 9(구월동)|주임신부 김재영 요셉 신부|2008.1.14.
천주교|대전교구|모산성당|041-548-1417|충청남도 아산시 배방읍 모산로171번길 1-9|주임신부 남대현 마태오 신부|1985.8.19.
천주교|수원교구|모산골성당|031-658-6865|경기도 평택시  경기대로562번길 81|주임 강은식 에우세비오 신부|2004.10.1.
천주교|제주교구|모슬포성당||제주특별자치도 서귀포시 대정읍 영서중로 22|(064)794-2074|1958.6.27.
천주교|수원교구|모전동성당|031-631-9102|경기도 이천시 백사면 청백리로 55|주임 서동조 유스티노 신부|2000.01.25
천주교|안동교구|모전동성당||경상북도 문경시  운동장로 41|주임신부 이준건 막시밀리아노 마리아 콜베 신부|1982.9.1.
천주교|청주교구|모충동성당|043-284-5757|충북 청주시 서원구 서원남로 17|주임신부 이승용 마태오 신부|1992.7.25.
천주교|수원교구|모현성당|031-339-5660|경기도 용인시 처인구 모현면 독점로 9|주임 심용일 비오 신부|2000.01.25
천주교|전주교구|모현동성당|063-837-1003|전라북도 익산시  동서로 60|주임신부 소재나 가브리엘 신부|2004.6.5.
천주교|대구대교구|모화성당|054-774-2004|경북 경주시 외동읍 모화북2길 80-18|주임신부 임재우 마르첼리노 신부|2002.1.30.
천주교|서울대교구|목3동성당|02-2644-6633(야간,-월요일-관리실-2644-6637-|서울특별시 양천구  목동중앙북로8길 41 (목동)|주임신부 김명은 사도요한 신부|1973.06.14
천주교|서울대교구|목4동성당|02-2644-0941|서울특별시 양천구  목동중앙남로9가길 10 (목동)|주임신부 한상웅 알로이시오 신부|2008.08.21
천주교|서울대교구|목5동성당|02-2644-1100|서울특별시 양천구  목동동로 353 (목동)|주임신부 박희원 보니파시오 신부|1987.02.06
천주교|수원교구|목감성당|031-405-3991|경기도 시흥시  조남길 26|주임 현재봉 베드로 신부|1993.2.18.
천주교|대전교구|목동성당|042-252-8001|대전광역시 중구  동서대로1365번길 19|주임 신부 엄강섭 레오 신부|1919.11.12
천주교|서울대교구|목동성당|02-2643-2212~3|서울특별시 양천구  목동서로 271 (신정동)|주임신부 김종욱 미카엘 신부|1972.6.14.
천주교|안동교구|목성동주교좌성당|||주임신부 남정홍 스테파노 신부|
천주교|대전교구|목천성당|041-557-4322|충청남도 천안시 동남구 목천읍 서리1길 67-6|주임신부 윤영중 필립보 신부|1999.1.26.
천주교|군종교구|목포해군성당|061-263-4686|전남 영암군 삼호읍 공항로 13|주임신부 김훈겸 요한보스코 신부|1996.08.05
천주교|청주교구|목행동성당|043-853-1342|충북 충주시 행정4길 5|주임신부 홍진 베드로 신부|1971.9.5.
천주교|부산교구|몰운대성당|051-265-5531|부산광역시 사하구  다대낙조2길 70|주임신부 문성호 바오로 신부|1998.2.18.
천주교|부산교구|못골성당|051-632-3962|부산광역시 남구  못골로41번길 22-7|주임 신부 김성규 안드레아 신부|2004.9.17.
천주교|광주대교구|몽탄성당|061-452-3006|전라남도 무안군 몽탄면 몽탄로 864-9|주임신부 조영선 베드로 신부|1998.2.3.
천주교|부산교구|무거성당|052-277-1644|울산광역시 남구  신복로46번길 35-8|주임신부 최재현 베드로 신부|1995.2.4
천주교|원주교구|무실동성당||강원도 원주시 무실로 457 (무실동)|주임신부 김민규 요한 신부|2014.09.19
천주교|서울대교구|무악동(선)성당|02-722-5808|서울특별시 종로구  통일로12길 24-6 (행촌동)|주임신부 남해윤 요셉|1999.02.18
천주교|서울대교구|무악재성당|02-739-4418|서울특별시 서대문구  통일로 380-6 (홍제동)|주임신부 전명철 안드레아 신부|2003.09.04
천주교|광주대교구|무안성당|061-454-1004|전라남도 무안군 무안읍 무안로 515|주임신부 오동흔 마태오 신부|1954.11.4.
천주교|군종교구|무열대성당|053-750-1631|대구시 수성구 무열로 56 사서함 11호|주임신부 현광섭 프란치스코 신부|1962.04.01
천주교|전주교구|무주성당|063-324-0555|전라북도 무주군 무주읍 단천로5길 21|무주성당 주임신부 정삼권 스테파노 신부|1957.4.1.
천주교|대구대교구|무태성당|053-955-6600|대구시 북구 서변로 2 (서변동)|주임신부 김용민 안드레아 신부|2003.8.29.
천주교|서울대교구|묵동성당|02-974-0052|서울특별시 중랑구  동일로159길 20 (묵동)|주임신부 윤병길 세례자요한 신부|1975.09.08
천주교|춘천교구|묵호성당|033-535-8455|강원도 동해시 발한로 161|주임신부 윤헌식 프란치스코 하비에르 신부|1948.6.
천주교|안동교구|문경성당||경상북도 문경시 문경읍 청운로 95|주임신부 최상희 토마스아퀴나스 신부|
천주교|서울대교구|문래동성당|02-2678-0875~6|서울특별시 영등포구  문래로20길 52 (문래동3가)|주임신부 김종국 토마스 아퀴나스 신부|2001.10.05
천주교|원주교구|문막성당||강원도 원주시 문막읍 건등로 10-18|주임신부 박호영 베네딕토 신부|1958.09.10
천주교|군종교구|문무대성당|043-830-6092|충북 괴산군 괴산읍 문무로 177|주임신부 김창환 다니엘 신부|2011.07.08
천주교|의정부교구|문산성당|031-953-3950|경기도 파주시 문산읍 문향로67번길 38|주임신부 임용훈 티모테오 신부|1973.2.10.
천주교|마산교구|문산성당|055-761-5453|경상남도 진주시 문산읍 소문길67번길 9-4|주임신부 최동환 베드로 신부|1905.05.
천주교|광주대교구|문수동성당|061-651-1004|전라남도 여수시  문수로 137 (문수동)|주임신부 왕승수 안드레아 신부|1988.1.20.
천주교|청주교구|문의성당|043-297-7014|청주시 상당구 문의면 문의시내1길 33-4|주임신부 송홍영 스테파노 신부|1996.6.29.
천주교|전주교구|문정성당|063-225-9100|전라북도 전주시 완산구  모악로 4651-71|주임신부 박인근 요한 보스코 신부|2001.8.26.
천주교|서울대교구|문정2동성당|02-408-0179|서울특별시 송파구  송파대로27길 34 (문정동)|주임신부 이준호 미카엘 신부|1999.09.17
천주교|서울대교구|문정동성당|02-431-5233|서울특별시 송파구  송이로37가길 14 (문정동)|주임신부 이철호 암브로시오 신부|1989.10.13
천주교|대전교구|문창동성당|042-256-5652|대전광역시 중구  대종로334번길 12|주임신부 김기만 알베르토 신부|1966.3.10.
천주교|부산교구|문현성당|051-647-5651|부산광역시 남구  수영로49번길 5|주임신부 김주현 도미니코 신부|1975.1.29
천주교|수원교구|문호리성당|031-775-3007|경기도 양평군 서종면 하문호나룻터길 9-4|주임 신윤섭 안셀모 신부|2014.06.17
천주교|대전교구|문화동성당|042-226-1220|대전광역시 중구  보문산로369번길 124|주임신부 허병도 스테파노 신부|2007.01.24
천주교|청주교구|문화동성당|043-843-1381|충북 충주시 사직산12길 11|주임신부 신인용 안셀모 신부|1986.5.18.
천주교|광주대교구|문흥동성당|062-263-6004|광주광역시 북구  문화소통로 309 (문흥동)|주임신부 강종훈 안드레아 신부|1991.2.7.
천주교|부산교구|물금성당|055-382-8154|경상남도 양산시 물금읍 가촌서로 17-101|주임신부 장민호 미카엘 신부|1969.11.19
천주교|춘천교구|물치성당|033-671-9903|강원 양양군 강현면 물치리 213-27|주임신부 문양기 다니엘 신부|2018.01.25
천주교|전주교구|미룡동성당||전라북도 군산시  미제1길 9|(063)464-5171|2003.7.12.
천주교|수원교구|미리내성당|031-674-7762|경기도 안성시 양성면 미리내성지로 420|주임 지철현 대건 안드레아 신부|1896.5.20.
천주교|서울대교구|미아동성당|02-983-2274|서울특별시 강북구  도봉로49길 62 (미아동)|주임신부 이성훈 요한 보스코 신부|1968.09.23
천주교|수원교구|미양성요한마리아비안네성당|031-672-8706|경기도 안성시 미양면 마산길 5|주임 윤재빈 안셀모 신부|1959.11.18
천주교|춘천교구|미원성당|031-585-9174|경기도 가평군 설악면 자잠로 50|주임신부 박우성 사무엘 신부|2008.9.14.
천주교|청주교구|미원성당|043-298-1626|청주시 상당구 미원면 단재로 2448|주임신부 한지수 크리스토포로 신부|1964.12.28
천주교|광주대교구|미평동성당|061-653-9005|전라남도 여수시  미평5길 5 (미평동)|주임신부 이재회 마르코 신부|2000.8.25.
천주교|부산교구|민락성당|051-754-7150|부산광역시 수영구  광남로 229|주임신부 임형락 이냐시오 신부|1988.2.6.
천주교|의정부교구|민락동성당|031-851-4628|경기도 의정부시 용민로 351번길 7|주임신부 강한수 가롤로 신부|2018.08.24
천주교|부산교구|밀양성당|055-356-4000~1|경상남도 밀양시  밀양대공원로 74|협력사목(주임) 이재현 루도비코 신부|1940.6.29.
천주교|인천교구|박촌동성당|032-554-0077|인천광역시 계양구  장제로1009번길 12|주임신부 이홍일 토마스 신부|2005.12.5.
천주교|원주교구|반곡동성당|033-744-2929|강원도 원주시  세계로 92|주임신부 김용성 타대오 신부|2016.07.29
천주교|대전교구|반석동성당|042-826-1412|대전광역시 유성구  지족북로 50|주임신부 이준화 노르베르토 신부|2006.1.10.
천주교|부산교구|반송성당|051-542-1530|부산광역시 해운대구  반송로 884|협력사목(주임) 김종규 시몬 신부|1972.12.24
천주교|마산교구|반송성당|055-262-0985|경상남도 창원시 성산구  원이대로473번길 25|주임신부 진선진 마태오 신부|1981.01.26
천주교|대구대교구|반야월성당|053-962-0021|대구시 동구 경안로107길 34 (서호동)|주임신부 김영우 그리산도 신부|1960. 3.19
천주교|부산교구|반여성당|051-781-1003|부산광역시 해운대구  재반로165번길 21|주임신부 이기환 마티아 신부|1977.2.9.
천주교|수원교구|반월성성당|031-641-7062|경기도 이천시 설성면 진상미로180번길 42-17|주임 방효익 바오로 신부|1958.7.8.
천주교|수원교구|반월성마리아성당|031-502-4595|경기도 안산시 상록구  건지미길 27-18|주임 최해용 아씨시의 프란치스코 신부|1995.9.14.
천주교|서울대교구|반포성당|02-532-3333,-599-0574|서울특별시 서초구  신반포로15길 18 (반포동)|주임신부 고석준 아우구스티노 신부|1976.05.25
천주교|서울대교구|반포1동성당|02-517-6242|서울특별시 서초구  주흥1길 6|주임신부 박일 알렉산데르 신부|2008.08.21
천주교|서울대교구|반포4동성당|02-3482-2255,-2238|서울특별시 서초구  고무래로10길 38 (반포동)|주임신부 박영식 사도요한 신부|1998.09.25
천주교|서울대교구|발산동성당|02-2696-1945|서울특별시 강서구  강서로45다길 12-27 (화곡동)|주임신부 김덕근 요셉 신부|1978.08.18
천주교|수원교구|발안성당|031-352-6111|경기도 화성시 향남읍 푸른들판로257번길 45|주임 박현배 야고보 신부|1957.06.14
천주교|광주대교구|방림동성당|062-672-4004|광주광역시 남구  큰방림길 11 (방림동)|보좌신부 김지민 스테파노 신부|1965.12.06
천주교|서울대교구|방배4동성당|02-3477-1900|서울특별시 서초구  동광로 102 (방배동)|주임신부 이동익 레미지오 신부|1998.09.25
천주교|서울대교구|방배동성당|02-584-9731(#0-|서울특별시 서초구  방배로5길 43 (방배동)|주임신부 안병철 베드로 신부|1982.02.25
천주교|부산교구|방어진성당|052-235-0763|울산광역시 동구  월봉11길 61|주임 신부 김두유 요한 세례자 신부|1993.2.6.
천주교|서울대교구|방이동성당|02-412-2064~5|서울특별시 송파구  가락로42길 3 (방이동)|주임신부 이찬홍 야고보 신부|2009.02.05
천주교|군종교구|방패성당|02-522-7282|서울시 관악구 과천대로 851 사서함 20003호|주임신부 주세익 세례자 요한 신부|1984.06.26
천주교|서울대교구|방학동성당|02-3491-3131|서울특별시 도봉구  시루봉로 145 (방학동)|주임신부 전형의 베드로 신부|1990.08.22
천주교|서울대교구|방화3동성당|02-2661-2234~5|서울특별시 강서구  방화대로50길 16 (방화동)|주임신부 김지영 사무엘 신부|1999.09.17
천주교|수원교구|배곧성당|031-365-3431|경기도 시흥시  배곧5로 62 (정왕동)|주임 김정환 비오 신부|2017.06.13
천주교|원주교구|배론성당|043-651-4527|충청북도 제천시 봉양읍 배론성지길 296|주임신부 심한구 베드로 신부|2006.02.27
천주교|대전교구|배방성당|041-548-9154|충청남도 아산시 배방읍 월천6길 74|주임신부 김두한 요셉 신부|2008.1.23.
천주교|군종교구|백골성당|033-458-3219|강원도 철원군 서면 신술1길 25-4|주임신부 임재혁 스테파노 신부|1962.03.02
천주교|군종교구|백두산성당|070-8848-5162|강원도 양구군 양구읍 죽곡로 82-17|주임신부 한승진 베드로 신부|1962.03.02
천주교|인천교구|백령도성당|032-836-1221|인천광역시 옹진군 백령면 백령로254번길 66|주임신부 오상민 마르코 신부|1959.5.9.
천주교|군종교구|백마성당|031-975-3204|경기도 고양시 일산동구 고양대로 927 사서함 110-1호|주임신부 정비오 비오 신부|1973.08.01
천주교|의정부교구|백석동/(6지구장)성당|031-908-6811~2|경기도 고양시 일산동구  강석로 25|지구장 서근수 비오 신부|1994.2.22.
천주교|수원교구|백암성당|031-323-5408|경기도 용인시 처인구 백암면 백원로 454|주임 이나라 사무엘 신부|2003.9.30.
천주교|원주교구|백운성당||충청북도 제천시 백운면 구학산로2길 14|주임신부 김창수 안드레아 신부|1992.01.28
천주교|군종교구|백운성당|02-381-6196|경기도 고양시 덕양구  백운길 27-41 백운아파트 내|주임신부 유현상 스테파노 신부|2008.07.01
천주교|대구대교구|백천성당|053-816-9191|경북 경산시 경청로226길 13 (백천동)|주임신부 채홍락 시몬 신부|2007.09.04
천주교|군종교구|백호성당|033-732-3201|강원도 원주시  치악로 1692|주임신부 김민엽 프란치스코 신부|2007.07.09
천주교|수원교구|버드내성당|031-224-4058|경기도 수원시 권선구  덕영대로1152번길 20|주임 고성은 요한 사도 신부|1997.02.14
천주교|대전교구|버드내성당|042-525-2744|대전광역시 중구  계백로1565번길 24|주임신부 강철민 아우구스티노 신부|2003.1.14.
천주교|서울대교구|번동성당|02-946-0781~2|서울특별시 강북구  한천로 945 (번동)|주임신부 송경섭 베드로 신부|1983.08.16
천주교|광주대교구|벌교성당|061-858-1004|전라남도 보성군 벌교읍 채동선로 359|주임 정정원 마론 신부|1957.9.20.
천주교|수원교구|벌말성당|031-424-6401|경기도 안양시 동안구  흥안대로439번길 48|주임 이정훈 이레네오 신부|2003.01.28
천주교|수원교구|범계성당|031-459-0365;-459-0368|경기도 안양시 동안구  경수대로 733|주임 정경진 타태오 신부|1998.8.4.
천주교|대구대교구|범물성당|053-782-4924~5|대구시 수성구 지범로48길 27 (범물동)|주임신부 박창환 레오 신부|2002.9.6.
천주교|인천교구|범박동성당|032-351-9911,-351-9912|경기도 부천시 소사구  범안로 117, 707호(범박동)|주임신부 김정수 사도 요한 신부|2003.1.20.
천주교|부산교구|범서성당|052-211-6567|울산광역시 울주군 범서읍 구영앞길 52|주임 신부 장용진 요셉 신부|1998.2.18.
천주교|대구대교구|범어/주교좌성당|053-744-1394|대구시 수성구 범어천로 90 (범어동)|주임신부 최창덕 프란치스코 하비에르 신부|1951.3.10.
천주교|부산교구|범일성당|051-646-5364,647-0230|부산광역시 동구  범곡남로 9|협력사목(주임) 김영호 치릴로 신부|
천주교|대전교구|법동성당|042-631-8081|대전광역시 대덕구  아리랑로197번길 20|주임신부 겸 대전동부지구장 김석태 베드로 신부|1995.2.6.
천주교|의정부교구|법원리성당|031-958-0811|경기도 파주시 법원읍 사임당로 872-2|주임 김유철 요한 보스코 신부|1963.7.4.
천주교|대전교구|변동성당|042-527-9151|대전광역시 서구  도솔로 165|주임신부 이용범 사도 요한 신부|1986.8.18.
천주교|의정부교구|별내성당|031-573-1783|경기도 남양주시  송산로 121|주임 신부 김성길 마르티노 신부|2013.08.22
천주교|수원교구|별양동성당|02-502-8452|경기도 과천시  별양상가2로 20 새서울쇼핑센터 6층|주임 윤용배 라자로 신부|1998.01.30
천주교|부산교구|병영성당|052-294-3993|울산광역시 중구  곽남17길 34|주임 신부 안형준 마르첼리노 신부|1988.11.13
천주교|수원교구|병점성당|031-235-5511|경기도 화성시  병점서로 63-18|주임 김우정 베드로 신부|1985.12.03
천주교|수원교구|보라동성가정성당|031-274-1006|경기도 용인시 기흥구  민속촌로11번길 13|주임 이재욱 요한 세례자 신부|2002.01.29
천주교|대전교구|보령동대동성당|041-931-8827|충청남도 보령시  한내로터리길 91|주임신부 김경호 바오로 신부|2002.1.29
천주교|서울대교구|보문동성당|02-925-0026,-0036|서울특별시 성북구  보문로17길 11 (보문동5가)|주임신부 유청 시몬 신부|2010.08.05
천주교|광주대교구|보성성당|061-852-1767|전라남도 보성군 보성읍 현충로 136|주임신부 서달원 안드레아 신부|1941.09.01
천주교|청주교구|보은성당|043-543-5680|충북 보은군 보은읍 교사삼산길 58-18|주임신부 이명재 라파엘 신부|1955.10.1.
천주교|수원교구|보정성당|031-896-2977|경기도 용인시 기흥구  신촌로73번길 24|주임 손창현 이냐시오 신부|2004.10.1.
천주교|청주교구|복대동성당|043-266-2132|충북 청주시 흥덕구 신율로180번길 52|주임신부 박영봉 마태오 신부|1988.5.22.
천주교|부산교구|복산성당|052-297-2042|울산광역시 중구  번영로 390|주임신부 윤용선 바오로 신부|1956.4.26.
천주교|대전교구|복수동성당|042-582-1784|대전광역시 서구 유등로43번길 36|주임신부 김대건 베드로 신부|2010.01.13
천주교|대구대교구|복자성당|053-745-3850|대구시 동구 송라로 22 (신천동)|주임신부 최홍덕 야고보 신부|1970.1.1.
천주교|전주교구|복자성당|063-286-3455|전라북도 전주시 완산구  객사1길 52|주임신부 한기호 세례자 요한 신부|1965.12.16
천주교|대구대교구|복현성당|053-382-1004|대구시 북구 공항로5길 11 (복현동)|주임신부 최창호 야고보 신부|1995.2.4.
천주교|전주교구|복흥성당|063--653-7114|전라북도 순창군 복흥면 가인로 24|주임신부 신원철 안토니오 신부|2011.06.05
천주교|대구대교구|본리성당|053-526-8333|대구시 달서구 와룡로18길26 (본리동)|주임신부 박승재 알로이시오 신부|1983.8.31.
천주교|수원교구|본오동성요한세례자성당|031-502-5641|경기도 안산시 상록구 충장로 224|주임 정영철 안토니오 신부|2000.01.25
천주교|광주대교구|본촌동성당|062-576-3355|광주광역시 북구  양산로 71번길 5-1|주임신부 양요섭 요셉 신부|2012.08.29
천주교|대구대교구|봉곡성당|054-442-1225|경북 구미시 봉곡로18길 21-2 (봉곡동)|주임신부 하창호 가브리엘 신부|2003.8.29.
천주교|마산교구|봉곡동성당|055-746-6957|경상남도 진주시  진주대로 1178|주임신부 조명래 안드레아 신부|1977.12.28
천주교|수원교구|봉담성체성혈성당|031-227-2350|경기도 화성시 봉담읍 최루백로 136-5|주임 송성규 안드레아 신부|2001.1.30.
천주교|대구대교구|봉덕성당|053-476-4112|대구시 남구 대덕로 185 (봉덕동)|주임신부 박수태 비오 신부|1977.7.5.
천주교|전주교구|봉동성당|063-261-1004|전라북도 완주군 봉동읍 하월길 13-9|주임신부 서동원 다미아노 신부|1995.9.1.
천주교|부산교구|봉래성당|051-416-0233|부산광역시 영도구  대교로6번길 11|주임신부 황지원 안드레아 신부|1969.3.20.
천주교|청주교구|봉명동성당|043-264-3351|충북 청주시 흥덕구 1순환로584번길 44-1|주임신부 박호성 요셉 신부|1986.5.18.
