##NAME|SUBNAME|TELNUM|NEWADDR|IDX|FATHER|WEBSITE|ORGNAME|SOURCE2@@교회
가정리교회||033-263-7152|강원도 춘천시 남면 충효로 1492-9|9673|이영기 담임목사||가정리|대한예수교장로회총회
대흥교회||063-534-2205|전라북도 정읍시 입암면 정읍남로 781-13|9672|임현택 담임목사||대흥|대한예수교장로회총회
대견교회||070-4120-3038|경상남도 창녕군 성산면 대견월포로 163|9671|권녕소 담임목사|http://www.daekyeun.co.kr|대견|대한예수교장로회총회
모포교회||054-284-7839|경상북도 포항시 남구 장기면 모포길 23|9670|신택섭 담임목사||모포|대한예수교장로회총회
충성교회||054-734-4371|경상북도 영덕군 축산면 칠성1길 9|9669|장용모 담임목사||충성|대한예수교장로회총회
남문교회||051-643-3921|부산광역시 남구 황령대로74번길 127-6  (문현동)|9668|신성수 담임목사||남문|대한예수교장로회총회
거제동부교회||055-632-4496|경상남도 거제시 동부면 동부로 28-4|9667|박재흠 담임목사||거제동부|대한예수교장로회총회
과천교회||02-502-2357|경기도 과천시 관악산길 103  (중앙동)|9666||http:/gcchurch.or.kr|과천|대한예수교장로회총회
정자교회||052-298-0729|울산광역시 북구 정자6길 3-2  (정자동)|9665|정재기 담임목사    마일두 부목사|http://www.jjpc.or.kr|정자|대한예수교장로회총회
화천교회||054-672-0130|경상북도 봉화군 봉화읍 몽화각길 2|9664|김선재 담임목사||화천|대한예수교장로회총회
부흥교회||043-832-9004|충청북도 괴산군 청안면 질마로 1450|9663|진태선 담임목사||부흥|대한예수교장로회총회
성산교회||061-393-2771|전라남도 장성군 장성읍 성산1길 45|9662|천왕덕 담임목사||성산|대한예수교장로회총회
분향교회||061-392-3023|전라남도 장성군 남면 못재로 175|9661|김정근 담임목사||분향|대한예수교장로회총회
수서교회||02-451-0620|서울특별시 강남구 광평로34길 10  (수서동)|9660|황명환 담임목사|http://www.susochurch.com/|수서|대한예수교장로회총회
흰돌교회||044-864-7036|세종특별자치시 연동면 내송길 8-1|9658|손성원 담임목사||흰돌|대한예수교장로회총회
인월교회||063-636-2068|전라북도 남원시 인월면 인월장터로 39|9657|박학순 담임목사||인월|대한예수교장로회총회
엄정교회||055-754-2174|경상남도 진주시 금곡면 검암길 104-9|9656|김동수 담임목사||엄정|대한예수교장로회총회
개천교회||055-672-0083|경상남도 고성군 개천면 옥천로 1277|9655|김영식 담임목사||개천|대한예수교장로회총회
금평교회||055-862-5159|경상남도 남해군 이동면 남해대로1678번길 15-5|9654|정두진 담임목사||금평|대한예수교장로회총회
대덕중앙교회||061-867-1164|전라남도 장흥군 대덕읍 거정1길 6|9653|이윤영 담임목사||대덕중앙|대한예수교장로회총회
부산영락교회||051-206-8161|부산광역시 사하구 제석로17번길 15 부산영락교회 (하단동)|9652|강한솔 담임목사||부산영락|대한예수교장로회총회
용당교회||051-626-9972|부산광역시 남구 신선로 353 (용당동) (용당동)|9651|정용호 담임목사||용당|대한예수교장로회총회
구덕교회||051-255-1304|부산광역시 서구 대신로 84 구덕교회 (서대신동3가)|9650|이종훈 담임목사|http://www.gudug.or.kr|구덕|대한예수교장로회총회
성덕교회||051-257-8190|부산광역시 서구 천마로187번길 11  (남부민동)|9649|김찬효 담임목사||성덕|대한예수교장로회총회
희망교회||051-208-1368|부산광역시 사하구 낙동대로356번길 20  (당리동)|9648|임재익 담임목사|http://www.heemangchurch.com|희망|대한예수교장로회총회
신광교회||051-242-0177|부산광역시 서구 보수대로 202-50  (동대신동2가)|9646|주은진 담임전도사    양봉호 위임목사||신광|대한예수교장로회총회
영도교회||051-412-6110|부산광역시 영도구 새천년길 156  (영선동1가)|9645|김덕신 담임목사|http://youngdo.or.kr|영도|대한예수교장로회총회
땅끝교회||051-415-2241|부산광역시 영도구 남항서로70번길 76  (남항동3가)|9644|안맹환 담임목사|http://www.yjc.or.kr|땅끝|대한예수교장로회총회
영주교회||051-469-4574|부산광역시 중구 대영로226번안길 6  (영주동)|9643|임차홍 담임목사||영주|대한예수교장로회총회
화본교회||054-382-3029|경상북도 군위군 산성면 산성가음로 692|9642|장종기 담임목사||화본|대한예수교장로회총회
도개교회||054-975-1355|경상북도 칠곡군 석적읍 도개1길 3-3|9641|곽성호 담임목사||도개|대한예수교장로회총회
비전교회||051-632-9618|부산광역시 남구 동항로 62  (우암동)|9640|안명수 담임목사|http://www.ilovevision.com|비전|대한예수교장로회총회
수정동교회||051-465-0691|부산광역시 동구 진성로 12-1  (수정동)|9639|김병철 담임목사|http://sjdch.hompee.com|수정동|대한예수교장로회총회
우이동교회||051-746-2982|부산광역시 해운대구 해운대로 402-1  (우동)|9638|이형철 담임목사    박정이 부목사|http://www.wedch.or.kr|우이동|대한예수교장로회총회
평광교회||051-255-6240|부산광역시 중구 법수길50번길 9  (보수동1가)|9636|우두영 담임목사|http://www.pkchurch.org|평광|대한예수교장로회총회
일직교회||054-858-1670|경상북도 안동시 일직면 조탑본길 79|9634|이창식 담임목사|http://cafe.daum.net/8581670|일직|대한예수교장로회총회
교동교회||054-682-3771|경상북도 영양군 입암면 다리골길 298-5|9633|||교동|대한예수교장로회총회
선교하는교회||061-755-9411|전라남도 순천시 삼산로 128 선교하는교회 (용당동)|9632|권봉길 담임목사||선교하는|대한예수교장로회총회
별량중앙교회||061-742-9661|전라남도 순천시 별량면 별량길 117|9631|마성철 담임목사||별량중앙|대한예수교장로회총회
승주중앙교회||061-754-5055|전라남도 순천시 승주읍 서평내동1길 6|9630|이순배 담임목사||승주중앙|대한예수교장로회총회
동산교회||043-253-6111|충청북도 청주시 상당구 탑동로 22  (탑동)|9629|이성득 담임목사|http://cjds.or.kr|동산|대한예수교장로회총회
매화교회||043-542-8140|충청북도 보은군 탄부면 덕동고승로 296|9628|이동열 담임목사||매화|대한예수교장로회총회
신촌교회||064-783-6324|제주특별자치도 제주시 조천읍 신촌서5길 72-1|9627|류승남 담임목사||신촌|대한예수교장로회총회
추광교회||064-742-3737|제주특별자치도 제주시 추자면 대서3길 22-14|9626|||추광|대한예수교장로회총회
제자교회||064-726-0153|제주특별자치도 제주시 동문로18길 25  (일도이동)|9625|양두신 담임목사||제자|대한예수교장로회총회
제주영락교회||064-753-1231|제주특별자치도 제주시 동광로23길 15  (일도이동)|9624|김종두 부목사    주성일 부목사    이준형 부목사|http://www.jejuyn.or.kr|제주영락|대한예수교장로회총회
제주화북교회||064-758-6500|제주특별자치도 제주시 진남로6길 31  (화북일동)|9623|강은철 담임목사    김상수 부목사||제주화북|대한예수교장로회총회
하도교회||064-783-3074|제주특별자치도 제주시 구좌읍 일주동로 3400|9622|강정귀 담임목사||하도|대한예수교장로회총회
함덕교회||064-783-8572|제주특별자치도 제주시 조천읍 신북로 478-1|9621|고문수 담임목사||함덕|대한예수교장로회총회
귀덕교회||064-796-3286|제주특별자치도 제주시 한림읍 귀덕1길 11|9620|박수욱 담임목사||귀덕|대한예수교장로회총회
보목교회||064-32-4140|제주특별자치도 서귀포시 보목로 85-2  (보목동)|9617|김인수 담임목사||보목|대한예수교장로회총회
신산교회||064-782-3747|제주특별자치도 서귀포시 성산읍 신산중앙로 11-3|9616|배순옥 담임목사||신산|대한예수교장로회총회
토평교회||064-732-0360|제주특별자치도 서귀포시 516로 94  (토평동)|9615|장석준 담임목사||토평|대한예수교장로회총회
효돈교회||064-767-4001|제주특별자치도 서귀포시 신효중앙로4번길 25  (신효동)|9614|||효돈|대한예수교장로회총회
모슬포중앙교회||064-794-9916|제주특별자치도 서귀포시 대정읍 상모대서로 56|9613|이완철 담임목사||모슬포중앙|대한예수교장로회총회
도두교회||064-712-0191|제주특별자치도 제주시 도두1길 2-1  (도두일동)|9612|정구 담임목사||도두|대한예수교장로회총회
모아제일교회||054-745-4300|경상북도 경주시 천북면 모아안길 48-15|9611|이우근 담임목사||모아제일|대한예수교장로회총회
안강북부교회||054-761-4248|경상북도 경주시 안강읍 창말3길 15-10|9610|박대영 담임목사||안강북부|대한예수교장로회총회
회현교회||063-466-5101|전라북도 군산시 회현면 광지산길 12|9609|박대봉 담임목사||회현|대한예수교장로회총회
오음교회||061-271-2651|전라남도 신안군 장산면 오음산길 57|9608|||오음|대한예수교장로회총회
지도봉리교회||061-261-0400|전라남도 신안군 지도읍 봉리길 765|9607|최용호 담임목사||지도봉리|대한예수교장로회총회
신양교회||063-546-9214|전라북도 김제시 부량면 신양1길 32|9606|홍동환 담임목사||신양|대한예수교장로회총회
예산교회||041-333-2040|충청남도 예산군 예산읍 예산로164번길 5|9605|김종신 담임목사    김승우 부목사    성영주 부목사    이창민 부목사    박진우 부목사||예산|대한예수교장로회총회
부여교회||041-833-3941|충청남도 부여군 부여읍 성왕로 239-7|9604|주명갑 담임목사|http://www.bych.or.kr|부여|대한예수교장로회총회
찬동교회||041-353-9354|충청남도 당진시 석문면 거수지길 7|9603|구명환 담임목사|http://daum.cafe.net/chandongch|찬동|대한예수교장로회총회
태평양교회||042-621-8871|대전광역시 대덕구 대화로 65  (대화동)|9602|구양길 담임목사||태평양|대한예수교장로회총회
감천교회||054-431-4330|경상북도 김천시 감천면 금감로 1569-20|9601|김영춘 담임목사||감천|대한예수교장로회총회
황지교회||033-552-1274|강원도 태백시 황지북2길 6  (황지동)|9599|김종언 담임목사||황지|대한예수교장로회총회
태봉교회||033-732-4932|강원도 원주시 흥양로 84  (태장동)|9598|신현준 담임목사||태봉|대한예수교장로회총회
동진중앙교회||063-584-5101|전라북도 부안군 동진면 동진로 114-4|9597|강동호 담임목사||동진중앙|대한예수교장로회총회
장목교회||055-635-0162|경상남도 거제시 장목면 옥포대첩로 1575-15|9596|||장목|대한예수교장로회총회
덕포교회||055-687-0092|경상남도 거제시 성산로 184-24  (덕포동)|9595|이상래 담임목사|http://deokpo.com|덕포|대한예수교장로회총회
오량교회||055-632-5558|경상남도 거제시 사등면 신계해안길 28|9594|이효석 담임목사||오량|대한예수교장로회총회
부춘교회||055-633-2268|경상남도 거제시 동부면 삼거림2길 2|9593|김이레 담임목사||부춘|대한예수교장로회총회
거창영락교회||055-944-1262|경상남도 거창군 거창읍 강남로1길 87|9592|이진숙 담임목사||거창영락|대한예수교장로회총회
포항오천교회||054-293-0021|경상북도 포항시 남구 오천읍 정몽주로585번길 8|9591|박성근 담임목사    우성현 부목사|http://ocheon.or.kr|포항오천|대한예수교장로회총회
오천교회||054-732-3455|경상북도 영덕군 지품면 오천2길 10-1|9590|김종수 담임목사||오천|대한예수교장로회총회
부산제일교회||051-757-1301|부산광역시 연제구 좌수영로 291  (연산동)|9589|허진원 담임목사|http://www.btc4x.org|부산제일|대한예수교장로회총회
부산성동교회||051-245-7517|부산광역시 중구 보수대로24번길 10  (부평동2가)|9588|이병석 담임목사|http://cafe.daum.net/SD2000|부산성동|대한예수교장로회총회
예린교회||051-532-0096|부산광역시 해운대구 선수촌로 43  (반여동)|9586|김성대 담임목사    임현백 전도목사||예린|대한예수교장로회총회
모라교회||051-301-9191|부산광역시 사상구 모덕로95번길 101  (모라동)|9585|하상효 담임목사    정영광 부목사|http://www.morachurch.or.kr|모라|대한예수교장로회총회
양정중앙교회||051-851-4381|부산광역시 부산진구 양지로5번길 31  (양정동)|9584|이대근 담임목사|http://www.yjchurch.or.kr|양정중앙|대한예수교장로회총회
대현교회||052-258-3993|울산광역시 남구 번영로16번길 20-57  (야음동)|9583|유영민 담임목사|http://www.daehyun.or.kr|대현|대한예수교장로회총회
세원교회||070-7743-1100|울산광역시 중구 함월20길 14  (성안동)|9582|이교성 담임목사||세원|대한예수교장로회총회
여수성광교회||061-643-1141|전라남도 여수시 좌수영로 109  (연등동)|9581|정기철 담임목사||여수성광|대한예수교장로회총회
거문교회||061-665-8151|전라남도 여수시 삼산면 거문길 46-5|9580|임용한 담임목사||거문|대한예수교장로회총회
도개교회||061-852-4019|전라남도 보성군 미력면 도개2길 63-3|9579|장옥석 담임목사||도개|대한예수교장로회총회
다사교회||053-592-8501|대구광역시 달성군 다사읍 왕선로 21|9578|류수만 담임목사    하광진 부목사||다사|대한예수교장로회총회
우곡제일교회||054-955-7318|경상북도 고령군 우곡면 도진3길 28|9577|||우곡제일|대한예수교장로회총회
대구영락교회||053-753-9214|대구광역시 동구 장등로 36-10  (신천동)|9576||http://www.yeongnak.org|대구영락|대한예수교장로회총회
대구동광교회||053-741-1300|대구광역시 동구 효신로8길 11|9575|양성택 담임목사||대구동광|대한예수교장로회총회
대구신광교회||053-954-3783|대구광역시 북구 신천동로 664  (대현동)|9574||http://www.dgsg.org|대구신광|대한예수교장로회총회
정상교회||054-372-6846|경상북도 청도군 운문면 구룡로 1351-1|9573|김세련 담임목사||정상|대한예수교장로회총회
대구성북교회||053-951-2736|대구광역시 북구 서변로 67|9572|김연수 담임목사    이상준 부목사||대구성북|대한예수교장로회총회
새청교회||031-535-6234|경기도 포천시 신북면 청신로 922|9571|가재규 담임목사||새청|대한예수교장로회총회
옥방교회||054-672-7803|경상북도 봉화군 소천면 남회룡로 1485-3|9570|천정명  담임목사||옥방|대한예수교장로회총회
동촌교회||054-638-1004|경상북도 영주시 안정면 회헌로 620|9569|조영광 담임목사||동촌|대한예수교장로회총회
금광교회||054-637-4050|경상북도 영주시 대동로69번길 17-5  (가흥동)|9568|임영인 담임목사||금광|대한예수교장로회총회
축동교회||054-653-2189|경상북도 예천군 지보면 도화1길 7-10|9567|황현석 담임목사||축동|대한예수교장로회총회
풍양교회||054-653-7339|경상북도 예천군 풍양면 낙상2길 18-2|9566|||풍양|대한예수교장로회총회
창평교회||054-672-8864|경상북도 봉화군 봉성면 다덕로 663|9565|정영욱 담임목사||창평|대한예수교장로회총회
망월교회||054-637-3031|경상북도 영주시 평은면 천상로 387|9564|김건우 담임목사||망월|대한예수교장로회총회
노좌교회||054-637-6220|경상북도 영주시 봉현면 노좌로29번길 16|9563|황상규 담임목사||노좌|대한예수교장로회총회
천성교회||041-522-0091|충청남도 천안시 서북구 시청로 172  (백석동)|9562|김형제 담임목사    곽영구 부목사|http://www.csch.net|천성|대한예수교장로회총회
비아교회||062-955-1653|광주광역시 광산구 비아중앙로31번길 8-3  (비아동)|9561|박승현 담임목사||비아|대한예수교장로회총회
월산교회||061-383-5024|전라남도 담양군 월산면 도개안길 69-12|9560|김형규 담임목사||월산|대한예수교장로회총회
목천교회||063-837-1181|전라북도 익산시 번영로 2039-10  (목천동)|9559|||목천|대한예수교장로회총회
남성교회||053-563-2587|대구광역시 서구 서대구로 171  (평리동)|9558|한명석 담임목사|http://www.nschurch.com|남성|대한예수교장로회총회
국수교회||031-772-1004|경기도 양평군 양서면 복개길5번길 38-10 국수교회|9557|김일현 담임목사||국수|대한예수교장로회총회
동숭교회||02-743-0017|서울특별시 종로구 이화장길 94  (동숭동)|9556|서정오 담임목사    최승필 부목사|http://www.ds.or.kr|동숭|대한예수교장로회총회
감만교회||051-642-9946|부산광역시 남구 우암로61번길 21  (감만동)|9555|임명수 담임목사    우명일 부목사||감만|대한예수교장로회총회
산성교회||051-627-7022|부산광역시 남구 유엔로137번길 12  (대연동)|9554|허원구 담임목사|http://www.sansung.or.kr|산성|대한예수교장로회총회
농소교회||055-338-7782|경상남도 김해시 주촌면 소망길 109-41|9553|오도경 담임목사||농소|대한예수교장로회총회
안하교회||055-343-1330|경상남도 김해시 한림면 안하로 14|9552|||안하|대한예수교장로회총회
은성교회||051-256-3918|부산광역시 서구 해돋이로22번길 3-4  (남부민동)|9551|김태승 담임목사    김정호 부목사||은성|대한예수교장로회총회
삼덕교회||053-423-3271|대구광역시 중구 공평로4길 11  (삼덕동2가)|9550||http://www.samduk.org|삼덕|대한예수교장로회총회
대구남덕교회||053-626-7771|대구광역시 달서구 장기로22길 14  (성당동)|9549|최원주 담임목사    남영민 부목사    이상일 부목사    신정훈 부목사|http://www.namduk.org|대구남덕|대한예수교장로회총회
학명교회||054-976-7947|경상북도 칠곡군 동명면 학명1길 9|9548|김효준 담임목사||학명|대한예수교장로회총회
참빛교회||070-7570-1749|경상북도 군위군 효령면 덕동길 83|9547|최성암 담임목사|http://www.chamvit7.co.kr|참빛|대한예수교장로회총회
거양교회||051-864-7901|부산광역시 부산진구 해맞이로 6  (양정동)|9546||http://www.거양교회.com|거양|대한예수교장로회총회
동광교회||051-245-9764|부산광역시 중구 중앙대로41번길 30  (동광동2가)|9545||http://www.dkch.onmam.com|동광|대한예수교장로회총회
산상교회||051-256-0291|부산광역시 서구 아미로 43  (아미동2가)|9544|김두호 담임목사|http://www.sansang.net|산상|대한예수교장로회총회
안동남부교회||054-852-6249|경상북도 안동시 충효로 4410  (정상동)|9543|김원갑 담임목사||안동남부|대한예수교장로회총회
광양중앙교회||061-762-5405|전라남도 광양시 광양읍 우산공원길 17|9542|박동주 담임목사||광양중앙|대한예수교장로회총회
광영교회||061-792-3591|전라남도 광양시 영수2길 16  (광영동)|9541|김광빈 담임목사||광영|대한예수교장로회총회
이원교회||043-732-2159|충청북도 옥천군 이원면 대흥3길 11-1|9540|김은진 담임목사||이원|대한예수교장로회총회
산성교회||043-253-6476|충청북도 청주시 상당구 것대로 43  (산성동)|9539|연광희 담임목사||산성|대한예수교장로회총회
세광교회||043-743-7008|충청북도 영동군 용화면 민주지산로 103-11|9538|이병일 담임목사||세광|대한예수교장로회총회
문곡교회||043-275-4864|세종특별자치시 부강면 문곡대국터길 79|9537|조영오 담임목사||문곡|대한예수교장로회총회
안강중앙교회||054-763-5551|경상북도 경주시 안강읍 행촌1길 14|9536|황종근 담임목사|http://www.acpc.or.kr|안강중앙|대한예수교장로회총회
임피제일교회||063-453-2754|전라북도 군산시 임피면 임피성내길 24-5|9535|신봉호 담임목사||임피제일|대한예수교장로회총회
성산교회||061-284-9511|전라남도 목포시 석현로45번길 9  (석현동)|9534|김기풍 담임목사|http://www.sungsan21.or.kr|성산|대한예수교장로회총회
가사교회||041-662-4740|충청남도 서산시 부석면 강경벌로 514-13|9533|이영수 담임목사||가사|대한예수교장로회총회
장항교회||041-836-4717|충청남도 부여군 외산면 만수로 441|9532|김선형 담임목사||장항|대한예수교장로회총회
소원교회||041-674-9799|충청남도 태안군 소원면 소근로 26-51|9531|오영환 담임목사||소원|대한예수교장로회총회
화산교회||041-942-6631|충청남도 청양군 장평면 화평길 20-12|9530|김동원 담임목사||화산|대한예수교장로회총회
오정교회||042-622-6900|대전광역시 대덕구 동산초교로 82 오정교회 (오정동)|9528|최세영 담임목사|http://www.ojpc.org|오정|대한예수교장로회총회
신흥교회||042-282-5573|대전광역시 동구 대전로 449  (가오동)|9527|성호경 담임목사||신흥|대한예수교장로회총회
새내교회||041-752-9316|충청남도 금산군 남일면 신천길 54|9526|박완철 담임목사||새내|대한예수교장로회총회
양촌교회||054-534-5435|경상북도 상주시 양촌3길 83-6 ? (양촌동)|9525|이종대 담임목사||양촌|대한예수교장로회총회
속초중앙교회||033-633-0441|강원도 속초시 번영로 30  (청학동)|9524|강석훈 담임목사|http://www.sjch.or.kr/|속초중앙|대한예수교장로회총회
남산교회||055-248-7864|경상남도 창원시 마산회원구 북성로 173  (회원동)|9523|조성태 담임목사|http://www.cafe.daum.net/namsanc|남산|대한예수교장로회총회
대합교회||055-532-2879|경상남도 창녕군 대합면 십이리1길 41|9522|이상현 담임목사||대합|대한예수교장로회총회
상남교회||055-262-0770|경상남도 창원시 성산구 신사로 173  (사파동)|9521|이창교 담임목사    이종원 부목사|http://www.sangnam.org|상남|대한예수교장로회총회
서목교회||055-636-6142|경상남도 거제시 장목면 옥포대첩로 1097-2|9520|전영수 담임목사||서목|대한예수교장로회총회
성포교회||055-632-1331|경상남도 거제시 사등면 성포로 208-6|9519|권오상 담임목사||성포|대한예수교장로회총회
영남교회||02-2679-9191|서울특별시 영등포구 문래로 175 영남교회 (영등포동4가)|9518|윤인섭 담임목사||영남|대한예수교장로회총회
사능교회||031-573-8026|경기도 남양주시 진건읍 사릉로 384|9517|백용훈 담임목사|http://www.saneung.net|사능|대한예수교장로회총회
일동동부교회||031-531-3927|경기도 포천시 일동면 화동로1012번길 5|9516|김성일 담임목사|http://www.dongboo.org|일동동부|대한예수교장로회총회
포항송도교회||054-244-3060|경상북도 포항시 남구 송림로55번길 13  (송도동)|9515|김휘동 담임목사|http://phsd.or.kr|포항송도|대한예수교장로회총회
청림제일교회||054-292-5112|경상북도 포항시 남구 청림로 11  (청림동)|9514|한동우 담임목사||청림제일|대한예수교장로회총회
축산교회||054-733-6838|경상북도 영덕군 축산면 축산항1길 9-4|9513|인치규 담임목사||축산|대한예수교장로회총회
금곡교회||054-732-2427|경상북도 영덕군 병곡면 거무실1길 8-7 경상북도 영덕군 병곡면 거무실1길 8-7|9512|김갑현 담임목사||금곡|대한예수교장로회총회
달전제일교회||054-261-4964|경상북도 포항시 북구 흥해읍 도음로 959|9511|유승대 담임목사||달전제일|대한예수교장로회총회
신광남부교회||054-243-0308|경상북도 포항시 북구 신광면 비학로 439|9510|||신광남부|대한예수교장로회총회
가야교회||051-895-4101|부산광역시 부산진구 새싹로14번길 7 가야교회 (부전동)|9509|박남규 담임목사|http://kayach.org|가야|대한예수교장로회총회
신암교회||051-642-5635|부산광역시 부산진구 신암로117번길 59 신암교회 (범천동)|9508|권태일 담임목사||신암|대한예수교장로회총회
충성교회||051-327-8926|부산광역시 사상구 모라로110번길 40-121  (모라동)|9507||http://www.jesuscs.com|충성|대한예수교장로회총회
여천교회||061-684-3881|전라남도 여수시 도원로 124  (안산동)|9506|정훈 담임목사||여천|대한예수교장로회총회
대서교회||061-834-0691|전라남도 고흥군 대서면 석장2길 28|9505|박정수 담임목사||대서|대한예수교장로회총회
외산교회||061-832-6257|전라남도 고흥군 포두면 외산길 203-5|9504|김종열 담임목사||외산|대한예수교장로회총회
대구남광교회||053-653-4404|대구광역시 남구 명덕로22길 53  (대명동)|9503|김대복 담임목사||대구남광|대한예수교장로회총회
비산교회||053-614-3389|대구광역시 달성군 현풍면 현풍로10길 125|9502|남기세 담임목사||비산|대한예수교장로회총회
대구신은교회||053-421-9181|대구광역시 동구 송라로11길 59|9501|노원석 담임목사||대구신은|대한예수교장로회총회
대화교회||031-901-0040|경기도 고양시 일산동구 노루목로 112  (장항동)|9500|박동혁 담임목사|http://www.daewhachurch.net|대화|대한예수교장로회총회
풍기동부교회||054-636-3022|경상북도 영주시 풍기읍 기주로 70|9499|이종훈 담임목사|http://www.pgeast.org|풍기동부|대한예수교장로회총회
대촌교회||054-636-3201|경상북도 영주시 봉현면 소백로1621번길 7|9498|문병조 담임목사|http://www.daech.com|대촌|대한예수교장로회총회
상운교회||054-672-5024|경상북도 봉화군 상운면 예봉로 1299 상운교회|9497|조용호 담임목사|http://cafe.daum.net/miss2580|상운|대한예수교장로회총회
서벽교회||054-672-4109|경상북도 봉화군 춘양면 춘양로 1552-7|9496|박영섭 담임목사|http://cafe.daum.net/Seobyeok|서벽|대한예수교장로회총회
내동교회||031-332-8163|경기도 용인시 처인구 원삼면 내동로14번길 6|9495|||내동|대한예수교장로회총회
어진비전교회||031-333-0191|경기도 용인시 처인구 이동면 어진로670번길 28|9494|||어진비전|대한예수교장로회총회
평일교회||031-336-3544|경기도 용인시 처인구 양지면 평촌로 25-7|9493|공성규 담임목사||평일|대한예수교장로회총회
신흥교회||031-665-8101|경기도 평택시 국제로 50  (서정동)|9492|정우식 담임목사|http://www.stsh.org|신흥|대한예수교장로회총회
옥산교회||043-260-0041|충청북도 청주시 흥덕구 옥산면 청주역로 646-8|9491|김경해 담임목사||옥산|대한예수교장로회총회
복대교회||043-264-5527|충청북도 청주시 흥덕구 산단로28번길 17  (복대동)|9490|신조우 담임목사    변성우 부목사|http://www.bokdae.org|복대|대한예수교장로회총회
신월교회||043-536-8631|충청북도 진천군 이월면 신정길 59-12|9489|원상호 담임목사||신월|대한예수교장로회총회
대전충신교회||042-226-1343|대전광역시 중구 계룡로 773|9488|||대전충신|대한예수교장로회총회
수촌교회||041-855-1538|충청남도 공주시 의당면 의당로 401|9487|김헌모 담임목사||수촌|대한예수교장로회총회
아름다운교회||044-862-0610|세종특별자치시 조치원읍 군청로 114|9486|김동은 담임목사||아름다운|대한예수교장로회총회
남원동북교회||063-626-9191|전라북도 남원시 봉당길 13-6  (동충동)|9485|김범준 담임목사|http://www.idongbug.or.kr/|남원동북|대한예수교장로회총회
대산교회||063-625-8609|전라북도 남원시 대산면 운교2길 26|9484|최기성 담임목사||대산|대한예수교장로회총회
안성교회||063-323-0101|전라북도 무주군 안성면 안성로 288-21|9483|최만규 담임목사||안성|대한예수교장로회총회
서포교회||055-855-0079|경상남도 사천시 서포면 까치섬길 166 구평리 1088|9482|유철호 담임목사||서포|대한예수교장로회총회
성진교회||061-534-0271|전라남도 해남군 계곡면 성진길 71|9481|이정호 담임목사||성진|대한예수교장로회총회
삼일교회||061-533-5004|전라남도 해남군 마산면 장성길 34|9480|강영훈 담임목사||삼일|대한예수교장로회총회
용장교회||061-543-1853|전라남도 진도군 군내면 용장산성길 20-10|9478|김경은 담임목사||용장|대한예수교장로회총회
예수소망하나교회||032-883-9495|인천광역시 남구 매소홀로 247  (학익동)|9477|김윤환 담임목사||예수소망하나|대한예수교장로회총회
동현교회||032-875-3768|인천광역시 남구 제일로24번길 17  (도화동)|9476|황광환 담임목사|http://www.donghyun.org|동현|대한예수교장로회총회
평광교회||02-2643-5805|서울특별시 양천구 목동서로 13  (목동)|9475|주성길 부목사    임재건 부목사    라종일 부목사|http://www.pyungkwang.com|평광|대한예수교장로회총회
명덕교회||063-247-0214|전라북도 완주군 소양면 명덕로 13|9474|김철한 담임목사||명덕|대한예수교장로회총회
정배교회||031-773-6629|경기도 양평군 서종면 중미산로 773|9473|류인원 담임목사||정배|대한예수교장로회총회
두송교회||051-262-0190|부산광역시 사하구 두송로146번길 70  (구평동)|9472|백승철 담임목사||두송|대한예수교장로회총회
금성교회||051-416-8300|부산광역시 영도구 절영로 212  (영선동4가)|9471|김병호 담임목사||금성|대한예수교장로회총회
성강교회||053-581-9909|대구광역시 달서구 달구벌대로203길 40  (호산동)|9470|소범철 담임목사|http://www.sunggang.onmam.com|성강|대한예수교장로회총회
하빈교회||053-582-1004|대구광역시 달성군 하빈면 하빈로86길 7-4|9469|오승훈 담임목사|http://www.habin.or.kr|하빈|대한예수교장로회총회
장천교회||054-471-5220|경상북도 구미시 장천면 상장5길 17|9468|신성재 담임목사||장천|대한예수교장로회총회
효령교회||054-382-8129|경상북도 군위군 효령면 치산효령로 2367|9466|하동오 담임목사||효령|대한예수교장로회총회
석우교회||054-971-7886|경상북도 칠곡군 가산면 석우1길 42|9465|김은구 담임목사||석우|대한예수교장로회총회
송학교회||054-971-7343|경상북도 칠곡군 가산면 송학4길 22|9464|정은혜 담임목사||송학|대한예수교장로회총회
영주교회||02-773-0691|서울특별시 용산구 두텁바위로 90  (후암동)|9463|이상협 담임목사    김영신 부목사|http://www.youngjoo.co.kr|영주|대한예수교장로회총회
안흥교회||031-866-7854|경기도 동두천시 강변로702번길 13-11  (동두천동)|9462|김원용 담임목사    이상선 부목사|http://www.anheung.net|안흥|대한예수교장로회총회
양정교회||051-862-0576|부산광역시 부산진구 양지로11번길 67  (양정동)|9461||http://www.ychurch.org|양정|대한예수교장로회총회
광주서석교회||062-226-7307|광주광역시 동구 백서로 232  (동명동)|9460||http://www.seoseok.or.kr|광주서석|대한예수교장로회총회
길안교회||054-822-2064|경상북도 안동시 길안면 천지길 46-4|9459|최종협 담임목사|http://www.kilan.kr|길안|대한예수교장로회총회
외하교회||054-859-2561|경상북도 안동시 남선면 무선리길 89|9458|김주영 담임목사|http://cafe.daum.net/dhlgk|외하|대한예수교장로회총회
점곡교회||054-833-4053|경상북도 의성군 점곡면 서변길 7|9457|||점곡|대한예수교장로회총회
