##NAME|SUBNAME|TYPE1|TYPE2|TELNUM|NEWADDR|SINCE|URL|ID|XCOORD|YCOORD@@보건소
원주시보건소||보건소|공립|033-737-4025|강원도 원주시 원일로 139 3층 (일산동, 건강문화센터)|19550901|http://health.wonju.go.kr|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz|127.946794932|37.3515857082
유성구보건소||보건소|공립|042-611-5011|대전광역시 유성구 유성대로730번길 51 (장대동)|19890901||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz|127.335412979|36.358120738
은평구보건소||보건소|공립|02-351-8154|서울특별시 은평구 은평로 195 (녹번동)|19890628|http://health.ep.go.kr/|JDQ4MTg4MSM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz|126.92882355|37.6024569702
음성군보건소||보건소|공립|043-872-2136|충청북도 음성군 음성읍 중앙로 49 (음성읍)|19830303|http://health.es21.go.kr/|JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz|127.688885953|36.9288406455
의령군보건소||보건소|공립|055-570-4010|경상남도 의령군 의령읍 의병로8길 16 16|19581002|http://health.uiryeong.go.kr/|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz|128.2547694|35.3178189
의성군보건소||보건소|공립|054-830-6688|경상북도 의성군 의성읍 구봉길 228 (의성읍)|19620904|http://health.uiseong.go.kr|JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz|128.697545021|36.3457103533
의왕시보건소||보건소|공립|031-345-2553|경기도 의왕시 오봉로 34 (고천동, 의왕시보건소)|19900330|http://www.uw21.net/hospital|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz|126.971993918|37.343787873
의정부시보건소||보건소|공립|031-870-6005|경기도 의정부시 범골로 131 (의정부동)|19950314|http://health.ui4u.net/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz|127.039561543|37.7361592383
이천시보건소||보건소|공립|031-635-2400|경기도 이천시 증신로153번길 13 (증포동)|19620101|http://health.icheon.go.kr/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz|127.452331393|37.288983787
익산시보건소||보건소|공립|053-859-4839|전라북도 익산시 무왕로 975 (신동)|19620924|http://health.iksan.go.kr/|JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz|126.966473069|35.9609875273
인제군보건소||보건소|공립|033-461-2425|강원도 인제군 인제읍 인제로140번길 34 (인제읍)|19630101|http://www.inje.go.kr/health/main/index.htm|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz|128.168585417|38.0632770593
인천광역시남구보건소||보건소|공립|032-880-5310|인천광역시 남구 주안서로 25 (도화동)|19830314|http://namgu.incheon.kr/clinic|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz|126.677437209|37.4610675551
인천광역시동구보건소||보건소|공립|032-762-4001|인천광역시 동구 석수로 90 (만석동)|19880101|http://www.icdonggu.go.kr/clinic/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz|126.625935053|37.4830408422
인천광역시서구보건소||보건소|공립|032-560-5050|인천광역시 서구 탁옥로 39 (심곡동)|19950927|http://www.seo.incheon.kr/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz|126.67390994|37.5444437976
인천광역시중구보건소||보건소|공립|032-772-4001|인천광역시 중구 참외전로72번길 21 (전동)|19620801||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz|126.629107008|37.4772159388
일산서구보건소||보건소|공립|031-8075-4167|경기도 고양시 일산서구 일중로 54 (일산동)|19800101||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz|126.775787786|37.6844746983
장성군보건소||보건소|공립|061-390-7559|전라남도 장성군 장성읍 청운11길 13 (장성읍)|20090306||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz|126.782453247|35.3045428542
장안구보건소||보건소|공립|031-228-5715|경기도 수원시 장안구 송원로 101 (조원동, 장안구구보건소)|19900416|https://health.suwon.go.kr/index.asp|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz|127.00962363|37.3033812651
장흥군보건소||보건소|공립|061-862-4000|전라남도 장흥군 장흥읍 흥성로 49 49|19850125|http://www.jangheung.go.kr/health/|JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz|126.9069914|34.6770422
전주시보건소||보건소|공립|063-281-6241|전라북도 전주시 완산구 전라감영로 33 (중앙동4가)|19900701|http://health.jeonju.go.kr|JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz|127.143352748|35.8158450493
정선군보건소||보건소|공립|033-562-4000|강원도 정선군 정선읍 녹송로 33 (정선읍)|19620523||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz|128.671487271|37.3800917319
정읍시보건소||보건소|공립|063-539-6082|전라북도 정읍시 수성1로 61 (수성동)|19950101|http://health.jeongeup.go.kr|JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz|126.854521624|35.5779807055
제주시동부보건소||보건소|공립|064-783-5042|제주특별자치도 제주시 구좌읍 김녕로14길 6 (구좌읍)|20080305||JDQ4MTYyMiM4MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz|126.751328133|33.5543504469
제주시서부보건소||보건소|공립|064-796-2911|제주특별자치도 제주시 한림읍 강구로 5 (한림읍)|19620924|http://chc.jejusi.go.kr/index.php?siid=wjeju|JDQ4MTYyMiM4MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz|126.269678617|33.4123048367
제주시제주보건소||보건소|공립|064-728-4010|제주특별자치도 제주시 연삼로 264 (도남동)|19630320|http://chc.jejusi.go.kr/index.php?siid=jeju|JDQ4MTYyMiM4MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz|126.520238165|33.4916016527
제천시보건소||보건소|공립|043-641-2720|충청북도 제천시 의림대로 242 (청전동)|19850125|http://www.health.go.kr/|JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz|128.21685443|37.1486851887
종로구보건소||보건소|공립|02-2148-3520|서울특별시 종로구 자하문로19길 36 (옥인동)|19491009||JDQ4MTg4MSM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz|126.969224101|37.5818308915
중구보건소||보건소|공립|042-580-2706|대전광역시 중구 산성로 63 (문화동)|19940706|http://health.djjunggu.go.kr/|JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz|127.395069821|36.3080239841
증평군보건소||보건소|공립|043-835-4213|충청북도 증평군 증평읍 보건복지로 64 (증평읍)|20030830|http://health.jp.go.kr/|JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz|127.585322266|36.7742425856
진도군보건소||보건소|공립|061-540-6005|전라남도 진도군 진도읍 남동1길 40-9 (진도읍)|19590519||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz|126.26291509|34.4803747632
진안군보건소||보건소|공립|063-430-8560|전라북도 진안군 진안읍 진무로 1189 (진안읍)|19980115|http://business.jinan.go.kr/index.sko?contentsSid=1022|JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz|127.434776063|35.7973102465
진주시보건소||보건소|공립|055-741-4000|경상남도 진주시 월아산로 2026 (초전동)|19950301|http://health.jinju.go.kr|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz|128.122037753|35.2136731814
진천군보건소||보건소|공립|043-539-7415|충청북도 진천군 진천읍 중앙북1길 11-8 (진천읍)|19630101|http://www.jincheon.go.kr/part/health/|JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz|127.439661115|36.860611792
창녕군보건소||보건소|공립|055-530-6292~3|경상남도 창녕군 창녕읍 우포2로 1189-35 1189|19631212|http://health.cng.go.kr/|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz|128.490055084|35.5436465835
창원시마산보건소||보건소|공립|055-225-5931|경상남도 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소)|19630920||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz|128.562898478|35.1823994263
창원시진해보건소||보건소|공립|055-225-6105|경상남도 창원시 진해구 진해대로 1101 (풍호동, 진해보건소)|19830121|http://health.changwon.go.kr|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz|128.710159819|35.1314330703
창원시창원보건소||보건소|공립|055-225-4000|경상남도 창원시 의창구 팔용로451번길 8 (팔용동)|19810630|http://health.changwon.go.kr|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz|128.613188152|35.2574396254
처인구보건소||보건소|공립|031-324-4906|경기도 용인시 처인구 중부대로 1199 (삼가동)|19830429|http://health.cheoingu.go.kr/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz|127.177968818|37.2408670611
천안시동남구보건소||보건소|공립|041-521-2655|충청남도 천안시 동남구 버들로 34 (문화동)|20071101||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz|127.151275876|36.8074532911
천안시서북구보건소||보건소|공립|041-521-2552|충청남도 천안시 서북구 번영로 156 (불당동)|19800101|http://www.cheonan.go.kr/health/|JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz|127.113048321|36.8161284111
철원군보건소||보건소|공립|033-450-5550|강원도 철원군 갈말읍 군탄로 16 (갈말읍)|19630126|http://health.cwg.go.kr/health|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz|127.302561458|38.1481392763
청도군보건소||보건소|공립|054-370-2649|경상북도 청도군 화양읍 청화로 79-11 (화양읍)|19520301|http://health.cd.go.kr/open.content/ko/|JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz|128.737261485|35.6486248681
청주시상당보건소||보건소|공립|043-201-3118|충청북도 청주시 상당구 남일면 단재로 480|19830303||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz|127.504767767|36.5880760615
청주시청원보건소||보건소|공립|043-201-3421|충청북도 청주시 청원구 오창읍 과학산업3로 238 (오창읍)|20140201||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz|127.430472444|36.7104055344
청주시흥덕보건소||보건소|공립|043-201-3311|충청북도 청주시 상당구 대성로172번길 21 (수동)|19630201||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz|127.492925956|36.6412346899
춘천시보건소||보건소|공립|033-250-3578|강원도 춘천시 중앙로 135 (중앙로3가)|19001001||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz|127.720217015|37.8755504323
충주시보건소||보건소|공립|043-850-3515|충청북도 충주시 으뜸로 21 (금릉동)|19620530|http://www.cj100.net/health|JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz|127.925285828|36.9913173882
칠곡군보건소||보건소|공립|054-973-4000|경상북도 칠곡군 왜관읍 관문로1길 30 (왜관읍)|19630211||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjODEjJDEjJDIjJDgz|128.418510523|35.9909687709
태백시보건소||보건소|공립|033-552-1378|강원도 태백시 태백로 905 (황지동)|19810701|http://www.taebaek.go.kr/dep/01_health/main.asp?hb_Section=보건소|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz|128.992454969|37.1766224501
통영시보건소||보건소|공립|055-650-6010|경상남도 통영시 안개4길 108 (무전동)|19950101|http://www.tongyeong.go.kr/ty/health_center|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz|128.432013215|34.8598083622
파주시보건소||보건소|공립|031-940-4881|경기도 파주시 후곡로 13 (금촌동)|19630101|http://clinic.paju.go.kr|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz|126.77390972|37.7563505479
평택시송탄보건소||보건소|공립|031-8024-7273|경기도 평택시 서정로 295 (이충동)|19810701|http://health.pyeongtaek.go.kr/song/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz|127.066497992|37.0657153564
평택시평택보건소||보건소|공립|031-8024-4421|경기도 평택시 평택5로 56 (비전동)|19881121|http://health.pyeongtaek.go.kr|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz|127.111971945|36.9908953104
포천시보건소||보건소|공립|031-538-3600|경기도 포천시 포천로 1612 (신읍동)|19850125|http://www.pcs21.net|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz|127.201262849|37.9008257597
포항시남구보건소||보건소|공립|054-270-4004|경상북도 포항시 남구 동해안로 6119 (인덕동)|19620620||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz|129.39622555|35.9924412796
포항시북구보건소||보건소|공립|054-270-4168~9|경상북도 포항시 북구 삼흥로 98 (장성동)|19850125|http://iphhealth.ipohang.org|JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz|129.380084571|36.0707630709
하남시보건소||보건소|공립|031-790-6551|경기도 하남시 대청로 10 (신장동)|19900317|http://health.ihanam.net|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz|127.215529813|37.5390571062
하동군보건소||보건소|공립|055-882-4000|경상남도 하동군 하동읍 군청로 31 (하동읍)|19600101|http://www.hdhealth.go.kr/|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz|127.752791308|35.0669466755
함안군보건소||보건소|공립|055-580-3147|경상남도 함안군 가야읍 중앙남4길 10 (가야읍)|20030101|http://health.haman.go.kr/|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz|128.410266483|35.2757580117
함양군보건소||보건소|공립|055-960-5340|경상남도 함양군 함양읍 한들로 141 (함양읍)|19880101|http://health.hygn.go.kr|JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz|127.731780543|35.5196760346
함평군보건소||보건소|공립|061-320-3547|전라남도 함평군 함평읍 중앙길 54-8 (함평읍)|19640211|http://www.hampyeong.jeonnam.kr|JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz|126.52424768|35.0618959894
합천군보건소||보건소|공립|055-930-3681|경상남도 합천군 합천읍 동서로 39 ()|19601121||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz|128.156755358|35.5679289938
해남군보건소||보건소|공립|061-533-4000|전라남도 해남군 해남읍 해남로 46 (해남읍)|19621203|http://health.haenam.go.kr/|JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz|126.612043624|34.5704605088
홍성군보건소||보건소|공립|041-632-2588|충청남도 홍성군 홍성읍 문화로 106 ()|19610501|http://www.hongseong.go.kr/|JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz|126.663061342|36.5966419162
홍천군보건소||보건소|공립|033-434-2401|강원도 홍천군 홍천읍 신장대로 5 5|19590101|http://www.hongcheon.gangwon.kr/2009/health|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz|127.8839445|37.6936377
화성시보건소||보건소|공립|031-353-7504|경기도 화성시 향남읍 3.1만세로 1055 (향남읍)|19621101|http://health.hscity.net/|JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz|126.904556292|37.1292821092
화순군보건소||보건소|공립|061-379-5369|전라남도 화순군 화순읍 쌍충로 62 (화순읍)|19630101|http://www.hwasunhealth.go.kr/|JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz|126.982013638|35.057130943
횡성군보건소||보건소|공립|033-340-2550|강원도 횡성군 횡성읍 횡성로 379 (횡성군 종합복지타운)|19640101|http://health.hsg.go.kr|JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz|127.984440311|37.4871574916
흥덕보건소||보건소|||충청북도 청주시 흥덕구 비하동 792번지 (비하로12번길 46)|||80043||
100세건강생활지원센터||보건지소|||전라북도 익산시 인화동 2가 174-6|||80050||
100세건강생활지원센터||보건지소|||경기 광명시 오리로 1018 (동일 건물 내 복합사용)|||80029||
가거도보건지소||보건지소|공립|061-246-3585|전라남도 신안군 흑산면 가거도길 5 5|20120420||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxOTYxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz|125.1274423|34.0523981
가곡보건지소||보건지소|공립|033-572-7014|강원도 삼척시 가곡면 가곡천로 1455 (가곡면)|19950101||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz|129.205841292|37.1477061973
가남보건지소||보건지소|공립|031-887-3642|경기도 여주시 가남읍 태평중앙1길 20 (가남읍)|19860624||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz|127.544995654|37.2015967564
가덕면/보건지소||보건지소|공립|043-297-5311|충청북도 청주시 상당구 가덕면 보청대로 4650 4650|19840402||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxOTYxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz|127.5470854|36.5523107
가산면보건지소||보건지소|공립|054-971-7840|경상북도 칠곡군 가산면 경북대로 1552 1552|19860101||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz|128.5393238|36.0860815
가산보건지소||보건지소|공립|031-538-4344|경기도 포천시 가산면 선마로 223 ()|19850125||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz|127.186144744|37.8482100735
가야곡보건지소||보건지소|공립|041-746-8251|충청남도 논산시 가야곡면 덕은로 22 22|19870701||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz|127.158775|36.136815
가은보건지소||보건지소|공립|054-571-6641|경상북도 문경시 가은읍 가은1길 21 (가은읍)|19850102||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz|128.061537624|36.6442433399
가음보건지소||보건지소|공립|054-833-9639|경상북도 의성군 가음면 금성현서로 455 (가음면)|19720309||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz|128.724732959|36.2341509302
가좌건강생활지원센터||보건지소|||인천광역시 서구 건지로 284번길 60|||80020||
가회면보건지소||보건지소|공립|055-930-3784|경상남도 합천군 가회면 황매산로 58-12 (가회면 보건지소)|19860311||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz|128.034446989|35.4367068087
각남보건지소||보건지소|공립|054-372-6084|경상북도 청도군 각남면 예리2길 11 11|19831213||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz|128.6589272|35.6417993
각북보건지소||보건지소|공립|054-370-6465|경상북도 청도군 각북면 헐티로 801 801|19861102||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz|128.5895031|35.6899567
간동면보건지소||보건지소|공립|033-442-5049|강원도 화천군 간동면 파로호로 934 934|19880130||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxOTYxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNzEjJDEjJDgjJDgz|127.8067875|38.0456167
간석보건지소||보건지소|||인천광역시 남동구 간석로41번길 18 (간석동 89-2번지 간석동)|||80018||
간전보건지소||보건지소|공립|061-781-4125|전라남도 구례군 간전면 안음길 3 (간전면)|19840302||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz|127.543525783|35.1780622859
갈산보건지소||보건지소|공립|041-633-2552|충청남도 홍성군 갈산면 갈산로120번길 6 6|19700302||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz|126.5517199|36.6032515
감곡보건지소||보건지소|공립|043-882-9696|충청북도 음성군 감곡면 장감로124번길 15 15|19871228||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz|127.6375699|37.117932
감문면보건지소||보건지소|공립|054-430-5661|경상북도 김천시 감문면 감문로 1055 (감문면)|19630919||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz|128.181343415|36.2143374149
감물보건지소||보건지소|공립|043-833-9303|충청북도 괴산군 감물면 충민로신대길 13 13|19671124||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz|127.8734694|36.8342005
감천면보건지소||보건지소|공립|054-431-0531|경상북도 김천시 감천면 금감로 1552 (감천면)|19630919||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz|128.1257122|36.0658003493
