NAME|BRANCH|ADDR|TELL
김가네김밥|종각점|서울 종로구 삼봉로 95 대성스카이렉스 101동 117호|02-722-9933|
김가네김밥|종로3가점|서울 종로구 수표로 117|02-742-6300|
김가네김밥|죽동점|대전 유성구 죽동로279번길 12|042-826-7809|
김가네김밥|죽전2호점|경기 용인시 수지구 현암로 121 103호|031-896-3379|
김가네김밥|중곡점|서울 광진구 능동로 373 (중곡동)|02-468-1136|
김가네김밥|중앙대점|서울 동작구 서달로 150 해가든아파트105호|02-816-5580|
김가네김밥|진접중앙점|경기 남양주시 진접읍 해밀예당1로 30 센타프라자102호|031-572-0044|
김가네김밥|진천점|충북 진천군 진천읍 상산로 70|043-536-0977|
김가네김밥|창원남산점|경남 창원시 성산구 정동로162번길 78  상가층 101호(남산동, 효성해링턴플레이스)|055-262-3494|
김가네김밥|천호2호점|서울 강동구 올림픽로 693 (천호동)|02-472-5704|
김가네김밥|천호로데오점|서울 강동구 진황도로 8|02-488-1182|
김가네김밥|청담2호점|서울 강남구 도산대로 514|02-540-0031|
김가네김밥|청담점|서울 강남구 학동로101길 33|02-542-5728|
김가네김밥|청라마루힐점|인천 서구 중봉대로 610 마루힐프라자117호|032-561-9401|
김가네김밥|청라호수공원점|인천 서구 크리스탈로102번길 22|032-561-9403|
김가네김밥|충무로점|서울 중구 퇴계로27길 53|02-2266-5554|
김가네김밥|충장점|광주 동구 중앙로160번길 15-7 1층|062-225-9678|
김가네김밥|테헤란로점|서울 강남구 테헤란로82길 11|02-555-5998|
김가네김밥|파주목동점|경기 파주시 청암로17번길 55 (목동동, 센트럴프라자 1층 112호)|031-942-1190|
김가네김밥|평내점|경기 남양주시 경춘로1256번길 9|031-591-0644|
김가네김밥|풍납점|서울 송파구 토성로 59|02-484-5415|
김가네김밥|풍덕천점|경기 용인시 수지구 진산로 106 훼미리빌딩 (풍덕천동) 103호|031-272-1999|
김가네김밥|하남신장점|경기 하남시 하남대로802번길 15|031-792-7807|
김가네김밥|하늘마을점|경기 고양시 일산동구 중산로 105 (중산동) 현해프라자1층 104호|031-977-7013|
김가네김밥|하대원점|경기 성남시 중원구 둔촌대로281번길 7 (하대원동,1층)|031-751-1999|
김가네김밥|학동삼성병원점|광주 동구 남문로 689 102호|062-236-3370|
김가네김밥|학동역점|서울 강남구 학동로 165|02-516-7769|
김가네김밥|학여울역점|서울 강남구 영동대로 211|02-556-1511|
김가네김밥|한남점|서울 용산구 대사관로 76|02-793-9645|
김가네김밥|한대점|경기 안산시 상록구 한양대학로 51 102호 1층|031-409-0022|
김가네김밥|한옥마을점|서울 중구 퇴계로 192|02-2268-8898|
김가네김밥|한티점|서울 강남구 역삼로64길 26 1층 101호|02-564-5611|
김가네김밥|합정역점|서울 마포구 독막로 11|02-3141-7769|
김가네김밥|해남점|전남 해남군 해남읍 북부순환로 154|061-532-2007|
김가네김밥|혁신부영1차점|전남 나주시 그린로 341 , 102호|061-333-5432|
김가네김밥|홍대점|서울 마포구 와우산로23길 9 칼리오페101호|02-335-5447|
김가네김밥|화서점|경기 수원시 팔달구 수성로182번길 82 화서4단지 마상가|031-244-0546|
김가네김밥|화순점|전남 화순군 화순읍 광덕로 185 ,1층 102호|061-372-5550|
김가네김밥|화정점|경기 고양시 덕양구 화신로260번길 31 (화정동) 백양빌딩 106|031-971-7774|
김가네김밥|후곡점|경기 고양시 일산서구 일산로 535 (일산동) 102호|031-922-0093|
김가네김밥|가람마을점|경기 파주시 미래로602번길 31 (와동동,아이프라자 104호)|031-942-9942|
김가네김밥|가오점|대전 동구 동구청로 101|042-282-2927|
김가네김밥|강서점|충북 청주시 흥덕구 서현동로 21|043-232-0022|
김가네김밥|강진점|전남 강진군 강진읍 강진신풍길 58-26|061-432-5955|
김가네김밥|건양대병원점|대전 서구 관저동로 162 건양프라자 108호|042-544-1212|
김가네김밥|경화점|경남 창원시 진해구 경화동 107-6||
김가네김밥|계룡점|충남 계룡시 장안로 59-3 천마빌딩 101호|042-841-7755|
김가네김밥|광양점|전남 광양시 공영로 60|061-793-5558|
김가네김밥|광양터미널점|전남 광양시 광양읍 순광로 688|061-762-8852|
김가네김밥|광영점|전남 광양시 광영로 69|061-793-7703|
김가네김밥|군산시청점|전북 군산시 조촌4길 25|063-451-1245|
김가네김밥|김포구래점|경기 김포시 김포한강9로 77 (구래동)|031-986-5633|
김가네김밥|김포호수마을점|경기 김포시 구래동 6874-2 율곡스퀘어 112호|031-985-1369|
김가네김밥|나주점|전남 나주시 나주로 173 (중앙동)|061-333-5333|
김가네김밥|내수점|서울 종로구 사직로8길 20 삼성파크팰리스 아파트상가 117호|733-3004,5|
김가네김밥|다산아이파크점|경기 남양주시 다산순환로 325  1층 115호|031-555-8033|
김가네김밥|담양점|전남 담양군 담양읍 중앙로 24|061-383-8033|
김가네김밥|대전청사점|대전 서구 둔산중로134번길 39|042-486-1486|
김가네김밥|대화역점|경기 고양시 일산서구 중앙로 1568 (대화동) 하성상가 제 1층 110호|031-913-5656|
김가네김밥|동대문공원점|서울 중구 을지로44길 19 (광희동1가)|02-2277-8884|
김가네김밥|두암점|광주 북구 동문대로 187|062-265-8878|
김가네김밥|두정점|충남 천안시 서북구 두정로 267|041-522-5322|
김가네김밥|둔산점|전북 완주군 봉동읍 둔산1로 130|063-263-3663|
김가네김밥|마곡역점|서울 강서구 마곡중앙6로 16 1층 109호(마곡동,마곡지엠지타워)|02-2658-5859|
김가네김밥|마곡중앙점|서울 강서구 마곡동로 62  1층 116호(마곡사이언스타워)|02-2668-0751|
김가네김밥|명동2호점|서울 중구 명동2길 56|757-7896|
김가네김밥|명지대점|경기 용인시 처인구 명지로60번길 8-14 (역북동)|031-321-8908|
김가네김밥|목원대점|대전 서구 도안북로 112|042-825-8677|
김가네김밥|무안점|전남 무안군 무안읍 무안중앙로 13|061-452-5550|
김가네김밥|문정메트로시티점|서울 송파구 법원로 128  에이동1층 112호(문정동,문정에스케이브이원|02-560-4999|
김가네김밥|문정법조타운점|서울 송파구 법원로11길 25  B128,129호|02-6281-9004|
김가네김밥|미금점|경기 성남시 분당구 성남대로 151 , 1층 112호|031-724-1352|
김가네김밥|백운점|광주 남구 백운로 8 , 1층 101호|062-654-1001|
김가네김밥|삼성점|서울 강남구 삼성로 550|555-5488|
김가네김밥|삼천점|전북 전주시 완산구 거마평로 25|063-224-8259|
김가네김밥|상무점|광주 서구 상무중앙로 57|062-383-7812|
김가네김밥|선운지구점|광주 광산구 선운로 1-3 (선암동 1층)|062-945-7555|
김가네김밥|성내점|서울 강동구 풍성로 93  1층(성내동)|02-485-6550|
김가네김밥|소촌점|광주 광산구 소촌로 86 (소촌동)|062-945-5945|
김가네김밥|송도스마트밸리점|인천 연수구 송도미래로 30 (송도동,송도BRC 스마트밸리 지식산업단지 에프동 지상1층 110호)|032-837-5576|
김가네김밥|송산점|충남 당진시 송산면 서정9길 4|041-356-5919|
김가네김밥|송천점|전북 전주시 덕진구 솔내로 152|063-271-9595|
김가네김밥|수완장덕점|광주 광산구 풍영로329번길 50|062-465-3313|
김가네김밥|순천연향점|전남 순천시 연향3로 33 (연향동)|061-723-1616|
김가네김밥|순천향병원점|충남 천안시 동남구 순천향4길 40|041-579-6550|
김가네김밥|신기점|전남 여수시 새터로 64|061-683-1001|
김가네김밥|신성점|대전 유성구 신성남로 61|042-864-7080|
김가네김밥|신창점|광주 광산구 신창로 64|062-951-8181|
김가네김밥|쌍촌점|광주 서구 상무대로867번길 2|062-383-8832|
김가네김밥|아중점|전북 전주시 덕진구 무삼지로 70|063-242-1237|
김가네김밥|여문점|전남 여수시 문수로 83-1 (문수동)|061-653-5550|
김가네김밥|여의도역점|서울 영등포구 여의나루로 42 (여의도동)|783-5258|
김가네김밥|여천공단점|전남 여수시 여수산단1로 198 (화치동)|061-692-0633|
김가네김밥|역촌점|서울 은평구 갈현로 47-1 (역촌동)|354-8445,6|
김가네김밥|연구단지점|대전 유성구 대덕대로 594 타워코리아 1-101호|042-861-2211|
김가네김밥|염주점|광주 서구 염화로 97|062-372-2008|
김가네김밥|예술대점|광주 북구 용주로30번길 55 (용봉동)|062-528-9981|
김가네김밥|예술회관점|광주 북구 북문대로 53|062-522-1700|
김가네김밥|오치점|광주 북구 서하로 179|062-265-9922|
김가네김밥|옥암점|전남 목포시 부흥로 85 (옥암동)|061-287-6060|
김가네김밥|용산파크타워점|서울 용산구 서빙고로 69 4호|798-3555|
김가네김밥|용인포곡점|경기 용인시 처인구 포곡읍 둔전리|031-322-0640|
김가네김밥|우산점|광주 광산구 무진대로212번길 28 (우산동)|062-944-7555|
김가네김밥|웅천점|전남 여수시 웅천중앙로 8|061-681-0075|
김가네김밥|월곡역점|서울 성북구 화랑로11길 27 (하월곡동)|913-1233|
김가네김밥|위례중앙로점|경기 성남시 수정구 위례동로 147 건아타워 108호|031-758-3131|
김가네김밥|유스퀘어점|광주 서구 무진대로 904 (광천동 , 유스퀘어)|062-365-7555|
김가네김밥|이천터미널점|경기 이천시 이섭대천로 1212|031-632-5533|
김가네김밥|인덕원역점|경기 안양시 동안구 관악대로 472 4호|031-426-8253|
김가네김밥|일곡점|광주 북구 양일로305번길 20 (일곡동)|062-573-2754|
김가네김밥|장기고창마을점|경기 김포시 김포한강2로 222 1층 108호|031-988-1858|
김가네김밥|장안점|서울 동대문구 장안벚꽃로 107  상가1동 113호|2244-7677|
김가네김밥|전대1호점|광주 북구 서방로 15|062-264-1253|
김가네김밥|제주노형점|제주특별자치도 제주시 원노형로 3|064-711-1118|
김가네김밥|제주도남점|제주특별자치도 제주시 연삼로 332|064-723-2777|
김가네김밥|제주삼화점|제주특별자치도 제주시 건주로 65 1층|064-722-4004|
김가네김밥|제주서귀포점|제주특별자치도 서귀포시 중앙로42번길 8|064-733-3550|
김가네김밥|제주아라점|제주특별자치도 제주시 중앙로 568 (아라동 1720-8)|064-757-0036|
김가네김밥|제주이도점|제주특별자치도 제주시 신설로 55 601동 B107|064-722-2343|
김가네김밥|제주탑동점|제주특별자치도 제주시 관덕로11길 8-5 (일도일동)|064-759-1919|
김가네김밥|제주한라대점|제주특별자치도 제주시 한라대학로 75|064-713-8870|
김가네김밥|제천세명점|충북 제천시 세명로 1|043-647-8259|
김가네김밥|조대후문점|광주 동구 필문대로273번길 17|062-232-3046|
김가네김밥|죽림점|전남 여수시 화산로 80|061-681-1234|
김가네김밥|중동점|전남 광양시 중마로 233|061-791-3866|
김가네김밥|중앙푸르지오점|서울 송파구 위례광장로 120 1층상가동 127호|02-406-6007|
김가네김밥|진월2지구점|광주 남구 효우로93번길 5|062-676-7337|
김가네김밥|진월점|광주 남구 서문대로 689-6 1층(진월동)|062-653-7555|
김가네김밥|천안아산역점|충남 아산시 배방읍 고속철대로 147|041-566-3932|
김가네김밥|천안터미널점|충남 천안시 동남구 만남로 43 천안터미널내|041-551-3366|
김가네김밥|청라퍼스트점|인천 서구 청라커낼로260번길 7-11  104호 (경서동, 청라퍼스트타워)|032-568-9403|
김가네김밥|충남대병원점|대전 중구 문화로 273|042-252-0804|
김가네김밥|충주터미널점|충북 충주시 봉계1길 49|043-848-4052|
김가네김밥|콜롬버스점|광주 서구 시청로60번길 21-6|062-462-5567|
김가네김밥|판교우림W시티점|경기 성남시 분당구 판교로255번길 9-22|031-628-7878|
김가네김밥|하남2지구점|광주 광산구 손재로110번길 21|062-954-7060|
김가네김밥|하남점|광주 광산구 사암로215번길 15|062-962-5288|
김가네김밥|하당점|전남 목포시 신흥로 20|061-282-8232|
김가네김밥|한남대점|대전 대덕구 한남로 70 한남대학교 학생식당|042-629-7953|
김가네김밥|혁신중흥점|전남 나주시 상야1길 21|061-333-5455|
김가네김밥|홍성점|충남 홍성군 홍성읍 조양로 142-1|041-631-5977|
김가네김밥|효자점|전북 전주시 완산구 거마평로 147|063-228-1128|
김가네김밥|효천점|광주 남구 행암길 9|062-654-7555|
