번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
90|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212018000011|20181130||01|영업/정상|13|영업중||||||||서울특별시 종로구 창신동 23-740번지 1층 |"서울특별시 종로구 지봉로13가길 30, 1층 (창신동)"|03095|하이얀(Haiyan)|20181130092645|I|2018-12-04 02:20:06.0||201132.539576056    |452802.750023025    |외국인관광 도시민박업||일반주거지역||주택가주변|||단독주택|||1||Haiyan|Urban Tourist Home for Foreigner Only||||||||77.92|||||||||||||78
91|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212018000009|20181026||01|영업/정상|13|영업중||||||||서울특별시 종로구 통인동 155번지 2층 |"서울특별시 종로구 자하문로 31-5, 2층 (통인동)"|03040|TONGIN 155|20190225164215|U|2019-02-27 02:40:00.0||197379.5669626      |452930.325724457    |외국인관광 도시민박업||일반주거지역|5||||단독주택|4|1|3||TONGIN 155|Urban Tourist Home for Foreigner Only||||||||59.67|||||||||||||60
92|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000004|20190326||01|영업/정상|13|영업중||||||||서울특별시 종로구 누상동 62번지 201호|"서울특별시 종로구 옥인2길 5, 201호 (누상동)"|03037|메모리하우스(MEMORY HOUSE)|20190327094530|I|2019-03-29 02:20:08.0||197011.986160416    |453153.643158646    |외국인관광 도시민박업||||||||||1||MEMORY HOUSE|Urban Tourist Home for Foreigner Only||||||||70.59|||||||||||||71
93|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000003|20190306||01|영업/정상|13|영업중||||||||서울특별시 종로구 신영동 229-1번지 동국주택 203호|"서울특별시 종로구 세검정로7나길 24, 203호 (신영동, 동국주택)"|03014|펠릭스홈|20190306093421|I|2019-03-08 02:21:43.0||196371.2599608      |455817.111010173    |외국인관광 도시민박업||일반주거지역|4|주택가주변|||연립주택|3|1|2||Felix Home|Urban Tourist Home for Foreigner Only||||||||81.1|||||||||||||81
94|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000002|20190225||01|영업/정상|13|영업중||||||||서울특별시 종로구 운니동 98-41번지 스튜디오하우스 4층 |"서울특별시 종로구 율곡로6길 22-9, 스튜디오하우스 4층 (운니동)"|03131|STUDIO6st|20190225171224|I|2019-02-27 02:21:34.0||198946.746772944    |452677.045962176    |외국인관광 도시민박업||일반상업지역|4||||다가구용 주택(공동주택적용)|4||2||STUDIO6st|Urban Tourist Home for Foreigner Only||||||||60.25|||||||||||||60
95|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000001|20190116||01|영업/정상|13|영업중||||||||서울특별시 종로구 통의동 91-58번지 |서울특별시 종로구 자하문로10길 10-20 (통의동)|03044|이안하우스(YIAN House)|20190116110722|I|2019-01-18 02:20:52.0||197450.109370969    |452976.418634222    |외국인관광 도시민박업||일반주거지역|1|주택가주변|||단독주택|1||1||YIAN Hounse|Urban Tourist Home for Foreigner Only||||||||42.98|||||||||||||43
96|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000008|20190624||01|영업/정상|13|영업중||||||||서울특별시 종로구 부암동 382-76번지 2층 |"서울특별시 종로구 창의문로9길 33-1, 2층 (부암동)"|03022|JOBS(잡스)|20190624141852|I|2019-06-26 02:21:21.0||196454.275454216    |454368.027190406    |외국인관광 도시민박업|||||||단독주택|||1||JOBS|Urban Tourist Home for Foreigner Only||||||||114.01|||||||||||||114
97|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000007|20190531||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 1-16번지 2층 |"서울특별시 종로구 자하문로7길 76, 2층 (누하동)"|03036|스테이마루|20190531173522|I|2019-06-02 02:21:00.0||197184.7620186      |453141.020572762    |외국인관광 도시민박업|||||||단독주택|||1||STAY MARU|Urban Tourist Home for Foreigner Only||||||||85.19|||||||||||||85
98|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000005|20190509||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 60-2번지 |서울특별시 종로구 자하문로1가길 5 (체부동)|03041|체부하우스|20190509130351|I|2019-05-11 02:20:42.0||197447.213277721    |452719.388550378    |외국인관광 도시민박업|||||||단독주택|||2|92|Chebu House|Urban Tourist Home for Foreigner Only||||||||92.4|||||||||||||92
99|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212019000006|20190520||01|영업/정상|13|영업중||||||||서울특별시 종로구 원남동 264번지 2층 |"서울특별시 종로구 동순라길 80, 2층 (원남동)"|03136|이스트 아뜰리에|20190520093447|I|2019-05-22 02:20:52.0||199616.544173284    |452437.55623174     |외국인관광 도시민박업|||||||단독주택|||3||EAST ATELIER|Urban Tourist Home for Foreigner Only||||||||94.94|||||||||||||95
100|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212018000001|20180125||03|폐업|03|폐업|20190102|||||||서울특별시 종로구 통의동 91-19번지 비스플라자 5층 |"서울특별시 종로구 자하문로10길 16, 비스플라자 5층 (통의동)"|03044|소쿠리홈|20190107210508|U|2019-01-09 02:40:00.0||197487.974635557    |452991.418902843    |외국인관광 도시민박업||일반주거지역|5|기타|||다세대주택|5|5|3||Socuri Home|Urban Tourist Home for Foreigner Only||||||||174.01|||||||||||||174
101|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000009|20160330||01|영업/정상|13|영업중||||||||서울특별시 종로구 이화동 9-539번지 |서울특별시 종로구 이화장1나길 28-1 (이화동)|03098|삼형제 게스트하우스|20180208111451|I|2018-08-31 23:59:59.0||200592.26647774     |452798.937915477    |외국인관광 도시민박업|||2||||단독주택|2|||||||||||||39.66|||||||||||||40
102|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000008|20160307||01|영업/정상|13|영업중||||||||서울특별시 종로구 원서동 76-37번지 |서울특별시 종로구 창덕궁3길 47-5 (원서동)|03057|와이게스트하우스|20180208111542|I|2018-08-31 23:59:59.0||198904.584812516    |453383.691001154    |외국인관광 도시민박업|||2||||단독주택||||||||||||||49.66|||||||||||||50
103|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000007|20160307||01|영업/정상|13|영업중||||||||서울특별시 종로구 명륜4가 188-40번지 |"서울특별시 종로구 창경궁로 240-21, 201호 (명륜4가)"|03079|조이하우스|20180208111415|I|2018-08-31 23:59:59.0||199850.715875469    |453300.98513345     |외국인관광 도시민박업|||||||다가구용 주택(공동주택적용)|2|||||||||||||59.4|||||||||||||59
104|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000006|20160118||03|폐업|03|폐업|20170512|||||||서울특별시 종로구 누하동 278번지 |"서울특별시 종로구 필운대로3길 13-2 (누하동, 목조건물 28.17)"||누하278|20170515091559|I|2018-08-31 23:59:59.0||197134.603512327    |452891.020554969    |외국인관광 도시민박업|||||||||||||||||||||28.17|||||||||||||28
105|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000005|20160118||03|폐업|03|폐업|20160920|||||||서울특별시 종로구 삼청동 10번지 |서울특별시 종로구 삼청로9길 26 (삼청동)||파인그로브|20170330171803|I|2018-08-31 23:59:59.0||198286.259285522    |453908.5798446      |외국인관광 도시민박업|||||||단독주택||||||||||||||124.89|||||||||||||125
106|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000004|20160108||01|영업/정상|13|영업중||||||||서울특별시 종로구 내수동 110-18번지 경희궁빌 |"서울특별시 종로구 경희궁2길 5-3, 104호 (내수동, 경희궁빌)"|03175|까사데아람|20180208111610|I|2018-08-31 23:59:59.0||197329.153193762    |452296.391590981    |외국인관광 도시민박업|||||||연립주택|1|||||||||||||90.68|||||||||||||91
107|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212016000003|20160108||01|영업/정상|13|영업중||||||||서울특별시 종로구 창신동 459-36번지 |"서울특별시 종로구 종로48길 32-1 (창신동, 주1)"|03119|케이게스트하우즈|20170807153559|I|2018-08-31 23:59:59.0||201015.528639857    |452097.771294333    |외국인관광 도시민박업|||||||단독주택|||||K-Guest haus|Urban Tourist Home for Foreigner Only|||||||||||||||||||||
108|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000023|20170825||01|영업/정상|13|영업중|||||027372889|||서울특별시 종로구 통인동 147-4번지 3층 |"서울특별시 종로구 자하문로 35-6, 3층 (통인동, 인왕사우나)"|03040|아뜰리에웨스트사이드|20190510110505|U|2019-05-12 02:40:00.0||197361.848625828    |452983.593503638    |외국인관광 도시민박업||일반주거지역|4|기타|||다가구용 주택(공동주택적용)|3|1|4||ATELIER WESTSIDE|Urban Tourist Home for Foreigner Only||||||||131.57|||||||||||||132
109|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000022|20170824||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 278번지 |서울특별시 종로구 필운대로3길 13-2 (누하동)|03039|누하 278|20170824101716|I|2018-08-31 23:59:59.0||197134.603512327    |452891.020554969    |외국인관광 도시민박업||일반주거지역|2|주택가주변|||단독주택|1|1|||NUHA 278|Urban Tourist Home for Foreigner Only||||||||84.85|||||||||||||85
110|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000017|20170615||01|영업/정상|13|영업중||||||||서울특별시 종로구 필운동 28번지 101호|"서울특별시 종로구 필운대로1길 43-3, 101호 (필운동, 경희궁빌라)"|03027|경희궁뒷집|20170615103728|I|2018-08-31 23:59:59.0||197007.902340212    |452823.995212982    |외국인관광 도시민박업||일반주거지역|3|주택가주변|||다세대주택|3||||The back of Kyunghee Palace|Urban Tourist Home for Foreigner Only||||||||51.66|||||||||||||52
111|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000005|20170117||01|영업/정상|13|영업중||||||||서울특별시 종로구 명륜3가 1-1099번지 |서울특별시 종로구 명륜10길 10-3 (명륜3가)|03064|비엔비하우스 바우네|20170117101603|I|2018-08-31 23:59:59.0||199249.312652338    |454288.319284605    |외국인관광 도시민박업||일반주거지역|4|주택가주변|||단독주택|3|1|||BAU-NE-B&B HOUSE|Urban Tourist Home for Foreigner Only||||||||145.6|||||||||||||146
112|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000004|20170117||01|영업/정상|13|영업중|||||07042201863|||서울특별시 종로구 숭인동 1121번지 |서울특별시 종로구 숭인동길 26-8 (숭인동)|03111|킴스패밀리하우스|20180627093009|I|2018-08-31 23:59:59.0||201883.405789399    |452653.988219476    |외국인관광 도시민박업||준주거지역|1|주택가주변|||단독주택|1||||Kim's family house|Urban Tourist Home for Foreigner Only||||||||57.79|||||||||||||58
113|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000003|20170117||01|영업/정상|13|영업중||||||||서울특별시 종로구 창신동 660-127번지 |서울특별시 종로구 낙산성곽동길 10 (창신동)|03101|그루잠 게스트하우스|20170117100240|I|2018-08-31 23:59:59.0||200750.401953516    |452344.03778754     |외국인관광 도시민박업||일반주거지역|6|주택가주변|||다세대주택|5|1|||GRUZAM GUESTHOUSE|Urban Tourist Home for Foreigner Only||||||||62.44|||||||||||||62
114|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000002|20170106||01|영업/정상|13|영업중||||||||서울특별시 종로구 옥인동 63-1번지 |서울특별시 종로구 필운대로7길 11 (옥인동)|03034|프렌즈게스트하우스|20170106154642|I|2018-08-31 23:59:59.0||197078.412226833    |453248.885298188    |외국인관광 도시민박업||일반주거지역|1|주택가주변|||단독주택|1||||Friends' Guest House|Urban Tourist Home for Foreigner Only||||||||36.36|||||||||50000000||||36
115|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212017000001|20170106||01|영업/정상|13|영업중||||||||서울특별시 종로구 소격동 47번지 |서울특별시 종로구 삼청로2길 14 (소격동)|03053|쥘리앵|20190304172210|U|2019-03-06 02:40:00.0||198252.104644638    |453159.701889268    |외국인관광 도시민박업||일반주거지역|3|주택가주변|||단독주택|2|1|||Julien|Urban Tourist Home for Foreigner Only||||||||143.14|||||||||10000000||||143
116|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212018000006|20180608||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 17-2번지 |서울특별시 종로구 자하문로7길 27-2 (체부동)|03040|헬로우 서촌|20180713112739|I|2018-08-31 23:59:59.0||197316.084981729    |452959.552331905    |외국인관광 도시민박업||일반주거지역|2|기타|||단독주택|1|1|3||Hello Seochon|Urban Tourist Home for Foreigner Only||||||||63.28|||||||||||||63
117|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000012|20151028||03|폐업|03|폐업|20181228|||||||서울특별시 종로구 원서동 86-26번지 조은주택 101호|"서울특별시 종로구 창덕궁4길 13, 101호 (원서동, 조은주택)"|03057|진호하우스|20181231114309|U|2019-01-02 02:40:00.0||198946.556230089    |453305.902075499    |외국인관광 도시민박업|||||||다세대주택|1||||JINHO'S HOUSE|Urban Tourist Home for Foreigner Only||||||||59.84|||||||||||||60
118|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000011|20151023||01|영업/정상|13|영업중||||||||서울특별시 종로구 필운동 130-2번지 |서울특별시 종로구 사직로9가길 5-13 (필운동)|03027|게스트하우스 필운|20190628154853|U|2019-06-30 02:40:00.0||197132.895690315    |452739.72125052     |외국인관광 도시민박업|||||||단독주택|||||Guest House PILUNE|Urban Tourist Home for Foreigner Only||||||||198.67|||||||||||||199
119|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000010|20151023||03|폐업|03|폐업|20170629||||070-5017-7661|||서울특별시 종로구 체부동 79번지 |서울특별시 종로구 자하문로1가길 15 (체부동)||청춘스테이|20170629094807|I|2018-08-31 23:59:59.0||197445.788928331    |452770.443452711    |외국인관광 도시민박업|||1||||단독주택|1|||||||||||||66.11|||||||||||||66
120|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000009|20150909||01|영업/정상|13|영업중||||||||서울특별시 종로구 평창동 89-2번지 1층 |"서울특별시 종로구 평창25길 27, 1층 (평창동)"|03004|물댄동산(A well watered garden)|20180208111607|I|2018-08-31 23:59:59.0||197502.100704042    |456522.63622874     |외국인관광 도시민박업|||||||단독주택|1||||||||||||||||||||||||||
121|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000008|20150825||01|영업/정상|13|영업중||||||||서울특별시 종로구 통인동 149-1번지 1층 |"서울특별시 종로구 자하문로7길 28-5, 1층 (통인동)"|03040|프랜드인서울(Friend in Seoul)|20180208111540|I|2018-08-31 23:59:59.0||197350.739027428    |452980.480770343    |외국인관광 도시민박업|||||||다가구용 주택(공동주택적용)|1||||||||||||||||||||||||||
122|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000007|20150724||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 155번지 |서울특별시 종로구 자하문로1다길 20 (체부동)|03041|한스하우스(Hans house)|20180208111515|I|2018-08-31 23:59:59.0||197320.910878107    |452797.017181278    |외국인관광 도시민박업||일반주거지역|3|학교정화(상대)|||단독주택|2|1||||||||||||150.87|||||||||||||151
123|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212015000006|20150603||03|폐업|03|폐업|20180918|||||||서울특별시 종로구 혜화동 26-6번지 |서울특별시 종로구 창경궁로35길 42-10 (혜화동)|03076|게스트 제이 하우스(Guest J House)|20180919135033|U|2018-09-19 23:59:59.0||200218.337746479    |453952.565342483    |외국인관광 도시민박업||일반주거지역|3|주택가주변|||단독주택|2|1||||||||||||217.88|||||||||||||218
124|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212012000009|20120822||03|폐업|03|폐업|20131230||||735-7071||110043|서울특별시 종로구 통인동 150번지 |서울특별시 종로구 자하문로7길 28-3 (통인동)||란스홈(Ran's Home)|20150508085425|I|2018-08-31 23:59:59.0||197339.57636087     |452978.867033302    |외국인관광 도시민박업||일반주거지역|1||||단독주택|1|||||||||||||98.48|||||||||||||98
125|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212012000008|20120817||03|폐업|03|폐업|20161221||||070-8801-8711||110877|서울특별시 종로구 무악동 60번지 인왕산 I-PARK 108동 303호|"서울특별시 종로구 통일로18길 9, 108동 303호 (무악동, 인왕산 I-PARK)"||인왕산 게스트하우스(Inwangsan Guesthouse)|20161223102959|I|2018-08-31 23:59:59.0||196171.32627844     |452746.033013615    |외국인관광 도시민박업||일반주거지역||학교정화(상대)|||아파트|3|||||||||||||84.85|||||||||||||85
126|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212012000007|20120720||01|영업/정상|13|영업중||||||||서울특별시 종로구 숭인동 178-75번지 |서울특별시 종로구 종로65길 12-24 (숭인동)|03112|진하우스(Jin house)|20180208110100|I|2018-08-31 23:59:59.0||201750.186709628    |452553.752719092    |외국인관광 도시민박업||준주거지역|1||||단독주택|1||3|||||||||||60.24|||||||||||||60
127|외국인관광도시민박업|03_11_04_P|3000000|CDFI2262212012000006|20120704||01|영업/정상|13|영업중||||||||서울특별시 종로구 명륜2가 195-10번지 지하 |"서울특별시 종로구 창경궁로 243-3, 지층 (명륜2가)"|03074|코리아 센트럴 백팩커스(Korea central Backpackers)|20180404163854|I|2018-08-31 23:59:59.0||199828.530201124    |453468.553768826    |외국인관광 도시민박업||일반주거지역|2||||단독주택|||6|||||||||||105.13|||||||||||||105
128|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212012000013|20120814||01|영업/정상|13|영업중|||||701-2500||100873|서울특별시 중구 회현동1가 82-14번지 |서울특별시 중구 퇴계로4길 52-20 (회현동1가)||국제게스트하우스|20131220104738|I|2018-08-31 23:59:59.0||198230.200303483    |450595.824674701    |외국인관광 도시민박업|||||||||||||||||||||139.08|||||||||||||139
129|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000023|20141001||01|영업/정상|13|영업중|||||||100043|서울특별시 중구 남산동3가 13-19번지 |서울특별시 중구 퇴계로24길 2-7 (남산동3가)||서울명동게스트하우스|20160725095639|I|2018-08-31 23:59:59.0||198757.672201594    |450924.059075653    |외국인관광 도시민박업||일반주거지역|2|학교정화(절대)|||단독주택|2||||Seoul Myeongdong Guest House|Urban private room rental business for foreign tourists||||||||64.27|||||||||||||64
130|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000022|20140925||01|영업/정상|13|영업중|||||||100391|서울특별시 중구 장충동1가 33-8번지 1층 |"서울특별시 중구 장충단로8길 11-12, 1층 (장충동1가)"||더메이 포레스트빌|20190508135513|U|2019-05-10 02:40:00.0||200587.712211392    |451123.66530434     |외국인관광 도시민박업||주거지역|2|주택가주변|||단독주택|2||||The Mei Forestvill|Tourist Service Facility||||||||225.8|||||||||||||226
131|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000021|20140731||03|폐업|03|폐업|20190125||||||100041|서울특별시 중구 남산동1가 16-6번지 4층 |서울특별시 중구 퇴계로14길 29 (남산동1가)||루카스게스트하우스|20190125155713|U|2019-01-27 02:40:00.0||198515.571655819    |450769.757511071    |외국인관광 도시민박업||일반주거지역|5|주택가주변|||다가구용 주택(공동주택적용)|5|3|||Lucas Guest House|Tourist Service Facility||||||||59.75|||||||||||||60
132|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212012000012|20120709||01|영업/정상|13|영업중|||||||100713|서울특별시 중구 충무로4가 120-3번지 진양아파트 709 |서울특별시 중구 퇴계로 217 (충무로4가)||홈스테이 마마하우스|20130123142031|I|2018-08-31 23:59:59.0||199571.599470393    |451124.851387624    |외국인관광 도시민박업|||||||||||||||||||||107.9|||||||||||||108
133|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212012000011|20120706||03|폐업|03|폐업|20150915||||6614-2246||100859|서울특별시 중구 중림동 397-14번지 |서울특별시 중구 중림로2길 13-3 (중림동)||방랑 게스트하우스|20151029181519|I|2018-08-31 23:59:59.0||196720.435769712    |450698.278545099    |외국인관광 도시민박업|||4|||||3|1||||||||||||217.8|||||||||||||218
134|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212012000010|20120704||03|폐업|03|폐업|20150324||||||100754|서울특별시 중구 신당동 844번지 남산타운아파트 16-302 |서울특별시 중구 다산로 32 (신당동)||Kay's House|20150325140006|I|2018-08-31 23:59:59.0||200750.455125653    |449638.824308081    |외국인관광 도시민박업|||||||||||||||||||||84.88|||||||||||||85
135|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212012000009|20120703||03|폐업|03|폐업|20130630||||3789-0317||100042|서울특별시 중구 남산동2가 18-12번지 |서울특별시 중구 퇴계로20길 25-30 (남산동2가)||마마 게스트하우스|20130704171901|I|2018-08-31 23:59:59.0||198742.69249913     |450754.924341187    |외국인관광 도시민박업|||2|||||2|||||||||||||109.09|||||||||||||109
136|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000013|20140422||01|영업/정상|13|영업중|||||||100240|서울특별시 중구 주자동 42-2번지 |서울특별시 중구 퇴계로 162-3 (주자동)||원즈빌|20140422101406|I|2018-08-31 23:59:59.0||199039.325257607    |450952.020564408    |외국인관광 도시민박업||주거지역|6|기타|||단독주택|6|||||||||||||213.45|||||||||100000000||||213
137|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212015000005|20150130||01|영업/정상|13|영업중|||||||100806|서울특별시 중구 남창동 190-14번지 4층 |"서울특별시 중구 퇴계로6길 22-1, 4층 (남창동)"||드림하우스3|20150130184954|I|2018-08-31 23:59:59.0||198025.637572799    |450546.012855103    |외국인관광 도시민박업||일반주거지역||주택가주변|||다가구용 주택(공동주택적용)|||||DREAM HOUSE1|Tourist Service Facility||||||||69.46|||||||||||||69
138|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212015000004|20150130||01|영업/정상|13|영업중|||||||100806|서울특별시 중구 남창동 190-14번지 3층 |"서울특별시 중구 퇴계로6길 22-1, 3층 (남창동)"||드림하우스2|20150130184537|I|2018-08-31 23:59:59.0||198025.637572799    |450546.012855103    |외국인관광 도시민박업||일반주거지역||주택가주변|||다가구용 주택(공동주택적용)|||||DREAM HOUSE2|Tourist Service Facility||||||||69.46|||||||||||||69
139|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212015000003|20150130||01|영업/정상|13|영업중|||||||100806|서울특별시 중구 남창동 190-14번지 2층 |"서울특별시 중구 퇴계로6길 22-1, 2층 (남창동)"||드림하우스1|20150130191716|I|2018-08-31 23:59:59.0||198025.637572799    |450546.012855103    |외국인관광 도시민박업||일반상업지역||주택가주변|||다가구용 주택(공동주택적용)|||||DREAM HOUSE1|Tourist Service Facility||||||||69.46|||||||||||||69
140|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000002|20130110||01|영업/정상|13|영업중|||||||100340|서울특별시 중구 산림동 207-2번지 대림아파트 1258호 |"서울특별시 중구 을지로 157, 1258호 (산림동, 대림아파트)"||오케이빌|20150831175350|I|2018-08-31 23:59:59.0||199526.416139264    |451693.211256949    |외국인관광 도시민박업||||||||||||OK Vill|Tourist Service Facility||||||||66.78|||||||||||||67
141|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000020|20140729||03|폐업|03|폐업|20170601||||||100042|서울특별시 중구 남산동2가 43-8번지 |"서울특별시 중구 소공로6길 34, 4층 (남산동2가)"||조아요(zoayo)|20170601162414|I|2018-08-31 23:59:59.0||198604.849196174    |450684.467011547    |외국인관광 도시민박업||일반주거지역|4|주택가주변|||단독주택|||||ZOAYO|Tourist Service Facility||||||||56.85|||||||||||||57
142|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212015000002|20150128||01|영업/정상|13|영업중|||||||100053|서울특별시 중구 회현동3가 4-3번지 |서울특별시 중구 퇴계로16길 14-10 (회현동3가)||88 게스트하우스|20150128091626|I|2018-08-31 23:59:59.0||198519.292527102    |450877.149004663    |외국인관광 도시민박업||일반주거지역|2|주택가주변|||단독주택|2|0|||88 Guest House|Tourist Service Facility||||||||115.05|||||||||||||115
143|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212015000001|20150120||03|폐업|03|폐업|20150204||||||100250|서울특별시 중구 예장동 1-20번지 2층 301호 |"서울특별시 중구 퇴계로32길 40-3, 2층 301호 (예장동)"||드리머스 게스트하우스|20150205092342|I|2018-08-31 23:59:59.0||199270.805070431    |450749.206440395    |외국인관광 도시민박업||일반주거지역||주택가주변||||||||Dreamers Guesthouse|Tourist Service Facility||||||||138.48|||||||||||||138
144|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212014000032|20141230||01|영업/정상|13|영업중|||||||100803|서울특별시 중구 남대문로5가 622번지 1~3층 |"서울특별시 중구 후암로58길 13 (남대문로5가, 1~3층)"||원미닛게스트하우스|20171215105516|I|2018-08-31 23:59:59.0||197696.538549026    |450246.031731427    |외국인관광 도시민박업||일반상업지역||||||||||One minute guesthouse|Tourist Service Facility||||||||107.52|||||||||||||108
145|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000021|20131115||01|영업/정상|13|영업중|||||||100042|서울특별시 중구 남산동2가 27-6번지 3층 |"서울특별시 중구 퇴계로20길 38, 3층 (남산동2가)"||스타리아호스텔|20150512105351|I|2018-08-31 23:59:59.0||198705.705960067    |450691.045797575    |외국인관광 도시민박업||||||||||||Starria Hostel|Tourist Service Facility||||||||104.69|||||||||||||105
146|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000013|20130725||01|영업/정상|13|영업중|||||456-2348||100042|서울특별시 중구 남산동2가 39-5번지 |서울특별시 중구 퇴계로20나길 2-15 (남산동2가)||능마루게스트하우스|20150410130859|I|2018-08-31 23:59:59.0||198633.209458971    |450722.555343336    |외국인관광 도시민박업||일반주거지역|2|학교정화(상대)|||단독주택|||||Nung Maru Guesthouse|Tourist Service Facility||||||||164.81|||||||||||||165
147|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000012|20130724||03|폐업|03|폐업|20151231||||||100817|서울특별시 중구 신당동 851번지 |"서울특별시 중구 퇴계로90길 74, 107동 1301호 (신당동, 래미안신당하이베르)"||코리아즈컴|20170228083713|I|2018-08-31 23:59:59.0||201937.814426024    |451038.095327564    |외국인관광 도시민박업|||||||||||||||||||||117|||||||||||||117
148|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000020|20131107||03|폐업|03|폐업|20141207||||||100250|서울특별시 중구 예장동 1-20번지 2층 301호 |"서울특별시 중구 퇴계로32길 40-3, 2층 301호 (예장동)"||더클래식|20141209114723|I|2018-08-31 23:59:59.0||199270.805070431    |450749.206440395    |외국인관광 도시민박업|||||||||||||||||||||138.48|||||||||||||138
149|외국인관광도시민박업|03_11_04_P|3010000|CDFI2262212013000001|20130110||03|폐업|03|폐업|20130620||||||100042|서울특별시 중구 남산동2가 39-5번지 |서울특별시 중구 퇴계로20나길 2-15 (남산동2가)||제이오너|20130621130742|I|2018-08-31 23:59:59.0||198633.209458971    |450722.555343336    |외국인관광 도시민박업||||||||||||||||||||||||||||||||||
