번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
116|자동차야영장업|03_11_05_P|4250000|CDFI2262142015000001|20150427||01|영업/정상|13|영업중|||||||250855|강원도 홍천군 서면 모곡리 99-8번지 |강원도 홍천군 서면 한서로 1045-29|25100|비발디 캠핑파크|20161129123601|I|2018-08-31 23:59:59.0||253948.742040957    |462611.087896626    |자동차야영장업||관리지역|1|기타|||기타|1|||88|Vivaldi camping park|Auto campground business||||||||4415|||||||||300000000||||4415
117|자동차야영장업|03_11_05_P|4250000|CDFI2262142015000003|20150428||01|영업/정상|13|영업중|||||||250863|강원도 홍천군 내촌면 와야리 805-3번지 |강원도 홍천군 내촌면 비선동길 121-29|25162|달콤한 캠핑장|20150429094446|I|2018-08-31 23:59:59.0||299023.442495836    |477275.548188222    |자동차야영장업||관리지역|2|기타|||기타|2|||198|Dalcomhan camping ground|Auto campground business||||||||143.13|||||||||600000000||||143
118|자동차야영장업|03_11_05_P|4250000|CDFI2262142015000004|20150529||01|영업/정상|13|영업중|||||033-433-7005||250812|강원도 홍천군 화촌면 장평리 1131번지 |강원도 홍천군 화촌면 노루터길 135|25159|오고집 글램핑|20161129123816|I|2018-08-31 23:59:59.0||292354.858728845    |473753.958996187    |자동차야영장업||관리지역|2|기타|||근린생활시설|2|||216|Ogojip glamping|Auto camp ground business||||||||144.4|||||||||5000000||||144
119|자동차야영장업|03_11_05_P|4250000|CDFI2262142015000005|20150605||01|영업/정상|13|영업중|||||033-432-3473||250812|강원도 홍천군 화촌면 군업리 827-2번지 |강원도 홍천군 화촌면 구룡령로 578-10|25159|고인돌 오토캠핑장|20180221163131|I|2018-08-31 23:59:59.0||288144.284741562    |472706.546191553    |자동차야영장업||관리지역|1|기타|||기타|1|||811|Goindol Auto Camp Ground|Auto camp ground business||||||||597.27|||||||||50000000||||597
120|자동차야영장업|03_11_05_P|4250000|CDFI2262142017000001|20170425||01|영업/정상|13|영업중||||||||강원도 홍천군 내촌면 화상대리 1055-3번지 |강원도 홍천군 내촌면 쌍둔지길 157-7|25163|홍천와캠핑|20180125115223|I|2018-08-31 23:59:59.0||290688.684134927    |478141.92492812     |자동차야영장업||관리지역|1|기타|||기타|1|||170|Hongcheon Wa Camping|Auto Camp Ground Business||||||||4995|||||||||||||4995
121|자동차야영장업|03_11_05_P|4250000|CDFI2262142017000002|20170612||01|영업/정상|13|영업중||||||||강원도 홍천군 화촌면 군업리 산 1244번지 |강원도 홍천군 화촌면 당무로 545|25159|공작산계곡 오토캠핑장|20180125115332|I|2018-08-31 23:59:59.0||291525.060828366    |468321.482189838    |자동차야영장업||관리지역||기타|||||||69||||||||||4449|||||||||||||4449
122|자동차야영장업|03_11_05_P|4250000|CDFI2262142014000001|20140626||01|영업/정상|13|영업중|||||033-430-2498||250881|강원도 홍천군 북방면 장항리 200-1번지 |강원도 홍천군 북방면 굴지강변로 322|25116|홍천강 오토캠핑장|20181022191330|U|2018-10-24 02:36:08.0||269434.97675100000  |465914.91699400000  |자동차야영장업||관리지역|1|기타|||기타||||||||||||||31740|||||||||349800000||||31740
123|자동차야영장업|03_11_05_P|4260000|CDFI2262142016000001|20160701||01|영업/정상|13|영업중||||||||강원도 횡성군 청일면 신대리 178-3번지 |강원도 횡성군 청일면 청일로895번길 127|25255|횡성산울림오토캠핑장|20190622134958|U|2019-06-25 02:40:00.0||311004.097685912    |454734.242659602    |자동차야영장업|||||||||||306|||||||||||||||||||||||
124|자동차야영장업|03_11_05_P|4270000|CDFI2262142015000001|20150422||01|영업/정상|13|영업중|||||||230824|"강원도 영월군 김삿갓면 외룡리 190-2번지 외 3필지(190, 189, 190-3) "|강원도 영월군 김삿갓면 영월동로 2696|26247|영월 외룡 캠핑장|20180308160019|I|2018-08-31 23:59:59.0||348011.460945338    |402625.998067616    |자동차야영장업|||||||||||||||||||||2400|||||||||||||2400
125|자동차야영장업|03_11_05_P|4270000|CDFI2262142012000001|20120813||01|영업/정상|13|영업중|||||||230888|강원도 영월군 영월읍 삼옥리 1574-2번지 |강원도 영월군 영월읍 둥글바위길 33||영월 동강오토캠핑장|20190214202314|U|2019-02-16 02:40:00.0||333519.968003585    |412123.070997323    |자동차야영장업|||||||||||||||||||||9505|||||||||||||9505
126|자동차야영장업|03_11_05_P|4270000|CDFI2262142019000001|20190612||01|영업/정상|13|영업중||||||||강원도 영월군 무릉도원면 무릉리 553번지 |강원도 영월군 무릉도원면 명마동길 13|26201|동양원목캠핑장|20190612100408|I|2019-06-14 02:21:30.0||313272.244109453    |421196.048533748    |자동차야영장업||관리지역|||||||||||||||||||2161|||||||||||||2161
127|자동차야영장업|03_11_05_P|4270000|CDFI2262142015000003|20150624||01|영업/정상|13|영업중|||||||230812|"강원도 영월군 중동면 녹전리 781번지 외 3필지(781-1,781-3,781-4) "|강원도 영월군 중동면 태백산로 1133-10|26243|영월약수터 오토캠핑장|20190321103324|U|2019-03-23 02:40:00.0||348899.116877138    |406246.868633987    |자동차야영장업|||||||||||||||||||||4672|||||||||||||4672
128|자동차야영장업|03_11_05_P|4270000|CDFI2262142015000002|20150526||03|폐업|03|폐업|20151016||||||230861|"강원도 영월군 무릉도원면 두산리 810번지 외 4필지(742-1,809,809-1,809-3) "|강원도 영월군 수주면 황정길 29|26200|길캠프|20151019090702|I|2018-08-31 23:59:59.0||302249.048505706    |422938.957895856    |자동차야영장업|||||||||||||||||||||7555|||||||||||||7555
129|자동차야영장업|03_11_05_P|4270000|CDFI2262142018000001|20180703||01|영업/정상|13|영업중||||||||강원도 영월군 무릉도원면 무릉리 800-5번지 |강원도 영월군 무릉도원면 중방길 2-45|26201|여울소리|20180703101056|I|2018-08-31 23:59:59.0||312428.170071941    |422015.975665256    |자동차야영장업|||||||||||||||||||||2705|||||||||||||2705
130|자동차야영장업|03_11_05_P|4270000|CDFI2262142016000004|20161011||01|영업/정상|13|영업중||||||||강원도 영월군 한반도면 옹정리 440-5번지 |강원도 영월군 한반도면 한반도로 794-22|26213|큐브존 캠핑장|20171219165316|I|2018-08-31 23:59:59.0||319511.579101218    |415158.66521384     |자동차야영장업|||||||||||||||||||||10482|||||||||||||10482
131|자동차야영장업|03_11_05_P|4270000|CDFI2262142018000002|20180713||01|영업/정상|13|영업중||||||||강원도 영월군 무릉도원면 운학리 614-3번지 |강원도 영월군 무릉도원면 고일길 18-5|26200|슬로우캠프|20180713093947|I|2018-08-31 23:59:59.0||305805.042174402    |427793.371045408    |자동차야영장업|||||||||||||||||||||1981|||||||||||||1981
132|자동차야영장업|03_11_05_P|4270000|CDFI2262142016000001|20160526||01|영업/정상|13|영업중||||||||강원도 영월군 김삿갓면 예밀리 536-4번지 |강원도 영월군 김삿갓면 영월동로 1954-38|26246|별마로빌리지캠핑장|20180406141616|I|2018-08-31 23:59:59.0||340827.696170902    |403815.496095469    |자동차야영장업|||||||||||||||||||||938|||||||||||||938
133|자동차야영장업|03_11_05_P|4270000|CDFI2262142016000002|20160609||01|영업/정상|13|영업중||||||||강원도 영월군 무릉도원면 법흥리 |강원도 영월군 수주면 무릉법흥로 516|26201|금방아 민박 캠핑장|20160829150410|I|2018-08-31 23:59:59.0||311726.90253300000  |425069.26056600000  |자동차야영장업|||||||||||||||||||||2262|||||||||||||2262
134|자동차야영장업|03_11_05_P|4270000|CDFI2262142016000003|20160829||01|영업/정상|13|영업중|||||0333752268|||강원도 영월군 무릉도원면 법흥리 297번지 |강원도 영월군 무릉도원면 백년계곡길 142|26201|산여울캠핑장|20190214202435|U|2019-02-16 02:40:00.0||312575.710832143    |431258.777523872    |자동차야영장업|||||||||||||||||||||7693|||||||||100000000||||7693
135|자동차야영장업|03_11_05_P|4280000|CDFI2262142015000001|20150615||03|폐업|03|폐업|20170718||||033 3328829||232936|강원도 평창군 용평면 노동리 86번지 |강원도 평창군 용평면 이승복생가길 160|25312|노동계곡 오토캠핑장|20170718114823|I|2018-08-31 23:59:59.0||330339.237400153    |467392.495363995    |자동차야영장업||관리지역||||||||||||||||||||||||||||||||
136|자동차야영장업|03_11_05_P|4280000|CDFI2262142017000001|20170725||01|영업/정상|13|영업중|||||033 332 8829|||강원도 평창군 용평면 노동리 86번지 |강원도 평창군 용평면 이승복생가길 160 (노동계곡캠핑장)|25312|계방산 오토캠핑장|20180201090726|I|2018-08-31 23:59:59.0||330339.237400153    |467392.495363995    |자동차야영장업||||||||||||||||||||||||||||||||||
137|자동차야영장업|03_11_05_P|4300000|CDFI2262142015000002|20151207||01|영업/정상|13|영업중|||||02 21333926|||강원도 철원군 근북면 유곡리 512번지 |강원도 철원군 근북면 유곡로 545|24052|철원 평화마을 서울캠핑장|20151207110645|I|2018-08-31 23:59:59.0||234826.880073844    |533204.538373755    |자동차야영장업||관리지역||||||||||||||||||||||||||||||||
138|자동차야영장업|03_11_05_P|4300000|CDFI2262142017000001|20171103||01|영업/정상|13|영업중|||||033 458 7200|||강원도 철원군 갈말읍 신철원리 649번지 |강원도 철원군 갈말읍 삼부연로 51|24040|화강 수변 오토 캠핑장|20171103161933|I|2018-08-31 23:59:59.0||227374.907791757    |516009.653766975    |자동차야영장업||||||||||||||||||||||||||||||||||
139|자동차야영장업|03_11_05_P|4300000|CDFI2262142015000001|20150515||01|영업/정상|13|영업중|||||||269803|강원도 철원군 갈말읍 상사리 628-4번지 |강원도 철원군 갈말읍 상사로 377|24028|철원가산농원캠핑장|20180627133820|I|2018-08-31 23:59:59.0||223196.233468441    |524607.898249101    |자동차야영장업||||||||||||||||||||||||||||||||||
140|자동차야영장업|03_11_05_P|4310000|CDFI2262142018000001|20180720||01|영업/정상|13|영업중|||||033 441 4466|||강원도 화천군 간동면 간척리 992-3번지 |강원도 화천군 간동면 배후령길 1144-25|24139|국립화천숲속야영장|20180720161002|I|2018-08-31 23:59:59.0||270046.830223361    |501265.090979538    |자동차야영장업||관리지역|1||||사무실||||||||||||||287.46|||||||||||||287
141|자동차야영장업|03_11_05_P|4310000|CDFI2262142019000001|20190401||01|영업/정상|13|영업중|||||070-7727-1290|||강원도 화천군 화천읍 동촌리 2905-1번지 |강원도 화천군 화천읍 비수구미길 145-145|24110|평화의댐 오토캠핑장|20190401171026|I|2019-04-03 02:20:12.0||274389.186498014    |522941.803721299    |자동차야영장업|||1||||사무실|1|||||||||||||141.97|||||||||||||142
142|자동차야영장업|03_11_05_P|4320000|CDFI2262142016000001|20160321||01|영업/정상|13|영업중|||||0334819828|||강원도 양구군 동면 후곡리 302-2번지 |강원도 양구군 동면 약수터길 28|24510|약수골 캠프촌 오토캠핑장|20190207162557|U|2019-02-09 02:40:00.0||291940.049957174    |518686.531669608    |자동차야영장업||관리지역||기타|||기타|||7|63||||||||||63.4|||||||||6600000||||63
143|자동차야영장업|03_11_05_P|4330000|CDFI2262142016000001|20160602||01|영업/정상|13|영업중||||||||강원도 인제군 인제읍 남북리 815번지 |강원도 인제군 인제읍 비봉로44번길 81|24624|인제나르샤파크 캠핑장|20160602164324|I|2018-08-31 23:59:59.0||302432.122574999    |507037.056814278    |자동차야영장업||||||||||||Inje Narsha Park campground|"The general camp,"|||||||||||||||||||||
144|자동차야영장업|03_11_05_P|4330000|CDFI2262142014000004|20140718||01|영업/정상|13|영업중|||||||252802|강원도 인제군 인제읍 가아리 176-12번지 |||인제 아리캠핑장|20190403152005|U|2019-04-05 02:40:00.0||303285.817893203    |513299.639513454    |자동차야영장업|||1||||기타|1|||18||||||||||2036|||||||||||||2036
145|자동차야영장업|03_11_05_P|4330000|CDFI2262142014000003|20140626||01|영업/정상|13|영업중|||||||252821|강원도 인제군 북면 용대리 1094-5번지 |||구만동 오토캠핑장|20140626090632|I|2018-08-31 23:59:59.0||315968.954106222    |521921.01958998     |자동차야영장업|||1||||근린생활시설|1|||||||||||||1000|||||||||||||1000
146|자동차야영장업|03_11_05_P|4330000|CDFI2262142014000002|20140519||01|영업/정상|13|영업중|||||||252844|강원도 인제군 기린면 진동리 471번지 |강원도 인제군 기린면 조침령로 1418-7|24653|인제연가리오토캠핑장펜션|20190403152632|U|2019-04-05 02:40:00.0||326032.893834305    |497773.829918891    |자동차야영장업|||||||||||141|||||||||||||||||||450000000||||
147|자동차야영장업|03_11_05_P|4340000|CDFI2262142015000004|20151211||01|영업/정상|13|영업중|||||0336317601|||강원도 고성군 토성면 봉포리 40-30번지 |강원도 고성군 토성면 중앙로 646|24765|(주)이랜드파크 켄싱턴리조트 설악비치|20190312144013|U|2019-03-14 02:40:00.0||337648.963089778    |527692.300079611    |자동차야영장업||관리지역|1|기타|||기타||||22|ELAND PARK Kensingtonresort Seorakbeach|Service(Auto Camping)||||||||9817|||||||||||||9817
148|자동차야영장업|03_11_05_P|4340000|CDFI2262142016000002|20160708||01|영업/정상|13|영업중||||||||강원도 고성군 토성면 용촌리 84-3번지 |강원도 고성군 토성면 중앙로 642-22 (청간정콘도)|24766|청간정콘도 카라반 캠핑장|20171206114734|I|2018-08-31 23:59:59.0||337754.77649915     |527586.201286257    |자동차야영장업||관리지역||||||||||Cheong Kan Jeong Kondo Karaba Camping resort|Service(Auto camping)||||||||1872|||||||||||||1872
149|자동차야영장업|03_11_05_P|4340000|CDFI2262142016000003|20160715||03|폐업|03|폐업|20160927|||||||강원도 고성군 죽왕면 오호리 68-15번지 |강원도 고성군 죽왕면 봉수대길 1 (봉수대관리사무소)|24747|봉수대오토캠핑장|20160927152914|I|2018-08-31 23:59:59.0||333430.514067652    |536664.167321026    |자동차야영장업||관리지역|1|기타|||근린생활시설|1||||Bong soo dae camping resort|Service(Auto Camping)||||||||51633|||||||||||||51633
150|자동차야영장업|03_11_05_P|4340000|CDFI2262142017000001|20170515||01|영업/정상|13|영업중|||||033-680-3422|||강원도 고성군 거진읍 송정리 80-93번지 |강원도 고성군 거진읍 건봉사로 1504|24709|수목화 송정마을 오토캠핑장|20170515091250|I|2018-08-31 23:59:59.0||324263.326925251    |549543.343967482    |자동차야영장업|||||||||||105|||||||||||||||||||||||
151|자동차야영장업|03_11_05_P|4340000|CDFI2262142017000003|20170721||03|폐업|03|폐업|20181106||||033 680 3356|||강원도 고성군 죽왕면 문암진리 19-3번지 |강원도 고성군 죽왕면 문암항길 133|24752|백도오토캠핑장|20181106183516|U|2018-11-08 02:36:21.0||335167.154781258    |534170.202767731    |자동차야영장업|||||||||||||||||||||24527|||||||||||||24527
152|자동차야영장업|03_11_05_P|4340000|CDFI2262142015000001|20150521||01|영업/정상|13|영업중|||||033-681-5244||219821|강원도 고성군 죽왕면 오봉리 8-10번지 |강원도 고성군 죽왕면 동해대로 6090|24747|송지호 오토캠핑장|20160314145902|I|2018-08-31 23:59:59.0||332270.679645796    |538793.932794307    |자동차야영장업||관리지역|1|기타|||숙박시설|1|||||||||||||30500|||||||||0||||30500
153|자동차야영장업|03_11_05_P|4340000|CDFI2262142019000001|20190513||01|영업/정상|13|영업중||||||||강원도 고성군 현내면 명파리 230-29번지 |강원도 고성군 현내면 명파4길 47|24701|명파 해변 오토캠핑장|20190513193515|I|2019-05-15 02:21:01.0||322460.898977131    |560966.930924387    |자동차야영장업||관리지역||기타|||||||||||||||||10961|||||||||||||10961
154|자동차야영장업|03_11_05_P|4340000|CDFI2262142018000001|20180920||03|폐업|03|폐업|20181106|||||||강원도 고성군 죽왕면 문암진리 19-3번지 |강원도 고성군 죽왕면 문암항길 133|24752|백도오토캠핑장|20181106183543|U|2018-11-08 02:36:21.0||335167.154781258    |534170.202767731    |자동차야영장업||||기타|||||||||||||||||8605|||||||||||||8605
155|자동차야영장업|03_11_05_P|4340000|CDFI2262142016000007|20160927||01|영업/정상|13|영업중|||||0336803736|||강원도 고성군 죽왕면 삼포리 |강원도 고성군 죽왕면 봉수대길 1 (봉수대해변)|24747|봉수대오토캠핑장|20160927172932|I|2018-08-31 23:59:59.0||||자동차야영장업||||||||||||||||||||||||||||||||||
156|자동차야영장업|03_11_05_P|4340000|CDFI2262142015000003|20151026||01|영업/정상|13|영업중|||||0336314255|||강원도 고성군 죽왕면 문암진리 134-78번지 |강원도 고성군 죽왕면 괘진길 54|24752|티피캠핑장|20160307162743|I|2018-08-31 23:59:59.0||335451.650985651    |533679.450764742    |자동차야영장업||관리지역|1|기타|||기타|1||||TEE PEE CAMPING RESORT|Service||||||||1037.82|||||||||150000000||||1038
157|자동차야영장업|03_11_05_P|4340000|CDFI2262142019000003|20190625||01|영업/정상|13|영업중||||||||강원도 고성군 토성면 신평리 458-60번지 말보로맨 |"강원도 고성군 토성면 서신평1길 46, 말보로맨"|24763|말보로맨 오토캠핑장|20190625135536|I|2019-06-27 02:21:22.0||332348.058185597    |526478.166561374    |자동차야영장업||관리지역||기타|||기타||||||||||||||4913|||||||||||||4913
158|자동차야영장업|03_11_05_P|4340000|CDFI2262142019000002|20190531||01|영업/정상|13|영업중||||||||강원도 고성군 죽왕면 문암진리 19-3번지 |강원도 고성군 죽왕면 문암항길 133|24752|백도오토캠핑장|20190618095217|U|2019-06-20 02:40:00.0||335167.154781258    |534170.202767731    |자동차야영장업||관리지역||기타|||||||||||||||||8605|||||||||||||8605
159|자동차야영장업|03_11_05_P|4340000|CDFI2262142015000002|20150804||01|영업/정상|13|영업중|||||0336824290|||강원도 고성군 현내면 죽정리 365번지 |강원도 고성군 현내면 모정2길 2|24707|화진포 오토캠핑장|20160314102534|I|2018-08-31 23:59:59.0||323873.137425186    |552813.536270022    |자동차야영장업||관리지역|1|기타|||기타|1|||||||||||||1084.96|||||||||||||1085
160|자동차야영장업|03_11_05_P|4350000|CDFI2262142015000001|20150528||01|영업/정상|13|영업중|||||033673 1806||215811|강원도 양양군 서면 미천리 산 5번지 |강원도 양양군 서면 미천골길 115|25040|국립미천골자연휴양림|20150601175854|I|2018-08-31 23:59:59.0||335972.207230865    |492112.357144759    |자동차야영장업||관리지역||기타|||||||||||||||||10706|||||||||||||10706
161|자동차야영장업|03_11_05_P|4350000|CDFI2262142015000002|20150605||01|영업/정상|13|영업중|||||||215811|강원도 양양군 서면 서림리 402-15번지 |강원도 양양군 서면 구룡령로 1694|25040|그루터기 캠핑장|20150605143237|I|2018-08-31 23:59:59.0||332563.850023287    |495787.12320047     |자동차야영장업||관리지역||기타|||||||||||||||||2487|||||||||||||2487
162|자동차야영장업|03_11_05_P|4350000|CDFI2262142015000003|20150618||01|영업/정상|13|영업중|||||0336702518||215801|강원도 양양군 양양읍 조산리 399-59번지 |강원도 양양군 양양읍 해맞이길 125|25015|낙산해변야영장|20170530164635|I|2018-08-31 23:59:59.0||343625.740813097    |513445.47231681     |자동차야영장업||관리지역||기타|||||||||||||||||13033|||||||||||||13033
163|자동차야영장업|03_11_05_P|4350000|CDFI2262142016000001|20160112||01|영업/정상|13|영업중||||||||강원도 양양군 서면 범부리 384-17번지 |강원도 양양군 서면 고인돌길 200-49|25036|양양 고인돌 오토캠핑장|20160112143616|I|2018-08-31 23:59:59.0||338136.418548782    |506861.406615003    |자동차야영장업||관리지역|1|기타|||창고|1|||||||||||||250.88|||||||||350000000||||251
164|자동차야영장업|03_11_05_P|4350000|CDFI2262142016000002|20160324||01|영업/정상|13|영업중||||||||강원도 양양군 현남면 시변리 17-1번지 |강원도 양양군 현남면 인구중앙길 88 (양양죽도오토캠핑장)|25053|양양죽도오토캠핑장|20180131181903|I|2018-08-31 23:59:59.0||354544.725299344    |498087.725548853    |자동차야영장업||자연녹지지역|1|기타|||기타|1|||||||||||||6716|||||||||50000000||||6716
165|자동차야영장업|03_11_05_P|4350000|CDFI2262142016000003|20160725||01|영업/정상|13|영업중|||||033 673 4041|||강원도 양양군 서면 갈천리 118-12번지 |강원도 양양군 서면 구룡령로 1103-12|25040|갈천오토캠핑장|20171215174156|I|2018-08-31 23:59:59.0||331828.548846568    |490944.191221546    |자동차야영장업||관리지역|1|기타|||기타|1|||||||||||||290.79|||||||||20000000||||291
166|자동차야영장업|03_11_05_P|4350000|CDFI2262142016000004|20160725||01|영업/정상|13|영업중|||||033 673 1637|||강원도 양양군 현북면 어성전리 814번지 |강원도 양양군 현북면 법수치길 277 (자연과우리)|25050|자연과우리펜션야영장|20160725155602|I|2018-08-31 23:59:59.0||344639.184489443    |494334.548948838    |자동차야영장업||관리지역|1|기타|||기타|1|||||||||||||40|||||||||20000000||||40
167|자동차야영장업|03_11_05_P|4350000|CDFI2262142016000005|20161110||01|영업/정상|13|영업중|||||033 670 2726|||강원도 양양군 현남면 지경리 24-8번지 |||지경국민여가캠핑장|20161110175854|I|2018-08-31 23:59:59.0||358293.529225482    |492627.301303788    |자동차야영장업||관리지역|1|기타|||기타||||||||||||||59.5|||||||||||||60
168|자동차야영장업|03_11_05_P|4390000|CDFI2262142014000001|20140916||01|영업/정상|13|영업중|||||||380823|충청북도 충주시 금가면 유송리 244-4번지 |충청북도 충주시 금가면 강변길 11-37|27445|요카카 오토캠핑장|20160301135812|I|2018-08-31 23:59:59.0||279658.337632       |388574.620946       |자동차야영장업||||||||||||||||||||||||||||||||||
169|자동차야영장업|03_11_05_P|4390000|CDFI2262142015000001|20150526||01|영업/정상|13|영업중|||||070-8266-7781||380813|충청북도 충주시 동량면 하천리 443-2번지 |충청북도 충주시 동량면 호반로 696-1|27322|충주호캠핑장|20150526165457|I|2018-08-31 23:59:59.0||292631.385515       |392244.160844       |자동차야영장업||관리지역|2|기타|||근린생활시설|2|||||||||||||9271|||||||||300000000||||9271
170|자동차야영장업|03_11_05_P|4390000|CDFI2262142016000001|20161207||01|영업/정상|13|영업중|||||0438570911|||충청북도 충주시 산척면 명서리 512-2번지 |||천등산 캠핑장|20161207091106|I|2018-08-31 23:59:59.0||292379.685186       |397294.737758       |자동차야영장업||관리지역||기타|||기타||||||||||||||3000|||||||||||||3000
171|자동차야영장업|03_11_05_P|4390000|CDFI2262142017000001|20171226||01|영업/정상|13|영업중||||||||충청북도 충주시 금가면 유송리 244-32번지 |||요카카 관광농원|20180305171038|I|2018-08-31 23:59:59.0||||자동차야영장업||관리지역|||||||||||||||||||8767|||||||||296000000||||8767
172|자동차야영장업|03_11_05_P|4390000|CDFI2262142013000001|20130718||01|영업/정상|13|영업중|||||||380841|충청북도 충주시 엄정면 추평리 455-6번지 |충청북도 충주시 엄정면 가춘리길 19|27311|충주 반딧불 오토 캠핑장|20170322132409|I|2018-08-31 23:59:59.0||282216.626093       |403011.287789       |자동차야영장업|||||||||||||||||||||11020|||||||||10000000||||11020
173|자동차야영장업|03_11_05_P|4400000|CDFI2262142015000004|20150731||01|영업/정상|13|영업중|||||||390862|충청북도 제천시 한수면 송계리 1172-8번지 |||월악산국립공원 송계자동차야영장|20150731084604|I|2018-08-31 23:59:59.0||296063.975909       |376473.858576       |자동차야영장업||자연녹지지역||기타||||||||||||||||||||||||||||||
174|자동차야영장업|03_11_05_P|4400000|CDFI2262142015000003|20150731||01|영업/정상|13|영업중|||||043 653 3250|||충청북도 제천시 한수면 송계리 70-2번지 |||월악산국립공원 닷돈재자동차야영장|20170516104741|I|2018-08-31 23:59:59.0||297456.328436       |371954.001534       |자동차야영장업||보전녹지지역||||||||||||||||||||||||||||||||
175|자동차야영장업|03_11_05_P|4400000|CDFI2262142015000002|20150522||01|영업/정상|13|영업중||||||||충청북도 제천시 금성면 성내리 41-1번지 |충청북도 제천시 금성면 청풍호로39길 103|27211|청풍호오토캠핑장|20170516104900|I|2018-08-31 23:59:59.0||305420.131467       |392552.923511       |자동차야영장업||관리지역||기타|||근린생활시설||||||||||||||7098|||||||||||||7098
176|자동차야영장업|03_11_05_P|4400000|CDFI2262142015000001|20150520||01|영업/정상|13|영업중||||||||충청북도 제천시 덕산면 수산리 487-7번지 |충청북도 제천시 덕산면 월악산로 6|27225|월악 한울캠핑장|20180705180321|I|2018-08-31 23:59:59.0||298822.482914       |379744.770125       |자동차야영장업||관리지역|||||근린생활시설||||||||||||||2007|||||||||||||2007
177|자동차야영장업|03_11_05_P|4400000|CDFI2262142014000001|20140829||01|영업/정상|13|영업중|||||||390881|충청북도 제천시 백운면 운학리 313-9번지 |충청북도 제천시 백운면 운학길 81|27102|스카이운학 캠핑장|20161025101508|I|2018-08-31 23:59:59.0||288733.915609       |412544.984358       |자동차야영장업||관리지역||기타|||||||||||||||||12712|||||||||||||12712
178|자동차야영장업|03_11_05_P|4440000|CDFI2262142018000001|20180312||01|영업/정상|13|영업중||||||||충청북도 영동군 상촌면 물한리 260번지 |충청북도 영동군 상촌면 물한계곡로 896|29126|별밤펜션 캠핑장|20180313102840|I|2018-08-31 23:59:59.0||279305.411006       |287992.961699       |자동차야영장업|||||||||||200|||||||||||||||||||50000000||||
179|자동차야영장업|03_11_05_P|4450000|CDFI2262142014000001|20141024||01|영업/정상|13|영업중|||||043-532-2341||365863|충청북도 진천군 문백면 은탄리 802-3번지 |충청북도 진천군 문백면 은진로 29|27867|충북대학교 천문대 천문 체험학교|20141024082744|I|2018-08-31 23:59:59.0||242358.266406       |364575.380002       |자동차야영장업||관리지역||기타|||||||||||||||||3009|||||||||||||3009
180|자동차야영장업|03_11_05_P|4470000|CDFI2262142015000002|20150608||01|영업/정상|13|영업중|||||043 878 2556||369906|충청북도 음성군 금왕읍 백야리 310-24번지 |충청북도 음성군 금왕읍 백야로 461-97|27682|백야자연휴양림 오토캠핑장|20181213112219|U|2018-12-15 02:40:00.0||254035.220964       |384094.170365       |자동차야영장업|||||||||||||||||||||1451|||||||||||||1451
181|자동차야영장업|03_11_05_P|4470000|CDFI2262142015000001|20150424||01|영업/정상|13|영업중|||||070-7740-4697||369841|충청북도 음성군 생극면 관성리 13-1번지 |충청북도 음성군 생극면 일생로 544|27621|주)도산도방 관성체험학교|20150424173652|I|2018-08-31 23:59:59.0||251495.986459       |392529.042576       |자동차야영장업|||||||||||||||||||||18922|||||||||10000000||||18922
182|자동차야영장업|03_11_05_P|4470000|CDFI2262142016000001|20161102||01|영업/정상|13|영업중|||||043 8713762|||충청북도 음성군 생극면 차곡리 197-3번지 |충청북도 음성군 생극면 차생로 310-108|27616|수레의산 국민여가캠핑장|20190107111922|U|2019-01-09 02:40:00.0||257964.590589       |393351.021871       |자동차야영장업||관리지역||기타|||||||||||||||||25625|||||||||||||25625
183|자동차야영장업|03_11_05_P|4480000|CDFI2262142015000001|20150306||01|영업/정상|13|영업중|||||||395823|충청북도 단양군 가곡면 향산리 342-2번지 |충청북도 단양군 가곡면 남한강로 1117|27022|포시즌|20150306123854|I|2018-08-31 23:59:59.0||326496.992271       |396464.065786       |자동차야영장업||||기타||||||||||||||||||||||||||||||
184|자동차야영장업|03_11_05_P|4480000|CDFI2262142015000002|20150501||03|폐업|03|폐업|20181130||||||395832|충청북도 단양군 영춘면 동대리 806번지 |충청북도 단양군 영춘면 영부로 2545|27019|소백산자락길캠핑장|20181202091438|U|2018-12-04 02:40:00.0||335045.399285       |397933.480802       |자동차야영장업||||||||||||||||||||||||||||||||||
