NAME|BRANCH|NEWADDR|OLDADDR|TELL|TIME
위니아에이드|전주서신점|전라북도 전주시 완산구 백제대로 422 | 전라북도 전주시 완산구 서신동 775번지 |063-252-3633|영업시간 : 10:30~19:30
위니아에이드|전주송천점|전라북도 전주시 덕진구 송천중앙로 209 (송천동1가) | 전라북도 전주시 덕진구 송천동1가 869-1 |063-251-2315|영업시간 : 10:00 ~ 20:00
위니아에이드|정읍점|전라북도 정읍시 충정로 367 | 전라북도 정읍시 연지동 327-34번지 |063-534-3733|영업시간 : 10:30~19:30
위니아에이드|정자사거리점|경기도 수원시 장안구 수성로 280 (영화동, 동부축산) 1층 위니아딤채스테이| 경기도 수원시 장안구 영화동 394-3 1층 위니아딤채스테이|031-253-7773|영업시간 : 10:30~20:00
위니아에이드|제주점|제주특별자치도 제주시 북성로 27 | 제주특별자치도 제주시 삼도이동 1112-1 |064-755-9095|영업시간 : 10:00~19:30
위니아에이드|제천점|충청북도 제천시 의림대로 192 (중앙로2가) | 충청북도 제천시 중앙로2가 66-16 |043-653-7040|영업시간 : 10:00~20:00
위니아에이드|주안점|인천광역시 남구 경원대로 752 | 인천광역시 남구 주안동 1565번지 |032-421-5900|영업시간 : 10:00~20:30
위니아에이드|죽전점|대구광역시 달서구 달구벌대로 1524 | 대구광역시 달서구 감삼동 600-17 |053-572-9900|영업시간 : 10:00~20:00
위니아에이드|죽전직영점|경기도 용인시 수지구 용구대로2772번길 3-5 (죽전동, 현대오일뱅크신화주유소) 위니아딤채| 경기도 용인시 수지구 죽전동 877-4 위니아딤채|031-329-3800|영업시간 : 10:30-20:30
위니아에이드|중랑점|서울특별시 중랑구 동일로 675 (면목동, 동남빌딩) | 서울특별시 중랑구 면목동 180-2 |02-438-0846|영업시간 : 10:00~20:30
위니아에이드|중리점|대전광역시 대덕구 계족로 551 | 대전광역시 대덕구 중리동 189-2 |042-622-5050|영업시간 : 09:00~19:00
위니아에이드|진접오남점|경기도 남양주시 진접읍 진건오남로 996 | 경기도 남양주시 진접읍 연평리 112-19 |031-527-7772|영업시간 : 10:00~20:30
위니아에이드|철산점|경기도 광명시 오리로 887 | 경기도 광명시 철산3동 473-14 보보스텔 1층 |02-3666-1900|영업시간 : 09:00~21:00
위니아에이드|첨단점|광주광역시 북구 첨단연신로 107번길 45-22 1층 104호| 광주광역시 북구 신용동 694번지 1층 104호|062-571-9881|영업시간 : 10:00~19:30
위니아에이드|청주율량점|충청북도 청주시 청원구 충청대로 98 (율량동, 한길빌딩) | 충청북도 청주시 청원구 율량동 2016 |043-222-1133|영업시간 : 09:00-20:00
위니아에이드|춘천점|강원도 춘천시 춘천로 70-1 | 강원도 춘천시 효자1동 684-6 |033-255-9558|영업시간 : 10:00~20:00
위니아에이드|충북혁신점|충청북도 음성군 맹동면 진성로 721 | 충청북도 음성군 맹동면 신돈리 52-24 |043-883-0112|영업시간 : 09:30~20:30
위니아에이드|충주점|충청북도 충주시 국원대로 124 | 충청북도 충주시 연수동 1148-1 |043-852-7400|영업시간 : 09:00~21:00
위니아에이드|칠곡점|대구광역시 북구 칠곡중앙대로 340 | 대구광역시 북구 태전동 1049-5번지 |053-322-9999|영업시간 : 10:00~20:00
위니아에이드|침산점|대구광역시 북구 중앙대로 602 (침산동) | 대구광역시 북구 침산동 13-4 |053-256-1363|영업시간 : 10:00~20:00
위니아에이드|태평점|경기도 성남시 수정구 성남대로 1222 | 경기도 성남시 수정구 수진2동 3011번지 |031-754-7700|영업시간 : 10:00~20:30
위니아에이드|통영점|경상남도 통영시 광도면 죽림3로 33, 나동 102호 | 경상남도 통영시 광도면 죽림리 1569-11 |055-649-7979|영업시간 : 10:30~20:30
위니아에이드|파주운정점|경기도 파주시 미래로310번길 13-21 (동패동) | 경기도 파주시 동패동 22-4 |031-949-2612|영업시간 : 10:30~19:30
위니아에이드|판암점|대전광역시 동구 옥천로 71 (판암동) | 대전광역시 동구 판암동 605-4 |042-285-2346|영업시간 : 09:00~20:00
위니아에이드|평택비전점|경기도 평택시 평택4로 110 | 경기도 평택시 비전동 818-1 |031-653-4507|영업시간 : 10:00~20:00
위니아에이드|평택세교점|경기도 평택시 평택로 295 (세교동) | 경기도 평택시 세교동 406-26 |031-657-6622|영업시간 : 10:00~20:00
위니아에이드|평택안중점|경기도 평택시 안중읍 안중로 140 | 경기도 평택시 안중읍 안중리 231-3 |031-686-8842|영업시간 : 09:00~20:00
위니아에이드|평화점|전라북도 전주시 완산구 장승배기로 172 | 전라북도 전주시 완산구 평화동 1가 631-1 |063-229-7300|영업시간 : 10:00~20:00
위니아에이드|포항오광장점|경상북도 포항시 북구 포스코대로 282 | 경상북도 포항시 북구 죽도동 644-18 |054-274-2777|영업시간 : 10:00~20:00
위니아에이드|포항오천점|경상북도 포항시 남구 오천읍 원동로131번길 1 (세기빌딩) | 경상북도 포항시 남구 오천읍 원리 1070 |054-293-3077|영업시간 : 10:00~20:00
위니아에이드|하남점|경기도 하남시 하남대로 794 | 경기도 하남시 신장동 565-9 |031-794-6664|영업시간 : 09:00~21:00
위니아에이드|합포점|경상남도 창원시 마산합포구 산호북2길 2 (산호동, 남명정형외과) 위니아 딤채| 경상남도 창원시 마산합포구 산호동 14-25 위니아딤채|055-224-0407|영업시간 : 10:00~20:00
위니아에이드|해남점|전라남도 해남군 (한국타이어해남총판) | 전라남도 해남군 해남읍 남외리 403-2 |061-535-0445|영업시간 : 09:00~19:00
위니아에이드|해운대점|부산광역시 해운대구 해운대로 785 (좌동, 까르띠움) 1층 101호| 부산광역시 해운대구 좌동 1459-5 까르띠움 1층 101호|051-701-9053|영업시간 : 10:30~20:30
위니아에이드|현풍점|대구광역시 달성군 현풍읍 테크노대로 61 1층| 대구광역시 달성군 현풍읍 중리 505 |053-611-1363|영업시간 : 10:00~20:00
위니아에이드|홍성점|충청남도 홍성군 홍성읍 의사로36번길 42-1 (고암리) | 충청남도 홍성군 홍성읍 고암리 988-1 |041-635-0564|영업시간 : 10:00~20:30
위니아에이드|홍제역점|서울특별시 서대문구 통일로 426 | 서울특별시 서대문구 홍제동 137-12 |02-3667-8886|영업시간 : 10:00~20:30
위니아에이드|홍천점|강원도 홍천군 홍천읍 연봉로 31 | 강원도 홍천군 홍천읍 연봉리 477 |033-433-6555|영업시간 : 10:00~20:00
위니아에이드|화곡점|서울특별시 강서구 강서로 330 (동아빌딩) 1층| 서울특별시 강서구 내발산동 666-4 |02-2694-8700|영업시간 : 10:00~20:30
위니아에이드|화성병점점|경기도 화성시 효행로 976 (진안동) | 경기도 화성시 진안동 485-12 |031-211-3322|영업시간 : 10:00~20:30
위니아에이드|화정점|경기도 고양시 덕양구 화중로 54 서일빌딩 | 경기도 고양시 덕양구 화정동 984 서일빌딩 |031-964-9500|영업시간 : 09:30~20:30
위니아에이드|황금점|대구광역시 수성구 동대구로 94 | 대구광역시 수성구 지산동 950-6 |053-768-5989|영업시간 : 10:00~20:00
