NAME|BRANCH|NEWADDR|OLDADDR|TELL
LGU플러스|창천동현대백화점 |서울 서대문구 연세로5가길 1 1층 (창천동)|서울시 서대문구 창천동 57-8 1층|070-8225-9120
LGU플러스|천호동천호로데오점 |서울시 강동구 천호대로157길 41 [지번주소] 천호2동 412-6 (천호동)|서울시 강동구 천호동 412-6 [지번주소] 천호2동 412-6|02-485-9019
LGU플러스|청량리동금강제화점 |서울 동대문구 왕산로 193 1층 (청량리동)|서울시 동대문구 청량리동 750 1층|070-5136-2356
LGU플러스|청량리동청량리역3번출구점 |서울 동대문구 왕산로 209 1층 (청량리동)|서울시 동대문구 청량리동 260 1층|070-5030-4570
LGU플러스|필동대한극장점 |서울 중구 퇴계로 220 1호 (충무로4가)|서울시 중구 충무로4가 116-10 1호|070-4320-8777
LGU플러스|합정동교보문고점 |서울 마포구 월드컵로1길 14 지하2층 (합정동, 마포한강푸르지오)|서울시 마포구 합정동 472 마포한강푸르지오아파트 지하2층|02-6925-5628
LGU플러스|행운동관악점 |서울시 관악구 관악로 192 1층 LGU+|서울시 관악구 봉천동 851-30 1층 LGU|070-4898-0936
LGU플러스|홍제동홍제역점 |서울 서대문구 통일로 432-2 (홍제동)|서울시 서대문구 홍제동 174-28|070-4098-5556
LGU플러스|화곡동강서구청점 |서울시 강서구 화곡로 322 1층 엘지유플러스 (화곡동)|서울시 강서구 화곡동 1117-16 1층 엘지유플러스|070-4065-8288
LGU플러스|화곡동까치산역1번출구점 |서울 강서구 강서로 52 (화곡동)|서울시 강서구 화곡동 341-65|02-2677-0040
LGU플러스|화곡동까치산역3번출구점 |서울 강서구 강서로 45 1층 (화곡동)|서울시 강서구 화곡동 343-51 1층|070-5217-3026
LGU플러스|화곡동목동사거리점 |서울시 강서구 등촌로 17 (화곡동)|서울시 강서구 화곡동 781-6|070-4045-1141
LGU플러스|화곡동화곡역7번출구점 |서울 강서구 강서로 171 (화곡동)|서울시 강서구 화곡동 1065-31|070-7543-7907
LGU플러스|화양동건대입구역2번출구점 |서울 광진구 능동로 111 (화양동)|서울시 광진구 화양동 5-106|070-7543-5063
LGU플러스|회기동회기역사거리점 |서울 동대문구 이문로 29 (회기동)|서울시 동대문구 회기동 346-7|070-4064-8971
LGU플러스|흑석동중앙대점 |서울 동작구 흑석로 110-1 (흑석동)|서울시 동작구 흑석동 182-7|070-7543-7524
LGU플러스|가야1동가야대로점 |부산 부산진구 가야대로 590-2  (가야동) .|부산시 부산진구 가야동 271-29|070-7543-5464
LGU플러스|가양동보건대입구점 |대전 동구 우암로 331 (가양동)|대전시 동구 가양동 87-1|042-471-1008
LGU플러스|가오동은어송점 |대전 동구 은어송로 55 (가오동, 그린타워)|대전시 동구 가오동 609 KB그린타워|042-272-1019
LGU플러스|가정1동서경백화점점 |인천 서구 가정로 372 1층 (가정동)|인천시 서구 가정동 505-23 1층|070-4829-9333
LGU플러스|가좌2동가좌시장점 |인천 서구 장고개로337번길 16 LG유플러스 가좌한신휴플러스 (가좌동)|인천시 서구 가좌동 11 LG유플러스 가좌한신휴플러스|032-719-4078
LGU플러스|가좌3동해오름도서관점 |인천 서구 원적로 85 1층 LG유플러스 (가좌동, 우신프라자)|인천시 서구 가좌동 122-4 우신프라자 1층 LG유플러스|032-208-7560
LGU플러스|간석2동올리브백화점 |인천 남동구 남동대로 886 (간석동)|인천시 남동구 간석동 206-2|032-425-5505
LGU플러스|감삼동감삼네거리점 |대구 달서구 달구벌대로 1659 (감삼동)|대구시 달서구 감삼동 61-10|070-8614-7493
LGU플러스|감정동감정점 |경기도 김포시 중봉1로 9 1층(감정동)|경기도 김포시 감정동 527-1 1층|070-7543-5060
LGU플러스|강서동터미널점 |충북 청주시 흥덕구 2순환로 1240 청주엠케이메디컬센터 1층 106호 (강서동)|충북 청주시 흥덕구 강서동 477 청주엠케이메디컬센터 1층 106호|043-715-1231
LGU플러스|강정동신시가지점 |제주특별자치도 서귀포시 월드컵로 8 (강정동)|제주특별자치도 서귀포시 강정동 231-2|070-8621-5236
LGU플러스|거모동도일시장점 |경기 시흥시 도일로 129 (거모동)|경기도 시흥시 거모동 1753-4|031-495-9809
LGU플러스|거제1동연제구점 |부산 연제구 아시아드대로 96 (거제동)|부산시 연제구 거제동 1476-5|070-4655-7416
LGU플러스|검암동검암점 |인천시 서구 승학로 515 1층 검단1,2,3,4동, 마전동, 백성동, 연희동, 검암동, 심곡동, 가정동 (마전동) (검암동)|인천시 서구 검암동 596-3 1층 검단1,2,3,4동 ,마전동,백성동,연희동,검암동,심곡동,가정동 (마전동)|070-8682-7563
LGU플러스|경안동이마트점 |경기도 광주시 경안로 3 .|경기도 광주시 경안동 20-65|031-766-3098
LGU플러스|계산2동계산동우체국점 |인천 계양구 계산동 929-4번지 엘지유플러스|인천시 계양구 계산동 929-4 엘지유플러스|070-4009-8757
LGU플러스|고강본동고강사거리점 |경기 부천시 오정구 역곡로 480 1층 (고강동, 양천프라자빌딩)|경기도 부천시 고강동 347 1층 양천프라자빌딩|070-8623-5633
LGU플러스|고사동중앙점 |전북 전주시 완산구 팔달로 193 엘지유플러스 (고사동)|전북 전주시 완산구 고사동 35-2 엘지유플러스|070-4065-5551
LGU플러스|고성읍고성점 |경남 고성군 고성읍 동외로 169 .|경남 고성군 고성읍 동외리 287-9|055-673-9685
LGU플러스|고잔2동안산롯데백화점점 |경기도 안산시 단원구 고잔1길 16 (고잔동,중앙마케이트)|경기도 안산시 단원구 고잔동 535 중앙마케이트|070-5017-9658
LGU플러스|고잔2동안산점 |경기도 안산시 단원구 고잔1길 17 경기 안산시 단원구 고잔1길 17 1층 (고잔동, 대유빌딩) (고잔동)|경기도 안산시 단원구 고잔동 534-1 대유빌딩 경기 안산시 단원구 고잔1길 17 1층|031-402-1019
LGU플러스|고잔2동중앙약국점 |경기 안산시 단원구 예술대학로 11 102호 (고잔동, 해남빌딩)|경기도 안산시 단원구 고잔동 535-3 해남빌딩 102호|031-0408-7719
LGU플러스|고잔동고잔신도시점 |경기 안산시 단원구 광덕대로 145 109호 (고잔동, 강희그랜드오피스텔)|경기도 안산시 단원구 고잔동 717 강희그랜드빌 109호|070-4062-0702
LGU플러스|고잔동월드타운사거리점 |경기도 안산시 단원구 광덕대로 174 C동 152호 ,153호(고잔동,월드타운)|경기도 안산시 단원구 고잔동 768 월드타운 C동 152호 ,153호|070-7747-7142
LGU플러스|고현동거제점 |경남 거제시 거제중앙로 1899 경남 거제시 고현동 961-152 (고현동)|경남 거제시 고현동 961-152 경남 거제시 고현동 961-152|055-636-9685
LGU플러스|고현동거제중앙로점 |경남 거제시 거제중앙로 1888 (고현동)|경남 거제시 고현동 37-14|055-634-2011
LGU플러스|고현동고현중앙점 |경남 거제시 거제중앙로 1913 (고현동)|경남 거제시 고현동 961-25|055-634-2019
LGU플러스|곤지암읍곤지암터미널점 |경기 광주시 곤지암읍 곤지암로 43 .|경기도 광주시 곤지암읍 곤지암리 433-8|031-789-0622
LGU플러스|공평동대구백화점점 |대구 중구 동성로6길 16 (공평동)|대구시 중구 공평동 34-2|070-8614-7493
LGU플러스|관양1동관양시장입구점 |경기도 안양시 동안구 관악대로 341 관양시장 입구 수촌마을 관양동 인덕원 (관양동)|경기도 안양시 동안구 관양동 1420-43 관양시장 입구 수촌마을 관양동 인덕원|070-8292-3006
LGU플러스|관양1동수촌농협점 |경기 안양시 동안구 관악대로 287 (관양동)|경기도 안양시 동안구 관양동 1384-28|031-384-0701
LGU플러스|관저동하이존점 |대전 서구 관저로 157 (관저동)|대전시 서구 관저동 1340|042-710-0770
LGU플러스|광도면죽림점 |경남 통영시 광도면 죽림4로 19-10 .|경남 통영시 광도면 죽림리 1570|055-649-2010
LGU플러스|광명동광명사거리역2번출구점 |경기도 광명시 오리로 971-1 (광명) (광명동)|경기도 광명시 광명동 158-509 (광명동)|070-5104-0474
LGU플러스|광복동광복로점 |부산 중구 광복로 69 (광복동2가)|부산시 중구 광복동2가 18-3|070-5051-9117
LGU플러스|광안4동광안역6번출구점 |부산 수영구 호암로 2 (광안동)|부산시 수영구 광안동 744-19|070-5022-9908
LGU플러스|광정동광림프라자점 |경기 군포시 산본로323번길 16-15 LG유플러스 광림빌딩 (산본동)|경기도 군포시 산본동 1135 LG유플러스 광림빌딩|031-393-9019
LGU플러스|광정동산본로데오점 |경기 군포시 산본로323번길 16-29 1층 청송프라자 (산본동, LG유플러스)|경기도 군포시 산본동 1136-1 청송프라자 1층  (LG유플러스)|031-483-1019
LGU플러스|광정동산본역3번출구점 |경기도 군포시 산본로323번길 16-12 광정동 1134-1번지 센타빌딩B동 104호|경기도 군포시 산본동 1134-1 광정동  센타빌딩B동 104호|031-391-1701
LGU플러스|괴안동역곡남부역점 |경기 부천시 소사구 경인로498번길 9 1층 (괴안동, 서진빌딩)|경기도 부천시 괴안동 114 1층 서진빌딩|032-347-5511
LGU플러스|괴정3동대티역점 |부산 사하구 낙동대로 162 285-12 (괴정동)|부산시 사하구 괴정동 285-12|070-5103-6641
LGU플러스|괴정동롯데백화점 |대전 서구 계룡로 590 (괴정동)|대전시 서구 괴정동 5-26|042-524-2010
LGU플러스|교동시내점 |전남 여수시 통제영2길 9-1 (교동)|전남 여수시 교동 381|061-666-7271
LGU플러스|구갈동기흥구청점 |경기도 용인시 기흥구 구갈로 70 구갈메가타운 LG유플러스|경기도 용인시 기흥구 구갈동 352 구갈메가타운 LG유플러스|070-4042-4142
LGU플러스|구래동구래점 |경기 김포시 김포한강8로 378 111호 (구래동, 웅신프라자)|경기도 김포시 구래동 6885-3 웅신프라자 111호|070-5017-7966
LGU플러스|구미동오리역점 |경기 성남시 분당구 성남대로 38 케이엔에프코퍼레이션 (구미동)|경기도 성남시 분당구 구미동 185-1 케이앤에프코퍼레이션|070-5217-3929
LGU플러스|구미동2001아울렛점 |경기 성남시 분당구 돌마로 52 1층 (구미동, MD프라자)|경기도 성남시 분당구 구미동 8-2 MD프라자 1층|070-8682-9848
LGU플러스|구서2동두실역점 |부산시 금정구 중앙대로 1947 부산광역시 금정구 구서동 163-13 (구서동)|부산시 금정구 구서동 163-13 부산광역시 금정구 구서동 163-13|070-4007-5453
LGU플러스|구월1동구월로데오광장점 |인천시 남동구 성말로 9 이노프라자 104호 1층 LGU+ (구월동)|인천시 남동구 구월동 1457 이노프라자 104호 1층 LGU|070-5017-9570
LGU플러스|구월1동구월로데오점 |인천시 남동구 인하로489번길 22 인천시 남동구 구월동 1466 102호 (구월동)|인천시 남동구 구월동 1466 인천시 남동구 구월동 1466 102호|032-441-2019
LGU플러스|구월2동힐스테이트점 |인천시 남동구 구월로 212 구월동 23번지 1층 간석동, 주안동, 구월동, 만수동, 서창동, 장수동, 십정동, 남동구, 향촌 (구월동)|인천시 남동구 구월동 23 구월동 1층 간석동,주안동,구월동,만수동,서창동,장수동,십정동,남동구,향촌|032-463-8081
LGU플러스|구월4동구월롯데캐슬점 |인천 남동구 호구포로 792 LG유플러스 (구월동)|인천시 남동구 구월동 1265-10 LG유플러스|070-5017-4531
LGU플러스|구월4동모래내시장역점 |인천시 남동구 호구포로 818 104호 (구월동)|인천시 남동구 구월동 1264 104호|032-469-1011
LGU플러스|구월동구월신세계점 |인천 남동구 인하로 497-8 1층 (구월동, 오아시스빌딩)|인천시 남동구 구월동 1470 오아시스빌딩 1층|070-8285-5700
LGU플러스|금곡동칠보마을점 |경기도 수원시 권선구 금곡로102번길 30 ★구주소★(경기도 수원시 권선구 금곡로 560번지 엘지유플러스 1층)|경기도 수원시 권선구 금곡동 1083 ★구주소★(경기도 수원시 권선구 금곡로 560번지 엘지유플러스 1층)|070-5017-8996
LGU플러스|금광동E편한세상점 |경기 성남시 중원구 광명로 337 (금광동)|경기도 성남시 중원구 금광동 3666|070-8611-3201
LGU플러스|금남로1가YMCA점 |광주 동구 금남로 246 (금남로1가)|광주시 동구 금남로1가 19-4|062-714-1920
LGU플러스|금왕읍금왕농협점 |충북 음성군 금왕읍 무극로 291 .|충북 음성군 금왕읍 무극리 242-10|070-4060-0669
LGU플러스|금천동국민은행점 |충북 청주시 상당구 수영로 277 1층 (금천동, 태평양빌딩)|충북 청주시 상당구 금천동 227 1층 태평양빌딩|043-223-6010
LGU플러스|금천동금천광장점 |충북 청주시 상당구 중고개로 322 드림메디칼 1층 102호 (금천동)|충북 청주시 상당구 금천동 285 드림메디칼 1층 102호|043-221-6019
LGU플러스|금촌동금릉지하차도점 |경기 파주시 금빛로 24-27 109호 (금촌동, 제일메디컬빌딩)|경기도 파주시 금촌동 988-6 109호 제일메디컬빌딩|070-4007-3600
LGU플러스|금촌동금촌로터리점 |경기도 파주시 후곡로 1 (금촌동)|경기도 파주시 금촌동 952-1|070-4681-2800
LGU플러스|금촌동금촌역점 |경기도 파주시 중앙로 327 엘지유플러스|경기도 파주시 금촌동 329-98 엘지유플러스|031-947-6975
LGU플러스|기장읍읍내로점 |부산시 기장군 기장읍 읍내로 110 부산시 기장군 동부리 278-1 엘지유플러스 (기장읍)|부산시 기장군 기장읍 동부리 278-1 부산시 기장군 동부리 278-1 엘지유플러스 (기장읍)|070-4079-3305
LGU플러스|남문로2가우리은행점 |충북 청주시 상당구 성안로 50  (남문로2가) .|충북 청주시 상당구 남문로2가 68|070-4642-6884
LGU플러스|남양동삼척우체국점 |강원 삼척시 진주로 35 (남양동)|강원도 삼척시 남양동 17-13|070-8611-7512
LGU플러스|남외동병영사거리점 |울산 중구 번영로 584 (남외동)|울산시 중구 남외동 485-9|070-4633-6860
LGU플러스|남일동아카데미극장점 |대구 중구 중앙대로 410-1 (남일동)|대구시 중구 남일동 79-3|070-5135-5791
LGU플러스|남천1동금련산역점 |부산시 수영구 수영로 468 남광빌딩 1층 LG유플러스 (남천동 30-14번지) (남천동)|부산시 수영구 남천동 30-14 남광빌딩 1층 LG유플러스 (남천동 30-14번지)|070-5022-6605
LGU플러스|남포동3가부산극장점 |부산시 중구 비프광장로 31 (남포동3가)|부산시 중구 남포동3가 1-1|070-5217-4815
LGU플러스|남포동5가자갈치역점 |부산 중구 구덕로 50-1 LG유플러스 (남포동5가)|부산시 중구 남포동5가 3-7 LG유플러스|051-241-0711
LGU플러스|내당동삼익뉴타운점 |대구시 서구 평리로 248 . (내당동)|대구시 서구 내당동 300-1|070-8245-5857
LGU플러스|내서읍삼계로점 |경남 창원시 마산회원구 내서읍 삼계로 12 서현메티칼빌딩 1층 엘지유플러스 (내서읍)|경남 창원시 마산회원구 내서읍 삼계리 26-6 서현메티칼빌딩 1층 엘지유플러스 (내서읍)|070-7576-2284
LGU플러스|내손1동내손점 |경기도 의왕시 계원대학로 2 롯데프라자 104호 (내손동)|경기도 의왕시 내손동 746 롯데프라자 104호|070-5022-7750
LGU플러스|노은동노은광장점 |대전시 유성구 은구비남로33번길 51 (지족동)|대전시 유성구 지족동 902-4|042-331-5003
LGU플러스|노형동구노형점 |제주특별자치도 제주시 월랑로 13 (노형동,라자아일랜드빌딩)|제주특별자치도 제주시 노형동 1281-1 라자아일랜드빌딩|064-747-9019
LGU플러스|노형동노형로타리점 |제주 제주시 노형로 407 107호 (노형동, 노형타워)|제주특별자치도 제주시 노형동 1288-5 노형타워 107호|064-805-7018
LGU플러스|노형동사거리점 |제주 제주시 월랑로 36 1층 (노형동)|제주특별자치도 제주시 노형동 1054-5 1층|064-713-7022
LGU플러스|노형동신노형점 |제주 제주시 1100로 3334 (노형동)|제주특별자치도 제주시 노형동 920-2|070-5025-2623
LGU플러스|노형동신시가지점 |제주 제주시 연북로 34 1층 (노형동)|제주특별자치도 제주시 노형동 725 1층|064-805-2010
LGU플러스|논현동인천논현점 |인천시 남동구 논고개로 101 (논현동, 아름다운타워)|인천시 남동구 논현동 649-3 아름다운타워|070-8623-1233
LGU플러스|단구동롯데시네마점 |강원 원주시 서원대로 396 스타월드 1층 (단구동)|강원도 원주시 단구동 1511-2 스타월드 1층|033-761-4522
LGU플러스|당감4동화승삼성아파트점 |부산 부산진구 당감로 61 (당감동)|부산시 부산진구 당감동 730-80|070-4070-4810
LGU플러스|당하동완정역사거리점 |인천 서구 원당대로 660 (당하동)|인천시 서구 당하동 1092-1|070-4365-4082
LGU플러스|대동영남대점 |경북 경산시 대학로 291 LG유플러스 (대동)|경북 경산시 대동 168-1 LG유플러스|053-1544-6215
LGU플러스|대명동서부정류장점 |대구 남구 대명로 2-3  (대명동) .|대구시 남구 대명동 1135-2|053-422-3511
LGU플러스|대명동영대병원점 |대구시 남구 중앙대로 151 / (대명동)|대구시 남구 대명동 37-1|070-4062-4706
LGU플러스|대안동갤러리아점 |경남 진주시 촉석로 185 (대안동)|경남 진주시 대안동 16-17|055-743-4019
LGU플러스|대안동롯데시네마점 |경남 진주시 진양호로527번길 2 (대안동)|경남 진주시 대안동 20-10|055-741-4019
LGU플러스|대안동중앙시장점 |경남 진주시 진주대로 1067-1 (대안동)|경남 진주시 대안동 14-1|070-4379-8362
LGU플러스|대연5동못골시장점 |부산시 남구 수영로 201 부산광역시 남구 대연동 1759-2 (대연동)|부산시 남구 대연동 1759-2 부산광역시 남구 대연동 1759-2|070-8223-2262
LGU플러스|대연동경성대정문점 |부산시 남구 용소로 5 부산광역시 남구 대연동 55-7번지 동영빌딩1층 (대연동)|부산시 남구 대연동 55-7 부산광역시 남구 대연동  동영빌딩1층|070-4098-1244
LGU플러스|대원동창원천로점 |경남 창원시 의창구 창원천로94번길 19 자이 111호 (대원동, 더시티세븐)|경남 창원시 의창구 대원동 121 더시티세븐자이아파트 자이 111호|070-4647-4833
LGU플러스|대청동젤미마을점 |경남 김해시 번화1로80번길 15 다성아워스 1층 105호 (대청동)|경남 김해시 대청동 62-6 다성아워스 1층 105호|070-5217-4240
LGU플러스|덕진동덕진우체국점 |전북 전주시 덕진구 기린대로 486-1 (덕진동1가)|전북 전주시 덕진구 덕진동1가 1276-24|063-717-2019
LGU플러스|덕진동전북대구정문점 |전북 전주시 덕진구 명륜4길 13 (덕진동1가)|전북 전주시 덕진구 덕진동1가 1261-31|070-4084-0012
LGU플러스|덕천2동덕천1길점 |부산 북구 덕천1길 19 (덕천동)|부산시 북구 덕천동 400-9|070-5217-3929
LGU플러스|덕천2동만덕대로점 |부산 북구 만덕대로 28 1층 (덕천동)|부산시 북구 덕천동 401-15 1층|051-205-0720
LGU플러스|덕천동덕천역점 |부산 북구 백양대로 1203  (구포동) .|부산시 북구 구포동 146-6|070-4065-0161
LGU플러스|덕천동젊음의거리점 |부산 북구 만덕대로 18 (덕천동)|부산시 북구 덕천동 401-1|070-5217-4237
LGU플러스|덕포동덕포시장점 |부산 사상구 사상로293번길 5 (덕포동)|부산시 사상구 덕포동 422-2|051-304-0720
LGU플러스|덕풍동하남프라자점 |경기 하남시 신장로 156 1층 104호 (덕풍동, 하남프라자)|경기도 하남시 덕풍동 394-1 하남프라자 1층 104호|031-795-0838
LGU플러스|도남동도남로점 |제주 제주시 도남로 56 (도남동)|제주특별자치도 제주시 도남동 52|070-4644-3135
LGU플러스|도농동도농점 |경기 남양주시 도농로 29 LG유플러스 (도농동, 부영프라자)|경기도 남양주시 다산동 4065 부영프라자 LG유플러스|070-4024-5528
LGU플러스|도마동도마네거리점 |대전시 서구 도산로 51 도마라이프클리닉 1층 (도마동)|대전시 서구 도마동 172-15 도마라이프클리닉 1층|042-525-4506
LGU플러스|도원동도원네거리점 |대구 달서구 도원로 24 (도원동)|대구시 달서구 도원동 1432|070-4001-1233
LGU플러스|동문동동문사거리점 |충남 서산시 고운로 219 1층 (동문동)|충남 서산시 동문동 421-23 1층|070-4046-4039
LGU플러스|동문동동부시장점 |충남 서산시 시장1로 13 (동문동)|충남 서산시 동문동 902-3|041-668-5019
LGU플러스|동문동터미널점 |충남 서산시 안견로 185 (동문동)|충남 서산시 동문동 307-37|041-669-9010
LGU플러스|동부동옥류사거리점 |울산 동구 동해안로 25 엘지유플러스 (동부동)|울산시 동구 동부동 259-2 엘지유플러스|052-211-8019
LGU플러스|동성로3가중앙파출소점 |대구 중구 동성로 1 (동성로3가)|대구시 중구 동성로3가 31-2|070-8224-5962
LGU플러스|동천동동천육교점 CS우수매장|대구 북구 학정로 421 LG유플러스 (동천동, 일도프라자)|대구시 북구 동천동 912-1 일도프라자 LG유플러스|053-311-8077
LGU플러스|동천동칠곡프라자점 |대구 북구 동암로 96 (동천동)|대구시 북구 동천동 895-1|070-4045-5019
LGU플러스|동춘2동연수점 |인천 연수구 앵고개로 262 (동춘동)|인천시 연수구 동춘동 936-8|032-811-2010
LGU플러스|두류동두류네거리점 |대구시 달서구 달구벌대로 1728 (두류동)|대구시 달서구 두류동 488-1|053-472-5004
LGU플러스|두산동황금네거리점 |대구시 수성구 동대구로 95 (두산동,수성SK리더스뷰아파트)|대구시 수성구 두산동 113 수성SK리더스뷰아파트|070-7514-0123
LGU플러스|두암동무등도서관점 |광주시 북구 동문대로 157 엘지유플러스 (두암동)|광주시 북구 두암동 568-6 엘지유플러스|070-8614-4318
LGU플러스|두암동주공2단지점 |광주 북구 밤실로 206 (두암동)|광주시 북구 두암동 308-11|070-4318-0123
LGU플러스|두정동디지털월드점 |충남 천안시 서북구 두정로 228 (두정동)|충남 천안시 서북구 두정동 1467|070-8285-5337
LGU플러스|둔산3동세이브존점 |대전 서구 둔산로 214 (둔산동)|대전시 서구 둔산동 1820|042-482-4022
LGU플러스|둔산동까치네거리점 |대전시 서구 둔산남로 99 (둔산동)|대전시 서구 둔산동 1429|042-489-8388
LGU플러스|둔산동타임월드네거리점 |대전 서구 둔산로 52 (둔산동)|대전시 서구 둔산동 1169|070-4042-2223
LGU플러스|둔산동타임월드점 |대전 서구 둔산로 34 1층 (둔산동, 씨엔씨타워)|대전시 서구 둔산동 1039 씨엔씨타워 1층|042-484-5003
LGU플러스|마두동뉴코아백화점 |경기 고양시 일산동구 중앙로 1194 105호 (마두동, 금강프라자)|경기도 고양시 일산동구 마두동 798-3 금강프라자 105호|070-4045-4591
LGU플러스|마두동마두역점 |경기 고양시 일산동구 중앙로 1172 112 (마두동, 그랜드프라자)|경기도 고양시 일산동구 마두동 802-1 112그랜드프라자|070-5147-5570
LGU플러스|마전동마전역1번출구점 |인천시 서구 완정로 60 정안빌딩 1층 검단1,2,3,4동, 마전동, 백성동, 연희동, 검암동, 심곡동, 가정동 (마전동)|인천시 서구 마전동 1000-12 정안빌딩 1층 검단1,2,3,4동 ,마전동,백성동,연희동,검암동,심곡동,가정동|070-8232-7563
LGU플러스|만수동남동초등학교점 |인천 남동구 만수6동 1041 2번지 한별프라자 101호|인천시 남동구 만수동 1041-2 한별프라자 101호|032-406-0452
LGU플러스|만수동만수시장점 |인천시 남동구 만수로 63 1층 LGU+ 만수직영점 (만수동)|인천시 남동구 만수동 71 1층 LGU+ 만수직영점|070-4806-4010
LGU플러스|망포동망포역점 |경기 수원시 영통구 태장로 88 LG유플러스 (망포동)|경기도 수원시 영통구 망포동 544-1 LG유플러스|070-4369-5184
LGU플러스|매산로1가수원로터리점 |경기 수원시 팔달구 덕영대로 915-1 (매산로1가)|경기도 수원시 팔달구 매산로1가 79-1|070-8285-7002
LGU플러스|매산로1가수원역로데오점 |경기도 수원시 팔달구 향교로 3 수원역 로데오거리 스킨푸드 옆 (매산로1가)|경기도 수원시 팔달구 매산로1가 16-16 수원역 로데오거리 스킨푸드 옆|070-8623-8992
LGU플러스|매산로1가AK프라자점 |경기도 수원시 팔달구 덕영대로 933 1층 엘지유플러스 (매산로1가)|경기도 수원시 팔달구 매산로1가 57-32 1층 엘지유플러스|031-215-1010
LGU플러스|매탄3동영통구청점 |경기도 수원시 영통구 효원로 393 밀레니엄프라자 116호|경기도 수원시 영통구 매탄동 1267-5 밀래니엄프라자 116호|070-8202-0031
LGU플러스|명륜동동래역점 |부산 동래구 명륜동 533-115번지|부산시 동래구 명륜동 533-115|051-554-3373
LGU플러스|명륜동목포중앙점 |전남 목포시 영산로 93-1 (명륜동)|전남 목포시 명륜동 6-2|061-284-5019
LGU플러스|명지동명지점 |부산 강서구 명지오션시티4로 60  (명지동, 골든프라자빌딩) .|부산시 강서구 명지동 3238-16 골든프라자빌딩|070-8285-5505
LGU플러스|모종동아산터미널점 |충남 아산시 번영로 220 (모종동)|충남 아산시 모종동 566|070-8623-4111
LGU플러스|모현동사거리점 |전북 익산시 선화로 89 엘지유플러스 (모현동1가)|전북 익산시 모현동1가 337-8 엘지유플러스|070-4076-0130
LGU플러스|무거동신복로터리점 |울산 남구 대학로 163 (무거동)|울산시 남구 무거동 860-6|070-4001-0026
LGU플러스|무거동울산대학교점 |울산 남구 대학로 94 (무거동)|울산시 남구 무거동 619-1|070-4633-5175
LGU플러스|무양동상주터미널점 |경북 상주시 삼백로 86 1층 (무양동)|경북 상주시 무양동 281-11 1층|070-5217-4014
LGU플러스|문산리축협점 |경기도 파주시 문산읍 문산로 42-1 1층 엘지유플러스|경기도 파주시 문산읍 문산리 10-61 1층 엘지유플러스|070-5135-2225
LGU플러스|문화동경남대정문점 |경남 창원시 마산합포구 해안대로 1 (월남동5가, 삼우빌딩)|경남 창원시 마산합포구 월남동5가 4-92 삼우빌딩|055-241-1019
LGU플러스|문화동홈플러스점 |대전 중구 계백로1686번길 16 101동 102호 (문화동, 한신휴플러스보르미)|대전시 중구 문화동 311-3 한신휴플러스보르미아파트 101동 102호|042-255-4012
LGU플러스|물금읍나래메트로시티점 |경남 양산시 물금읍 새실로 159 나래메트로시티 C동 105호|경남 양산시 물금읍 가촌리 1280-4 나래메트로시티 C동 105호|070-5104-1243
LGU플러스|물금읍범어리점 |경남 양산시 물금읍 범어로 76 (범어리,네오코아)|경남 양산시 물금읍 범어리 2711-9 네오코아|070-5111-4567
LGU플러스|박달1동박달시장점 |경기도 안양시 만안구 양화로 135 .|경기도 안양시 만안구 박달동 16-19|070-8736-2959
LGU플러스|반림동반송시장점 |경남 창원시 성산구 원이대로473번길 20-3 반송시장 신협상가 1층 엘지유플러스 (반림동)|경남 창원시 성산구 반림동 17-16 반송시장 신협상가 1층 엘지유플러스|070-8286-3019
LGU플러스|반송1동도서관점 |부산시 해운대구 아랫반송로21번길 21 부산 해운대구 반송동 257-338 (반송동)|부산시 해운대구 반송동 257-149 부산 해운대구 반송동 257-338|070-4655-7899
LGU플러스|반송동나루마을점 |경기도 화성시 동탄솔빛로 58 동유프라자 1층 (반송동)|경기도 화성시 반송동 217-3 동우프라자 1층|070-4001-9848
LGU플러스|반송동솔빛사거리점 |경기 화성시 동탄반석로 120 1층 (반송동, 제일프라자)|경기도 화성시 반송동 107-8 제일프라자 1층|070-4300-8082
LGU플러스|방촌동방촌시장점 |대구 동구 동촌로 228 1층 엘지유플러스 (방촌동)|대구시 동구 방촌동 1068-1 1층 엘지유플러스|070-5110-5033
LGU플러스|범계동범계로데오점 |경기 안양시 동안구 평촌대로223번길 48 (호계동)|경기도 안양시 동안구 호계동 1045-7|070-4300-6019
LGU플러스|범계동범계역1번출구점 |경기도 안양시 동안구 동안로 128 1층 엘지유플러스 (호계동)|경기도 안양시 동안구 호계동 1045 1층 엘지유플러스|070-5025-6570
LGU플러스|범계동범계점 |경기도 안양시 동안구 동안로 120 평촌스포츠센터 105호 (호계동)|경기도 안양시 동안구 호계동 1051 평촌스포츠센터 105호|031-360-3608
LGU플러스|범서읍구영점 |울산 울주군 범서읍 구영로 94 엠프라자 1층 109호 (외1필지)|울산시 울주군 범서읍 구영리 851-4 엠프라자 1층 109호 (외1필지)|052-716-2537
LGU플러스|범어동로데오타운점 |대구 수성구 달구벌대로 2516  (범어동) .|대구시 수성구 범어동 206-5|070-7514-0127
LGU플러스|범일2동범일동점 |부산 동구 범일로 103 (범일동)|부산시 동구 범일동 917-4|051-1811-9455
