##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|XCOORD|YCOORD
티스테이션|문정점|02-403-3385|서울특별시 송파구 새말로 98||127.124796|37.482435
티스테이션|방배점|02-3471-1918|서울특별시 서초구 효령로 225||127.008669|37.483784
티스테이션|신월점|02-2693-2456|서울특별시 양천구 중앙로 305||126.8508602|37.5232428
티스테이션|청량리점|02-923-1369|서울특별시 동대문구 고산자로 485||127.038327|37.583050
티스테이션|가산IT점|02-859-6183|서울특별시 금천구 가산로 86||126.894946|37.473760
티스테이션|개포점|02-575-9187|서울특별시||127.048335|37.473637
티스테이션|목동신정교점|02-2653-7721|서울특별시 양천구 신목로 39-1||126.872986|37.518900
티스테이션|상도점|02-3280-8760|서울특별시 동작구 상도로 400||126.955729|37.493435
티스테이션|송정점|02-466-8600|서울특별시 성동구 광나루로 333||127.066795|37.548508
티스테이션|신림점|02-889-9965|서울특별시 관악구 신림로 222||126.936947|37.477509
티스테이션|영등포점|02-2677-1900|서울특별시 영등포구 국회대로 655||126.906704|37.525665
티스테이션|가락점|02-420-6789|서울특별시 송파구 중대로 201||127.126177|37.499966
티스테이션|구기점|02-379-8220|서울특별시 종로구 진흥로 462-1||126.959301|37.606607
티스테이션|내방점|02-533-3544|서울특별시 서초구 방배중앙로 122||126.987510|37.490010
티스테이션|도봉점|02-3491-3068|서울특별시 도봉구 방학동||127.042208|37.663807
티스테이션|마장점|02-2294-5678|서울특별시 성동구 마장로 330||127.045732|37.567520
티스테이션|방화점|02-2662-7718|서울특별시 강서구 방화대로 344||126.817078|37.571469
티스테이션|보라매점|02-832-1133|서울특별시 영등포구 신풍로 104||126.917584|37.499794
티스테이션|상계점|02-939-0010|서울특별시 노원구 노원로26길 185||127.071243|37.658157
티스테이션|신설역점|02-923-2084|서울특별시 동대문구 천호대로 46||127.028344|37.573738
티스테이션|신정점|02-2601-0501|서울특별시 양천구 신정중앙로 52||126.857547|37.526979
티스테이션|역삼점|02-563-9724|서울특별시 강남구 도곡로 159||127.037202|37.491574
티스테이션|영등포구청점|02-2676-8663|서울특별시 영등포구 국회대로 591||126.899963|37.527112
티스테이션|용산산천점|02-716-9632|서울특별시 용산구 효창원로 10||126.950872|37.534153
티스테이션|응암점|02-386-8421|서울특별시 은평구 가좌로 201||126.918961|37.588411
티스테이션|성수점|02-463-9993|서울특별시 성동구 광나루로 142-4||127.045747|37.551271
티스테이션|신길점|010-3108-2882|서울특별시 영등포구 도신로53길||126.9138215|37.5116678
티스테이션|강남논현점|02-547-2982|서울특별시 강남구 봉은사로 229||127.037329|37.508721
티스테이션|독산점|02-867-5123|서울특별시 금천구 남부순환로 1352||126.901106|37.479057
티스테이션|목동중앙점|02-2654-9515|서울특별시 양천구 등촌로 150-1||126.862869|37.543200
티스테이션|숭실대점|02-816-5511|서울특별시 동작구 상도1동||126.9508614|37.4999091
티스테이션|화곡점|02-2607-1900|서울특별시 양천구 화곡로 94||126.832203|37.539338
티스테이션|종암사거리점|02-912-1588|서울특별시 성북구 화랑로||127.0347722|37.6031460
티스테이션|조치원점|044-868-1425|세종특별자치시 연서면 월성로||127.298589|36.596425
티스테이션|울산동구점|052-233-9068|울산광역시 동구 대송로 18||129.427392|35.504525
티스테이션|울산서동점|052-292-1919|울산광역시 중구 북부순환도로 830||129.342379|35.578488
티스테이션|호계점|052-292-2248|울산광역시 북구 산업로 1450-1||129.345238|35.636133
티스테이션|달동점|052-275-3559|울산광역시 남구 번영로 79||129.329617|35.532540
티스테이션|서울산점|052-221-2323|울산광역시 울주군 범서읍 울밀로 2817||129.256478|35.558339
티스테이션|울산북구점|052-295-7429|울산광역시 북구 산업로||129.340199|35.658640
티스테이션|울산선암점|052-275-0930|울산광역시 남구 두왕로 94||129.309330|35.511628
티스테이션|공항점|052-288-1110|울산광역시 북구 산업로||129.358824|35.584858
티스테이션|효문점|052-287-6464|울산광역시 북구 염포로 255||129.367075|35.561167
티스테이션|수암점|052-273-7788|울산광역시 남구 수암로 38||129.312192|35.531204
티스테이션|검단점|032-562-8360|인천광역시 서구 원당대로||126.651971|37.595727
티스테이션|송현점|032-777-6077|인천광역시 동구 송현로 10||126.634200|37.477231
티스테이션|숭의점|032-882-3931|인천광역시 미추홀구 인중로||126.639963|37.462714
티스테이션|인천대공원점|032-464-8333|인천광역시 남동구 수인로||126.7640765|37.4443031
티스테이션|인천서구점|032-572-8161|인천광역시 서구 봉수대로 324||126.662239|37.504591
티스테이션|홈플러스송도점|032-811-1291|인천광역시 연수구 송도동 송도국제대로 165||126.656311|37.380371
티스테이션|만수점|032-466-4224|인천광역시 남동구 하촌로 43||126.732379|37.451855
티스테이션|부평점|032-529-1919|인천광역시 부평구 장제로 195번길 4||126.730534|37.503125
티스테이션|영종점|032-752-2089|인천광역시 중구 운중로 48번길 42||126.537359|37.489674
티스테이션|고잔점|032-815-8255|인천광역시 남동구 남동서로 198||126.692113|37.407256
티스테이션|석남점|032-577-2577|인천광역시 서구 가남로 253||126.675687|37.504474
티스테이션|남동타워점|032-437-2200|인천광역시 남동구 논현고잔로 162-1||126.715955|37.396570
티스테이션|서창점|032-466-0775|인천광역시 남동구 장아산로 136||126.749162|37.438785
티스테이션|인천남구점|032-429-8300|인천광역시 남구||126.687156|37.451249
티스테이션|부개점|032-526-8515|인천광역시 부평구 경인로 1031||126.734272|37.487215
티스테이션|용현점|032-863-8112|인천광역시 미추홀구 인하로||126.6671171|37.4490882
티스테이션|주안점|032-423-0360|인천광역시 남구 인하로 317||126.683532|37.448094
티스테이션|청천점|032-526-0951|인천광역시 부평구 마장로 378||126.704021|37.511711
티스테이션|부평IC점|032-524-3004|인천광역시 부평구 부평북로 253||126.721114|37.522954
티스테이션|청라바로서비스점|032-573-8255|인천광역시 서구 청중로478번길 18||126.664850|37.528728
티스테이션|남동공단점|032-817-2361|인천광역시 남동구 남동동로 104||126.696962|37.394348
티스테이션|부평공단점|032-503-3668|인천광역시 부평구 평천로 141번길 55||126.707499|37.522300
티스테이션|광양목성점|061-761-7672|전라남도 광양시 광양읍 백운로 11||127.591229|34.971232
티스테이션|고흥점|061-835-7876|전라남도 고흥군 고흠읍 고흥로 1843||127.289783|34.613884
티스테이션|목포대교점|061-279-0222|전라남도 목포시 고하대로||126.373506|34.808785
티스테이션|옥암점|061-282-8480|전라남도 목포시 백년대로 410||126.431244|34.808632
티스테이션|장흥점|061-864-5555|전라남도 장흥군 장흥읍 남부관광로 48||126.914879|34.676691
티스테이션|광무점|061-642-7276|전라남도 여수시 좌수영로 149||127.727027|34.753576
티스테이션|나주점|061-333-1090|전라남도 나주시 영산로 5338||126.712578|35.035051
티스테이션|무안점|061-454-0751|전라남도 무안군 무안읍 무안로 478||126.477563|34.986309
티스테이션|풍덕점|061-742-0446|전라남도 순천시 하풍새길 22||127.507708|34.939450
티스테이션|화순점|061-375-5161|전라남도 화순군 화순읍 충의로 145||126.993506|35.054887
티스테이션|순천해룡점|061-727-2556|전라남도 순천시 해룡면 지봉로||127.533733|34.948345
티스테이션|강진점|061-433-6644|전라남도 강진군 강진읍 보은로 205||126.779444|34.641605
티스테이션|광양중동점|061-795-6804|전라남도 광양시 불로로 170||127.697806|34.943973
티스테이션|여천점|061-685-8484|전라남도 여수시 시청서 3길 26||127.657029|34.757129
티스테이션|광양칠성점|061-763-5880|전라남도 광양시 광양읍 인덕로 1095||127.581863|34.980048
티스테이션|목포상동점|061-281-1198|전라남도 목포시 교육로 116||126.417584|34.806839
티스테이션|여수여천점|061-685-3121|전라남도 여수시 시청로 116||127.663289|34.771976
티스테이션|보성점|061-853-5486|전라남도 보성군 보성읍 봉화로 93||127.082282|34.766165
티스테이션|순천석현점|061-743-1188|전라남도 순천시 강변로 925||127.488731|34.967614
티스테이션|신대지구점|010-4534-2121|전라남도 순천시 해룡면 향매2길||127.5561137|34.9324696
티스테이션|금암점|063-255-5999|전라북도 전주시 덕진구 기린대로||127.133201|35.836318
티스테이션|전주역점|063-247-8212|전라북도 전주시 덕진구 백제대로760||127.152052|35.845992
티스테이션|광한루점|063-633-0928|전라북도 남원시 도화동길||127.3735688|35.4001425
티스테이션|군산경암점|063-446-7733|전라북도 군산시 경촌1길 1||126.733731|35.975842
티스테이션|전북수성점|063-534-0982|전라북도 정읍시 샘골로 171||126.860889|35.583876
티스테이션|정읍상동점|063-533-8255|전라북도 정읍시 상동중앙로 72||126.869863|35.562642
티스테이션|정읍점|063-532-8282|전라북도 정읍시 남북로 61||126.852328|35.570322
티스테이션|중화산점|063-251-9044|전라북도 전주시 완산구 효자로 303||127.118425|35.819811
티스테이션|나운점|063-465-5999|전라북도 군산시 상나운로 3||126.691364|35.963853
티스테이션|송학점|063-852-8877|전라북도 익산시 학곤로 95-4||126.935910|35.937923
티스테이션|영등점|063-841-4947|전라북도 익산시 고봉로 261-4||126.969796|35.955580
티스테이션|인화점|063-852-6390|전라북도 익산시 목천로 254||126.949172|35.929171
티스테이션|전주서신점|063-274-8515|전라북도 전주시 완산구 유연로 299||127.118392|35.825562
티스테이션|고창점|063-563-0114|전라북도 고창군 고창읍 중거리 당산로 23||126.692370|35.424010
티스테이션|익산점|063-835-9655|전라북도 익산시 하나로 13길 3||126.980923|35.960436
티스테이션|왕정점|063-636-4808|전라북도 남원시 남문로 361||127.371046|35.406957
티스테이션|군산사정점|063-452-5358|전라북도 군산시 번영로 223||126.741843|35.962356
티스테이션|문화점|063-468-5155|전라북도 군산시 문화로 15||126.707359|35.970009
티스테이션|송천점|063-271-2077|전라북도 전주시 덕진구 동부대로 1090||127.128096|35.870033
티스테이션|진북점|063-908-7282|전라북도 전주시 덕진구 태진로 137-5||127.135037|35.832962
티스테이션|효자점|063-229-8770|전라북도 전주시 완산구 쑥고개로 277-1||127.0956741|35.8014217
티스테이션|군산지곡점|063-465-3777|전라북도 군산시 의료원로 72||126.950830|37,499870
티스테이션|서곡점|063-211-1770|전라북도 전주시 덕진구 온고을로 210||127.101641|35.839421
티스테이션|도통점|063-633-1020|전라북도 남원시 충정로||127.391578|35.421025
티스테이션|신제주연동점|064-748-8272|제주특별자치도 제주시 도령로 88||126.487696|33.490404
티스테이션|제주삼화점|064-759-7889|제주특별자치도 제주시 일주동로 255||126.572358|33.520662
티스테이션|제주일도점|064-759-4488|제주특별자치도 제주시 고마로 36||126.538610|33.510800
티스테이션|대동점(신규)|064-762-4944|제주특별자치도 서귀포시 일주동로||126.57643|33.254562
티스테이션|서귀강정점|064-767-1458|제주특별자치도 서귀포시||126.525089|33.247414
티스테이션|번영로점|041-621-2290|충청남도 천안시 서북구 3공단2로 90-23||127.116064|36.839015
티스테이션|서산예천점|041-668-5999|충청남도 서산시 나무장1길 42||126.442165|36.772206
티스테이션|천안쌍용점|041-579-9095|충청남도 천안시 서북구 충무로||127.125776|36.794366
티스테이션|교보사거리점|041-554-4670|충청남도 천안시 동남구 충절로 111||127.158808|36.808900
티스테이션|복자여고점|041-568-4545|충청남도 천안시 동남구 성황8길 16||127.149956|36.815276
티스테이션|서산대산점|041-663-7556|충청남도 서산시 대산읍 명지3로 61||126.411098|36.974042
티스테이션|천안중앙점|041-522-5555|충청남도 천안시 서북구 봉정로 257||127.144144|36.825020
티스테이션|논산점|041-735-4059|충청남도 논산시 계백로 733||127.070887|36.184258
티스테이션|잠홍점|041-681-8287|충청남도 서산시 서해로 3663||126.476792|36.786738
티스테이션|천안두정점|041-551-9422|충청남도 천안시 서북구오성 9길 41||127.132089|36.833502
티스테이션|천안성거점|041-564-4949|충청남도 천안시 서북구 성거읍 소댕이 3길9||127.196752|36.871267
티스테이션|탑동점|041-352-5109|충청남도 당진시 운곡로 203-29||126.622342|36.896111
티스테이션|실옥점|041-544-7069|충청남도 아산시 문화로 68||126.993447|36.788664
티스테이션|아산배방역점|041-547-5458|충청남도 아산시 배방읍 모산로 139번길 29||127.0575315|36.7772669
티스테이션|천안성정점|041-592-9880|충청남도 천안시 서북구 동서대로||127.137964|36.825463
티스테이션|홍성점|041-631-8272|충청남도 홍성군 홍성읍 법원로 2||126.652597|36.599887
티스테이션|공주옥룡점|041-854-3773|충청남도 공주시 무령로 325||127.135463|36.456779
티스테이션|금산점|010-9046-9986|충청남도 금산군 금산읍 비단로 253||127.494812|36.108362
티스테이션|동대점|041-934-6486|충청남도 보령시 희망1길 66||126.601708|36.346511
티스테이션|성환점|041-582-3500|충청남도 천안시 서북구 성환읍 신방로 504||127.132324|36.920442
티스테이션|천안봉명점|041-578-2399|충청남도 천안시 동남구 서부대로 521||127.129576|36.813790
티스테이션|공주법원점|041-854-5522|충청남도 공주시 한적2길 27-6||127.1396928|36.4768836
티스테이션|부여점|041-832-8090|충청남도 부여군 부여읍 계백로 237-1||126.906363|36.276349
티스테이션|충남신평점|041-363-7333|충청남도 당진시 신평면 덕평로 1396||126.751801|36.879394
티스테이션|당진점|041-358-0123|충청남도 당진시 동부로 146||126.647867|36.899442
티스테이션|강서비하점|043-233-6263|충청북도 청주시 흥덕구 가로수로 1153||127.424838|36.627246
티스테이션|보은점|043-544-4369|충청북도 보은군 보은읍 교사삼산길 16||127.720195|36.486789
티스테이션|봉방점|043-844-3535|충청북도 충주시 탄금대로||127.917307|36.979269
티스테이션|사창점|043-268-6042|충청북도 청주시 서원구 사직대로 150||127.464188|36.634782
티스테이션|청주법원점|043-292-2100|충청북도 청주시 서원구 산미로||127.4733119|36.6068781
티스테이션|단양점|043-422-1816|충청북도 단양군 단양읍 삼봉로 73||128.352097|36.980029
티스테이션|동청주점|043-215-0090|충청북도 청주시 청원구 율량로202번길 36||127.4967902|36.6649124
티스테이션|복대점|043-233-4660|충청북도 청주시 흥덕구 죽천로 93||127.433176|36.638026
티스테이션|서청주IC점|043-238-3373|충청북도 청주시 흥덕구 직지대로240번길 38||127.419953|36.643910
티스테이션|모충점|043-262-9103|충청북도 청주시 서원구 무심서로||127.483869|36.627303
티스테이션|봉명점|043-276-9321|충청북도 청주시 흥덕구 1순환로565번길 2||127.462456|36.642365
티스테이션|산남점|043-285-5777|충청북도 청주시 서원구 산미로||127.469974|36.603106
티스테이션|연수점|043-856-5109|충청북도 충주시 금봉대로 531||127.945349|36.982333
티스테이션|오송쌍청점|043-234-7566|충청북도 청주시 흥덕구 오송읍 상정쌍청로 320||127.344012|36.633896
티스테이션|청전점|043-644-6689|충청북도 제천시 의림대로 293||128.213090|37.153241
티스테이션|영동점|043-742-8807|충청북도 영동군 영동읍 구교로 19||127.780308|36.175679
티스테이션|용담점|043-257-0900|충청북도 청주시 상당구 명암로 7-6||127.508494|36.637548
티스테이션|율량점|043-216-2000|충청북도 청주시 청원구 공항로 135||127.484495|36.668968
티스테이션|충북혁신도시점|043-882-8773|충청북도 음성군 맹동면 본성리 원중로 1526||127.533943|36.914570
티스테이션|동현점|043-646-7929|충청북도 제천시 내토로||128.218854|37.128711
티스테이션|오창과학단지점|043-256-0909|충청북도 청주시 청원구 오창읍 과학산업4로 8-4||127.420690|36.696706
티스테이션|오창점|043-217-8272|충청북도 청주시 청원구 오창읍 양청송대길 9-15||127.439105|36.714364
티스테이션|운천점|043-266-1300|충청북도 청주시 흥덕구 무심서로 625||127.480309|36.646662
티스테이션|충주점|043-847-3457|충청북도 충주시 사직로 96||127.923445|36.967083
티스테이션|금왕점|043-877-9947|충청북도 음성군 금왕읍 백야로 45번길 10-1||127.599126|36.986280
