##NAME|SUBNAME|TELNUM|NEWADDR|XCOORD|YCOORD
타이어뱅크|금천구점|02-808-3210|서울시 금천구 시흥동 904-13|126.9030986|37.4491272
타이어뱅크|서강대교|02-3143-5005|서울시 마포구 창전동 13-47|126.9327616|37.5509562
타이어뱅크|종암점|02-915-5533|서울시 성북구 종암동 3-690|127.0329503|37.6025991
타이어뱅크|송파점|02-443-2525|서울시 송파구 방이동 435-6|127.1438653|37.5161812
타이어뱅크|신월점|02-2691-3003|서울시 양천구 신월동 42-7|126.8257664|37.5389264
타이어뱅크|목동점|02-2654-1515|서울시 양천구 신정7동 151-20|126.8711101|37.5106085
타이어뱅크|영등포점|02-2631-7008|서울시 영등포구 당산동 3가 93-1|126.8988558|37.5269342
타이어뱅크|은평점|02-355-8333|서울시 은평구 대조동 84-3|126.9258802|37.6143533
타이어뱅크|상봉점|02-492-3003|서울시 중랑구 상봉동 127-19외1필지|127.0798782|37.5929124
타이어뱅크|서울산|052-222-8778|울산광역시 남구 무거동 327-23|129.2635055|35.5508543
타이어뱅크|울산역|052-267-9876|울산광역시 남구 삼산로 397|129.3506388|35.5400955
타이어뱅크|동울산|052-289-9001|울산광역시 북구 염포동 997-1|129.4006060|35.5245405
타이어뱅크|북울산|052-286-1113|울산광역시 북구 중산동 599-3|129.3388432|35.6610210
타이어뱅크|울산공항점|052-289-9222|울산광역시 북구 화봉동 982-1|129.3585757|35.5865285
타이어뱅크|범서점|052-222-7999|울산광역시 울주군 범서읍 굴화리 327-2|129.2553972|35.5580053
타이어뱅크|언양점|052-254-5222|울산광역시 울주군 삼남면 교동리 284|129.1251445|35.5597770
타이어뱅크|서동점|052-294-1354|울산광역시 중구 서동 43-1|129.3424089|35.5796327
타이어뱅크|울산번영로|052-291-2005|울산광역시 중구 옥교동 121-19|129.3242129|35.5554421
타이어뱅크|남동공단점|032-812-5775|인천광역시 남동구 남촌동 625-17|126.7084514|37.4226603
타이어뱅크|부평IC점|032-542-0880|인천광역시 계양구 작전동 472-1|126.7216890|37.5250574
타이어뱅크|용현점|032-882-2271|인천광역시 남구 용현동 450-213|126.6506971|37.4559037
타이어뱅크|인천항점|032-884-2002|인천광역시 미추홀구 매소홀로 37|126.6309491|37.4515850
타이어뱅크|남인천점|032-437-4332|인천광역시 남구 주안동 1534-2|126.6890755|37.4509998
타이어뱅크|송현점|032-777-5003|인천광역시 동구 송현동 1-850|126.6465567|37.4884562
타이어뱅크|삼산점|032-527-5111|인천광역시 부평구 부평동 10-568|126.7307948|37.5055548
타이어뱅크|십정점|032-426-0202|인천광역시 부평구 십정동 334-3|126.6913010|37.4736249
타이어뱅크|부평점|032-511-4123|인천광역시 부평구 청천동 302-15|126.7204024|37.5065248
타이어뱅크|검단점|032-565-0033|인천광역시 서구 왕길동 111-1|126.6555289|37.5909876
타이어뱅크|광양점|061-761-4123|전라남도 광양시 광양읍 인동리 411-1|127.5890233|34.9704637
타이어뱅크|동광양점|061-793-0080|전남 광양시 백운로 1111|127.6934269|34.9373419
타이어뱅크|목포점|061-284-5685|전라남도 목포시 상동 926|126.4149212|34.8018058
타이어뱅크|남순천|061-743-1243|전라남도 순천시 덕암동 157-2|127.5101015|34.9402092
타이어뱅크|순천점|061-722-8009|전라남도 순천시 조례동 1558-19|127.5216491|34.9548210
타이어뱅크|여수점|061-641-0990|전라남도 여수시 광무동 297-2|127.7278259|34.7428182
타이어뱅크|여천점|061-683-0101|전라남도 여수시 여천동 409|127.6630994|34.7836905
타이어뱅크|여수시청점|061-685-1118|전라남도 여수시 학동 13-7|127.6632316|34.7667555
타이어뱅크|군산서천점|063-445-8800|전라북도 군산시 경암동 524|126.7380402|35.9814901
타이어뱅크|서군산점|063-466-2050|전라북도 군산시 나운동 805-4|126.6930329|35.9621489
타이어뱅크|남원점|063-626-9500|전라북도 남원시 도통동 496-1|127.3933139|35.4226441
타이어뱅크|익산점|063-858-0302|전라북도 익산시 남중동 1가 261-3|126.9559255|35.9488707
타이어뱅크|원광대점|063-851-9009|전라북도 익산시 신동 767-15|126.9624271|35.9620100
타이어뱅크|전주중앙점|063-251-3334|전라북도 전주시 덕진구 덕진동 1가 1173-17|127.1243235|35.8355538
타이어뱅크|전주점|063-254-0999|전라북도 전주시 덕진구 덕진동 2가 66-42|127.1148703|35.8492565
타이어뱅크|전주역점|063-247-3003|전라북도 전주시 덕진구 인후동 2가 1572-10|127.1518593|35.8468419
타이어뱅크|정읍점|063-533-2577|전라북도 정읍시 농소동 225-6|126.8387617|35.5797126
타이어뱅크|신제주점|064-746-7171|제주특별자치도 제주시 연동 2334-1|126.4915262|33.4935309
타이어뱅크|제주점|064-722-0505|제주특별자치도 제주시 이도이동 1058-11|126.5336393|33.4951806
타이어뱅크|오라점|064-711-0444|제주특별자치도 제주시 용담2동 2584번지 |126.5117554|33.5114842
타이어뱅크|공주점|041-854-6006|충청남도 공주시 신관동 153-7|127.1409413|36.4633056
타이어뱅크|계룡시점|042-841-2999|충청남도 계룡시 금암동 407-31|127.2518549|36.2815249
타이어뱅크|북논산점|041-733-7799|충청남도 논산시 부적면 계백로 1374|127.1269473|36.2134392
타이어뱅크|논산점|041-732-9007|충청남도 논산시 부창동 95-1|127.0837923|36.1960830
타이어뱅크|당진점|041-358-0088|충청남도 당진시 수청동 923-8|126.6462230|36.9040220
타이어뱅크|보령점|041-932-1234|충청남도 보령시 명천동 480-7|126.5987970|36.3444569
타이어뱅크|태안서산점|041-663-0011|충청남도 서산시 예천동 481-2|126.4412225|36.7720926
타이어뱅크|서산점|041-666-1213|충청남도 서산시 잠홍동 584-4|126.4751471|36.7855307
타이어뱅크|아산점|041-547-6007|충청남도 아산시 실옥동 129-3|126.9931604|36.7935977
타이어뱅크|아산온천점|041-545-8274|충청남도 아산시 풍기동 206-41|127.0188996|36.7782444
타이어뱅크|조치원점|044-866-1230|세종특별자치시 조치원읍 조치원로 73-1 (상리)|127.3043238|36.6032591
타이어뱅크|예산점|041-333-8008|충청남도 예산군 예산읍 산성리 391-15|126.8270800|36.6830994
타이어뱅크|천안중앙점|041-571-9009|충청남도 천안시 서북구 동서대로 194|127.1446377|36.8249859
타이어뱅크|서천안점|041-558-5113|충청남도 천안시 서북구 백석동 659|127.1122558|36.8224677
타이어뱅크|원성점|041-566-3003|충청남도 천안시 원성동 526-13|127.1639006|36.8059705
타이어뱅크|홍성점|041-633-3456|충청남도 홍성군 홍성읍 소향리 65-4|126.6619720|36.6053011
타이어뱅크|음성점|043-535-5777|충청북도 음성군 대소면 대풍리 5-5|127.4637720|36.9803710
타이어뱅크|남제천점|043-644-6007|충청북도 제천시 동현동 148-7|128.2211930|37.1315660
타이어뱅크|제천점|043-645-2020|충청북도 제천시 천남동 125-17|128.1894690|37.1297835
타이어뱅크|증평점|043-836-7999|충청북도 증평군 증평읍 초중리 47-1|127.5741472|36.7836808
타이어뱅크|진천점|043-535-2121|충청북도 진천군 진천읍 성석리 609-8|127.4511093|36.8628262
타이어뱅크|청주공항점|043-241-0078|충청북도 청주시 상당구 공항로 249|127.4827101|36.6791083
타이어뱅크|삼례점|063-291-7711|전라북도 완주군 삼례읍 삼례리 794-9|127.0757417|35.9038029
타이어뱅크|동청주점|043-296-3303|충청북도 청주시 상당구 용암동 1023|127.5010939|36.6066073
타이어뱅크|남청주점|043-286-0909|충청북도 청주시 서원구 미평동 35-29|127.4818631|36.6066325
타이어뱅크|공단점|043-238-1199|충청북도 청주시 흥덕구 복대동 115-2|127.4459884|36.6344499
타이어뱅크|가경점|043-239-0117|충북 청주시 서원구 2순환로 1440|127.4421031|36.6101840
타이어뱅크|거창점|055-945-5588|경상남도 거창군 거창읍 대평리 1498-13|127.9223709|35.6832399
타이어뱅크|서남부점|042-822-7890|대전광역시 유성구 봉명동 560-16|127.3397648|36.3488654
타이어뱅크|성서점|053-583-1230|대구광역시 달서구 장기동 162-1|128.5164783|35.8502356
타이어뱅크|내동점|042-524-0808|대전광역시 서구 내동  169-9|127.3723711|36.3344238
타이어뱅크|강경논산점|041-733-9393|충청남도 논산시 채운면 화산리 181-2|127.0654269|36.1789651
타이어뱅크|북세종점|044-864-7733|세종특별자치시 연기면 당산로 216 (보통리)|127.2784368|36.5526035
타이어뱅크|동탄점|031-267-2999|경기도 화성시 기산동 18-5|127.0558224|37.2185532
타이어뱅크|대구검단점|053-383-6886|대구광역시 북구 검단동 936-14|128.6194591|35.9061315
타이어뱅크|하양읍점|053-853-8777|경상북도 경산시 하양읍 동서리 920-1|128.8357243|35.9199837
타이어뱅크|삼천포점|055-833-0020|경남 사천시 삼천포대교로 590|128.0783785|34.9505505
타이어뱅크|통진점|031-982-3311|경기도 김포시 통진읍 도사리 498-1|126.6151792|37.6847137
타이어뱅크|남속초점|033-635-7733|강원도 속초시 조양동 1288-11|128.6005377|38.1832782
타이어뱅크|감삼점|053-558-7272|대구광역시 달서구 감삼동 619-13|128.5313776|35.8490963
타이어뱅크|성서공단점|053-581-7557|대구광역시 달서구 대천동 995|128.5126248|35.8248239
타이어뱅크|나주점|061-332-1771|전라남도 나주시 성북동 98-1|126.7204008|35.0360446
타이어뱅크|전남도청점|061-285-7113|전라남도 목포시 옥암동 976-1|126.4314901|34.8094433
타이어뱅크|북충주점|043-846-7775|충청북도 충주시 칠금동 103-1|127.9177683|36.9880887
타이어뱅크|창동점|02-993-7799|서울시 도봉구 창동 715-13|127.0391506|37.6550528
타이어뱅크|계룡산점|042-826-1003|대전 유성구 현충원로347번길 79-11 (구암동)|127.3062481|36.3607333
타이어뱅크|능곡점|031-979-7575|경기도 고양시 덕양구 토당동 133-2|126.8198596|37.6283126
타이어뱅크|부산신항점|055-552-9119|경상남도 창원시 진해구 용원로 115|128.8217266|35.0983890
타이어뱅크|군산점|063-451-5959|전라북도 군산시 조촌동 766-5|126.7398285|35.9621907
타이어뱅크|북인천점|032-568-1777|인천광역시 서구 경서동 249-20|126.6544737|37.5528539
타이어뱅크|북칠곡점|054-977-7885|경상북도 칠곡군 동명면 금암리 204-1|128.5552199|35.9814038
타이어뱅크|안성점|031-677-9779|경기도 안성시 계동 3-2|127.2700697|36.9936645
타이어뱅크|온산점|052-238-5001|울산광역시 울주군 온산읍 화산리 1203-1|129.3254652|35.4351099
타이어뱅크|진영점|055-345-8008|경상남도 김해시 진영읍 진영리 297|128.7266467|35.3065489
타이어뱅크|복정점|031-752-5533|경기도 성남시 수정구 복정동 232-16|127.1325423|37.4663810
타이어뱅크|고양시청점|031-968-8228|경기도 고양시 덕양구 주교동 202-9|126.8281320|37.6567132
타이어뱅크|구미중앙점|054-465-2300|경상북도 구미시 광평동 780-35|128.3631043|36.1011178
타이어뱅크|서대구점|053-521-8998|대구광역시 서구 이현동 44-14|128.5390735|35.8693174
타이어뱅크|남양주점|031-594-7337|경기도 남양주시 일패동 520-1|127.1871935|37.6231022
타이어뱅크|황금점|053-963-1771|대구광역시 수성구 상동 1-3|128.6128838|35.8403900
타이어뱅크|해남점|061-535-9898|전라남도 해남군 해남읍 고도리 172|126.6020718|34.5656576
타이어뱅크|청암대점|061-743-7117|전라남도 순천시 덕월동 348-2|127.4914885|34.9282425
타이어뱅크|송추IC점|031-829-8100|경기도 양주시 장흥면 교현리 142-16|126.9703455|37.7145387
타이어뱅크|북대전IC점|042-867-1511|대전광역시 유성구 화암동 120-12|127.3778674|36.4142988
타이어뱅크|홍천점|033-432-1300|강원도 홍천군 홍천읍 연봉리 354-1|127.8694635|37.6819914
타이어뱅크|녹산공단점|051-831-3773|부산광역시 강서구 녹산동 16-8|128.8953684|35.1227014
타이어뱅크|북순천점|061-751-3113|전라남도 순천시 서면 선평리 424-1|127.4963444|34.9924184
타이어뱅크|동두천입구점|031-857-7171|경기도 동두천시 송내동 446-2|127.0580025|37.8741580
타이어뱅크|포천시청점|031-532-7117|경기도 포천시 어룡동 394-2|127.1907481|37.8847436
타이어뱅크|전곡점|031-832-7227|경기도 연천군 전곡읍 전곡리 177-1|127.0658228|38.0108376
타이어뱅크|충청대점|043-237-8778|충청북도 청주시 흥덕구 강내면 월곡리 143-1|127.3699768|36.6238661
타이어뱅크|전남대점|062-512-8500|광주광역시 북구 신안동 363|126.8954433|35.1711854
타이어뱅크|사천점|055-853-9009|경남 사천시 사천읍 사천대로 2029|128.0909475|35.0959281
타이어뱅크|양주시청점|031-842-7117|경기 양주시 유양동 220-1|127.0315273|37.7838800
타이어뱅크|호남제일문점|063-211-7799|전라북도 전주시 덕진구 여의동 1230-4|127.0724044|35.8691955
타이어뱅크|진천중앙점|043-533-1277|충청북도 진천군 진천읍 성석리 523-2|127.4432835|36.8641866
타이어뱅크|광주야구장점|062-511-7799|광주광역시 북구 임동 484|126.8846703|35.1695498
타이어뱅크|오창점|043-211-3223|충청북도 청주시 청원구 오창읍 창리 9-16|127.4571015|36.7382026
타이어뱅크|남전주점|063-237-3113|전라북도 전주시 완산구 삼천동 1가 731 (백제대로 78)|127.1274609|35.8011161
타이어뱅크|청주점|043-272-4900|충북 청주시 흥덕구 봉명동 756, (직지대로 630)|127.463195|36.6432614
타이어뱅크|의정부IC점|031-871-7887|경기도 의정부시 장암동 118-1|127.0565312|37.7056072
타이어뱅크|화순점|061-373-2900|전라남도 화순군 화순읍 교리 205-1|126.9800899|35.0629308
타이어뱅크|동천안점|041-523-7070|충청남도 천안시 삼룡동 240-7, 240-55|127.1652833|36.7899855
타이어뱅크|영광점|061-353-0707|전라남도 영광군 영광읍 단주리 347-1|126.4990943|35.2807924
타이어뱅크|전주시청점|063-253-9779|전라북도 전주시 덕진구 진북동 330-12|127.1423610|35.8299850
타이어뱅크|부안점|063-582-2772|전라북도 부안군 부안읍 신운리 41-1|126.7507197|35.7346913
타이어뱅크|구리점|031-573-9797|경기도 구리시 사노동 332-17|127.1394200|37.6373467
타이어뱅크|갈산점|032-361-7272|인천광역시 부평구 삼산동 276-4|126.7317377|37.5156690
타이어뱅크|강남세곡점|02-459-7117|서울시 강남구 세곡동 21-7|127.1186187|37.4663653
타이어뱅크|원대점|053-351-7117|대구광역시 서구 달서천로 360 (원대동 1가 742)|128.5733826|35.8837436
타이어뱅크|신평점|054-461-1777|경상북도 구미시 원평동 560-5|128.3579697|36.1252806
타이어뱅크|송악점|041-356-2772|충청남도 당진시 송악읍 복운리 1659-1|126.7839417|36.9453093
타이어뱅크|태안점|041-675-7007|충청남도 태안군 태안읍 남문리 161-10|126.2967542|36.7508853
타이어뱅크|강화점|032-932-1771|인천광역시 강화군 강화읍 강화대로 214|126.4956434|37.7437371
타이어뱅크|시흥중앙점|031-313-5888|경기도 시흥시 신천동 710-3|126.7866393|37.4401102
타이어뱅크|인천북부점|032-549-7117|인천광역시 서구 연희동 52-1번지|126.6775875|37.5519113
타이어뱅크|현풍점|053-611-3773|대구 달성군 현풍읍 비슬로 785|128.4368899|35.7059255
타이어뱅크|장호원점|043-882-2772|충청북도 음성군 감곡면 오향리 546-14|127.6434264|37.1144741
타이어뱅크|구미인동점|054-473-8228|경상북도 구미시 황상동 303-38|128.4178733|36.1088157
