##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@원할머니보쌈
원할머니보쌈|강원동해점|||원할머니보쌈|033-522-5352|강원 동해시 효자남길 28-1|강원 동해시 동화동 66-15|||||||원할머니보쌈 강원동해점||||81019
원할머니보쌈|강원랜드점|||원할머니보쌈|033-592-5355|강원 정선군 사북읍 사북중앙로 77|강원 정선군 사북읍 사북리 317-3|||||||원할머니보쌈 강원랜드점|1F;1F|||81019
원할머니보쌈|강원삼척점|||원할머니보쌈|033-575-5354|강원 삼척시 청석로 27-112|강원 삼척시 교동 761-10|||||||원할머니보쌈 강원삼척점|1층;1층|||81019
원할머니보쌈|강원용평리조트점|||원할머니보쌈|033-335-5385|강원 평창군 대관령면 올림픽로 715|강원 평창군 대관령면 용산리 28-2|||||||원할머니보쌈 강원용평리조트점|2층;타워콘도 2층|||81019
원할머니보쌈|남춘천점|||원할머니보쌈|033-261-8209|강원 춘천시 공지로 248|강원 춘천시 퇴계동 7-1|||||||원할머니보쌈 남춘천점|(퇴계동 11지구 15블럭 5로트)|||81019
원할머니보쌈|원주단관점|||원할머니보쌈|033-746-5377|강원 원주시 단구로 384|강원 원주시 단구동 1630-13|||||||원할머니보쌈 원주단관점||||81019
원할머니보쌈|원주문막점|||원할머니보쌈|033-735-5348~9|강원 원주시 문막읍 왕건로 33-4|강원 원주시 문막읍 건등리 1625-4|||||||원할머니보쌈 원주문막점||||81019
원할머니보쌈|홍천대명비발디파크점|||원할머니보쌈|033-439-7892|강원 홍천군 서면 한치골길 262|강원 홍천군 서면 팔봉리 1290-14호 |||||||원할머니보쌈 홍천대명비발디파크점||||81019
원할머니보쌈|홍천점|||원할머니보쌈|033-432-6888|강원 홍천군 신장대로 58|강원 홍천군 홍천읍 326-9|||||||원할머니보쌈 홍천점||||81019
원할머니보쌈|거제문동점|||원할머니보쌈|055-635-2979|경남 거제시 경상남도 거제시 문동4길 21|경남 거제시 문동동 335-2|||||||원할머니보쌈 거제문동점||||81019
원할머니보쌈|김해내외점|||원할머니보쌈|055-324-5325|경남 김해시 경원로55번길 26|경남 김해시 내동 1127-1|||||||원할머니보쌈 김해내외점||||81019
원할머니보쌈|김해장유점|||원할머니보쌈|055-312-5382|경남 김해시 능동로 153|경남 김해시 장유면 삼문리 39-7|||||||원할머니보쌈 김해장유점|삼화빌딩 2층;삼화빌딩 2층|||81019
원할머니보쌈|롯데아울렛김해점|||원할머니보쌈|055-900-2313|경남 김해시 장유로 469|경남 김해시 신문동 1414|||||||원할머니보쌈 롯데아울렛김해점|롯데아울렛김해;롯데아울렛김해|||81019
원할머니보쌈|마산내서점|||원할머니보쌈|055-232-5252|경남 창원시 마산회원구 내서읍 광려로 41|경남 창원시 마산회원구 내서읍 삼계리 254-1|||||||원할머니보쌈 마산내서점||||81019
원할머니보쌈|밀양점|||원할머니보쌈|055-355-5033|경남 밀양시 미리벌중앙로3길 30|경남 밀양시 삼문동 738-6|||||||원할머니보쌈 밀양점||||81019
원할머니보쌈|양산물금/배달점|||원할머니보쌈|055-384-5033|경남 양산시 물금읍 새실로 159|경남 양산시 가촌리 1280-4|||||||원할머니보쌈 양산물금/배달점||||81019
원할머니보쌈|울산구영점|||원할머니보쌈|052-245-5382|경남 울산시 범서읍 점촌2길 6|경남 울산시 범서읍 구영리 720-4|||||||원할머니보쌈 울산구영점||||81019
원할머니보쌈|진주평거|||원할머니보쌈|055-748-0011|경남 진주시 남강로309번길 44|경남 진주시 평거동 910|||||||원할머니보쌈 진주평거||||81019
원할머니보쌈|진주혁신도시점|||원할머니보쌈|055-756-5322|경남 진주시 사들로 83|경남 진주시 충무공동 281-3|||||||원할머니보쌈 진주혁신도시점|미일빌딩 2층|||81019
원할머니보쌈|진해석동점|||원할머니보쌈|055-544-5382|경남 창원시 진해구 냉천로22번길 5|경남 창원시 진해구 이동 62-86|||||||원할머니보쌈 진해석동점||||81019
원할머니보쌈|창원상남점|||원할머니보쌈|055-275-5353|경남 창원시 마디미로38번길 11|경남 창원시 상남동 25|||||||원할머니보쌈 창원상남점|네스트상가 2층;네스트상가 2층|||81019
원할머니보쌈|창원양덕/배달점|||원할머니보쌈|055-294-3131|경남 창원시 마산회원구 양덕로 190|경남 창원시 마산회원구 석전동 224-8|||||||원할머니보쌈 창원양덕/배달점||||81019
원할머니보쌈|창원팔용|||원할머니보쌈|055-253-7555|경남 창원시 팔용로 438|경남 창원시 의창구 팔용동 101|||||||원할머니보쌈 창원팔용||||81019
원할머니보쌈|통영점|||원할머니보쌈|055-646-5422|경남 통영시 중앙로 303|경남 통영시 북신동 695-1|||||||원할머니보쌈 통영점|2층;2층|||81019
원할머니보쌈|대구다사점|||원할머니보쌈|053-586-5382|대구 달성군 다사읍 달구벌대로 874|대구 달성군 다사읍 죽곡리 807-3|||||||원할머니보쌈 대구다사점|죽곡그랜드타워 2층 A-202호;죽곡그랜드타워 2층 A-202호|||81019
원할머니보쌈|대구범어|||원할머니보쌈|053-742-2010|대구 수성구 달구벌대로 2385|대구 수성구 범어동 557-9|||||||원할머니보쌈 대구범어||||81019
원할머니보쌈|대구상인점|||원할머니보쌈|053-632-3535|대구 달서구 월곡로 223|대구 달서구 상인동 620-5|||||||원할머니보쌈 대구상인점||||81019
원할머니보쌈|대구성서점|||원할머니보쌈|053-591-5396|대구 달서구 이곡서로 11|대구 달서구 이곡동 1220-2|||||||원할머니보쌈 대구성서점||||81019
원할머니보쌈|대구옥포점|||원할머니보쌈|053-611-5382|대구 달성군 옥포면 돌미상업로 9|대구 달성군 옥포면 교항리 2919|||||||원할머니보쌈 대구옥포점|화인빌딩 2층;화인빌딩 2층|||81019
원할머니보쌈|대구월성|||원할머니보쌈|053-636-5884|대구 달서구 조암로 41|대구 달서구 월성동 1838|||||||원할머니보쌈 대구월성|2층;2층|||81019
원할머니보쌈|대구장기점|||원할머니보쌈|053-567-5385|대구 달서구 달서구 용산로 60|대구 달서구 장기동 559-1|||||||원할머니보쌈 대구장기점||||81019
원할머니보쌈|대구칠곡점|||원할머니보쌈|053-325-5353|대구 북구 동천로 128-17|대구 북구 동천동 898-5|||||||원할머니보쌈 대구칠곡점|1층|||81019
원할머니보쌈|대구침산점|||원할머니보쌈|053-352-5382|대구 북구 원대로 123|대구 북구 노원동 1가 11-1|||||||원할머니보쌈 대구침산점|(삼일빌딩)|||81019
원할머니보쌈|대구현풍/|||원할머니보쌈|053-611-5350|대구 달성군 유가면 테크노공원로 73|대구 달성군 유가면 봉리 618|||||||원할머니보쌈 대구현풍/|201호;201호|||81019
원할머니보쌈|서산테크노밸리점|||원할머니보쌈|041-666-1522|충남 서산시 성연3로 99|충남 서산시 성연면 오사리 1789|||||||원할머니보쌈 서산테크노밸리점||||81019
원할머니보쌈|아산테크노밸리점|||원할머니보쌈|041-532-6002|충남 아산시 중앙공원로17번길 15-1|충남 아산시 석곡리 1410|||||||원할머니보쌈 아산테크노밸리점||||81019
원할머니보쌈|천안두정점|||원할머니보쌈|041-562-3342|충남 천안시 서북구 두정로 179|충남 천안시 서북구 두정동 965|||||||원할머니보쌈 천안두정점||||81019
원할머니보쌈|천안불당/배달점|||원할머니보쌈|041-558-5352|충남 서북구 검은들3길 34|충남 서북구 불당동 718|||||||원할머니보쌈 천안불당/배달점||||81019
원할머니보쌈|충남당진점|||원할머니보쌈|041-354-4005|충남 당진시 당진중앙1로 111|충남 당진시 읍내동 493-9|||||||원할머니보쌈 충남당진점|리스치과 1층;리스치과 1층|||81019
원할머니보쌈|충남부여점|||원할머니보쌈|041-833-5353|충남 부여군 부여읍 나루터로 7-1|충남 부여군 부여읍 구아리 66-5|||||||원할머니보쌈 충남부여점||||81019
원할머니보쌈|충남서산점|||원할머니보쌈|041-666-2251|충남 서산시 율지6로 42|충남 서산시 동문동 225-1|||||||원할머니보쌈 충남서산점||||81019
원할머니보쌈|충남서천장항점|||원할머니보쌈|041-956-8253|충남 서천군 장항로 176-1|충남 서천군 장항읍 창선1리 222-1|||||||원할머니보쌈 충남서천장항점||||81019
원할머니보쌈|충남홍성점|||원할머니보쌈|041-631-5380|충남 홍성군 홍성읍 충서로 1320|충남 홍성군 홍성읍 옥암리 1099|||||||원할머니보쌈 충남홍성점|2층;2층|||81019
원할머니보쌈|동부산롯데아울렛|||원할머니보쌈|051-6975-5424|부산 기장군 기장읍 기장해안로 147|부산 기장군 기장읍 당사리 64|||||||원할머니보쌈 동부산롯데아울렛||||81019
원할머니보쌈|부산당감점|||원할머니보쌈|051-895-5302|부산 부산진구 동평로 77|부산 부산진구 당감동 411-1|||||||원할머니보쌈 부산당감점||||81019
원할머니보쌈|부산망미점|||원할머니보쌈|051-753-5345|부산 연제구 과정로 105|부산 연제구 연산동 57-30|||||||원할머니보쌈 부산망미점|(2F);(2F)|||81019
원할머니보쌈|부산명지점|||원할머니보쌈|051-271-4353|부산 강서구 명지오션시티4로 60|부산 강서구 명지동 3238-16|||||||원할머니보쌈 부산명지점||||81019
원할머니보쌈|부산센텀시티점|||원할머니보쌈|051-743-0070|부산 해운대구 센텀동로 102|부산 해운대구 재송동 1220|||||||원할머니보쌈 부산센텀시티점|센텀필1관 2층|||81019
원할머니보쌈|부산안락점|||원할머니보쌈|051-531-1353|부산 동래구 온천천로471번길 9|부산 동래구 안락동 243-60|||||||원할머니보쌈 부산안락점||||81019
원할머니보쌈|부산용호점|||원할머니보쌈|051-623-6255|부산 남구 신선로 566-3|부산 남구 용호동 958|||||||원할머니보쌈 부산용호점||||81019
원할머니보쌈|부산정관점|||원할머니보쌈|051-723-9393|부산 기장군 정관면 정관로 575-3|부산 기장군 정관면 매학리 713-6|||||||원할머니보쌈 부산정관점|제일타워 2층;제일타워 2층|||81019
원할머니보쌈|부산화명점|||원할머니보쌈|051-363-5383|부산 북구 화명대로 27|부산 북구 화명동 2272-4|||||||원할머니보쌈 부산화명점|2층;2층|||81019
원할머니보쌈|광주금호점|||원할머니보쌈|062-651-5329|광주 서구 풍금로 171번길 5|광주 서구 금호동 799|||||||원할머니보쌈 광주금호점|1층;1층|||81019
원할머니보쌈|광주동림점|||원할머니보쌈|062-511-5337|광주 서구 하남대로680번길 1|광주 서구 동천동 619|||||||원할머니보쌈 광주동림점|동림프라자 2층;동림프라자 2층|||81019
원할머니보쌈|광주두암점/|||원할머니보쌈|062-268-5352|광주 북구 갈마로 58|광주 북구 두암동 984-1|||||||원할머니보쌈 광주두암점/||||81019
원할머니보쌈|광주매곡점|||원할머니보쌈|062-573-5656|광주 북구 설죽로 342|광주 북구 오치동 754-1|||||||원할머니보쌈 광주매곡점||||81019
원할머니보쌈|광주봉선|||원할머니보쌈|062-653-8266|광주 남구 봉선로 151|광주 남구 봉선동 484-12|||||||원할머니보쌈 광주봉선||||81019
원할머니보쌈|광주수완점|||원할머니보쌈|062-955-1182|광주 광산구 임방울대로 330|광주 광산구 수완동 1475|||||||원할머니보쌈 광주수완점|2층;2층|||81019
원할머니보쌈|광주양산점|||원할머니보쌈|062-229-5353|광주 북구 양산택지로37번길 2|광주 북구 양산동 884|||||||원할머니보쌈 광주양산점||||81019
원할머니보쌈|광주진월|||원할머니보쌈|062-653-5354|광주 남구 금당로 1|광주 남구 진월동 413-23|||||||원할머니보쌈 광주진월|천운빌딩|||81019
원할머니보쌈|광주첨단점|||원할머니보쌈|062-973-7371|광주 광산구 첨단중앙로182번길 24|광주 광산구 쌍암동 664-1|||||||원할머니보쌈 광주첨단점||||81019
원할머니보쌈|광주하남점|||원할머니보쌈|062-946-5353|광주 광산구 하남대로 153|광주 광산구 흑석동 605|||||||원할머니보쌈 광주하남점||||81019
원할머니보쌈|오창과학단지점|||원할머니보쌈|043-218-5355|충북 청원군 오창읍 중심상업로 7|충북 청원군 오창읍 양청리 821-4|||||||원할머니보쌈 오창과학단지점|오창프라자 2층;(오창프라자 2층)|||81019
원할머니보쌈|청주가경점|||원할머니보쌈|043-236-2266|충북 청주시 흥덕구 풍년로 121|충북 청주시 흥덕구 가경동 1462-7|||||||원할머니보쌈 청주가경점||||81019
원할머니보쌈|청주운천점|||원할머니보쌈|043-273-5389|충북 청주시 흥덕구 사운로 204|충북 청주시 흥덕구 운천동 1571|||||||원할머니보쌈 청주운천점||||81019
원할머니보쌈|충북제천점|||원할머니보쌈|043-644-0344|충북 제천시 용두대로21길 7|충북 제천시 하소동 60|||||||원할머니보쌈 충북제천점||||81019
원할머니보쌈|계산점|||원할머니보쌈|032-553-4647|인천 계양구 계양문화로 55|인천 계양구 계산동 1076-7|||||||원할머니보쌈 계산점|도쿄프라자 101호;도쿄프라자 101호|||81019
원할머니보쌈|부평시장역|||원할머니보쌈|032-361-5333|인천 부평구 부평대로71번길 10-3|인천 부평구 부평1동 529-169|||||||원할머니보쌈 부평시장역||||81019
원할머니보쌈|인천/만수점|||원할머니보쌈|032-468-3358|인천 남동구 담방로48번길 13-1|인천 남동구 만수동 1028-10|||||||원할머니보쌈 인천/만수점||||81019
원할머니보쌈|인천가좌점|||원할머니보쌈|032-572-5949|인천 서구 건지로 370|인천 서구 가좌3동 92-5|||||||원할머니보쌈 인천가좌점|(1층)|||81019
원할머니보쌈|인천검단점|||원할머니보쌈|032-567-5303|인천 서구 검단로459번길 9|인천 서구 왕길동 637-4|||||||원할머니보쌈 인천검단점|롯데프라자 1층 104-105호;롯데프라자 1층 104-105호|||81019
원할머니보쌈|인천논현/배달점|||원할머니보쌈|032-428-8883|인천 남동구 인천광역시 남동구 앵고개로847번길 80-1|인천 남동구 논현동 741-2|||||||원할머니보쌈 인천논현/배달점||||81019
원할머니보쌈|인천동암역점|||원할머니보쌈|032-425-5949|인천 부평구 백범로468번길 42|인천 부평구 십정동 419-12|||||||원할머니보쌈 인천동암역점|15호 1층;(15호 1층)|||81019
원할머니보쌈|인천삼산/배달점|||원할머니보쌈|032-361-1333|인천 부평구 충선로311번길 3-6|인천 부평구 삼산동 431-2|||||||원할머니보쌈 인천삼산/배달점||||81019
원할머니보쌈|인천서창/배달점|||원할머니보쌈|032-467-2279|인천 남동구 서창남순환로 215번길 |인천 남동구 서창동 688|||||||원할머니보쌈 인천서창/배달점||||81019
원할머니보쌈|인천송도점|||원할머니보쌈|032-858-0030|인천 연수구 신송로 121|인천 연수구 송도동 3-4|||||||원할머니보쌈 인천송도점|송도센타프라자 2층;송도센타프라자 2층|||81019
원할머니보쌈|인천시청점|||원할머니보쌈|032-423-5382|인천 남동구 구월남로 115|인천 남동구 구월동 1134-3|||||||원할머니보쌈 인천시청점||||81019
원할머니보쌈|인천신포점|||원할머니보쌈|032-764-6535|인천 중구 우현로35번길 26|인천 중구 신포동 26|||||||원할머니보쌈 인천신포점||||81019
원할머니보쌈|인천연수점|||원할머니보쌈|032-822-8282|인천 연수구 청능대로113번길 26|인천 연수구 연수동 604-10|||||||원할머니보쌈 인천연수점||||81019
원할머니보쌈|인천옥련점|||원할머니보쌈|032-834-5332|인천 연수구 독배로 41|인천 연수구 옥련동 194-5|||||||원할머니보쌈 인천옥련점|2F;2F|||81019
원할머니보쌈|인천용현점|||원할머니보쌈|032-889-9222|인천 남구 토금남로 10-1|인천 남구 용현동 630-44|||||||원할머니보쌈 인천용현점||||81019
원할머니보쌈|인천주안점|||원할머니보쌈|032-865-5353|인천 남구 제일로 30|인천 남구 도화1동 458-11|||||||원할머니보쌈 인천주안점||||81019
원할머니보쌈|인천청라점|||원할머니보쌈|032-568-5834|인천 서구 청라라임로 57|인천 서구 연희동 799-21|||||||원할머니보쌈 인천청라점|영화블렌하임 2층 204,205호;영화블렌하임 2층 204,205호|||81019
원할머니보쌈|광양읍점|||원할머니보쌈|061-761-5359|전남 광양시 칠성로 35|전남 광양시 칠성리 997-10|||||||원할머니보쌈 광양읍점||||81019
원할머니보쌈|광양중마점|||원할머니보쌈|061-792-5355|전남 광양시 중마중앙로 5|전남 광양시 중동 1856-4|||||||원할머니보쌈 광양중마점||||81019
원할머니보쌈|목포하당점|||원할머니보쌈|061-287-1122|전남 목포시 옥암로 34|전남 목포시 옥암동 1030-6|||||||원할머니보쌈 목포하당점||||81019
원할머니보쌈|순천법조타운점|||원할머니보쌈|061-726-5382|전남 순천시 왕지2길 4-7|전남 순천시 왕지동 866-1|||||||원할머니보쌈 순천법조타운점||||81019
원할머니보쌈|순천신대점|||원할머니보쌈|061-726-5339|전남 순천시 해룡면 향매로 141|전남 순천시 해룡면 신대리 1998-2|||||||원할머니보쌈 순천신대점||||81019
원할머니보쌈|순천연향점|||원할머니보쌈|061-721-6070|전남 순천시 연향상가7길 25|전남 순천시 연향동 1323-1|||||||원할머니보쌈 순천연향점||||81019
원할머니보쌈|순천오천|||원할머니보쌈|061-745-5353|전남 순천시 오천6길 6-6|전남 순천시 오천동 958-1|||||||원할머니보쌈 순천오천||||81019
원할머니보쌈|순천용당점|||원할머니보쌈|061-755-5353|전남 순천시 삼산로 113|전남 순천시 용당동 348-8|||||||원할머니보쌈 순천용당점||||81019
원할머니보쌈|여수여서점|||원할머니보쌈|061-922-5353|전남 여수시 여문문화길 60|전남 여수시 문수동 127|||||||원할머니보쌈 여수여서점||||81019
원할머니보쌈|여수여천점|||원할머니보쌈|061-682-5488~9|전남 여수시 선소로 35|전남 여수시 학동 181-11|||||||원할머니보쌈 여수여천점||||81019
원할머니보쌈|전남도청점|||원할머니보쌈|061-262-5353|전남 무안군 삼향읍 남악4로 50|전남 무안군 삼향읍 남악리 1577|||||||원할머니보쌈 전남도청점|골든스위트 112,113호;골든스위트 112,113호|||81019
