##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@박물관
숭실대학교한국기독교박물관||126.9568835|37.4957757|박물관|02-820-0752|서울 동작구 상도로 369|||10:00~16:30 / 토요일 10:00~12:00|||||숭실대학교한국기독교박물관||||100103
쉼박물관||126.9556630|37.5994900|박물관|02-396-9277|서울 종로구 세검정로 209-17||아트샵|09:30~18:00|||||쉼박물관||||100103
신구대학교우촌박물관||127.1677269|37.4488757|박물관|031-740-1258|경기 성남시 중원구 광명로 377|||월~금 10:00~15:00|||||신구대학교우촌박물관||||100103
신라대학교박물관||128.9980174|35.1673220|박물관|051-999-5281|부산 사상구 백양대로 700번길 140|||09:30~18:00|||||신라대학교박물관||||100103
신문박물관||126.9776733|37.5698903|박물관|02-2020-1830,1880|서울 종로구 세종대로 152||아트샵; 레스토랑; 카페|09:30~18:00|||||신문박물관|일민미술관 5,6층|||100103
신세계한국상업사박물관||||박물관|02-727-1394|경기 용인시 처인구 남사면 화곡로 77||||||||신세계한국상업사박물관||||100103
신영숙컬렉션박물관||||박물관|031-282-8856|경기 용인시 기흥구 공덕4로 63||아트샵; 카페; 매점; 야외공원|하절기 10:00~18:00 / 동절기 10:00~17:00|||||신영숙컬렉션박물관||||100103
아라리오뮤지엄/인/스페이스||||박물관|02-760-5700|서울 종로구 율곡로 83||||||||아라리오뮤지엄 인 스페이스||||100103
아라리오뮤지엄/탑동시네마||126.5233749|33.5174748|박물관|064-720-8200|제주 제주시 삼도2동 탑동로 14||||||||아라리오뮤지엄 탑동시네마||||100103
아산정린박물관||127.1177435|36.7724400|박물관|041-549-4005|충남 아산시 배방읍 휴대길 142||체험장; 전시갤러리|10:00~18:00|||||아산정린박물관||||100103
아주대학교도구박물관||127.0479000|37.2820149|박물관|031-219-2907~8|경기 수원시 영통구 월드컵로 206||아트샵|10:00~17:00|||||아주대학교도구박물관||||100103
아트선재센터||126.9818375|37.5794750|박물관|02-733-8947|서울 종로구 율곡로 3길 87|||오후 12시 오후7시|||||아트선재센터||||100103
아트센터나비||||박물관|02-2121-1031|서울 종로구 종로 26||||||||아트센터나비|SK빌딩 4층|||100103
아트센터화이트블럭||126.6993710|37.7889570|박물관|031-992-4400|경기 파주시 탄현면 헤이리마을길 72||아트샵; 카페|월요일~금요일 : 10:30~18:30 / 토요일~일요일, 공휴일 : 10:30~19:00|||||아트센터화이트블럭||||100103
아프리카박물관||126.4290439|33.2399188|박물관|064-738-6565|제주 서귀포시 이어도로 49||아트샵; 공연장; 기저귀교환대 등|09:00~19:00|||||아프리카박물관||||100103
아프리카예술박물관||127.1396808|37.7753787|박물관|031-543-3600|경기 포천시 소흘읍 광릉수목원로 967||아트샵; 카페; 공연장; 조각공원; 잔디마당|하절기(3월~11월) 09:30~18:00 / 동절기(12월~2월) 10:00~17:30|||||아프리카예술박물관||||100103
아해한국전통문화어린이박물관||127.0299873|37.4576020|박물관|02-3418-5501|경기 과천시 추사로 133||아트샵|10:00~18:00|||||아해한국전통문화어린이박물관||||100103
안동대학교박물관||128.7969261|36.5426765|박물관|054-820-7421,-7422|경북 안동시 경동로 1375|||10:00~17:00|||||안동대학교박물관||||100103
안동소주박물관||128.7087592|36.5498322|박물관|054-858-4541|경북 안동시 강남로 71-1|||09:00~17:30|||||안동소주박물관||||100103
안면도쥬라기박물관||126.3107176|36.6092750|박물관|041-674-5660~1|충남 태안군 남면 곰섬로 37-20||아트샵; 카페; 매점|하절기(3월~10월) 09:30~18:00 / 동절기(11월~2월) 10:00~17:30|||||안면도쥬라기박물관||||100103
애보박물관||126.7670082|37.4503293|박물관|032-466-3181|인천 남동구 민의골로 71||아트샵|월~토요일 09:30~18:00|||||애보박물관||||100103
얼음골축음기소리박물관||128.9352601|35.5982003|박물관|055-354-8878|경남 밀양시 산내면 산내로 926-1||주차장 : 박물관 이용 시 주차 가능한 공간이 마련되어있습니다. 운영시간 09:00~20:00 (박물관 운영시간 기준) / 휴게실 : 간단한 음료와 다과를 즐기실수 있습니다. / 교육실(강당) : 문화 및 집회시설로 체험학습 및 교육프로그램이 진행됩니다. / 주변환경 : 얼음골; 시례 호박소; 표충사|동절기(11월 4월) 09:00~18:00 / 하절기(5월 10월) 09:00~20:00|||||얼음골축음기소리박물관||||100103
엄마꿈박물관||128.8741991|37.7293092|박물관|033-823-2700|강원 강릉시 구정면 정등로 130||야외 교육장; 놀이터|오전9시30분~오후6시(매표마감 17시30분), 단체(20인 이상)는 예약 후 관람|||||엄마꿈박물관||||100103
에디슨과학박물관||||박물관|033-655-1130~2|강원 강릉시 경포로 393||아트샵; 카페|09:00~18:00|||||에디슨과학박물관||||100103
여명카메라박물관||127.1537014|35.8161845|박물관|063-232-5250|전북 전주시 완산구 풍남동 한지길 92||카페테리아 야외공연장|10:00~18:00|||||여명카메라박물관||||100103
여성생활사박물관||127.7082224|37.2433722|박물관|031-882-8100|경기 여주군 강천면 강천로 324-20||아트샵|하절기 10:00~18:00 / 동절기 10:00~17:00|||||여성생활사박물관||||100103
여주곤충박물관||||박물관|031-885-1400|경기도 여주시 명품로 308-28||매점;판매점|4월~10월 10:00~18:00  11월~3월 10:00~17:00|||||여주곤충박물관||||100103
연기향토박물관||||박물관|044-862-7449|세종 연서면 양대길 34-4||야외 전시실|09:00~18:00|||||연기향토박물관||||100103
연세대학교박물관||126.9379391|37.5618614|박물관|02-2123-3340,-3337|서울 서대문구 연세로 50|||09:30~17:00|||||연세대학교박물관||||100103
연세대학교원주박물관||127.8994930|37.2813415|박물관|033-760-2732|강원 원주시 흥업면 연세대길 1||휴게실|10:00~17:00|||||연세대학교원주박물관||||100103
연세대학교의과대학동은의학박물관||126.9407473|37.5615197|박물관|02-2228-2550|서울 서대문구 연세로 50-1|||09:30~16:30|||||연세대학교의과대학동은의학박물관||||100103
영남대학교박물관||128.7562750|35.8364820|박물관|053-810-1707|경북 경산시 대학로 280|||10:00~17:00|||||영남대학교박물관||||100103
영월곤충박물관||||박물관|033-374-5888|강원 영월군 영월읍 동강로 716||아트샵|09:00~18:00|||||영월곤충박물관||||100103
영월미디어기자박물관||128.3564500|37.2431346|박물관|033-372-1094|강원 영월군 한반도면 서강로 1094|||하절기 09:00~18:00 / 동절기 10:00~17:00|||||영월미디어기자박물관||||100103
영월아프리카미술박물관||128.5354375|37.1319321|박물관|033-372-3229|강원 영월군 김삿갓면 영월동로 1107-1||아트샵; 카페|하절기 09:00~18:00 / 동절기 10:00~17:00|||||영월아프리카미술박물관||||100103
영월종교미술박물관||128.4454552|37.2107668|박물관|033-378-0153|강원 영월군 북면 시루산길 122-2|||10:00~18:00|||||영월종교미술박물관||||100103
영인문학관||||박물관|02-379-3182|서울 종로구 평창 30길 81|||10:00~17:00|||||영인문학관||||100103
영집궁시박물관||126.7115250|37.7850083|박물관|031-944-6800|경기 파주시 탄현면 국원말길 168||간이 활터|하절기 10:00∼18:00 / 동절기 10:00∼17:00|||||영집궁시박물관||||100103
예뿌리민속박물관||||박물관|043-283-6127|충북 청원군 가덕면 금거1길 10||||||||예뿌리민속박물관||||100103
예수병원의학박물관||||박물관|063-230-8778||전북 전주시 완산구 중화산동1가 300||09:00~17:00|||||예수병원의학박물관||||100103
예술의전당/서울서예박물관||127.0120366|37.4783222|박물관|02-580-1651~2,-1655|서울 서초구 남부순환로 2406||레스토랑; 카페|하절기 11:00~20:00 / 동절기 11:00~19:00|||||예술의전당 서울서예박물관||||100103
예아리박물관||||박물관|031-323-7277|경기 용인시 처인구 원설로 270번길 25|||09:00~18:00|||||예아리박물관||||100103
옛터민속박물관||127.4404699|36.2151276|박물관|042-274-4008|대전 동구 산내로 321-35||레스토랑; 카페|10:00~22:00|||||옛터민속박물관||||100103
오륜대한국순교자박물관||129.1018500|35.2468350|박물관|051-583-2923|부산 금정구 오륜대로 106-1||아트샵|10:00~17:00|||||오륜대한국순교자박물관||||100103
오설록티뮤지엄||||박물관|064-794-5312|제주 서귀포시 안덕면 신화역사로 15||||||||오설록티뮤지엄||||100103
옥천사성보박물관||||박물관|055-673-4951|경남 고성군 개천면 연화산1로 471-9|||동절기 10:00 16:00 / 하절기 10:00 16:30|||||옥천사성보박물관||||100103
옥토끼우주센터||126.4871573|37.6741874|박물관|032-937-6917~9|인천 강화군 불은면 강화동로 403||기념품; 레스토랑; 카페; 세미나; 소강당|09:30~18:00(주말, 공휴일 19:00까지)|||||옥토끼우주센터||||100103
온양민속박물관||127.0061781|36.7921546|박물관|041-542-6001~3|충남 아산시 충무로 123||아트샵; 레스토랑; 카페; 교육실; 세미나실; 야외전시장|09:30~17:30|||||온양민속박물관||||100103
옹청박물관||||박물관|031-881-4157|경기도 여주시 산북면 금품2로 132||주차장|화 금 09시   13시 (예약제 운영)|||||옹청박물관||||100103
와보랑께박물관||126.8267625|34.6997763|박물관|061-432-1465|전남 강진군 병영면 장강로 804-6|||09:00~18:00|||||와보랑께박물관||||100103
완주책박물관||127.0665452|35.9063561|박물관|070-4907-1681|전북 완주군 삼례읍 삼례역로 68||무인서점; 뮤지엄샵|10:00~18:00|||||완주책박물관||||100103
왈츠와닥터만커피박물관||127.3382976|37.5917958|박물관|031-576-6051|경기 남양주시 조안면 북한강로 856-37||아트샵; 레스토랑; 카페|10:30~18:00|||||왈츠와닥터만커피박물관||||100103
외도보타니아||128.7118140|34.7691730|박물관|055-681-4541|경남 거제시 일운면 외도길 17||기념품점|비수기 08:30~15:30 / 성수기 08:00~17:30|||||외도보타니아||||100103
용인대학교박물관||127.1702290|37.2265030|박물관|031-8020-3001~2|경기 용인시 용인대학로 134||카페|10:00~16:00|||||용인대학교박물관||||100103
용주사효행박물관||127.0047487|37.2114027|박물관|031-226-3488|경기 화성시 용주로 136||아트샵|하절기 10:00~18:00 / 동절기 10:00~17:00|||||용주사효행박물관||||100103
우리삶문화옥당박물관||126.4026349|35.3606717|박물관|070-7011-6887|전남 영광군 백수읍 대신길 3길 3|||10:00~17:00|||||우리삶문화옥당박물관||||100103
우리옛돌박물관||126.9900255|37.6008576|박물관|02-986-1001|서울 성북구 대사관로 13길 66||카페; 아트샵|10:00~18:00 / 관람종료 한시간 전까지 입장가능합니다. / 전시설명 오전11시, 오후3시 하루2번 진행됩니다.|||||우리옛돌박물관||||100103
우리은행은행사박물관||||박물관|02-2002-5094|서울 중구 소공로 51||카페|10:00~18:00|||||우리은행은행사박물관|우리은행 본점 지하1층|||100103
우민아트센터||127.4891225|36.6445675|박물관|043-222-0357|충북 청주시 상당구 사북로 164번길 대우타워 B1 ||카페|하절기(3월~10월) 10:00~19:00 / 동절기(11월~2월) 10:00~18:00|||||우민아트센터||||100103
우석뮤지움||||박물관|02-364-8900|서울 서대문구 신촌로 129|||10:00~20:00|||||우석뮤지움|5층|||100103
우석헌자연사박물관||127.1610250|37.6979096|박물관|031-572-9555|경기 남양주시 진접읍 금강로 1095||아트샵; 레스토랑; 카페|10:00~19:00 / 일요일 12:00 개관|||||우석헌자연사박물관||||100103
울산대학교박물관||||박물관|052-259-2634~5|울산 남구 대학로 93||||||||울산대학교박물관||||100103
울산해양박물관||129.3546951|35.3616887|박물관|052-239-6708,-9|울산 울주군 서생면 해맞이로 1251||아트샵|09:00~18:00|||||울산해양박물관||||100103
원광대학교박물관||126.9567125|35.9663013|박물관|063-850-5482~3|전북 익산시 익산대로 460|||10:00~16:00|||||원광대학교박물관||||100103
원불교역사박물관||126.9518743|35.9731524|박물관|063-850-3240~3|전북 익산시 익산대로 501|||10:00~17:00|||||원불교역사박물관||||100103
원숭이학교자연사박물관||||박물관|063-584-0708|전북 부안군 상서면 부안로 1783||||||||원숭이학교자연사박물관||||100103
원주허브팜식물박물관||||박물관|033-762-3113|강원 원주시 마장2길 33||||||||원주허브팜식물박물관||||100103
월정사성보박물관||||박물관|033-339-7000|강원 평창군 진부면 오대산로 176||아트샵; 카페|하절기 09:30~18:00 / 동절기 09:30~17:00|||||월정사성보박물관||||100103
위덕대학교박물관||129.2836420|36.0164920|박물관|054-760-1250|경북 경주시 강동면 동해대로 261|||09:30~18:00|||||위덕대학교박물관||||100103
유금와당박물관||126.9626250|37.5937490|박물관|02-394-3451|서울 종로구 창의문로 11가길 4|||10:00~17:00(화, 목, 금요일 예약 관람)|||||유금와당박물관||||100103
유리지공예관||127.0123282|37.4577928|박물관|02-578-6663|서울 서초구 중앙로 555|||11:00~17:00|||||유리지공예관||||100103
유진민속박물관||126.8658633|37.6458167|박물관|031-966-5262|경기 고양시 덕양구 고양대로 1670번길 78-11|||하절기 10:00~18:00 / 동절기 10:00~17:00|||||유진민속박물관||||100103
육군박물관||127.1004201|37.6229083|박물관|02-2197-6608|서울 노원구 화랑로 574|||10:00~17:00|||||육군박물관||||100103
은해사성보박물관||128.7906730|35.9918530|박물관|054-335-5220|경북 영천시 청통면 청통로 951|||하절기 09:30~17:30 / 동절기 09:30~17:00|||||은해사성보박물관||||100103
이화박물관||126.9714044|37.5661977|박물관|02-2175-1964|서울 중구 정동길 26||아트샵|월~토요일 10:00~18:00 / 동절기 17:30까지|||||이화박물관||||100103
이화여자대학교박물관||126.9467751|37.5627451|박물관|02-3277-3152|서울 서대문구 이화여대길 52||아트샵; 서점|월~토요일 09:30 17:00매월 마지막 수요일 ‘문화가 있는 날’ : 09:30 19:00|||||이화여자대학교박물관||||100103
이화여자대학교자연사박물관||126.9481395|37.5605838|박물관|02-3277-4700|서울 서대문구 이화여대길 52|||10:00~16:00|||||이화여자대학교자연사박물관||||100103
인도미술박물관||128.2393525|37.2357550|박물관|033-375-2883|강원 영월군 주천면 송학주천로 899-6||아트샵|하절기 09:00~18:00 / 동절기 09:00~17:00|||||인도미술박물관||||100103
인도박물관||127.0192284|37.4841335|박물관|02-585-2185|서울 서초구 서초중앙로 2길 35||아트샵|10:00~18:00|||||인도박물관||||100103
인제대학교박물관||128.9019625|35.2482846|박물관|055-320-3454|경남 김해시 인제로 197|||09:00~17:00|||||인제대학교박물관||||100103
인천어린이박물관||126.6906384|37.4361117|박물관|032-432-5600|인천 남구 매소홀로 618||아트샵; 카페; 수유실; 기념품점|10:00~18:00|||||인천어린이박물관|문학경기장 내|||100103
인하대학교박물관||126.6545534|37.4495970|박물관|032-860-8260|인천 미추홀구 인하로 100||카페|09:30~18:00|||||인하대학교박물관|1호관 013호|||100103
일본군위안부역사관||127.3217889|37.4430839|박물관|031-768-1545|경기 광주시 퇴촌면 가새골길 65|||10:00~17:00|||||일본군위안부역사관||||100103
일출랜드||126.8415364|33.3832875|박물관|064-784-2080|제주 서귀포시 성산읍 중산간동로 4150-30||아트샵; 레스토랑; 카페|08:30~18:00|||||일출랜드||||100103
잉카마야박물관||||박물관|054-572-3170|경북 문경시 가은읍 전곡길 13-10||||||||잉카마야박물관||||100103
자연염색박물관||128.6365114|35.9793689|박물관|053-981-4330|대구 동구 파계로 112길 17||아트샵; 식물농원|10:00~17:00|||||자연염색박물관||||100103
잔아문학박물관||127.3544965|37.5966374|박물관|031-771-8577|경기 양평군 서종면 사랑제길 9-10|||하절기(3월~10월) 10:00~18:00 / 동절기(11월~2월) 10:00~17:00|||||잔아문학박물관||||100103
전기박물관||127.0276478|37.4861503|박물관|02-2105-8190~2|서울 서초구 효령로 72길 60||카페|10:00~18:00|||||전기박물관||||100103
전남대학교박물관||126.9080453|35.1778193|박물관|062-530-3584|광주 북구 용봉로 77||카페|10:00~17:00|||||전남대학교박물관||||100103
전남대학교의학박물관||||박물관|062-220-4381|광주 동구 학동 백서로 160||||||||전남대학교의학박물관||||100103
전북대학교박물관||127.1275664|35.8459378|박물관|063-270-3488|전북 전주시 덕진구 백제대로 567||카페|09:30~17:30|||||전북대학교박물관||||100103
전쟁과여성인권박물관||||박물관|02-392-5252|서울시 마포구 월드컵북로11길 20|||오전 11시 ~ 6시 10인 이상 : 단체관람 및 정기 관람 시간 외의 방문 시에는 반드시 사전 예약을 통해 협의|||||전쟁과여성인권박물관||||100103
전주대학교박물관||127.0874087|35.8092583|박물관|063-220-2158~9|전북 전주시 완산구 천잠로 303||레스토랑; 카페; 발굴실습현장|10:00~17:00|||||전주대학교박물관||||100103
전주한지박물관||127.1002406|35.8490333|박물관|063-210-8103|전북 전주시 덕진구 팔복로 59||아트샵|09:00~17:00|||||전주한지박물관||||100103
전통건강의학식품/장생도라지박물관||128.1721275|35.1373446|박물관|055-771-1000|경남 진주시 금곡면 정자천로 15번길 5|||09:00~17:00|||||전통건강의학식품 장생도라지박물관||||100103
전통산업박물관||128.6140090|35.9978140|박물관|053-981-4562|대구 동구 팔공산로 225-34|||10:00~17:00|||||전통산업박물관||||100103
정동진시간박물관||129.0375219|37.6871151|박물관|033-645-4540|강원 강릉시 강동면 헌화로 990-1||뮤지엄샵; 카페|09:00~18:00(계절에 따라 변동됩니다.)|||||정동진시간박물관||||100103
제주공룡랜드||126.4334076|33.4422883|박물관|064-746-3060|제주 제주시 애월읍 광령평화 2길 1||카페|09:00~19:00|||||제주공룡랜드||||100103
제주대학교박물관||||박물관|064-754-2241~3|제주 제주시 제주대학로 102||||||||제주대학교박물관||||100103
제주러브랜드||126.4901530|33.4516982|박물관|064-712-6988|제주 제주시 1100로 2894-72||아트샵; 카페|09:00~24:00|||||제주러브랜드||||100103
제주미니랜드/세계미니어처박물관||126.6745539|33.4331956|박물관|064-782-7720~2|제주 제주시 조천읍 비자람로 606||아트샵; 레스토랑; 카페; 편의점|08:30~18:00|||||제주미니랜드 세계미니어처박물관||||100103
제주민속촌박물관||126.8417704|33.3221317|박물관|064-787-4501~2|제주 서귀포시 표선면 민속해안로 631-34||아트샵; 레스토랑; 카페; 고객편의; 민속장터; 체험시설; 상가|10월~2월 08:30~17:00 / 3월 08:30~17:30 / 4월~7월 15일, 9월 08:30~18:00 / 7월 16일~8월 08:30~18:30|||||제주민속촌박물관||||100103
제주아이스뮤지엄||126.4879244|33.4706602|박물관|064-742-3700|제주 제주시 은수길 69||||||||제주아이스뮤지엄||||100103
제주유리박물관||126.3701315|33.2784681|박물관|064-792-6262~3|제주 서귀포시 중산간서로 1403||아트샵; 카페; 체험장|하절기(4월~10월) 09:00~22:00 / 동절기(10월~3월) 09:00~21:00|||||제주유리박물관||||100103
제주유리의성||126.2736380|33.3146360|박물관|064-772-2000|제주 제주시 한경면 녹차분재로 462||아트샵; 레스토랑; 카페|09:00~19:00|||||제주유리의성||||100103
제주커피박물관바움||126.8991428|33.4397980|박물관|064-784-2255|제주 서귀포시 성산읍 서성일로 1168번길 89-17||카페; 바움 샵; 산책로; 휴양림|연중무휴 / 하절기 9:00~19:00 / 동절기 9:00~18:00|||||제주커피박물관바움||||100103
제주평화박물관||||박물관|064-772-2500|제주 제주시 한경면 청수서 5길 63||||||||제주평화박물관||||100103
제주항공우주박물관||126.2996189|33.3043418|박물관|064-800-2000|제주 서귀포시 안덕면녹차분재로 218||기념품점; 푸드코트; 카페; 숙박시설(호텔); 편의점|평일, 공휴일 09:00~18:00 / 성수기(박물관 홈페이지 참조) 09:00~21:00|||||제주항공우주박물관||||100103
제주해양동물박물관||||박물관|064-782-3711|제주특별자치도 서귀포시 성산읍 서성일로 689-21||마린카페; 마린 샵; 바람숲; 수유실|관람시간  09:00~18:00|||||제주해양동물박물관||||100103
제주허브동산||126.8150789|33.3298098|박물관|064-787-7362~3|제주 서귀포시 표선면 돈오름로 170||아트샵; 레스토랑; 카페|08:00~일몰 전까지|||||제주허브동산||||100103
조명박물관||126.9675328|37.8360850|박물관|070-7780-8911|경기 양주시 광적면 광적로 235-48||아트샵|10:00~17:00|||||조명박물관||||100103
조병화문학관||127.2225875|37.1116071|박물관|031-674-0307|경기 안성시 양성면 난실길 14-1||편운재(작업실); 청와헌(집필실)|10:30~17:00(4월~10월) / 10:30~16:00(11월~3월)|||||조병화문학관||||100103
조선대학교박물관||||박물관|062-230-6130|광주 동구 필문대로 309||||||||조선대학교박물관||||100103
조선민화박물관||128.6064753|37.0961327|박물관|033-375-6100~1|강원 영월군 김삿갓면 김삿갓로 432-10||전시실 4실교육실 2실|동절기: 09:00  17:00 하절기: 09:00 18:00|||||조선민화박물관||||100103
조안베어뮤지엄||126.4339612|33.2401227|박물관|064-739-1024|제주 서귀포시 대포로 113||카페|09:00~18:00|||||조안베어뮤지엄||||100103
종이나라박물관||127.0060938|37.5596935|박물관|02-2279-7901|서울 중구 장충단로 166||아트샵|09:30~18:00|||||종이나라박물관|종이나라빌딩 2층|||100103
중원대학교박물관||127.7998307|36.8201163|박물관|043-830-8283~5|충북 괴산군 괴산읍 문무로 85||레스토랑; 카페|하절기 09:00~18:00 / 동절기 09:00~17:00|||||중원대학교박물관|산학연구동 2층|||100103
증권박물관||126.7860815|37.6383767|박물관|031-900-7070|경기 고양시 일산동구 호수로 358-8|||10:00~17:00|||||증권박물관||||100103
지적박물관||128.1977552|37.0761087|박물관|043-651-5115|충북 제천시 금성면 양월로 34|||09:30~18:00|||||지적박물관||||100103
직지성보박물관||128.0039060|36.1165789|박물관|054-429-1720|경북 김천시 대항면 직지사길 95|||하절기 09:30~17:30 / 동절기 09:30~17:00|||||직지성보박물관||||100103
진주어린이박물관||||박물관|055-754-0007|경남 진주시 망경로 224번길 40||체험장; 갤러리; 공연장; 강의실; 카페; 야외공원|평일: 단체예약, 주말: 개인예약 (사전예약제로 운영)|||||진주어린이박물관||||100103
짚풀생활사박물관||126.9997938|37.5849163|박물관|02-743-8787|서울 종로구 성균관로 4길 45||아트샵|09:30~18:00|||||짚풀생활사박물관||||100103
참소리축음기박물관||128.8973380|37.7977693|박물관|033-655-1130~2|강원 강릉시 경포로 393||아트샵; 카페|09:00~18:00|||||참소리축음기박물관||||100103
창원대학교박물관||128.6933954|35.2454198|박물관|055-213-2432|경남 창원시 의창구 창원대학로 20|||10:00~17:00|||||창원대학교박물관||||100103
창조자연사박물관||126.7859755|37.4338478|박물관|031-435-1009|경기 시흥시 두문로 71번길 4|||10:00~17:00|||||창조자연사박물관||||100103
철도박물관||126.9513062|37.3140364|박물관|031-461-3610|경기 의왕시 철도박물관로 142||아트샵; 카페|09:00~18:00|||||철도박물관||||100103
철박물관||127.6495220|37.0909233|박물관|043-883-2321|충북 음성군 감곡면 영산로 360|||10:00~17:00|||||철박물관||||100103
청강만화역사박물관||127.3562501|37.2042993|박물관|031-639-5790|경기 이천시 마장면 청강로 162||카페|학기 중 09:00~18:00 / 방학 중 09:00~17:00|||||청강만화역사박물관||||100103
청주교육대학교교육역사관||127.4846435|36.6162346|박물관|043-299-0663|충북 청주시 흥덕구 청남로 2065||매점|09:00~16:00|||||청주교육대학교교육역사관||||100103
청주대학교박물관||127.4962595|36.6511241|박물관|043-229-8762|충북 청주시 상당구 대성로 298|||09:30~17:00|||||청주대학교박물관||||100103
청주옹기박물관||||박물관|043-222-8881|충북 청주시 상당구 우암산로 472||||||||청주옹기박물관||||100103
초연다구박물관||||박물관|032-772-9779|인천 중구 신포로39번길 8-1||주차시설 없음(약 300m 전방에 공용주차장 이용)|동절기 10:00~17:00 / 하절기 10:00~18:00|||||초연다구박물관||||100103
초전섬유·퀼트박물관||126.9841930|37.5580718|박물관|02-753-4074~5|서울 중구 퇴계로 18길 66||아트샵|10:00~18:00|||||초전섬유·퀼트박물관||||100103
초콜릿박물관||126.2299870|33.2570670|박물관|064-792-3121|제주 서귀포시 대정읍 일주서로 3000번길 144||아트샵|10:00~18:00 / 7월~8월 10:00~19:00 / 11월~2월 10:00~17:00|||||초콜릿박물관||||100103
춘원당한방박물관||126.9902500|37.5715510|박물관|02-3672-2005|서울 종로구 돈화문로 9길 27||춘원당한방병원|09:00~18:00|||||춘원당한방박물관||||100103
충간공보물제651호박물관||127.0163528|36.0263729|박물관|063-841-7277|전북 익산시 삼기면 미륵산1길 8|||문의 후 방문 요망|||||충간공보물제651호박물관||||100103
충남대학교박물관||127.3454691|36.3711959|박물관|042-821-6042|대전 유성구 대학로 99|||10:00~17:00|||||충남대학교박물관||||100103
충남대학교자연사박물관||127.3454443|36.3635383|박물관|042-821-5291~2|대전 유성구 대학로 99|||10:00~17:00|||||충남대학교자연사박물관||||100103
충북대학교박물관||127.4553414|36.6276807|박물관|043-261-2900~2|충북 충주시 흥덕구 내수동로 52|||09:30~17:30|||||충북대학교박물관||||100103
충청대학교박물관||127.3692038|36.6178992|박물관|043-230-2551~3|충북 청주시 흥덕구 강내면 월곡길 38|||10:00~16:00|||||충청대학교박물관||||100103
충현박물관||126.8782141|37.4335677|박물관|02-898-0505|경기 광명시 오리로 347번길 5-7|||10:00~17:00|||||충현박물관||||100103
치악민속박물관||||박물관|033-747-6956|강원 원주시 고문골길 113||||||||치악민속박물관||||100103
치악산명주사/고판화박물관||128.1287135|37.2571309|박물관|033-761-7885|강원 원주시 신림면 물안길 62|||10:00~18:00|||||치악산명주사 고판화박물관||||100103
코리아나화장박물관||127.0328260|37.5240050|박물관|02-547-9177|서울 강남구 언주로 827|||하절기 10:00~19:00 / 동절기 10:00~18:00|||||코리아나화장박물관||||100103
타임앤블레이드박물관||126.6978443|37.7873829|박물관|031-949-5675|경기 파주시 탄현면 헤이리마을길 41||아트샵|10:00~18:00|||||타임앤블레이드박물관||||100103
탄허기념박물관||127.1028981|37.4790124|박물관|02-445-8486|서울 강남구 범고개로 14길 13-51|||10:30~17:00|||||탄허기념박물관||||100103
태영민속박물관||127.4366149|36.0516969|박물관|041-754-7942|충남 금산구 남이면 하금평촌길 26||아트샵|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~16:00|||||태영민속박물관||||100103
테디베어뮤지엄||126.4121620|33.2503670|박물관|064-738-7600|제주 서귀포시 중문관광로 110번길 31||아트샵; 롯데리아|09:00~20:00|||||테디베어뮤지엄||||100103
테마동물원/Zoozoo||126.8549403|37.6893085|박물관|031-962-4500|경기 고양시 덕양구 원당로 458번길 7-42||아트샵; 레스토랑; 카페; 수유실; 미아보호소; 의무실; 유모차&휠체어 대여소|하절기 10:00~19:00 / 동절기 10:00~18:00|||||테마동물원 Zoozoo||||100103
토지주택박물관||||박물관|055-922-5432|경남 진주시 충의로 19||||||||토지주택박물관||||100103
통도사성보박물관||129.0665808|35.4883749|박물관|055-382-1001|경남 양산시 하북면 통도사로 108||아트샵|하절기(3월~10월) 09:30~17:30 / 동절기(11월~2월) 10:00~17:00|||||통도사성보박물관||||100103
파주나비나라박물관||126.6869307|37.7148965|박물관|031-955-3727|경기 파주시 광안사길 161||아트샵; 카페|10:00~18:00 / 동절기 10:00~17:00|||||파주나비나라박물관|1층|||100103
평강성서유물박물관||126.8440830|37.4919550|박물관|02-2686-9496|서울 구로구 오류로 821길 44|||10:00~17:00|||||평강성서유물박물관||||100103
포스코역사박물관||129.3870238|35.9970787|박물관|054-220-7720|경북 포항시 남구 동해안로 6213번길 14|||09:00~18:00 / 토요일 10:00~17:00|||||포스코역사박물관||||100103
포토갤러리자연사랑||126.7716750|33.3554320|박물관|064-787-3110|제주 서귀포시 표선면 가시리 613번길 46||아트샵; 무인쉼터|10:00~18:00|||||포토갤러리자연사랑||||100103
포항바다화석박물관||129.5661257|36.0767749|박물관|054-284-9229|경북 포항시 남구 호미곶면 해맞이로 136||옥상 전망대; 음료 자판기; 기념품 판매장|09:00~18:00|||||포항바다화석박물관|새천년기념관 內 2층|||100103
표충사호국박물관||128.9594711|35.5326424|박물관|055-352-1150|경남 밀양시 단장면 표충로 1338|||하절기 09:30~17:00 / 동절기 10:00~16:30|||||표충사호국박물관||||100103
