##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@작은도서관
바다마을/작은도서관||||작은도서관|000-0000-0000|전라남도 영암군 삼호읍 공항로 21||||||||바다마을 작은도서관|(해군바다마을아파트) 바다마을 작은도서관|||200102
독천마을도서관||||작은도서관|000-0000-0000|전라남도 영암군 학산면 독천로 233-6||||||||독천마을도서관|독천마을도서관|||200102
나눔의집/작은도서관||||작은도서관|061-742-5744|전라남도 순천시 별량면 금치대치길 96||||||||나눔의집 작은도서관|1층|||200102
조례열린/작은도서관||||작은도서관|061-749-6959|전라남도 순천시 신월큰길 51||||||||조례열린 작은도서관|(조례동,주공4차아파트) 주공아파트|||200102
아이파크1차작은도서관||||작은도서관|000-0000-0000|울산광역시 북구 달천로 50||||||||아이파크1차작은도서관|(달천동,달천아이파크1차) 작은도서관|||200102
로뎀작은도서관||||작은도서관|052-289-1548|울산광역시 북구 치전1길 39||||||||로뎀작은도서관|(양정동) 울산 양정교회 로뎀관 1층|||200102
호계작은도서관||||작은도서관|000-0000-0000|울산광역시 북구 갓골1길 25||||||||호계작은도서관|(호계동) .|||200102
새노래/작은도서관||||작은도서관|000-0000-0000|경기도 부천시 소향로 29||||||||새노래 작은도서관|(상동) 701호|||200102
꿈/익는/마을/작은도서관||||작은도서관|032-511-6351|경기도 부천시 장말로 1||||||||꿈 익는 마을 작은도서관|(상동) 4층|||200102
연성따오기도서관||||작은도서관|031-318-3330|경기도 시흥시 하중로 203||||||||연성따오기도서관|(하중동) 동진빌딩 3층|||200102
로뎀작은도서관||||작은도서관|031-403-8170|경기도 시흥시 수풀안길 23||||||||로뎀작은도서관|(조남동) 수인중앙교회1층|||200102
호반작은도서관||||작은도서관|031-4111-8471|경기도 시흥시 배미골길 23||||||||호반작은도서관|(목감동,호반베르디움 더 프라임) 커뮤니티센터|||200102
배곧SK작은도서관||||작은도서관|031-488-8858|경기도 시흥시 배곧3로 27-7||||||||배곧SK작은도서관|(정왕동,시흥배곧 에스케이뷰) 관리동|||200102
포레하임봄나래작은도서관||||작은도서관|031-480-9922|경기도 시흥시 목감중앙로 62||||||||포레하임봄나래작은도서관|(조남동,엘에이치포레하임) 관리동|||200102
온누리작은도서관||||작은도서관|031-401-1477|경기도 시흥시 목감둘레로 95||||||||온누리작은도서관|(조남동) 1층|||200102
네이처하임작은도서관||||작은도서관|031-439-1927|경기도 시흥시 수풀안길 19-27||||||||네이처하임작은도서관|(조남동,엘에이치네이처하임) 1606동 1층|||200102
테바작은도서관||||작은도서관|031-317-5883|경기도 시흥시 하중로 211-1||||||||테바작은도서관|(하중동) 1층|||200102
생동작은도서관||||작은도서관|031-312-1424|경기도 시흥시 진말로3번길 16||||||||생동작은도서관|(장곡동) 701호|||200102
무지개작은도서관||||작은도서관|061-333-3009|전라남도 나주시 우정로 101||||||||무지개작은도서관|(빛가람동,빛가람 중흥S-CLASS센트럴 2차) 관리동|||200102
신숙주작은도서관||||작은도서관|000-0000-0000|전라남도 나주시 노안면 금안1길 26||||||||신숙주작은도서관|명촌관|||200102
나눔빛작은도서관||||작은도서관|000-0000-0000|전라남도 나주시 그린로 63||||||||나눔빛작은도서관|(빛가람동,빛가람엘에이치1단지 아파트) 관리동 2층|||200102
우미린작은도서관||||작은도서관|061-336-8333|전라남도 나주시 한빛로 61||||||||우미린작은도서관|(빛가람동,빛가람우미린아파트) 커뮤니티센터|||200102
지혜마루작은도서관||||작은도서관|000-0000-0000|전라남도 나주시 월정3길 17||||||||지혜마루작은도서관|(빛가람동,빛가람 LH5단지 아파트) 관리동|||200102
새자람작은도서관||||작은도서관|02-383-5586|서울특별시 은평구 대서문길 36||||||||새자람작은도서관|(진관동) 116동 201호|||200102
물푸레/책푸레/작은도서관||||작은도서관|02-356-9410|서울특별시 은평구 진관4로 48-51||||||||물푸레 책푸레 작은도서관|(진관동,은평뉴타운상림마을) 상림마을 742동 1층|||200102
마고정3단지도서관||||작은도서관|02-353-1307|서울특별시 은평구 진관2로 90||||||||마고정3단지도서관|(진관동,은평뉴타운 마고정) 마고정3단지아파트 314동 지층문고|||200102
나누리작은도서관||||작은도서관|000-0000-0000|서울특별시 은평구 진관1로 55||||||||나누리작은도서관|(진관동,은평뉴타운 마고정) 308동 지층|||200102
원동/글마루/작은/도서관||||작은도서관|02-713-8172|서울특별시 용산구 원효로64길 25||||||||원동 글마루 작은 도서관|(원효로2가) 대한예수교 장로회 원동교회|||200102
솔고/생태도서관||||작은도서관|055-931-9846|경상남도 합천군 대병면 석장1길 61-15||||||||솔고 생태도서관|(합천성은타운) 솔고생태도서관|||200102
골드/작은도서관||||작은도서관|061-744-2244|전라남도 순천시 오천4길 21||||||||골드 작은도서관|(오천동,골드클래스) 골드클래스 아파트|||200102
리채/작은도서관||||작은도서관|000-0000-0000|전라남도 순천시 오천1길 20||||||||리채 작은도서관|(오천동,진아리채파크원) 리채작은도서관|||200102
맑은샘/도서관||||작은도서관|042-841-8771|충청남도 계룡시 엄사면 번영로 236||||||||맑은샘 도서관|향한교회|||200102
참벗영어작은도서관||||작은도서관|000-0000-0000|서울특별시 송파구 백제고분로46길 20||||||||참벗영어작은도서관|(송파동) 3층|||200102
답십리1동/아름드리/도서관||||작은도서관|02-2171-6548|서울특별시 동대문구 사가정로 30||||||||답십리1동 아름드리 도서관|(답십리동) 3층|||200102
아주좋은꿈터/작은도서관||||작은도서관|02-927-1270|서울특별시 동대문구 왕산로16가길 7||||||||아주좋은꿈터 작은도서관|(용두동) 아주좋은꿈터|||200102
스마일에듀넷/작은도서관||||작은도서관|000-0000-0000|전라남도 곡성군 오산면 오산로 254-4||||||||스마일에듀넷 작은도서관||||200102
우지작은도서관||||작은도서관|051-515-5272|부산광역시 금정구 구서로 15||||||||우지작은도서관|(구서동) 4층|||200102
헤일라움작은도서관||||작은도서관|032-351-9535|경기도 부천시 양지로 234-26||||||||헤일라움작은도서관|(옥길동,엘에이치옥길헤일라움) 406동 1층|||200102
심곡천우리동네작은도서관||||작은도서관|070-4251-0242|경기도 부천시 부흥로 436||||||||심곡천우리동네작은도서관|(심곡동) 3층|||200102
스타북스작은도서관||||작은도서관|032-344-6222|경기도 부천시 안곡로79번길 10||||||||스타북스작은도서관|(괴안동) 1층|||200102
물댄동산/도서관||||작은도서관|032-218-7623|인천광역시 남동구 구월로336번길 9||||||||물댄동산 도서관|(만수동) 202호 (만수동)|||200102
로뎀/나무/작은도서관||||작은도서관|000-0000-0000|인천광역시 남동구 논현역로 4||||||||로뎀 나무 작은도서관|(논현동) 801호 (논현동)|||200102
담쟁이/숲/마을/도서관||||작은도서관|070-8778-0705|인천광역시 남동구 논고개로 118||||||||담쟁이 숲 마을 도서관|(논현동) 803호 (논현동)|||200102
우동꽃도서관||||작은도서관|032-471-9958|인천광역시 남동구 선수촌로 8||||||||우동꽃도서관|(구월동,구월아시아드선수촌8단지) (구월동)|||200102
글마루작은도서관||||작은도서관|000-0000-0000|인천광역시 남동구 선수촌공원로 96||||||||글마루작은도서관|(구월동,구월아시아드선수촌2단지) (구월동)|||200102
덕수궁/롯데캐슬아파트/작은도서관||||작은도서관|02-779-8434|서울특별시 중구 서소문로9길 28||||||||덕수궁 롯데캐슬아파트 작은도서관|(순화동,덕수궁롯데캐슬) 2층|||200102
톰아저씨오두막/작은도서관||||작은도서관|070-4062-6725|인천광역시 남동구 하촌로71번길 57||||||||톰아저씨오두막 작은도서관|(만수동) (만수동)|||200102
양우내안애/작은도서관||||작은도서관|063-636-6667|전라북도 남원시 낙현길 5||||||||양우내안애 작은도서관|(월락동,양우내안애아파트) 양우내안내 아파트|||200102
옹달샘/작은도서관||||작은도서관|052-265-5236|울산광역시 남구 돋질로157번길 38-12||||||||옹달샘 작은도서관|(신정동) 202호|||200102
안현/작은도서관||||작은도서관|02-899-5407|경기도 광명시 안재로14번길 16-1||||||||안현 작은도서관|(하안동) 102호|||200102
포레스트/작은도서관||||작은도서관|070-4617-5766|경기도 광명시 금하로 533||||||||포레스트 작은도서관|(소하동) 주님의숲 3층|||200102
길을찾는/작은도서관||||작은도서관|070-4035-2939|경기도 광명시 시청로138번길 58||||||||길을찾는 작은도서관|(철산동) 건물 1층|||200102
양곡휴먼시아8단지/꿈/작은도서관||||작은도서관|031-981-3250|경기도 김포시 양촌읍 양곡로467번길 52||||||||양곡휴먼시아8단지 꿈 작은도서관|(양곡휴먼시아 고다니마을) 양곡휴먼시아8단지 꿈 작은도서관|||200102
책다래작은도서관||||작은도서관|031-982-4214|경기도 김포시 김포한강11로 227||||||||책다래작은도서관|(운양동,풍경마을 래미안 한강2차) 책다래작은도서관|||200102
선수작은도서관||||작은도서관|070-8236-9602|경기도 김포시 김포한강4로 211-3||||||||선수작은도서관|(장기동) 선수작은도서관|||200102
광명푸르지오/작은도서관||||작은도서관|000-0000-0000|경기도 광명시 도덕공원로 59||||||||광명푸르지오 작은도서관|(철산동,광명푸르지오아파트) 광명푸르지오아파트|||200102
열림카페속작은도서관||||작은도서관|070-7432-7787|서울특별시 동작구 여의대방로44길 22||||||||열림카페속작은도서관|(대방동) 열림카페속작은도서관|||200102
인덕작은도서관||||작은도서관|000-0000-0000|경기도 안양시 동안구 흥안대로 516||||||||인덕작은도서관|(관양동) 802호|||200102
나무그늘온가족도서관||||작은도서관|031-454-2774|경기도 안양시 동안구 귀인로82번길 24-7||||||||나무그늘온가족도서관|(호계동,선영빌라) 선영빌라 6동 101호|||200102
누리보듬도서관||||작은도서관|000-0000-0000|울산광역시 북구 화봉로 89||||||||누리보듬도서관|(화봉동) 누리보듬도서관|||200102
숲속작은도서관||||작은도서관|052-286-8885|울산광역시 북구 가재길 26||||||||숲속작은도서관|(천곡동) 숲속작은도서관|||200102
글마루작은도서관||||작은도서관|052-291-3226|울산광역시 북구 신천로 105||||||||글마루작은도서관|(중산동,오토밸리로 효성해링턴 플레이스 아파트) (중산동)|||200102
갈매더샵나인힐스작은도서관||||작은도서관|031-574-8394|경기도 구리시 갈매순환로 10||||||||갈매더샵나인힐스작은도서관|(갈매동,갈매더샵나인힐스) 갈매더샵나인힐스아파트|||200102
산마루작은도서관||||작은도서관|031-572-0715|경기도 구리시 갈매순환로 198||||||||산마루작은도서관|(갈매동) 비젼2프라자 403호|||200102
이스트힐작은도서관||||작은도서관|031-574-1472|경기도 구리시 갈매중앙로 132||||||||이스트힐작은도서관|(갈매동,LH이스트힐) 1층|||200102
작은도서관통로||||작은도서관|031-552-0046|경기도 구리시 안골로56번길 31||||||||작은도서관통로|(수택동) 3층|||200102
하늘꿈/도서관||||작은도서관|000-0000-0000|인천광역시 중구 은하수로 465||||||||하늘꿈 도서관|(중산동,영종7단지엘에이치) 관리사무소2층|||200102
영온도서관||||작은도서관|000-0000-0000|인천광역시 중구 하늘달빛로64번길 6-3||||||||영온도서관|(중산동) 스카이메디컬프라자 403|||200102
글고운SH작은도서관||||작은도서관|070-8917-4505|서울특별시 강서구 공항대로 124||||||||글고운SH작은도서관|(마곡동,마곡엠밸리11단지) 1102동 1층|||200102
그리심작은도서관||||작은도서관|031-397-1204|경기도 군포시 산본천로199번길 17||||||||그리심작은도서관|(산본동) 1층|||200102
큰나무작은도서관||||작은도서관|031-458-4393|경기도 군포시 금당로 59-3||||||||큰나무작은도서관|(당동) 2층|||200102
사랑이꽃피는작은도서관||||작은도서관|031-457-7942|경기도 군포시 군포로 508||||||||사랑이꽃피는작은도서관|(당동) 204호,408호|||200102
꿈을노래하는작은도서관||||작은도서관|070-8880-7811|경기도 군포시 송부로273번안길 4-18||||||||꿈을노래하는작은도서관|(부곡동) 101호|||200102
인문도서관/무심천||||작은도서관|043-221-2224|충청북도 청주시 서원구 쌍샘로 9-24||||||||인문도서관 무심천|(모충동) 모충동 279-4|||200102
남이작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 서원구 남이면 저산척북로 636-10||||||||남이작은도서관|(삼포아파트) 삼포아파트 104-202|||200102
소나무/작은도서관||||작은도서관|043-266-5650|충청북도 청주시 서원구 창신로26번길 65-10||||||||소나무 작은도서관|(사창동) 소나무 작은도서관|||200102
즐거운/오솔길/도서관||||작은도서관|043-260-3232|충청북도 청주시 서원구 남이면 부용외천2길 9-96||||||||즐거운 오솔길 도서관|즐거운 오솔길 도서관|||200102
샤론/작은도서관||||작은도서관|043-268-5665|충청북도 청주시 서원구 창신로22번길 6||||||||샤론 작은도서관|(사창동) 중앙침례교회|||200102
충북대학교병원/바람의도서관||||작은도서관|043-269-7272|충청북도 청주시 서원구 1순환로 776||||||||충북대학교병원 바람의도서관|(개신동) 충북대학교병원 본관1층|||200102
흥덕문화의집/만화도서관||||작은도서관|043-274-7500|충청북도 청주시 서원구 예체로 118||||||||흥덕문화의집 만화도서관|(사직동) 흥덕문화의집 만화도서관|||200102
책가방/작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 흥덕구 장구봉로101번길 60||||||||책가방 작은도서관|(복대동) 책가방 작은도서관|||200102
생각놀이터작은도서관||||작은도서관|062-571-4100|광주광역시 북구 양일로 76-1||||||||생각놀이터작은도서관|(양산동) 3층|||200102
참좋은작은도서관||||작은도서관|061-574-7009|광주광역시 북구 복룡길 2||||||||참좋은작은도서관|(신용동) 참좋은교회 1층|||200102
효령노인복지타운도서관||||작은도서관|062-603-9853|광주광역시 북구 하서로 950||||||||효령노인복지타운도서관|(효령동) 2층|||200102
대원칸타빌2차/작은도서관||||작은도서관|043-241-0196|충청북도 청주시 청원구 율량로 77||||||||대원칸타빌2차 작은도서관|(주중동,대원칸타빌2차아파트) 관리사무소|||200102
내수꿈드림/작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 청원구 내수읍 마산1길 118||||||||내수꿈드림 작은도서관|1층|||200102
오창/모아시티/Book/Cafe/작은도서관||||작은도서관|043-212-8007|충청북도 청주시 청원구 오창읍 2산단로 167||||||||오창 모아시티 Book Cafe 작은도서관|(오창모아미래도와이드시티) 오창모아미래도와이드시티4단지|||200102
새벽날개/작은도서관||||작은도서관|043-213-5002|충청북도 청주시 청원구 율봉로201번길 39||||||||새벽날개 작은도서관|(율량동) 2층|||200102
푸실작은도서관||||작은도서관|000-0000-0000|울산광역시 울주군 두동면 대밀길 14||||||||푸실작은도서관|1층|||200102
청주나눔/작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 청원구 충청대로57번길 7||||||||청주나눔 작은도서관|(내덕동) 3층 (동광교회)|||200102
작천정/도서관||||작은도서관|052-254-5901|울산광역시 울주군 삼남면 작괘들길 2||||||||작천정 도서관|삼남면행정복지센터 2층|||200102
온양/작은도서관||||작은도서관|052-238-9090|울산광역시 울주군 온양읍 남창1길 20||||||||온양 작은도서관|온양읍사무소2층|||200102
우리/작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 상당구 사직대로361번길 26||||||||우리 작은도서관|(북문로2가) 2층|||200102
물사랑어린도서관||||작은도서관|041-733-3220|충청남도 논산시 관촉로285번길 22||||||||물사랑어린도서관|(취암동) 5층|||200102
리벤하임작은도서관||||작은도서관|041-735-1884|충청남도 논산시 대학로65번길 46||||||||리벤하임작은도서관|(내동,리벤하임아파트) 관리사무소|||200102
문의구룡뜰안작은도서관||||작은도서관|000-0000-0000|충청북도 청주시 상당구 문의면 구룡석성길 1||||||||문의구룡뜰안작은도서관|문의구룡뜰안작은도서관|||200102
Library1/작은도서관||||작은도서관|031-784-3019|경기도 성남시 분당구 불정로 6||||||||Library1 작은도서관|(정자동) 정자동|||200102
북라이크스토리/작은도서관||||작은도서관|031-709-0582|경기도 성남시 중원구 순환로461번길 29||||||||북라이크스토리 작은도서관|(은행동) 은행동|||200102
은행다락/작은도서관||||작은도서관|000-0000-0000|경기도 성남시 중원구 은이로 58-2||||||||은행다락 작은도서관|(은행동,진보빌라) 은행동,진보빌라|||200102
늘푸른/작은도서관||||작은도서관|031-721-4480|경기도 성남시 중원구 광명로 79||||||||늘푸른 작은도서관|(성남동) 상산빌딩 505|||200102
세계동화/작은도서관||||작은도서관|02-3012-0582|경기도 성남시 수정구 위례광장로 320||||||||세계동화 작은도서관|(창곡동) 아이에스 센트럴타워 603호|||200102
좋은샘작은도서관||||작은도서관|000-0000-0000|경기도 남양주시 경춘로 1333||||||||좋은샘작은도서관|(평내동) 2층|||200102
한빛작은도서관||||작은도서관|000-0000-0000|경기도 남양주시 도농로17번길 4||||||||한빛작은도서관|(다산동) 동신상가301호|||200102
쁘레네/작은도서관/별찌||||작은도서관|031-551-5200|경기도 남양주시 도농로 34||||||||쁘레네 작은도서관 별찌|(다산동,부영그린타운) 307-104|||200102
한빛/다채움/도서관||||작은도서관|031-0000-0000|경기도 고양시 덕양구 호국로 1172-1||||||||한빛 다채움 도서관|(원당동,한빛마을아파트) 한빛아파트|||200102
작은도서관,/들꽃||||작은도서관|031-0000-0000|경기도 고양시 일산서구 탄중로 533||||||||작은도서관, 들꽃|(일산동) 세림빌딩 5층 501-2호|||200102
일산/와이시티/작은도서관||||작은도서관|031-903-2237|경기도 고양시 일산동구 강송로 33||||||||일산 와이시티 작은도서관|(백석동,일산요진와이시티) 와이시티 작은도서관|||200102
예빛/작은도서관||||작은도서관|031-976-3927|경기도 고양시 일산동구 약산길 49||||||||예빛 작은도서관|(중산동) 생명의 빛 교회|||200102
으뜸마을/작은도서관||||작은도서관|02-381-9207|경기도 고양시 덕양구 통일로 374||||||||으뜸마을 작은도서관|(신원동,신원마을1단지 우남퍼스트빌) 관리사무소 3층|||200102
우리동네작은도서관||||작은도서관|042-633-4220|대전광역시 대덕구 대전로1177번길 34||||||||우리동네작은도서관|(오정동) 2층|||200102
미금작은도서관||||작은도서관|000-0000-0000|경기도 남양주시 다산순환로 118-17||||||||미금작은도서관|(다산동) 폴리프라자 501호|||200102
사랑과행복나눔작은도서관||||작은도서관|042-935-2004|대전광역시 대덕구 덕암로265번길 81||||||||사랑과행복나눔작은도서관|(덕암동,덕암아파트) 2층|||200102
소망작은도서관||||작은도서관|042-633-8811|대전광역시 대덕구 대전로1033번길 25||||||||소망작은도서관|(오정동) 3층|||200102
함께가는북까페/사립작은도서관||||작은도서관|000-0000-0000|전라북도 군산시 설림길 68-6||||||||함께가는북까페 사립작은도서관|(소룡동) 함께가는북까페 사립작은도서관|||200102
아리솔/도서관||||작은도서관|070-8959-9435|경기도 고양시 덕양구 덕수천1로 37||||||||아리솔 도서관|(삼송동,삼송마을18단지) 삼송마을 1817동 1층|||200102
은평/사립작은도서관||||작은도서관|063-465-8958|전라북도 군산시 삼학7길 19||||||||은평 사립작은도서관|(미원동) 은평 사립작은도서관|||200102
하은/사립작은도서관||||작은도서관|000-0000-0000|전라북도 군산시 나운로 99||||||||하은 사립작은도서관|(나운동) 하은 사립작은도서관|||200102
솔로몬/사립작은도서관||||작은도서관|063-471-2441|전라북도 군산시 대학로 140||||||||솔로몬 사립작은도서관|(신풍동) 솔로몬 사립작은도서관|||200102
성산작은도서관||||작은도서관|063-454-5666|전라북도 군산시 성산면 송호로 220||||||||성산작은도서관|성산작은도서관|||200102
약사아이파크/글샘도서관||||작은도서관|052-296-6400|울산광역시 중구 평산로 50||||||||약사아이파크 글샘도서관|(약사동,약사 I-PARK) (우정동,약사아이파크)|||200102
작은도서관에듀공감||||작은도서관|053-572-9405|대구광역시 중구 태평로 267||||||||작은도서관에듀공감|(동인동3가) 2층|||200102
용꿈작은도서관||||작은도서관|063-241-2756|전라북도 완주군 용진읍 완주로 174||||||||용꿈작은도서관|용진읍사무소 3층|||200102
성산작은도서관||||작은도서관|031-717-3287|경기도 성남시 분당구 백현로 146||||||||성산작은도서관|(정자동) 정자동|||200102
재건도서관||||작은도서관|053-653-0119|대구광역시 중구 동덕로 194||||||||재건도서관|(동인동1가) 11층|||200102
담쟁이/작은도서관||||작은도서관|031-714-0359|경기도 성남시 분당구 정자일로 80||||||||담쟁이 작은도서관|(정자동,상록마을보성아파트) 정자동 상록마을보성아파트 301호|||200102
길을찾는작은도서관||||작은도서관|053-582-7707|대구광역시 중구 태평로 253||||||||길을찾는작은도서관|(동인동1가) 3층|||200102
북을북을/작은도서관||||작은도서관|031-725-6091|경기도 성남시 분당구 새마을로177번길 81||||||||북을북을 작은도서관|(율동) 국군수도병원|||200102
선으로/가는/선/서예/작은도서관||||작은도서관|000-0000-0000|대구광역시 중구 국채보상로152길 2||||||||선으로 가는 선 서예 작은도서관|(동인동4가) 5층|||200102
꿈이있는/작은도서관||||작은도서관|031-609-6858|경기도 성남시 중원구 광명로 350||||||||꿈이있는 작은도서관|(금광동) 새성남드림센트 3층|||200102
위례자연앤래미안이편한세상아파트/작은도서관||||작은도서관|031-755-8600|경기도 성남시 수정구 위례동로 61||||||||위례자연앤래미안이편한세상아파트 작은도서관|(창곡동,위례 자연앤 래미안이편한세상) 위례자연앤래미안이편한세상|||200102
위례반디/작은도서관||||작은도서관|000-0000-0000|경기도 성남시 수정구 위례중앙로 216||||||||위례반디 작은도서관|(창곡동,위례 호반베르디움) 위례호반베르디움|||200102
동트는/작은도서관||||작은도서관|033-531-7263|강원도 동해시 동굴4길 5||||||||동트는 작은도서관|(천곡동) 구세군동해교회|||200102
해와달작은도서관||||작은도서관|000-0000-0000|경기도 양주시 백석읍 부흥로 1071-41||||||||해와달작은도서관|해와달작은도서관|||200102
민락작은도서관||||작은도서관|051-610-6098|부산광역시 수영구 광안해변로295번길 20||||||||민락작은도서관|(민락동) 민락동|||200102
주사랑작은도서관||||작은도서관|061-662-5434|전라남도 여수시 고소3길 114||||||||주사랑작은도서관|(고소동) 주사랑교회|||200102
잼나는작은도서관||||작은도서관|000-0000-0000|대구광역시 북구 침산로21길 10||||||||잼나는작은도서관|(침산동,대한동아침산2차무지개아파트) 209동 202호|||200102
개운못/도서관||||작은도서관|000-0000-0000|경상북도 상주시 석단로 1708||||||||개운못 도서관|(신봉동) 신봉동 725-12|||200102
세움작은도서관||||작은도서관|000-0000-0000|대구광역시 북구 산격로 29||||||||세움작은도서관|(산격동) 2층 세움작은도서관|||200102
천년나무작은도서관||||작은도서관|000-0000-0000|대구광역시 북구 내곡로 69||||||||천년나무작은도서관|(사수동,대구금호엘에이치천년나무5단지) 천년나무5단지 아파트|||200102
혁신/서한/작은도서관||||작은도서관|053-965-2101|대구광역시 동구 이노밸리로29길 56||||||||혁신 서한 작은도서관|(각산동,대구혁신도시 서한 이다음) 아파트 단지 내|||200102
천년나무/6단지/작은도서관||||작은도서관|053-961-6060|대구광역시 동구 과학로 23||||||||천년나무 6단지 작은도서관|(각산동,대구신서혁신엘에이치천년나무6단지) 아파트 단지 내|||200102
책마을작은도서관||||작은도서관|032-507-1933|인천광역시 계양구 길마로 70||||||||책마을작은도서관|(효성동,현대1차아파트) 상가동 4층 (효성동21-11)|||200102
이시아폴리스더샵4차/작은도서관||||작은도서관|053-984-1797|대구광역시 동구 팔공로53길 40||||||||이시아폴리스더샵4차 작은도서관|(봉무동,이시아폴리스 더샵 4차) 아파트 단지 내|||200102
삼버들작은도서관||||작은도서관|044-863-5735|세종특별자치시 부강면 시장1길 6||||||||삼버들작은도서관|삼버들작은도서관|||200102
느티나무그늘작은도서관||||작은도서관|063-542-8732|전라북도 김제시 장화2길 66||||||||느티나무그늘작은도서관|(장화동) 느티나무그늘작은도서관|||200102
예다음작은도서관||||작은도서관|000-0000-0000|세종특별자치시 보듬3로 73||||||||예다음작은도서관|(아름동,범지기마을 11단지) 1103동 B1|||200102
예랑작은도서관||||작은도서관|063-542-2714|전라북도 김제시 승암길 83||||||||예랑작은도서관|(검산동) 예수사랑교회 내|||200102
솔뫼작은도서관||||작은도서관|02-2690-2468|서울특별시 강서구 가로공원로77길 30||||||||솔뫼작은도서관|(화곡동) 2층|||200102
지혜의쉼터작은도서관||||작은도서관|070-4223-1179|광주광역시 서구 화운로 24||||||||지혜의쉼터작은도서관|(화정동,유니버시아드 힐스테이트 3단지) 주민복지회관 1층|||200102
엘림작은도서관||||작은도서관|000-0000-0000|광주광역시 서구 풍금로24번길 17||||||||엘림작은도서관|(풍암동) 엘림작은도서관|||200102
한내지혜의숲/작은도서관||||작은도서관|02-979-7420|서울특별시 노원구 마들로 86||||||||한내지혜의숲 작은도서관|(월계동) 한내지혜의숲|||200102
신나는/작은도서관||||작은도서관|000-0000-0000|전라남도 영암군 영암읍 서남역로 70-12||||||||신나는 작은도서관|그림책 작은도서관|||200102
중계종합사회복지관/CAN/DO/도서관||||작은도서관|02-952-0333|서울특별시 노원구 덕릉로 662||||||||중계종합사회복지관 CAN DO 도서관|(중계동,주공3단지아파트) 중계종합사회복지관 CAN DO 도서관|||200102
바르미/SH/작은도서관||||작은도서관|02-935-1002|서울특별시 노원구 덕릉로70가길 21||||||||바르미 SH 작은도서관|(상계동,중계센트럴파크) 중계센트럴파크 입주지원센터 바르미 작은도서관|||200102
좋은나무/작은도서관||||작은도서관|000-0000-0000|경기도 안산시 단원구 초지2로 14||||||||좋은나무 작은도서관|(초지동,그린빌주공18단지아파트) 가 상가동 204호|||200102
롯데알미늄/작은도서관||||작은도서관|031-489-5783|경기도 안산시 단원구 해안로 201||||||||롯데알미늄 작은도서관|(원시동) 롯데알미늄|||200102
캐논코리아/작은도서관||||작은도서관|031-490-7984|경기도 안산시 단원구 시화벤처로 575||||||||캐논코리아 작은도서관|(성곡동) 캐논코리아|||200102
코비나/작은도서관||||작은도서관|02-561-8284|서울특별시 구로구 가마산로26길 27||||||||코비나 작은도서관|(구로동) 201호|||200102
우리별작은도서관||||작은도서관|031-528-8990|경기도 남양주시 순화궁로 382||||||||우리별작은도서관|(별내동,별사랑마을2-2단지) 관리사무소 2층|||200102
쿵짝쿵짝/공작소/작은도서관||||작은도서관|000-0000-0000|서울특별시 구로구 부일로17길 24-3||||||||쿵짝쿵짝 공작소 작은도서관|(궁동) 지층|||200102
예샘교회/작은도서관||||작은도서관|000-0000-0000|서울특별시 구로구 중앙로6길 40||||||||예샘교회 작은도서관|(고척동) 3층|||200102
브라운스톤태화아파트작은도서관||||작은도서관|054-842-1125|경상북도 안동시 말구리2길 55||||||||브라운스톤태화아파트작은도서관|(태화동,브라운스톤 태화 2단지) 브라운스톤태화아파트|||200102
오류동/제일교회/작은도서관||||작은도서관|02-2625-9380|서울특별시 구로구 오류로8나길 9-5||||||||오류동 제일교회 작은도서관|(오류동) 1층|||200102
동원누리작은도서관||||작은도서관|000-000-000|경상남도 양산시 동면 금오15길 9||||||||동원누리작은도서관|(양산신도시2차동원로얄듀크) 주민공동시설 지하1층|||200102
어깨동무/작은도서관||||작은도서관|000-0000-0000|경상북도 안동시 와룡면 퇴계로 826||||||||어깨동무 작은도서관|와룡면 복지회관|||200102
효성해링턴/작은도서관||||작은도서관|041-681-9004|충청남도 서산시 예천3로 43||||||||효성해링턴 작은도서관|(예천동,효성해링턴플레이스) 효성해링턴 작은도서관|||200102
계북작은도서관||||작은도서관|063-350-2714|전라북도 장수군 계북면 장무로 962-11||||||||계북작은도서관|계북종합복지관 1층|||200102
천왕7단지/작은도서관||||작은도서관|000-0000-0000|서울특별시 구로구 천왕로 21||||||||천왕7단지 작은도서관|(천왕동,천왕이펜하우스7단지) 701동 1층|||200102
다온작은도서관||||작은도서관|000-0000-0000|서울특별시 강동구 천중로51길 52||||||||다온작은도서관|(길동) 2층|||200102
주영광작은도서관||||작은도서관|000-0000-0000|서울특별시 강동구 양재대로115길 28||||||||주영광작은도서관|(길동) 3층|||200102
좋은땅꿈나책/작은도서관||||작은도서관|070-4422-6911|서울특별시 강동구 풍성로37가길 58||||||||좋은땅꿈나책 작은도서관|(성내동) 2층|||200102
