##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대해상하이카
하이카프라자|안산/원곡점|126.789251485679|37.3300990102601|현대해상하이카|031-494-0951|경기 안산시 단원구 부부로 16|경기 안산시 단원구 원곡동 786-13|||||||하이카프라자 안산/원곡점||||160503
하이카프라자|목포/산정점|126.376776024287|34.8055835857275|현대해상하이카|061-279-1003|전남 목포시 원산로70번길 3-1|전남 목포시 산정동 1774-24호 |||||||하이카프라자 목포/산정점||||160503
하이카프라자|영등포/신길점|126.915166642678|37.4986653791432|현대해상하이카|02-834-2356|서울 영등포구 대방천로 217-1|서울 영등포구 신길6동 3965|||||||하이카프라자 영등포/신길점||||160503
하이카프라자|김천/다수점|128.078991623798|36.1265183217657|현대해상하이카|054-432-5817||경북 김천시 다수동 207-2|||||||하이카프라자 김천/다수점||||160503
하이카프라자|성남/정자점|127.110757880397|37.3615426707485|현대해상하이카|031-712-4587|경기 성남시 분당구 황새울로12번길 5-6|경기 성남시 분당구 정자동 150-1|||||||하이카프라자 성남/정자점||||160503
하이카프라자|부천/역곡점|126.804408179561|37.4833980755836|현대해상하이카|032-351-0711|경기 부천시 원미구 부일로 668|경기 부천시 원미구 역곡2동 26-1|||||||하이카프라자 부천/역곡점||||160503
하이카프라자|울산/화정점|129.420284627401|35.5034602035801|현대해상하이카|052-235-1688|울산 동구 학문로 79|울산 동구 화정동 138-5|||||||하이카프라자 울산/화정점||||160503
하이카프라자|울산/삼산점|129.342295498746|35.5443367711721|현대해상하이카|052-268-3166|울산 남구 돋질로339번길 4|울산 남구 삼산동 1542-1|||||||하이카프라자 울산/삼산점||||160503
하이카프라자|대전/정림점|127.363425609146|36.3077868225358|현대해상하이카|042-537-9100|대전 서구 계백로 1265|대전 서구 정림동 267-1|||||||하이카프라자 대전/정림점||||160503
하이카프라자|대구/침산점|128.5865029035|35.8921726831|현대해상하이카|053-356-4235|대구 북구 성북로5길 13|대구 북구 침산동 509-11|||||||하이카프라자 대구/침산점||||160503
하이카프라자|광주/송정리점|126.776861581144|35.1392734135620|현대해상하이카|062-942-5577|광주 광산구 동곡로 646|광주 광산구 송촌동 205-1|||||||하이카프라자 광주/송정리점||||160503
하이카프라자|울산/달동점|129.321986020095|35.5379813303293|현대해상하이카|052-266-4985|울산 남구 신정로68번길 6|울산 남구 달동 623-2|||||||하이카프라자 울산/달동점||||160503
하이카프라자|대구/진천점|128.529381092748|35.8099585166737|현대해상하이카|053-639-1222|대구 달서구 상화로 143|대구 달서구 진천동 809-24|||||||하이카프라자 대구/진천점||||160503
하이카프라자|부산/보수점|129.024735098520|35.1037346839028|현대해상하이카|051-253-5656|부산 중구 흑교로45번길 4|부산 중구 보수동2가 106-2|||||||하이카프라자 부산/보수점||||160503
하이카프라자|논산/취암점|127.095170709351|36.1940368471471|현대해상하이카|041-735-9796|충남 논산시 중앙로 314|충남 논산시 취암동 140-2|||||||하이카프라자 논산/취암점||||160503
하이카프라자|부산/하단점|128.968933551724|35.1025090947648|현대해상하이카|051-208-0994|부산 사하구 괴정로 46|부산 사하구 하단동 242-7|||||||하이카프라자 부산/하단점||||160503
하이카프라자|강원/태백/삼수점|128.974952386862|37.1792785795351|현대해상하이카|033-552-8250|강원 태백시 외솔배기길 64|강원 태백시 삼수동 14-39|||||||하이카프라자 강원/태백/삼수점||||160503
하이카프라자|대구/범어점|128.641839563578|35.8567185188983|현대해상하이카|053-756-8424|대구 수성구 청호로 453|대구 수성구 범어4동 65-6|||||||하이카프라자 대구/범어점||||160503
하이카프라자|진해/풍호점|128.701540630618|35.1418321640578|현대해상하이카|055-546-1164|경남 창원시 진해구 충장로 533|경남 창원시 진해구 풍호동 750-21|||||||하이카프라자 진해/풍호점||||160503
하이카프라자|거제/고현점|128.619216926281|34.8856878025999|현대해상하이카|055-632-8077|경남 거제시 계룡로 186|경남 거제시 신현읍 고현리 761-4|||||||하이카프라자 거제/고현점||||160503
하이카프라자|전남/고흥점|127.277182228279|34.6119611741819|현대해상하이카|061-833-8114|전남 고흥군 고흥읍 두원로 57|전남 고흥군 고흥읍 행정리 280|||||||하이카프라자 전남/고흥점||||160503
하이카프라자|순천/연향점|127.515492188902|34.9344898405093|현대해상하이카|061-743-8890|전남 순천시 팔마3길 23|전남 순천시 연향동 1681-2|||||||하이카프라자 순천/연향점||||160503
하이카프라자|대전/노은점|127.314262272867|36.3693050589471|현대해상하이카|042-477-0754|대전 유성구 노은서로 101|대전 유성구 노은동 499-3|||||||하이카프라자 대전/노은점||||160503
하이카프라자|전남/함평점|126.519516330913|35.0644946127033|현대해상하이카|061-324-9898|전남 함평군 함평읍 광남길 69-17|전남 함평군 함평읍 기각리 877|||||||하이카프라자 전남/함평점||||160503
하이카프라자|광주/산수점|126.928081085234|35.1580312049240|현대해상하이카|062-222-6257|광주 동구 무등로 426|광주 동구 산수동 550-46|||||||하이카프라자 광주/산수점||||160503
하이카프라자|포항/대도점|129.359384338391|36.0094929240034|현대해상하이카|054-281-7890|경북 포항시 남구 희망대로 789-1|경북 포항시 남구 대도동 648-10|||||||하이카프라자 포항/대도점||||160503
하이카프라자|울산/신천점|129.345015253693|35.6331108234695|현대해상하이카|010-3620-6390|울산 북구 산업로 1425|울산 북구 신천동 386-20|||||||하이카프라자 울산/신천점||||160503
하이카프라자|구미/남통점|128.324050630836|36.1299795562383|현대해상하이카|054-455-6068|경북 구미시 원남로 25|경북 구미시 남통동 11-24|||||||하이카프라자 구미/남통점||||160503
하이카프라자|오산/갈곶점|127.067510069003|37.1283073051280|현대해상하이카|031-375-5631|경기 오산시 오산로 14|경기 오산시 갈곶동 184-3|||||||하이카프라자 오산/갈곶점||||160503
하이카프라자|전주/삼천점|127.123326131950|35.7937731957150|현대해상하이카|063-226-8769|전북 전주시 완산구 거마중앙로 77|전북 전주시 완산구 삼천동1가 702|||||||하이카프라자 전주/삼천점||||160503
하이카프라자|전주/금암점|127.135781352118|35.8326264167537|현대해상하이카|063-273-0752|전북 전주시 덕진구 태진로 130-1|전북 전주시 덕진구 금암동 455-20|||||||하이카프라자 전주/금암점||||160503
하이카프라자|의정부/용현점|127.081017332290|37.7325801117963|현대해상하이카|031-848-4238|경기 의정부시 시민로 434|경기 의정부시 용현동 240-33|||||||하이카프라자 의정부/용현점||||160503
하이카프라자|인천/갈산점|126.727550288682|37.5197726969232|현대해상하이카|032-518-8572|인천 부평구 주부토로 277|인천 부평구 갈산동 111-45|||||||하이카프라자 인천/갈산점||||160503
하이카프라자|파주/문산점|126.779519550170|37.8576865111780|현대해상하이카|031-958-1333|경기 파주시 문산읍 독산로 7|경기 파주시 문산읍 문산리 69-7|||||||하이카프라자 파주/문산점||||160503
하이카프라자|전북/부안읍점|126.712916056431|35.7122904632139|현대해상하이카|063-581-0109|전북 부안군 행안면 행안중앙로 8|전북 부안군 행안면 대초리 94|||||||하이카프라자 전북/부안읍점||||160503
하이카프라자|제천/장락점|128.227551370444|37.1513678090794|현대해상하이카|043-652-9492|충북 제천시 내토로 848|충북 제천시 장락동 390-1|||||||하이카프라자 제천/장락점||||160503
하이카프라자|대전/용문점|127.400376620402|36.3433126085568|현대해상하이카|042-538-7003|대전 서구 도산로 468|대전 서구 용문동 208-4|||||||하이카프라자 대전/용문점||||160503
하이카프라자|청주/내덕점|127.487580997105|36.6612449267953|현대해상하이카|043-272-0951|충북 청주시 청원구 공항로44번길 3|충북 청주시 상당구 내덕동 380-5|||||||하이카프라자 청주/내덕점||||160503
하이카프라자|청주/산남점|127.467691850369|36.6090217131195|현대해상하이카|043-284-4972|충북 청주시 서원구 두꺼비로28번길 2|충북 청주시 흥덕구 산남동 917|||||||하이카프라자 청주/산남점||||160503
하이카프라자|안산/건건점|126.900617154020|37.3012917614156|현대해상하이카|031-501-8227|경기 안산시 상록구 용담마을길 5-9|경기 안산시 상록구 건건동 940-28|||||||하이카프라자 안산/건건점||||160503
하이카프라자|강릉/교동점|128.886462999350|37.7628531451981|현대해상하이카|033-642-4262|강원 강릉시 화부산로 72|강원 강릉시 교1동 1053-1|||||||하이카프라자 강릉/교동점||||160503
하이카프라자|군산/소룡점|126.677370410592|35.9698060522892|현대해상하이카|063-461-0016|전북 군산시 칠성4길 164|전북 군산시 소룡동 1568-5|||||||하이카프라자 군산/소룡점||||160503
하이카프라자|이천/부발점|127.484852926988|37.2829568318991|현대해상하이카|031-635-1114|경기 이천시 부발읍 무촌로97번길 4|경기 이천시 부발읍 무촌리 168-14|||||||하이카프라자 이천/부발점||||160503
하이카프라자|익산/금강점|126.975461891172|35.9391538987221|현대해상하이카|063-857-5344|전북 익산시 서동로 230|전북 익산시 금강동 380-17|||||||하이카프라자 익산/금강점||||160503
하이카프라자|강동/암사점|127.129922782724|37.5495393869705|현대해상하이카|02-428-1776|서울 강동구 올림픽로98길 57|서울 강동구 암사동 495-4|||||||하이카프라자 강동/암사점||||160503
하이카프라자|제주/한림점|126.275376393124|33.4174195185939|현대해상하이카|064-796-8210|제주 제주시 한림읍 명랑남동길 10|제주 제주시 한림읍 한림리 387|||||||하이카프라자 제주/한림점||||160503
하이카프라자|경기/광주/퇴촌점|127.315893142571|37.4699790148504|현대해상하이카|031-768-4949|경기 광주시 퇴촌면 천진암로 406|경기 광주시 퇴촌면 도수리 345|||||||하이카프라자 경기/광주/퇴촌점||||160503
하이카프라자|충남/보령/동대점|126.603330808907|36.3467909659988|현대해상하이카|041-933-7893||충남 보령시 동대동 1822|||||||하이카프라자 충남/보령/동대점||||160503
하이카프라자|노원/상계점|127.0671077822|37.6568645002|현대해상하이카|02-937-0909|서울 노원구 노원로 452|서울 노원구 상계동 372-5|||||||하이카프라자 노원/상계점||||160503
하이카프라자|중랑/면목점|127.077163329196|37.5901847538273|현대해상하이카|02-436-3987|서울 중랑구 봉우재로 34|서울 중랑구 면목2동 181-27|||||||하이카프라자 중랑/면목점||||160503
하이카프라자|강원/영월점|128.471267695072|37.1852723722059|현대해상하이카|033-375-0014|강원 영월군 영월읍 영모전길 38|강원 영월군 영월읍 영흥리 831-5|||||||하이카프라자 강원/영월점||||160503
하이카프라자|동두천/지행점|127.057301725513|37.8911332184364|현대해상하이카|031-864-3070|경기 동두천시 평화로 2278|경기 동두천시 지행동 352-5|||||||하이카프라자 동두천/지행점||||160503
하이카프라자|경북/영덕/강구점|129.379680534007|36.3509983991921|현대해상하이카|054-733-3364|경북 영덕군 강구면 동해대로 4404-4|경북 영덕군 강구면 삼사리 71-1|||||||하이카프라자 경북/영덕/강구점||||160503
하이카프라자|경기/연천/전곡점|127.064431134684|38.0341671908994|현대해상하이카|031-832-8212|경기 연천군 전곡읍 평화로698번길 92|경기 연천군 전곡읍 은대3리 1862-4|||||||하이카프라자 경기/연천/전곡점||||160503
하이카프라자|인천/학익점|126.662226319339|37.4387945263262|현대해상하이카|032-874-3800|인천 남구 한나루로 344|인천 남구 학익동 694-5|||||||하이카프라자 인천/학익점||||160503
하이카프라자|김천/신음점|128.119140881459|36.1426549781043|현대해상하이카|054-432-4174|경북 김천시 시청로 164|경북 김천시 신음리 521|||||||하이카프라자 김천/신음점||||160503
하이카프라자|삼척/도계점|129.041628791152|37.2264517591266|현대해상하이카|033-541-2282|강원 삼척시 도계읍 전두강변길 4|강원 삼척시 도계읍 전두리 105-4|||||||하이카프라자 삼척/도계점||||160503
하이카프라자|대전/중리점|127.422345256403|36.3648916462248|현대해상하이카|042-624-7881|대전 대덕구 중리서로 69|대전 대덕구 중리동 379-3|||||||하이카프라자 대전/중리점||||160503
하이카프라자|경북/봉화점|128.717197262814|36.8950677690230|현대해상하이카|054-672-1234|경북 봉화군 봉화읍 더구로 24|경북 봉화군 봉화읍 해저리 551|||||||하이카프라자 경북/봉화점||||160503
하이카프라자|목포/옥암점|126.430991937632|34.8054504790045|현대해상하이카|061-283-8399|전남 목포시 옥암로54번길 23|전남 목포시 옥암동 1004-1|||||||하이카프라자 목포/옥암점||||160503
하이카프라자|강원/정선점|128.671106333129|37.3855202268967|현대해상하이카|033-562-1250|강원 정선군 정선읍 어천길 2|강원 정선군 정선읍 애산리 741-7|||||||하이카프라자 강원/정선점||||160503
하이카프라자|성남/단대점|127.157796067092|37.4445494724685|현대해상하이카|031-752-0003|경기 성남시 중원구 희망로 442-1|경기 성남시 중원구 금광동 6|||||||하이카프라자 성남/단대점||||160503
하이카프라자|경기/광주/송정점|127.248123605488|37.4181834430048|현대해상하이카|031-768-0129|경기 광주시 이배재로 4|경기 광주시 탄벌동 12-1|||||||하이카프라자 경기/광주/송정점||||160503
하이카프라자|시흥/신천점|126.774209842835|37.4363743510592|현대해상하이카|031-311-0012|경기 시흥시 서해안로 1418|경기 시흥시 신천동 550-1|||||||하이카프라자 시흥/신천점||||160503
하이카프라자|강북/수유점|127.015219793481|37.6456692213670|현대해상하이카|02-991-0671|서울 강북구 삼양로 475|서울 강북구 수유동 320-7|||||||하이카프라자 강북/수유점||||160503
하이카프라자|충북/옥천점|127.566377392550|36.2969250824348|현대해상하이카|043-731-6380|충북 옥천군 옥천읍 옥천로 1638|충북 옥천군 옥천읍 금구리 112-34|||||||하이카프라자 충북/옥천점||||160503
하이카프라자|세종/연동점|127.342339290016|36.5381915351050|현대해상하이카|044-864-7771|세종 연동면 청연로 308|세종 연동면 응암리 750-2|||||||하이카프라자 세종/연동점||||160503
하이카프라자|양주/덕정점|127.062223053601|37.8399012952602|현대해상하이카|031-859-1097|경기 양주시 독바위로 16|경기 양주시 덕정동 287-12|||||||하이카프라자 양주/덕정점||||160503
하이카프라자|원주/단구점|127.960625428237|37.3254182703102|현대해상하이카|033-761-6590|강원 원주시 치악로 1597|강원 원주시 단구동 143-3|||||||하이카프라자 원주/단구점||||160503
하이카프라자|정읍/수성점|126.855899304569|35.5668085482236|현대해상하이카|063-533-1232|전북 정읍시 초산로 92|전북 정읍시 수성동 658|||||||하이카프라자 정읍/수성점||||160503
하이카프라자|성북/정릉점|127.018446847482|37.6022374874367|현대해상하이카|02-913-6834|서울 성북구 정릉로36길 5|서울 성북구 정릉동 16-180|||||||하이카프라자 성북/정릉점||||160503
하이카프라자|공주/신관점|127.140279475685|36.4644959626624|현대해상하이카|041-856-3578|충남 공주시 무령로 423|충남 공주시 신관동 159-3|||||||하이카프라자 공주/신관점||||160503
하이카프라자|서초/방배점|126.997368058986|37.4890680414854|현대해상하이카|02-592-1215|서울 서초구 서초대로 139|서울 서초구 방배4동 882-13|||||||하이카프라자 서초/방배점||||160503
하이카프라자|하남/미사리점|127.188692969587|37.5479058327899|현대해상하이카|031-796-4885|경기 하남시 하남대로 997|경기 하남시 풍산동 232|||||||하이카프라자 하남/미사리점||||160503
하이카프라자|밀양/삼문점|128.748845703834|35.4869723514889|현대해상하이카|055-355-3997|경남 밀양시 삼문3길 1|경남 밀양시 삼문동 360-3|||||||하이카프라자 밀양/삼문점||||160503
하이카프라자|김제/신풍점|126.898356704139|35.8027572520013|현대해상하이카|063-548-3030|전북 김제시 동서18길 15|전북 김제시 신풍동 591-1|||||||하이카프라자 김제/신풍점||||160503
하이카프라자|인천/마전점(뉴현대자동차정비랜드)|126.669966001813|37.5940558571270|현대해상하이카|032-567-8272|인천 서구 완정로 9|인천 서구 마전동 1016-10|||||||하이카프라자 인천/마전점(뉴현대자동차정비랜드)||||160503
하이카프라자|김포/사우점|126.723387295208|37.6163378403611|현대해상하이카|031-985-9200|경기 김포시 조리미로 31|경기 김포시 사우동 342-3|||||||하이카프라자 김포/사우점||||160503
하이카프라자|의왕/왕곡점|126.976372747033|37.3470430740273|현대해상하이카|031-455-0112|경기 의왕시 왕곡로 13|경기 의왕시 왕곡동 565-4|||||||하이카프라자 의왕/왕곡점||||160503
하이카프라자|경북/영양점|129.111658543329|36.6650532758211|현대해상하이카|054-683-1627|경북 영양군 영양읍 군청길 20|경북 영양군 영양읍 서부리 456-16|||||||하이카프라자 경북/영양점||||160503
하이카프라자|포항/오천점|129.422460416909|35.9459962103030|현대해상하이카|054-292-1143||경북 포항시 남구 오천읍 용덕리 305|||||||하이카프라자 포항/오천점||||160503
하이카프라자|광주/오치점|126.905278045865|35.1915127520371|현대해상하이카|062-269-0763|광주 북구 우치로 300|광주 북구 오치동 923-4|||||||하이카프라자 광주/오치점||||160503
하이카프라자|강원/횡성/둔내점|128.212766795315|37.5123450140135|현대해상하이카|033-342-5766|강원 횡성군 둔내면 둔내로 19|강원 횡성군 둔내면 둔방내리 593-8|||||||하이카프라자 강원/횡성/둔내점||||160503
하이카프라자|부산/연산점|129.080862499596|35.1841990590845|현대해상하이카|051-865-9229|부산 연제구 중앙대로 1082|부산 연제구 연산5동 702-5|||||||하이카프라자 부산/연산점||||160503
하이카프라자|여수/봉산점|127.726367485427|34.7343004340590|현대해상하이카|061-641-4356|전남 여수시 봉산2로 49|전남 여수시 봉산동 246-16|||||||하이카프라자 여수/봉산점||||160503
하이카프라자|아산/권곡점|127.009227394092|36.7928841891329|현대해상하이카|041-541-4972|충남 아산시 박물관로 12|충남 아산시 권곡동 395-5|||||||하이카프라자 아산/권곡점||||160503
하이카프라자|거제/아주점|128.688003258180|34.8749032206615|현대해상하이카|055-681-8577|경남 거제시 용소1길 37|경남 거제시 아주동 962|||||||하이카프라자 거제/아주점||||160503
하이카프라자|파주/금촌점(보명자동차공업사)|126.768494201974|37.7590429029740|현대해상하이카|031-943-9930|경기 파주시 금릉역로 172|경기 파주시 금촌동 547-2|||||||하이카프라자 파주/금촌점(보명자동차공업사)||||160503
하이카프라자|경남/삼천포점|128.069941599465|34.9611126256497|현대해상하이카|055-834-3228|경남 사천시 진삼로 27|경남 사천시 죽림동 303-3|||||||하이카프라자 경남/삼천포점||||160503
하이카프라자|부산/부암점|129.045711193123|35.1630081725596|현대해상하이카|051-805-4422|부산 부산진구 백양대로 34|부산 부산진구 부암동 214-18|||||||하이카프라자 부산/부암점||||160503
하이카프라자|경기/광주/곤지암점|127.335639016012|37.3466158367046|현대해상하이카|031-762-9768|경기 광주시 곤지암읍 도척로 56|경기 광주시 곤지암읍 삼리 41-24|||||||하이카프라자 경기/광주/곤지암점||||160503
하이카프라자|부천/춘의점|126.793897250675|37.5045747903622|현대해상하이카|032-662-7784|경기 부천시 원미구 길주로 462|경기 부천시 원미구 춘의동 149-7|||||||하이카프라자 부천/춘의점||||160503
하이카프라자|천안/불당점|127.1055669474|36.8101699372|현대해상하이카|041-575-5151|충남 천안시 서북구 불당31길 33|충남 천안시 서북구 불당동 1653|||||||하이카프라자 천안/불당점||||160503
하이카프라자|경주/양북점|129.440991622688|35.7911629404441|현대해상하이카|054-774-4972|경북 경주시 양북면 어일중앙길 6|경북 경주시 양북면 어일리 1295-257|||||||하이카프라자 경주/양북점||||160503
하이카프라자|양천/목동점|126.858186255716|37.5256103586550|현대해상하이카|02-260-0276|서울 양천구 오목로 187|서울 양천구 신정동 908-29|||||||하이카프라자 양천/목동점|30호|||160503
하이카프라자|구리/토평점|127.149749685758|37.5927143350969|현대해상하이카|031-566-8812|경기 구리시 벌말로 181|경기 구리시 수택동 273-5|||||||하이카프라자 구리/토평점||||160503
하이카프라자|평택/합정점|127.091835261283|36.9911853742641|현대해상하이카|031-655-1504|경기 평택시 평택3로17번길 34|경기 평택시 합정동 735|||||||하이카프라자 평택/합정점||||160503
하이카프라자|경북/의성/봉양점|128.574426982058|36.2939967711481|현대해상하이카|054-834-4566|경북 의성군 봉양면 봉기길 15|경북 의성군 봉양면 도원리 945|||||||하이카프라자 경북/의성/봉양점|11-1|||160503
하이카프라자|대구/화원점|128.489987468433|35.7975446623327|현대해상하이카|053-634-6314|대구 달성군 화원읍 화암로 12|대구 달성군 화원읍 설화리 553-5|||||||하이카프라자 대구/화원점||||160503
하이카프라자|대구/검사점|128.651131432723|35.8875022724341|현대해상하이카|053-984-1004|대구 동구 동촌로 84|대구 동구 검사동 994-49|||||||하이카프라자 대구/검사점||||160503
하이카프라자|대구/내당점|128.566253044432|35.8610330714967|현대해상하이카|053-559-9170|대구 서구 달구벌대로 1845|대구 서구 내당동 62-1|||||||하이카프라자 대구/내당점||||160503
하이카프라자|대구/대명점|128.575336550580|35.8354105331045|현대해상하이카|053-651-2230|대구 남구 대명남로 158|대구 남구 대명동 646-1|||||||하이카프라자 대구/대명점||||160503
하이카프라자|울산/연암점|129.370289178497|35.5864517765289|현대해상하이카|052-282-4948|울산 북구 연암15길 2|울산 북구 연암동 293-1|||||||하이카프라자 울산/연암점||||160503
하이카프라자|경북/칠곡/3공단점|128.398937554236|36.0780775783339|현대해상하이카|054-977-0301|경북 칠곡군 석적읍 석적로 1017-1|경북 칠곡군 석적읍 남율리 655-1|||||||하이카프라자 경북/칠곡/3공단점||||160503
하이카프라자|대구/연호점|128.675489904864|35.8458295255733|현대해상하이카|053-791-1783|대구 수성구 달구벌대로 2877-39|대구 수성구 연호동 645|||||||하이카프라자 대구/연호점||||160503
하이카프라자|제주/대정점|126.260585663015|33.2280341346024|현대해상하이카|064-794-0500|제주 서귀포시 대정읍 상모대서로 68|제주 서귀포시 대정읍 상모리 3732-2|||||||하이카프라자 제주/대정점||||160503
하이카프라자|화성/봉담점(하이모터스)|126.975717602028|37.2135120994487|현대해상하이카|031-226-9400|경기 화성시 봉담읍 와우안길 70|경기 화성시 봉담읍 와우리 96-3|||||||하이카프라자 화성/봉담점(하이모터스)||||160503
하이카프라자|마포/염리점|126.944034099585|37.5465803793943|현대해상하이카|02-704-2533|서울 마포구 백범로 118|서울 마포구 염리동 180-4|||||||하이카프라자 마포/염리점||||160503
하이카프라자|구미/사곡점|128.362982269447|36.0993497586466|현대해상하이카|054-461-0905|경북 구미시 구미대로 142|경북 구미시 사곡리 354-17|||||||하이카프라자 구미/사곡점||||160503
하이카프라자|경북/군위점|128.564999592916|36.2322601164380|현대해상하이카|054-383-7007|경북 군위군 군위읍 동산새길 13|경북 군위군 군위읍 서부리 232-3|||||||하이카프라자 경북/군위점||||160503
하이카프라자|여수/여서점|127.705577443752|34.7510799839177|현대해상하이카|061-652-3900|전남 여수시 여문1로 25|전남 여수시 여서동 372-1|||||||하이카프라자 여수/여서점||||160503
하이카프라자|충북/진천점|127.441699194|36.8702459555|현대해상하이카|043-533-9112|충북 진천군 진천읍 진광로 70|충북 진천군 진천읍 성석리 480-11|||||||하이카프라자 충북/진천점||||160503
하이카프라자|영등포/영등포점|126.905450135339|37.5303357807019|현대해상하이카|02-2671-7351|서울 영등포구 영중로 155|서울 영등포구 영등포동8가 83-8|||||||하이카프라자 영등포/영등포점||||160503
하이카프라자|광주/월계점|126.835750223397|35.2079083275968|현대해상하이카|062-974-3737|광주 광산구 첨단내촌로 7|광주 광산구 월계동 796-11|||||||하이카프라자 광주/월계점||||160503
하이카프라자|인천/산곡점|126.703302970661|37.4939580238832|현대해상하이카|032-522-8521|인천 부평구 마장로177번길 4|인천 부평구 산곡동 371-41|||||||하이카프라자 인천/산곡점||||160503
하이카프라자|고양/마두점|126.788822282736|37.6609233854309|현대해상하이카|031-902-1331|경기 고양시 일산동구 산두로 17-2|경기 고양시 일산동구 마두동 871-3|||||||하이카프라자 고양/마두점|1층|||160503
하이카프라자|남양주/와부점|127.273347900620|37.6172770120757|현대해상하이카|031-577-0333|경기 남양주시 와부읍 수레로 665|경기 남양주시 와부읍 월문리 117|||||||하이카프라자 남양주/와부점||||160503
하이카프라자|부천/오정점|126.786975845923|37.5241643086307|현대해상하이카|032-678-8272|경기 부천시 오정구 상오정로 27|경기 부천시 오정구 오정동 566-15|||||||하이카프라자 부천/오정점||||160503
하이카프라자|인천/고잔점|126.709983129268|37.3985009544671|현대해상하이카|032-446-5700|인천 남동구 청능대로458번길 1|인천 남동구 고잔동 257-59|||||||하이카프라자 인천/고잔점||||160503
하이카프라자|인천/도림점|126.728121839545|37.4181122100080|현대해상하이카|032-446-4777|인천 남동구 논고개로 311|인천 남동구 도림동 672-3|||||||하이카프라자 인천/도림점||||160503
하이카프라자|마산/양덕점|128.582599107743|35.2331609541561|현대해상하이카|055-293-1831|경남 창원시 마산회원구 양덕로 166-1|경남 창원시 마산회원구 양덕1동 12-39|||||||하이카프라자 마산/양덕점||||160503
하이카프라자|평택/팽성점|127.058692376757|36.9647553434508|현대해상하이카|031-691-1456|경기 평택시 팽성읍 부용로31번길 18|경기 평택시 팽성읍 객사리 151-2|||||||하이카프라자 평택/팽성점||||160503
하이카프라자|전북/임실점|127.283492362019|35.6357867344005|현대해상하이카|063-644-0119|전북 임실군 임실읍 춘향로 2999|전북 임실군 임실읍 두곡리 184|||||||하이카프라자 전북/임실점||||160503
하이카프라자|울산/염포점|129.398426828660|35.5270020842679|현대해상하이카|052-289-0758|울산 북구 염포로 761|울산 북구 염포동 502-9|||||||하이카프라자 울산/염포점||||160503
하이카프라자|구미/옥계점|128.416882724163|36.1331208955854|현대해상하이카|054-475-0655|경북 구미시 옥계2공단로 308|경북 구미시 구포동 604-1|||||||하이카프라자 구미/옥계점||||160503
하이카프라자|제주/도남점|126.530836646497|33.4925218960871|현대해상하이카|064-757-6986|제주 제주시 연삼로 360|제주 제주시 도남동 75|||||||하이카프라자 제주/도남점||||160503
하이카프라자|경북/울진/후포점|129.442545049279|36.6855406427967|현대해상하이카|054-788-5811|경북 울진군 후포면 후포삼율로 174|경북 울진군 후포면 삼율리 551-1|||||||하이카프라자 경북/울진/후포점||||160503
하이카프라자|광진/자양점|127.061760686476|37.5376999238565|현대해상하이카|02-465-6523|서울 광진구 동일로 54|서울 광진구 자양동 236-103|||||||하이카프라자 광진/자양점||||160503
하이카프라자|인천/석남점|126.668312293961|37.5117909325869|현대해상하이카|032-575-8013|인천 서구 염곡로 305|인천 서구 석남동 170-2|||||||하이카프라자 인천/석남점||||160503
하이카프라자|평택/안중점(하이카/안중점)|126.930953079222|36.9873328716171|현대해상하이카|031-686-6694|경기 평택시 현덕면 인광4길 2|경기 평택시 현덕면 인광리 310-8|||||||하이카프라자 평택/안중점(하이카/안중점)||||160503
하이카프라자|천안/성환점|127.132829746067|36.9275994291251|현대해상하이카|041-584-2484|충남 천안시 서북구 성환읍 성환1로 409|충남 천안시 서북구 성환읍 성환리 177|||||||하이카프라자 천안/성환점||||160503
하이카프라자|서산/대산점|126.4420433047|36.9287204747|현대해상하이카|041-664-4969|충남 서산시 대산읍 영전1길 11|충남 서산시 대산읍 영탑리 575-61|||||||하이카프라자 서산/대산점||||160503
하이카프라자|평택/포승점|126.8566456414|36.9605742817|현대해상하이카|031-686-8211|경기 평택시 포승읍 서동대로 782-6|경기 평택시 포승읍 만호리 314-3|||||||하이카프라자 평택/포승점|C동 104호;C동 104호|||160503
하이카프라자|구미/선산점|128.304348801245|36.2417757117250|현대해상하이카|054-481-6772|경북 구미시 선산읍 선산대로 1423|경북 구미시 선산읍 동부리 501-4|||||||하이카프라자 구미/선산점||||160503
하이카프라자|강서/화곡점|126.848947147167|37.5529859794291|현대해상하이카|02-2690-9599|서울 강서구 우장산로 116|서울 강서구 화곡동 1103-7|||||||하이카프라자 강서/화곡점||||160503
하이카프라자|강서/방화점(명진카서비스)|126.806146911226|37.5658445159776|현대해상하이카|02-2661-8272|서울 강서구 초원로 42|서울 강서구 방화동 600-51|||||||하이카프라자 강서/방화점(명진카서비스)||||160503
하이카프라자|광주/풍암점|126.886087863103|35.1291790824290|현대해상하이카|062-682-9400|광주 서구 풍암순환로188번길 50|광주 서구 풍암동 1152|||||||하이카프라자 광주/풍암점||||160503
하이카프라자|동작/상도점|126.940694478759|37.5021052619786|현대해상하이카|02-823-5208|서울 동작구 장승배기로 48|서울 동작구 상도동 204-72|||||||하이카프라자 동작/상도점||||160503
