##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쉐보레바로서비스센터
쉐보레서비스센터|세종바로서비스|127.298359|36.590994|쉐보레바로서비스센터|044-862-8255|세종 조치원읍 충현로 21-1||||||||쉐보레서비스센터 세종바로서비스||||160408
쉐보레서비스센터|예산바로서비스|126.83790420000003|36.6786105|쉐보레바로서비스센터|041-332-8255|충남 예산군 예산읍 예산로 118-6||||||||쉐보레서비스센터 예산바로서비스||||160408
쉐보레서비스센터|부여바로서비스|126.886322|36.276356|쉐보레바로서비스센터|041-836-8255|충남 부여군 규암면 백제문로 8||||||||쉐보레서비스센터 부여바로서비스||||160408
쉐보레서비스센터|천안서부바로서비스|127.130286|36.833678|쉐보레바로서비스센터|041-522-8585|충남 천안시 서북구 두정로 120||||||||쉐보레서비스센터 천안서부바로서비스||||160408
쉐보레서비스센터|당진바로서비스|126.64520590000006|36.9086795|쉐보레바로서비스센터|041-352-5582|충남 당진시 원당로 90||||||||쉐보레서비스센터 당진바로서비스|(원당동)|||160408
쉐보레서비스센터|신평바로서비스|126.740717|36.886503|쉐보레바로서비스센터|041-362-5582|충남 당진시 신평면 서해로 6875||||||||쉐보레서비스센터 신평바로서비스||||160408
쉐보레서비스센터|홍성바로서비스|126.67564649999997|36.6025972|쉐보레바로서비스센터|041-631-6255|충남 홍성군 홍성읍 의사로 72번길 41||||||||쉐보레서비스센터 홍성바로서비스||||160408
쉐보레서비스센터|서신바로서비스|127.11690390000001|35.8299908|쉐보레바로서비스센터|063-275-0470|전북 전주시 완산구 안터6길 37-2||||||||쉐보레서비스센터 서신바로서비스|(서신동)|||160408
쉐보레서비스센터|전주바로서비스|127.129252|35.812169|쉐보레바로서비스센터|063-284-8255|전북 전주시 완산구 서원로 319||||||||쉐보레서비스센터 전주바로서비스||||160408
쉐보레서비스센터|진안바로서비스|127.437858|35.792314|쉐보레바로서비스센터|063-432-2288|전북 진안군 진안읍 진장로 59||||||||쉐보레서비스센터 진안바로서비스||||160408
쉐보레서비스센터|아중바로서비스|127.16706699999997|35.8351348|쉐보레바로서비스센터|063-244-8555|전북 전주시 덕진구 석소로 91||||||||쉐보레서비스센터 아중바로서비스||||160408
쉐보레서비스센터|김제바로서비스|126.8932886|35.7947263|쉐보레바로서비스센터|063-547-8256|전북 김제시 남북로 76||||||||쉐보레서비스센터 김제바로서비스|(신풍동)|||160408
쉐보레서비스센터|고창바로서비스|126.6920083|35.4368588|쉐보레바로서비스센터|063-564-8250|전북 고창군 고창읍 고인돌대로 1767-12||||||||쉐보레서비스센터 고창바로서비스||||160408
쉐보레서비스센터|나운바로서비스|126.682069|35.954033|쉐보레바로서비스센터|063-466-1777|전북 군산시 미성로 554||||||||쉐보레서비스센터 나운바로서비스||||160408
쉐보레서비스센터|익산바로서비스|126.942246|35.952005|쉐보레바로서비스센터|063-853-8255|전북 익산시 배산로 24길 6||||||||쉐보레서비스센터 익산바로서비스|(모현동1가)|||160408
쉐보레서비스센터|남원바로서비스|127.389853|35.418467|쉐보레바로서비스센터|063-632-8255|전북 남원시 충정로 157||||||||쉐보레서비스센터 남원바로서비스||||160408
쉐보레서비스센터|전주평화바로서비스|127.128145|35.793751|쉐보레바로서비스센터|063-236-2119|전북 전주시 완산구 맏내로 155||||||||쉐보레서비스센터 전주평화바로서비스||||160408
쉐보레서비스센터|정읍바로서비스|126.8518497|35.5776505|쉐보레바로서비스센터|063-532-8255|전북 정읍시 수성1로 46-12||||||||쉐보레서비스센터 정읍바로서비스|(수성동)|||160408
쉐보레서비스센터|부안바로서비스|126.735515|35.716337|쉐보레바로서비스센터|063-581-8277|전북 부안군 부안읍 옹정로 351||||||||쉐보레서비스센터 부안바로서비스||||160408
쉐보레서비스센터|송천바로서비스|127.11530259999995|35.8636096|쉐보레바로서비스센터|063-285-8255|전북 전주시 덕진구 용소로 63||||||||쉐보레서비스센터 송천바로서비스|(송천동)|||160408
쉐보레서비스센터|영광바로서비스|126.499377|35.272132|쉐보레바로서비스센터|061-353-8310|전남 영광군 영광읍 천년로 10길 3||||||||쉐보레서비스센터 영광바로서비스||||160408
쉐보레서비스센터|여천바로서비스|127.67178739999997|34.7653969|쉐보레바로서비스센터|061-685-8588|전남 여수시 쌍봉로 145||||||||쉐보레서비스센터 여천바로서비스|(학용동)|||160408
쉐보레서비스센터|완도바로서비스|126.74213450000002|34.3228613|쉐보레바로서비스센터|061-554-8220|전남 완도군 완도읍 개포로 145번길 43-6||||||||쉐보레서비스센터 완도바로서비스||||160408
쉐보레서비스센터|영암바로서비스|126.69737929999997|34.820886|쉐보레바로서비스센터|061-471-8155|전남 영암군 덕진면 백운선로 3||||||||쉐보레서비스센터 영암바로서비스||||160408
쉐보레서비스센터|순천바로서비스|127.48263|34.97596|쉐보레바로서비스센터|061-751-8585|전남 순천시 중앙로 342||||||||쉐보레서비스센터 순천바로서비스|(가곡동)|||160408
쉐보레서비스센터|목포바로서비스|126.38095659999999|34.8090572|쉐보레바로서비스센터|061-277-1744|전남 목포시 원산로 128||||||||쉐보레서비스센터 목포바로서비스|(연산동)|||160408
쉐보레서비스센터|동광양바로서비스|127.70276690000003|34.9430861|쉐보레바로서비스센터|061-794-8225|전남 광양시 중마로 464||||||||쉐보레서비스센터 동광양바로서비스|(중동)|||160408
쉐보레서비스센터|광양바로서비스|127.581394|34.971972|쉐보레바로서비스센터|061-761-1472|전남 광양시 광양읍 인덕로 1001||||||||쉐보레서비스센터 광양바로서비스||||160408
쉐보레서비스센터|목포하당바로서비스|126.42065060000004|34.8005949|쉐보레바로서비스센터|061-284-0055|전남 목포시 교육로41번길 19||||||||쉐보레서비스센터 목포하당바로서비스|(상동)|||160408
쉐보레서비스센터|순천금당바로서비스|127.52586150000002|34.9498918|쉐보레바로서비스센터|061-725-8255|전남 순천시 기적의도서관1길 76||||||||쉐보레서비스센터 순천금당바로서비스||||160408
쉐보레서비스센터|여수바로서비스|127.700727|34.767552|쉐보레바로서비스센터|061-654-7585|전남 여수시 좌수영로 452-1||||||||쉐보레서비스센터 여수바로서비스|(둔덕동)|||160408
쉐보레서비스센터|문수바로서비스|127.69967500000007|34.7517084|쉐보레바로서비스센터|061-654-8255|전남 여수시 문수5길 14||||||||쉐보레서비스센터 문수바로서비스|(문수동)|||160408
쉐보레서비스센터|고흥바로서비스|127.29288280000003|34.6170478|쉐보레바로서비스센터|061-834-5582|전남 고흥군 고흥읍 고흥로 1890||||||||쉐보레서비스센터 고흥바로서비스|(남계리)|||160408
쉐보레서비스센터|담양바로서비스|126.97177110000007|35.3181184|쉐보레바로서비스센터|061-382-8525|전남 담양군 담양읍 추성로 1220||||||||쉐보레서비스센터 담양바로서비스||||160408
쉐보레서비스센터|화순바로서비스|126.98797119999995|35.0554755|쉐보레바로서비스센터|061-371-8255|전남 화순군 화순읍 충의로 94||||||||쉐보레서비스센터 화순바로서비스||||160408
쉐보레서비스센터|경산바로서비스|128.763078|35.846994|쉐보레바로서비스센터|053-815-3278|경북 경산시 압량면 부적길 90||||||||쉐보레서비스센터 경산바로서비스||||160408
쉐보레서비스센터|진보바로서비스|129.03623289999996|36.5318189|쉐보레바로서비스센터|054-874-8585|경북 청송군 진보면 진보로 36||||||||쉐보레서비스센터 진보바로서비스|(이촌리)|||160408
쉐보레서비스센터|성주바로서비스|128.291784|35.920335|쉐보레바로서비스센터|054-931-8275|경북 성주군 성주읍 성주순환로 260||||||||쉐보레서비스센터 성주바로서비스||||160408
쉐보레서비스센터|하양바로서비스|128.81517|35.908249|쉐보레바로서비스센터|053-857-8572|경북 경산시 하양읍 대경로 672||||||||쉐보레서비스센터 하양바로서비스||||160408
쉐보레서비스센터|경주안강바로서비스|129.206244|35.995181|쉐보레바로서비스센터|054-761-8254|경북 경주시 안강읍 안강중앙로 53||||||||쉐보레서비스센터 경주안강바로서비스||||160408
쉐보레서비스센터|영천바로서비스|128.932356|35.96779|쉐보레바로서비스센터|054-338-8255|경북 영천시 최무선로 301||||||||쉐보레서비스센터 영천바로서비스|(창구동)|||160408
쉐보레서비스센터|왜관바로서비스|128.39726599999995|35.9874746|쉐보레바로서비스센터|054-975-7400|경북 칠곡군 왜관읍 관문로 24||||||||쉐보레서비스센터 왜관바로서비스||||160408
쉐보레서비스센터|경주중부바로서비스|129.20311689999994|35.8497542|쉐보레바로서비스센터|054-741-8900|경북 경주시 북문로 6||||||||쉐보레서비스센터 경주중부바로서비스|(성건동)|||160408
쉐보레서비스센터|고령바로서비스|128.26436439999998|35.7259342|쉐보레바로서비스센터|054-955-8572|경북 고령군 대가야읍 왕릉로 61||||||||쉐보레서비스센터 고령바로서비스|(지산리)|||160408
쉐보레서비스센터|구미바로서비스|128.42222679999998|36.1020813|쉐보레바로서비스센터|054-473-8500|경북 구미시 인동8길 7||||||||쉐보레서비스센터 구미바로서비스|(진평동)|||160408
쉐보레서비스센터|구미중앙바로서비스|128.3209726|36.1377124|쉐보레바로서비스센터|054-442-7255|경북 구미시 야은로 348||||||||쉐보레서비스센터 구미중앙바로서비스|(도량동)|||160408
쉐보레서비스센터|포항바로서비스|129.39022239999997|36.0742361|쉐보레바로서비스센터|054-278-8254|경북 포항시 북구 환호로 66||||||||쉐보레서비스센터 포항바로서비스|(장성동)|||160408
쉐보레서비스센터|영주바로서비스|128.6218801|36.8168279|쉐보레바로서비스센터|054-638-8255|경북 영주시 선비로 134||||||||쉐보레서비스센터 영주바로서비스|(휴천동)|||160408
쉐보레서비스센터|상주바로서비스|128.15210990000003|36.4126735|쉐보레바로서비스센터|054-536-8255|경북 상주시 상서문2길 9||||||||쉐보레서비스센터 상주바로서비스|(낙양동)|||160408
쉐보레서비스센터|예천바로서비스|128.4407413|36.6470593|쉐보레바로서비스센터|054-654-8555|경북 예천군 예천읍 충효로 141||||||||쉐보레서비스센터 예천바로서비스||||160408
쉐보레서비스센터|서구미바로서비스|128.33892170000001|36.118625|쉐보레바로서비스센터|054-451-7255|경북 구미시 신시로20길 3||||||||쉐보레서비스센터 서구미바로서비스|(송정동)|||160408
쉐보레서비스센터|서영주바로서비스|128.6093823|36.8306346|쉐보레바로서비스센터|054-637-8255|경북 영주시 신재로 29||||||||쉐보레서비스센터 서영주바로서비스|(가흥동)|||160408
쉐보레서비스센터|김천바로서비스|128.08967099999995|36.1247094|쉐보레바로서비스센터|054-431-8255|경북 김천시 부곡길 22||||||||쉐보레서비스센터 김천바로서비스|(부곡동)|||160408
쉐보레서비스센터|영덕바로서비스|129.37262540000006|36.40659309999999|쉐보레바로서비스센터|054-733-8202|경북 영덕군 영덕읍 우곡길 30||||||||쉐보레서비스센터 영덕바로서비스||||160408
쉐보레서비스센터|포항이동바로서비스|129.33429139999998|36.0256314|쉐보레바로서비스센터|054-278-7070|경북 포항시 남구 포스코대로 76||||||||쉐보레서비스센터 포항이동바로서비스||||160408
쉐보레서비스센터|진량바로서비스|128.82203460000005|35.8764896|쉐보레바로서비스센터|053-852-7288|경북 경산시 진량읍 다문로 103||||||||쉐보레서비스센터 진량바로서비스|(신상리)|||160408
쉐보레서비스센터|마산바로서비스|128.58279040000002|35.2049826|쉐보레바로서비스센터|055-245-6066|경남 창원시 마산합포구 해안대로 400||||||||쉐보레서비스센터 마산바로서비스|(오동동,상점)|||160408
쉐보레서비스센터|양산바로서비스|129.0379107|35.3487127|쉐보레바로서비스센터|055-386-8255|경남 양산시 중앙우회로 150||||||||쉐보레서비스센터 양산바로서비스||||160408
쉐보레서비스센터|진해바로서비스|128.70862|35.136107|쉐보레바로서비스센터|055-545-2604|경남 창원시 진해구 진해대로 1045||||||||쉐보레서비스센터 진해바로서비스|(풍호동)|||160408
쉐보레서비스센터|삼천포바로서비스|128.08290169999998|34.9453749|쉐보레바로서비스센터|055-832-4879|경남 사천시 주공로 117||||||||쉐보레서비스센터 삼천포바로서비스|(용강동)|||160408
쉐보레서비스센터|울산바로서비스|129.28551919999995|35.5363512|쉐보레바로서비스센터|052-257-8255|울산 남구 문수로 291-1||||||||쉐보레서비스센터 울산바로서비스||||160408
쉐보레서비스센터|밀양바로서비스|128.754885|35.48224|쉐보레바로서비스센터|055-356-8244|경남 밀양시 삼문중앙로4길 18-3||||||||쉐보레서비스센터 밀양바로서비스|(삼문동)|||160408
쉐보레서비스센터|창녕바로서비스|128.5006482|35.5321755|쉐보레바로서비스센터|055-533-8484|경남 창녕군 창녕읍 창녕대로 156||||||||쉐보레서비스센터 창녕바로서비스||||160408
쉐보레서비스센터|울산중앙바로서비스|129.32993250000004|35.5319219|쉐보레바로서비스센터|052-276-7500|울산 남구 번영로 71||||||||쉐보레서비스센터 울산중앙바로서비스|(달동)|||160408
쉐보레서비스센터|함양바로서비스|127.72387|35.513129|쉐보레바로서비스센터|055-964-1577|경남 함양군 함양읍 한들로 11||||||||쉐보레서비스센터 함양바로서비스||||160408
쉐보레서비스센터|창원바로서비스|128.625183|35.260121|쉐보레바로서비스센터|055-298-0300|경남 창원시 의창구 평산로207번길 8||||||||쉐보레서비스센터 창원바로서비스|(중동)|||160408
쉐보레서비스센터|진주중앙바로서비스|128.07132390000004|35.1820172|쉐보레바로서비스센터|055-746-8255|경남 진주시 신안로 42||||||||쉐보레서비스센터 진주중앙바로서비스|(신안동)|||160408
쉐보레서비스센터|마창바로서비스|128.607767|35.254922|쉐보레바로서비스센터|055-297-8256|경남 창원시 의창구 사화로 18번길 28||||||||쉐보레서비스센터 마창바로서비스|(팔용동)|||160408
쉐보레서비스센터|언양바로서비스|129.1202379|35.5698977|쉐보레바로서비스센터|052-263-5588|울산 울주군 언양읍 서문1길 17||||||||쉐보레서비스센터 언양바로서비스||||160408
쉐보레서비스센터|통영바로서비스|128.4163413|34.8743491|쉐보레바로서비스센터|055-641-8255|경남 통영시 광도면 죽림1로 4-93||||||||쉐보레서비스센터 통영바로서비스|(죽림리)|||160408
쉐보레서비스센터|사천바로서비스|128.085289|35.086908|쉐보레바로서비스센터|055-855-1234|경남 사천시 사천읍 진삼로 1519||||||||쉐보레서비스센터 사천바로서비스|(수석리)|||160408
쉐보레서비스센터|울산무거바로서비스|129.27504469999997|35.5555729|쉐보레바로서비스센터|052-249-0076|울산 중구 북부순환도로 109||||||||쉐보레서비스센터 울산무거바로서비스|(다운동)|||160408
쉐보레서비스센터|창원중앙바로서비스|128.68439420000004|35.2434702|쉐보레바로서비스센터|055-287-8255|경남 창원시 의창구 사림로 130번길 10-6||||||||쉐보레서비스센터 창원중앙바로서비스|(사림동)|||160408
쉐보레서비스센터|김해바로서비스|128.8560999|35.235243|쉐보레바로서비스센터|055-331-8255|경남 김해시 금관대로 1226||||||||쉐보레서비스센터 김해바로서비스|(외동)|||160408
쉐보레서비스센터|거창중앙바로서비스|127.90290779999998|35.685984|쉐보레바로서비스센터|055-944-8595|경남 거창군 거창읍 공수들7길 56||||||||쉐보레서비스센터 거창중앙바로서비스||||160408
쉐보레서비스센터|장유바로서비스|128.81555170000001|35.2060716|쉐보레바로서비스센터|055-314-8850|경남 김해시 내덕로 66||||||||쉐보레서비스센터 장유바로서비스|(내덕동)|||160408
쉐보레서비스센터|내서바로서비스|128.52704530000005|35.2664982|쉐보레바로서비스센터|055-232-7997|경남 창원시 마산회원구 내서읍 호원로 383||||||||쉐보레서비스센터 내서바로서비스||||160408
쉐보레서비스센터|울산삼산바로서비스|129.34887290000006|35.5430373|쉐보레바로서비스센터|052-256-8585|울산 남구 돋질로 404||||||||쉐보레서비스센터 울산삼산바로서비스||||160408
쉐보레서비스센터|신마산바로서비스|128.561642|35.1781193|쉐보레바로서비스센터|055-244-8582|경남 창원시 마산합포구 가포로 45||||||||쉐보레서비스센터 신마산바로서비스|(해운동)|||160408
쉐보레서비스센터|창원봉암바로서비스|128.597989|35.216287|쉐보레바로서비스센터|055-291-8255|경남 창원시 마산회원구 봉암공단5길 39-1||||||||쉐보레서비스센터 창원봉암바로서비스||||160408
쉐보레서비스센터|마산양덕바로서비스|128.58204550000005|35.2195567|쉐보레바로서비스센터|055-253-8255|경남 창원시 마산합포구 용마로 72||||||||쉐보레서비스센터 마산양덕바로서비스||||160408
쉐보레서비스센터|신항바로서비스|128.82062870000004|35.0989454|쉐보레바로서비스센터|055-551-2500|경남 창원시 진해구 용원로 101번길 8||||||||쉐보레서비스센터 신항바로서비스|(용원동)|||160408
쉐보레서비스센터|온산바로서비스|129.3330545|35.4400043|쉐보레바로서비스센터|052-238-8522|울산 울주군 온산읍 덕신로 496||||||||쉐보레서비스센터 온산바로서비스||||160408
쉐보레서비스센터|진영바로서비스|128.72347530000002|35.3066644|쉐보레바로서비스센터|055-346-6336|경남 김해시 진영읍 김해대로 332번길 28||||||||쉐보레서비스센터 진영바로서비스||||160408
쉐보레서비스센터|울산중구바로서비스|129.34342549999997|35.5805191|쉐보레바로서비스센터|052-292-0082|울산 중구 북부순환도로 855||||||||쉐보레서비스센터 울산중구바로서비스|(서동)|||160408
쉐보레서비스센터|장유중앙바로서비스|128.80550029999995|35.1931686|쉐보레바로서비스센터|055-311-8280|경남 김해시 삼문로 46||||||||쉐보레서비스센터 장유중앙바로서비스|(삼문동)|||160408
쉐보레서비스센터|서귀포바로서비스|126.5719484|33.2583634|쉐보레바로서비스센터|064-732-8255|제주 서귀포시 동홍중앙로 83||||||||쉐보레서비스센터 서귀포바로서비스||||160408
쉐보레서비스센터|제주바로서비스|126.53732979999995|33.4903395|쉐보레바로서비스센터|064-721-8255|제주 제주시 구남동2길 1||||||||쉐보레서비스센터 제주바로서비스|(이도이동)|||160408
쉐보레서비스센터|신제주바로서비스|126.500759|33.493817|쉐보레바로서비스센터|064-742-8251|제주 제주시 연삼로 77||||||||쉐보레서비스센터 신제주바로서비스||||160408
쉐보레서비스센터|제주중앙바로서비스|126.51977119999992|33.5084472|쉐보레바로서비스센터|064-759-8585|제주 제주시 서사로 44||||||||쉐보레서비스센터 제주중앙바로서비스|(삼도일동)|||160408
쉐보레서비스센터|제주노형바로서비스|126.468787|33.478929|쉐보레바로서비스센터|064-712-3366|제주 제주시 노형로 289||||||||쉐보레서비스센터 제주노형바로서비스|(노형동)|||160408
쉐보레서비스센터|마포바로서비스|126.939169|37.544566|쉐보레바로서비스센터|02-711-8255|서울 마포구 대흥로 46||||||||쉐보레서비스센터 마포바로서비스|(대흥동)|||160408
쉐보레서비스센터|양천바로서비스|126.836343|37.522482|쉐보레바로서비스센터|02-2694-8255|서울 양천구 남부순환로 514||||||||쉐보레서비스센터 양천바로서비스|성창빌딩 1층 (신월동)|||160408
쉐보레서비스센터|김포제일바로서비스|126.710245|37.622601|쉐보레바로서비스센터|031-982-8255|경기 김포시 중구로 5||||||||쉐보레서비스센터 김포제일바로서비스||||160408
쉐보레서비스센터|나주바로서비스|126.713202|35.020532|쉐보레바로서비스센터|061-334-5585|전남 나주시 예향로 4117||||||||쉐보레서비스센터 나주바로서비스|(송월동)|||160408
