##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@보건소
송산보건지소||126.732463889|37.2132203093|보건소|031-357-1304|경기도 화성시 송산면 사강시장길 26||||||||송산보건지소|(송산면)|||30301
송악보건지소||127.00871903|36.7330592211|보건소|041-537-3473|충청남도 아산시 송악면 송악로 805-13||||||||송악보건지소|(송악면)|||30301
송악읍보건지소||126.690322037|36.9040182376|보건소|041-350-4941|충청남도 당진시 송악읍 틀모시로 795||||||||송악읍보건지소|(송악보건지소)|||30301
송지면보건지소||126.522446101|34.3720977933|보건소|061-533-7703|전라남도 해남군 송지면 산정1길 11||||||||송지면보건지소|(송지면)|||30301
송파구보건지소||127.142672462|37.4897710069|보건소|02-2147-4840|서울특별시 송파구 양산로 5||||||||송파구보건지소|(거여동,송파구 보건지소)|||30301
송학보건지소||128.2624782|37.1843994|보건소|043-644-1695|충청북도 제천시 송학면 시곡포전로2길 3||||||||송학보건지소|3|||30301
송해보건지소||126.4632117|37.7647759|보건소|032-934-4316|인천광역시 강화군 송해면 전망대로 29||||||||송해보건지소|29|||30301
수곡보건지소||127.932165608|35.198642272|보건소|055-749-2469|경상남도 진주시 수곡면 곤수로 972||||||||수곡보건지소|(수곡면)|||30301
수동면보건지소||127.789093075|35.5228441178|보건소|055-960-5363|경상남도 함양군 수동면 수동내동길 15||||||||수동면보건지소|(수동면)|||30301
수동보건지소||127.322550594|37.709084747|보건소|031-590-2758|경기도 남양주시 수동면 비룡로 800||||||||수동보건지소|(수동면)|||30301
수비보건지소||129.200140935|36.7662040039|보건소|054-680-5850|경상북도 영양군 수비면 한티로 479-5||||||||수비보건지소|(수비면)|||30301
수산보건지소||128.183513942|36.9343199136|보건소|043-648-1641|충청북도 제천시 수산면 오티로 276||||||||수산보건지소||||30301
수암보건지소||126.877157805|37.3643321169|보건소|031-481-5889|경기도 안산시 상록구 원당골1길 23-3||||||||수암보건지소|(수암동)|||30301
수지면보건지소||127.371876485|35.3394772442|보건소|063-626-5985|전라북도 남원시 수지면 고주로 635-10||||||||수지면보건지소|(수지면)|||30301
순성면보건지소||126.713310727|36.8438789568|보건소|041-360-6220|충청남도 당진시 순성면 남부로 1146||||||||순성면보건지소|(순성면사무소,보건지소)|||30301
순천시건강생활지원센터||||보건소|||전라남도 순천시 연향동 1682|||||||순천시건강생활지원센터||||30301
숭의보건지소||126.649019124|37.4644464378|보건소|032-880-5363|인천광역시 남구 경인로 54||||||||숭의보건지소|(숭의동,1~2층 숭의보건지소)|||30301
승주보건지소||127.38559|35.0139549|보건소|061-749-3696|전라남도 순천시 승주읍 승평길 15||||||||승주보건지소|15|||30301
시종면보건지소||126.607048272|34.8685829955|보건소|061-472-8155|전라남도 영암군 시종면 내동중앙로 41||||||||시종면보건지소|(시종보건지소)|||30301
시초보건지소||126.752888728|36.1209972414|보건소|041-950-5608|충청남도 서천군 시초면 시초로 226||||||||시초보건지소|(시초보건지소)|||30301
시흥시보건소정왕보건지소||126.740152915|37.3467206873|보건소|031-310-5902|경기도 시흥시 정왕대로233번길 19||||||||시흥시보건소정왕보건지소|(정왕동)|||30301
신광면보건지소||129.2625691|36.1299855|보건소|054-243-0891|경상북도 포항시 북구 신광면 토성길37번길 13||||||||신광면보건지소|13|||30301
신광보건지소||126.505038|35.15154|보건소|061-322-5492|전라남도 함평군 신광면 신광중앙길 84||||||||신광보건지소|84|||30301
신기보건지소||129.083277832|37.3494561799|보건소|033-541-1900|강원도 삼척시 신기면 신기길 15||||||||신기보건지소|(신기면)|||30301
신덕보건지소||127.178313|35.684001|보건소|063-643-0555|전라북도 임실군 신덕면 수지로 102||||||||신덕보건지소|102|||30301
신도안면보건지소||127.242141187|36.3006236699|보건소|042-840-3591|충청남도 계룡시 신도안면 신도안2길 61||||||||신도안면보건지소|(신도안면)|||30301
신등보건지소||128.011034|35.3787631|보건소|055-970-7658|경상남도 산청군 신등면 신등가회로10번길 7||||||||신등보건지소|7|||30301
신림면보건지소||128.078733142|37.2301443409|보건소|033-737-4539|강원도 원주시 신림면 치악로 32||||||||신림면보건지소|(신림면)|||30301
신북면보건지소||126.695357214|34.8920562872|보건소|061-472-9044|전라남도 영암군 신북면 간은정로 57-13||||||||신북면보건지소|57|||30301
신북보건지소||127.226413934|37.9336860176|보건소|031-538-4394|경기도 포천시 신북면 호국로 2065||||||||신북보건지소|(신북면사무소)|||30301
신북읍보건지소||127.746005758|37.9257371811|보건소|033-250-3863|강원도 춘천시 신북읍 율문길 75||||||||신북읍보건지소|(신북읍보건지소)|||30301
신서보건지소||127.106669835|38.1841382866|보건소|031-834-8032|경기도 연천군 신서면 도대로3번길 63||||||||신서보건지소|(신서면)|||30301
신안보건지소||127.974392912|35.3011988987|보건소|055-970-7661|경상남도 산청군 신안면 원지강변로 101||||||||신안보건지소|(신안면)|||30301
신의면보건지소||126.0890036|34.5853607|보건소|061-271-7024|전라남도 신안군 신의면 신의로 661||||||||신의면보건지소|661|||30301
신창보건지소||126.934037356|36.7893864004|보건소|041-537-3491|충청남도 아산시 신창면 서부남로 725||||||||신창보건지소|(신창면)|||30301
신평면보건지소||126.773578453|36.8853299035|보건소|041-360-6240|충청남도 당진시 신평면 신평로 834||||||||신평면보건지소|(신평면)|||30301
신평보건지소||127.223671301|35.6570518364|보건소|063-640-3204|전라북도 임실군 신평면 석등슬치로 369||||||||신평보건지소|(신평면)|||30301
신평보건지소||128.503522831|36.473228062|보건소|054-862-2082|경상북도 의성군 신평면 봉호로 2446-3||||||||신평보건지소|(신평면)|||30301
심천보건지소||127.722220362|36.2369716894|보건소|043-742-6069|충청북도 영동군 심천면 심천로 88-1||||||||심천보건지소|(심천보건지소)|||30301
쌍백면보건지소||128.14606458|35.4397689494|보건소|055-930-3782|경상남도 합천군 쌍백면 평구3길 14||||||||쌍백면보건지소|(쌍백면)|||30301
쌍책면보건지소||128.287835596|35.5748838776|보건소|055-930-3777|경상남도 합천군 쌍책면 성산우회로 8||||||||쌍책면보건지소|(쌍책면)|||30301
쌍촌/건강생활지원센터||||보건소||광주광역시 서구 쌍학로 47||||||||쌍촌 건강생활지원센터||||30301
쌍치보건지소||127.000952292|35.5008484562|보건소|063-650-5591|전라북도 순창군 쌍치면 삽실길 9||||||||쌍치보건지소|(쌍치면)|||30301
아영면보건지소||127.612826423|35.5088746411|보건소|063-626-5915|전라북도 남원시 아영면 아백로 384||||||||아영면보건지소|(아영면)|||30301
아주보건지소||128.69091516|34.8647245803|보건소|055-681-9195|경상남도 거제시 아주로3길 25||||||||아주보건지소|(아주동,아주동보건지소)|||30301
아포읍보건지소||128.260426205|36.1588025386|보건소|054-439-4339|경상북도 김천시 아포읍 한지2길 24||||||||아포읍보건지소|(아포읍)|||30301
악양보건지소||127.710633225|35.1656023706|보건소|055-883-3024|경상남도 하동군 악양면 악양서로 399||||||||악양보건지소|(악양면)|||30301
안강보건지소||129.227025091|35.9901278225|보건소|054-760-7634|경상북도 경주시 안강읍 비화원로 47||||||||안강보건지소|(안강읍)|||30301
안계보건지소||128.433824169|36.3917953542|보건소|054-861-2388|경상북도 의성군 안계면 서부로 1776-40||||||||안계보건지소|(안계면)|||30301
안덕보건지소||126.331401732|33.2505876383|보건소|064-794-9101|제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9||||||||안덕보건지소|()|||30301
안면읍/건강생활지원센터||||보건소||충청남도 태안군 안면읍 장터로 149||||||||안면읍 건강생활지원센터||||30301
안사보건지소||128.46198906|36.4307375402|보건소|054-862-1656|경상북도 의성군 안사면 안신로 645||||||||안사보건지소|(안사면)|||30301
안성시고삼면보건지소||127.263459809|37.0826950828|보건소|031-678-5817|경기도 안성시 고삼면 고삼호수로 21||||||||안성시고삼면보건지소|(고삼면사무소)|||30301
안성시금광면보건지소||127.3232173|37.0004221|보건소|031-672-3390|경기도 안성시 금광면 금광오산로 228||||||||안성시금광면보건지소|228|||30301
안성시미양면보건지소||127.215695075|36.9768935024|보건소|031-672-8390|경기도 안성시 미양면 후평길 1||||||||안성시미양면보건지소|(미양보건지소)|||30301
안성시삼죽면보건지소||127.374961606|37.0732077198|보건소|031-672-4390|경기도 안성시 삼죽면 삼죽로 112||||||||안성시삼죽면보건지소|(삼죽면)|||30301
안성시서운면보건지소||127.259552889|36.9433069541|보건소|031-672-9390|경기도 안성시 서운면 서운중앙길 23||||||||안성시서운면보건지소|(서운면사무소)|||30301
안성시양성면보건지소||127.1962993|37.0684472|보건소|031-672-2390|경기도 안성시 양성면 사복길 5||||||||안성시양성면보건지소|5|||30301
안성시원곡면보건지소||127.1294251|37.0396626|보건소|031-678-5795|경기도 안성시 원곡면 가천중앙1길 45||||||||안성시원곡면보건지소|45|||30301
안성시일죽면보건지소||127.477037211|37.0905667895|보건소|031-678-5801|경기도 안성시 일죽면 금일로 433||||||||안성시일죽면보건지소|(일죽면)|||30301
안성시죽산면보건지소||127.422482009|37.0785588849|보건소|031-675-6390|경기도 안성시 죽산면 죽산초교길 61||||||||안성시죽산면보건지소|(죽산면)|||30301
안의면보건지소||127.8188606|35.6317129|보건소|055-960-6277|경상남도 함양군 안의면 금성길 16||||||||안의면보건지소|16|||30301
안좌면보건지소||126.125204434|34.7538427858|보건소|061-262-4024|전라남도 신안군 안좌면 김환기길 3-2||||||||안좌면보건지소|3|||30301
안중보건지소||126.931315956|36.9860335606|보건소|031-8024-8611|경기도 평택시 안중읍 안현로 400||||||||안중보건지소|(안중보건지소)|||30301
안평보건지소||128.580175|36.3751821|보건소|054-832-5003|경상북도 의성군 안평면 기도길 14||||||||안평보건지소|14|||30301
암태면보건지소||126.112116131|34.827260718|보건소|061-271-1573|전라남도 신안군 암태면 장단고길 7-53||||||||암태면보건지소|7|||30301
압량보건지소||128.7612139|35.8447586|보건소|053-817-2324|경상북도 경산시 압량면 부적길 56||||||||압량보건지소|56|||30301
압해면보건지소||126.312233924|34.8654953562|보건소|061-271-0577|전라남도 신안군 압해읍 압해로 882||||||||압해면보건지소|(압해읍)|||30301
애월보건지소||126.324990514|33.4641709528|보건소|064-799-0144|제주특별자치도 제주시 애월읍 애월로 167||||||||애월보건지소|(애월읍)|||30301
약목면보건지소||128.364235497|36.032258351|보건소|054-974-7882|경상북도 칠곡군 약목면 복성1길 9||||||||약목면보건지소|(약목면)|||30301
약수보건지소||||보건소||서울특별시 중구 다산로 92||||||||약수보건지소||||30301
양감보건지소||126.944694008|37.0818070229|보건소|031-352-1005|경기도 화성시 양감면 은행나무로 265||||||||양감보건지소|(양감면)|||30301
양강보건지소||127.751310606|36.152579003|보건소|043-744-4211|충청북도 영동군 양강면 괴목로 19||||||||양강보건지소|(양강면)|||30301
양도보건지소||126.422109907|37.6628884538|보건소|032-937-2104|인천광역시 강화군 양도면 강화남로 708-2||||||||양도보건지소|708|||30301
양동보건지소||127.751186775|37.4251203222|보건소|031-770-3556|경기도 양평군 양동면 학둔지아래길 20||||||||양동보건지소|( (석곡리 160-1))|||30301
양사보건지소||126.408699291|37.7982324725|보건소|032-932-5506|인천광역시 강화군 양사면 전망대로 1391||||||||양사보건지소|(양사면)|||30301
양산보건지소||127.668817903|36.1226438357|보건소|043-743-8805|충청북도 영동군 양산면 학산양산로 317||||||||양산보건지소|(양산면)|||30301
양산시원동면보건지소||128.92035529|35.3706568791|보건소|055-392-4860|경상남도 양산시 원동면 원동로 1604||||||||양산시원동면보건지소|(원동보건지소)|||30301
양지보건지소||127.279839709|37.2354873465|보건소|031-324-5833|경기도 용인시 처인구 양지면 양지로105번길 5||||||||양지보건지소|(양지면)|||30301
양촌보건지소||127.232971041|36.1383324489|보건소|041-746-8241|충청남도 논산시 양촌면 매죽헌로1665번길 26||||||||양촌보건지소|(양촌면)|||30301
양촌읍보건지소||126.6235385|37.6551515|보건소|031-980-5465|경기도 김포시 양촌읍 양곡1로56번길 49||||||||양촌읍보건지소|(양촌읍사무소)|||30301
어모면보건지소||128.117300027|36.1800094951|보건소|054-430-3024|경상북도 김천시 어모면 어모문화3길 9-33||||||||어모면보건지소|(어모면)|||30301
엄다보건지소||126.516226108|35.0100753163|보건소|061-322-7611|전라남도 함평군 엄다면 엄다길 55||||||||엄다보건지소|(엄다면)|||30301
엄사면보건지소||127.237942774|36.2833797674|보건소|042-840-3637|충청남도 계룡시 엄사면 번영3길 61-10||||||||엄사면보건지소|61|||30301
에산군삽교보건지소||126.739786431|36.6878666821|보건소|339-8071|충청남도 예산군 삽교읍 두리3길 35||||||||에산군삽교보건지소|()|||30301
연기면보건지소||127.273531182|36.5418272619|보건소|044-301-2212|세종특별자치시 연기면 당산로 81||||||||연기면보건지소|(연기면)|||30301
연도보건지소||127.801623535|34.4330146776|보건소|061-666-9644|전라남도 여수시 남면 연도북부길 14||||||||연도보건지소|(남면)|||30301
연동면보건지소||127.326691519|36.5592081608|보건소|041-864-9071|세종특별자치시 연동면 내송길 20||||||||연동면보건지소|(연동면)|||30301
연무보건지소||127.096159697|36.1141696105|보건소|041-746-8161|충청남도 논산시 연무읍 득안대로 481-14||||||||연무보건지소|(연무읍)|||30301
연산보건지소||127.2011069|36.2132424|보건소|041-746-8221|충청남도 논산시 연산면 선비로231번길 24||||||||연산보건지소|24|||30301
연서면보건지소||127.271519837|36.5925699348|보건소|044-211-5910|세종특별자치시 연서면 대첩로 238||||||||연서면보건지소|(연서면)|||30301
연천보건지소||127.077046933|38.1349756628|보건소|031-834-2013|경기도 연천군 연천읍 신망로15번길 30||||||||연천보건지소|(연천읍)|||30301
연평보건지소||125.702131387|37.6661114097|보건소|032-899-3182|인천광역시 옹진군 연평면 연평중앙로 34-22||||||||연평보건지소|()|||30301
연풍보건지소||127.99869054|36.7660624387|보건소|043-833-5304|충청북도 괴산군 연풍면 향교로 51||||||||연풍보건지소|(연풍면)|||30301
염산보건지소||126.3715308|35.2180405|보건소|061-350-5675|전라남도 영광군 염산면 칠산로 74||||||||염산보건지소|74|||30301
염치보건지소||126.978239636|36.8153511328|보건소|041-537-3471|충청남도 아산시 염치읍 염성길 70-30||||||||염치보건지소|(염치보건지소)|||30301
영남보건지소||127.268314284|34.5923698528|보건소|061-830-5463|전라남도 고흥군 고흥읍 등암3길 5||||||||영남보건지소|()|||30301
영덕군강구면보건지소||129.378724492|36.3580754016|보건소|054-732-9669|경상북도 영덕군 강구면 강구시장길 15||||||||영덕군강구면보건지소|(강구보건지소)|||30301
영덕군남정면보건지소||129.372255648|36.2855404281|보건소|054-732-5279|경상북도 영덕군 남정면 진불4길 4||||||||영덕군남정면보건지소|(남정면)|||30301
영덕군달산면보건지소||129.301686879|36.4010868375|보건소|054-732-3510|경상북도 영덕군 달산면 팔각산로 1857||||||||영덕군달산면보건지소|(달산면)|||30301
영덕군병곡면보건지소||129.410625|36.6023737|보건소|054-732-2210|경상북도 영덕군 병곡면 병곡길 74||||||||영덕군병곡면보건지소|74|||30301
영덕군영해면보건지소||129.406258011|36.5415009534|보건소|054-730-7791|경상북도 영덕군 영해면 예주목은길 87||||||||영덕군영해면보건지소|(영해면)|||30301
영덕군지품면보건지소||129.282016133|36.4480800319|보건소|054-730-7591|경상북도 영덕군 지품면 신안1길 3-4||||||||영덕군지품면보건지소|(지품면)|||30301
영덕군창수면보건지소||129.349454774|36.5462091115|보건소|054-732-6018|경상북도 영덕군 창수면 신기길 8-7||||||||영덕군창수면보건지소|(창수면)|||30301
영덕군축산면보건지소||129.442354158|36.5058040571|보건소|054-732-5018|경상북도 영덕군 축산면 영덕대게로 2056||||||||영덕군축산면보건지소|(축산면)|||30301
영북보건지소||127.275635702|38.0892933237|보건소|031-538-4644|경기도 포천시 영북면 영북로 166||||||||영북보건지소|(영북면사무소)|||30301
영순보건지소||128.236804131|36.5813041901|보건소|054-552-6329|경상북도 문경시 영순면 의곡2길 14-3||||||||영순보건지소|14|||30301
영인보건지소||126.953652535|36.8565967821|보건소|041-537-3483|충청남도 아산시 영인면 영인로 84-2||||||||영인보건지소|(영인면)|||30301
영주시단산면보건지소||128.618729642|36.9510034638|보건소|054-633-5109|경상북도 영주시 단산면 옥대로 32||||||||영주시단산면보건지소|(단산면보건지소)|||30301
영주시문수면보건지소||128.630082135|36.7722266323|보건소|054-637-2102|경상북도 영주시 문수면 문수로1363번길 35||||||||영주시문수면보건지소|(문수면보건지소)|||30301
영주시봉현면보건지소||128.524883142|36.8612333917|보건소|054-636-6502|경상북도 영주시 봉현면 오현로 27||||||||영주시봉현면보건지소|(봉현면)|||30301
영주시부석면보건지소||128.65457102|36.9791750496|보건소|054-633-3242|경상북도 영주시 부석면 부석로 49||||||||영주시부석면보건지소|(부석면보건지소)|||30301
영주시순흥면보건지소||128.574920026|36.9160501605|보건소|054-633-2044|경상북도 영주시 순흥면 순흥로 67||||||||영주시순흥면보건지소|(순흥면)|||30301
영주시안정면보건지소||128.556230403|36.8457621152|보건소|054-634-2909|경상북도 영주시 안정면 용주로 1416||||||||영주시안정면보건지소|(안정보건진료소)|||30301
영주시이산면보건지소||128.696884106|36.8356669593|보건소|054-637-2387|경상북도 영주시 이산면 이산로621번길 31||||||||영주시이산면보건지소|(이산면)|||30301
영주시장수면보건지소||128.57870564|36.7748334226|보건소|054-637-7042|경상북도 영주시 장수면 장수로 50||||||||영주시장수면보건지소|(장수면)|||30301
영주시평은면보건지소||128.688506739|36.7584226517|보건소|054-637-4067|경상북도 영주시 평은면 천상로 70-27||||||||영주시평은면보건지소|(평은면 보건지소)|||30301
영주시풍기읍보건지소||128.5271671|36.8669164819|보건소|054-636-6503|경상북도 영주시 풍기읍 남원로 66||||||||영주시풍기읍보건지소|(영주시풍기읍보건지소)|||30301
영중보건지소||127.243900304|38.0026805124|보건소|031-538-2543|경기도 포천시 영중면 양문로 116||||||||영중보건지소|(영중면)|||30301
영천시고경면보건지소||129.046294112|36.0017387463|보건소|054-339-8370|경상북도 영천시 고경면 호국로 1065-20||||||||영천시고경면보건지소|(고경면)|||30301
영천시금호읍보건지소||128.877813|35.933301|보건소|054-334-6989|경상북도 영천시 금호읍 교대8길 13||||||||영천시금호읍보건지소|6|||30301
영천시대창면보건지소||128.894588635|35.875985236|보건소|054-335-4340|경상북도 영천시 대창면 금박로 1057-7||||||||영천시대창면보건지소|(대창면)|||30301
영천시북안면보건지소||129.0108608|35.9180686|보건소|054-333-6872|경상북도 영천시 북안면 운북로 2051||||||||영천시북안면보건지소|2051|||30301
영천시신녕면보건지소||128.789761153|36.0453316782|보건소|054-332-0801|경상북도 영천시 신녕면 화성중앙길 30||||||||영천시신녕면보건지소|(신녕면)|||30301
영천시임고면보건지소||128.97376046|36.0215670554|보건소|054-335-0208|경상북도 영천시 임고면 포은로 491||||||||영천시임고면보건지소|(임고면)|||30301
영천시자양면보건지소||129.018540883|36.078229304|보건소|054-336-5409|경상북도 영천시 자양면 포은로 1631||||||||영천시자양면보건지소|(자양면)|||30301
영천시청통면보건지소||128.823096529|35.9923678659|보건소|054-335-2801|경상북도 영천시 청통면 금송로 978||||||||영천시청통면보건지소|(청통면)|||30301
영천시화남면보건지소||128.888848059|36.0588662703|보건소|054-337-2259|경상북도 영천시 화남면 신화로 1193||||||||영천시화남면보건지소|(화남면)|||30301
영천시화북면보건지소||128.919390521|36.1082819522|보건소|054-337-6171|경상북도 영천시 화북면 화북길 93||||||||영천시화북면보건지소|(화북면)|||30301
영천시화산면보건지소||128.852338|36.020417|보건소|054-335-5801|경상북도 영천시 화산면 연지길 14||||||||영천시화산면보건지소|14|||30301
영천통합보건지소||128.240844942|35.1074559891|보건소|055-672-9614|경상남도 고성군 영오면 옥천로 1472||||||||영천통합보건지소|(영오면)|||30301
영현면보건지소||128.205716125|35.0537359212|보건소|055-673-0474|경상남도 고성군 영현면 대가로 1675-13||||||||영현면보건지소|(영현면)|||30301
영흥보건지소||126.461148763|37.2530884928|보건소|032-899-3187|인천광역시 옹진군 영흥면 영흥남로 449||||||||영흥보건지소|()|||30301
예산군고덕보건지소||126.706258618|36.7435249028|보건소|041-339-8375|충청남도 예산군 고덕면 용고길 334-6||||||||예산군고덕보건지소|(고덕보건지소)|||30301
예산군광시보건지소||126.7765071|36.5477103|보건소|041-330-2805|충청남도 예산군 광시면 광시소길 16||||||||예산군광시보건지소|16|||30301
예산군대술보건지소||126.892297104|36.6578531115|보건소|041-339-8077|충청남도 예산군 대술면 대술로 147-1||||||||예산군대술보건지소|110|||30301
예산군대흥보건지소||126.789763056|36.6079194678|보건소|041-330-2806|충청남도 예산군 대흥면 동서길 25-9||||||||예산군대흥보건지소|25|||30301
예산군덕산보건지소||126.665353543|36.7013057587|보건소|041-339-8362|충청남도 예산군 덕산면 덕산온천로 391||||||||예산군덕산보건지소|(덕산면사무소)|||30301
예산군봉산보건지소||126.681171676|36.7492563203|보건소|041-339-8368|충청남도 예산군 봉산면 봉산로 373-4||||||||예산군봉산보건지소|(봉산면)|||30301
예산군신암보건지소||126.8277097|36.7425342|보건소|041-330-2811|충청남도 예산군 신암면 추사로 140||||||||예산군신암보건지소|140|||30301
예산군신양보건지소||126.868726337|36.6014110202|보건소|041-339-8082|충청남도 예산군 신양면 신양1길 7||||||||예산군신양보건지소|(신양면)|||30301
예산군오가보건지소||126.79727489|36.6878811132|보건소|041-339-8389|충청남도 예산군 오가면 역말2길 60||||||||예산군오가보건지소|(오가면)|||30301
예산군응봉보건지소||126.761315667|36.6583006589|보건소|041-339-8357|충청남도 예산군 응봉면 노화조개내길 9-1||||||||예산군응봉보건지소|(응봉면보건지소)|||30301
예안면보건지소||128.8851268|36.6612822|보건소|054-822-1130|경상북도 안동시 예안면 농암로 1481||||||||예안면보건지소|1481|||30301
예천군감천보건지소||128.528668349|36.7229895297|보건소|054-652-7476|경상북도 예천군 감천면 포리2길 26||||||||예천군감천보건지소|(감천면)|||30301
예천군개포보건지소||128.3671139|36.6081101|보건소|054-653-4400|경상북도 예천군 개포면 용개로 1015||||||||예천군개포보건지소|1015|||30301
예천군보문보건지소||128.508904739|36.6647535388|보건소|054-654-0259|경상북도 예천군 보문면 미호길 110||||||||예천군보문보건지소|(보문면)|||30301
예천군용궁보건지소||128.282483704|36.6067508448|보건소|054-653-6400|경상북도 예천군 용궁면 용개로 12||||||||예천군용궁보건지소|(용궁면)|||30301
예천군용문보건지소||128.409695532|36.6888885414|보건소|054-655-8676|경상북도 예천군 용문면 용문경천로 1209-7||||||||예천군용문보건지소|1209|||30301
예천군유천보건지소||128.388586315|36.6351272695|보건소|054-653-4919|경상북도 예천군 유천면 예성로 685||||||||예천군유천보건지소|(유천면)|||30301
예천군지보보건지소||128.386865773|36.5467850383|보건소|054-653-3400|경상북도 예천군 지보면 소화1길 20-7||||||||예천군지보보건지소|20|||30301
예천군풍양보건지소||128.302081954|36.5092755761|보건소|054-653-7725|경상북도 예천군 풍양면 낙상2길 26-9||||||||예천군풍양보건지소|26|||30301
예천군호명보건지소||128.470379704|36.5938505149|보건소|054-652-5332|경상북도 예천군 호명면 오천길 23||||||||예천군호명보건지소|(호명면)|||30301
오부보건지소||127.885922903|35.4982916607|보건소|055-970-7654|경상남도 산청군 오부면 오동로 643-7||||||||오부보건지소|(오부면)|||30301
오산시건강생활지원센터||||보건소||경기도 오산시 문헌공로 45||||||||오산시건강생활지원센터|1층 (신장동주민센터 내)|||30301
오성보건지소||126.98593265|37.0096573589|보건소|031-659-4735|경기도 평택시 오성면 숙성1길 4-10||||||||오성보건지소|(오성면)|||30301
오송생명과학단지/보건지소||127.326585882|36.6317177436|보건소|043-201-3610|충청북도 청주시 흥덕구 오송읍 오송생명3로 67||||||||오송생명과학단지 보건지소|(오송읍)|||30301
오송읍/보건지소||127.324936328|36.6095146632|보건소|043-201-3600|충청북도 청주시 흥덕구 오송읍 가로수로 174||||||||오송읍 보건지소|(오송읍)|||30301
오수보건지소||127.32842594|35.5388077048|보건소|063-642-6346|전라북도 임실군 오수면 오수4길 9-3||||||||오수보건지소|(오수보건지소)|||30301
오창읍보건지소||127.454105077|36.7422496727|보건소|043-201-3650|충청북도 청주시 청원구 오창읍 두릉유리로 1137-1||||||||오창읍보건지소|(오창읍)|||30301
오천보건지소||126.521884093|36.4387325192|보건소|041-932-4303|충청남도 보령시 오천면 충청수영로 838||||||||오천보건지소|(오천면)|||30301
오포건강생활지원센터||||보건소||경기도 광주시 오포읍 오포로 885||||||||오포건강생활지원센터||||30301
오포보건지소||127.2323578|37.368607|보건소|031-760-2558|경기도 광주시 오포읍 오포로 885||||||||오포보건지소|885|||30301
옥계보건지소||129.034404432|37.6090919123|보건소|033-534-0437|강원도 강릉시 옥계면 현내중길 8||||||||옥계보건지소|(옥계면)|||30301
옥곡보건지소||127.698747099|34.9890323483|보건소|061-797-4082|전라남도 광양시 옥곡면 옥진로 658||||||||옥곡보건지소|(옥곡면)|||30301
옥룡보건지소||127.618629618|35.0162159247|보건소|061-797-4081|전라남도 광양시 옥룡면 신재로 615||||||||옥룡보건지소|(옥룡면)|||30301
옥산면보건지소||127.376268192|36.6647436033|보건소|043-201-3630|충청북도 청주시 흥덕구 옥산면 옥산시내1길 45-9||||||||옥산면보건지소|(옥산면)|||30301
옥산보건지소||128.805319871|36.3941815435|보건소|054-833-3502|경상북도 의성군 옥산면 신감옥산로 1226||||||||옥산보건지소|(옥산면)|||30301
옥서통합보건지소||126.643291597|35.9236087077|보건소|063-471-1315|전라북도 군산시 옥서면 옥봉들3길 10||||||||옥서통합보건지소|(옥서면)|||30301
옥성면보건지소||128.278523535|36.2955573775|보건소|054-481-0360|경상북도 구미시 옥성면 주아령로 411||||||||옥성면보건지소|(옥성종합복지회관)|||30301
옥종보건지소||127.880118421|35.177890417|보건소|055-882-8034|경상남도 하동군 옥종면 옥종중앙길 28||||||||옥종보건지소|(옥종면)|||30301
옥천군군북면보건지소||127.5364604|36.3289574|보건소|043-732-5564|충청북도 옥천군 군북면 이백길 8||||||||옥천군군북면보건지소|8|||30301
옥천군군서면보건지소||127.5274292|36.2797266|보건소|043-732-4610|충청북도 옥천군 군서면 성왕로 540||||||||옥천군군서면보건지소|540|||30301
옥천군동이면보건지소||127.619446889|36.2848490075|보건소|043-730-2020|충청북도 옥천군 동이면 평산길 14||||||||옥천군동이면보건지소|(동이보건지소)|||30301
옥천군안남면보건지소||127.672726681|36.3561930764|보건소|043-732-7572|충청북도 옥천군 안남면 연주길 46||||||||옥천군안남면보건지소|(안남면)|||30301
옥천군안내면보건지소||127.662480776|36.3944919118|보건소|043-732-6629|충청북도 옥천군 안내면 현리길 66||||||||옥천군안내면보건지소|(안내면)|||30301
옥천군이원면보건지소||127.617836283|36.2465680959|보건소|043-733-4001|충청북도 옥천군 이원면 신흥4길 17-1||||||||옥천군이원면보건지소|(이원면)|||30301
옥천군청산면보건지소||127.794061316|36.3457050405|보건소|043-732-8129|충청북도 옥천군 청산면 지전길 32-15||||||||옥천군청산면보건지소|(청산면)|||30301
옥천군청성면보건지소||127.759485925|36.3270414961|보건소|043-732-9066|충청북도 옥천군 청성면 산계길 49||||||||옥천군청성면보건지소|(청성면보건소)|||30301
옥천면보건지소||126.6577962|34.5755969|보건소|061-532-2245|전라남도 해남군 옥천면 해강로 24||||||||옥천면보건지소|24|||30301
옥천보건지소||127.458775368|37.5220438203|보건소|031-770-3560|경기도 양평군 옥천면 옥천체육공원길 34||||||||옥천보건지소|(옥천면)|||30301
와룡면보건지소||128.766413|36.61644|보건소|054-855-5845|경상북도 안동시 와룡면 퇴계로 807||||||||와룡면보건지소|807|||30301
와부건강생활지원센터||127.211128232|37.5879494329|보건소|031-590-4391|경기도 남양주시 와부읍 덕소로71번길 5||||||||와부건강생활지원센터|(남양주덕소뉴타운홍보관)|||30301
