##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@갤러리
샘터갤러리||127.00203310000006|37.5769696|갤러리|02-3675-3737|서울시 종로구 대학로 116||||||||샘터갤러리|샘터사옥|||100106
국민대학교/제로원디자인센터||127.0040040|37.5833583|갤러리|02-745-2490||서울 종로구 동숭동 1-1|||||||국민대학교 제로원디자인센터||||100106
갤러리이앙(남서울대학교/아트센터/갤러리이앙으로/명칭변경)||127.0020237|37.5842128|갤러리|02-3672-0201||서울 종로구 혜화동 90-18|||||||갤러리이앙(남서울대학교 아트센터 갤러리이앙으로 명칭변경)|뉴시티빌딩 B2|||100106
미오갤러리(대학로갤러리로/명칭변경)||127.0025595|37.5818197|갤러리|||서울시 종로구 동숭동 1-60|||||||미오갤러리 (대학로갤러리로 명칭변경)|4F|||100106
공간루(공간루정동갤러리로/명칭변경)||126.9993003|37.5855606|갤러리|02-765-1883||서울시 종로구 명륜동 4가 188-14|||||||공간루(공간루정동갤러리로 명칭변경)|인설BD 1F|||100106
남서울대학교/아트센터/갤러리이앙||127.0020237|37.5842128|갤러리|02-3672-0201|서울시 종로구 대학로 146||||||||남서울대학교 아트센터 갤러리이앙|뉴시티빌딩 B2F|||100106
키스갤러리||127.00546580000002|37.5794394|갤러리|02-745-0180|서울시 종로구 이화장길 86-24||||||갤러리192||키스갤러리 (구 갤러리192)|1F|||100106
이음||127.00238289999993|37.5811397|갤러리|02-750-9720|서울시 종로구 대학로 112||||||||이음||||100106
갤러리예가||129.06286320000004|35.1715341|갤러리|051-624-0933|부산시 부산진구 범양로 79번길 8||||||||갤러리예가|B동 502호|||100106
부산공간화랑||129.1500962|35.1577232|갤러리|051-743-6738|부산시 해운대구 마린시티1로 167||||||||부산공간화랑|(우동,현대카멜리아) 128|||100106
도시갤러리||129.1148677|35.1500879|갤러리|051-756-3439||부산시 수영구 광안2동 202-2|||||||도시갤러리||||100106
수가화랑||129.0776568|35.2181092|갤러리|051-552-4402||부산시 동래구 온천1동 204-22|||||||수가화랑||||100106
조현화랑||129.1795684|35.1568467|갤러리|051-747-8853|부산시 해운대구 달맞이길65번길 171||||||||조현화랑|(중동)|||100106
코리아아트갤러리||129.1537653|35.1587294|갤러리|051-740-5801||부산시 해운대구 우1동 760-3|||||||코리아아트갤러리|오션타워 로비층|||100106
정인갤러리||129.0358430|35.0992016|갤러리|051-248-9090||부산시 중구 동광동1가 1|||||||정인갤러리|부산데파트 2층|||100106
소울아트스페이스||129.0969634|35.2477505|갤러리|051-581-5647||부산시 금정구 구서1동 485-13|(휴관)||||||소울아트스페이스||||100106
미광화랑||129.11938340000006|35.1562297|갤러리|051-758-2247|부산시 수영구 광남로172번길 2||||||||미광화랑|(민락동)|||100106
운영안함_리사갤러리||128.7555224|35.4843886|갤러리|055-356-5359||경남 밀양시 삼문동 153-11|||||||운영안함_리사갤러리|명성정형외과 6F|||100106
엔씨갤러리||129.1753986|35.1600366|갤러리|051-747-8550/9||부산시 해운대구 중2동 1511-12|||||NC갤러리||엔씨갤러리 (NC갤러리)|1층|||100106
갤러리판||129.1098664|35.1449021|갤러리|051-611-2220||부산광역시 수영구 남천동 25-5|||||||갤러리판||||100106
아르바자르||129.1760522|35.1700572|갤러리|051-704-0151||부산시 해운대구 좌동 1467-2|||||||아르바자르|씨티코아 지하1층|||100106
리안갤러리_창원||128.68572169999993|35.2197859|갤러리|055-287-2203||경남 창원시 상남동 78-2|(휴관)||||||리안갤러리_창원|현대증권빌딩 4층|||100106
가나아트부산||129.16305039999997|35.1600161|갤러리|051-744-2020|부산광역시 수영구 좌수영로125번길 14-3||||||||가나아트부산||||100106
마린갤러리||129.1746483|35.1597600|갤러리|051-746-4757||부산시 해운대구 중2동 1510-1|||||||마린갤러리||||100106
갤러리이듬||129.1753986|35.1600366|갤러리|051-743-0059|부산시 해운대구 달맞이길117번길 53||||||||갤러리이듬|(중동,리버스빌) 1F|||100106
가양갤러리||129.1177401|35.1526949|갤러리|051-752-7830|부산시 수영구 광남로 121||||||||가양갤러리|(광안동)|||100106
맥화랑||129.1752262|35.159346|갤러리|051-722-2201|부산시 해운대구 달맞이길65번길 70||||||||맥화랑|(중동) 웰컴하우스 2F|||100106
채스아트센터||129.1816707|35.1577132|갤러리|051-747-4701/4808||부산시 해운대구 중2동 1491-7|||||||채스아트센터||||100106
임화랑||129.1752262|35.1593460|갤러리|051-744-2665||부산시 해운대구 중2동 1510-14|||||||임화랑||||100106
전혜영갤러리||129.1822156|35.1569759|갤러리|051-747-7337||- , 부산광역시 해운대구 중2동 달맞이 |||||||전혜영갤러리||||100106
갤러리폼/Gallery/Form||129.14665179999997|35.1727865|갤러리|051-747-5301|부산시 해운대구 센텀1로 9||||||||갤러리폼 Gallery Form|(우동) 3F|||100106
갤러리데이트||129.16659720000007|35.1602037|갤러리|051-758-9845|부산시 해운대구 해운대해변로298번길 24||||||||갤러리데이트|(중동) 팔레드시즈 2F 27|||100106
소울아트스페이스|해운대점|129.14665179999997|35.1727865|갤러리|051-731-5878|부산시 해운대구 해운대해변로 30||||||||소울아트스페이스 해운대점|1-2F|||100106
금련산갤러리||129.1104981|35.1499639|갤러리|051-740-4273||부산 수영구 남천동 40|||||||금련산갤러리||||100106
갤러리미고||129.16659720000007|35.1602037|갤러리|051-731-3444|부산시 해운대구 해운대해변로298번길 24||||||||갤러리미고|(중동) 팔레드시즈 2F|||100106
롯데갤러리|부산본점|129.05664660000002|35.1568526|갤러리|051-810-2328||부산시 부산진구 부전동 503-15|||||||롯데갤러리 부산본점|롯데백화점 부산본점 6F|||100106
KTB투자증권/부산센터/갤러리||129.1261508|35.1740594|갤러리|051-749-1500||부산시 해운대구 우동 1463-1|(폐관)||||||KTB투자증권 부산센터 갤러리|센텀사이언스파크 교육연구동 2F|||100106
나무아트갤러리||129.0120090|35.2351558|갤러리|051-332-8376||부산시 북구 화명동 2272-6|||||||나무아트갤러리|신호타워 #702|||100106
롯데갤러리|광복점|129.03621469999996|35.1004062|갤러리|051-678-2610|부산시 중구 중앙대로 2||||||||롯데갤러리 광복점|(중앙동7가) 광복점 아쿠아몰 10F|||100106
수호롬/부산||129.14444879999996|35.1575387|갤러리|051-744-8555||부산시 해운대구 우동 1407|||||||수호롬 부산|해운대제니스스퀘어 A-611|||100106
용두산미술전시관||129.0323127|35.1007009|갤러리|051-740-4270||부산시 중구 광복동2가 1-2|||||||용두산미술전시관||||100106
갤러리빈||129.01736700000003|35.1101955|갤러리|1588-9828||부산시 서구 서대신동 2가 120|(폐관)||||||갤러리빈|희망센추럴타운 1-101|||100106
갤러리화인||129.12845679999998|35.16402|갤러리|051-741-5867|부산시 수영구 민락수변로 243||||||||갤러리화인|프레임카페 1F|||100106
갤러리아트숲||129.1899803|35.1625451|갤러리|051-731-0780|부산시 해운대구 청사포로 85||||||||갤러리아트숲|3F|||100106
갤러리서린스페이스||129.14377620000005|35.1571595|갤러리|051-742-7422|부산 해운대구 우1동 마린시티2로 33||||||||갤러리서린스페이스|제니스스퀘어 F6 A-607|||100106
센텀갤러리||129.12544030000004|35.1766754|갤러리|051-911-6677||부산 해운대구 재송동 1209|||||||센텀갤러리|센텀IS타워 센텀조은의원 내 2F|||100106
갤러리예동|센텀점|129.1251115|35.1784175|갤러리|051-781-5337|부산 해운대구 센텀동로 99||||||||갤러리예동(센텀점)|(재송동 1210) 센텀 벽산e클래스원 1차 109호|||100106
신세계갤러리|센텀시티점|129.12974659999998|35.1687032|갤러리|051-745-1508|부산시 해운대구 센텀남대로 35||||||||신세계갤러리 센텀시티점|(우동) 신세계센텀시티 6F|||100106
이연주갤러리||129.2219013|35.19495879999999|갤러리|051-723-4883|부산시 기장군 기장읍 동암해안길 6||||||||이연주갤러리||||100106
소향갤러리||129.12766|35.1731656|갤러리|051-747-0715|부산 해운대구 센텀중앙로 55||||||갤러리오로)(아트소향으로 명칭변경||소향갤러리(구 갤러리오로)(아트소향으로 명칭변경)||||100106
갤러리렉싱턴||129.13333739999996|35.1672523|갤러리|051-740-7777|부산시 해운대구 센텀3로 32||||||||갤러리렉싱턴|(우동) 대우트럼프월드센텀II 4F|||100106
토요타포토스페이스/부산전시장||129.15277850000007|35.1616137|갤러리|051-731-6200|부산 해운대구 해운대해변로 299||||||||토요타포토스페이스 부산전시장|토요타 부산 전시장 2F|||100106
갤러리다운타운||129.15051110000002|35.1585809|갤러리|051-746-8353|부산 해운대구 해운대해변로 163||||||||갤러리다운타운|102호|||100106
아트소향||129.12766|35.1731656|갤러리|051-747-0715|부산 해운대구 센텀중앙로 55||||||소향갤러리||아트소향(구 소향갤러리)||||100106
아시안아트웍스||127.04129880000005|37.5267473|갤러리|02-522-3910|서울시 강남구 도산대로55길 52||||||||아시안아트웍스|금학빌딩 6F|||100106
아트앤썸머||129.13333739999996|35.1672523|갤러리|051-720-8072|부산 해운대구 센텀3로 20||||||||아트앤썸머|(우2동 1505) 해운대센텀호텔 3F 309호|||100106
갤러리예동||129.14631229999998|35.1577624|갤러리|051-781-5337|부산광역시 기장군 철마면 미동길 7-20||||||||갤러리예동||||100106
갤러리이배||129.14377620000005|35.1571595|갤러리|051-746-2111|부산시 해운대구 마린시티2로 47||||||||갤러리이배|(우동,트럼프월드마린아파트) D동 112호|||100106
해운아트갤러리||129.17535880000003|35.1593272|갤러리|051-746-3629|부산시 해운대구 달맞이길117번길 17-11||||||||해운아트갤러리|(중동 1509-5)|||100106
에스플러스갤러리||129.1788272|35.1602254|갤러리|051-742-3353|부산시 해운대구 달맞이길117번가길 120-38||||||||에스플러스갤러리|(중동 1490-3) 6F|||100106
갤러리래||129.16389359999994|35.1615746|갤러리|051-995-2020|부산광역시 해운대구 해운대해변로 305||||||||갤러리래|아우디B/D 6-7F|||100106
프라움갤러리||129.14444879999996|35.1575387|갤러리|051-744-8555|부산시 해운대구 마린시티2로 33||||||수호롬 부산||프라움갤러리(구 수호롬 부산)|(우동,해운대두산위브더제니스) A-611|||100106
갤러리우||129.15535980000004|35.1591793|갤러리|051-742-6596|부산시 해운대구 해운대해변로 217||||||||갤러리우|(해운대그랜드호텔) 1F|||100106
유진화랑||129.16659720000007|35.1602037|갤러리|051-731-1744|부산시 해운대구 해운대해변로 298번길 24||||||||유진화랑|팔레드시즈 2F|||100106
김재선갤러리||129.18216400000006|35.1577489|갤러리|051-731-5438|부산시 해운대구 달맞이길 187||||||||김재선갤러리|3F|||100106
Wook+Flavio/Gallery||129.13242390000005|35.1659317|갤러리|010-8744-9861|부산시 해운대구 APEC로 17||||||||Wook+Flavio Gallery|리더스 마크 빌딩 #3005호|||100106
리빈갤러리||129.1718111|35.1716252|갤러리|051-746-9334|부산시 해운대구 좌동로63번길 23||||||||리빈갤러리||||100106
삼세갤러리||129.04326930000002|35.090589|갤러리|051-418-7773|부산 영도구 영선대로 109||||||||삼세갤러리||||100106
갤러리지엘||128.99247400000002|35.1582904|갤러리|051-207-0029|부산시 사상구 백양대로 567||||||||갤러리지엘||||100106
갤러리디오||127.9443531|37.3211317|갤러리|07075316754||강원도 원주시 판부면 서곡리 1999-3|||||||갤러리디오|F1|||100106
양구군립박수근미술관/정림리갤러리||127.9814765|38.0963789|갤러리|033-480-2655||강원도 양구군 양구읍 정림리 131-1|||||||양구군립박수근미술관 정림리갤러리||||100106
505갤러리||127.93527689999996|37.3172243|갤러리|033-766-7706|강원 원주시 판부면 남원로 329||||||||505갤러리||||100106
미묘화랑||128.58042219999993|38.2076505|갤러리|033-633-3331|강원도 속초시 번영로67번길 41-12||||||||미묘화랑||||100106
더릿지354아트스페이스||128.71038480000004|37.6677927|갤러리|033-333-7354|강원도 평창군 대관령면 올림픽로 171||||||||더릿지354아트스페이스||||100106
KT&G상상마당/춘천/아트갤러리||||갤러리|070-7586-0550|강원도 춘천시 스포츠타운길 399번길 25||||||||KT&G상상마당 춘천 아트갤러리||||100106
평창아트||126.9749041|37.6126567|갤러리|02-3216-0034||서울시 종로구 평창동 462-2|||||||평창아트||||100106
키미아트||126.97427800000002|37.6129693|갤러리|02-394-6411|서울시 종로구 평창30길 47||||||||키미아트||||100106
서울옥션||126.97508849999997|37.6117626|갤러리|02-395-0330|서울시 종로구 평창30길 24||||||||서울옥션||||100106
그로리치화랑||126.9750281|37.6130272|갤러리|02-395-5907/5917||서울시 종로구 평창동 462-1|||||||그로리치화랑||||100106
갤러리세줄||126.97513549999996|37.6133714|갤러리|02-391-9171|서울시 종로구 평창30길 40||||||||갤러리세줄||||100106
가나아트센터||126.9751681|37.6121544|갤러리|02-720-1020|서울시 종로구 평창30길 28||||||||가나아트센터||||100106
운영안함_운보갤러리||126.9668582|37.6053351|갤러리|02-734-5121||- , 서울시 종로구 평창동 |||||||운영안함_운보갤러리||||100106
가나포럼스페이스||126.9750885|37.6117626|갤러리|02-720-1020||서울시 종로구 평창동 98|||||||가나포럼스페이스||||100106
빛갤러리||126.95939380000004|37.5987379|갤러리|02-720-2250|서울시 종로구 자하문로45길 11||||||||빛갤러리||||100106
가나아트센터/가나아트에디션/전시장||126.9751681|37.6121544|갤러리|02-3217-1094||서울시 종로구 평창동 97|||||가나아트센터 공예관||가나아트센터 가나아트에디션 전시장 (구 가나아트센터 공예관)||||100106
스페이스/크로프트||||갤러리|02-391-0013|||||||||스페이스 크로프트||||100106
갤러리애족||126.96192070000006|37.5979753|갤러리|02-3216-1583||서울시 종로구 부암동 185-4|||||||갤러리애족|1F|||100106
스페이스판||126.9794622|37.6158660|갤러리|02-379-1776||서울시 종로구 평창동 411-8|||||||스페이스판||||100106
변경_시우터아트/무한스페이스||126.9587034|37.6075718|갤러리|02-396-3331||서울시 종로구 구기동 88-2|||||||변경_시우터아트 무한스페이스||||100106
휴관_아트스페이스/스푼||126.9673029|37.5942193|갤러리|02-394-3694||서울시 종로구 부암동 43-2|||||||휴관_아트스페이스 스푼||||100106
정송갤러리||126.9705386|37.6104571|갤러리|02-395-4921||서울시 종로구 평창동 512-7|||||||정송갤러리||||100106
갤러리피원/Gallery/P1||126.96389049999993|37.5947543|갤러리|02-379-8024||서울시 종로구 부암동 219-2|||||||갤러리피원 Gallery P1||||100106
스페이스구기56||126.9597440|37.6138476|갤러리|02-379-0056||서울시 종로구 구기동 166-3|||||||스페이스구기56||||100106
쉼갤러리||126.9556636|37.5994636|갤러리|02-396-9277||서울시 종로구 홍지동 36-20|||||||쉼갤러리||||100106
쉼박물관||126.9556636|37.5994636|갤러리|02-396-9277||서울시 종로구 홍지동 36-20|||||||쉼박물관||||100106
아트라운지디방||126.97875939999994|37.61176560000001|갤러리|02-379-3085/6||서울시 종로구 평창동 435|||||||아트라운지디방||||100106
가나아트센터/포럼스페이스||126.9750885|37.6117626|갤러리|02-720-1020||서울시 종로구 평창동 98|||||||가나아트센터 포럼스페이스||||100106
갤러리아트유저||126.97472360000006|37.6111188|갤러리|02-379-0317|서울시 종로구 평창30길 15||||||||갤러리아트유저||||100106
갤러리하나사랑||126.9712346|37.6073708|갤러리|02-2002-2768||서울시 종로구 평창동 150-1|||||||갤러리하나사랑|평창동빌딩 1F (하나은행평창동지점 내)|||100106
갤러리반디트라소||126.96623780000004|37.5936982|갤러리|02-734-2312|서울시 종로구 백석동1가길 45||||||||갤러리반디트라소||||100106
갤러리평창동||126.97502810000003|37.6130272|갤러리|02-1661-7844||서울시 종로구 평창동 462-1|(폐관)||||||갤러리평창동||||100106
백자은갤러리||126.97535449999998|37.61417429999999|갤러리|070-7715-0764||서울시 종로구 평창동 468-3|||||||백자은갤러리||||100106
서울미술관||126.96253990000002|37.5949731|갤러리|02-395-0100|서울시 종로구 창의문로11길 4-1||||||||서울미술관||||100106
금보성갤러리(금보성아트센타로/명칭변경)||126.9781802|37.6126247|갤러리|02-1661-7844||서울시 종로구 평창동 111-16|||||||금보성갤러리(금보성아트센타로 명칭변경)||||100106
JJ중정갤러리||126.96809159999998|37.6046781|갤러리|02-549-0207|서울시 종로구 평창10길 7-12||||||||JJ중정갤러리||||100106
누크갤러리||126.97643619999997|37.6135917|갤러리|02-732-7241|서울시 종로구 평창 34길 8-3||||||||누크갤러리||||100106
금보성아트센터||126.9781802|37.6126247|갤러리|02-396-8744|서울시 종로구 평창36길 20||||||||금보성아트센터||||100106
갤러리연우||126.9760225|37.6165056|갤러리|070-8621-1790|서울시 종로구 평창7길 32||||||||갤러리연우||||100106
갤러리빔||126.97622350000006|37.6158884|갤러리|02-723-8574|서울시 종로구 평창길 299-5||||||||갤러리빔||||100106
아트스페이스퀄리아||126.96413589999997|37.6077513|갤러리|02-379-4648|서울시 종로구 평창11길 41||||||||아트스페이스퀄리아|1F|||100106
갤러리라온||126.96227499999998|37.5975811|갤러리|02-373-6987|서울시 종로구 자하문로41길 4||||||||갤러리라온||||100106
이정아갤러리||126.97474699999998|37.612057|갤러리|02-391-3388|서울시 종로구 평창30길 25||||||||이정아갤러리||||100106
플라스크||126.99399070000004|37.6102836|갤러리|02-3216-5357|서울시 성북구 정릉로6길 47||||||||플라스크||||100106
키스갤러리/평창동||126.975372|37.6117399|갤러리|02-745-0180|서울시 종로구 평창 31길 8||||||||키스갤러리 평창동|2F|||100106
컬러리빙(갤러리평창동으로/명칭변경)||126.96570640000004|37.6092615|갤러리|070-7785-1540|서울시 종로구 평창11길 43||||||||컬러리빙(갤러리평창동으로 명칭변경)||||100106
갤러리평창동||126.96570640000004|37.6092615|갤러리|070-7785-1540|서울시 종로구 평창11길 43||||||||갤러리평창동||||100106
자하갤러리||126.96685819999993|37.6053351|갤러리|02-391-8881|서울시 종로구 평창문화로 87||||||||자하갤러리||||100106
브루지에/히가이갤러리/서울||||갤러리||서울시 종로구 자하문로 299||||||||브루지에 히가이갤러리 서울||||100106
갤러리고도||126.98556209999992|37.5757217|갤러리|02-720-2223|서울시 종로구 삼일대로 461||||||||갤러리고도|101동 지하107호|||100106
갤러리올||126.98540980000007|37.5736832|갤러리|02-720-0054|서울시 종로구 인사동길 36||||||||갤러리올||||100106
학고재아트센터||126.9841253|37.5747345|갤러리||||(휴관)||||||학고재아트센터||||100106
하나아트갤러리||126.98527050000007|37.5738496|갤러리|02-736-6550||서울시 종로구 관훈동 27-5|||||||하나아트갤러리||||100106
하나로갤러리||126.98538310000003|37.5720602|갤러리|02-720-4646|서울시 종로구 인사동5길 25||||||||하나로갤러리||||100106
통인가게/통인화랑||126.9858266|37.5734966|갤러리|02-733-4867||서울시 종로구 관훈동 16|||||||통인가게 통인화랑||||100106
종로갤러리||126.98556209999992|37.5757217|갤러리|02-744-0340~1||서울시 종로구 경운동 89-4|(휴관)||||||종로갤러리|SK-HUB Art Center B-210|||100106
조형갤러리||126.98482769999998|37.57194820000001|갤러리|02-736-4804~5|서울시 종로구 인사동5길 29||||||||조형갤러리||||100106
인사아트프라자||126.9856087|37.5737858|갤러리|02-736-6347||서울시 종로구 관훈동 21|||||||인사아트프라자|인사아트프라자 5F|||100106
인사아트센터||126.9845894|37.5738194|갤러리|02-736-1020|서울시 종로구 인사동길 41-1||||||가나인사아트센터||인사아트센터 (구 가나인사아트센터)||||100106
성보갤러리||126.98510850000002|37.5736905|갤러리|02-730-8478||서울시 종로구 관훈동 192-14|||||||성보갤러리||||100106
선화랑||126.98569789999999|37.5728891|갤러리|02-734-0458|서울시 종로구 인사동5길 8||||||||선화랑||||100106
상록갤러리||126.9851157|37.5739951|갤러리|02-735-1683||서울시 종로구 관훈동 37|||||||상록갤러리||||100106
본화랑/인사동||126.9858951|37.5733756|갤러리|02-732-2366||서울시 종로구 관훈동 8-3|(폐관)||||||본화랑 인사동|2F|||100106
백악미술관||126.98413630000005|37.5735938|갤러리|02-734-4205|서울시 종로구 인사동9길 16||||||||백악미술관||||100106
백송갤러리||126.98528409999994|37.5732649|갤러리|02-730-5824|서울시 종로구 인사동길 31-8||||||||백송갤러리||||100106
물파스페이스||126.98383850000005|37.5729335|갤러리|02-739-1997/8||서울시 종로구 견지동 87-1|(휴관)||||||물파스페이스|가야빌딩 1F|||100106
모로갤러리||126.9846233|37.5727393|갤러리|02-739-1666||서울시 종로구 관훈동 198-16|(휴관)||||||모로갤러리||||100106
모란갤러리||126.9852473|37.5729745|갤러리|02-737-0057||서울시 종로구 관훈동 197-28|||||||모란갤러리|백상빌딩 B1|||100106
모던화랑||126.98534280000001|37.5739448|갤러리|02-732-6261|서울시 종로구 인사동10길 4||||||||모던화랑||||100106
동호갤러리||126.98524729999997|37.5729745|갤러리|02-722-3665|서울시 종로구 인사동7길 12||||||||동호갤러리|B21호|||100106
동산방화랑||126.98336130000007|37.572888|갤러리|02-733-5877|서울시 종로구 인사동9길 35||||||||동산방화랑||||100106
동덕아트갤러리||126.98326429999997|37.5749469|갤러리|02-732-6458|서울시 종로구 우정국로 68||||||||동덕아트갤러리||||100106
덕원갤러리||126.98649479999994|37.5728915|갤러리|02-723-7771||서울시 종로구 인사동 15|(휴관)||||||덕원갤러리||||100106
노화랑||126.98407079999993|37.5748286|갤러리|02-732-3558|서울시 종로구 인사동길 54||||||||노화랑||||100106
노암갤러리||126.98670459999994|37.5714435|갤러리|02-720-2235/6|서울시 종로구 인사동길 7||||||||노암갤러리||||100106
나화랑||126.9855621|37.5757217|갤러리|02-732-8846||서울시 종로구 경운동 89-4|||||||나화랑|운현궁SK허브 B1 107호|||100106
김영섭사진화랑||126.9842071|37.5742955|갤러리|02-733-6331/3||서울시 종로구 관훈동 169-2|||||||김영섭사진화랑||||100106
그린갤러리||126.9902814|37.5754964|갤러리|02-723-7892/3||서울시 종로구 낙원동 58-1|||||||그린갤러리|종로오피스텔 918호|||100106
관훈갤러리||126.98423679999996|37.5737758|갤러리|02-733-6469|서울시 종로구 인사동11길 11||||||||관훈갤러리||||100106
창갤러리||126.9842227|37.5749804|갤러리|02-732-5556||서울시 종로구 관훈동 106|(휴관)||||||창갤러리|창조빌딩|||100106
갤러리우림||126.98589319999996|37.5741766|갤러리|02-733-3738,3788/|서울시 종로구 인사동10길 18||||||||갤러리우림||||100106
갤러리에이엠||126.9854385|37.5725625|갤러리|02-735-4354||서울시 종로구 인사동 191-2|||||||갤러리에이엠(구)||||100106
갤러리서호||126.98622060000002|37.57316300000001|갤러리|02-723-1864||서울시 종로구 인사동 1-1|||||||갤러리서호||||100106
갤러리블루||126.9850539|37.5743784|갤러리|02-725-1450||서울시 종로구 관훈동 55-1|||||||갤러리블루||||100106
갤러리미즈||126.9855621|37.5757217|갤러리|02-722-8005||서울시 종로구 경운동 89-4|||||||갤러리미즈|SK 허브플라자 B동 209호|||100106
갤러리라메르||126.98483409999994|37.5725546|갤러리|02-730-5454|서울시 종로구 인사동5길 26||||||||갤러리라메르||||100106
갤러리가이아||126.98557519999997|37.5733079|갤러리|02-733-3373|서울시 종로구 인사동길 57-1||||||||갤러리가이아|2-3F|||100106
가람화랑||126.98560029999999|37.5742444|갤러리|02-732-6170|서울시 종로구 인사동10길 11||||||||가람화랑||||100106
가나아트스페이스(갤러리가나로/명칭변경)||126.98392650000005|37.5749508|갤러리|02-734-1333|서울시 종로구 인사동길 56||||||||가나아트스페이스 (갤러리가나로 명칭변경)||||100106
서울화랑||126.9855621|37.5757217|갤러리|02-722-5483||서울시 종로구 경운동 89-4|(휴관)||||스페이스틈새||서울화랑(구 스페이스틈새)|SK허브아트센터 B동 201호|||100106
김진혜갤러리||126.9866799|37.5719290|갤러리|02-725-6751||서울시 종로구 인사동 149|||||||김진혜갤러리||||100106
토포하우스(토포하우스아트센터로/명칭변경)||126.98431879999998|37.57407480000001|갤러리|02-734-7555||서울시 종로구 관훈동 184|||||||토포하우스(토포하우스아트센터로 명칭변경)||||100106
리더스갤러리수||126.98516440000003|37.5724124|갤러리|02-733-5454|서울시 종로구 인사동5길 21||||||||리더스갤러리수||||100106
갤러리아트플러스||126.98693249999997|37.5730926|갤러리|02-732-7710|서울시 종로구 인사동길 52||||||||갤러리아트플러스||||100106
쌈지길/갤러리쌈지||126.9848384|37.5741603|갤러리|02-736-0088||서울시 종로구 관훈동 38|(폐관)||||||쌈지길 갤러리쌈지||||100106
모인화랑||126.98593499999993|37.5742819|갤러리|02-739-9292|서울시 종로구 인사동10길 13||||||||모인화랑|2F|||100106
갤러리눈||126.9866557|37.5717954|갤러리|02-747-7277||서울시 종로구 인사동 147|||||||갤러리눈|미림아트 2F|||100106
명갤러리||126.9860961|37.5732431|갤러리|02-720-4716||서울시 종로구 관훈동 6|||||||명갤러리|3F|||100106
휴관_북스||126.9865982|37.5720292|갤러리|02-737-3283||서울시 종로구 인사동 152|||||||휴관_북스|3층|||100106
목인박물관/목석원||126.96292270000004|37.5885269|갤러리|02-722-5055|서울시 종로구 창의문로5다길 27-4||||||||목인박물관 목석원||||100106
이형아트센터||126.9856087|37.5737858|갤러리|02-736-4806||서울시 종로구 관훈동 21|(휴관)||||||이형아트센터|인사아트프라자 4층|||100106
통인가게/통인옥션갤러리||126.9858266|37.5734966|갤러리|02-733-4867||서울시 종로구 관훈동 16|||||||통인가게 통인옥션갤러리||||100106
갤러리타블로||126.98667720000003|37.57452869999999|갤러리|02-723-6081||서울시 종로구 경운동 운현궁SK허브 1-B 106|||||||갤러리타블로||||100106
갤러리각||126.9854098|37.5736832|갤러리|02-737-9963||서울시 종로구 관훈동 23|(폐관)||||||갤러리각|원빌딩 4층|||100106
장은선갤러리||126.98617309999997|37.57474490000001|갤러리|02-730-3533|서울시 종로구 율곡로6길 13-3||||||||장은선갤러리||||100106
록갤러리||126.9859080|37.5735028|갤러리|02-738-2398||서울시 종로구 인사동 11|||||||록갤러리||||100106
31갤러리||126.98529559999997|37.5740841|갤러리|02-732-1290|서울시 종로구 인사동길 23||||||||31갤러리|동일빌딩 2F|||100106
갤러리수용화||126.9856328|37.5735959|갤러리|02-730-5424||서울시 종로구 관훈동 18|||||||갤러리수용화|2F|||100106
큐브스페이스||126.9851157|37.5739951|갤러리|02-720-7910||서울시 종로구 관훈동 37|||||||큐브스페이스|수도약국 2F|||100106
갤러리안||126.9859129|37.5756449|갤러리|02-737-8089||서울시 종로구 경운동 89-4|||||||갤러리안|운현궁 SK허브빌딩 A동 B1 105호|||100106
예성화랑||126.9835339|37.5728525|갤러리|02-738-3630|서울시 종로구 인사동9길 31||||||||예성화랑||||100106
갤러리예당||126.98394459999997|37.57537080000001|갤러리|02-732-5364|서울시 종로구 인사동16길 3-10||||||||갤러리예당||||100106
갤러리환||126.98614629999997|37.5727092|갤러리|02-735-7047|서울시 종로구 인사동길 23||||||||갤러리환||||100106
갤러리나우||126.98494110000001|37.5737648|갤러리|02-725-2930|서울시 종로구 인사동길 39||||||||갤러리나우||||100106
스페이스피스||126.9832542|37.5726942|갤러리|02-735-5811||서울시 종로구 견지동 99-1|||||||스페이스피스||||100106
갤러리이화||126.9856292|37.5739437|갤러리|02-720-7703/0962||서울시 종로구 관훈동 29-23|(휴관)||||||갤러리이화|B1|||100106
갤러리175||126.9834102|37.5758726|갤러리|02-720-9282||서울시 종로구 안국동 175-87|||||||갤러리175|안국빌딩 B1|||100106
갤러리작은이층||126.9873100|37.5724660|갤러리|02-732-9746||서울시 종로구 인사동 34-21|||||||갤러리작은이층||||100106
미술관가는길||126.9867425|37.5743263|갤러리|02-738-9199||서울시 종로구 경운동 63-7|||||||미술관가는길|이양원빌딩 1F|||100106
부남미술관||126.98678760000007|37.5742564|갤러리|02-720-0369||서울시 종로구 경운동 63-4|||||||부남미술관|이양원빌딩 B1|||100106
유니아트갤러리||126.98557519999997|37.5733079|갤러리|02-723-7170|서울 종로구 인사동길 35-4||||||||유니아트갤러리|인사동마루 신관3층|||100106
