##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@박물관
어진박물관||127.1493531|35.8162368|박물관|063-231-0190,-0090|전북 전주시 완산구 태조로 44|||09:00~19:00 / 하절기(6월~8월) 09:00~20:00 / 동절기(11월~2월) 09:00~18:00|||||어진박물관||||100101
여주박물관||||박물관|031-887-3582|경기 여주시 신륵사길 6-12||카페테리아|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~017:00|||||여주박물관||||100101
여주시립폰박물관||||박물관|031-887-3548|경기 여주시 강변유원지길 105||||||||여주시립폰박물관||||100101
여초서예관||128.3198132|38.1890246|박물관|033-461-4081|강원 인제군 북면 만해로 154||카페테리아|09:00~18:00|||||여초서예관||||100101
영암도기박물관||126.6203750|34.7605333|박물관|061-470-6851|전남 영암군 군서면 서호정길 5|||09:00 ~ 18:00|||||영암도기박물관||||100101
영인산산림박물관||||박물관|041-538-1948|충남 아산시 영인면 아산온천로 16-26|||하절기 10:00~18:00 / 동절기 10:00~17:00|||||영인산산림박물관||||100101
영일민속박물관||||박물관|054-261-2798|경북 포항시 북구 홍해읍 한동로 51||||||||영일민속박물관||||100101
예산보부상박물관||||박물관|041-339-8395||충남 예산군 덕산면 사동리 269|난장마당; 장터마당; 보부상놀이마당; 체험공방 등|미개관(공사중)|||||예산보부상박물관||||100101
예천박물관||||박물관|054-650-8311|경북 예천군 감천면 복골길 150|||하절기 09:00~17:30 / 동절기 09:00~17:00|||||예천박물관||||100101
옛길박물관||128.0763883|36.7631536|박물관|054-550-8366|경북 문경시 문경읍 새재로 944|||하절기 09:00~18:00 / 동절기09:00~17:00|||||옛길박물관||||100101
오산리선사유적박물관||128.6605665|38.0860129|박물관|033-670-2446|강원 양양군 손양면 학포길 33|||09:00~18:00|||||오산리선사유적박물관||||100101
왕궁리유적전시관||127.0558350|35.9712532|박물관|063-859-4632|전북 익산시 왕궁면 궁성로 666|||09:00~18:00|||||왕궁리유적전시관||||100101
용인시박물관||127.1571337|37.2738504|박물관|031-324-4796|경기 용인시 기흥구 동백3로 79|||09:00~18:00|||||용인시박물관||||100101
우륵박물관||||박물관|054-950-7136|경북 고령군 대가야읍 가야금길 98|||하절기 09:00~18:00 / 동절기 09:00~17:00|||||우륵박물관||||100101
우정박물관||||박물관|041-560-5900|충남 천안시 동남구 양지말길 11-14||우정박물관에서는 우편뿐 아니라 금융을 포함한 우체국 업무 전반을 소개하고 있으며 특히 집배원복과 우체통의 변천; 세계 각국의 우체통 등을 전시하여 관람객들에게 좋은 볼거리를 제공하고 있습니다.|오전 09:00 ~ 오후 18:00|||||우정박물관||||100101
울산대곡박물관||129.1691253|35.6191327|박물관|052-229-6638~9|울산 울주군 두동면 서하천전로 257|||09:00~18:00|||||울산대곡박물관||||100101
울산박물관||||박물관|052-222-8501~3|울산 남구 두왕로 277||어린이박물관; 뮤지엄샵; 수유실|09:00~18:00|||||울산박물관||||100101
울산암각화박물관||129.1703961|35.6082110|박물관|052-229-4797|울산 울주군 두동면 반구대안길 254|||09:00~18:00|||||울산암각화박물관||||100101
울산옹기박물관||||박물관|052-237-7894|울산 울주군 온양읍 외고산 3길 36||||||||울산옹기박물관||||100101
울주민속박물관||129.2810014|35.4362859|박물관|052-204-4033|울산 울주군 온양읍 외고산 1길 4-19||북카페|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00|||||울주민속박물관||||100101
원주시역사박물관||||박물관|033-737-4371|강원 원주시 봉산로 134||전시실; 수장고; 전통공예실; 대강당; 소강당; 도서실|관람시간  09:00 ~ 18:00 (17:00 까지 입장가능)|||||원주시역사박물관||||100101
유럽자기박물관||126.7985619|37.5036427|박물관|032-661-0238|경기 부천시 소사로 482|||09:00~18:00|||||유럽자기박물관|부천종합운동장|||100101
은평역사한옥박물관||126.9384800|37.6404070|박물관|02-351-8523~4|서울 은평구 연서로50길 8||아트샵; 카페; 휴게실; 작은도서관; 삼각산전망뜰; 용출정; 은평연못; 희망장난감도서관|09:00~18:00|||||은평역사한옥박물관||||100101
의병박물관||||박물관|055-570-2840|경남 의령군 의령읍 충익로 1-25||영상실; 옥상정원; 특별전시실|매일 09:00 ~ 18:00|||||의병박물관|의병박물관|||100101
의성조문국박물관||128.6692250|36.2765000|박물관|054-830-6909|경북 의성군 금성면 초전1길 83||문화상품판매점|09:00~18:00|||||의성조문국박물관||||100101
이천세계도자센터||||박물관|031-645-0730|경기 이천시 경충대로 2697번길 263||아트샵; 레스토랑; 카페|09:30~18:00|||||이천세계도자센터||||100101
이천시립박물관||127.4271355|37.2747708|박물관|031-635-8500~1|경기 이천시 경충대로 2697번길 172|||09:00~18:00|||||이천시립박물관||||100101
인삼박물관||128.4791310|36.8881956|박물관|054-639-7681|경북 영주시 풍기읍 죽령로 1378||소강당; 세미나실; 야외무대; 상징탑|하절기(3월~10월) 09:00~20:00 / 동절기(11월~2월) 09:00~19:00|||||인삼박물관||||100101
인제산촌민속박물관||128.1717653|38.0628846|박물관|033-462-2086|강원 인제군 인제읍 인제로 156번길 50|||09:00~18:00|||||인제산촌민속박물관||||100101
인천광역시립박물관||126.6531591|37.4207438|박물관|032-440-6750~1|인천 연수구 청량로 160번길 26||카페|09:00~18:00|||||인천광역시립박물관||||100101
인천서구녹청자박물관||126.6562760|37.5582653|박물관|032-560-2932|인천 서구 도요지로 54||아트샵; 휴식공간(30명 수용)|09:00~18:00|||||인천서구녹청자박물관||||100101
자유수호평화박물관||||박물관|031-860-3330~3|경기도 동두천시 평화로 2910번길 96-63|||오전 9시부터 오후 6시까지|||||자유수호평화박물관||||100101
장생포고래박물관||129.3808250|35.5027750|박물관|052-256-6301|울산 남구 장생포고래로 244||아트샵; 쉼터(휴게실)|09:30~18:00|||||장생포고래박물관||||100101
전곡선사박물관||||박물관|031-830-5600|경기 연천군 전곡읍 평화로 443번길 2||뮤지엄샵; 카페테리아|09:00~18:00 (7, 8월 1시간 연장)|||||전곡선사박물관||||100101
전라남도농업박물관||126.4590440|34.7772963|박물관|061-462-2796~9|전남 영암군 삼호읍 녹색로 653-11||카페; 농경문화체험관 유료. 무료체험 운영|3월~10월 09:00~18:00 / 11월~2월 09:00~17:00|||||전라남도농업박물관||||100101
전라남도산림박물관||||박물관|061-550-3540|전남 완도군 군외면 초평1길 156|||09:00~ 18:00(11월~2월 09:00~17:00)|||||전라남도산림박물관|완도수목원 내|||100101
전주역사박물관||127.0933583|35.8011595|박물관|063-228-6485~6|전북 전주시 완산구 쑥고개로 259||아트샵|09:00~18:00|||||전주역사박물관||||100101
전통문화콘텐츠박물관||128.7339345|36.5662475|박물관|054-843-7900|경북 안동시 서동문로 203|||09:00~17:30|||||전통문화콘텐츠박물관||||100101
정림사지박물관||126.9152487|36.2792008|박물관|041-832-2721|충남 부여군 부여읍 정림로 83||아트샵|하절기(4월~9월) 09:00~19:00 / 동절기(10월~3월) 09:00~17:00|||||정림사지박물관||||100101
정읍시립박물관||126.8943986|35.5278764|박물관|063-539-6791~2|전북 정읍시 내장산로 370-12||아트샵|09:00~18:00|||||정읍시립박물관||||100101
제주교육박물관||126.5378809|33.4946579|박물관|064-720-9114|제주 제주시 오복길4길 25|||09:00~18:00|||||제주교육박물관||||100101
제주돌문화공원||126.6593275|33.4488027|박물관|064-710-7731~3|제주 제주시 조천읍 남조로 2023||아트샵; 레스토랑|09:00~18:00|||||제주돌문화공원||||100101
제주특별자치도민속자연사박물관||126.5315010|33.5063290|박물관|064-710-7707~8|제주 제주시 삼성로 40||아트샵; 카페|08:30~18:00(6월~8월 08:00~18:30)|||||제주특별자치도민속자연사박물관||||100101
조세박물관||||박물관|044-204-4646|세종 국세청로 8-14||||||||조세박물관||||100101
진안군/가위박물관||||박물관|063-430-2324|전북 진안군 진안읍 마이산로 258||뮤지엄숍|관람시간 : 10:00~18:00|||||진안군 가위박물관||||100101
진안역사박물관||||박물관|063-430-8086|전북 진안군 진안읍 내사양길 7||||||||진안역사박물관||||100101
진천종박물관||127.4137432|36.8707279|박물관|043-539-3847~8|충북 진천군 진천읍 백곡로 1504-12||아트샵|09:00~18:00|||||진천종박물관||||100101
창녕박물관||128.5050318|35.5457319|박물관|055-530-1500~1|경남 창녕군 창녕읍 창밀로 34|||09:00~18:00|||||창녕박물관||||100101
창원시립마산박물관||128.5689424|35.2056406|박물관|055-225-7171|경남 창원시 마산합포구 문신길 105||카페|09:00~18:00|||||창원시립마산박물관||||100101
천안박물관||127.1632160|36.7867274|박물관|041-521-2892|충남 천안시 동남구 천안대로 429-13||아트샵; 레스토랑|하절기 09:00~18:00 / 동절기 09:00~17:00|||||천안박물관||||100101
청도박물관||||박물관|054-370-2281|경북 청도군 이서면 이서로 567||||||||청도박물관||||100101
청량산박물관||||박물관|054-679-6671~2|경북 봉화군 명호면 광석길 39||||||||청량산박물관||||100101
청주고인쇄박물관||127.4714523|36.6440520|박물관|043-201-4266|충북 청주시 홍덕구 직지대로 713|||09:00~18:00|||||청주고인쇄박물관||||100101
청주백제유물전시관||127.4689750|36.6521900|박물관|043-263-0107|충북 청주시 홍덕구 제1순환로 933|||09:30~18:00|||||청주백제유물전시관||||100101
청주시한국공예관||127.4725495|36.6429910|박물관|043-268-0255|충북 청주시 홍덕구 직지대로 717||아트샵|09:00~19:00|||||청주시한국공예관||||100101
충북교육박물관||127.4847660|36.6400850|박물관|043-256-5225|충북 청주시 상당구 교서로 17|||09:00~17:00|||||충북교육박물관||||100101
충주박물관||127.8654700|37.0161910|박물관|043-850-3925|충북 충주시 가금면 중앙탑길 112-28|||09:00~18:00|||||충주박물관||||100101
충청남도역사박물관||127.1266071|36.4537647|박물관|041-856-8608|충남 공주시 국고개길 24|||09:30~18:00|||||충청남도역사박물관||||100101
충청북도농업과학관||127.4629606|36.7269723|박물관|043-220-5722|충북 청원군 오창읍 괴정리 가곡길 46|||09:00~17:00|||||충청북도농업과학관||||100101
충청북도잠사박물관||||박물관|043-220-5891-~2|충북 청원군 내수읍 구성새동네길 39||||||||충청북도잠사박물관||||100101
친환경농업박물관||127.5813391|37.5477477|박물관|031-772-3370|경기 양평군 용문면 용문산로 670||다도체험장|하절기(3월~10월) 09:30~18:00 / 동절기(11월~2월) 09:30~17:00|||||친환경농업박물관||||100101
태백고생대자연사박물관||129.0395040|37.0949490|박물관|033-581-8181,3003|강원 태백시 태백로 2249|||09:00~18:00|||||태백고생대자연사박물관||||100101
태백석탄박물관||128.9505336|37.1173810|박물관|033-552-7720|강원 태백시 천제단길 195||휴게실|09:00~18:00|||||태백석탄박물관||||100101
통영시립박물관||||박물관|055-646-8371|경남 통영시 중앙로 65||세미나실|09:00~18:00 / 매표시간 : 09:00~17:00|||||통영시립박물관||||100101
판교박물관||127.0956605|37.4009612|박물관|031-729-4535~7|경기 성남시 분당구 판교로 191|||09:00~18:00|||||판교박물관||||100101
포로수용소유적박물관||128.6247123|34.8755063|박물관|055-639-0625|경남 거제시 계룡로 61||아트샵; 카페; 매점|09:00~18:00|||||포로수용소유적박물관|거제포로수용소유적공원 내|||100101
하남역사박물관||127.2060803|37.5454837|박물관|031-790-7990|경기 하남시 덕풍동로 30|||09:00~18:00|||||하남역사박물관||||100101
한국근대문학관||||박물관|033-773-3800|인천 중구 신포로 15번길 76|||10:00~18:00 (문학관 입장은 관람시간 종료 30분 전까지 가능)한국근대문학관은 별도의 전시 설명이 필요없도록 전시실 내부에 충분히 설명이 되어있음을 알려드립니다.20인 이상의 단체관람에 한하여 전시 설명을 요청하시면 안내해 드리겠습니다.문학관에 직접 방문하셔서 주소와 이메일 등의 연락처를 남기시면 문학관 행사 때 우선적으로 안내해 드립니다.|||||한국근대문학관||||100101
한국만화박물관||126.7421671|37.5085647|박물관|032-310-3090~1|경기 부천시 길주로 1||아트샵; 레스토랑; 카페|10:00~18:00|||||한국만화박물관||||100101
한국민화뮤지엄||||박물관|061-433-9770|전남 강진군 대구면 청자촌길 61-5||||||||한국민화뮤지엄||||100101
한국시집박물관||128.3184698|38.1886493|박물관|033-463-4082|강원 인제군 북면 만해로 136||||||||한국시집박물관||||100101
한국압화박물관||||박물관|061-780-2107|전남 구례군 구례읍 동산1길 29||체험장; 판매장||||||한국압화박물관||||100101
한국영화박물관||||박물관|02-3153-2072|서울 마포구 월드컵북로 400||한국영상자료원 건물 지하 1층 시네마테크 KOFA/2층 영상도서관|입장은 박물관 마감 30분 전까지/화요일~금요일: 10:00~19:00/토, 일, 공휴일: 10:00~18:00/매월 마지막 수요일(문화가 있는 날): 10:00~21:00|||||한국영화박물관|한국영상자료원 1층|||100101
한국이민사박물관||126.6001999|37.4702597|박물관|032-440-4710|인천 중구 월미로 329|||09:00~18:00|||||한국이민사박물관||||100101
한국족보박물관||127.3869844|36.2841242|박물관|042-582-4445|대전 중구 침산도 뿌리공원로 79|||10:00~17:00|||||한국족보박물관||||100101
한국천연염색박물관||126.6628449|34.9941319|박물관|061-335-0091|전남 나주시 다시면 백호로 379||손수건 염색 : 6;000원 / 티셔츠; 가방 염색 : 10;000원 / 스카프 염색 : 16;000원|09:00~18:00|||||한국천연염색박물관||||100101
한밭교육박물관||127.4288246|36.3374338|박물관|042-670-2200,-2212|대전 동구 우암로 96|||09:30~17:00|||||한밭교육박물관||||100101
한성백제박물관||127.1207658|37.5155665|박물관|02-2152-5800|서울 송파구 위례성대로 71||아트샵; 카페테리아|평일 : 오전 9시~오후 9시토, 일, 공휴일 : 오전 9시~오후 7시(단,11~2월 : 오전 9시~오후 6시)|||||한성백제박물관|올림픽공원 내|||100101
함안박물관||||박물관|055-580-3902~6|경상남도 함안군 가야읍 고분길 153-31||야외공연장; 야외화장실; 아라홍련시배지; 고인돌공원|3월 ~ 10월 : 오전9시 ~ 오후6시까지11월 ~ 2월 : 오전9시 ~ 오후5시까지|||||함안박물관||||100101
함양박물관||127.7225537|35.5238623|박물관|055-960-5546|경남 함양군 함양읍 필봉산길 55||어린이체험실; 영상홍보실; 세미나교육실 등|3월~10월 09:00~18:00 / 11월~그 다음해 2월 09:00~17:00|||||함양박물관||||100101
합덕수리민속박물관||126.7838810|36.7939017|박물관|041-350-4931~2|충남 당진시 합덕읍 덕평로 379-9|||09:00~18:00|||||합덕수리민속박물관||||100101
해남공룡박물관||126.4372678|34.5899213|박물관|061-530-5324|전남 해남군 황산면 공룡박물관길 234||아트샵; 레스토랑; 카페|09:00~18:00|||||해남공룡박물관||||100101
허준박물관||126.8510825|37.5678520|박물관|02-3661-8686|서울 강서구 허준로 87||아트샵; 옥상정원과 약초원|하절기(3~10월) 10:00~18:00 / 동절기(11~2월) 10:00~17:00|||||허준박물관||||100101
홍주성역사관||126.6609511|36.6002649|박물관|041-630-9231|충남 홍성군 홍성읍 아문길 20|||하절기(3월10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00|||||홍주성역사관||||100101
화성시향토박물관||126.9279696|37.1327226|박물관|031-369-3797|경기 화성시 향남읍 행정동로 96|||10:00~18:00|||||화성시향토박물관||||100101
황순원문학촌/소나기마을||127.3774850|37.5943817|박물관|031-773-2299,-4499|경기 양평군 서종면 소나기마을길 24||카페|하절기 09:30~18:00 / 동절기 09:30~17:00|||||황순원문학촌 소나기마을||||100101
