##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@미스터피자
미스터피자|창원점|462066|292407|미스터피자|055-281-7711|경상남도 창원시 의창구 원이대로589번길 12||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 창원점|강진장여관2층;강진빌딩 2층 미스터피자 창원점|||80504
미스터피자|통영점|439363|251267|미스터피자|0556449393|경상남도 통영시 중앙로 321|경상남도 통영시 무전동 1036-7|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 통영점|2층;유진빌딩 2층 미스터피자 통영점|||80504
미스터피자|김해삼계점|479134|296099|미스터피자|055-313-0070|경상남도 김해시 삼계중앙로 23|경상남도 김해시 삼계동 1490-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 김해삼계점|파크프라자 202호(드실수있는 장소있음)/김해시 삼계동과 내서읍 삼계리가 서로 다름;파크프라자 2층 미스터피자 김해삼계점|||80504
미스터피자|진해석동점|463839|284400|미스터피자|0555441577|경상남도 창원시 진해구 진해대로776번길 25|경상남도 창원시 진해구 이동 461-3|포장할인;샐러드바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 진해석동점|상보빌딩2층 농협하나로마트옆 /석동 주민센터 옆;상보빌딩 2층 미스터피자 진해석동점|||80504
미스터피자|거창점|391880|343283|미스터피자|0559446060|경상남도 거창군 거창읍 거열로 131||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00~22:00;주말 11:00~22:00|||||미스터피자 거창점|1층;2층 미스터피자 거창점;( : 상림리 27-11) 2층|||80504
미스터피자|용원점|474185|278430|미스터피자|0555423020|경상남도 창원시 진해구 용재로 16|경상남도 창원시 진해구 용원동 1212-3|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 용원점|2층 미스터피자/일신A,코아루A 맞은편 사잇길로,  롯데리아 옆에 있음;2층 미스터피자 용원점|||80504
미스터피자|남해점|390469|248863|미스터피자|055-864-0077|경상남도 남해군 남해읍 망운로 3|경상남도 남해군 남해읍 북변리 128-5|포장할인;샐러드바;요거트바;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 남해점|2층/뚜레쥬르2층/;2층 미스터피자 남해점|||80504
미스터피자|시티세븐점|459804|293544|미스터피자|0556000996|경상남도 창원시 의창구 원이대로 332||포장할인;샐러드바;요거트바;주차가능|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 시티세븐점|더시티세븐호텔 1층;지하1층 미스터피자 시티세븐점|||80504
미스터피자|물금점|492344|303684|미스터피자|055-362-8866|경상남도 양산시 물금읍 범구로 15||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 물금점|1층 103호/;희윤스마티움 1층 미스터피자 물금점|||80504
미스터피자|함안점|436512|297397|미스터피자|055-584-0888|경상남도 함안군 가야읍 함마대로 1500||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 함안점|2층;1층 미스터피자 함안점|||80504
미스터피자|율하점|474372|286081|미스터피자|0553267667|경상남도 김해시 율하2로115번길 13|경상남도 김해시 율하동 1355-2|포장할인;샐러드바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 율하점|2층 (미스터영빌딩)2층 (미스터영빌딩);2층 미스터피자 율하점|||80504
미스터피자|아이스퀘어점|480574|292229|미스터피자|0553468282|경상남도 김해시 김해대로 2342|경상남도 김해시 부원동 937|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 아이스퀘어점|209,210호;아이스퀘어몰 2층 (209호 210호) 미스터피자 아이스퀘어점|||80504
미스터피자|창원대방점|464626|290043|미스터피자|0552754275|경상남도 창원시 성산구 가양로124번길 23|경상남도 창원시 대방동 366-1|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 창원대방점|크리스탈빌딩 203호(2층);크리스탈빌딩 2층 미스터피자 창원대방점|||80504
미스터피자|웅상점|506308|313433|미스터피자|0553877999|경상남도 양산시 삼호1길 52|경상남도 양산시 삼호동 1006-3|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 웅상점|202호|||80504
미스터피자|경주중앙점|509747|360993|미스터피자|0547456500|경상북도 경주시 원효로5번길 10|경상북도 경주시 노동동 86-15|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 경주중앙점|경주시내 국민은행 뒷편;2층 미스터피자 경주중앙점|||80504
미스터피자|구미점|430690|390499|미스터피자|054-451-0303|경상북도 구미시 신시로 71|경상북도 구미시 형곡동 144-6|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 구미점|형곡동 차병원 건너편에 위치/임은동 금강타운가능, 사곡동전체 가능/;1층 미스터피자 구미점|||80504
미스터피자|영주점|454119|468616|미스터피자|0546381577|경상북도 영주시 대학로 243|경상북도 영주시 가흥동 1636|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 영주점|17.11.17일 리로케이션 오픈 약도보고 안내하지 마세요 !!;1층|||80504
미스터피자|포항대이점|521082|381378|미스터피자|0542789292|경상북도 포항시 남구 대이로 112|경상북도 포항시남구 대잠동 469-9|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 포항대이점|2층 이동사거리 이동온천 바로옆/식사가능매장;삼성빌딩2층 미스터피자 포항대이점|||80504
미스터피자|안동중앙점|465606|440703|미스터피자|054-843-4648|경상북도 안동시 남문로 22-15|경상북도 안동시 삼산동 141-3|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 안동중앙점|안동조흥은행 맞은편위치(베스킨라빈스2층);2층 미스터피자 안동중앙점|||80504
미스터피자|포항양덕점|525973|387799|미스터피자|054-248-1577|경상북도 포항시 북구 천마로 63|경상북도 포항시북구 양덕동 1354-1|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 포항양덕점|2층 /양덕동 롯데리아 맞은편(엔젤리너스 사거리)-매장이전 지도보고 안내하지마세요;2츨 미스터피자 포항양덕점;(2층)|||80504
미스터피자|경주황성점|509757|363386|미스터피자|054-772-1525|경상북도 경주시 황성로 7|경상북도 경주시 황성동 450-2|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 경주황성점|2층 미스터피자 경주황성점;대구은행 황성지점 2층|||80504
미스터피자|왜관점|436204|377135|미스터피자|0549776077|경상북도 칠곡군 왜관읍 중앙로5길 21|경상북도 칠곡군 왜관리 212-8|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 왜관점|2층 /기업은행 왜관지점 옆;2층|||80504
미스터피자|문경점|417037|442802|미스터피자|054-553-2111|경상북도 문경시 모전동 당교로 231||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 문경점|102호 (문경시청 옆 브리티시골드 상가);1층|||80504
미스터피자|광주상무점|295370|284212|미스터피자|0623848286|광주 서구 상무중앙로38번길 11-11|광주광역시 서구 치평동 1250-11|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 광주상무점|아웃백앞 CGI옆건물 2층/ 매장에서 식사가능;덕성빌딩 2층 미스터피자 광주상무점|||80504
미스터피자|전남대점|301181|286847|미스터피자|062-261-8536|광주 북구 우치로90번길 2층 미스터피자 전남대점 |광주광역시 북구 용봉동 160-21|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 전남대점||||80504
미스터피자|광주일곡점|299882|290105|미스터피자|062-571-6677|광주광역시 북구 설죽로 512||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 광주일곡점|2층 미스터피자 광주일곡점;2층|||80504
미스터피자|광산점|291687|286777|미스터피자|0623642800|광주광역시 광산구 사암로 331|광주광역시 광산구 월곡동 313-4|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 광산점|2층/위치:흑석사거리 하이마트중간쪽 동해해물탕2층/운남주공10단지 월곡시장근처;2층 미스터피자 광산점|||80504
미스터피자|운암점|297688|287330|미스터피자|062-529-0078|광주광역시 북구 북문대로 117|광주광역시 북구 운암동 357-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 운암점|2층 미스터피자 운암점|||80504
미스터피자|광주남구점|300576|282247|미스터피자|0626710703|||포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 광주남구점|(백운동 597-21)남광주농협 본점 맞은편|||80504
미스터피자|첨단수완점|294811|291741|미스터피자|0629716688|||포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 첨단수완점|1층|||80504
미스터피자|서광주점|297705|283158|미스터피자|062-384-0280|||포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 서광주점|1층(화정동)|||80504
미스터피자|황금점|456550|360600|미스터피자|0537672119|대구광역시 수성구 동대구로 149|대구광역시 수성구 황금동 843-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 황금점|코아시스 105 (2층 211호)/대구과학고 맞은편 다래웨딩뷔페 왼쪽 약 10M에 위치 주상복합건물 농협2층(이전한약도임);코아시스 105-211호,212호 2층 미스터피자 황금점|||80504
미스터피자|동서변점|454251|369084|미스터피자|0539569555|대구광역시 북구 호국로 207|대구광역시 북구 서변동 1787-3|포장할인;샐러드바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 동서변점|대구은행바로옆건물2층;2층 미스터피자 동서변점|||80504
미스터피자|두류점|450454|362046|미스터피자|053-571-0077|대구광역시 달서구 달구벌대로 1748|대구광역시 달서구 두류동 470-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 두류점|(약도보고안내하지마세요)현위치:두류역11번 출구 벽산타워;1층 미스터피자 두류점|||80504
미스터피자|침산점|453628|365588|미스터피자|053-357-0066|대구광역시 북구 침산로 138|대구광역시 북구 침산동 285-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 침산점|침산사거리 하나은행 명성프라임 2층 205호;명성프라임 205호 2층 미스터피자 침산점|||80504
미스터피자|대구중앙점|453924|363499|미스터피자|053-257-6022|대구광역시 중구 중앙대로 412-21|대구광역시 중구 사일동 54-1|포장할인;샐러드바;요거트바|주중 11:00 22:30;주말 11:00 22:30|||||미스터피자 대구중앙점|2층;2층 미스터피자 대구중앙점|||80504
미스터피자|반야월점|465752|363651|미스터피자|053-965-1177|대구광역시 동구 안심로73길 22|대구광역시 동구 신서동 755|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:40;주말 11:00 21:40|||||미스터피자 반야월점|신서롯데캐슬 상가 2층 201호 / 이마트 건너편;신서 롯데캐슬레전드 2층 미스터피자 반야월점|||80504
미스터피자|지산점|457857|358173|미스터피자|0537820078|대구광역시 수성구 지범로 170|대구광역시 수성구 지산동 1275-4|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 지산점|2층 두산오거리에서 동아백화점방향 오른쪽에위치(동아백화점가기전);2층 미스터피자 지산점|||80504
미스터피자|이시아폴리스점|458127|369183|미스터피자|0539869998|대구광역시 동구 팔공로 250|대구광역시 동구 봉무동 1553|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 이시아폴리스점|2층 미스터피자 이시아폴리스점|||80504
미스터피자|화원점|445804|356351|미스터피자|0536377789|대구광역시 달성군 화원읍 비슬로 2635|대구광역시 달성군 화원읍 천내리 54-1|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 화원점|미스터피자 화원점|||80504
미스터피자|성서점|445754|361796|미스터피자|053-588-1777||대구광역시 달서구 이곡동 1196-7|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 성서점||||80504
미스터피자|둔산점|344058|417049|미스터피자|042-487-4543|대전광역시 서구 둔산로 4|대전광역시 서구 둔산동 1092|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 둔산점|2층 /향촌아파트맞은편(둔산여고 대각선 맞은편 건물);(둔산동),2층 미스터피자 둔산점|||80504
미스터피자|충남대점|341321|418068|미스터피자|07088321277|대전광역시 유성구 대학로 87-1|대전광역시 유성구 궁동 479-9|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 충남대점|현재->충남대대학교앞 위치;1층|||80504
미스터피자|대전서구점|342021|411832|미스터피자|042-544-8077|대전광역시 서구 계백로 1161||포장할인;주차가능;배달|주중 11:00 22:30;주말 11:00 22:30|||||미스터피자 대전서구점|105호(가수원동 유니온빌딩)/;105호 (가수원동 유니온빌딩)|||80504
미스터피자|대전복합터미널점|349835|416763|미스터피자|0426267799|대전광역시 동구 동서대로 1705||포장할인;샐러드바;요거트바;주차가능;배달||||||미스터피자 대전복합터미널점|3층(용전동)|||80504
미스터피자|도룡점|345707|419898|미스터피자|042-867-7799|대전광역시 유성구 엑스포로123번길 65-38|대전광역시 유성구 도룡동 4-6|포장할인;배달||||||미스터피자 도룡점|도룡동 스마트시티단지내 상가위치/;스마트시티주상복합아파트 205동 107호,1층 미스터피자 도룡점|||80504
미스터피자|대전중앙점|348663|414284|미스터피자|042-252-8899|대전광역시 중구 대종로 487|대전광역시 중구 대흥동 198-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 대전중앙점|2층 201;쌍인빌딩,2층 미스터피자 대전중앙점|||80504
미스터피자|서대전점|347167|413636|미스터피자|042-523-7799|대전광역시 중구 계백로 1711|대전광역시 중구 오류동 156-2|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 서대전점|/세이백화점맞은편 서대전역네거리방향쪽으로 올라가다보면  1층매장;중도빌딩,2층 미스터피자 다이닝 서대전점;2층|||80504
미스터피자|다대포점|488783|273577|미스터피자|051-264-1223|부산광역시 사하구 다대로 551|부산광역시 사하구 다대동 891|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 다대포점|2층 (농협사거리);2층 미스터피자 다대포점|||80504
미스터피자|서면점|496774|284511|미스터피자|051-805-0004|부산광역시 부산진구 서전로10번길 69|부산광역시 부산진구 부전동 190-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 서면점|쥬디스 건물 신관 바로 옆건물 2층;2층 미스터피자 서면1호점;190-3|||80504
미스터피자|영도점|497866|275905|미스터피자|051-405-1007|부산광역시 영도구 동삼로 42|부산광역시 영도구 동삼동 332-26|포장할인;배달||||||미스터피자 영도점|우체국앞 DELIVERY 전문 매장;1층 미스터피자 영도점|||80504
미스터피자|경성대점|500468|282511|미스터피자|0516111300|부산광역시 남구 용소로 8|부산광역시 남구 대연동 68-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 경성대점|파리바게트 맞은편 2층 놀부부대찌게 옆 건물 2층 (경성대사거리) /부경대쪽으로 내려 가다가 신호등 앞 파리바게뜨 옆 건물;nicemart 2층 미스터피자 경성대점|||80504
미스터피자|해운대점|507554|286287|미스터피자|0517032567|부산광역시 해운대구 세실로 48|부산광역시 해운대구 좌동 1315|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 해운대점|/장산역 1번출구 앞 (2층)/2001아울렛 대각선 맞은편;해운대삼정코아주상복합 2층 미스터피자 해운대점;삼정코아상가 2-3호|||80504
미스터피자|동래점|498799|290829|미스터피자|051-555-8277|부산광역시 동래구 명륜로 200|부산광역시 동래구 명륜동 676-96|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 동래점|1층 (명륜동);1층 미스터피자 동래점|||80504
미스터피자|부산외대점|498941|296684|미스터피자|0515140881|부산광역시 금정구 금샘로 464|부산광역시 금정구 남산동 993-24|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 부산외대점|남산고등학교 윗쪽 엔젤리너스커피 건물 2층/;1층 미스터피자 부산외대점|||80504
미스터피자|서동점|500826|291197|미스터피자|0515291577|부산광역시 금정구 서동로 171||포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 서동점|/서동 부산은행사거리옆 2층|||80504
미스터피자|엄궁점|488545|281508|미스터피자|051-311-1175|부산광역시 사상구 낙동대로 751|부산광역시 사상구 엄궁동 376-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 엄궁점|동일메가타워 2층 203호;2층 미스터피자 엄궁점|||80504
미스터피자|남천점|501343|283755|미스터피자|051-624-1577|부산광역시 수영구 수영로 465|부산광역시 수영구 남천동 48-28|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 남천점|2층 /맥도날드 맞은편 2층 (kbs근처);2층 미스터피자 남천점|||80504
미스터피자|덕천2호점|492715|290882|미스터피자|051-337-8852|부산광역시 북구 만덕대로 104|부산광역시 북구 덕천동 389-1|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 덕천2호점|2층/ 숙등역 1번출구 방향으로 2분정도 거리|||80504
미스터피자|아시아드2호점|497820|288416|미스터피자|010-8908-1577|부산광역시 연제구 월드컵대로 232|부산광역시 연제구 거제동 1167-17|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 아시아드2호점|거벌빌딩2층/부산검찰청 옆;거벌빌딩 2층 미스터피자 아시아드2호점|||80504
미스터피자|연산점|498807|288067|미스터피자|051-853-1577|부산광역시 연제구 반송로 12|부산광역시 연제구 연산동 729-1|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 연산점|2층|||80504
미스터피자|화명점|492190|292423|미스터피자|0513630071|||포장할인;샐러드바;주차가능;배달|주중 11:00 21:30;주말 11:00 22:30|||||미스터피자 화명점|1층|||80504
미스터피자|시흥점|303001|539623|미스터피자|02-803-6393|서울특별시 금천구 시흥대로 220|서울특별시 금천구 시흥동 889|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 시흥점|시흥 홈플러스 맞은편/1001 안경점 2층;2층 미스터피자 시흥점|||80504
미스터피자|역삼점|314873|544805|미스터피자|02-555-2543|서울특별시 강남구 테헤란로25길 11|서울특별시 강남구 역삼동 644-11|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 역삼점|(현) 역삼역4번출구 ing생명골목으로 들어가서 정면에 있음 / 주차장 없음;2층 미스터피자 역삼점|||80504
미스터피자|상계점|317520|561989|미스터피자|029353325|서울특별시 노원구 상계로 71|서울특별시 노원구 상계동 595-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 상계점|2층(위치-4호선 노원역 9번출구헌혈의집뒷편2층) * 500m앞에 노원중계점이 있어서 고객들이 착각할 우려 있으니 포장 주문시 잘 설명해 주세요!! *;2,3층 미스터피자 상계점|||80504
미스터피자|중화점|318924|556002|미스터피자|02-2207-7479|서울특별시 중랑구 동일로 808|서울특별시 중랑구 중화동 285-13|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 중화점|2층;2층 미스터피자 중화점|||80504
미스터피자|정동점|309185|552296|미스터피자|02-725-7272|서울특별시 종로구 새문안로 38|서울특별시 종로구 신문로2가 12-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:00;주말 11:00 21:00|||||미스터피자 정동점|경향신문사 본사옆;3층 미스터피자 정동점|||80504
미스터피자|잠실점|319110|545856|미스터피자|024228554|서울특별시 송파구 올림픽로12길 2|서울특별시 송파구 잠실동 181-10|포장할인;샐러드바;요거트바;배달|주중 11:00 22:30;주말 11:00 22:30|||||미스터피자 잠실점|잠실새내역 4번출구 외환은행 인근;2층 미스터피자 잠실점|||80504
미스터피자|돈암점|313251|555399|미스터피자|02-921-1100|서울특별시 성북구 아리랑로 46|서울특별시 성북구 동선동5가 147-9|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 돈암점|1층 (동선동 5가) 미스터피자 돈암점;(도로명 : 성북구 아리랑로 46)|||80504
미스터피자|충무로역점|311310|551446|미스터피자|0222543611|서울특별시 중구 퇴계로 198|서울특별시 중구 필동2가 4-7|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 충무로역점|2층 충무로역 3번출구 위치/(매장약도보고 안내하지 마세요);2층 미스터피자 충무로역점|||80504
미스터피자|경희대점|316500|554893|미스터피자|02-959-5600|서울특별시 동대문구 경희대로 9-1|서울특별시 동대문구 회기동 42-84|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 경희대점|2층;2층 미스터피자 경희대점|||80504
미스터피자|전농점|316156|553312|미스터피자|02-2244-8400|서울특별시 동대문구 서울시립대로 75|서울특별시 동대문구 전농동 687|포장할인;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 전농점|미소지움아파트 101호/|||80504
미스터피자|송파점|321016|545441|미스터피자|024098900|서울특별시 송파구 송파대로36길 26|서울특별시 송파구 석촌동 184-1|포장할인;주차가능;배달||||||미스터피자 송파점|약도 보고 안내하지 마세요;1층 미스터피자 송파점|||80504
미스터피자|명일점|324571|550146|미스터피자|024810012|서울특별시 강동구 양재대로 1624|서울특별시 강동구 명일동 324-2|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 명일점|2층 명일역 사거리 나이키 매장 옆 건물;2층 미스터피자 명일점|||80504
미스터피자|목동중앙점|299823|548178|미스터피자|0226475400|서울특별시 양천구 등촌로 2|서울특별시 양천구 목동 807-5|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 목동중앙점|가인빌딩 102 목동사거리 피자헛 맞은편;가인빌딩 미스터피자 목동중앙점|||80504
미스터피자|목동점|300350|547316|미스터피자|0226523634|서울특별시 양천구 목동동로 189|서울특별시 양천구 신정동 318-10|포장할인;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 목동점|오목교역 8번 출구 삼성쉐르빌1차 건물 위치;삼성쉐르빌아파트 미스터피자 목동점|||80504
미스터피자|이촌점|309491|546887|미스터피자|02-794-0900|서울특별시 용산구 이촌로 248|서울특별시 용산구 이촌동 300-26|포장할인;샐러드바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 이촌점|신용산초등학교 맞은편 // 25개 좌석 준비 되어있어요 식사 가능하오니 고객께 안내해주세요~;한강맨션 21동 101-2호 미스터피자 이촌점;한강맨션 21-101|||80504
미스터피자|마포점|306688|549427|미스터피자|02-3272-5373|서울시 마포구 토정로 31길 23|서울특별시 마포구 용강동 502|포장할인;배달||||||미스터피자 마포점|이전함 (18.01.27)→삼성리버웰상가;삼성리버웰 121동 (상가) 109호|||80504
미스터피자|명지대점|305328|553752|미스터피자|023043201|서울특별시 서대문구 거북골로 10|서울특별시 서대문구 홍은동 401-40|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 명지대점|1층// 명지대 정문에서 명지대 삼거리 방향으로 20M (1층);송정빌딩,1층 미스터피자 명지대점|||80504
미스터피자|아차산점|319731|550504|미스터피자|024441965|서울특별시 광진구 천호대로 647|서울특별시 광진구 중곡동 115-4|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 아차산점|2층/어린이대공원 후문;2층 미스터피자 아차산점|||80504
미스터피자|금호점|314137|550035|미스터피자|0222944234|서울 성동구 금호로 58|서울특별시 성동구 금호동1가 1803|포장할인;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 금호점|현 위치 : 금호사거리 농협 인근;1층 미스터피자|||80504
미스터피자|문정점|322725|543519|미스터피자|024303993|서울특별시 송파구 동남로 117|서울특별시 송파구 가락동 107-17|포장할인;샐러드바;요거트바;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 문정점|문정역근처, 로데오거리 중앙컨버스매장 2층 (예전위치-1층 개농역부근);미스터피자 문정점|||80504
미스터피자|당산점|301977|547036|미스터피자|02-2678-8883|서울특별시 영등포구 선유로 71|서울특별시 영등포구 문래동6가 8|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 당산점|임광그대가 아파트 상가 1층 110호 /내점식사가능(테이블18개);문래임광그대가 1층 미스터피자 당산점|||80504
미스터피자|개봉오류점|299010|544500|미스터피자|02-2060-8494|서울특별시 구로구 경인로 320|서울특별시 구로구 개봉본동 161-18|포장할인;샐러드바;요거트바;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 개봉오류점|2층 개봉역2번출구 개봉사거리방향 컨벤션웨딩홀옆건물;미스터피자 개봉오류점|||80504
미스터피자|구로디지털단지역점|303052|542955|미스터피자|028662218|서울특별시 구로구 시흥대로 565|서울특별시 구로구 구로동 1125-4|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 21:30;주말 11:00 21:30|||||미스터피자 구로디지털단지역점|구로디지탈역1번출구 오른쪽방향(시흥방향)으로 50미터 페이스샾2층/;2층 미스터피자 구로공단역점|||80504
미스터피자|구로점|302016|544356|미스터피자|028681122|서울특별시 구로구 가마산로 265|서울특별시 구로구 구로5동 103-11|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 구로점|구로구청사거리에서 대림역방향으로 올라가는길 국민은행 옆건물  한솔루이젠트 2층;한솔로이젠트 2층 미스터피자 구로점|||80504
미스터피자|둔촌점|323812|547674|미스터피자|02-3784-0005|서울특별시 강동구 양재대로 1365|서울특별시 강동구 성내동 416-6|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 둔촌점|202, 203호 심포니 타워 2층/둔촌역 4번 출구/건물뒷편에주차장있음;심포니타워 2F 미스터피자 둔촌점|||80504
미스터피자|구의점|320190|549112|미스터피자|02-444-0046|서울특별시 광진구 아차산로 477|서울특별시 광진구 구의동 200-15|포장할인;샐러드바;요거트바;주차가능;배달|주중 11:00 22:00;주말 11:00 22:00|||||미스터피자 구의점|2층;2층 미스터피자 구의점|||80504
