##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@삼성화재
삼성화재|수성지역단|||삼성화재|053-607-7205|대구 수성구 동대구로 401||||||||삼성화재 수성지역단|6층 삼성화재빌딩 (범어동,삼성화재사옥)|||40701
삼성화재|수성지점|||삼성화재|053-607-7262|대구 수성구 동대구로 401||||||||삼성화재 수성지점|6층 삼성화재빌딩 (범어동,삼성화재사옥)|||40701
삼성화재|수완지점|||삼성화재|062-612-5060|광주 서구 시청로 30||||||||삼성화재 수완지점|16층 삼성화재 수완지점 (치평동)|||40701
삼성화재|수원광교지점|||삼성화재|031-230-1305|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원광교지점|8층 수원광교지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원삼성육성지점|||삼성화재|031-220-6830|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원삼성육성지점|7층 수원삼성육성지점 (인계동,삼성화재빌딩)|||40701
삼성화재|수원삼성지역단|||삼성화재|031-230-1404|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원삼성지역단|7층 수원삼성지역단 (인계동,삼성화재빌딩)|||40701
삼성화재|수원삼성지점|||삼성화재|031-230-1071|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원삼성지점|3층 수원삼성지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원시청지점|||삼성화재|031-230-1325|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원시청지점|6층 수원시청지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원영통지점|||삼성화재|031-230-1160|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원영통지점|6층 수원영통지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원육성지점|||삼성화재|031-220-6850|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원육성지점|12층 수원육성지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원장안지점|||삼성화재|031-220-6781|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원장안지점|8층 수원장안지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원중앙지점|||삼성화재|031-230-1178|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원중앙지점|14층 수원중앙지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원지역단|||삼성화재|031-230-1103|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원지역단|12층 수원지역단 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원지점|||삼성화재|031-220-6713|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원지점|11층 수원지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수원팔달지점|||삼성화재|031-230-1306|경기 수원시 팔달구 권광로 205||||||||삼성화재 수원팔달지점|3층 수원팔달지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|수유아너스지점|||삼성화재|02-2126-1682|서울 강북구 도봉로 314||||||||삼성화재 수유아너스지점|11층 수유아너스지점 (번동)|||40701
삼성화재|수지지점|||삼성화재|031-263-8115|경기 용인시 수지구 풍덕천로 118||||||||삼성화재 수지지점|4층 초석빌딩 (풍덕천동)|||40701
삼성화재|수택지점|||삼성화재|031-554-7140|경기 구리시 경춘로 253||||||||삼성화재 수택지점|8층 다우스퀘어빌딩 (인창동)|||40701
삼성화재|순천육성지점|||삼성화재|061-720-7730|전남 순천시 순광로 8||||||||삼성화재 순천육성지점|2층 (조례동,삼성화재빌딩)|||40701
삼성화재|순천지점|||삼성화재|061-720-7751|전남 순천시 순광로 8||||||||삼성화재 순천지점|3층 순천지점 (조례동,삼성화재빌딩)|||40701
삼성화재|스타지점|||삼성화재|02-478-2041|서울 강동구 천호대로 1077||||||||삼성화재 스타지점|5층 스타지점 (천호동,이스트센트럴타워)|||40701
삼성화재|시화지점|||삼성화재|031-432-2181|경기 시흥시 정왕대로 220||||||||삼성화재 시화지점|우리빌딩 (정왕동)|||40701
삼성화재|시흥신천지점|||삼성화재|031-404-6845|경기 시흥시 복지로 3||||||||삼성화재 시흥신천지점|9층 삼성화재 시흥신천지점 (신천동,유암빌딩)|||40701
삼성화재|시흥지점|||삼성화재|031-314-5304|경기 시흥시 비둘기공원7길 53||||||||삼성화재 시흥지점|4층 (대야동,동호프라자)|||40701
삼성화재|신계양지점|||삼성화재|032-553-7121|인천 부평구 장제로 138||||||||삼성화재 신계양지점|2층 (부평동)|||40701
삼성화재|신광양지점|||삼성화재|061-792-9978|전남 광양시 중마로 535||||||||삼성화재 신광양지점|2층 신광양지점 (마동,마동빌딩)|||40701
삼성화재|신구미지점|||삼성화재|054-476-9230|경북 구미시 산호대로31길 3||||||||삼성화재 신구미지점|5층 학서빌딩 (옥계동)|||40701
삼성화재|신남양주지점|||삼성화재|031-593-9118|경기 남양주시 늘을1로16번길 25||||||||삼성화재 신남양주지점|9층 신남양주지점 (호평동,성보빌딩)|||40701
삼성화재|신논산지점|||삼성화재|041-736-8114|충남 논산시 중앙로 395||||||||삼성화재 신논산지점|3층 (취암동,해송빌딩)|||40701
삼성화재|신도림CS지점|||삼성화재|02-2096-8051|서울 영등포구 문래로28길 25||||||||삼성화재 신도림CS지점|6층 신도림CS지점 (문래동3가,영씨티N타워)|||40701
삼성화재|신도림지점|||삼성화재|02-837-0420|서울 영등포구 문래로28길 25||||||||삼성화재 신도림지점|4층 삼성화재 신도림지점 (문래동3가,영씨티빌딩N타워)|||40701
삼성화재|신동탄지점|||삼성화재|031-371-0821|경기 화성시 동탄지성로 11||||||||삼성화재 신동탄지점|동탄SR골드프라자 4층 삼성화재 신동탄지점 (반송동)|||40701
삼성화재|신동해지점|||삼성화재|033-533-5335|강원 동해시 천곡로 100-1||||||||삼성화재 신동해지점|2층 동명빌딩 삼성화재 동해중앙지점 (천곡동)|||40701
삼성화재|신부평지점|||삼성화재|032-528-0831|인천 부평구 부평대로 75||||||||삼성화재 신부평지점|12층 삼성화재 신부평지점 (부평동,한화생명빌딩)|||40701
삼성화재|신사지점|||삼성화재|02-3468-9224|서울 강남구 테헤란로 114||||||||삼성화재 신사지점|17층 역삼빌딩 (역삼동)|||40701
삼성화재|신서산지점|||삼성화재|041-662-2108|충남 서산시 읍내3로 28||||||||삼성화재 신서산지점|2층 서림빌딩 (읍내동)|||40701
삼성화재|신설지점|||삼성화재|02-940-6400|서울 동대문구 왕산로 168||||||||삼성화재 신설지점|11층 신설지점 (용두동,삼성화재빌딩)|||40701
삼성화재|신송탄지점|||삼성화재|031-667-1034|경기 평택시 관광특구로 33||||||||삼성화재 신송탄지점|4층 신송탄지점 (서정동,대신증권빌딩)|||40701
삼성화재|신여주지점|||삼성화재|031-883-8152||경기 여주시 세종로 145-7|||||||삼성화재 신여주지점|3층 (홍문동,영인프라자)|||40701
삼성화재|신여천지점|||삼성화재|061-650-3680|전남 여수시 시청동1길 5||||||||삼성화재 신여천지점|5층 삼성화재 신여천지점 (학동)|||40701
삼성화재|신연수지점|||삼성화재|043-852-8034|충북 충주시 국원대로 113||||||||삼성화재 신연수지점|2층 삼성화재 신연수지점 (교현동,BYC빌딩)|||40701
삼성화재|신울산지점|||삼성화재|052-281-7401|울산 중구 번영로 470||||||||삼성화재 신울산지점|중울산새마을금고 3층 삼성화재 신울산지점 (반구동)|||40701
삼성화재|신은평지점|||삼성화재|02-317-5110|서울 마포구 성암로 179||||||||삼성화재 신은평지점|11층 삼성화재 신은평지점 (상암동,한샘빌딩)|||40701
삼성화재|신전주지점|||삼성화재|063-270-5521|전북 전주시 덕진구 기린대로 409||||||||삼성화재 신전주지점|2층 (금암동,삼성화재)|||40701
삼성화재|신정읍지점|||삼성화재|063-532-7134|전북 정읍시 중앙1길 30||||||||삼성화재 신정읍지점|4층 신정읍지점 (수성동,행복빌딩)|||40701
삼성화재|신제주지점|||삼성화재|064-741-7180|제주 제주시 은남길 8||||||||삼성화재 신제주지점|9층 신제주지점 (연동,삼성화재빌딩)|||40701
삼성화재|신제천지점|||삼성화재|043-648-7114|충북 제천시 장평천로 5||||||||삼성화재 신제천지점|2층 삼성화재 신제천지점 (강제동,여경빌딩)|||40701
삼성화재|신중동지점|||삼성화재|032-323-9116|경기 부천시 원미구 신흥로 179||||||||삼성화재 신중동지점|11층 한화생명빌딩 삼성화재 신중동지점 (중동)|||40701
삼성화재|신천지점|||삼성화재|02-425-2060|서울 송파구 송파대로 562||||||||삼성화재 신천지점|6층 신천지점 (신천동,한빛프라자)|||40701
삼성화재|신항지점|||삼성화재|054-284-1555|경북 포항시 북구 중흥로 205||||||||삼성화재 신항지점|6층 (죽도동,삼성빌딩)|||40701
삼성화재|신화비전지점|||삼성화재|031-230-1358|경기 수원시 팔달구 권광로 205||||||||삼성화재 신화비전지점|14층 신화비전지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|신화지점|||삼성화재|02-330-3540|서울 영등포구 양평로 76||||||||삼성화재 신화지점|7층 신화지점 (양평동4가,삼성화재영등포사옥)|||40701
삼성화재|아산지점|||삼성화재|041-549-7114|충남 아산시 아산로 79||||||||삼성화재 아산지점|8층 삼성화재 아산지점 (실옥동,유신빌딩)|||40701
삼성화재|안동영양지점|||삼성화재|054-858-5114|경북 안동시 광명로 166||||||||삼성화재 안동영양지점|5층 (옥동,한양빌딩)|||40701
삼성화재|안동예천지점|||삼성화재|054-855-1175|경북 안동시 광명로 166||||||||삼성화재 안동예천지점|5층 삼성화재 안동예천지점 (옥동,한양빌딩)|||40701
삼성화재|안산브라보지점|||삼성화재|031-484-0413|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산브라보지점|6층 (고잔동,삼성화재빌딩)|||40701
삼성화재|안산삼성지점|||삼성화재|031-487-6865|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산삼성지점|5층 안산삼성지점 (고잔동,삼성화재빌딩)|||40701
삼성화재|안산에이스지점|||삼성화재|031-480-1830|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산에이스지점|5층 삼성화재 안산에이스지점 (고잔동,안산빌딩)|||40701
삼성화재|안산육성지점|||삼성화재|031-410-5479|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산육성지점|3층 육성지점 (고잔동,삼성화재빌딩)|||40701
삼성화재|안산중앙지점|||삼성화재|031-414-2581|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산중앙지점|5층 안산중앙지점 (고잔동,삼성화재빌딩)|||40701
삼성화재|안산지점|||삼성화재|031-410-0843|경기 안산시 단원구 광덕대로 259||||||||삼성화재 안산지점|6층 안산지점 (고잔동,삼성화재빌딩)|||40701
삼성화재|안성지점|||삼성화재|031-675-8230|경기 안성시 중앙로411번길 8||||||||삼성화재 안성지점|2층 성민빌딩 안성지점 (영동)|||40701
삼성화재|안양비산지점|||삼성화재|031-990-7580|경기 안양시 동안구 시민대로 180||||||||삼성화재 안양비산지점|G.SQURE 28층 삼성화재 안양비산지점 (호계동)|||40701
삼성화재|안양성공지점|||삼성화재|031-990-7802|경기 안양시 동안구 시민대로 180||||||||삼성화재 안양성공지점|G.SQURE,롯데백화점 27층 안양성공지점 (호계동)|||40701
삼성화재|안양육성지점|||삼성화재|031-990-7621|경기 안양시 동안구 시민대로 180||||||||삼성화재 안양육성지점|25층 안양육성지점 (호계동)|||40701
삼성화재|안양지점|||삼성화재|031-990-7501|경기 안양시 동안구 시민대로 180||||||||삼성화재 안양지점|G.SQURE,27층 삼성화재 안양지점 (호계동)|||40701
삼성화재|안양평촌지점|||삼성화재|031-990-7520|경기 안양시 동안구 시민대로 180||||||||삼성화재 안양평촌지점|G.SQURE,26층 삼성화재 안양평촌지점 (호계동)|||40701
삼성화재|안중지점|||삼성화재|031-682-1558|경기 평택시 안중읍 안현로서6길 7||||||||삼성화재 안중지점|3층 안중지점 (현화리,대건빌딩)|||40701
삼성화재|양덕지점|||삼성화재|054-277-8015|경북 포항시 북구 중흥로 205||||||||삼성화재 양덕지점|7층 삼성생명빌딩 (죽도동,삼성빌딩)|||40701
삼성화재|양산중앙지점|||삼성화재|055-381-4095|경남 양산시 양산역6길 3||||||||삼성화재 양산중앙지점|6층 센트럴스위트빌딩 (중부동)|||40701
삼성화재|양산지점|||삼성화재|055-381-4266|경남 양산시 양산역6길 3||||||||삼성화재 양산지점|6층 센트럴스위트빌딩 (중부동)|||40701
삼성화재|양주지점|||삼성화재|031-861-1224|경기 양주시 옥정로6길 18||||||||삼성화재 양주지점|4층 삼성화재 양주지점 (옥정동,한길플라자)|||40701
삼성화재|양천SF지점|||삼성화재|02-850-6150|서울 영등포구 양평로 76||||||||삼성화재 양천SF지점|3층 삼성화재 양천SF지점 (양평동4가,삼성화재영등포사옥)|||40701
삼성화재|양천육성지점|||삼성화재|02-320-7151|서울 영등포구 양평로 76||||||||삼성화재 양천육성지점|4층 양천육성지점 (양평동4가,삼성화재영등포사옥)|||40701
삼성화재|양천지역단|||삼성화재|02-330-3455|서울 영등포구 양평로 76||||||||삼성화재 양천지역단|10층 양천지역단 (양평동4가,삼성화재영등포사옥)|||40701
삼성화재|양천지점|||삼성화재|02-2654-4807|서울 영등포구 문래로28길 25||||||||삼성화재 양천지점|4층 양천지점 (문래동3가,영시티N타워)|||40701
삼성화재|양평지점|||삼성화재|031-775-6790|경기 양평군 양평읍 남북로 77||||||||삼성화재 양평지점|4층 (공흥리)|||40701
삼성화재|양화지점|||삼성화재|02-320-7230|서울 영등포구 양평로 76||||||||삼성화재 양화지점|5층 양화지점 (양평동4가,삼성화재영등포사옥)|||40701
삼성화재|언양지점|||삼성화재|052-264-8582|울산 울주군 언양읍 동문길 21||||||||삼성화재 언양지점|63웨딩홀 2층 삼성화재 언양지점 (동부리)|||40701
삼성화재|여수육성지점|||삼성화재|061-650-3616|전남 여수시 시청동1길 5||||||||삼성화재 여수육성지점|9층 (학동)|||40701
삼성화재|여수지역단|||삼성화재|061-650-3604|전남 여수시 시청동1길 5||||||||삼성화재 여수지역단|4층 (학동,골드타워)|||40701
삼성화재|여수지점|||삼성화재|061-650-3620|전남 여수시 시청동1길 5||||||||삼성화재 여수지점|8층 (학동,골드타워)|||40701
삼성화재|여수한려지점|||삼성화재|061-650-3660|전남 여수시 시청동1길 5||||||||삼성화재 여수한려지점|6층 (학동,골드타워)|||40701
삼성화재|여주지점|||삼성화재|031-881-6114||경기 여주시 세종로 145-7|||||||삼성화재 여주지점|2층 207호 (홍문동,영인프라자)|||40701
삼성화재|여천지점|||삼성화재|061-650-3690|전남 여수시 시청동1길 5||||||||삼성화재 여천지점|4층 삼성화재 여천지점 (학동,골드타워)|||40701
삼성화재|연산지점|||삼성화재|051-852-5182|부산 연제구 중앙대로 1217||||||||삼성화재 연산지점|13층 (거제동,국제문화센터)|||40701
삼성화재|연수지점|||삼성화재|032-440-7340|인천 남동구 남동대로 773||||||||삼성화재 연수지점|5층 삼성화재 연수지점 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|연희지점|||삼성화재|032-568-9211|인천 서구 중봉대로612번길 10-8||||||||삼성화재 연희지점|7층 삼성화재 연희지점 (연희동,반안프라자)|||40701
삼성화재|영등지점|||삼성화재|063-839-9941|전북 익산시 하나로4길 14||||||||삼성화재 영등지점|6층 (어양동,BYC빌딩)|||40701
삼성화재|영등포육성지점|||삼성화재|02-850-7911|서울 영등포구 문래로28길 25||||||||삼성화재 영등포육성지점|5층 삼성화재 영등포육성지점 (문래동3가,영시티N타워)|||40701
삼성화재|영등포지역단|||삼성화재|02-850-7901|서울 영등포구 문래로28길 25||||||||삼성화재 영등포지역단|영시티빌딩 (N타워) 5층 삼성화재 영등포지역단 (문래동3가)|||40701
삼성화재|영등포지점|||삼성화재|02-850-6280|서울 영등포구 양평로 76||||||||삼성화재 영등포지점|5층 영등포지점 (양평동4가)|||40701
삼성화재|영일지점|||삼성화재|054-734-9790|경북 영덕군 영덕읍 군청길 58||||||||삼성화재 영일지점|2층 (덕곡리,영덕터미널)|||40701
삼성화재|영주지점|||삼성화재|054-632-3445|경북 영주시 대학로 13||||||||삼성화재 영주지점|3층 대성빌딩 영주지점 (휴천동,대호프라자)|||40701
삼성화재|영천지점|||삼성화재|054-332-8429|경북 영천시 천문로 277||||||||삼성화재 영천지점|5층 등영빌딩 삼성화재 영천지점 (금노동)|||40701
삼성화재|예산지점|||삼성화재|041-332-6082|충남 예산군 예산읍 발연로 63||||||||삼성화재 예산지점|3층 삼성화재 예산지점 (발연리,YJ빌딩)|||40701
삼성화재|오광장지점|||삼성화재|054-272-3346|경북 포항시 북구 중흥로 205||||||||삼성화재 오광장지점|7층 삼성화재 오광장지점 (죽도동,삼성빌딩)|||40701
삼성화재|오룡지점|||삼성화재|042-532-3190|대전 서구 한밭대로 797||||||||삼성화재 오룡지점|13층 오룡지점 (둔산동,캐피탈타워)|||40701
삼성화재|오산지점|||삼성화재|031-372-8819|경기 오산시 성호대로 129||||||||삼성화재 오산지점|5층 대신증권빌딩 삼성화재 오산지점 (오산동)|||40701
삼성화재|옥포지점|||삼성화재|055-688-4602|경남 거제시 옥포로 206||||||||삼성화재 옥포지점|4층 해수빌딩 (옥포동)|||40701
삼성화재|온양지점|||삼성화재|041-549-6114|충남 아산시 아산로 79||||||||삼성화재 온양지점|5층 아산유신빌딩 삼성화재 온양지점 (실옥동)|||40701
삼성화재|온의지점|||삼성화재|033-244-9215|강원 춘천시 춘천로17번길 37||||||||삼성화재 온의지점|8층 삼성화재 온의지점 (온의동,옥산가빌딩)|||40701
삼성화재|왕십리지점|||삼성화재|02-2281-7814|서울 성동구 왕십리로 326||||||||삼성화재 왕십리지점|7층 (도선동,코스모타워)|||40701
삼성화재|용두지점|||삼성화재|02-940-6363|서울 동대문구 왕산로 168||||||||삼성화재 용두지점|14층 삼성화재 청량리사옥 용두지점 (용두동)|||40701
삼성화재|용인리더스지점|||삼성화재|031-338-8180|경기 용인시 처인구 백옥대로 1112||||||||삼성화재 용인리더스지점|6층 재성빌딩 용인리더스지점 (김량장동)|||40701
삼성화재|용인육성지점|||삼성화재|031-284-6733|경기 용인시 기흥구 구갈로 64||||||||삼성화재 용인육성지점|2층 소공빌딩 용인육성지점 (구갈동)|||40701
삼성화재|용인지역단|||삼성화재|031-8005-9010|경기 용인시 기흥구 구갈로 64||||||||삼성화재 용인지역단|2층 소공빌딩 (구갈동)|||40701
삼성화재|용인지점|||삼성화재|031-334-0114|경기 용인시 처인구 백옥대로 1112||||||||삼성화재 용인지점|6층 재성빌딩 (김량장동)|||40701
삼성화재|우이지점|||삼성화재|02-2126-1660|서울 강북구 도봉로 314||||||||삼성화재 우이지점|10층 우이지점 (번동,삼성화재빌딩)|||40701
삼성화재|운정지점|||삼성화재|031-948-7940|경기 파주시 경의로 1114||||||||삼성화재 운정지점|10층 삼성화재운정지점 (야당동,에펠타워)|||40701
삼성화재|울산육성지점|||삼성화재|052-259-7180|울산 남구 중앙로 220||||||||삼성화재 울산육성지점|5층 삼성화재빌딩 울산육성지점 (신정동)|||40701
삼성화재|울산중앙육성지점|||삼성화재|052-269-7651|울산 중구 번영로 470||||||||삼성화재 울산중앙육성지점|4층 삼성화재 울산중앙육성지점 (반구동)|||40701
삼성화재|울산중앙지역단|||삼성화재|052-269-7672|울산 중구 번영로 470||||||||삼성화재 울산중앙지역단|6층 삼성화재 울산중앙지역단 (반구동)|||40701
삼성화재|울산중앙지점|||삼성화재|052-281-7692|울산 중구 번영로 470||||||||삼성화재 울산중앙지점|3층 삼성화재 울산중앙지점 (반구동)|||40701
삼성화재|울산지점|||삼성화재|052-276-8088|울산 남구 중앙로 220||||||||삼성화재 울산지점|4층 삼성화재빌딩 (신정동)|||40701
삼성화재|원주광역지점|||삼성화재|033-373-9311|강원 영월군 영월읍 제방안길 24||||||||삼성화재 원주광역지점|(영흥리)|||40701
삼성화재|원주삼성지점|||삼성화재|033-765-9780|강원 원주시 남원로 648||||||||삼성화재 원주삼성지점|6층 원주삼성지점 (개운동)|||40701
삼성화재|원주육성지점|||삼성화재|033-760-9685|강원 원주시 남원로 648||||||||삼성화재 원주육성지점|5층 원주육성지점 (개운동)|||40701
삼성화재|원주중앙지점|||삼성화재|033-761-4082|강원 원주시 남원로 648||||||||삼성화재 원주중앙지점|4층 (개운동,삼성화재빌딩)|||40701
삼성화재|원주지점|||삼성화재|033-763-2975|강원 원주시 남원로 648||||||||삼성화재 원주지점|4층 원주지점 (개운동,삼성화재빌딩)|||40701
삼성화재|원주혁신지점|||삼성화재|033-766-2271|강원 원주시 남원로 648||||||||삼성화재 원주혁신지점|2층 삼성화재빌딩 원주혁신지점 (개운동)|||40701
삼성화재|월드비전지점|||삼성화재|031-230-1061|경기 수원시 팔달구 권광로 205||||||||삼성화재 월드비전지점|15층 월드비전지점 (인계동,삼성화재수원사옥)|||40701
삼성화재|유달지점|||삼성화재|061-240-4800|전남 목포시 후광대로 116||||||||삼성화재 유달지점|4층 유달지점 (옥암동,목원빌딩)|||40701
삼성화재|은평지점|||삼성화재|02-384-2143|서울 은평구 통일로 760||||||||삼성화재 은평지점|3층 은평지점 (불광동,삼성전자디지털센터)|||40701
삼성화재|을지HRC지점|||삼성화재|02-369-9481|서울 중구 수표로 34||||||||삼성화재 을지HRC지점|16층 을지HRC (저동2가,씨티센터타워)|||40701
삼성화재|을지로지점|||삼성화재|02-757-4708|서울 중구 남대문로9길 40||||||||삼성화재 을지로지점|11층 (다동,YG타워)|||40701
삼성화재|음성금왕지점|||삼성화재|043-881-2008|충북 음성군 금왕읍 무극로 213||||||||삼성화재 음성금왕지점|5층 삼성화재 음성금왕지점 (무극리)|||40701
삼성화재|의정부육성지점|||삼성화재|031-837-1149|경기 의정부시 시민로 62||||||||삼성화재 의정부육성지점|8층 삼성화재 의정부 육성지점 (의정부동,삼성생명빌딩)|||40701
삼성화재|의정부지점|||삼성화재|031-829-4600|경기 의정부시 시민로 62||||||||삼성화재 의정부지점|6층 삼성생명빌딩 (의정부동,삼성생명의정부사옥)|||40701
삼성화재|이천지점|||삼성화재|031-633-7114|경기 이천시 영창로 213||||||||삼성화재 이천지점|3층 창전동 (창전동,서영빌딩 삼성화재)|||40701
삼성화재|익산육성지점|||삼성화재|063-839-9831|전북 익산시 하나로4길 14||||||||삼성화재 익산육성지점|4층 삼성화재 익산육성지점 (어양동,BYC빌딩)|||40701
삼성화재|익산지점|||삼성화재|063-839-9971|전북 익산시 하나로4길 14||||||||삼성화재 익산지점|5층 익산지점 (어양동,BYC빌딩)|||40701
삼성화재|인계지점|||삼성화재|031-230-1480|경기 수원시 팔달구 권광로 205||||||||삼성화재 인계지점|11층 삼성화재빌딩 인계지점 (인계동)|||40701
삼성화재|인덕원지점|||삼성화재|031-990-7560|경기 안양시 동안구 시민대로 180||||||||삼성화재 인덕원지점|G.SQURE,롯데백화점 평촌점 26층 인덕원지점 (호계동)|||40701
삼성화재|인창지점|||삼성화재|031-551-6062|경기 구리시 경춘로 253||||||||삼성화재 인창지점|8층 다우스퀘어빌딩 (인창동)|||40701
삼성화재|인천공항데스크|||삼성화재|032-743-4111|인천 중구 공항로 272||||||||삼성화재 인천공항데스크|3층 삼성화재 (운서동,인천국제공항여객터미널)|||40701
삼성화재|인천관교지점|||삼성화재|032-440-7201|인천 남동구 남동대로 773||||||||삼성화재 인천관교지점|7층 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|인천구월지점|||삼성화재|032-440-7065|인천 남동구 남동대로 773||||||||삼성화재 인천구월지점|6층 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|인천남동지점|||삼성화재|032-440-7121|인천 남동구 남동대로 773||||||||삼성화재 인천남동지점|7층 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|인천에이스지점|||삼성화재|032-440-7071|인천 남동구 남동대로 773||||||||삼성화재 인천에이스지점|5층 인천에이스 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|인천육성지점|||삼성화재|032-440-7444|인천 남동구 남동대로 773||||||||삼성화재 인천육성지점|6층 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|인천지점|||삼성화재|032-440-7520|인천 남동구 남동대로 773||||||||삼성화재 인천지점|5층 (구월동,가천대길병원인공지능암병원)|||40701
삼성화재|일산SF지점|||삼성화재|031-932-9151|경기 고양시 일산동구 중앙로 1228||||||||삼성화재 일산SF지점|KT고양지사 기계동 6층 삼성화재 일산.SF지점 (마두동)|||40701
삼성화재|일산육성지점|||삼성화재|031-961-4421|경기 고양시 일산동구 중앙로 1161||||||||삼성화재 일산육성지점|11층 삼성화재빌딩 육성지점 (장항동)|||40701
삼성화재|일산지점|||삼성화재|031-906-8101|경기 고양시 일산동구 중앙로 1161||||||||삼성화재 일산지점|8층 삼성화재빌딩 (장항동)|||40701
삼성화재|자동차TM1지점|||삼성화재|-1600-5008|서울 구로구 경인로 661||||||||삼성화재 자동차TM1지점|8층 (신도림동,핀포인트타워)|||40701
삼성화재|자동차TM2지점|||삼성화재|--|||||||||삼성화재 자동차TM2지점||||40701
삼성화재|자동차TM3지점|||삼성화재|--|서울 구로구 경인로 661||||||||삼성화재 자동차TM3지점|8층 삼성화재 자동차TM3지점 (신도림동,핀포인트타워)|||40701
삼성화재|잠실지점|||삼성화재|02-2104-2776|서울 송파구 송파대로 562||||||||삼성화재 잠실지점|7층 잠실지점 (신천동,한빛프라자)|||40701
삼성화재|잠원지점|||삼성화재|02-3489-1625|서울 서초구 방배천로 91||||||||삼성화재 잠원지점|16층 잠원지점 (방배동,구산타워)|||40701
삼성화재|장성지점|||삼성화재|054-282-9747|경북 포항시 북구 중흥로 171||||||||삼성화재 장성지점|신관 3층 삼성화재 장성지점 (죽도동,미르빌딩)|||40701
삼성화재|장유지점|||삼성화재|055-326-8372|경남 김해시 율하3로 37||||||||삼성화재 장유지점|5층 삼성화재 장유지점 (율하동)|||40701
삼성화재|전곡지점|||삼성화재|031-835-8115|경기 연천군 전곡읍 평화로 626||||||||삼성화재 전곡지점|2층 동광빌딩|||40701
삼성화재|전북GA프론티어|||삼성화재|063-276-6793|전북 전주시 완산구 홍산중앙로 22||||||||삼성화재 전북GA프론티어|4층 삼성화재 전북GA프론티어 (효자동3가,송하빌딩)|||40701
삼성화재|전북GA프론티어/1지점|||삼성화재|063-276-6790|전북 전주시 덕진구 기린대로 405||||||||삼성화재 전북GA프론티어/1지점|3층 대한생명빌딩 (금암동,한화생명빌딩)|||40701
삼성화재|전북GA프론티어/2지점|||삼성화재|063-270-6797|전북 전주시 완산구 홍산중앙로 22||||||||삼성화재 전북GA프론티어/2지점|4층 전북GA프론티어 (효자동3가,송하빌딩)|||40701
삼성화재|전북GA프론티어/3지점|||삼성화재|--|||||||||삼성화재 전북GA프론티어/3지점||||40701
삼성화재|전북GA프론티어/4지점|||삼성화재|063-276-6796|전북 전주시 완산구 홍산중앙로 22||||||||삼성화재 전북GA프론티어/4지점|4층 전북GA프론티어 (효자동3가,송하빌딩)|||40701
삼성화재|전북GA프론티어/5지점|||삼성화재|063-276-6759|전북 전주시 완산구 홍산중앙로 22||||||||삼성화재 전북GA프론티어/5지점|4층 전북GA프론티어 (효자동3가,송하빌딩)|||40701
삼성화재|전주육성지점|||삼성화재|063-270-5508|전북 전주시 덕진구 기린대로 409||||||||삼성화재 전주육성지점|14층 (금암동,전주빌딩)|||40701
삼성화재|전주중앙지점|||삼성화재|063-270-5461|전북 전주시 덕진구 기린대로 409||||||||삼성화재 전주중앙지점|8층 (금암동,삼성화재)|||40701
삼성화재|전주혁신지점|||삼성화재|063-270-5600|전북 전주시 덕진구 기린대로 409||||||||삼성화재 전주혁신지점|12층 (금암동,삼성화재)|||40701
