##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@드롭탑
카페드롭탑|대구앞산점|||드롭탑|053-625-9700||대구 남구 대명동 515-6|운영중;주차가능;무선인터넷가능;싱글오리진 판매매장||||||카페드롭탑 대구앞산점||||80719
카페드롭탑|조선대후문점|||드롭탑|062-226-2020||광주 동구 지산동 520-5|운영중;무선인터넷가능;흡연시설 보유;대학가||||||카페드롭탑 조선대후문점||||80719
카페드롭탑|인천삼산점|||드롭탑|032-507-7477||인천 부평구 삼산동 463-2|운영중;주차가능;무선인터넷가능;지하철근접;싱글오리진 판매매장||||||카페드롭탑 인천삼산점||||80719
카페드롭탑|광주금호점|||드롭탑|062-371-7776||광주 서구 금호동 250-10|운영중;주차가능;무선인터넷가능;흡연시설 보유||||||카페드롭탑 광주금호점||||80719
카페드롭탑|광주양산점|||드롭탑|062-572-6900||광주 북구 양산동 236|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주양산점||||80719
카페드롭탑|대구가톨릭병원점|||드롭탑|053-623-1232||대구 남구 대명동 3048-24|운영중;무선인터넷가능;싱글오리진 판매매장;대학가||||||카페드롭탑 대구가톨릭병원점||||80719
카페드롭탑|광주하남2지구점|||드롭탑|062-951-9789||광주 광산구 하남동 785|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주하남2지구점||||80719
카페드롭탑|광주시청점|||드롭탑|062-384-2012||광주 서구 치평동 1203|운영중;주차가능;비즈니스룸 보유;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주시청점|1층|||80719
카페드롭탑|천안성정점|||드롭탑|041-557-6008||충남 천안시 서북구 성정2동 1453|운영중;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 천안성정점|스위스캐슬 B/D 1층|||80719
카페드롭탑|대전을지병원점|||드롭탑|042-488-7077||대전 서구 둔산동 1336|운영중;주차가능;무선인터넷가능;지하철근접;싱글오리진 판매매장||||||카페드롭탑 대전을지병원점||||80719
카페드롭탑|대전오류점|||드롭탑|042-537-8879||대전 중구 오류동 171-8|운영중;무선인터넷가능;싱글오리진 판매매장||||||카페드롭탑 대전오류점||||80719
카페드롭탑|전주신시가지점|||드롭탑|070-8808-2131||전북 전주시 완산구 효자동3가 1693-5|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 전주신시가지점|103호|||80719
카페드롭탑|강남아이파크점|||드롭탑|02-533-7801||서울 서초구 서초동 1309-2|운영중;무선인터넷가능;흡연시설 보유;지하철근접;싱글오리진 판매매장||||||카페드롭탑 강남아이파크점||||80719
카페드롭탑|광주화정동점|||드롭탑|062-366-1515||광주 서구 화정동 23-37|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주화정동점||||80719
카페드롭탑|송파가락점|||드롭탑|02-3012-0702||서울 송파구 가락동 94-5|운영중;주차가능;무선인터넷가능;흡연시설 보유;지하철근접;싱글오리진 판매매장||||||카페드롭탑 송파가락점|보우빌딩 1층|||80719
카페드롭탑|대전대흥동점|||드롭탑|042-222-1767||대전 중구 대흥동 197|운영중;무선인터넷가능;지하철근접;싱글오리진 판매매장||||||카페드롭탑 대전대흥동점|1,2층|||80719
카페드롭탑|원주법원점|||드롭탑|033-746-5588||강원 원주시 무실동 1857-6|운영중;주차가능;무선인터넷가능;싱글오리진 판매매장||||||카페드롭탑 원주법원점|정한타워 1층|||80719
카페드롭탑|전남나주점|||드롭탑|061-334-7456||전남 나주시 대호동 1026-4|운영중;무선인터넷가능;싱글오리진 판매매장;대학가||||||카페드롭탑 전남나주점||||80719
카페드롭탑|정남진장흥점|||드롭탑|061-862-8100||전남 장흥군 장흥읍 예양리 121-24|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 정남진장흥점||||80719
카페드롭탑|대구동서변점|||드롭탑|053-952-1008||대구 북구 서변동 1783-3|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 대구동서변점||||80719
카페드롭탑|광주염주점|||드롭탑|062-383-2837||광주 서구 화정동 807-6|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주염주점||||80719
카페드롭탑|청주용암점|||드롭탑|043-294-6600||충북 청주시 상당구 용암동 1665|운영중;주차가능;무선인터넷가능;싱글오리진 판매매장||||||카페드롭탑 청주용암점||||80719
카페드롭탑|부산당리점|||드롭탑|051-202-3370||부산 사하구 당리동 70-2|운영중;주차가능;무선인터넷가능;지하철근접||||||카페드롭탑 부산당리점||||80719
카페드롭탑|부천중동점|||드롭탑|032-327-2131||경기 부천시 원미구 중동 1131-2|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 부천중동점||||80719
카페드롭탑|구미원평점|||드롭탑|054-453-3644||경북 구미시 원평동 377-1|운영중;비즈니스룸 보유;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 구미원평점||||80719
카페드롭탑|여수무선점|||드롭탑|061-682-8700||전남 여수시 선원동 1278-11|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 여수무선점||||80719
카페드롭탑|거제고현점|||드롭탑|055-636-0607||경남 거제시 고현동 961-151|운영중;주차가능;비즈니스룸 보유;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 거제고현점||||80719
카페드롭탑|공주법원점|||드롭탑|041-854-7221||충남 공주시 금흥동 611-5|운영중;싱글오리진 판매매장||||||카페드롭탑 공주법원점|1층|||80719
카페드롭탑|부평로데오점|||드롭탑|032-362-1131||인천 부평구 부평동 153-42|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 부평로데오점|1층|||80719
카페드롭탑|목포하당점|||드롭탑|061-283-7505||전남 목포시 상동 1003|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 목포하당점||||80719
카페드롭탑|김해장유점|||드롭탑|055-336-2222||경남 김해시 장유면 대청리 71-7|운영중;무선인터넷가능;싱글오리진 판매매장||||||카페드롭탑 김해장유점||||80719
카페드롭탑|영광법성포점|||드롭탑|061-356-8085||전남 영광군 법성면 법성리 1222-10|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 영광법성포점||||80719
카페드롭탑|전남순천역점|||드롭탑|061-744-2181||전남 순천시 조곡동 160-1|운영중;무선인터넷가능;흡연시설 보유||||||카페드롭탑 전남순천역점||||80719
카페드롭탑|울산테라스파크점|||드롭탑|052-209-0822||울산 동구 일산동 945|운영중;주차가능;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장;대학가||||||카페드롭탑 울산테라스파크점|테라스파크|||80719
카페드롭탑|부산부전동점|||드롭탑|051-819-5779||부산 부산진구 부전동 266-22|운영중;주차가능;무선인터넷가능;흡연시설 보유;지하철근접||||||카페드롭탑 부산부전동점||||80719
카페드롭탑|전남화순점|||드롭탑|061-371-7757||전남 화순군 화순읍 만연리 241-7|운영중;무선인터넷가능;흡연시설 보유||||||카페드롭탑 전남화순점||||80719
카페드롭탑|고창/고인돌/휴게소/상행점|||드롭탑|063-561-6323||전북 고창군 고창읍 신월리 263-18|운영중;주차가능;흡연시설 보유||||||카페드롭탑 고창/고인돌/휴게소/상행점||||80719
카페드롭탑|고창/고인돌/휴게소/하행점|||드롭탑|063-561-6313||전북 고창군 신림면 벽송리 557-10|운영중;주차가능;무선인터넷가능;흡연시설 보유||||||카페드롭탑 고창/고인돌/휴게소/하행점||||80719
카페드롭탑|대전관저점|||드롭탑|042-545-1380||대전 서구 관저동 1105|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 대전관저점|1층|||80719
카페드롭탑|광주신창점|||드롭탑|062-956-9008||광주 광산구 신창동 1129-4|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장;대학가||||||카페드롭탑 광주신창점||||80719
카페드롭탑|남포점|||드롭탑|051-231-2077||부산 중구 창선동2가 45-7|운영중;무선인터넷가능;흡연시설 보유;지하철근접;싱글오리진 판매매장||||||카페드롭탑 남포점|2층|||80719
카페드롭탑|여수여서점|||드롭탑|061-654-8383||전남 여수시 여서동 228-1|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 여수여서점||||80719
카페드롭탑|구미인동점|||드롭탑|054-474-8322||경북 구미시 구평동 551-2|운영중;주차가능;무선인터넷가능;흡연시설 보유||||||카페드롭탑 구미인동점||||80719
카페드롭탑|김포풍무점|||드롭탑|031-989-8756||경기 김포시 풍무동 532-3|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 김포풍무점|프라임빌프라자|||80719
카페드롭탑|덕천우창웰스점|||드롭탑|051-334-3900||부산 북구 덕천동 370|운영중;주차가능;무선인터넷가능;지하철근접;싱글오리진 판매매장||||||카페드롭탑 덕천우창웰스점||||80719
카페드롭탑|광주/첨단점|||드롭탑|062-974-1565||광주 광산구 쌍암동 694-47|운영중;주차가능;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장;극장||||||카페드롭탑 광주/첨단점||||80719
카페드롭탑|대전반석점|||드롭탑|042-822-1380||대전 유성구 반석동 654-6|운영중;주차가능;무선인터넷가능;흡연시설 보유;지하철근접;싱글오리진 판매매장||||||카페드롭탑 대전반석점||||80719
카페드롭탑|경주노동점|||드롭탑|054-749-9095||경북 경주시 황오동 225-21|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 경주노동점||||80719
카페드롭탑|광주상무점|||드롭탑|062-381-7877||광주 서구 치평동 1217-7|운영중;주차가능;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주상무점||||80719
카페드롭탑|구미역점|||드롭탑|054-458-1200||경북 구미시 원평동 2동 1008-1|운영중;무선인터넷가능;지하철 역내||||||카페드롭탑 구미역점|3층|||80719
카페드롭탑|일산웨돔점|||드롭탑|031-903-8288||경기 고양시 일산동구 장항동 864|운영중;주차가능;무선인터넷가능;흡연시설 보유||||||카페드롭탑 일산웨돔점|메트로골드빌딩 101|||80719
카페드롭탑|홍대점|||드롭탑|02-338-7879||서울 마포구 서교동 403-17|운영중;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장;대학가||||||카페드롭탑 홍대점|동지빌딩|||80719
카페드롭탑|광주수완점|||드롭탑|062-955-8664||광주 광산구 장덕동 1662|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 광주수완점||||80719
카페드롭탑|풍암호수점|||드롭탑|062-655-6556||광주 서구 풍암동 1018-2|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 풍암호수점||||80719
카페드롭탑|부천역점|||드롭탑|032-665-8255||경기 부천시 원미구 심곡동 383-7|운영중;주차가능;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 부천역점||||80719
카페드롭탑|구미점|||드롭탑|054-455-1300||경북 구미시 남통동 192|운영중;주차가능;무선인터넷가능;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 구미점|1층|||80719
카페드롭탑|서여의도점|||드롭탑|02-3775-3230||서울 영등포구 여의도동 14-2|운영중;주차가능;무선인터넷가능;24시간 오픈;흡연시설 보유||||||카페드롭탑 서여의도점||||80719
카페드롭탑|인천계양점|||드롭탑|032-545-1701||인천 계양구 계산동 1080-8|운영중;무선인터넷가능;24시간 오픈;흡연시설 보유;싱글오리진 판매매장||||||카페드롭탑 인천계양점|성림 프라자 1층 3호|||80719
