##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@하이마트
롯데하이마트|부평롯데마트점|126.704124|37.505001|하이마트|0325083700||인천 부평구 산곡2동 159-52||10:00~22:00|||||롯데하이마트 부평롯데마트점||||90501
롯데하이마트|부평역롯데마트점|126.7243|37.489759|하이마트|0325026699||인천 부평구 부평동 738-21||10:00~22:00|||||롯데하이마트 부평역롯데마트점|부평민자역사|||90501
롯데하이마트|부평점|126.722843|37.498979|하이마트|032-330-1230||인천 부평구 부평동 442-24||10:30~20:30|||||롯데하이마트 부평점||||90501
롯데하이마트|북변점|126.706159|37.632122|하이마트|0319856445||경기 김포시 걸포동 1563-3||10:30~20:30|||||롯데하이마트 북변점||||90501
롯데하이마트|북수원점|127.001849|37.3066|하이마트|031-269-3555||경기 수원시 장안구 송죽동 183||10:30~20:30|||||롯데하이마트 북수원점||||90501
롯데하이마트|분당서현점|127.135787|37.380244|하이마트|0317053511||경기 성남시 분당구 서현동 97-2||10:30~20:30|||||롯데하이마트 분당서현점||||90501
롯데하이마트|분평점|127.490849|36.605864|하이마트|0432960070||충북 청주시 서원구 분평동 87||10:30~20:30|||||롯데하이마트 분평점|하이마트|||90501
롯데하이마트|불광점|126.927598|37.613544|하이마트|02-355-7100||서울 은평구 불광동 255-4||10:30~20:30|||||롯데하이마트 불광점||||90501
롯데하이마트|비산사거리점|126.935561|37.397364|하이마트|031-445-8500||경기 안양시 동안구 비산동 566||10:30~20:30|||||롯데하이마트 비산사거리점||||90501
롯데하이마트|비산점|126.953138|37.402783|하이마트|031-383-5400||경기 안양시 동안구 비산동 1052-5||10:30~20:30|||||롯데하이마트 비산점||||90501
롯데하이마트|사당점|126.98156|37.48348|하이마트|025821491||서울 동작구 사당1동 1007-46||10:30~20:30|||||롯데하이마트 사당점||||90501
롯데하이마트|사상롯데마트점|128.96847|35.127683|하이마트|0513265200||부산 사상구 엄궁동 690||10:00~22:00|||||롯데하이마트 사상롯데마트점||||90501
롯데하이마트|사상점|128.979586|35.163415|하이마트|0513056050||부산 사상구 괘법동 532-8||10:30~20:30|||||롯데하이마트 사상점||||90501
롯데하이마트|사창점|127.460836|36.634743|하이마트|043-277-4747||충북 청주시 흥덕구 사창동 257-4||10:30~20:30|||||롯데하이마트 사창점||||90501
롯데하이마트|사천점|128.083664|35.080611|하이마트|055-853-2400||경남 사천시 사천읍 수석리 323-2||10:30~20:30|||||롯데하이마트 사천점||||90501
롯데하이마트|사하롯데마트점|128.971406|35.084825|하이마트|0512667400||부산 사하구 장림1동 1033-2||10:00~22:00|||||롯데하이마트 사하롯데마트점||||90501
롯데하이마트|산곡점|126.703263|37.509002|하이마트|032-515-7799||인천 부평구 산곡동 93-3||10:30~20:30|||||롯데하이마트 산곡점||||90501
롯데하이마트|산남점|127.469811|36.615713|하이마트|0432920014||충북 청주시 서원구 산남동 334-25||10:30~20:30|||||롯데하이마트 산남점||||90501
롯데하이마트|산본점|126.937206|37.372816|하이마트|031-392-9500||경기 군포시 산본동 71-7||10:30~20:30|||||롯데하이마트 산본점||||90501
롯데하이마트|산수점|126.930339|35.160082|하이마트|062-522-3663||광주 동구 산수동 543-11||10:30~20:30|||||롯데하이마트 산수점||||90501
롯데하이마트|삼계점|128.869447|35.260301|하이마트|055-314-8066||경남 김해시 삼계동 1502-5||10:30~20:30|||||롯데하이마트 삼계점||||90501
롯데하이마트|삼산롯데마트점|126.732045|37.507881|하이마트|032-508-8600||인천 부평구 삼산동 465-1||10:00~22:00|||||롯데하이마트 삼산롯데마트점||||90501
롯데하이마트|삼산점|129.346044|35.540166|하이마트|0522678400||울산 남구 삼산동 224-11||10:30~20:30|||||롯데하이마트 삼산점||||90501
롯데하이마트|삼선교점|127.012548|37.591218|하이마트|02-928-8400||서울 성북구 동소문동3가 76||10:30~20:30|||||롯데하이마트 삼선교점||||90501
롯데하이마트|삼송점|126.897634|37.646138|하이마트|023899850||경기 고양시 덕양구 동산동 77-1||10:30~20:30|||||롯데하이마트 삼송점||||90501
롯데하이마트|삼양롯데마트점|127.01769|37.625608|하이마트|02-985-9700||서울 강북구 미아동 1359||10:00~22:00|||||롯데하이마트 삼양롯데마트점||||90501
롯데하이마트|삼척점|129.166955|37.446668|하이마트|033-574-1101||강원 삼척시 당저동 34-2||10:30~20:30|||||롯데하이마트 삼척점||||90501
롯데하이마트|삼천포점|128.077811|34.935884|하이마트|055-835-5533||경남 사천시 벌리동 482-3||10:30~20:30|||||롯데하이마트 삼천포점||||90501
롯데하이마트|삼화점|126.57834|33.5118|하이마트|0648030525||제주 제주시 도련1동 2190-2||10:30~20:30|||||롯데하이마트 삼화점||||90501
롯데하이마트|상계점|127.054779|37.674927|하이마트|02-934-6007||서울 노원구 상계동 1049-4||10:30~20:30|||||롯데하이마트 상계점||||90501
롯데하이마트|상남점|128.68279|35.22308|하이마트|0552752800||경남 창원시 성산구 상남동 15-1||10:30~20:30|||||롯데하이마트 상남점||||90501
롯데하이마트|상당롯데마트점|127.51611|36.620371|하이마트|043-298-6700||충북 청주시 상당구 용암1동 2634||10:00~22:00|||||롯데하이마트 상당롯데마트점||||90501
롯데하이마트|상도점|126.945295|37.505443|하이마트|028256700||서울 동작구 상도2동 22-42||10:30~20:30|||||롯데하이마트 상도점|(주)하이마트상도점|||90501
롯데하이마트|상동세이브존점|126.753831|37.506419|하이마트|032-512-2006||경기 부천시 원미구 상3동 세이브존 상동점 5층 ||10:00~22:00|||||롯데하이마트 상동세이브존점||||90501
롯데하이마트|상록롯데마트점|126.860744|37.295253|하이마트|031-408-9800||경기 안산시 상록구 본오2동 880||10:00~22:00|||||롯데하이마트 상록롯데마트점||||90501
롯데하이마트|상록수점|126.861962|37.302014|하이마트|031-501-3300||경기 안산시 상록구 본오3동 877-10||10:30~20:30|||||롯데하이마트 상록수점||||90501
롯데하이마트|상무롯데마트점|126.852385|35.152375|하이마트|062-382-9119||광주 서구 치평동 1239||10:00~22:00|||||롯데하이마트 상무롯데마트점||||90501
롯데하이마트|상무점|126.852247|35.148137|하이마트|062-371-1177||광주 서구 치평동 278-22||10:30~20:30|||||롯데하이마트 상무점||||90501
롯데하이마트|상봉점|127.096516|37.599296|하이마트|02-2207-8881||서울 중랑구 망우동 489-26||10:30~20:30|||||롯데하이마트 상봉점||||90501
롯데하이마트|상암월드컵점|126.897888|37.573553|하이마트|023752800||서울 마포구 상암동 1628||10:30~20:30|||||롯데하이마트 상암월드컵점||||90501
롯데하이마트|상주점|128.150454|36.422618|하이마트|054-536-8211||경북 상주시 무양동 1-19||10:30~20:30|||||롯데하이마트 상주점||||90501
롯데하이마트|서강점|126.939334|37.549478|하이마트|02-702-2700||서울 마포구 신수동 1-3||10:30~20:30|||||롯데하이마트 서강점|서강빌딩1층|||90501
롯데하이마트|서곡점|127.102616|35.83856|하이마트|0632550014||전북 전주시 완산구 효자동3가 855-5||10:30~20:30|||||롯데하이마트 서곡점|하이마트 서곡점|||90501
롯데하이마트|서구청점|126.67734|37.546774|하이마트|032-564-8111||인천 서구 심곡동 278-11||10:30~20:30|||||롯데하이마트 서구청점||||90501
롯데하이마트|서귀포점|126.566137|33.253944|하이마트|0647620811||제주 서귀포시 동홍동 458-5||10:30~20:30|||||롯데하이마트 서귀포점|하이마트|||90501
롯데하이마트|서대전롯데마트점|127.323623|36.301185|하이마트|0425426611||대전 유성구 원내동 33-2||10:00~22:00|||||롯데하이마트 서대전롯데마트점|롯데마트 서대전점|||90501
롯데하이마트|서면점|129.06568|35.163751|하이마트|0516089400||부산 부산진구 전포동 585-4||10:30~20:30|||||롯데하이마트 서면점|외 3필지|||90501
롯데하이마트|서산롯데마트점|126.438754|36.773681|하이마트|0416688899||충남 서산시 예천동 508-10||10:00~22:00|||||롯데하이마트 서산롯데마트점||||90501
롯데하이마트|서산점|126.454147|36.769061|하이마트|041-668-0082||충남 서산시 석남동 28-5||10:30~20:30|||||롯데하이마트 서산점||||90501
롯데하이마트|서수원점|126.96949|37.274848|하이마트|0312273400||경기 수원시 권선구 구운동 316-1||10:30~20:30|||||롯데하이마트 서수원점|서수원점하이마트|||90501
롯데하이마트|서울역롯데마트점|126.969524|37.554728|하이마트|023926800||서울 중구 봉래동2가 122-11||10:00~22:00|||||롯데하이마트 서울역롯데마트점|경부고속철도서울민자역사|||90501
롯데하이마트|서진주탑마트점|128.0619|35.170373|하이마트|0557726611||경남 진주시 평거동 921||10:00~22:00|||||롯데하이마트 서진주탑마트점||||90501
롯데하이마트|서청주롯데마트점|127.421644|36.645176|하이마트|0432315500||충북 청주시 흥덕구 비하동 811||10:00~22:00|||||롯데하이마트 서청주롯데마트점|롯데아울렛 청주점|||90501
롯데하이마트|서현롯데마트점|127.120601|37.386016|하이마트|031-702-3232||경기 성남시 분당구 서현동 275||10:00~22:00|||||롯데하이마트 서현롯데마트점||||90501
롯데하이마트|석관점|127.062455|37.610717|하이마트|029679600||서울 성북구 석관동 183-1||10:30~20:30|||||롯데하이마트 석관점||||90501
롯데하이마트|석남점|126.672762|37.510096|하이마트|032-574-4300||인천 서구 석남동 480-5||10:30~20:30|||||롯데하이마트 석남점||||90501
롯데하이마트|석사롯데마트점|127.759203|37.866554|하이마트|0332621177||강원 춘천시 석사동 27-2||10:00~22:00|||||롯데하이마트 석사롯데마트점|롯데마트 석사점|||90501
롯데하이마트|석촌역점|127.107511|37.504345|하이마트|024126678||서울 송파구 석촌동 286||10:30~20:30|||||롯데하이마트 석촌역점||||90501
롯데하이마트|선부점|126.811612|37.335562|하이마트|031-483-7400||경기 안산시 단원구 선부동 1076-14||10:30~20:30|||||롯데하이마트 선부점||||90501
롯데하이마트|성남세이브존점|127.153478|37.443906|하이마트|0317301231||경기 성남시 수정구 신흥2동 2463-5||10:30~21:00|||||롯데하이마트 성남세이브존점|세이브존|||90501
롯데하이마트|성남시청점|127.128188|37.417411|하이마트|0317026750||경기 성남시 중원구 여수동 187||10:30~20:30|||||롯데하이마트 성남시청점||||90501
롯데하이마트|성내점|127.120164|37.530607|하이마트|02-484-0787||서울 송파구 풍납동 504-2||10:30~20:30|||||롯데하이마트 성내점||||90501
롯데하이마트|성서점|128.509478|35.850954|하이마트|053-584-1110||대구 달서구 이곡동 663-8||10:30~20:30|||||롯데하이마트 성서점||||90501
롯데하이마트|성정롯데마트점|127.140041|36.826274|하이마트|0415624488||충남 천안시 서북구 성정동 1486||10:00~22:00|||||롯데하이마트 성정롯데마트점||||90501
롯데하이마트|세교점|127.073035|37.010623|하이마트|031-692-3311||경기 평택시 세교동 443-4||10:30~20:30|||||롯데하이마트 세교점||||90501
롯데하이마트|세이점|127.408962|36.321013|하이마트|0422523838||대전 중구 문화동 1-16||10:30~20:30|||||롯데하이마트 세이점|세이백화점|||90501
롯데하이마트|세종점|127.263|36.496441|하이마트|0448683624||세종특별자치시 어진동 669||10:30~20:30|||||롯데하이마트 세종점||||90501
롯데하이마트|센텀점|129.12544|35.179913|하이마트|0517840089||부산 해운대구 재송동 652-10||10:30~20:30|||||롯데하이마트 센텀점||||90501
롯데하이마트|소사점|126.795262|37.480259|하이마트|0323519870||경기 부천시 소사구 소사본동 81-3||10:30~20:30|||||롯데하이마트 소사점|소사하이마트 81-3|||90501
롯데하이마트|소하점|126.881648|37.447254|하이마트|02-804-8900||경기 광명시 소하동 1343||10:30~20:30|||||롯데하이마트 소하점||||90501
롯데하이마트|속초점|128.582228|38.18925|하이마트|033-637-0089||강원 속초시 조양동 1500-6||10:30~20:30|||||롯데하이마트 속초점||||90501
롯데하이마트|송도롯데마트점|126.643349|37.388222|하이마트|0328596800||인천 연수구 송도동 6-11||10:00~22:00|||||롯데하이마트 송도롯데마트점|송도롯데마트|||90501
롯데하이마트|송우점|127.143156|37.824739|하이마트|031-541-0080||경기 포천시 소흘읍 송우리 450-2||10:30~20:30|||||롯데하이마트 송우점||||90501
롯데하이마트|송정점|128.920957|37.771489|하이마트|0336515700||강원 강릉시 송정동 622||10:30~20:30|||||롯데하이마트 송정점||||90501
롯데하이마트|송천점|127.122067|35.863471|하이마트|063-272-2100||전북 전주시 덕진구 송천동2가 529-3||10:30~20:30|||||롯데하이마트 송천점||||90501
롯데하이마트|송탄점|127.061698|37.058131|하이마트|031-663-1600||경기 평택시 이충동 435-1||10:30~20:30|||||롯데하이마트 송탄점||||90501
롯데하이마트|송파롯데마트점|127.117804|37.491727|하이마트|02-448-7300||서울 송파구 문정2동 150-2||10:00~22:00|||||롯데하이마트 송파롯데마트점||||90501
롯데하이마트|송현점|128.554517|35.836882|하이마트|053-625-4111||대구 달서구 송현동 1037-3||10:30~20:30|||||롯데하이마트 송현점||||90501
롯데하이마트|수송점|126.715091|35.959709|하이마트|0634422929||전북 군산시 수송동 825-8||10:30~20:30|||||롯데하이마트 수송점||||90501
롯데하이마트|수영점|129.114931|35.164506|하이마트|0517528300||부산 수영구 광안동 98-17||10:30~20:30|||||롯데하이마트 수영점||||90501
롯데하이마트|수완롯데마트점|126.820312|35.189195|하이마트|062-961-4488||광주 광산구 장덕동 1678||10:00~22:00|||||롯데하이마트 수완롯데마트점||||90501
롯데하이마트|수완점|126.820064|35.191212|하이마트|062-956-9111||광주 광산구 장덕동 1302-1||10:30~20:30|||||롯데하이마트 수완점||||90501
롯데하이마트|수원롯데몰점|126.99729|37.264174|하이마트|0315463900||경기 수원시 권선구 서둔동 296-77||10:00~22:00|||||롯데하이마트 수원롯데몰점|롯데몰 수원점|||90501
롯데하이마트|수원롯데백화점|126.99729|37.264174|하이마트|03180195213||경기 수원시 권선구 서둔동 296-77||None|||||롯데하이마트 수원롯데백화점|롯데몰 수원점|||90501
롯데하이마트|수원시청점|127.030266|37.261646|하이마트|031-232-5700||경기 수원시 권선구 권선동 1013-15||10:30~20:30|||||롯데하이마트 수원시청점||||90501
롯데하이마트|수원터미널점|127.020484|37.254366|하이마트|031-233-8777||경기 수원시 권선구 세류동 1100||10:30~20:30|||||롯데하이마트 수원터미널점||||90501
롯데하이마트|수유점|127.022849|37.635661|하이마트|02-991-5050||서울 강북구 수유동 45-2||10:30~20:30|||||롯데하이마트 수유점||||90501
롯데하이마트|수지롯데마트점|127.099618|37.320791|하이마트|031-897-6100||경기 용인시 기흥구 보정동 266-4||10:00~22:00|||||롯데하이마트 수지롯데마트점||||90501
롯데하이마트|수지점|127.087339|37.315498|하이마트|031-266-5070||경기 용인시 수지구 풍덕천동 554-1||10:30~20:30|||||롯데하이마트 수지점||||90501
롯데하이마트|수진점|127.142987|37.439253|하이마트|0317560708||경기 성남시 수정구 신흥1동 4239||10:30~20:30|||||롯데하이마트 수진점||||90501
롯데하이마트|시지점|128.699512|35.842226|하이마트|053-793-9333||대구 수성구 시지동 314-3||10:30~20:30|||||롯데하이마트 시지점||||90501
롯데하이마트|시티세븐롯데마트점|128.652805|35.240051|하이마트|0552883322||경남 창원시 의창구 두대동 121||10:00~22:00|||||롯데하이마트 시티세븐롯데마트점|더시티세븐쇼핑몰|||90501
롯데하이마트|시화공단점|126.7321|37.34499|하이마트|0314993800||경기 시흥시 정왕동 1733-4||10:30~20:30|||||롯데하이마트 시화공단점||||90501
롯데하이마트|시화롯데마트점|126.73018|37.33693|하이마트|0314343311||경기 시흥시 정왕1동 1366-4||10:00~22:00|||||롯데하이마트 시화롯데마트점||||90501
롯데하이마트|시흥롯데마트점|126.79197|37.44305|하이마트|0313188282||경기 시흥시 대야동 542||10:00~22:00|||||롯데하이마트 시흥롯데마트점||||90501
롯데하이마트|시흥배곧롯데마트점|126.707853|37.356497|하이마트|0314998212||경기 시흥시 정왕동 1771-1||10:00~22:00|||||롯데하이마트 시흥배곧롯데마트점||||90501
롯데하이마트|신가점|126.82901|35.17858|하이마트|0629595300||광주 광산구 신가동 730-1||10:30~20:30|||||롯데하이마트 신가점|731번지|||90501
롯데하이마트|신갈롯데마트점|127.107833|37.271933|하이마트|0312834114||경기 용인시 기흥구 신갈동 63||10:00~22:00|||||롯데하이마트 신갈롯데마트점|기흥역롯데캐슬스카이|||90501
롯데하이마트|신갈점|127.107199|37.271207|하이마트|031-283-0101||경기 용인시 기흥구 신갈동 69-6||10:30~20:30|||||롯데하이마트 신갈점||||90501
롯데하이마트|신길점|126.910251|37.50499|하이마트|02-835-4330||서울 영등포구 신길동 252-6||10:30~20:30|||||롯데하이마트 신길점||||90501
롯데하이마트|신도시고잔점|126.831071|37.314148|하이마트|031-405-9030||경기 안산시 단원구 고잔동 725||10:30~20:30|||||롯데하이마트 신도시고잔점||||90501
롯데하이마트|신림점|126.928846|37.488256|하이마트|02-886-1001||서울 관악구 신림동 1428-9||10:30~20:30|||||롯데하이마트 신림점||||90501
롯데하이마트|신방점|127.12773|36.78584|하이마트|0414147279||충남 천안시 동남구 신방동 113-2||10:30~20:30|||||롯데하이마트 신방점||||90501
롯데하이마트|신암점|128.622452|35.882643|하이마트|053-955-2237||대구 동구 신암동 218-1||10:30~20:30|||||롯데하이마트 신암점|2번지|||90501
롯데하이마트|신정네거리점|126.85126|37.52154|하이마트|0226982062||서울 양천구 신정동 1191-6||10:30~20:30|||||롯데하이마트 신정네거리점|신정동그린생활시설|||90501
롯데하이마트|신정점|129.314067|35.534255|하이마트|0522745119||울산 남구 신정동 661-7||10:30~20:30|||||롯데하이마트 신정점||||90501
롯데하이마트|신제주점|126.48117|33.4866|하이마트|064-748-5181||제주 제주시 노형동 903-3||10:30~20:30|||||롯데하이마트 신제주점||||90501
롯데하이마트|신천점|126.79193|37.43837|하이마트|0314048333||경기 시흥시 신천동 83-81||10:30~20:30|||||롯데하이마트 신천점||||90501
롯데하이마트|신흥점|127.144918|37.44535|하이마트|031-745-6655||경기 성남시 수정구 신흥동 3413||10:30~20:30|||||롯데하이마트 신흥점||||90501
롯데하이마트|쌍문점|127.036993|37.652978|하이마트|02-990-9888||서울 도봉구 쌍문동 701||10:30~20:30|||||롯데하이마트 쌍문점||||90501
롯데하이마트|쌍용대로점|127.1351|36.81514|하이마트|0415762288||충남 천안시 서북구 성정동 721-10||10:30~20:30|||||롯데하이마트 쌍용대로점||||90501
롯데하이마트|쌍용점|127.12687|36.799548|하이마트|041-592-4545||충남 천안시 서북구 쌍용동 220-1||10:30~20:30|||||롯데하이마트 쌍용점||||90501
롯데하이마트|아산터미널롯데마트점|127.008878|36.783504|하이마트|0415312977||충남 아산시 온천동 306-40||10:00~22:00|||||롯데하이마트 아산터미널롯데마트점||||90501
롯데하이마트|아산점|127.024825|36.77612|하이마트|0415337766||충남 아산시 풍기동 184-5||10:30~20:30|||||롯데하이마트 아산점||||90501
롯데하이마트|아차산역점|127.089514|37.551081|하이마트|02-3437-4510||서울 광진구 구의동 75-1||10:30~20:30|||||롯데하이마트 아차산역점|썬타워빌딩|||90501
롯데하이마트|안동신시장점|128.72539|36.563653|하이마트|054-841-0113||경북 안동시 안흥동 312-1||10:30~20:30|||||롯데하이마트 안동신시장점||||90501
롯데하이마트|안동옥동점|128.703527|36.562351|하이마트|054-841-7799||경북 안동시 옥동 640-9||10:30~20:30|||||롯데하이마트 안동옥동점|10|||90501
롯데하이마트|안산롯데마트점|126.847323|37.317425|하이마트|031-482-6800||경기 안산시 상록구 성포동 590||10:00~22:00|||||롯데하이마트 안산롯데마트점||||90501
롯데하이마트|안산롯데백화점|126.83376|37.31731|하이마트|03180423210||경기 안산시 단원구 고잔동 537-9||10:00~23:00|||||롯데하이마트 안산롯데백화점||||90501
롯데하이마트|안산선부롯데마트점|126.815641|37.339161|하이마트|0314806100||경기 안산시 단원구 선부동 1086||10:00~22:00|||||롯데하이마트 안산선부롯데마트점|롯데마트|||90501
롯데하이마트|안산터미널점|126.846305|37.316838|하이마트|0314104811||경기 안산시 상록구 성포동 590||10:30~20:30|||||롯데하이마트 안산터미널점|안산종합버스터미널|||90501
롯데하이마트|안성롯데마트점|127.197364|37.007941|하이마트|0316588383||경기 안성시 공도읍 양기리 306||10:00~22:00|||||롯데하이마트 안성롯데마트점|롯데마트|||90501
롯데하이마트|안성점|127.258287|37.012716|하이마트|031-672-2100||경기 안성시 석정동 142-4||10:30~20:30|||||롯데하이마트 안성점||||90501
롯데하이마트|안양대교점|126.915582|37.405157|하이마트|0314688801||경기 안양시 만안구 안양동 837-8||10:30~20:30|||||롯데하이마트 안양대교점||||90501
롯데하이마트|안양점|126.924979|37.394944|하이마트|0314474600||경기 안양시 만안구 안양동 622-220||10:30~20:30|||||롯데하이마트 안양점||||90501
롯데하이마트|안중점|126.940341|36.99041|하이마트|0316846900||경기 평택시 안중읍 안중리 148-12||10:30~20:30|||||롯데하이마트 안중점|하이마트|||90501
롯데하이마트|압구정점|127.027401|37.519978|하이마트|02-549-1500||서울 강남구 신사동 563-33||10:30~20:30|||||롯데하이마트 압구정점|44 3층|||90501
롯데하이마트|양덕롯데마트점|128.58261|35.226772|하이마트|0552940012||경남 창원시 마산회원구 양덕동 84-14||10:00~22:00|||||롯데하이마트 양덕롯데마트점|메트로시티2단지|||90501
롯데하이마트|양산점|129.035151|35.339641|하이마트|0553876561||경남 양산시 중부동 605-5||10:30~20:30|||||롯데하이마트 양산점||||90501
롯데하이마트|양재하나로점|127.043863|37.462967|하이마트|02-575-3374||서울 서초구 양재동 230||10:30~20:30|||||롯데하이마트 양재하나로점||||90501
롯데하이마트|양재점|127.035916|37.483276|하이마트|025770303||서울 서초구 양재동 13-7||10:30~20:30|||||롯데하이마트 양재점||||90501
롯데하이마트|양주롯데마트점|127.052499|37.827469|하이마트|031-858-3800||경기 양주시 회정동 351-2||10:00~22:00|||||롯데하이마트 양주롯데마트점||||90501
롯데하이마트|양주점|127.052072|37.82624|하이마트|031-864-0022||경기 양주시 회정동 321-6||10:30~20:30|||||롯데하이마트 양주점||||90501
롯데하이마트|양평롯데마트점|126.89195|37.52588|하이마트|0226719890||서울 영등포구 양평동3가 45||10:00~22:00|||||롯데하이마트 양평롯데마트점||||90501
롯데하이마트|양평점|127.501714|37.488919|하이마트|031-775-4321||경기 양평군 양평읍 공흥리 441-6||10:30~20:30|||||롯데하이마트 양평점||||90501
롯데하이마트|언양점|129.113725|35.562295|하이마트|0522546868||울산 울주군 삼남면 교동리 1597-10||10:30~20:30|||||롯데하이마트 언양점||||90501
롯데하이마트|여수롯데마트점|127.721521|34.728306|하이마트|0616431100||전남 여수시 국동 37-16||10:00~22:00|||||롯데하이마트 여수롯데마트점|롯데마트|||90501
롯데하이마트|여수점|127.7027|34.766855|하이마트|0616536664||전남 여수시 미평동 570-10||10:30~20:30|||||롯데하이마트 여수점||||90501
롯데하이마트|여주점|127.634742|37.288314|하이마트|031-885-8982||경기 여주시 홍문동 247-4||10:30~20:30|||||롯데하이마트 여주점||||90501
롯데하이마트|여천롯데마트점|127.65128|34.777122|하이마트|061-691-9119||전남 여수시 선원동 1268-2||10:00~22:00|||||롯데하이마트 여천롯데마트점||||90501
롯데하이마트|여천점|127.66207|34.76158|하이마트|061-641-4243||전남 여수시 학동 67-9||10:30~20:30|||||롯데하이마트 여천점|12호|||90501
롯데하이마트|역곡점|126.814148|37.485693|하이마트|032-347-7600||경기 부천시 소사구 괴안동 169||10:30~20:30|||||롯데하이마트 역곡점|169-1|||90501
롯데하이마트|연산점|129.107484|35.187551|하이마트|051-863-0068||부산 연제구 연산9동 469-1||10:30~20:30|||||롯데하이마트 연산점||||90501
롯데하이마트|연수롯데마트점|126.675161|37.415091|하이마트|032-811-9119||인천 연수구 청학동 502-4||10:00~22:00|||||롯데하이마트 연수롯데마트점||||90501
롯데하이마트|연수점|126.672989|37.415923|하이마트|0328191255||인천 연수구 동춘동 1113-1||10:30~20:30|||||롯데하이마트 연수점||||90501
롯데하이마트|연향점|127.513303|34.944028|하이마트|0617238022||전남 순천시 연향동 419-16||10:30~20:30|||||롯데하이마트 연향점||||90501
롯데하이마트|영대병원네거리점|128.593267|35.845503|하이마트|0536541110||대구 남구 봉덕1동 595-8||10:30~20:30|||||롯데하이마트 영대병원네거리점||||90501
롯데하이마트|영도점|129.042376|35.091464|하이마트|0514128362||부산 영도구 대교동2가 108-1||10:30~20:30|||||롯데하이마트 영도점|하이마트|||90501
롯데하이마트|영등포구청역점|126.89453|37.52178|하이마트|0226364545||서울 영등포구 당산동2가 45||10:30~20:30|||||롯데하이마트 영등포구청역점||||90501
롯데하이마트|영등점|126.967382|35.960177|하이마트|063-838-5800||전북 익산시 영등동 370-18||10:30~20:30|||||롯데하이마트 영등점|350-13,350|||90501
롯데하이마트|영종도롯데마트점|126.49133|37.492585|하이마트|032-752-8383||인천 중구 운서동 2803-2||10:00~22:00|||||롯데하이마트 영종도롯데마트점||||90501
롯데하이마트|영주서천점|128.611695|36.824413|하이마트|054-635-5554||경북 영주시 가흥동 1381-142||10:30~20:30|||||롯데하이마트 영주서천점||||90501
롯데하이마트|영주역점|128.622449|36.809713|하이마트|054-635-1116||경북 영주시 휴천2동 328-2||10:30~20:30|||||롯데하이마트 영주역점||||90501
롯데하이마트|영천점|128.939457|35.965705|하이마트|054-337-0111||경북 영천시 완산동 995-12||10:30~20:30|||||롯데하이마트 영천점|14|||90501
롯데하이마트|영통롯데마트점|127.071582|37.25266|하이마트|0312023030||경기 수원시 영통구 영통동 960-1||10:00~22:00|||||롯데하이마트 영통롯데마트점|롯데쇼핑플라자|||90501
롯데하이마트|영통점|127.050847|37.245854|하이마트|0312024007||경기 수원시 영통구 망포동 38-2||10:30~20:30|||||롯데하이마트 영통점||||90501
롯데하이마트|예산점|126.836634|36.691776|하이마트|041-331-4123||충남 예산군 예산읍 산성리 187||10:30~20:30|||||롯데하이마트 예산점||||90501
롯데하이마트|오광장점|129.354981|36.020272|하이마트|054-281-2223||경북 포항시 북구 죽도동 644-4||10:30~20:30|||||롯데하이마트 오광장점||||90501
롯데하이마트|오리점|127.109802|37.338385|하이마트|031-714-5388||경기 성남시 분당구 구미동 185-6||10:30~20:30|||||롯데하이마트 오리점||||90501
롯데하이마트|오목교점|126.876004|37.52388|하이마트|02-2645-0700||서울 양천구 목1동 404-160||10:30~20:30|||||롯데하이마트 오목교점||||90501
롯데하이마트|오산롯데마트점|127.073035|37.149414|하이마트|031-372-6700||경기 오산시 오산동 868||10:00~22:00|||||롯데하이마트 오산롯데마트점||||90501
롯데하이마트|오산점|127.073823|37.144824|하이마트|031-377-1500||경기 오산시 원동 767-2||10:30~20:30|||||롯데하이마트 오산점||||90501
롯데하이마트|오정점|126.803961|37.51619|하이마트|032-684-5050||경기 부천시 오정구 여월동 48||10:30~20:30|||||롯데하이마트 오정점||||90501
롯데하이마트|오창점|127.427709|36.720311|하이마트|0432110011||충북 청주시 청원구 오창읍 820-1||10:30~20:30|||||롯데하이마트 오창점||||90501
롯데하이마트|오천점|129.404235|35.975779|하이마트|0542911972||경북 포항시 남구 오천읍 원리 1115||10:30~20:30|||||롯데하이마트 오천점|롯데하이마트 1115,1116|||90501
롯데하이마트|옥계점|128.41979|36.13601|하이마트|0544769119||경북 구미시 옥계동 822-1||10:30~20:30|||||롯데하이마트 옥계점||||90501
롯데하이마트|옥포점|128.692157|34.888298|하이마트|055-687-7400||경남 거제시 옥포동 551-4||10:30~20:30|||||롯데하이마트 옥포점||||90501
롯데하이마트|왜관점|128.39895|35.981812|하이마트|054-972-3335||경북 칠곡군 왜관읍 왜관리 841-40||10:30~20:30|||||롯데하이마트 왜관점||||90501
롯데하이마트|용두점|127.03878|37.5765|하이마트|0222498999||서울 동대문구 용두동 27-3||10:30~20:30|||||롯데하이마트 용두점||||90501
