##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반장례식장
봉동호스피스장례식장||127.1720299|35.9332612|일반장례식장|063-261-4444|전라북도 완주군 용진읍 완주로 807||직영||||||봉동호스피스장례식장|(신지리)|||91904
동이리장례식장||126.9555714|35.9279942|일반장례식장|063-843-4444|전라북도 익산시 서동로 5||직영||||||동이리장례식장|(인화동2가)|||91904
도계장례식장||129.043697|37.23208|일반장례식장|033-541-6250|강원도 삼척시 도계읍 도계로3길 16-25||직영||||||도계장례식장|(전두리,도계장례식장)|||91904
신우석장례식장||126.9394252|35.9240008|일반장례식장|063-837-4444|전라북도 익산시 목천로 118||직영||||||신우석장례식장|(목천동)|||91904
우석개발||126.9391736|35.923582|일반장례식장|063-837-4444|전라북도 익산시 목천로 120||직영||||||우석개발|(목천동)|||91904
월명장례식장||126.689665|35.9344998|일반장례식장|063-468-4851|전라북도 군산시 미룡갈마길 75||직영||||||월명장례식장|(신관동)|||91904
동해전문장례식장||129.115438|37.5185195|일반장례식장|033-531-4740|강원도 동해시 중앙로 199||직영||||||동해전문장례식장|(천곡동)|||91904
중앙장례식장||129.1158408|37.4920811|일반장례식장|033-521-3700|강원도 동해시 효자로 748||직영||||||중앙장례식장|(송정동)|||91904
안동전문장례식장||128.701939|36.546513|일반장례식장|054-821-0101|경상북도 안동시 강남로 5||직영||||||안동전문장례식장|(수상동)|||91904
금성장례식장||127.1085674|35.8679966|일반장례식장|063-276-4444|전라북도 전주시 덕진구 가리내로 670||직영||||||금성장례식장|(송천동2가)|||91904
대송장례식장||127.1361018|35.8689025|일반장례식장|063-274-4300|전라북도 전주시 덕진구 동부대로 1015||임대||||||대송장례식장|(송천동2가)|||91904
삼성장례문화원||127.1443026|35.8678779|일반장례식장|063-247-1003|전라북도 전주시 덕진구 동부대로 937||직영||||||삼성장례문화원|(호성동2가)|||91904
현대장례식장||127.1597511|35.8613254|일반장례식장|063-275-4444|전라북도 전주시 덕진구 초포다리로 64||임대||||||현대장례식장|(호성동1가)|||91904
효자장례타운||127.0852614|35.8248592|일반장례식장|063-228-4441|전라북도 전주시 완산구 콩쥐팥쥐로 1705-36||직영||||||효자장례타운|(효자동3가)|||91904
뉴타운장례식장||127.1453971|35.8261472|일반장례식장|063-284-4444|전라북도 전주시 완산구 노송광장로 60||직영||||||뉴타운장례식장|(서노송동)|||91904
의성중부농협장례식장||128.5743934|36.3056866|일반장례식장|054-832-2704|경상북도 의성군 봉양면 강변길 957-10||직영||||||의성중부농협장례식장|(화전리)|||91904
모악장례문화원||127.1081599|35.7856901|일반장례식장|063-221-4400|전라북도 전주시 완산구 우림로 1109||직영||||||모악장례문화원|(삼천동2가)|||91904
대한장례식장||127.1307088|35.7809413|일반장례식장|063-227-4444|전라북도 전주시 완산구 구이로 2050||직영||||||대한장례식장|(평화동3가)|||91904
한솔장례문화원||127.1221882|35.7661772|일반장례식장|063-255-4444|전라북도 전주시 완산구 모악로 4429||임대||||||한솔장례문화원|(석구동)|||91904
한별장례문화원||128.6888621|36.3547985|일반장례식장|054-834-0444|경상북도 의성군 의성읍 홍술로 88||직영||||||한별장례문화원|(원당리)|||91904
부안호남장례식장||126.7204988|35.7220451|일반장례식장|063-581-1004|전라북도 부안군 행안면 부안로 2563||직영||||||부안호남장례식장|(신기리)|||91904
신태인장례식장||126.8977164|35.6905887|일반장례식장|063-571-6300|전라북도 정읍시 신태인읍 신태인공단길 16||직영||||||신태인장례식장|(백산리)|||91904
칠곡군농협연합장례식장||128.3909823|36.0222793|일반장례식장|054-976-9988|경상북도 칠곡군 약목면 관호10길 248-56||직영||||||칠곡군농협연합장례식장|(관호리)|||91904
장수군보건의료원장례식장||127.5197623|35.6542283|일반장례식장|063-351-8050|전라북도 장수군 장수읍 장천로 247||임대||||||장수군보건의료원장례식장|(장수리,장수보건의료원)|||91904
임실/중앙장례식장||127.2922048|35.6187603|일반장례식장|063-644-6666|전라북도 임실군 임실읍 호국로 1767||직영||||||임실 중앙장례식장|(이도리)|||91904
유림장례식장||126.8455037|35.5754249|일반장례식장|063-534-4444|전라북도 정읍시 명덕로 54||직영||||||유림장례식장|(연지동,유림웨딩홀)|||91904
정다운장례문화원||126.860818|35.5640292|일반장례식장|063-532-4441|전라북도 정읍시 관통로 27||임대||||||정다운장례문화원|(시기동,정다운병원)|||91904
정읍호남장례식장||126.8403307|35.5552849|일반장례식장|063-533-4500|전라북도 정읍시 정읍남로 1252||직영||||||정읍호남장례식장|(시기동)|||91904
거창장례식장||127.9070281|35.6732609|일반장례식장|055-944-4444|경상남도 거창군 거창읍 장팔길 159-15||직영||||||거창장례식장|(장팔리)|||91904
오수장례식장||127.3393418|35.5332494|일반장례식장|063-644-0444|전라북도 임실군 오수면 춘향로 1483||직영||||||오수장례식장|(금암리)|||91904
흥덕장례식장||126.7006599|35.5091287|일반장례식장|063-564-4440|전라북도 고창군 흥덕면 고인돌대로 2582-7||직영||||||흥덕장례식장|(흥덕리)|||91904
배성병원장례식장||128.6222964|35.9081123|일반장례식장|053-382-1600|대구광역시 북구 검단로 140||임대||||||배성병원장례식장|(검단동)|||91904
수성연도실||128.6132603|35.8566596|일반장례식장|053-751-5961|대구광역시 수성구 수성로 347||임대||||||수성연도실|(수성동1가,수성성당)|||91904
새고창장례식장||126.6913867|35.4368882|일반장례식장|063-563-1001|전라북도 고창군 고창읍 고인돌대로 1763||직영||||||새고창장례식장|(읍내리)|||91904
고인돌장례식장||126.68807|35.4338549|일반장례식장|063-562-3223|전라북도 고창군 고창읍 녹두로 1295||직영||||||고인돌장례식장|(읍내리,고인돌장례식장)|||91904
대구전문장례식장||128.6840122|35.8688374|일반장례식장|053-961-4444|대구광역시 동구 금호강변로 71||직영||||||대구전문장례식장|(용계동)|||91904
하나원전문장례식장||128.444293|35.7140943|일반장례식장|053-615-4000|대구광역시 달성군 현풍면 논공로 96||직영||||||하나원전문장례식장|(성하리)|||91904
엠지(MG)새마을금고/장례식장||127.358898|35.396833|일반장례식장|063-636-4141|전라북도 남원시 요천로 1237||직영||||||엠지(MG)새마을금고 장례식장|(조산동,장례식장)|||91904
하양전문장례식장||128.8208825|35.9223682|일반장례식장|053-857-0004|경상북도 경산시 하양읍 금송로 113||임대||||||하양전문장례식장|(동서리)|||91904
영천영락원장례식장||128.9245897|35.9876315|일반장례식장|054-336-4444|경상북도 영천시 천문로 596-8||직영||||||영천영락원장례식장|(오미동)|||91904
하양삼성병원장례식장||128.8260748|35.915115|일반장례식장|053-854-4444|경상북도 경산시 하양읍 대경로 795||직영||||||하양삼성병원장례식장|(동서리,하양삼성병원)|||91904
순창온누리장례식장||127.1433564|35.3680481|일반장례식장|063-653-4482|전라북도 순창군 순창읍 남계로 14||직영||||||순창온누리장례식장|(교성리 659-24)|||91904
모레아장례식장||128.7105071|35.8290908|일반장례식장|053-801-9999|대구광역시 수성구 유니버시아드로 365||직영||||||모레아장례식장|(욱수동)|||91904
영덕전문장례식장||129.3808901|36.4151121|일반장례식장|054-734-6800|경상북도 영덕군 영덕읍 하저길 20||직영||||||영덕전문장례식장|(우곡리)|||91904
옥산전문장례예식장||128.7340597|35.8195134|일반장례식장|053-801-4444|경상북도 경산시 서상길 84||직영||||||옥산전문장례예식장|(서상동)|||91904
영천장례식장||128.9343297|35.9446145|일반장례식장|054-332-4000|경상북도 영천시 한방로 35||직영||||||영천장례식장|(도동)|||91904
새마을장례식장||126.9771474|35.3291462|일반장례식장|061-383-4444|전라남도 담양군 담양읍 죽향문화로 287||직영||||||새마을장례식장|(만성리)|||91904
산청경호장례식장||127.88717|35.418225|일반장례식장|055-973-1234|경상남도 산청군 산청읍 중앙로 93-8||임대||||||산청경호장례식장|(지리)|||91904
담양장례식장||126.9815175|35.3054474|일반장례식장|061-383-4244|전라남도 담양군 담양읍 죽향대로 1116||임대||||||담양장례식장|(백동리)|||91904
산청장례식장||127.8860106|35.4113887|일반장례식장|055-974-4500|경상남도 산청군 산청읍 웅석봉로133번길 146-1||직영||||||산청장례식장|(지리)|||91904
자인전문장례식장||128.828065|35.8097543|일반장례식장|053-851-024|경상북도 경산시 자인면 설총로 820||임대||||||자인전문장례식장|(동부리)|||91904
곡성옥과장례식장||127.1538506|35.2686644|일반장례식장|061-362-4448|전라남도 곡성군 겸면 곡순로 2088||직영||||||곡성옥과장례식장|(가정리)|||91904
영광농협장례식장||126.5090287|35.2873255|일반장례식장|061-353-0444|전라남도 영광군 영광읍 영대로 213||직영||||||영광농협장례식장|(월평리)|||91904
경주하늘마루장례식장||129.0981552|35.8973861|일반장례식장|054-751-9444|경상북도 경주시 서면 하늘마루길 330||임대||||||경주하늘마루장례식장|(도리)|||91904
스카이장례식장||126.834213|35.204788|일반장례식장|062-951-1004|광주광역시 광산구 북문대로 603||직영||||||스카이장례식장|(수완동)|||91904
그린장례식장||126.931766|35.1846686|일반장례식장|062-250-4455|광주광역시 북구 동문대로 255||직영||||||그린장례식장|(문흥동)|||91904
원지산청장례식장||127.9863633|35.313249|일반장례식장|055-974-1234|경상남도 산청군 신안면 지리산대로 3657||임대||||||원지산청장례식장|(하정리)|||91904
부성장례식장||128.3435688|35.4303486|일반장례식장|055-573-4500|경상남도 의령군 유곡면 의합대로 1648||직영||||||부성장례식장|(세간리)|||91904
광주수완장례식장||126.8327136|35.1794847|일반장례식장|062-959-4444||광주광역시 광산구 신가동 1159|임대||||||광주수완장례식장||||91904
구호전장례식장||126.9165851|35.1669469|일반장례식장|062-960-4444|광주광역시 북구 독립로 409||직영||||||구호전장례식장|(우산동)|||91904
포항시민전문장례식장||129.377819|36.0732257|일반장례식장|054-253-4444|경상북도 포항시 북구 새천년대로 1191||직영||||||포항시민전문장례식장|(장성동)|||91904
신세계장례식장||126.8854517|35.1590217|일반장례식장|062-352-2006|광주광역시 서구 죽봉대로78번길 21||직영||||||신세계장례식장|(농성동,노욜리아웨딩홀)|||91904
남도장례식장||126.920369|35.1570529|일반장례식장|062-223-7715|광주광역시 동구 중앙로 283-1||직영||||||남도장례식장|(계림동)|||91904
문장장례식장||126.6097167|35.1777161|일반장례식장|061-323-7100|전라남도 함평군 해보면 밀재로 1350||직영||||||문장장례식장|(문장리)|||91904
송정장례식장||126.8055706|35.1436537|일반장례식장|062-941-4400|광주광역시 광산구 상무대로 364||직영||||||송정장례식장|(신촌동)|||91904
빛/장례식장||126.7926278|35.1401116|일반장례식장|062-452-4000|광주광역시 광산구 상무대로 231||임대||||||빛 장례식장||||91904
의령전문장례식장||128.3036004|35.3541676|일반장례식장|055-573-0451|경상남도 의령군 용덕면 의합대로 510||임대||||||의령전문장례식장|(정동리)|||91904
VIP장례타운||126.844581|35.126737|일반장례식장|062-521-4444||광주광역시 서구 매월동 323-6|직영||||||VIP장례타운||||91904
천지장례문화원||126.8500328|35.124769|일반장례식장|062-527-1000|광주광역시 서구 풍서좌로 173-1||임대||||||천지장례문화원|(매월동)|||91904
광주국빈장례문화원||126.856696|35.118162|일반장례식장|062-606-4000|광주광역시 서구 회재로 825||직영||||||광주국빈장례문화원|(매월동)|||91904
광주남문장례식장||126.8869917|35.1114508|일반장례식장|062-675-5000|광주광역시 남구 서문대로499번길 26-15||직영||||||광주남문장례식장|(송하동)|||91904
포항제일장례식장||129.4029851|35.9882503|일반장례식장|054-293-4004|경상북도 포항시 남구 해병로 63||직영||||||포항제일장례식장|(청림동)|||91904
밀양농협장례식장||128.7590373|35.4985978|일반장례식장|055-355-8525|경상남도 밀양시 북성로7길 66||직영||||||밀양농협장례식장|(내일동)|||91904
예담/활주로장례식장||126.8278611|35.0455852|일반장례식장|061-332-4441|전라남도 나주시 산포면 산남로 137||직영||||||예담 활주로장례식장|(등정리)|||91904
함평천지장례식장||126.5360423|35.023106|일반장례식장|061-323-4409|전라남도 함평군 학교면 영산로 3505||임대||||||함평천지장례식장|(사거리)|||91904
㈜영산포한우리장례식장||126.7071457|34.9856403|일반장례식장|061-335-4949|전라남도 나주시 왕곡면 영산포로 30-11||직영||||||㈜영산포한우리장례식장|(장산리)|||91904
무안제일병원/무안장례식장||126.4822112|34.9933355|일반장례식장|061-454-9340|전라남도 무안군 무안읍 무안로 567-1||직영||||||무안제일병원 무안장례식장|(성동리)|||91904
고전장례식장||127.8177685|35.0209083|일반장례식장|055-8806-6197|경상남도 하동군 고전면 하동읍성로 341||직영||||||고전장례식장|(범아리,고전면복지회관)|||91904
사천시농협장례식장||128.1006136|35.0895977|일반장례식장|055-852-0004|경상남도 사천시 사천읍 구암두문로 146-12||직영||||||사천시농협장례식장|(구암리)|||91904
하늘재전문장례식장||128.7287124|35.314466|일반장례식장|055-343-8400|경상남도 김해시 진영읍 진산대로 92||직영||||||하늘재전문장례식장|(진영리)|||91904
진교장례식장||127.8996755|35.0227705|일반장례식장|055-883-0474|경상남도 하동군 진교면 구고속도로 826||직영||||||진교장례식장|(고룡리)|||91904
광양장례식장||127.5814111|34.9631458|일반장례식장|061-761-5500|전라남도 광양시 광양읍 해광로 897||직영||||||광양장례식장|(덕례리)|||91904
동창원장례식장||128.6867876|35.2781579|일반장례식장|055-244-4000|경상남도 창원시 의창구 동읍 의창대로 870-5||직영||||||동창원장례식장|(용잠리)|||91904
낙안장례식장||127.324204|34.9130987|일반장례식장|061-753-4444|전라남도 순천시 낙안면 읍성로 302||임대||||||낙안장례식장|(하송리,순천효자병원)|||91904
진영전문장례식장||128.7630365|35.2921693|일반장례식장|055-345-9444|경상남도 김해시 진영읍 서부로 47||직영||||||진영전문장례식장|(설창리)|||91904
영락원전문장례식장||128.6029621|35.2176118|일반장례식장|055-292-4444|경상남도 창원시 마산회원구 봉양로 152||직영||||||영락원전문장례식장|(봉암동)|||91904
울산하늘공원||129.1228652|35.483402|일반장례식장|052-255-3800|울산광역시 울주군 삼동면 보삼길 550||직영||||||울산하늘공원|(조일리)|||91904
신마산전문장례식장||128.562325|35.1811299|일반장례식장|055-245-4444|경상남도 창원시 마산합포구 문화동15길 10||임대||||||신마산전문장례식장|(해운동)|||91904
태봉병원장례식장||128.510928|35.1452957|일반장례식장|055-271-7990|경상남도 창원시 마산합포구 진동면 동전고개로 2||임대||||||태봉병원장례식장|(동전리)|||91904
창원시립상복공원장례식장||128.6616071|35.1972041|일반장례식장|055-712-0930|경상남도 창원시 성산구 공단로474번길 160||직영||||||창원시립상복공원장례식장|(상복동)|||91904
시민장례식장||128.056539|34.9742018|일반장례식장|055-834-1051|경상남도 사천시 송포공단길 31시민장례식장 (송포동) ||직영||||||시민장례식장||||91904
울산전문장례식장||129.358865|35.5845865|일반장례식장|052-289-5050|울산광역시 북구 산업로 1023||임대||||||울산전문장례식장|(연암동)|||91904
춘추장례식장||127.33331|34.8387995|일반장례식장|061-858-4441|전라남도 보성군 벌교읍 원동길 81||직영||||||춘추장례식장|(척령리)|||91904
제일장례문화원||126.6994032|34.8152992|일반장례식장|061-472-0777|전라남도 영암군 영암읍 예향로 1688||직영||||||제일장례문화원|(망호리)|||91904
양산장례식장||129.0276038|35.3257222|일반장례식장|055-366-4440|경상남도 양산시 동면 남양산길 73||직영||||||양산장례식장|(석산리)|||91904
울산영락원||129.3461824|35.5287258|일반장례식장|052-272-1111|울산광역시 남구 산업로517번길 10||직영||||||울산영락원|(여천동1200-9)|||91904
울산국화원장례식장||129.3181375|35.5042578|일반장례식장|052-269-4444|울산광역시 남구 산업로 88||직영||||||울산국화원장례식장|(상개동)|||91904
영암농협장례식장||126.7085207|34.7954678|일반장례식장|061-472-5544|전라남도 영암군 영암읍 낭주로 49||직영||||||영암농협장례식장|(춘양리)|||91904
보성장례식장||127.0894686|34.777509|일반장례식장|061-853-4404|전라남도 보성군 보성읍 송재로 289||직영||||||보성장례식장|(보성리)|||91904
김해전문장례식장||128.9204963|35.2296839|일반장례식장|055-331-4444|경상남도 김해시 삼안로8번길 24||직영||||||김해전문장례식장|(지내동)|||91904
보성우리장례식장||127.0885451|34.7684966|일반장례식장|061-852-4445|전라남도 보성군 보성읍 봉화로 166-5||직영||||||보성우리장례식장|(보성리)|||91904
삼목장례프리드||126.3711419|34.8107722|일반장례식장|061-274-4441|전라남도 목포시 청호로220번길 17||직영||||||삼목장례프리드|(산정동)|||91904
목포하당장례식장||126.4137405|34.8024024|일반장례식장|061-272-4444|전라남도 목포시 백년대로231번길 13-1||직영||||||목포하당장례식장|(상동)|||91904
창선공익장례식장||128.0070969|34.873393|일반장례식장|055-867-4141|경상남도 남해군 창선면 동부대로 2437-15||임대||||||창선공익장례식장|(동대리)|||91904
삼성장례식장||126.3890655|34.7900721|일반장례식장|061-244-2266|전라남도 목포시 삼학로 32||직영||||||삼성장례식장|(호남동)|||91904
보람여수장례식장||127.638829|34.7857881|일반장례식장|061-684-4444|전라남도 여수시 소라면 무선로 339||직영||||||보람여수장례식장|(덕양리)|||91904
남해추모누리장례식장||127.8697472|34.8253726|일반장례식장|055-862-0442|경상남도 남해군 서면 연죽로 46-77||임대||||||남해추모누리장례식장|(연죽리)|||91904
남해전문장례식장||127.9100981|34.8290033|일반장례식장|055-863-1024|경상남도 남해군 남해읍 남해대로 2629-4||직영||||||남해전문장례식장|(입현리)|||91904
부산영락공원장례식장||129.1042192|35.2733077|일반장례식장|051-790-5000|부산광역시 금정구 금정도서관로 108||직영||||||부산영락공원장례식장|(두구동,영락공원)|||91904
용원장례식장||128.8110783|35.1004421|일반장례식장|055-543-4064|경상남도 창원시 진해구 용원로 15||임대||||||용원장례식장|(용원동)|||91904
낙원장례식장||126.5612343|34.714525|일반장례식장|061-472-4444|전라남도 영암군 미암면 잿등로 276||직영||||||낙원장례식장|(채지리)|||91904
장흥우리병원중앙장례식장||126.9111794|34.6784824|일반장례식장|061-863-4444|전라남도 장흥군 장흥읍 남부관광로 6||직영||||||장흥우리병원중앙장례식장|(건산리)|||91904
삼신전문장례식장||128.985406|35.1508737|일반장례식장|051-323-0044|부산광역시 사상구 대동로 261||직영||||||삼신전문장례식장|(감전동)|||91904
아시아드장례식장||129.0685563|35.1953616|일반장례식장|051-503-0770|부산광역시 동래구 여고로 42||직영||||||아시아드장례식장|(사직동)|||91904
여수장례식장||127.6976686|34.727428|일반장례식장|061-688-4444|전라남도 여수시 신월로 435||임대||||||여수장례식장|(신월동)|||91904
시민장례식장||129.0632007|35.1416249|일반장례식장|051-636-4444|부산광역시 부산진구 자유평화로 31||직영||||||시민장례식장|(범천동)|||91904
강진영락장례식장||126.7792355|34.640798|일반장례식장|061-433-3950|전라남도 강진군 강진읍 보은로 200||임대||||||강진영락장례식장|(동성리)|||91904
강진장례식장||126.7820856|34.6360155|일반장례식장|061-432-4004|전라남도 강진군 강진읍 청자로 75-9||직영||||||강진장례식장|(목리)|||91904
장림중앙장례식장||128.9720298|35.0808644|일반장례식장|051-264-0444|부산광역시 사하구 장림번영로 59||직영||||||장림중앙장례식장|(장림동)|||91904
통영전문장례식장||128.4397142|34.8518643|일반장례식장|055-645-1233|경상남도 통영시 장대길 142||직영||||||통영전문장례식장|(정량동)|||91904
숭례관장례식장||128.4198244|34.8427585|일반장례식장|055-643-1024|경상남도 통영시 충렬로 8-5||직영||||||숭례관장례식장|(서호동)|||91904
주식회사구민장례식장||129.0398883|35.0930113|일반장례식장|051-416-0004|부산광역시 영도구 절영로 16||직영||||||주식회사구민장례식장|(대교동1가)|||91904
고흥봉황장례식장||127.296448|34.6062487|일반장례식장|061-833-4442|전라남도 고흥군 고흥읍 신호산장길 3||직영||||||고흥봉황장례식장|(호형리)|||91904
우주장례식장||127.2910076|34.604041|일반장례식장|061-832-4000|전라남도 고흥군 고흥읍 봉동주공길 56-16||직영||||||우주장례식장|(호형리)|||91904
관산중앙장례식장||126.9361849|34.5666729|일반장례식장|061-867-4400|전라남도 장흥군 관산읍 관산로 133||직영||||||관산중앙장례식장|(남송리)|||91904
해남장례식장||126.6230701|34.5667175|일반장례식장|061-534-4441|전라남도 해남군 해남읍 해남로 160-56||임대||||||해남장례식장|(신안리)|||91904
녹동농협/장례식장||127.1405607|34.525754|일반장례식장|061-840-7777|전라남도 고흥군 도양읍 거금로 80||직영||||||녹동농협 장례식장|(봉암리)|||91904
마량장례식장||126.817083|34.4595546|일반장례식장|061-434-1111|전라남도 강진군 마량면 청자로 2340||직영||||||마량장례식장|(마량리)|||91904
진도장례식장||126.2711344|34.4799867|일반장례식장|061-544-4744|전라남도 진도군 진도읍 진도대로 7207||직영||||||진도장례식장|(동외리)|||91904
진도군산림조합직영추모관장례식장||126.2659666|34.4783883|일반장례식장|061-543-4040|전라남도 진도군 진도읍 진도대로 7143-10||직영||||||진도군산림조합직영추모관장례식장|(쌍정리)|||91904
김녕농협/장례문화센터||126.7549655|33.5420087|일반장례식장|064-783-6511|제주특별자치도 제주시 구좌읍 김송로 102||직영||||||김녕농협 장례문화센터|(김녕리)|||91904
그랜드부민장례식장||126.5219174|33.4803205|일반장례식장|064-742-5000|제주특별자치도 제주시 연북로 378||직영||||||그랜드부민장례식장|(도남동)|||91904
삼봉장례식장||None|None|일반장례식장|063-261-4445|전라북도 완주군 삼례읍 과학로 466||직영||||||삼봉장례식장|(신탁리)|||91904
서안동농협장례식장||None|None|일반장례식장|054-854-9980|경상북도 안동시 풍산읍 본마을길 36-22||직영||||||서안동농협장례식장|(노리)|||91904
중앙장례식장||None|None|일반장례식장|041-558-4444|충청남도 천안시 동남구 대흥로 170||임대||||||중앙장례식장|(사직동)|||91904
속초우리장례식장||None|None|일반장례식장|033-633-4447|강원도 속초시 먹거리3길 11||임대||||||속초우리장례식장|(교동)|||91904
하늘정원장례식장||None|None|일반장례식장|033-575-4441|강원도 삼척시 강원남부로 4539||임대||||||하늘정원장례식장|(등봉동,인당장례식장)|||91904
사하구민장례식장||None|None|일반장례식장|051-715-4441|부산광역시 사하구 하신중앙로17번길 25||직영||||||사하구민장례식장|(장림동)|||91904
선산대국장례식장||None|None|일반장례식장|054-481-2929|경상북도 구미시 선산읍 선산대로 1269||임대||||||선산대국장례식장|(화조리)|||91904
중앙장례식장||None|None|일반장례식장|02-2234-4443|서울특별시 성동구 금호산길 41||직영||||||중앙장례식장|(금호동2가)|||91904
연세장례식장||None|None|일반장례식장|031-848-4545|경기도 의정부시 호국로 1342B101 , 102호 (의정부동) ||직영||||||연세장례식장||||91904
성인천장례식장||None|None|일반장례식장|032-891-4444|인천광역시 남구 석정로 6성인천장례식장 (숭의동 , 성인천한방병원) ||직영||||||성인천장례식장||||91904
김화장례문화원||None|None|일반장례식장|033-458-0010||강원도 철원군 서면 와수리 1413-2|직영||||||김화장례문화원||||91904
여주시민장례문화원||None|None|일반장례식장|031-882-1000|경기도 여주시 칠산길 28-8||직영||||||여주시민장례문화원|(상동)|||91904
정읍장례식장||None|None|일반장례식장|063-536-4441|전라북도 정읍시 고부면 영원로 222-15||직영||||||정읍장례식장|(만수리)|||91904
팔영장례식장||None|None|일반장례식장|061-833-4444|전라남도 고흥군 대서면 온동길 32-18||직영||||||팔영장례식장|(상남리,팔영장례식장)|||91904
운정장례식장||None|None|일반장례식장|031-957-4444|경기도 파주시 하늘채길 35||직영||||||운정장례식장|(하지석동)|||91904
해남군/산림조합장례식장||None|None|일반장례식장|061-532-4444|전라남도 해남군 해남읍 신안길 2-22||직영||||||해남군 산림조합장례식장|(고도리44-1)|||91904
동전주/장례문화원||None|None|일반장례식장|063-243-4444|전라북도 전주시 덕진구 금상길 59-6||임대||||||동전주 장례문화원|(금상동)|||91904
서해장례문화원||None|None|일반장례식장|032-933-4463|인천광역시 강화군 강화읍 중앙로74번길 10||직영||||||서해장례문화원|(남산리)|||91904
봉서추모공원장묘협동조합||126.76279|36.609618|일반장례식장|041-631-9944|충청남도 홍성군 금마면 금마로516번길 85||임대||||||봉서추모공원장묘협동조합|(봉서리,화장장)|||91904
청도전문장례식장||128.74757|35.65614|일반장례식장|054-371-5544|경상북도 청도군 청도읍 새마을로 1405||임대||||||청도전문장례식장|(송읍리)|||91904
고성장례식장화라주식회사||128.3028914|34.9768319|일반장례식장|055-672-5000|경상남도 고성군 고성읍 상정대로 390||직영||||||고성장례식장화라주식회사|(교사리)|||91904
노화장례문화센터||126.5765766|34.180052|일반장례식장|02-554-0444|전라남도 완도군 노화읍 노화로 789||직영||||||노화장례문화센터|(이포리)|||91904
양평/갈월장례식장||None|None|일반장례식장|031-774-6066|경기도 양평군 양평읍 충신로324번길 64||직영||||||양평 갈월장례식장|갈월장례식장 (창대리,갈월사)|||91904
금강산장례문화원||None|None|일반장례식장|031-534-4442|경기도 포천시 일동면 금강로 4641||직영||||||금강산장례문화원|(수입리)|||91904
대전갈마장례식장||None|None|일반장례식장|042-533-4400|대전광역시 서구 갈마로 45||임대||||||대전갈마장례식장|(갈마동)|||91904
남포보령장례식장||None|None|일반장례식장|041-932-0505|충청남도 보령시 남포면 보령남로 391||임대||||||남포보령장례식장|(옥동리)|||91904
신광천장례식장||None|None|일반장례식장|041-641-4466|충청남도 홍성군 은하면 충서로 93||직영||||||신광천장례식장|(장척리)|||91904
윤서병원장례식장||127.139283|37.6049128|일반장례식장|031-562-4444|경기도 구리시 건원대로99번길 123||임대||||||윤서병원장례식장|(인창동)|||91904
파주보람장례식장||126.7890617|37.7729373|일반장례식장|031-947-9444|경기도 파주시 월롱면 통일로 715-2||임대||||||파주보람장례식장|(영태리)|||91904
시흥장례원||126.7388355|37.3707325|일반장례식장|031-434-4114|경기도 시흥시 서해안로 586||직영||||||시흥장례원|(정왕동)|||91904
청기와장례식장||126.6492536|37.4775869|일반장례식장|032-583-4444|인천광역시 동구 방축로177번길 31||직영||||||청기와장례식장|(송림동)|||91904
인천연수장례식장||126.6788235|37.4167519|일반장례식장|032-819-1024|인천광역시 연수구 벚꽃로 122||직영||||||인천연수장례식장|(연수동)|||91904
인천시민장례식장||126.6453905|37.4642414|일반장례식장|032-889-4644|인천광역시 남구 석정로64번길 22||직영||||||인천시민장례식장|(숭의동)|||91904
문산장례식장||126.7885933|37.8582425|일반장례식장|031-954-4444|경기도 파주시 문산읍 통일로 1681-22||임대||||||문산장례식장|(문산리)|||91904
효원장례문화센타||127.0264703|37.2207098|일반장례식장|031-222-0999|경기도 화성시 정조로 107||직영||||||효원장례문화센타|(반정동)|||91904
송산장례문화원||126.7255044|37.2027282|일반장례식장|031-357-9800|경기도 화성시 송산면 화성로 284||직영||||||송산장례문화원|(육일리)|||91904
강화장례식장||126.4868667|37.7366528|일반장례식장|032-933-1024|인천광역시 강화군 강화읍 중앙로74번길 16||직영||||||강화장례식장|(남산리)|||91904
참사랑장례식장||126.4798508|37.723849|일반장례식장|032-932-4200|인천광역시 강화군 선원면 중앙로 271||직영||||||참사랑장례식장|(창리,참사랑장례식장)|||91904
제일장례식장||127.0664502|37.0894129|일반장례식장|031-611-1144|경기도 평택시 삼봉로 30||직영||||||제일장례식장|(독곡동)|||91904
중앙장례식장||127.0693031|37.0324937|일반장례식장|031-666-3400|경기도 평택시 경기대로 931||직영||||||중앙장례식장|(장당동)|||91904
한국장례문화원||127.6371628|37.2980237|일반장례식장|031-885-4400|경기도 여주시 여양로 388-13||임대||||||한국장례문화원|(오학동)|||91904
영화원장례식장||127.163111|37.016469|일반장례식장|031-6522-2100|경기도 안성시 원곡면 기업단지로 271||직영||||||영화원장례식장|(반제리)|||91904
신평장례식장||126.7626543|36.8858772|일반장례식장|041-363-4446|충청남도 당진시 신평면 말목길 22-33||임대||||||신평장례식장|(금천리)|||91904
홍천장례문화원||127.936486|37.727841|일반장례식장|033-434-7788|강원도 홍천군 홍천읍 설악로 2374||직영||||||홍천장례문화원|(와동리)|||91904
