##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@BBQ
BBQ|운정점|126.757387|37.735693|BBQ|031-946-1239|경기도 파주시 가람로51번길 16-33||||||||BBQ 운정점|1층|||80609
BBQ|가평현리점|127.346636|37.820436|BBQ|031-585-8295|경기도 가평군 조종면 현창로 68||||||||BBQ 가평현리점||||80609
BBQ|한강센트럴자이점|126.677149|37.635747|BBQ|031-983-9285|경기도 김포시 태장로 845||||||||BBQ 한강센트럴자이점|(장기동,한강센트럴자이1단지) 101호|||80609
BBQ|장기수변점|126.679652|37.641559|BBQ|031-983-9289|경기도 김포시 김포한강2로23번길 10||||||||BBQ 장기수변점|(장기동,라베니체마치에비뉴) 1층 121호 122호|||80609
BBQ|양평용문점|127.591841|37.484605|BBQ|031-773-9282|경기도 양평군 용문면 다문중앙1길 9-2||||||||BBQ 양평용문점|1층|||80609
BBQ|장기수변점2호점|126.678568|37.64197|BBQ|031-983-9289|경기도 김포시 김포한강2로 23번길 10||||||||BBQ 장기수변점2호점|B118호 (장기동,라베니체마치에비뉴1)|||80609
BBQ|파주금촌로데오점|126.76726|37.751987|BBQ|031-8071-0012|경기도 파주시 금빛로 24-9||||||||BBQ 파주금촌로데오점|(금촌동,조인원프라자2층 202호)|||80609
BBQ|김포운양행복점|126.682579|37.654152|BBQ|031-998-8212|경기도 김포시 김포한강11로 310||||||||BBQ 김포운양행복점|(운양동,승문리앤포레) 103호|||80609
BBQ|금촌점|126.774729|37.760111|BBQ|031-941-1989|경기도 파주시 금정16길 6||||||||BBQ 금촌점|(금촌동) 73-19|||80609
BBQ|SK이천하이닉스점|127.490102|37.252809|BBQ|031-632-9282|경기도 이천시 부발읍 경충대로 2102||||||||BBQ SK이천하이닉스점|101|||80609
BBQ|운정2점|126.739139|37.730643|BBQ|031-946-8255|경기도 파주시 청암로 14||||||||BBQ 운정2점|(목동동,산내마을8단지)|||80609
BBQ|김포장기점|126.671003|37.643678|BBQ|031-981-2277||경기 김포시 장기동 450~1200 1916-2|||||||BBQ 김포장기점||||80609
BBQ|금촌새말행운점|126.777297|37.769598|BBQ|031-943-6694|경기도 파주시 정담길 30||||||||BBQ 금촌새말행운점|106호 (아동동)|||80609
BBQ|양주은현점|127.023963|37.875053|BBQ|031-866-8292|경기도 양주시 은현면 은현로 69||||||||BBQ 양주은현점||||80609
BBQ|교하신도시점|126.7204|37.724621|BBQ|031-946-8592|경기도 파주시 책향기로 439||||||||BBQ 교하신도시점|(동패동,책향기마을동문굿모닝힐) 204호|||80609
BBQ|향남스타점|126.922889|37.131034|BBQ|031-8059-5409|경기도 화성시 향남읍 발안로 116||||||||BBQ 향남스타점|204 (중앙프라자)|||80609
BBQ|김포마산점|126.643575|37.637213|BBQ|031-987-9280|경기 김포시 마산동 김포한강8로 165||||||||BBQ 김포마산점|108호|||80609
BBQ|동두천송내점|127.053353|37.891384|BBQ|031-857-9282||경기 동두천시 지행동 719-3|||||||BBQ 동두천송내점|현대프라자 1층 107호|||80609
BBQ|김포학운점|126.627122|37.620039|BBQ|031-996-8299|경기도 김포시 양촌읍 황금로48번길 5-11||||||||BBQ 김포학운점||||80609
BBQ|향남부영점|126.921128|37.112347|BBQ|031-352-4545|경기도 화성시 향남읍 하길로 70||||||||BBQ 향남부영점|상가동 103호|||80609
BBQ|생연점|127.060427|37.900163|BBQ|031-864-9582|경기도 동두천시 생골로 24||||||||BBQ 생연점|(생연동) 104호|||80609
BBQ|포천중앙점|127.2035|37.898387|BBQ|031-535-0987||경기 포천시 신읍동 191-35|||||||BBQ 포천중앙점|37,38|||80609
BBQ|경기사강점|126.733203|37.21315|BBQ|031-356-5464|경기도 화성시 송산면 사강로 159||||||||BBQ 경기사강점|106호~107호|||80609
BBQ|김포구래점|126.626813|37.644236|BBQ|031-983-9280||경기 김포시 구래동 6883-11|||||||BBQ 김포구래점|애플상가 105호|||80609
BBQ|김포양곡행운점|126.626944|37.651896|BBQ|031-981-9918|경기도 김포시 양촌읍 양곡2로 5-6||||||||BBQ 김포양곡행운점||||80609
BBQ|송탄금호점|127.059019|37.071168|BBQ|031-665-6605|경기도 평택시 서정북로 87||||||||BBQ 송탄금호점|(서정동)|||80609
BBQ|평택서정점|127.061881|37.067955|BBQ|031-663-7535|경기도 평택시 특구로27번길 25||||||||BBQ 평택서정점|(서정동)|||80609
BBQ|파주LCD점|126.758238|37.810421|BBQ|031-942-1166||경기 파주시 탄현면 금승리 11|||||||BBQ 파주LCD점|102호|||80609
BBQ|파주LCD점(치킨앤비어)|126.756524|37.811764|BBQ|031-946-3282|경기도 파주시 월롱면 엘씨디로241번길 8-19||||||||BBQ 파주LCD점(치킨앤비어)|201호|||80609
BBQ|평택이충점|127.077114|37.058991|BBQ|031-611-3934|경기도 평택시 추담로 58-78||||||||BBQ 평택이충점|(장안동) 2동 2층 202호|||80609
BBQ|양성점|127.192957|37.059231|BBQ|031-673-5552||경기 안성시 양성면 동항리 369|||||||BBQ 양성점||||80609
BBQ|김포하성점|126.636049|37.718567|BBQ|031-985-9281|경기도 김포시 하성면 하성로 490||||||||BBQ 김포하성점||||80609
BBQ|선유리점|126.798616|37.86061|BBQ|031-953-8970|경기도 파주시 문산읍 사임당로 44||||||||BBQ 선유리점|선유프라자나동2호|||80609
BBQ|파주문산점|126.783644|37.858114|BBQ|031-952-1336|경기도 파주시 문산읍 독산로 41-1||||||||BBQ 파주문산점|1층|||80609
BBQ|김포마송점|126.601524|37.689485|BBQ|031-996-3131||경기 김포시 통진읍 서암리 714-43|||||||BBQ 김포마송점||||80609
BBQ|안성원곡점|127.128412|37.038959|BBQ|031-653-3048|경기도 안성시 원곡면 가천중앙3길 14||||||||BBQ 안성원곡점||||80609
BBQ|여주현암점|127.639467|37.307405|BBQ|031-885-8080|경기도 여주시 현암2길 10||||||||BBQ 여주현암점|(현암동) 1,2층|||80609
BBQ|김포대곶점|126.572899|37.649048|BBQ|031-987-1582|경기도 김포시 대곶면 율생로 83-20||||||||BBQ 김포대곶점|1층|||80609
BBQ|문산행복점|126.774941|37.86488|BBQ|031-953-9383|경기도 파주시 문산읍 당동1로 52||||||||BBQ 문산행복점||||80609
BBQ|여주스타점|127.635185|37.285405|BBQ|031-885-9282||경기도 여주군 여주읍 세종로 145-7|||||||BBQ 여주스타점||||80609
BBQ|가평점|127.511346|37.830892|BBQ|031-582-9289|경기도 가평군 가평읍 보납로6번길 5||||||||BBQ 가평점|(다솜어린이집) 1층|||80609
BBQ|대부도펜션타운점|126.623724|37.23333|BBQ|000000000000|경기도 안산시 단원구 참살이번영길 17||||||||BBQ 대부도펜션타운점|(선감동,1층일부)|||80609
BBQ|동아방송예술대점|127.353282|37.062338|BBQ|031-671-0045|경기도 안성시 삼죽면 동아예대길 47||||||||BBQ 동아방송예술대점|1층 (동아방송예술대학교)|||80609
BBQ|수원조암점|126.819208|37.085056|BBQ|031-351-9282||경기 화성시 우정읍 조암리 217-14|||||||BBQ 수원조암점||||80609
BBQ|여주대점|127.638519|37.267212|BBQ|031-884-4455||경기도 여주군 여주읍 세종로 351-6|||||||BBQ 여주대점||||80609
BBQ|양평청운점|127.70939|37.553506|BBQ|031-773-8909||경기 양평군 청운면 용두1리 717-7|||||||BBQ 양평청운점||||80609
BBQ|평택고덕태평점|127.034751|37.017797|BBQ|031-663-9289||경기 평택시 고덕면 궁리 72-1|||||||BBQ 평택고덕태평점|외 1필지|||80609
BBQ|평택동삭점|127.101296|37.012462|BBQ|031-655-5933|경기도 평택시 서재로 43||||||||BBQ 평택동삭점|(동삭동) 101호|||80609
BBQ|적성점|126.91853|37.954834|BBQ|031-958-2888||경기 파주시 적성면 마지리 46-6|||||||BBQ 적성점||||80609
BBQ|안산대부도점|126.587386|37.242103|BBQ|032-886-1166|경기도 안산시 단원구 대부중앙로 123||||||||BBQ 안산대부도점|(대부동동) 1층일부|||80609
BBQ|피싱조이안성점(특화)|127.260025|37.016593|BBQ|01033329798|경기도 안성시 남파로 89||||||||BBQ 피싱조이안성점(특화)|3동 2층 (당왕동)|||80609
BBQ|안성금산점|127.266911|37.014473|BBQ|031-677-9292||경기 안성시 금산동 81-2|||||||BBQ 안성금산점|주은아파트상가 b-103|||80609
BBQ|평택세교점|127.080286|37.000127|BBQ|031-657-8295||경기 평택시 세교동 567-16|||||||BBQ 평택세교점||||80609
BBQ|안성공도점|127.170504|37.001178|BBQ|031-652-0468|경기도 안성시 공도읍 공도3로 16||||||||BBQ 안성공도점|101|||80609
BBQ|포천일동점|127.317553|37.957965|BBQ|031-532-9281||경기 포천시 일동면 기산리 91-151|||||||BBQ 포천일동점||||80609
BBQ|김포월곶점|126.556365|37.71643|BBQ|031-981-1692|경기도 김포시 월곶면 애기봉로 16||||||||BBQ 김포월곶점||||80609
BBQ|평택용이점|127.139147|36.995071|BBQ|031-618-9282||경기 평택시 용이동 464-6|||||||BBQ 평택용이점|101호|||80609
BBQ|평택용죽지구점|127.129358|36.994423|BBQ|031-656-9282|경기도 평택시 용죽6길 5-122||||||||BBQ 평택용죽지구점|1층 (용이동)|||80609
BBQ|안성점|127.262549|37.00766|BBQ|031-675-8008||경기 안성시 아양동 300-1|||||||BBQ 안성점|아양주공상가 103호|||80609
BBQ|평택비전점|127.112515|36.990847|BBQ|031-618-7717|경기도 평택시 평남로 692||||||||BBQ 평택비전점|1층 (비전동)|||80609
BBQ|공도청설점|127.141248|36.991112|BBQ|031-658-3310|경기도 안성시 공도읍 진건중길 45||||||||BBQ 공도청설점|110호|||80609
BBQ|제부도점|126.617335|37.172092|BBQ|00000000000|경기도 화성시 서신면 해안길 344||||||||BBQ 제부도점|1층|||80609
BBQ|안중점|126.915925|36.986099|BBQ|031-683-4455|경기도 평택시 안중읍 안현로서9길 161||||||||BBQ 안중점|102 (정동빌딩)|||80609
BBQ|평택팽성점|127.059108|36.963546|BBQ|031-691-9191|경기도 평택시 팽성읍 부용로 31||||||||BBQ 평택팽성점|1층 101호 (국제빌딩)|||80609
BBQ|전곡점|127.069042|38.025009|BBQ|031-832-1202||경기 연천군 전곡읍 전곡리 468-4|||||||BBQ 전곡점||||80609
BBQ|평택포승점|126.851687|36.989596|BBQ|031-682-4750|경기도 평택시 포승읍 포승공단순환로 403||||||||BBQ 평택포승점|삼부르네상스1단지아파트 상가-110|||80609
BBQ|장호원행복점|127.629032|37.118082|BBQ|031-641-9282|경기도 이천시 장호원읍 샘재로147번길 7||||||||BBQ 장호원행복점||||80609
BBQ|포천이동점|127.366892|38.035366|BBQ|031-531-9202||경기 포천시 이동면 장암리 510-1|||||||BBQ 포천이동점||||80609
BBQ|포천운천점|127.273593|38.090995|BBQ|031-535-9990|경기도 포천시 영북면 운천로9번길 5||||||||BBQ 포천운천점|1층|||80609
BBQ|대광점|127.106465|38.184779|BBQ|031-834-4282||경기 연천군 신서면 도신리 290-26|||||||BBQ 대광점||||80609
BBQ|경남거창점|127.915083|35.689172|BBQ|055-944-9891||경남 거창군 거창읍 중앙리 1~335 334-4|||||||BBQ 경남거창점||||80609
BBQ|경남안의점1|127.810881|35.628213|BBQ|055-963-0666||경남 함양군 안의면 당본리 21-1|||||||BBQ 경남안의점1||||80609
BBQ|경남함양점|127.726849|35.518039|BBQ|055-963-9777||경남 함양군 함양읍 용평리 720-15|||||||BBQ 경남함양점||||80609
BBQ|경남합천점|128.161376|35.56618|BBQ|055-932-9282|경상남도 합천군 합천읍 충효로3길 3||||||||BBQ 경남합천점|2층|||80609
BBQ|경남산청점|127.874725|35.414053|BBQ|055-973-8997|경상남도 산청군 산청읍 웅석봉로 38-1||||||||BBQ 경남산청점||||80609
BBQ|경남창녕점|128.499903|35.538693|BBQ|055-533-1472||경남 창녕군 창녕읍 교하리 46-2|||||||BBQ 경남창녕점||||80609
BBQ|경남원지점|127.970561|35.301851|BBQ|055-973-1555||경남 산청군 신안면 하정리 929-2|||||||BBQ 경남원지점||||80609
BBQ|부산밀양삼문점|128.752079|35.480911|BBQ|055-352-9909||경남 밀양시 삼문동 552-1|||||||BBQ 부산밀양삼문점|제일훼미리상가 107호|||80609
BBQ|진주상봉점|128.06916|35.199719|BBQ|055-747-1055||경남 진주시 상봉동 802-1|||||||BBQ 진주상봉점||||80609
BBQ|경남금산점|128.142118|35.214141|BBQ|055-762-6077||경남 진주시 금산면 중천리 408-4|||||||BBQ 경남금산점||||80609
BBQ|진주이현점|128.063998|35.185516|BBQ|055-746-2747||경남 진주시 이현동 102-19|||||||BBQ 진주이현점||||80609
BBQ|진주망경점|128.083671|35.182285|BBQ|055-762-5882||경남 진주시 망경동 69-54|||||||BBQ 진주망경점||||80609
BBQ|진주칠암점|128.094514|35.178004|BBQ|055-755-9282|경남 진주시 칠암동 동진로 20번길 25||||||||BBQ 진주칠암점||||80609
BBQ|경남함안점|128.404142|35.278233|BBQ|055-582-5423||경남 함안군 가야읍 말산리 487-5|||||||BBQ 경남함안점||||80609
BBQ|경남칠원점|128.517408|35.307394|BBQ|055-587-9279||경남 함안군 칠원면 용산리 39-2|||||||BBQ 경남칠원점||||80609
BBQ|진주문산점|128.162466|35.168034|BBQ|055-762-8844|경남 진주시 문산읍 월아산로 1083||||||||BBQ 진주문산점|1층|||80609
BBQ|밀양수산점|128.70766|35.374438|BBQ|055-391-0606||경남 밀양시 하남읍 수산리 814-62|||||||BBQ 밀양수산점||||80609
BBQ|경남하동점|127.750593|35.068795|BBQ|055-883-1525|경상남도 하동군 하동읍 경서대로 156||||||||BBQ 경남하동점||||80609
BBQ|마산호계점|128.523091|35.266094|BBQ|055-231-3567||경남 마산시 내서읍 호계리 72-1|||||||BBQ 마산호계점|지팝프라자106호 107|||80609
BBQ|진주일반성점|128.279769|35.169531|BBQ|055-754-6547||경남 진주시 일반성면 창촌리 645-5|||||||BBQ 진주일반성점||||80609
BBQ|마산삼계점|128.501818|35.233228|BBQ|055-231-5001||경남 마산시 내서읍 삼계리 21|||||||BBQ 마산삼계점|현대아파트상가102,103호|||80609
BBQ|마산구암점|128.596438|35.254801|BBQ|055-292-5592||경남 창원시 마산회원구 구암동 19-35|||||||BBQ 마산구암점||||80609
BBQ|경남진교점|127.902049|35.029544|BBQ|055-883-9290||경남 하동군 진교면 진교리 426-77|||||||BBQ 경남진교점||||80609
BBQ|경남진영2점|128.733332|35.304724|BBQ|055-343-5588||경남 김해시 진영읍 여래리 700-187|||||||BBQ 경남진영2점||||80609
BBQ|부산통도환타지아점|129.083767|35.494374|BBQ|055-372-2887||경남 양산시 하북면 순지리 812-7|||||||BBQ 부산통도환타지아점||||80609
BBQ|창원반송점|128.670161|35.235584|BBQ|055-285-1238|경남 창원시 성산구 반송로 181||||||||BBQ 창원반송점|2층 208호 BBQ창원반송점|||80609
BBQ|창원신촌점|128.62856|35.202257|BBQ|055-286-1400||경남 창원시 신촌동 22-1|||||||BBQ 창원신촌점|양곡상가 가동 101-2호|||80609
BBQ|석계모아점|129.063518|35.418994|BBQ|055-374-8592||경남 양산시 상북면 석계리 34-43|||||||BBQ 석계모아점||||80609
BBQ|창원사파점|128.694444|35.223079|BBQ|055-262-5579||경남 창원시 사파동 137-1|||||||BBQ 창원사파점|1층|||80609
BBQ|창원상남점|128.688651|35.214811|BBQ|055-266-9204||경남 창원시 상남동 49-1|||||||BBQ 창원상남점|명성상가 102|||80609
BBQ|양산어곡점|129.027341|35.381297|BBQ|055-385-4949||경남 양산시 어곡동 9-3|||||||BBQ 양산어곡점|로얄빌상가 지하105호|||80609
BBQ|창원대방점|128.706237|35.214844|BBQ|055-262-3207||경남 창원시 성산구 대방동 331~360 355|||||||BBQ 창원대방점|성원3차상가1층131호|||80609
BBQ|양산신도시점|129.029156|35.338773|BBQ|055-366-3003||경남 양산시 중부동 689-1|||||||BBQ 양산신도시점|골든글로리 상가|||80609
BBQ|김해외동점|128.859489|35.233123|BBQ|055-329-9292||경남 김해시 외동 1187-13|||||||BBQ 김해외동점||||80609
BBQ|진해이동점|128.699798|35.155821|BBQ|055-545-6549||경남 진해시 석동 GS자이아파트 상가 501-104|||||||BBQ 진해이동점||||80609
BBQ|김해장유점|128.803719|35.202742|BBQ|055-328-6328||경남 김해시 장유면 부곡리 805-4|||||||BBQ 김해장유점|104호|||80609
BBQ|김해삼문점|128.794046|35.197353|BBQ|055-313-9282||경남 김해시 장유면 삼문리 대동피렌체상가 |||||||BBQ 김해삼문점||||80609
BBQ|김해대성점|128.878983|35.238626|BBQ|055-338-9288||경남 김해시 대성동 148-3|||||||BBQ 김해대성점||||80609
BBQ|양산평산점|129.145215|35.382066|BBQ|055-364-9632||경남 양산시 평산동 496-3|||||||BBQ 양산평산점||||80609
BBQ|김해어방점|128.899841|35.240023|BBQ|055-327-5995||경남 김해시 어방동 503-6|||||||BBQ 김해어방점||||80609
BBQ|김해관동점|128.7906|35.17713|BBQ|055-313-9285||경남 김해시 관동동 444-4|||||||BBQ 김해관동점|중원프라자 104호|||80609
BBQ|진해풍호점|128.704575|35.134438|BBQ|055-551-9245||경남 창원시 진해구 풍호동 305-8|||||||BBQ 진해풍호점|마린푸르지오 상가동 106호|||80609
BBQ|경남고성점|128.315207|34.976758|BBQ|055-673-0636||경남 고성군 고성읍 서외리 224-6|||||||BBQ 경남고성점|상우궁전빌라 101|||80609
BBQ|통영큐즈점|128.426319|34.858874|BBQ|055-646-8592||경남 통영시 무전동 1032-1|||||||BBQ 통영큐즈점||||80609
BBQ|남해미조점|128.047159|34.711771|BBQ|055-867-1280||경남 남해군 미조면 미조리 100-1|||||||BBQ 남해미조점||||80609
BBQ|거제고현점|128.626419|34.877099|BBQ|055-637-5592||경남 거제시 고현동 1035-6|||||||BBQ 거제고현점||||80609
BBQ|거제상동점|128.633663|34.860348|BBQ|055-632-8288||경남 거제시 상동동 931-18|||||||BBQ 거제상동점|상가동 102호|||80609
BBQ|문경점|128.109494|36.735101|BBQ|054-571-1020||경북 문경시 문경읍 하리 63-2|||||||BBQ 문경점||||80609
BBQ|모전대박점|128.182758|36.586265|BBQ|054-556-9982||경북 문경시 모전동 873-6|||||||BBQ 모전대박점||||80609
BBQ|경북예천점|128.455534|36.6526|BBQ|054-655-1155|경상북도 예천군 예천읍 중앙로 74||||||||BBQ 경북예천점|(예천성인콜라텍)|||80609
BBQ|경북영주가흥점|128.605538|36.814063|BBQ|054-631-9283|경상북도 영주시 대학로 207||||||||BBQ 경북영주가흥점|(가흥동) 101호|||80609
BBQ|경북영주점|128.618418|36.822684|BBQ|054-638-9877|경상북도 영주시 선비로 206-1||||||||BBQ 경북영주점|(영주동,호산나음악학원) bbq올리브카페|||80609
BBQ|경북영주휴천점|128.629903|36.80579|BBQ|054-633-7440||경북 영주시 조암동 1187-35|||||||BBQ 경북영주휴천점||||80609
BBQ|경북신도청점|128.479772|36.577217|BBQ|054-654-9285|경상북도 예천군 호명면 양지4길 4||||||||BBQ 경북신도청점||||80609
BBQ|경북봉화점|128.739522|36.889867|BBQ|054-674-1192|경상북도 봉화군 내성로1길 47||||||||BBQ 경북봉화점||||80609
BBQ|봉화점|128.740919|36.89048|BBQ|054-673-7123||경북 봉화군 봉화읍 내성리 272-4|||||||BBQ 봉화점||||80609
BBQ|안동옥동송현점|128.699565|36.560338|BBQ|054-843-9994||경북 안동시 옥동 789-13|||||||BBQ 안동옥동송현점||||80609
BBQ|구미원호점|128.331223|36.146913|BBQ|054-443-7077||경북 구미시 도량동 707-8|||||||BBQ 구미원호점|101호|||80609
BBQ|원평스타점|128.326792|36.128944|BBQ|054-455-4770||경북 구미시 원평동 77-60|||||||BBQ 원평스타점|청산빌라 103호|||80609
BBQ|형곡행복점|128.334028|36.111349|BBQ|054-458-9992||경북 구미시 형곡동 151-7|||||||BBQ 형곡행복점|대림베스트빌 301동 105호|||80609
BBQ|구미신평점|128.361958|36.122218|BBQ|054-465-2120||경북 구미시 신평동 150-49|||||||BBQ 구미신평점||||80609
BBQ|의성행복점|128.696688|36.351774|BBQ|054-832-9288|경북 의성군 의성읍 중앙길 84||||||||BBQ 의성행복점||||80609
BBQ|구미옥계사랑점|128.431763|36.137732|BBQ|054-475-9494||경북 구미시 옥계동 4공단 18-3|||||||BBQ 구미옥계사랑점|6블럭 현진에버빌단지내상가1층 104|||80609
BBQ|상모사곡점|128.356452|36.083957|BBQ|0544644449||경북 구미시 상모동 신세계타운2단지 901-105|||||||BBQ 상모사곡점||||80609
BBQ|경북북삼로뎀점|128.34523|36.069731|BBQ|054-975-5887|경상북도 칠곡군 북삼읍 북삼로 11길 8||||||||BBQ 경북북삼로뎀점||||80609
BBQ|구미진평점|128.424528|36.098299|BBQ|054-472-2001||경북 구미시 진평동 17-6|||||||BBQ 구미진평점|청우빌 102|||80609
BBQ|경북성주가천점|128.166123|35.88456|BBQ|054-932-4777||경북 성주군 가천면 창천리 518-1|||||||BBQ 경북성주가천점||||80609
BBQ|한화리조트(주)백암|129.338131|36.722938|BBQ|054-787-7001||경북 울진군 온정면 소태리 1438|||||||BBQ 한화리조트(주)백암||||80609
BBQ|경북고령점|128.267543|35.729931|BBQ|054-956-5599||경북 고령군 고령읍 쾌빈리 483-1|||||||BBQ 경북고령점||||80609
BBQ|영천시청점|128.938677|35.97193|BBQ|054-338-9282||경북 영천시 문외동 40-1|||||||BBQ 영천시청점||||80609
BBQ|경산옥산1점|128.723005|35.822997|BBQ|053-811-3011||경북 경산시 옥산동 865|||||||BBQ 경산옥산1점||||80609
BBQ|경산사동점|128.760618|35.814517|BBQ|053-818-9282||경북 경산시 사동 652-8|||||||BBQ 경산사동점||||80609
BBQ|포항창포점|129.368444|36.062261|BBQ|054-246-5771||경북 포항시 북구 창포동 627|||||||BBQ 포항창포점||||80609
BBQ|포항대이점|129.33846|36.02673|BBQ|054-278-0448|경북 포항시 남구 대이로127번길 18-5||||||||BBQ 포항대이점|1층 (이동)|||80609
BBQ|경주황성점|129.216885|35.86735|BBQ|054-771-4802||경북 경주시 황성동 277-4|||||||BBQ 경주황성점||||80609
BBQ|경주동천점|129.226484|35.852895|BBQ|054-775-6119||경북 경주시 동천동 817-3|||||||BBQ 경주동천점||||80609
BBQ|오천중앙점|129.41215|35.975713|BBQ|054-292-6399||경북 포항시 남구 오천읍 용덕리 350-1|||||||BBQ 오천중앙점||||80609
BBQ|경주보문점(Cafe특화)|129.281425|35.847256|BBQ|054-745-3439||경북 경주시 신평동 611-6|||||||BBQ 경주보문점(Cafe특화)||||80609
BBQ|포항해병대점(특화)|129.43061|35.971348|BBQ|00000000000||경북 포항시 남구 오천읍 세계리 산62-5|||||||BBQ 포항해병대점(특화)||||80609
BBQ|캠프포항항훈련소점|129.458701|35.907346|BBQ|123456789||경북 포항시 남구 장기면 방산리 캠프포항항훈련소 |||||||BBQ 캠프포항항훈련소점||||80609
BBQ|경주불국사점|129.3268|35.786153|BBQ|054-746-7988||경북 경주시 진현동 611-114|||||||BBQ 경주불국사점||||80609
BBQ|구룡포점|129.555037|35.99113|BBQ|054-281-0113||경북 포항시 남구 구룡포읍 구룡포리 704-9|||||||BBQ 구룡포점||||80609
BBQ|경주외동점|129.325591|35.71465|BBQ|054-776-6278||경북 경주시 외동읍 입실1리 1016-8|||||||BBQ 경주외동점||||80609
BBQ|합천가야점|128.139079|35.761003|BBQ|055-931-7721|경상남도 합천군 가야면 가야시장로 74||||||||BBQ 합천가야점||||80609
BBQ|남지점|128.477475|35.38864|BBQ|055-521-9229|경상남도 창녕군 남지읍 낙동로 486||||||||BBQ 남지점|103|||80609
BBQ|밀양내이점|128.747365|35.495452|BBQ|055-355-9982|경상남도 밀양시 백민로 31-2||||||||BBQ 밀양내이점|(내이동) 1층|||80609
BBQ|진주초전점|128.114805|35.209483|BBQ|055-741-9280|경상남도 진주시 초전북로61번길 6-5||||||||BBQ 진주초전점|(초전동) 1층|||80609
BBQ|함안군북점|128.346783|35.263142|BBQ|055-584-9595|경상남도 함안군 군북면 중암10길 20||||||||BBQ 함안군북점||||80609
BBQ|진주하대점|128.122097|35.187138|BBQ|055-758-9233|경상남도 진주시 도동로 189||||||||BBQ 진주하대점||||80609
BBQ|진주평거점|128.049854|35.165456|BBQ|055-742-9201~2|경상남도 진주시 새평거로 30||||||||BBQ 진주평거점|(평거동,엠코타운 더프라하)|||80609
BBQ|진주상평점|128.112061|35.179224|BBQ|055-759-4993|경상남도 진주시 돗골로123번길 4||||||||BBQ 진주상평점|(상대동)|||80609
BBQ|창원북면점|128.598717|35.306026|BBQ|055-298-9279|경상남도 창원시 의창구 북면 천주로577번길 25||||||||BBQ 창원북면점|106 (1층)|||80609
BBQ|진주정촌점|128.101869|35.124723|BBQ|010-8469-4455|경상남도 진주시 정촌면 화개천로 80||||||||BBQ 진주정촌점|1층|||80609
BBQ|사천점|128.08451|35.082053|BBQ|055-855-8587|경상남도 사천시 사천읍 역사동길 41||||||||BBQ 사천점||||80609
BBQ|창원팔용점|128.613579|35.254472|BBQ|055-255-9915|경상남도 창원시 의창구 사화로 62||||||||BBQ 창원팔용점|(팔용동) 1층|||80609
BBQ|창원도계점|128.637151|35.25865|BBQ|055-277-7811|경상남도 창원시 의창구 도계로60번길 7||||||||BBQ 창원도계점|(도계동,BBQ 창원도계점)|||80609
BBQ|마산석전점|128.571676|35.22631|BBQ|055-298-9282|경상남도 창원시 마산회원구 석전남8길 72||||||||BBQ 마산석전점||||80609
BBQ|마산양덕점|128.582871|35.229493|BBQ|055-251-9255|경상남도 창원시 마산회원구 산호천동길 94||||||||BBQ 마산양덕점|(양덕동,주택)|||80609
BBQ|창원NC파크점(레몬)|128.579577|35.221982|BBQ|055-713-9292|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ 창원NC파크점(레몬)|창원NC파크마산구장내 상가 지상3층 (양덕동)|||80609
BBQ|창원NC파크2점(레몬)|128.579577|35.221982|BBQ|055-713-9292|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ 창원NC파크2점(레몬)|창원NC파크마산구장내 지상1층 (양덕동)|||80609
BBQ|창원NC파크3점(레몬)|128.579577|35.221982|BBQ|055-713-9292|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ 창원NC파크3점(레몬)|창원NC파크마산구장 지상1층 4번 게이트입구 115블럭뒤편호 (양덕동)|||80609
BBQ|창원NC파크4점(레몬)|128.579577|35.221982|BBQ|055-713-9292|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ 창원NC파크4점(레몬)|창원NC파크마산구장 207-208 블럭사이 지상2층 (양덕동)|||80609
BBQ|NC야구장(특화)|128.579599|35.221954|BBQ|010-4593-561|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ NC야구장(특화)|(양덕동,마산종합운동장) 지상1층 구내식당 앞|||80609
BBQ|NC야구장/2호점|128.579599|35.221954|BBQ|010-4593-561|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ NC야구장/2호점|(양덕동,마산종합운동장) 지상1층 1루|||80609
BBQ|NC야구장/3호점|128.579599|35.221954|BBQ|010-4593-561|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ NC야구장/3호점|(양덕동,마산종합운동장) 지상1층 3루|||80609
BBQ|NC야구장/4호점|128.579599|35.221954|BBQ|010-4593-561|경상남도 창원시 마산회원구 삼호로 63||||||||BBQ NC야구장/4호점|(양덕동,마산종합운동장) 지상1층 외야석|||80609
BBQ|사천사남점|128.075919|35.054077|BBQ|055-854-9282|경상남도 사천시 사남면 진삼로 1126||||||||BBQ 사천사남점||||80609
BBQ|마산창동점|128.571304|35.199819|BBQ|055-246-1500|경상남도 창원시 마산합포구 동서동3길 39||||||||BBQ 마산창동점|(신포동1가,새롬미리내아파트)|||80609
