##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@미니스톱
미니스톱|안산영인점|||미니스톱|1577-9621|경기 안산시 상록구 수암2길 24||||||||미니스톱 안산영인점|1층|||90706
미니스톱|추팔산업센터점|||미니스톱|1577-9621|경기 평택시 팽성읍 추팔산단로 107||소프트크림||||||미니스톱 추팔산업센터점||||90706
미니스톱|안성대림동산점|||미니스톱|1577-9621|경기 안성시 공도읍 가족공원길 46||||||||미니스톱 안성대림동산점||||90706
미니스톱|마석송라점|||미니스톱|1577-9621|경기 남양주시 화도읍 마석로45번길 37||||||||미니스톱 마석송라점||||90706
미니스톱|봉담마하점|||미니스톱|1577-9621|경기 화성시 봉담읍 시청로 1519||||||||미니스톱 봉담마하점||||90706
미니스톱|평택점촌점|||미니스톱|1577-9621|경기 평택시 점촌로 25||||||||미니스톱 평택점촌점||||90706
미니스톱|호평루첸점|||미니스톱|1577-9621|경기 남양주시 천마산로 25||소프트크림||||||미니스톱 호평루첸점|호평동대명루첸아파트 상가동 109호,110호|||90706
미니스톱|남양주수동점|||미니스톱|1577-9621|경기 남양주시 수동면 남가로 1817||||||||미니스톱 남양주수동점||||90706
미니스톱|청평청구점|||미니스톱|1577-9621|경기 가평군 청평면 경춘로 819-21||소프트크림||||||미니스톱 청평청구점||||90706
미니스톱|율전스카이점|||미니스톱|1577-9621|경기 수원시 장안구 율전로107번길 27||소프트크림||||||미니스톱 율전스카이점||||90706
미니스톱|시흥제일점|||미니스톱|1577-9621|경기 시흥시 정왕천로375번길 4-11||||||||미니스톱 시흥제일점|1층|||90706
미니스톱|평택물류단지점|||미니스톱|1577-9621|경기 평택시 도일유통길 21-1||||||||미니스톱 평택물류단지점||||90706
미니스톱|월피센터점|||미니스톱|1577-9621|경기 안산시 상록구 예술광장로 7||소프트크림||||||미니스톱 월피센터점|101호|||90706
미니스톱|양주상수점|||미니스톱|1577-9621|경기 양주시 남면 운하로 4||||||||미니스톱 양주상수점||||90706
미니스톱|세류중앙점|||미니스톱|1577-9621|경기 수원시 권선구 정조로 523||||||||미니스톱 세류중앙점||||90706
미니스톱|수지신봉점|||미니스톱|1577-9621|경기 용인시 수지구 신봉2로 60||소프트크림||||||미니스톱 수지신봉점|웰스토시티앤애비뉴 2동 B116호|||90706
미니스톱|오남아이파크점|||미니스톱|1577-9621|경기 남양주시 오남읍 진건오남로 781-70||||||||미니스톱 오남아이파크점||||90706
미니스톱|수원능실점|||미니스톱|1577-9621|경기 수원시 권선구 호매실로166번길 63||||||||미니스톱 수원능실점|101호,102호|||90706
미니스톱|산남본점|||미니스톱|1577-9621|경기 파주시 산남로 177||||||||미니스톱 산남본점||||90706
미니스톱|와동스타점|||미니스톱|1577-9621|경기 안산시 단원구 와동로 42||소프트크림||||||미니스톱 와동스타점||||90706
미니스톱|안산송호점|||미니스톱|1577-9621|경기 안산시 상록구 송호1길 53||소프트크림||||||미니스톱 안산송호점||||90706
미니스톱|동두천건영점|||미니스톱|1577-9621|경기 동두천시 강변로296번길 20||소프트크림||||||미니스톱 동두천건영점||||90706
미니스톱|평택효성점|||미니스톱|1577-9621|경기 평택시 평남로 865||소프트크림||||||미니스톱 평택효성점|효성백년가약@ 제2 상가동 103,104|||90706
미니스톱|봉담센터점|||미니스톱|1577-9621|경기 화성시 봉담읍 동화길 93-6||소프트크림||||||미니스톱 봉담센터점|제1층 제 104,105호|||90706
미니스톱|원종스타점|||미니스톱|1577-9621|경기 부천시 원종로 10||소프트크림||||||미니스톱 원종스타점|1층|||90706
미니스톱|사강터미널점|||미니스톱|1577-9621|경기 화성시 송산면 송산포도로 104||소프트크림||||||미니스톱 사강터미널점||||90706
미니스톱|파주수자인점|||미니스톱|1577-9621|경기 파주시 문산읍 당동1로 52||||||||미니스톱 파주수자인점|B동상가 101호,102호 (일부)|||90706
미니스톱|김포시청점|||미니스톱|1577-9621|경기 김포시 사우중로11번길 20||||||||미니스톱 김포시청점||||90706
미니스톱|식사블루밍점|||미니스톱|1577-9621|경기 고양시 일산동구 위시티3로 73||소프트크림||||||미니스톱 식사블루밍점|1층|||90706
미니스톱|포천내촌점|||미니스톱|1577-9621|경기 포천시 내촌면 금강로 2482||||||||미니스톱 포천내촌점||||90706
미니스톱|일산웨스턴점|||미니스톱|1577-9621|경기 고양시 일산동구 정발산로 23||소프트크림||||||미니스톱 일산웨스턴점|102호,103호|||90706
미니스톱|안산황금점|||미니스톱|1577-9621|경기 안산시 단원구 보화로 10||소프트크림||||||미니스톱 안산황금점||||90706
미니스톱|진접해밀점|||미니스톱|1577-9621|경기 남양주시 진접읍 해밀예당3로 60||소프트크림||||||미니스톱 진접해밀점||||90706
미니스톱|덕정주공점|||미니스톱|1577-9621|경기 양주시 고암길 305-44||소프트크림||||||미니스톱 덕정주공점|청담마을 상가동 102,103,104호|||90706
미니스톱|영통아셈점|||미니스톱|031-204-0357|경기 수원시 영통구 청명남로 21||소프트크림||||||미니스톱 영통아셈점||||90706
미니스톱|서정주공점|||미니스톱|1577-9621|경기 평택시 서정남로 183||소프트크림||||||미니스톱 서정주공점||||90706
미니스톱|민락행복점|||미니스톱|031-852-0626|경기도 의정부시 용현로160번길 20||소프트크림||||||미니스톱 민락행복점||||90706
미니스톱|일산주엽점|||미니스톱|1577-9621|경기 고양시 일산서구 중앙로 1376||소프트크림||||||미니스톱 일산주엽점|(주엽동)|||90706
미니스톱|군포금정점|||미니스톱|031-427-1386|경기 군포시 금정로18번길 2||소프트크림||||||미니스톱 군포금정점||||90706
미니스톱|의정부용현점|||미니스톱|1577-9621|경기도 의정부시 오목로 24||소프트크림||||||미니스톱 의정부용현점||||90706
미니스톱|우만현대점|||미니스톱|1577-9621|경기도 수원시 팔달구 권광로 358||소프트크림||||||미니스톱 우만현대점||||90706
미니스톱|신흥승리점|||미니스톱|031-732-7147|경기 성남시 수정구 공원로 339||소프트크림||||||미니스톱 신흥승리점||||90706
미니스톱|동탄뷰파크점|||미니스톱|1577-9621|경기 화성시 동탄원천로 382-37||소프트크림||||||미니스톱 동탄뷰파크점|상가2동 102,103호|||90706
미니스톱|김포원산점|||미니스톱|031-996-4799|경기 김포시 하성면 월하로 633||소프트크림||||||미니스톱 김포원산점||||90706
미니스톱|송탄장안점|||미니스톱|1577-9621|경기 평택시 추담로 58-78||소프트크림||||||미니스톱 송탄장안점|코오롱하늘채 단지내상가 2-100|||90706
미니스톱|의정부민락점|||미니스톱|031-853-7889|경기 의정부시 용현로132번길 18||소프트크림||||||미니스톱 의정부민락점||||90706
미니스톱|성남은행점|||미니스톱|031-747-0252|경기 성남시 중원구 은행로 1||소프트크림||||||미니스톱 성남은행점||||90706
미니스톱|운정주공점|||미니스톱|031-949-1455|경기 파주시 운정로 20||소프트크림||||||미니스톱 운정주공점|파주시 와동동 가람마을 5단지 상가동 101,102호|||90706
미니스톱|오산가화점|||미니스톱|1577-9621|경기 오산시 궐동로 77||소프트크림||||||미니스톱 오산가화점||||90706
미니스톱|양곡휴먼시아점|||미니스톱|1577-9621|경기 김포시 김포한강8로 331||소프트크림||||||미니스톱 양곡휴먼시아점|상가2동 104호,105호|||90706
미니스톱|파주문발점|||미니스톱|1577-9621|경기 파주시 지목로 41||소프트크림||||||미니스톱 파주문발점||||90706
미니스톱|성남운동장점|||미니스톱|1577-9621|경기 성남시 중원구 광명로 56||소프트크림||||||미니스톱 성남운동장점|(성남동 2293)|||90706
미니스톱|일산백석점|||미니스톱|031-907-4150|경기 고양시 일산동구 강송로 119||소프트크림||||||미니스톱 일산백석점||||90706
미니스톱|화성사강점|||미니스톱|031-356-8106|경기도 화성시 송산면 사강시장길 52||소프트크림||||||미니스톱 화성사강점||||90706
미니스톱|소사점|||미니스톱|032-345-1660|경기 부천시 은성로 86||소프트크림||||||미니스톱 소사점||||90706
미니스톱|오산대림점|||미니스톱|1577-9621|경기 오산시 오산로132번길 8||소프트크림||||||미니스톱 오산대림점|상가동 104호|||90706
미니스톱|원흥주공점|||미니스톱|1577-9621|경기도 고양시 덕양구 도래울로 16||소프트크림||||||미니스톱 원흥주공점|LH도래울마을6단지 101|||90706
미니스톱|가운주공점|||미니스톱|1577-9621|경기 남양주시 가운로2길 28||소프트크림||||||미니스톱 가운주공점||||90706
미니스톱|구리주공점|||미니스톱|031-551-9789|경기 구리시 건원대로76번길 77||소프트크림||||||미니스톱 구리주공점|101호|||90706
미니스톱|영통센타점|||미니스톱|1577-9621|경기 수원시 영통구 반달로7번길 6||소프트크림||||||미니스톱 영통센타점||||90706
미니스톱|매탄매화점|||미니스톱|1577-9621|경기 수원시 영통구 매여울로53번길 77||소프트크림||||||미니스톱 매탄매화점||||90706
미니스톱|양주율정점|||미니스톱|1577-9621|경기 양주시 옥정동로 162||소프트크림||||||미니스톱 양주율정점|율정마을주공 13단지 상가동 1층|||90706
미니스톱|기아복지관점|||미니스톱|031-351-5089|경기 화성시 우정읍 기아자동차로 559||소프트크림||||||미니스톱 기아복지관점||||90706
미니스톱|소사본점|||미니스톱|032-347-8676|경기 부천시 소사로102번길 66||소프트크림||||||미니스톱 소사본점||||90706
미니스톱|이천설봉공원점|||미니스톱|031-635-5799|경기도 이천시 설봉로 37||소프트크림||||||미니스톱 이천설봉공원점||||90706
미니스톱|광주목동점|||미니스톱|031-767-9021|경기 광주시 광남안로 8||소프트크림||||||미니스톱 광주목동점|(태전동 359-23)|||90706
미니스톱|구리토평점|||미니스톱|1577-9621|경기 구리시 벌말로147번길 34-17||소프트크림||||||미니스톱 구리토평점||||90706
미니스톱|구리원일점|||미니스톱|1577-9621|경기 구리시 동구릉로53번길 79||소프트크림||||||미니스톱 구리원일점||||90706
미니스톱|통일동산점|||미니스톱|031-948-3783|경기 파주시 탄현면 사슴벌레로 27||소프트크림||||||미니스톱 통일동산점||||90706
미니스톱|엠파이어1호점|||미니스톱|031-695-6563|경기 수원시 영통구 신원로 88||소프트크림||||||미니스톱 엠파이어1호점||||90706
미니스톱|남양주금남점|||미니스톱|1577-9621|경기 남양주시 화도읍 북한강로 1501||소프트크림||||||미니스톱 남양주금남점||||90706
미니스톱|일산병원점|||미니스톱|031-901-7456|경기 고양시 일산동구 일산로 100||소프트크림||||||미니스톱 일산병원점||||90706
미니스톱|삼송리슈빌점|||미니스톱|031-967-0215|경기 고양시 덕양구 동세로 125||소프트크림||||||미니스톱 삼송리슈빌점|삼송마을 15단지 제근린생활시설 1동 101,102호|||90706
미니스톱|평택태산점|||미니스톱|1577-9621|경기도 평택시 평택5로 134||소프트크림||||||미니스톱 평택태산점||||90706
미니스톱|오이도등대점|||미니스톱|031-319-3362|경기 시흥시 오이도로157번길 4||소프트크림||||||미니스톱 오이도등대점||||90706
미니스톱|별내주공점|||미니스톱|1577-9621|경기 남양주시 별내5로 24||소프트크림||||||미니스톱 별내주공점|상가동 104,105호|||90706
미니스톱|평택청북점|||미니스톱|1577-9621|경기 평택시 청북읍 청북중앙로 6||소프트크림||||||미니스톱 평택청북점||||90706
미니스톱|안성중앙대점|||미니스톱|031-676-4307|경기 안성시 대덕면 서동대로 4726||소프트크림||||||미니스톱 안성중앙대점||||90706
미니스톱|평택합정점|||미니스톱|1577-9621|경기도 평택시 조개터로25번길 23||소프트크림||||||미니스톱 평택합정점||||90706
미니스톱|안중성심점|||미니스톱|1577-9621|경기 평택시 안중읍 안현로서6길 10||소프트크림||||||미니스톱 안중성심점|(현화리,1층)|||90706
미니스톱|정남고지점|||미니스톱|1577-9621|경기도 화성시 정남면 가장로 263||소프트크림||||||미니스톱 정남고지점||||90706
미니스톱|동탄센트럴점|||미니스톱|031-613-5193|경기 화성시 동탄공원로2길 33||소프트크림||||||미니스톱 동탄센트럴점||||90706
미니스톱|용인금어점|||미니스톱|031-336-5122|경기 용인시 처인구 포곡읍 금어로 161||소프트크림||||||미니스톱 용인금어점||||90706
미니스톱|송탄대로점|||미니스톱|1577-9621|경기 평택시 경기대로 1389||소프트크림||||||미니스톱 송탄대로점||||90706
미니스톱|대화장성점|||미니스톱|1577-9621|경기 고양시 일산서구 일산로803번길 57||소프트크림||||||미니스톱 대화장성점||||90706
미니스톱|성남중동점|||미니스톱|1577-9621|경기 성남시 중원구 산성대로 348||소프트크림||||||미니스톱 성남중동점||||90706
미니스톱|궐동드림빌점|||미니스톱|031-378-3074|경기 오산시 궐동로69번서길 40||소프트크림||||||미니스톱 궐동드림빌점||||90706
미니스톱|안성신라점|||미니스톱|1577-9621|경기 안성시 대덕면 대학6길 21||소프트크림||||||미니스톱 안성신라점|101호,110호|||90706
미니스톱|남양주호평점|||미니스톱|031-559-6626|경기 남양주시 늘을1로16번안길 3-24||소프트크림||||||미니스톱 남양주호평점||||90706
미니스톱|부천욱일점|||미니스톱|032-675-5301|경기 부천시 소사로775번길 25||소프트크림||||||미니스톱 부천욱일점||||90706
미니스톱|안산예스점|||미니스톱|031-406-2972|경기 안산시 상록구 후곡로 23||소프트크림||||||미니스톱 안산예스점||||90706
미니스톱|안산본원점|||미니스톱|1577-9621|경기 안산시 상록구 충장로2길 16||소프트크림||||||미니스톱 안산본원점|1층|||90706
미니스톱|부천춘의점|||미니스톱|032-663-0692|경기 부천시 계남로 349||소프트크림||||||미니스톱 부천춘의점||||90706
미니스톱|밤가시점|||미니스톱|031-912-0183|경기 고양시 일산동구 일산로441번길 10||소프트크림||||||미니스톱 밤가시점||||90706
미니스톱|부천세일점|||미니스톱|1577-9621|경기 부천시 부천로53번길 9||소프트크림||||||미니스톱 부천세일점||||90706
미니스톱|부천광장점|||미니스톱|032-611-3884|경기 부천시 부천로10번길 13||소프트크림||||||미니스톱 부천광장점||||90706
미니스톱|트리플타워점|||미니스톱|032-321-9105|경기 부천시 소향로253번길 17||소프트크림||||||미니스톱 트리플타워점||||90706
미니스톱|용인타운점|||미니스톱|1577-9621|경기 용인시 처인구 백옥대로1370번길 11-17||소프트크림||||||미니스톱 용인타운점||||90706
미니스톱|안성일죽점|||미니스톱|031-647-2002|경기 안성시 일죽면 주래본죽로 32||소프트크림||||||미니스톱 안성일죽점||||90706
미니스톱|안산대성점|||미니스톱|1577-9621|경기 안산시 상록구 정동1길 2||소프트크림||||||미니스톱 안산대성점|1층 4호|||90706
미니스톱|안산주공점|||미니스톱|1577-9621|경기도 안산시 단원구 초지2로 41||소프트크림||||||미니스톱 안산주공점|상가동 105호,106호|||90706
미니스톱|일산본점|||미니스톱|031-917-7664|경기도 고양시 일산서구 대산로 214||소프트크림||||||미니스톱 일산본점||||90706
미니스톱|부천소신점|||미니스톱|032-665-8418|경기 부천시 부일로 496||소프트크림||||||미니스톱 부천소신점||||90706
미니스톱|용인흥덕점|||미니스톱|1577-9621|경기 용인시 기흥구 흥덕1로79번길 2||소프트크림||||||미니스톱 용인흥덕점||||90706
미니스톱|안산와동점|||미니스톱|031-506-7717|경기 안산시 단원구 와동공원로 122||소프트크림||||||미니스톱 안산와동점||||90706
미니스톱|안산중앙2점|||미니스톱|031-482-6331|경기 안산시 단원구 고잔2길 45||소프트크림||||||미니스톱 안산중앙2점||||90706
미니스톱|안산중앙역점|||미니스톱|031-405-3336|경기 안산시 단원구 고잔로 108||소프트크림||||||미니스톱 안산중앙역점||||90706
미니스톱|선부휴먼시아점|||미니스톱|1577-9621|경기 안산시 단원구 선부광장남로 109||소프트크림||||||미니스톱 선부휴먼시아점|주공아파트 가동상가 109호|||90706
미니스톱|김포갈산점|||미니스톱|031-982-3077|경기 김포시 월곶면 군하로 18||소프트크림||||||미니스톱 김포갈산점||||90706
미니스톱|화성율암점|||미니스톱|031-352-2454|경기 화성시 팔탄면 시청로 847||소프트크림||||||미니스톱 화성율암점||||90706
미니스톱|부천본점|||미니스톱|032-652-1263|경기 부천시 부일로459번길 11||소프트크림||||||미니스톱 부천본점||||90706
미니스톱|평택지산점|||미니스톱|1577-9621|경기도 평택시 송탄로361번길 39||소프트크림||||||미니스톱 평택지산점||||90706
미니스톱|안산신안점|||미니스톱|1577-9621|경기 안산시 상록구 샘골로7길 18-1||소프트크림||||||미니스톱 안산신안점||||90706
미니스톱|홍죽산단점|||미니스톱|1577-9621|경기도 양주시 백석읍 권율로 1307||소프트크림||||||미니스톱 홍죽산단점||||90706
미니스톱|철산점|||미니스톱|1577-9621|경기도 광명시 디지털로33번길 5||소프트크림||||||미니스톱 철산점|105,106,107호|||90706
미니스톱|트리플렉스점|||미니스톱|031-8084-4989|경기 안산시 단원구 풍전로 37-9||소프트크림||||||미니스톱 트리플렉스점|트리플렉스에이단지 301동 137호|||90706
미니스톱|별내우미린점|||미니스톱|031-571-0036|경기 남양주시 별내3로 24||소프트크림||||||미니스톱 별내우미린점|우미린상가 103호,104호|||90706
미니스톱|화성공단점|||미니스톱|1577-9621|경기 화성시 장안면 돌서지길 141||소프트크림||||||미니스톱 화성공단점||||90706
미니스톱|수지거묵점|||미니스톱|1577-9621|경기 용인시 수지구 정평로 40-4||소프트크림||||||미니스톱 수지거묵점||||90706
미니스톱|대성리점|||미니스톱|031-584-2976|경기 가평군 청평면 경춘로 64-1||소프트크림||||||미니스톱 대성리점||||90706
미니스톱|시흥큰솔로점|||미니스톱|1577-9621|경기 시흥시 큰솔로42번길 2||소프트크림||||||미니스톱 시흥큰솔로점|1층|||90706
미니스톱|성남종합점|||미니스톱|031-733-2223|경기 성남시 수정구 시민로142번길 3||소프트크림||||||미니스톱 성남종합점||||90706
미니스톱|정왕공원점|||미니스톱|031-497-9188|경기도 시흥시 봉우재로69번길 9||소프트크림||||||미니스톱 정왕공원점||||90706
미니스톱|성남구시청점|||미니스톱|031-756-3390|경기 성남시 수정구 수정로 172||소프트크림||||||미니스톱 성남구시청점||||90706
미니스톱|화서동말점|||미니스톱|1577-9621|경기도 수원시 팔달구 동말로 50||소프트크림||||||미니스톱 화서동말점|1층 (화서동)|||90706
미니스톱|별내별가람점|||미니스톱|1577-9621|경기 남양주시 덕송3로 16||소프트크림||||||미니스톱 별내별가람점|별가람마을 13단지 상가동 103호,104호|||90706
미니스톱|포승본점|||미니스톱|1577-9621|경기 평택시 포승읍 여술4길 18-22||소프트크림||||||미니스톱 포승본점||||90706
미니스톱|신모란본점|||미니스톱|031-757-6597|경기 성남시 중원구 성남대로1148번길 9||소프트크림||||||미니스톱 신모란본점||||90706
미니스톱|청북부영점|||미니스톱|1577-9621|경기 평택시 청북읍 안청로1길 92||소프트크림||||||미니스톱 청북부영점||||90706
미니스톱|분당미금역점|||미니스톱|1577-9621|경기 성남시 분당구 돌마로 68||소프트크림||||||미니스톱 분당미금역점||||90706
미니스톱|안양갤럭시점|||미니스톱|1577-9621|경기 안양시 만안구 만안로 61||소프트크림||||||미니스톱 안양갤럭시점|갤럭시 뷰 101호|||90706
미니스톱|소사삼익점|||미니스톱|1577-9621|경기 부천시 안곡로 4||소프트크림||||||미니스톱 소사삼익점|삼익아파트 상가동 107호,108호,109호|||90706
미니스톱|수내역점|||미니스톱|031-714-6042|경기 성남시 분당구 백현로101번길 20||소프트크림||||||미니스톱 수내역점||||90706
미니스톱|시흥소래산점|||미니스톱|031-318-2250|경기 시흥시 호현로85번길 10||소프트크림||||||미니스톱 시흥소래산점|1층|||90706
미니스톱|김포마송점|||미니스톱|031-984-0367|경기 김포시 통진읍 조강로 86||소프트크림||||||미니스톱 김포마송점||||90706
미니스톱|박달점|||미니스톱|1577-9621|경기 안양시 만안구 박달로 539||소프트크림||||||미니스톱 박달점||||90706
미니스톱|판교타워점|||미니스톱|1577-9621|경기 성남시 분당구 판교로227번길 6||소프트크림||||||미니스톱 판교타워점|(삼평동 617 109호)|||90706
미니스톱|안양유원지점|||미니스톱|1577-9621|경기 안양시 만안구 경수대로 1173||소프트크림||||||미니스톱 안양유원지점|1층|||90706
미니스톱|수원정자점|||미니스톱|031-241-2208|경기 수원시 장안구 장안로103번길 3||소프트크림||||||미니스톱 수원정자점|(정자동)|||90706
미니스톱|영통뉴월드점|||미니스톱|031-203-9126|경기 수원시 영통구 봉영로 1569||소프트크림||||||미니스톱 영통뉴월드점||||90706
미니스톱|세류2점|||미니스톱|1577-9621|경기 수원시 권선구 정조로 588||소프트크림||||||미니스톱 세류2점|(세류동 167-1)|||90706
미니스톱|평택이곡점|||미니스톱|1577-9621|경기도 평택시 비전2로 70||소프트크림||||||미니스톱 평택이곡점|LH이곡마을 3단지 상가동 101,102호|||90706
미니스톱|화성구문천점|||미니스톱|1577-9621|경기도 화성시 향남읍 발안공단로5길 114-1||소프트크림||||||미니스톱 화성구문천점||||90706
미니스톱|서현3점|||미니스톱|031-701-1256|경기 성남시 분당구 서현로 192||소프트크림||||||미니스톱 서현3점||||90706
미니스톱|미금현대점|||미니스톱|031-711-2674|경기 성남시 분당구 성남대로172번길 12||소프트크림||||||미니스톱 미금현대점||||90706
미니스톱|의정부역점|||미니스톱|031-875-8174|경기 의정부시 신흥로232번길 5||소프트크림||||||미니스톱 의정부역점||||90706
미니스톱|판교점|||미니스톱|031-696-7669|경기 성남시 분당구 판교역로 235||소프트크림||||||미니스톱 판교점||||90706
미니스톱|분당판테온점|||미니스톱|031-728-8585|경기 성남시 분당구 황새울로200번길 9-7||소프트크림||||||미니스톱 분당판테온점||||90706
미니스톱|수원매탄점|||미니스톱|1577-9621|경기 수원시 영통구 인계로 293-1||소프트크림||||||미니스톱 수원매탄점||||90706
미니스톱|수원호매실점|||미니스톱|031-293-5105|경기 수원시 권선구 금호로 20||소프트크림||||||미니스톱 수원호매실점||||90706
미니스톱|의정부신촌점|||미니스톱|1577-9621|경기 의정부시 의정로 193||소프트크림||||||미니스톱 의정부신촌점||||90706
미니스톱|인덕원2점|||미니스톱|1577-9621|경기 안양시 동안구 흥안대로517번길 32||소프트크림||||||미니스톱 인덕원2점||||90706
미니스톱|군포삼성점|||미니스톱|1577-9621|경기 군포시 삼성로 41||소프트크림||||||미니스톱 군포삼성점|상가동 제1층 101,102호|||90706
미니스톱|평촌점|||미니스톱|1577-9621|경기 안양시 동안구 관평로182번길 17||소프트크림||||||미니스톱 평촌점||||90706
미니스톱|판교스퀘어점|||미니스톱|1577-9621|경기 성남시 분당구 판교역로226번길 16||소프트크림||||||미니스톱 판교스퀘어점||||90706
미니스톱|성남선텍점|||미니스톱|1577-9621|경기 성남시 중원구 둔촌대로 474||소프트크림||||||미니스톱 성남선텍점|선텍시티아파트형 공장 1층 B101호|||90706
미니스톱|오산한신대점|||미니스톱|031-372-7728|경기 오산시 한신대길 127||소프트크림||||||미니스톱 오산한신대점||||90706
미니스톱|성남점|||미니스톱|1577-9621|경기 성남시 중원구 광명로94번길 2||소프트크림||||||미니스톱 성남점|(성남동,성지빌딩)|||90706
미니스톱|석수현대점|||미니스톱|031-472-6495|경기 안양시 만안구 안양로 512||소프트크림||||||미니스톱 석수현대점||||90706
미니스톱|아주대점|||미니스톱|1577-9621|경기 수원시 팔달구 아주로47번길 32||소프트크림||||||미니스톱 아주대점||||90706
미니스톱|팔달우만점|||미니스톱|031-214-1432|경기 수원시 팔달구 팔달문로140번길 38||소프트크림||||||미니스톱 팔달우만점||||90706
미니스톱|동아방송대점|||미니스톱|1577-9621|경기 안성시 삼죽면 서동대로 6321||소프트크림||||||미니스톱 동아방송대점||||90706
미니스톱|평택용이점|||미니스톱|1577-9621|경기 평택시 현신3길 75||소프트크림||||||미니스톱 평택용이점|푸르지오1차 상가 601-101,102호|||90706
미니스톱|평택한광점|||미니스톱|1577-9621|경기도 평택시 어인남로 19||소프트크림||||||미니스톱 평택한광점|(비전동 744-2)|||90706
미니스톱|김포예가점|||미니스톱|1577-9621|경기 김포시 김포한강2로 11||소프트크림||||||미니스톱 김포예가점|상가4동 101호,102호 일부|||90706
미니스톱|정자AK점|||미니스톱|1577-9621|경기도 성남시 분당구 느티로 2||소프트크림||||||미니스톱 정자AK점|(정자동 16-1) 106호|||90706
미니스톱|영통경희대점|||미니스톱|031-205-3296|경기 수원시 영통구 영일로6번길 17||소프트크림||||||미니스톱 영통경희대점||||90706
미니스톱|용인송담대점|||미니스톱|031-335-6526|경기 용인시 처인구 동부로 26||소프트크림||||||미니스톱 용인송담대점||||90706
미니스톱|구리선병원점|||미니스톱|031-568-5652|경기 구리시 체육관로172번길 54||||||||미니스톱 구리선병원점||||90706
미니스톱|오산원동점|||미니스톱|031-373-8665|경기 오산시 밀머리로 45||||||||미니스톱 오산원동점||||90706
미니스톱|안양수촌점|||미니스톱|1577-9621|경기 안양시 동안구 관평로305번길 50||||||||미니스톱 안양수촌점|(관양동)|||90706
미니스톱|화성동탄점|||미니스톱|1577-9621|경기도 화성시 동탄면 금곡로 66||||||||미니스톱 화성동탄점||||90706
미니스톱|광명역점|||미니스톱|02-2612-8643|경기 광명시 오리로985번길 8||||||||미니스톱 광명역점||||90706
미니스톱|성남대성점|||미니스톱|031-754-3741|경기 성남시 중원구 광명로 17||||||||미니스톱 성남대성점||||90706
미니스톱|부천시네마점|||미니스톱|032-655-1033|경기 부천시 부일로 460||||||||미니스톱 부천시네마점||||90706
미니스톱|화성현대점|||미니스톱|031-206-5380|경기도 화성시 영통로 59||||||||미니스톱 화성현대점||||90706
미니스톱|시화공단점|||미니스톱|1577-9621|경기 시흥시 정왕천로 197||||||||미니스톱 시화공단점|디지털파크 139,155호|||90706
미니스톱|부천북부점|||미니스톱|032-656-7938|경기 부천시 부일로 434||||||||미니스톱 부천북부점||||90706
미니스톱|발안동오점|||미니스톱|031-354-5497|경기 화성시 향남읍 발안로 378||||||||미니스톱 발안동오점||||90706
미니스톱|수원구운점|||미니스톱|031-291-3309|경기 수원시 권선구 구운로86번길 3||||||||미니스톱 수원구운점||||90706
미니스톱|성남모란역점|||미니스톱|031-756-4369|경기 성남시 중원구 성남대로1147번길 6-1||||||||미니스톱 성남모란역점||||90706
미니스톱|곤지암점|||미니스톱|031-762-8010|경기 광주시 곤지암읍 곤지암로 61||||||||미니스톱 곤지암점||||90706
미니스톱|화성한미점|||미니스톱|031-356-8986|경기도 화성시 팔탄면 무하로 221||||||||미니스톱 화성한미점||||90706
미니스톱|초림한솔점|||미니스톱|1577-9621|경기 성남시 분당구 황새울로200번길 22||||||||미니스톱 초림한솔점||||90706
미니스톱|월곶중앙점|||미니스톱|031-318-8222|경기 시흥시 월곶중앙로 58||||||||미니스톱 월곶중앙점||||90706
미니스톱|기아화성점|||미니스톱|031-351-1704|경기 화성시 우정읍 기아자동차로 95||||||||미니스톱 기아화성점||||90706
미니스톱|태안안녕점|||미니스톱|031-237-5752|경기도 화성시 안녕남로 140||||||||미니스톱 태안안녕점||||90706
미니스톱|오산대궐점|||미니스톱|1577-9621|경기 오산시 대호로 67||||||||미니스톱 오산대궐점||||90706
미니스톱|도당공단점|||미니스톱|1577-9621|경기 부천시 옥산로 249||||||||미니스톱 도당공단점||||90706
미니스톱|광주경안점|||미니스톱|070-7785-2325|경기 광주시 경안천로 150||||||||미니스톱 광주경안점||||90706
미니스톱|인계하이엘점|||미니스톱|031-223-4302|경기 수원시 팔달구 효원로219번길 48||||||||미니스톱 인계하이엘점||||90706
미니스톱|갈마터널점|||미니스톱|031-761-8959|경기 광주시 순암로 496||||||||미니스톱 갈마터널점||||90706
미니스톱|송탄지산점|||미니스톱|1577-9621|경기 평택시 탄현로 338-1||||||||미니스톱 송탄지산점||||90706
미니스톱|역곡남부점|||미니스톱|032-341-4166|경기 부천시 부광로 10||||||||미니스톱 역곡남부점||||90706
미니스톱|인덕중앙점|||미니스톱|1577-9621|경기 안양시 동안구 흥안대로 510||||||||미니스톱 인덕중앙점||||90706
