##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@복지서비스
참좋은마을||128.79381963938087|37.87662233510285|복지서비스|033-6616060|강원도 강릉시 주문진읍 장덕성황길 72-58||노인장기요양시설||||||참좋은마을||||200100
꿈나무아동센터||128.82287863259458|37.88644536198498|복지서비스|033-6610051|강원도 강릉시 주문진읍 웃사다리1길 13||사회복지시설||||||꿈나무아동센터||||200100
로뎀노인주간보호센터||128.82253152365408|37.886566044819155|복지서비스|033-6621892|강원도 강릉시 주문진읍 웃사다리1길 12||노인장기요양시설||||||로뎀노인주간보호센터||||200100
로뎀노인주간보호센터||128.82253152365408|37.886566044819155|복지서비스|033-.6621892|강원도 강릉시 주문진읍 웃사다리1길 12||사회복지시설||||||로뎀노인주간보호센터||||200100
굿모닝의료기||128.82657142116918|37.89274077728548|복지서비스|033-6613234|강원도 강릉시 주문진읍 주문로 97||노인장기요양시설||||||굿모닝의료기||||200100
주문진재가장기요양기관||128.8265714212|37.8927407773|복지서비스|033-6620998|강원도 강릉시 주문진읍 주문로 97||노인장기요양시설||||||주문진재가장기요양기관||||200100
서로사랑재가장기요양기관||128.82459113845775|37.89282915179566|복지서비스|033-6622121|강원도 강릉시 주문진읍 연주로 455||노인장기요양시설||||||서로사랑재가장기요양기관||||200100
한빛재가복지센터||128.8283160577|37.8939712458|복지서비스|033-6622692|강원도 강릉시 주문진읍 항구2길 11||노인장기요양시설||||||한빛재가복지센터||||200100
대린안마원||128.8323989976|37.8948770331|복지서비스|033-6622020|강원도 강릉시 주문진읍 해안로 1808||사회서비스제공기관||||||대린안마원|2층|||200100
열린방문요양보호센터||128.8281747957885|37.894510336424936|복지서비스|033-6623489|강원도 강릉시 주문진읍 주문로 123||노인장기요양시설||||||열린방문요양보호센터||||200100
기쁨요양방문센터||128.8252348017501|37.89422086532346|복지서비스|033-6621417|강원도 강릉시 주문진읍 연주로 472||노인장기요양시설||||||기쁨요양방문센터||||200100
정다운노인요양공동생활가정||128.82529048159526|37.896843225101094|복지서비스|033-6618819|강원도 강릉시 주문진읍 약수터아래길 13||노인장기요양시설||||||정다운노인요양공동생활가정||||200100
정다운노인복지센터||128.82548851644864|37.8969446496037|복지서비스|033-6618819||강원도 강릉시 주문진읍 주문리 457|사회복지시설||||||정다운노인복지센터|6호|||200100
정다운노인복지센터||128.82529048159526|37.896843225101094|복지서비스|033-6618819|강원도 강릉시 주문진읍 약수터아래길 13||노인장기요양시설||||||정다운노인복지센터||||200100
소돌아동센터||128.82456151050283|37.90230996747333|복지서비스|033-6623838|강원도 강릉시 주문진읍 주문북로 107||사회복지시설||||||소돌아동센터||||200100
주문진요양원||128.8221006974379|37.90265438228387|복지서비스|033-6627676|강원도 강릉시 주문진읍 연주로 567||노인장기요양시설||||||주문진요양원||||200100
소돌요양원||128.8221006974|37.9026543823|복지서비스|033-6611900|강원도 강릉시 주문진읍 연주로 567||노인장기요양시설||||||소돌요양원||||200100
가은요양원||128.76875193800808|37.884363403398254|복지서비스|033-6611656|강원도 강릉시 주문진읍 신리천로 606-23||노인장기요양시설||||||가은요양원||||200100
늘사랑의집||129.05163937641527|37.6735059049085|복지서비스|033-6445000|강원도 강릉시 강동면 심곡봉화길 118||사회복지시설||||||늘사랑의집||||200100
다사랑마을||129.0514981551531|37.67265797682995|복지서비스|033-6447993|강원도 강릉시 심곡봉화길 118-2||사회복지시설||||||다사랑마을||||200100
연화요양원||128.80323270874595|37.90283334176769|복지서비스|033-6619695|강원도 강릉시 주문진읍 향호길 34-24||노인장기요양시설||||||연화요양원||||200100
예당보호작업장||129.03423360392404|37.609970477736226|복지서비스|033-5348249|강원도 강릉시 옥계면 현내시장길 74-15||사회복지시설||||||예당보호작업장||||200100
오대산성모요양원||128.6473637432974|37.83510054048672|복지서비스|033-6615030|강원도 강릉시 연곡면 진고개로 907||노인장기요양시설||||||오대산성모요양원||||200100
강원고성지역자활센터||128.46555123590946|38.3806502280538|복지서비스|033-6829117|강원도 고성군 간성읍 쇠롱골길 16||사회복지시설||||||강원고성지역자활센터||||200100
고성군수어통역센터||128.4655183321943|38.38083440322634|복지서비스|033-6815830|강원도 고성군 간성읍 쇠롱골길 17||사회복지시설||||||고성군수어통역센터||||200100
고성시니어클럽||128.46770573906255|38.378310007477914|복지서비스|033-6821010|강원도 고성군 간성읍 간성로67번길 13||사회복지시설||||||고성시니어클럽|3층 (고성군노인복지관)|||200100
고성군노인복지관||128.46770573906255|38.378310007477914|복지서비스|033-6828000|강원도 고성군 간성읍 간성로67번길 13||사회복지시설||||||고성군노인복지관||||200100
수성재가방문서비스센터||128.4651763245186|38.379537919721265|복지서비스|033-6813100|강원도 고성군 간성읍 간성로 87||사회복지시설||||||수성재가방문서비스센터||||200100
고성군장애인생활이동지원센터||128.4677514914|38.3780824322|복지서비스|033-6815588|강원도 고성군 간성읍 간성로67번길 15-3||사회서비스제공기관||||||고성군장애인생활이동지원센터||||200100
고성재가노인장기요양센터||128.46775149137096|38.37808243223446|복지서비스|033-6813377|강원도 고성군 간성읍 간성로67번길 15-3||사회복지시설||||||고성재가노인장기요양센터||||200100
고성군건강가정지원센터||128.46420512538427|38.38018061821378|복지서비스|681-9333|강원도 고성군 간성읍 간성로 97||사회복지시설||||||고성군건강가정지원센터|(여성회관 1층)|||200100
고성군/다문화가족지원센터||128.46420512538427|38.38018061821378|복지서비스|033-6819390|강원도 고성군 간성읍 간성로 97||사회복지시설||||||고성군 다문화가족지원센터||||200100
이스라엘/홈/케어||128.54575194416108|38.216811742828554|복지서비스|033-6351272|강원도 고성군 토성면 장성천길 185||노인장기요양시설||||||이스라엘 홈 케어||||200100
이스라엘노인요양센터||128.54575194416108|38.216811742828554|복지서비스|033-6351272|강원도 고성군 토성면 장성천길 185||노인장기요양시설||||||이스라엘노인요양센터||||200100
까리따스마태오요양원||128.58379878170578|38.23038599203365|복지서비스|033-6386004|강원도 고성군 토성면 버리깨길 42||노인장기요양시설||||||까리따스마태오요양원||||200100
까리따스노인복지센터||128.58400549963284|38.23064984242167|복지서비스|033-6386012|강원도 고성군 토성면 버리깨길 40||노인장기요양시설||||||까리따스노인복지센터||||200100
평화방문요양센터||128.51387311315398|38.252297964489166|복지서비스|033-6380500|강원도 고성군 토성면 성대로 154-25||노인장기요양시설||||||평화방문요양센터||||200100
따뜻한/재가노인복지센터||128.55362946565646|38.27428412758809|복지서비스|033-6314990|강원도 고성군 토성면 아야진북1길 7-9||노인장기요양시설||||||따뜻한 재가노인복지센터||||200100
새암실버케어||128.4991763106|38.3756993442|복지서비스|033-6322121|강원도 고성군 죽왕면 동해대로 6495-11||노인장기요양시설||||||새암실버케어||||200100
벧엘의/집||128.48691342041644|38.37768597642507|복지서비스|033-6813826|강원도 고성군 죽왕면 동해대로 6645-10||노인장기요양시설||||||벧엘의 집||||200100
벧엘의집/주간보호/센터||128.48691342041644|38.37768597642507|복지서비스|033-6813826|강원도 고성군 죽왕면 동해대로 6645-10||노인장기요양시설||||||벧엘의집 주간보호 센터||||200100
수성주간노인복지센터||128.49025472881112|38.38191693939433|복지서비스|033-6813100|강원도 고성군 죽왕면 향목길 42-2||노인장기요양시설||||||수성주간노인복지센터||||200100
천혜재가복지센터||128.459157668|38.3875472731|복지서비스|033-6828883|강원도 고성군 거진읍 진부령로 2874||노인장기요양시설||||||천혜재가복지센터||||200100
고성연화마을||128.40696921904572|38.38781786186401|복지서비스|033-6828500|강원도 고성군 간성읍 건봉사로 388||노인장기요양시설||||||고성연화마을||||200100
고성소망노인요양원||128.4334702116989|38.419284250394234|복지서비스|033-6827751|강원도 고성군 거진읍 남강로 650||노인장기요양시설||||||고성소망노인요양원||||200100
성광노인재가복지||128.45820571278324|38.44883500473027|복지서비스|033-6825175|강원도 고성군 거진읍 거탄진로 165-2||노인장기요양시설||||||성광노인재가복지||||200100
고성노인복지센터||128.45822795109382|38.44902929931996|복지서비스|033-6818830|강원도 고성군 거진읍 거성길 3||노인장기요양시설||||||고성노인복지센터||||200100
따뜻한재가노인복지센터||128.5536294657|38.2742841276|복지서비스|033-6314990|강원도 고성군 토성면 아야진북1길 7-9||사회서비스제공기관||||||따뜻한재가노인복지센터||||200100
고성군사회복지협의회||128.463774941|38.3808669984|복지서비스|033-6827602|강원도 고성군 간성읍 간성로 107||사회서비스제공기관||||||고성군사회복지협의회||||200100
한국재활승마교육센터||128.4046259385|38.5440007446|복지서비스|033-6827748|강원도 고성군 현내면 명파4길 43||사회서비스제공기관||||||한국재활승마교육센터||||200100
이스라엘/홈/케어||128.54575194416108|38.216811742828554|복지서비스|033-6351272|강원도 고성군 장성천길 185||사회복지시설||||||이스라엘 홈 케어||||200100
이스라엘/노인요양센타||128.54608579134705|38.21683256828957|복지서비스|033-6351272|강원도 고성군 토성면 장성천길 185||사회복지시설||||||이스라엘 노인요양센타||||200100
달리다굼/홈케어||128.5460857913|38.2168325683|복지서비스|033-6361130|강원도 고성군 토성면 장성천길 185||사회복지시설||||||달리다굼 홈케어||||200100
까리따스마태오/요양원||128.5840578674|38.2301158544|복지서비스|033-6386004|강원도 고성군 토성면 버리깨길 42||사회복지시설||||||까리따스마태오 요양원||||200100
까리따스/노인복지센터/부설/재가장기요양기관||128.58400549963284|38.23064984242167|복지서비스|033-6386012||강원도 고성군 토성면 용촌리 1|사회복지시설||||||까리따스 노인복지센터 부설 재가장기요양기관|1호|||200100
꿈동산지역아동센터||128.5566196148484|38.25848030723888|복지서비스|033-6320565|강원도 고성군 토성면 천진7길 12||사회복지시설||||||꿈동산지역아동센터||||200100
아모르뜰||128.49340561313855|38.27055498908437|복지서비스|033-6360708|강원도 고성군 토성면 무릉도원로 572||사회복지시설||||||아모르뜰||||200100
재미난지역아동센터||128.55426570347836|38.27389735950673|복지서비스|033-6314701|강원도 고성군 토성면 아야진길 55-3||사회복지시설||||||재미난지역아동센터||||200100
새암실버케어||128.5242523706445|38.328444184506516|복지서비스|033-6322121||강원도 고성군 죽왕면 오호리 319|사회복지시설||||||새암실버케어||||200100
고성효도원||128.5048719594|38.330463698|복지서비스|033-6388568|강원도 고성군 죽왕면 송지호로 168-29||사회복지시설||||||고성효도원|(고성효도원)|||200100
고성군정신건강복지센터||128.47214091029826|38.37761661849026|복지서비스|033-6824020|강원도 고성군 간성읍 수성로 30||사회복지시설||||||고성군정신건강복지센터||||200100
고성군장애인보호작업장||128.4988384925314|38.37818266647951|복지서비스|033-6823909|강원도 고성군 죽왕면 동해대로 6520||사회복지시설||||||고성군장애인보호작업장||||200100
하늘땅지역아동센터||128.45365814044197|38.447803364945216|복지서비스|033-6824707|강원도 고성군 거진읍 거진시장길 15-1||사회복지시설||||||하늘땅지역아동센터|(거진어시장 2층)|||200100
열린지역아동센터||128.42699220830755|38.494309487465756|복지서비스|033-6814705|강원도 고성군 현내면 한나루로 67||사회복지시설||||||열린지역아동센터|현내면사무소 2층|||200100
동해아동발달센터||129.1118421323|37.5240828292|복지서비스|033-5350575|강원도 동해시 천곡로 59||사회서비스제공기관||||||동해아동발달센터|2층 (천곡동)|||200100
동해시건강가정지원센터||129.11398167023364|37.52695245546302|복지서비스|033-5358377|강원도 동해시 천곡1길 20-3||사회복지시설||||||동해시건강가정지원센터|(천곡동,동해시청 제1별관)|||200100
동해시다문화가족지원센터||129.11336590013948|37.527096805504186|복지서비스|033-5358378|강원도 동해시 천곡1길 22-1||사회복지시설||||||동해시다문화가족지원센터|(천곡동)|||200100
동해메디칼/재가장기요양기관||129.1114843998|37.5210227574|복지서비스|033-5350054|강원도 동해시 한섬로 61-13||노인장기요양시설||||||동해메디칼 재가장기요양기관|2층 201호 (천곡동)|||200100
성심의료기||129.11576937027425|37.51992628677128|복지서비스|033-5351345|강원도 동해시 중앙로 214||노인장기요양시설||||||성심의료기|(천곡동,성심의료기)|||200100
동해이레복지센터||129.11087300997437|37.520518408262156|복지서비스|033-5347744|강원도 동해시 한섬로 61-1||노인장기요양시설||||||동해이레복지센터|(천곡동)|||200100
천사재가복지센터||129.11252355451296|37.519530387181824|복지서비스|033-5325870|강원도 동해시 동굴1길 86||노인장기요양시설||||||천사재가복지센터|2층 (천곡동)|||200100
해오름쉼터||129.1072274451|37.5268173746|복지서비스|033-5336350|강원도 동해시 천곡로 15||사회복지시설||||||해오름쉼터|32동 4층 1호 (천곡동)|||200100
삼화사노인요양원||129.11672016221883|37.466935872074416|복지서비스|033-5220500|강원도 동해시 강원남부로 4654-1||노인장기요양시설||||||삼화사노인요양원|(단봉동)|||200100
동해비전재가장기요양기관||129.11912309041813|37.48094602320903|복지서비스|033-5222208|강원도 동해시 전천로 245-2||노인장기요양시설||||||동해비전재가장기요양기관|(북평동)|||200100
사랑하임재가장기요양기관||129.10970646281572|37.49290852142387|복지서비스|033-5217118|강원도 동해시 효자로 691||노인장기요양시설||||||사랑하임재가장기요양기관|(효가동)|||200100
해오름종합복지센터||129.1263299168|37.4994207455|복지서비스|033-5215556|강원도 동해시 송정중앙로 66||노인장기요양시설||||||해오름종합복지센터|1층 (송정동)|||200100
양지품속/요양복지시설||129.10663606823238|37.50450499086307|복지서비스|033-5226691|강원도 동해시 양지1길 11-2||노인장기요양시설||||||양지품속 요양복지시설|(효가동)|||200100
참사랑재가방문센터||129.1199037356312|37.5149515353886|복지서비스|033-5339321|강원도 동해시 감추4길 5||노인장기요양시설||||||참사랑재가방문센터|104호 (천곡동)|||200100
동해시노인종합복지관복지센터||129.122725145815|37.515062992579814|복지서비스|033-5309000|강원도 동해시 감추7길 50||노인장기요양시설||||||동해시노인종합복지관복지센터|(천곡동)|||200100
동해시노인종합복지관주간복지센터||129.122725145815|37.515062992579814|복지서비스|033-5309000|강원도 동해시 감추7길 50||노인장기요양시설||||||동해시노인종합복지관주간복지센터|(천곡동)|||200100
햇살재가요양센터||129.1183555515|37.5158729606|복지서비스|033-5342627|강원도 동해시 중앙로 162||노인장기요양시설||||||햇살재가요양센터|2층 (천곡동)|||200100
실버메디칼||129.11676388939765|37.517818503392185|복지서비스|033-5213992|강원도 동해시 중앙로 188||노인장기요양시설||||||실버메디칼|(천곡동,1층)|||200100
동해요양원||129.09691221672475|37.517945754355594|복지서비스|033-5337742|강원도 동해시 덕골길 76-40||노인장기요양시설||||||동해요양원|(천곡동,동해이레요양병원 내)|||200100
나래노인돌보미센터||129.10515558724154|37.52006918141723|복지서비스|033-5347339|강원도 동해시 샘실1길 6||노인장기요양시설||||||나래노인돌보미센터|(천곡동,5호)|||200100
동해시노인의료복지센터||129.10895444332982|37.53191052841316|복지서비스|033-5321002|강원도 동해시 하평1길 7-2||노인장기요양시설||||||동해시노인의료복지센터|(평릉동)|||200100
동해시노인요양원||129.09396292527458|37.54044355707661|복지서비스|033-5322024|강원도 동해시 승지로 60-5||노인장기요양시설||||||동해시노인요양원|(부곡동)|||200100
일일구방문요양센터||129.10400456685682|37.54624297595358|복지서비스|070-75349070|강원도 동해시 발한로 159-1||노인장기요양시설||||||일일구방문요양센터|(발한동)|||200100
가정방문노인장기요양기관||129.10327725581507|37.546450520625925|복지서비스|033-5331006|강원도 동해시 발한로 159-5||노인장기요양시설||||||가정방문노인장기요양기관|(발한동)|||200100
희망/방문간호.요양사업소||129.10459150104765|37.54812427804309|복지서비스|033-5352700|강원도 동해시 지리2길 27||노인장기요양시설||||||희망 방문간호.요양사업소|(발한동)|||200100
동해지역자활센터부설/재가장기요양기관||129.10764814257396|37.54850934425113|복지서비스|033-5351648|강원도 동해시 발한로 211||노인장기요양시설||||||동해지역자활센터부설 재가장기요양기관|(발한동)|||200100
이레마을노인요양원||129.07913445103162|37.557897402016025|복지서비스|033-5343671|강원도 동해시 느릅재길 284||노인장기요양시설||||||이레마을노인요양원|(만우동)|||200100
베다니마을||129.11221093963053|37.56953622173702|복지서비스|033-5318802|강원도 동해시 봉수로 48||노인장기요양시설||||||베다니마을|(어달동)|||200100
사랑예손복지센터||129.08507301410037|37.57932633963821|복지서비스|033-5340093|강원도 동해시 약천길 26||노인장기요양시설||||||사랑예손복지센터|(심곡동)|||200100
휴먼아이||129.1050391685|37.4851688434|복지서비스|02-7340721|강원도 동해시 청운2길 17-2||사회서비스제공기관||||||휴먼아이|2층 (쇄운동)|||200100
한울건강사업단||129.1103999711|37.4918403361|복지서비스|033-5212412|강원도 동해시 동해대로 4993||사회서비스제공기관||||||한울건강사업단|(효가동)|||200100
동해중앙언어클리닉||129.1097019427|37.4929086022|복지서비스|033-5757272|강원도 동해시 효자로 691||사회서비스제공기관||||||동해중앙언어클리닉|3층 (효가동,동성프라자)|||200100
한중대학교사회서비스센터||129.0866450792|37.504377114|복지서비스|033-5219071|강원도 동해시 지양길 200||사회서비스제공기관||||||한중대학교사회서비스센터|(지흥동)|||200100
늘사랑사회서비스센터||129.121974598|37.5110839487|복지서비스|033-5320535|강원도 동해시 봉오동길 24||사회서비스제공기관||||||늘사랑사회서비스센터|(용정동)|||200100
동해시사회복지협의회||129.1050163803|37.5149548642|복지서비스|033-5334452|강원도 동해시 동굴로 2||사회서비스제공기관||||||동해시사회복지협의회|2층 (천곡동)|||200100
동해시노인종합복지관||129.1227251458|37.5150629926|복지서비스|033-5309000|강원도 동해시 감추7길 50||사회서비스제공기관||||||동해시노인종합복지관|(천곡동)|||200100
동해사회서비스센터||129.1187616822|37.5153575973|복지서비스|033-5349505|강원도 동해시 감추3길 1||사회서비스제공기관||||||동해사회서비스센터|4층 402호 (천곡동)|||200100
그레이스/뮤직케어링||129.106187823|37.5199354624|복지서비스|033-5210892|강원도 동해시 한섬로 21-1||사회서비스제공기관||||||그레이스 뮤직케어링|3층 (천곡동)|||200100
선율|동해삼척지점|129.106455111|37.5199487104|복지서비스|010-44008376|강원도 동해시 한섬로 23-1||사회서비스제공기관||||||(주)선율 동해삼척지점|2층 (천곡동)|||200100
꿈터발달교육센터||129.0988185206|37.5314065378|복지서비스|033-5217317|강원도 동해시 평릉길 76||사회서비스제공기관||||||꿈터발달교육센터|(평릉동,(평릉길77))|||200100
동해YWCA||129.1064933572|37.5468760165|복지서비스|033-5313007|강원도 동해시 발한로 182||사회서비스제공기관||||||동해YWCA|(발한동)|||200100
동해지역자활센터||129.1076481426|37.5485093443|복지서비스|033-5351638|강원도 동해시 발한로 211||사회서비스제공기관||||||동해지역자활센터|(발한동)|||200100
동해지역자활센터||129.1076481426|37.5485093443|복지서비스|033-5351648|강원도 동해시 발한로 211||사회서비스제공기관||||||동해지역자활센터|(발한동)|||200100
사랑재가장기요양센터||129.1087326583|37.5495745843|복지서비스|033-5223719|강원도 동해시 발한로 224||사회서비스제공기관||||||사랑재가장기요양센터|2층 (발한동,사랑재가장기요양센터)|||200100
동해청강아카데미||129.1030740899|37.5569327204|복지서비스|033-5316012|강원도 동해시 해안로 635-7||사회서비스제공기관||||||동해청강아카데미|2층 (발한동)|||200100
푸른숲지역아동센터||129.0436855418518|37.47320928665156|복지서비스|033-5310301|강원도 동해시 삼화로 11||사회복지시설||||||푸른숲지역아동센터|2층 (이로동)|||200100
동해시장애인보호작업장||129.1386649675244|37.475376059815154|복지서비스|033-5220994|강원도 동해시 공단7로 31||사회복지시설||||||동해시장애인보호작업장|(구호동)|||200100
동성지역아동센터||129.1057919887322|37.47912693695679|복지서비스|033-5225283|강원도 동해시 전천로 107||사회복지시설||||||동성지역아동센터|(이도동)|||200100
해오름지역아동센터||129.12593871794203|37.48036229625537|복지서비스|033-5218268|강원도 동해시 선돌길 10||사회복지시설||||||해오름지역아동센터|(구미동)|||200100
동해종합사회복지관||129.12154498135996|37.48248442869111|복지서비스|033-5338247|강원도 동해시 전천로 273-10||사회복지시설||||||동해종합사회복지관|(북평동)|||200100
월드비전/동해노인복지센터||129.12154498135996|37.48248442869111|복지서비스|033-5338247|강원도 동해시 북평동 전천로 273-10||사회복지시설||||||월드비전 동해노인복지센터||||200100
우리지역아동센터||129.10299642231908|37.48730601830815|복지서비스|033-5211195|강원도 동해시 청운로 82||사회복지시설||||||우리지역아동센터|(쇄운동)|||200100
동해시정신건강복지센터||129.1026734963309|37.48852971668938|복지서비스|033-5330197|강원도 동해시 청운로 96||사회복지시설||||||동해시정신건강복지센터|(쇄운동,북삼건강생활지원센터)|||200100
대흥지역아동센터||129.10397415121864|37.491691952045116|복지서비스|033-5213042|강원도 동해시 효자로 639||사회복지시설||||||대흥지역아동센터|(동회동)|||200100
무주리||129.0554986948384|37.49330960733061|복지서비스|033-5348977|강원도 동해시 월평로 49||사회복지시설|||||술없는 마을|무주리(술없는 마을)|102동 504호 (이로동,동해규수방아파트)|||200100
꽃망울지역아동센터||129.12454002285517|37.49499198088313|복지서비스|033-5313651|강원도 동해시 송정2길 21||사회복지시설||||||꽃망울지역아동센터|(송정동)|||200100
동해시니어클럽||129.11899931811297|37.515122716515044|복지서비스|033-5347501|강원도 동해시 중앙로 152||사회복지시설||||||동해시니어클럽|2층 201호 (천곡동,태영빌딩)|||200100
시민/지역아동센터||129.12173993495182|37.51637431242155|복지서비스|033-5331015|강원도 동해시 감추3길 30||사회복지시설||||||시민 지역아동센터|천곡동|||200100
동해복지관부설재가복지봉사센타||129.10575385291065|37.51672898966034|복지서비스|033-5338247|강원도 동해시 동굴로 15||사회복지시설||||||동해복지관부설재가복지봉사센타|(천곡동)|||200100
동해시장애요양원||129.09708055721146|37.5183031027069|복지서비스|033-5323600|강원도 동해시 덕골길 76-39||사회복지시설||||||동해시장애요양원|(천곡동)|||200100
동해시장애인주간보호소||129.10741929983809|37.51932613543037|복지서비스|033-5335894|강원도 동해시 한섬로 28-12||사회복지시설||||||동해시장애인주간보호소|(천곡동)|||200100
동해시수어통역센터||129.10804933406192|37.519368937849805|복지서비스|033-5358205|강원도 동해시 한섬로 28-22||사회복지시설||||||동해시수어통역센터|(천곡동)|||200100
동해시장애인생활이동지원센터||129.10804933406192|37.519368937849805|복지서비스|03-3-5357229|강원도 동해시 한섬로 28-22||사회복지시설||||||동해시장애인생활이동지원센터|1층 (천곡동)|||200100
새중앙지역아동센터||129.10183880027068|37.52778185424941|복지서비스|033-5351188|강원도 동해시 평릉길 20||사회복지시설||||||새중앙지역아동센터|404호 (천곡동)|||200100
해맑은/지역아동센터||129.11371447895755|37.534956715871566|복지서비스|033-5350394|강원도 동해시 평원1길 141||사회복지시설||||||해맑은 지역아동센터|(평릉동)|||200100
행복한지역아동센터||129.10955367886052|37.54049024868035|복지서비스|033-5318001|강원도 동해시 해안로 447||사회복지시설||||||행복한지역아동센터|(부곡동)|||200100
새힘지역아동센터||129.10165256317526|37.542422069534844|복지서비스|033-5352149|강원도 동해시 발한로 109-1||사회복지시설||||||새힘지역아동센터|(발한동)|||200100
묵호노인종합복지관||129.1065188257|37.5453693558|복지서비스|033-5346844|강원도 동해시 향로2길 48||사회복지시설||||||묵호노인종합복지관|(발한동)|||200100
꿈나무지역아동센터||129.11051612254948|37.55054804322191|복지서비스|033-5320691|강원도 동해시 일출로 20-4||사회복지시설||||||꿈나무지역아동센터|(발한동)|||200100
한사랑지역아동센터||129.10776577203387|37.55204214068331|복지서비스|033-5331691|강원도 동해시 동문산1길 20||사회복지시설||||||한사랑지역아동센터|발한동|||200100
해미래보호작업장||129.0981049449|37.5532448404|복지서비스|033-5355947|강원도 동해시 큰발한길 1-22||사회복지시설||||||해미래보호작업장|(발한동)|||200100
마중물지역아동센터||129.08257846822903|37.59184161344502|복지서비스|033-5350279|강원도 동해시 망상동 노동안길 7||사회복지시설||||||마중물지역아동센터|(39번지 제2호)|||200100
동해약천온천실버타운||129.06695169605803|37.59415592226984|복지서비스|033-5343542|강원도 동해시 석두골길 145||사회복지시설||||||동해약천온천실버타운|(망상동)|||200100
햇살요양보호센터||129.16605956977344|37.448601024572916|복지서비스|033-5732090|강원도 삼척시 중앙로 288||노인장기요양시설||||||햇살요양보호센터|(교동)|||200100
믿음노인요양센터||129.1679433191|37.448725018|복지서비스|033-5758117|강원도 삼척시 교동로 51||노인장기요양시설||||||믿음노인요양센터|1층 102호 (교동)|||200100
행복한데이케어센터||129.169335481541|37.44904178178341|복지서비스|033-5760302|강원도 삼척시 교동로 66||노인장기요양시설||||||행복한데이케어센터|(당저동)|||200100
보석공동생활가정||129.1698480786138|37.44848105091381|복지서비스|033-5738826||강원도 삼척시 당저동 7-12|사회복지시설||||||보석공동생활가정||||200100
다사랑/재가복지센터||129.1652031128|37.4438206258|복지서비스|033-5722260|강원도 삼척시 척주로 12||노인장기요양시설||||||다사랑 재가복지센터|(남양동)|||200100
다사랑재가복지센터||129.1652031128|37.4438206258|복지서비스|033-5722260|강원도 삼척시 척주로 12||사회서비스제공기관||||||다사랑재가복지센터|(남양동)|||200100
사랑애울타리/노인장기요양센터||129.1687146156984|37.44397602166067|복지서비스|033-5751006|강원도 삼척시 척주로 42||노인장기요양시설||||||사랑애울타리 노인장기요양센터|(남양동)|||200100
삼척시노인복지관||129.1715737329837|37.44563870818396|복지서비스|033-5751991|강원도 삼척시 봉황로 85||사회복지시설||||||삼척시노인복지관|(남양동)|||200100
동산복지마을||129.3512396656231|37.15811974853427|복지서비스|033-5736691|강원도 삼척시 원덕읍 고포월천길 273-76||노인장기요양시설||||||동산복지마을||||200100
청솔/효/요양원||129.03518328243769|37.17961850246207|복지서비스|070-86726253|강원도 삼척시 도계읍 강원남부로 632||노인장기요양시설||||||청솔 효 요양원||||200100
사회복지센타/행복만들기||129.0445662150483|37.234440346095525|복지서비스|033-5412158|강원도 삼척시 도계읍 도계강변길 15||노인장기요양시설||||||사회복지센타 행복만들기||||200100
도계재가노인지원센터||129.04505121634003|37.238878767847446|복지서비스|033-5410933|강원도 삼척시 도계읍 도계강변1길 41-2||노인장기요양시설||||||도계재가노인지원센터||||200100
참사랑종합복지센터||129.04782985726968|37.24112619923201|복지서비스|033-5419946|강원도 삼척시 도계읍 도계우회로 110-29||노인장기요양시설||||||참사랑종합복지센터||||200100
도계재가노인복지센터||129.04876896834134|37.242183809631165|복지서비스|033-5418881|강원도 삼척시 도계읍 도계우회로 118||노인장기요양시설||||||도계재가노인복지센터||||200100
행복의집||129.05719655384428|37.25871487371843|복지서비스|033-5410687|강원도 삼척시 도계읍 늑구점리길 24||노인장기요양시설||||||행복의집||||200100
삼척효도노인요양원||129.26702947947675|37.316290471894455|복지서비스|033-5727744|강원도 삼척시 근덕면 삼척로 2791-65||노인장기요양시설||||||삼척효도노인요양원||||200100
효도재가노인지원센터||129.26702947947675|37.316290471894455|복지서비스|033-5727744|강원도 삼척시 근덕면 삼척로 2791-65||노인장기요양시설||||||효도재가노인지원센터||||200100
하늘안식의/집||129.2456437489|37.3515720339|복지서비스|033-5724417|강원도 삼척시 근덕면 방재로 411||노인장기요양시설||||||하늘안식의 집|(하늘안식의 집)|||200100
삼척종합재가노인복지센터||129.2269529827237|37.378619413185724|복지서비스|033-5752899|강원도 삼척시 근덕면 삼척로 3636-14||노인장기요양시설||||||삼척종합재가노인복지센터||||200100
오렌지카운티노인요양원||129.24678458905512|37.378925166365775|복지서비스|033-5748700|강원도 삼척시 근덕면 덕산해안로 134-52||노인장기요양시설||||||오렌지카운티노인요양원||||200100
오렌지카운티/재가복지센터||129.24678458905512|37.378925166365775|복지서비스|033-5722700|강원도 삼척시 근덕면 덕산해안로 134-52||노인장기요양시설||||||오렌지카운티 재가복지센터||||200100
해바라기장기요양센터||129.1684671357306|37.43195967940632|복지서비스|033-5759677|강원도 삼척시 사직로4길 28-7||노인장기요양시설||||||해바라기장기요양센터|(사직동)|||200100
