##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@BHC치킨
BHC치킨앤비어|대전노은점|||BHC치킨|042-476-3366|대전 유성구 노은동로75번길 117||맥주판매||||||BHC치킨앤비어 대전노은점|(노은동)|||80615
BHC치킨앤비어|대전대흥점|||BHC치킨|0422229933||대전 중구 대흥동 477-2|맥주판매||||||BHC치킨앤비어 대전대흥점|1층|||80615
BHC치킨앤비어|대전도안가수원점(3)|||BHC치킨|042-542-9285|대전 서구 가수원동 원도안로26번길 7-25||맥주판매||||||BHC치킨앤비어 대전도안가수원점(3)|1층 (가수원동)|||80615
BHC치킨|대전둔산문정점(3)|||BHC치킨|042-485-5556|대전광역시 서구 둔산로206번길 26||||||||BHC치킨 대전둔산문정점(3)|(둔산동,1층)|||80615
BHC치킨|대전둔산점|||BHC치킨|042-488-8850|대전광역시 서구 둔산남로 41||||||||BHC치킨 대전둔산점|(둔산동)|||80615
BHC치킨앤비어|대전목동중촌점|||BHC치킨|042-222-0223|대전 중구 목동 목동로 64||맥주판매||||||BHC치킨앤비어 대전목동중촌점||||80615
BHC치킨앤비어|대전문지점|||BHC치킨|042-867-7892||대전 유성구 전민동 문지동 642-1|맥주판매||||||BHC치킨앤비어 대전문지점||||80615
BHC치킨|대전문창점(명변)|||BHC치킨|042-274-5578|대전광역시 동구 천동초등동길 22||||||||BHC치킨 대전문창점(명변)|(천동) 1층 (천동)|||80615
BHC치킨|대전문화점|||BHC치킨|042-223-9987||대전 중구 문화동 1-116|||||||BHC치킨 대전문화점||||80615
BHC치킨|대전반석점|||BHC치킨|042-824-5572|유성구 반석동로 33||||||||BHC치킨 대전반석점|상가동 1층 104호|||80615
BHC치킨|대전산성점|||BHC치킨|042-581-1887|대전광역시 중구 당디로 20-1||||||||BHC치킨 대전산성점|(산성동)|||80615
BHC치킨앤비어|대전상대점|||BHC치킨|042-825-0707|대전 유성구 봉명서로 47-10||맥주판매||||||BHC치킨앤비어 대전상대점|101호 (봉명동)|||80615
BHC치킨앤비어|대전성남천사점|||BHC치킨|042-639-1004|대전광역시 동구 성남로 12-1||맥주판매||||||BHC치킨앤비어 대전성남천사점|(성남로)|||80615
BHC치킨|대전송촌점|||BHC치킨|042-621-9955||대전 대덕구 송촌동 497-1|||||||BHC치킨 대전송촌점||||80615
BHC치킨|대전원신흥점|||BHC치킨|042-825-9272||대전 유성구 원신흥동 545-10|||||||BHC치킨 대전원신흥점||||80615
BHC치킨앤비어|대전유천태평점|||BHC치킨|042-524-9922||대전 중구 유천동 203-16|맥주판매||||||BHC치킨앤비어 대전유천태평점||||80615
BHC치킨앤비어|대전죽동점|||BHC치킨|042-825-5499||대전 유성구 죽동 720-9|맥주판매||||||BHC치킨앤비어 대전죽동점||||80615
BHC치킨앤비어|대전지족점|||BHC치킨|042-826-9280||대전 유성구 지족동 1046-2|맥주판매||||||BHC치킨앤비어 대전지족점||||80615
BHC치킨|대전진잠점|||BHC치킨|042-541-3953||대전 유성구 원내동 226-1|||||||BHC치킨 대전진잠점|1층|||80615
BHC치킨앤비어|대전타임월드점|||BHC치킨|042-484-7707||대전 서구 둔산동 968|맥주판매||||||BHC치킨앤비어 대전타임월드점||||80615
BHC치킨앤비어|대전탄방점|||BHC치킨|042-487-0252||대전 서구 탄방동 991|맥주판매||||||BHC치킨앤비어 대전탄방점||||80615
BHC치킨|대조점|||BHC치킨|02-385-1133||서울 은평구 대조동 206-3|||||||BHC치킨 대조점||||80615
BHC치킨앤비어|대천해수욕장점|||BHC치킨|0419328755|충남 보령시 해수욕장5길 22||맥주판매||||||BHC치킨앤비어 대천해수욕장점|(신흑동)|||80615
BHC치킨앤비어|대청공원점|||BHC치킨|010-8535-0656|경남 김해시 번화1로56번길 19-1||맥주판매||||||BHC치킨앤비어 대청공원점|301 (대청동)|||80615
BHC치킨|대청무계점|||BHC치킨|055-323-9727|경남 김해시 장유로 319||||||||BHC치킨 대청무계점|(무계동)|||80615
BHC치킨앤비어|대치개포점|||BHC치킨|02-3463-8292||서울 강남구 개포동 159-6|맥주판매||||||BHC치킨앤비어 대치개포점||||80615
BHC치킨앤비어|대치포스코점|||BHC치킨|02-568-9939||서울특별시 강남구 대치동 894|맥주판매||||||BHC치킨앤비어 대치포스코점|현대썬앤빌테헤란 제1층 103호|||80615
BHC치킨앤비어|대학로본점|||BHC치킨|02745-9464|서울특별시 종로구 대학로12길 13||맥주판매||||||BHC치킨앤비어 대학로본점|(동숭동,2층)|||80615
BHC치킨|대화지구점|||BHC치킨|031-913-9942||경기 고양시 일산서구 대화동 1657|||||||BHC치킨 대화지구점|대화타운 108호|||80615
BHC치킨|덕계점|||BHC치킨|031-866-7330|경기 양주시 평화로 1581||||||||BHC치킨 덕계점|(회정동,1층)|||80615
BHC치킨|덕소점|||BHC치킨|031-576-9282||경기 남양주시 와부읍 덕소리 554-1|||||||BHC치킨 덕소점|현대아파트 상가동 206호|||80615
BHC치킨|덕신점(2)|||BHC치킨|052-238-8252|울산 울주군 온산읍 덕신2길 14||||||||BHC치킨 덕신점(2)||||80615
BHC치킨앤비어|덕진하가지구점(2)|||BHC치킨|063-271-8292|전북 전주시 덕진구 가리내9길 8||맥주판매||||||BHC치킨앤비어 덕진하가지구점(2)|(덕진동2가,파크빌) 1층|||80615
BHC치킨앤비어|덕포점|||BHC치킨|051-302-7555||부산시 사상구 덕포동 780-9|맥주판매||||||BHC치킨앤비어 덕포점||||80615
BHC치킨앤비어|델피노점|||BHC치킨|033-639-3365||강원 고성군 토성면 원암리 403-1|맥주판매||||||BHC치킨앤비어 델피노점||||80615
BHC치킨앤비어|도고온천점|||BHC치킨|041-541-8292|충남 아산시 도고면 기곡로62번길 21-9||맥주판매||||||BHC치킨앤비어 도고온천점||||80615
BHC치킨앤비어|도남점|||BHC치킨|0647569992|제주시 도남로 103||맥주판매||||||BHC치킨앤비어 도남점|1층 (도남동)|||80615
BHC치킨앤비어|도봉구청점|||BHC치킨|02-956-9972|서울특별시 도봉구 마들로 657||맥주판매||||||BHC치킨앤비어 도봉구청점|128호 (방학동,이에스에이아파트)|||80615
BHC치킨앤비어|도청신도시점|||BHC치킨|054-652-8879||경북 예천군 호명면 산합리 1414|맥주판매||||||BHC치킨앤비어 도청신도시점|제일프라자 1층 104호|||80615
BHC치킨앤비어|도촌점(비어존)|||BHC치킨|031-722-3990|경기도 성남시 중원구 도촌남로 24||맥주판매||||||BHC치킨앤비어 도촌점(비어존)|휴먼시아 섬마을 상가|||80615
BHC치킨|도화점|||BHC치킨|032-876-2589|인천 미추홀구 송림로 247||||||||BHC치킨 도화점|1층|||80615
BHC치킨앤비어|독산맛나거리점|||BHC치킨|02-838-3339||서울 금천구 독산동 1013-8|맥주판매||||||BHC치킨앤비어 독산맛나거리점||||80615
BHC치킨|독산점|||BHC치킨|02-893-3337||서울 금천구 독산동 711-2|||||||BHC치킨 독산점||||80615
BHC치킨앤비어|돈암스카이점|||BHC치킨|02-921-1192||서울 성북구 돈암동 609-1한신 , 한진아파트상가 417-1320|맥주판매||||||BHC치킨앤비어 돈암스카이점||||80615
BHC치킨|돈암점|||BHC치킨|02-925-9292|서울특별시 성북구 북악산로 902||||||||BHC치킨 돈암점|1층 (돈암동)|||80615
BHC치킨|동광오거리점|||BHC치킨|033-242-4849|강원 춘천시 동면 춘천로 359||||||||BHC치킨 동광오거리점||||80615
BHC치킨앤비어|동대문점|||BHC치킨|0222780053|서울 중구 광희동1가 을지로44길 10||맥주판매||||||BHC치킨앤비어 동대문점|2층|||80615
BHC치킨|동두천송내점|||BHC치킨|031-862-9982||경기 동두천시 송내동 695-2|||||||BHC치킨 동두천송내점||||80615
BHC치킨|동두천지행점|||BHC치킨|031-858-5577|동두천시 행선로 68||||||||BHC치킨 동두천지행점|(지행동)|||80615
BHC치킨|동산점|||BHC치킨|063-857-9245|전북 익산시 동산동 서동로 102-7||||||||BHC치킨 동산점|제상가1동 1층 110호 (동산동,제일아파트)|||80615
BHC치킨|동삼점|||BHC치킨|051-405-4044||부산 영도구 동삼1동 986-7|||||||BHC치킨 동삼점||||80615
BHC치킨앤비어|동양점|||BHC치킨|032-556-7766||인천 계양구 동양동 580-2|맥주판매||||||BHC치킨앤비어 동양점||||80615
BHC치킨앤비어|동천풍덕천점|||BHC치킨|031-266-9482||경기 용인시 수지구 동천동 282-4|맥주판매||||||BHC치킨앤비어 동천풍덕천점||||80615
BHC치킨앤비어|동춘점|||BHC치킨|032-817-7888|인천 연수구 동춘동 먼우금로 126||맥주판매||||||BHC치킨앤비어 동춘점|현대대림아파트상가 106호|||80615
BHC치킨앤비어|동탄8동점|||BHC치킨|031-377-4381|경기 화성시 동탄면 경기동로 317번 나길 42||맥주판매||||||BHC치킨앤비어 동탄8동점|101호|||80615
BHC치킨|동탄목동점|||BHC치킨|031-376-7392|경기 화성시 동탄순환대로20길 104||||||||BHC치킨 동탄목동점|(목동,동탄2신도시 호반베르디움 22단지) 지1층 b101호|||80615
BHC치킨|동탄반송점|||BHC치킨|031-8015-5592||경기 화성시 반송동 212|||||||BHC치킨 동탄반송점|동탄나루마을 월드메르디앙반도유보라 제 상가 104호|||80615
BHC치킨|동탄방교점(18년)|||BHC치킨|031-378-9949||경기 화성시 동탄면 방교리 768-1|||||||BHC치킨 동탄방교점(18년)||||80615
BHC치킨앤비어|동탄북광장점|||BHC치킨|031-8003-0715||경기 화성시 반송동 87-6|맥주판매||||||BHC치킨앤비어 동탄북광장점||||80615
BHC치킨|동탄산척동점|||BHC치킨|031-376-0264|경기 화성시 동탄면 동탄산척로2나길 4-6||||||||BHC치킨 동탄산척동점||||80615
BHC치킨|동탄센트럴파크점|||BHC치킨|031-8003-3668||경기 화성시 반송동 43-6|||||||BHC치킨 동탄센트럴파크점|205호|||80615
BHC치킨|동탄청계점(18년)|||BHC치킨|031-376-8295|경기 화성시 청계동 동탄대로 시범길 122||||||||BHC치킨 동탄청계점(18년)|상가동 1동 106호|||80615
BHC치킨앤비어|두류광장점|||BHC치킨|053-626-6999|대구 달서구 두류동 달구벌대로 344길 15||맥주판매||||||BHC치킨앤비어 두류광장점|(두류동,1층 9호)|||80615
BHC치킨앤비어|두정2호점|||BHC치킨|041-522-5532||충남 천안시 서북구 두정동 597|맥주판매||||||BHC치킨앤비어 두정2호점||||80615
BHC치킨|두정역점|||BHC치킨|041-554-4466||충남 천안시 서북구 두정동 1612|||||||BHC치킨 두정역점||||80615
BHC치킨앤비어|두정행복점|||BHC치킨|041-569-9289||천안시 서북구 두정동 818|맥주판매||||||BHC치킨앤비어 두정행복점|2층|||80615
BHC치킨|등촌점|||BHC치킨|02-2648-0092||서울 강서구 등촌동 366-140|||||||BHC치킨 등촌점||||80615
BHC치킨|디지털점|||BHC치킨|02-851-9919||서울 금천구 가산동 142-20|||||||BHC치킨 디지털점||||80615
BHC치킨앤비어|뚝섬한강공원1호점|||BHC치킨|02-455-8288||서울 광진구 자양동 427-15|맥주판매||||||BHC치킨앤비어 뚝섬한강공원1호점|뚝섬한강공원|||80615
BHC치킨앤비어|뚝섬한강공원2호점|||BHC치킨|02-455-8280||서울 광진구 자양동 97-5|맥주판매||||||BHC치킨앤비어 뚝섬한강공원2호점|뚝섬한강공원2호점|||80615
BHC치킨앤비어|뚝섬한강공원3호점|||BHC치킨|02-466-8287||서울 광진구 자양동 99-2|맥주판매||||||BHC치킨앤비어 뚝섬한강공원3호점|2층|||80615
BHC치킨앤비어|롯데월드빅토리아점|||BHC치킨|010-9836-4555||서울 송파구 잠실동 40-1|맥주판매||||||BHC치킨앤비어 롯데월드빅토리아점|롯데월드 매직아일랜드|||80615
BHC치킨|롯데월드어드벤처점|||BHC치킨|||서울 송파구 잠실동 40-1|||||||BHC치킨 롯데월드어드벤처점|롯데월드어드벤처 1층|||80615
BHC치킨앤비어|루원시티점|||BHC치킨|032-563-1717||인천 서구 가정동 614-9|맥주판매||||||BHC치킨앤비어 루원시티점||||80615
BHC치킨|마곡점|||BHC치킨|02-2666-8892||서울 강서구 마곡동 768-2|||||||BHC치킨 마곡점||||80615
BHC치킨|마두점|||BHC치킨|031-907-8892|경기도 고양시 일산동구 강송로 180||||||||BHC치킨 마두점|112 (마두동,759-1,2번지백마프라자)|||80615
BHC치킨|마들점|||BHC치킨|02-933-9288||서울 노원구 상계동 1021-21|||||||BHC치킨 마들점||||80615
BHC치킨앤비어|마산만아이파크|||BHC치킨|055-243-9255|경남 창원시 마산합포구 제2부두로 17||맥주판매||||||BHC치킨앤비어 마산만아이파크|아이파크 상가 105호|||80615
BHC치킨|마산삼계점|||BHC치킨|055-232-9915||경남 창원시 마산회원구 내서읍 삼계리 602|||||||BHC치킨 마산삼계점||||80615
BHC치킨앤비어|마산합성구암점|||BHC치킨|055-292-9207|경남 창원시 마산회원구 구암서1길 219||맥주판매||||||BHC치킨앤비어 마산합성구암점|(구암동)|||80615
BHC치킨|마산현동점|||BHC치킨|055-222-9494|경남 창원시 마산합포구 현동6길 94||||||||BHC치킨 마산현동점|107호 (현동,현동프라자)|||80615
BHC치킨앤비어|마천점|||BHC치킨|02-414-0036||서울 송파구 마천동 44-8|맥주판매||||||BHC치킨앤비어 마천점|1층|||80615
BHC치킨|마평점|||BHC치킨|031-334-9282|경기도 용인시 처인구 금령로187번길 7||||||||BHC치킨 마평점|(마평동)|||80615
BHC치킨앤비어|마포역점|||BHC치킨|02-718-5888||서울 마포구 도화동 250-3|맥주판매||||||BHC치킨앤비어 마포역점||||80615
BHC치킨|마포창전점(점명변,bhc상수역점)|||BHC치킨|02-322-0988||서울 마포구 창전동 2-40|||||||BHC치킨 마포창전점(점명변,bhc상수역점)||||80615
BHC치킨앤비어|만리포해수욕장점|||BHC치킨|041-672-2326||충남 태안군 소원면 모항리 1357|맥주판매||||||BHC치킨앤비어 만리포해수욕장점|2층|||80615
BHC치킨|만수동점|||BHC치킨|032-465-9982||인천 남동구 만수동 1019-7|||||||BHC치킨 만수동점||||80615
BHC치킨앤비어|만수역점|||BHC치킨|032-465-1793||인천 남동구 만수동 955-8|맥주판매||||||BHC치킨앤비어 만수역점|1층|||80615
BHC치킨|만수향촌점|||BHC치킨|032-465-9680|인천 남동구 만수동 만수서로 55||||||||BHC치킨 만수향촌점|향촌근린상가3동제지1층제비106호일부|||80615
BHC치킨앤비어|만인산휴양림점|||BHC치킨|042-282-0711|대전 동구 대동 산내로 111||맥주판매||||||BHC치킨앤비어 만인산휴양림점||||80615
BHC치킨앤비어|망상해수욕장점|||BHC치킨|033-534-3388||강원 동해시 망상동 393-78|맥주판매||||||BHC치킨앤비어 망상해수욕장점||||80615
BHC치킨앤비어|망우점|||BHC치킨|024949282|서울특별시 중랑구 용마산로 454||맥주판매||||||BHC치킨앤비어 망우점|(망우동)|||80615
BHC치킨|망원점|||BHC치킨|02-332-5889||서울 마포구 망원동 438-21|||||||BHC치킨 망원점||||80615
BHC치킨|매천점|||BHC치킨|053-314-7500||대구 북구 태전동 1109|||||||BHC치킨 매천점|106호 (동편)|||80615
BHC치킨|매탄행복점(명변3)|||BHC치킨|031-215-5600|경기도 수원시 영통구 매탄로126번길 22||||||||BHC치킨 매탄행복점(명변3)|(매탄동,주공그린빌) 상가동 104호|||80615
BHC치킨앤비어|메가박스여수점|||BHC치킨|061-691-7700|전남 여수시 쌍봉로 208||맥주판매||||||BHC치킨앤비어 메가박스여수점|(신기동)|||80615
BHC치킨|면목사랑점|||BHC치킨|02-2207-9942||서울 중랑구 면목동 51-3|||||||BHC치킨 면목사랑점||||80615
BHC치킨|면목역점|||BHC치킨|02-2207-9252||서울 중랑구 면목동 504-18|||||||BHC치킨 면목역점||||80615
BHC치킨앤비어|명동본점|||BHC치킨|02-319-7033|서울 중구 명동 명동7길 21||맥주판매||||||BHC치킨앤비어 명동본점||||80615
BHC치킨|명륜1호점|||BHC치킨|033-766-2332||강원 원주시 명륜동 845-5|||||||BHC치킨 명륜1호점||||80615
BHC치킨앤비어|명일점|||BHC치킨|02-429-9279|서울 강동구 구천면로 502||맥주판매||||||BHC치킨앤비어 명일점||||80615
BHC치킨|명지국제점|||BHC치킨|051-202-3392||부산 강서구 명지동 3328|||||||BHC치킨 명지국제점||||80615
BHC치킨앤비어|명지점|||BHC치킨|051-271-2588|부산 강서구 명지동 오션시티11로 51||맥주판매||||||BHC치킨앤비어 명지점|퀸덤아파트 3차 상가동|||80615
BHC치킨앤비어|명촌진장점|||BHC치킨|052-289-9928||울산 북구 명촌동 994-17|맥주판매||||||BHC치킨앤비어 명촌진장점||||80615
BHC치킨|모라점|||BHC치킨|051-327-9392|부산광역시 사상구 모라로110번길 29||||||||BHC치킨 모라점|(모라동)|||80615
BHC치킨앤비어|모래내시장점|||BHC치킨|032-463-9982|인천 남동구 구월동 백범로 247번길 96||맥주판매||||||BHC치킨앤비어 모래내시장점||||80615
BHC치킨|목동2호점|||BHC치킨|02-2646-2233|서울특별시 양천구 목동중앙본로1길 47||||||||BHC치킨 목동2호점|(목동)|||80615
BHC치킨앤비어|목동단지점|||BHC치킨|02-2645-9285||서울시 양천구 신정동 1021-9|맥주판매||||||BHC치킨앤비어 목동단지점||||80615
BHC치킨앤비어|목동역점|||BHC치킨|02-2694-7272|서울특별시 양천구 오목로 215-1||맥주판매||||||BHC치킨앤비어 목동역점|101 (신정동,예지2003타운)|||80615
BHC치킨앤비어|목동중앙점|||BHC치킨|02-2061-2061||서울 양천구 목동 315-44|맥주판매||||||BHC치킨앤비어 목동중앙점||||80615
BHC치킨|목포남악옥암점(5)|||BHC치킨|061-282-0065||전남 목포시 옥암동 1178|||||||BHC치킨 목포남악옥암점(5)|한국아델리움상가 103호|||80615
BHC치킨앤비어|목포삼학용해점|||BHC치킨|061-277-2884||전남 목포시 용해동 143-14|맥주판매||||||BHC치킨앤비어 목포삼학용해점||||80615
BHC치킨|목포연산산정점|||BHC치킨|061-276-8255|전남 목포시 원산로145번안길 3-7||||||||BHC치킨 목포연산산정점|(연산동) 1층|||80615
BHC치킨|목포용해점|||BHC치킨|061-276-6326|전남 목포시 용해지구로88번길 8||||||||BHC치킨 목포용해점|(용해동) 상가동 104호|||80615
BHC치킨앤비어|목포하당2호점|||BHC치킨|061-287-3336|전남 목포시 백년대로337번길 30||맥주판매||||||BHC치킨앤비어 목포하당2호점|1층 (상동)|||80615
BHC치킨|목포하당점|||BHC치킨|061-284-8292|전남 목포시 신흥로 116||||||||BHC치킨 목포하당점|(옥암동)|||80615
BHC치킨앤비어|몰운대롯데캐슬점|||BHC치킨|051-263-9944|부산 사하구 윤공단로 23-1||맥주판매||||||BHC치킨앤비어 몰운대롯데캐슬점||||80615
BHC치킨|무실점|||BHC치킨|033-744-9266|강원 원주시 무실동 시청로 76||||||||BHC치킨 무실점||||80615
BHC치킨앤비어|무안점|||BHC치킨|061-453-7985|전남 무안군 무안읍 공항로 75-9||맥주판매||||||BHC치킨앤비어 무안점|무안성내휴먼시아아파트 (무안성내휴먼시아제상가동101호)|||80615
BHC치킨앤비어|무주리조트점(명변)|||BHC치킨|063-322-6003|전북 무주군 설천면 만선1로 116||맥주판매||||||BHC치킨앤비어 무주리조트점(명변)||||80615
BHC치킨앤비어|무주태권도원점|||BHC치킨|063-323-9999||전북 무주군 설천면 소천리 904-45|맥주판매||||||BHC치킨앤비어 무주태권도원점||||80615
BHC치킨|묵동먹골점(3)|||BHC치킨|02-971-8292||서울 중랑구 묵동 238-36|||||||BHC치킨 묵동먹골점(3)||||80615
BHC치킨|문경모전점|||BHC치킨|054-552-3999|경북 문경시 당교6길 25||||||||BHC치킨 문경모전점|103,104 (모전동)|||80615
BHC치킨|문경점촌점(2)|||BHC치킨|054-552-4999|경북 문경시 문경읍 호서로 85||||||||BHC치킨 문경점촌점(2)||||80615
BHC치킨앤비어|문래점|||BHC치킨|02-2257-8292|서울특별시 영등포구 선유로13길 25||맥주판매||||||BHC치킨앤비어 문래점|(문래동6가,에이스하이테크시티2지식산업센타)|||80615
BHC치킨앤비어|문막점(2)|||BHC치킨|033-747-9955|강원 원주시 문막읍 원문로 1700-1||맥주판매||||||BHC치킨앤비어 문막점(2)|서원주코아루아너스 상가 102호|||80615
BHC치킨앤비어|문정로데오점|||BHC치킨|02-443-9585|서울 송파구 동남로2길 5||맥주판매||||||BHC치킨앤비어 문정로데오점|1층 (문정동)|||80615
BHC치킨앤비어|문정법조타운점|||BHC치킨|02-408-7775||서울 송파구 문정동 644-2|맥주판매||||||BHC치킨앤비어 문정법조타운점||||80615
BHC치킨|물금신도시점|||BHC치킨|055-383-8292||경남 양산시 물금읍 범어리 우남퍼스트빌아파트 상가-102 |||||||BHC치킨 물금신도시점||||80615
BHC치킨|미사역점|||BHC치킨|031-794-9233|경기 하남시 망월동 미사강변중앙로 161||||||||BHC치킨 미사역점|파크뷰|||80615
BHC치킨|미수대박점|||BHC치킨|055-646-1215|경남 통영시 미수동 미수해안로 36||||||||BHC치킨 미수대박점|(미수동,현대아파트)|||80615
BHC치킨|미아2호점|||BHC치킨|02-988-2235|서울특별시 강북구 도봉로50길 15||||||||BHC치킨 미아2호점||||80615
BHC치킨|미아뉴타운점|||BHC치킨|02-928-4233||서울 강북구 미아동 469-42|||||||BHC치킨 미아뉴타운점||||80615
BHC치킨앤비어|미아사거리점|||BHC치킨|02-988-5999||서울 강북구 미아동 54-88|맥주판매||||||BHC치킨앤비어 미아사거리점|2층|||80615
BHC치킨|미아점|||BHC치킨|02-986-9282||서울 강북구 미아동 1354-5|||||||BHC치킨 미아점||||80615
BHC치킨|민락2지구점(2)|||BHC치킨|031-852-1323||경기 의정부시 낙양동 749|||||||BHC치킨 민락2지구점(2)||||80615
BHC치킨앤비어|민락메가박스점|||BHC치킨|031-853-0055|경기 의정부시 오목로205번길 39||맥주판매||||||BHC치킨앤비어 민락메가박스점|203호|||80615
BHC치킨앤비어|민락점|||BHC치킨|031-852-0601||경기 의정부시 민락동 755-4|맥주판매||||||BHC치킨앤비어 민락점||||80615
BHC치킨앤비어|밀양점|||BHC치킨|055-352-0969|경남 밀양시 삼문동 미리벌로 3길 40||맥주판매||||||BHC치킨앤비어 밀양점||||80615
BHC치킨앤비어|박달점(안양)|||BHC치킨|031-466-5698||경기 안양시 만안구 안양2동 836-7|맥주판매||||||BHC치킨앤비어 박달점(안양)||||80615
BHC치킨|반구e편한세상점|||BHC치킨|052-282-2234||울산 중구 반구동 e편한세상 상가 106동 106호 |||||||BHC치킨 반구e편한세상점||||80615
BHC치킨앤비어|반월삼성점|||BHC치킨|031-273-9280|경기 화성시 삼성1로6길 19||맥주판매||||||BHC치킨앤비어 반월삼성점|(반월동) 1층|||80615
BHC치킨앤비어|반포한강공원1호점|||BHC치킨|02-533-8280||서울 서초구 잠원동 122-1|맥주판매||||||BHC치킨앤비어 반포한강공원1호점|반포한강공원1호점|||80615
BHC치킨앤비어|반포한강공원2호점|||BHC치킨|02-595-8280||서울 서초구 반포동 115-5|맥주판매||||||BHC치킨앤비어 반포한강공원2호점|2층|||80615
BHC치킨|발산점|||BHC치킨|02-3663-3238|서울특별시 강서구 공항대로42길 23||||||||BHC치킨 발산점|(내발산동)|||80615
BHC치킨앤비어|방배행복점(명변)|||BHC치킨|02-537-3410|서울특별시 서초구 동광로1길 100||맥주판매||||||BHC치킨앤비어 방배행복점(명변)|(방배동) 1층|||80615
BHC치킨앤비어|방이점|||BHC치킨|02-418-9200||서울 송파구 방이동 129-2|맥주판매||||||BHC치킨앤비어 방이점||||80615
BHC치킨앤비어|방학신동아점|||BHC치킨|02-956-2292||서울 도봉구 방학동 271-4|맥주판매||||||BHC치킨앤비어 방학신동아점||||80615
BHC치킨|방학점|||BHC치킨|02-6083-7272||서울 도봉구 방학동 312-2|||||||BHC치킨 방학점||||80615
BHC치킨|방화점|||BHC치킨|02-2666-7969||서울 강서구 방화동 251-10|||||||BHC치킨 방화점||||80615
BHC치킨앤비어|배곧신도시점|||BHC치킨|031-434-9987|경기도 시흥시 배곧4로 30||맥주판매||||||BHC치킨앤비어 배곧신도시점|(정왕동,배곧타운)|||80615
BHC치킨앤비어|배방신도시점|||BHC치킨|041-549-0050|충남 아산시 배방읍 용연로 84-27||맥주판매||||||BHC치킨앤비어 배방신도시점|1층 106호|||80615
BHC치킨|배재대점|||BHC치킨|0425352002|대전시 서구 사마1길 10||||||||BHC치킨 배재대점|1층 (도마동)|||80615
BHC치킨앤비어|백령점|||BHC치킨|032-836-0777||인천 옹진군 백령면 877|맥주판매||||||BHC치킨앤비어 백령점||||80615
BHC치킨|백석2점|||BHC치킨|031-901-2356|경기도 고양시 일산동구 호수로 430번길 30-4||||||||BHC치킨 백석2점||||80615
BHC치킨|백석행복점|||BHC치킨|031-906-7122|경기 고양시 일산동구 백석동 강송로 125번길 53||||||||BHC치킨 백석행복점|1층일부|||80615
BHC치킨|백암점|||BHC치킨|031-332-1112||경기 용인시 처인구 백암면 백암리 437-1|||||||BHC치킨 백암점||||80615
BHC치킨앤비어|범계점|||BHC치킨|031-382-9282||경기 안양시 동안구 호계동 1047-8|맥주판매||||||BHC치킨앤비어 범계점||||80615
BHC치킨|범물점|||BHC치킨|053-782-9262|대구광역시 수성구 범안로3길 19||||||||BHC치킨 범물점|(범물동)|||80615
BHC치킨|법동중리점|||BHC치킨|042-672-6622|대전 대덕구 중리북로 31번길 41||||||||BHC치킨 법동중리점||||80615
BHC치킨앤비어|베어스타운점|||BHC치킨|031-531-9988|경기도 포천시 내촌면 금강로2536번길 27||맥주판매||||||BHC치킨앤비어 베어스타운점||||80615
BHC치킨|별내2호점|||BHC치킨|031-575-9979|경기 남양주시 별내동 덕송2로10번길 15-88||||||||BHC치킨 별내2호점||||80615
BHC치킨앤비어|별내점|||BHC치킨|031-529-9282||경기 남양주시 별내면 별내동 1096|맥주판매||||||BHC치킨앤비어 별내점||||80615
BHC치킨|병영약사점|||BHC치킨|052-292-9979|울산광역시 중구 병영성4길 96||||||||BHC치킨 병영약사점|(서동,1층)|||80615
BHC치킨|보광점|||BHC치킨|02-749-0540||서울 용산구 보광동 273-3|||||||BHC치킨 보광점||||80615
BHC치킨앤비어|보라매역점|||BHC치킨|02-841-8292||서울 동작구 신대방동 498-9|맥주판매||||||BHC치킨앤비어 보라매역점||||80615
BHC치킨앤비어|보령대천점|||BHC치킨|041-935-7878||충남 보령시 대천동 184-2|맥주판매||||||BHC치킨앤비어 보령대천점||||80615
BHC치킨|보령동대점|||BHC치킨|041-931-5958|충남 보령시 큰오랏1길 80||||||||BHC치킨 보령동대점|(동대동,신기한영어나라)|||80615
BHC치킨|보정점|||BHC치킨|031-889-8892||경기 용인시 기흥구 보정동 1291|||||||BHC치킨 보정점|죽전자이 2차 상가동 142|||80615
BHC치킨앤비어|복수점|||BHC치킨|042-581-3952|대전광역시 서구 복수동로73번길 6||맥주판매||||||BHC치킨앤비어 복수점|(복수동) 101호 (복수동)|||80615
BHC치킨앤비어|본오2동점|||BHC치킨|031-407-5731|경기도 안산시 상록구 각골로 74||맥주판매||||||BHC치킨앤비어 본오2동점|(본오동)|||80615
BHC치킨|봉천스타점|||BHC치킨|02-889-8333||서울 관악구 봉천동 955-42|||||||BHC치킨 봉천스타점||||80615
BHC치킨앤비어|봉천중앙점|||BHC치킨|02-888-8592||서울 관악구 봉천동 466-21|맥주판매||||||BHC치킨앤비어 봉천중앙점||||80615
BHC치킨앤비어|봉천청룡점|||BHC치킨|02-875-9211||서울 관악구 청룡동 1540-1|맥주판매||||||BHC치킨앤비어 봉천청룡점||||80615
