##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@성당
천주교|대화마을성당|||성당|031-922-7077~8|경기도 고양시 일산서구 대화1로 12-14||||의정부교구||||천주교 대화마을성당||||180201
천주교|대흥동성당|||성당|02-716-4990|서울특별시 마포구 토정로25안길 12||||서울대교구||||천주교 대흥동성당|(대흥동)|||180201
천주교|덕계성당|||성당|055-388-8551|경상남도 양산시 외산길 21-30||||부산교구||||천주교 덕계성당||||180201
천주교|덕계동성당|||성당|031-857-1695|경기도 양주시 평화로1429번길 131-9||||의정부교구||||천주교 덕계동성당||||180201
천주교|덕명동성당|||성당|042-826-3218|대전광역시 유성구 동서대로179번길 2||||대전교구||||천주교 덕명동성당||||180201
천주교|덕산성당|||성당|041-337-4355|충청남도 예산군 덕산면 수암산로 8||||대전교구||||천주교 덕산성당||||180201
천주교|덕산성당|||성당|043-537-0900|충북 진천군 덕산면 용몽로 38-10||||청주교구||||천주교 덕산성당||||180201
천주교|덕산동성당|||성당|055-542-8416|경상남도 창원시 진해구 충장로481번길 13||||마산교구||||천주교 덕산동성당||||180201
천주교|덕소성당|||성당|031-521-2211|경기도 남양주시 와부읍 수레로 88-21||||의정부교구||||천주교 덕소성당||||180201
천주교|덕수성당|||성당|054-246-6311|경북 포항시 북구 대신로7번길 16||||대구대교구||||천주교 덕수성당|(덕수동)|||180201
천주교|덕신성당|||성당|052-239-0697|울산광역시 울주군 온산읍 원신온3길 47||||부산교구||||천주교 덕신성당||||180201
천주교|덕암성당|||성당|043-255-1237|충북 청주시 청원구 1순환로353번길 27||||청주교구||||천주교 덕암성당||||180201
천주교|덕적도(준본당)성당|||성당|032-831-2806|인천광역시 옹진군 덕적면 덕적남로606번길 15-23||||인천교구||||천주교 덕적도(준본당)성당||||180201
천주교|덕정/(4지구장/본당)성당|||성당|031-859-7225|경기도 양주시 화합로 1457-17||||의정부교구||||천주교 덕정/(4지구장/본당)성당||||180201
천주교|덕진성당|||성당|063-272-5302|전라북도 전주시 덕진구 기린대로 482||||전주교구||||천주교 덕진성당||||180201
천주교|덕천성당|||성당|051-343-8400|부산광역시 북구 만덕대로128번길 27||||부산교구||||천주교 덕천성당||||180201
천주교|던지실성당|||성당|031-674-0617|경기도 안성시 금광면 외개산길 30||||수원교구||||천주교 던지실성당||||180201
천주교|도계성당|||성당||강원도 삼척시 도계읍 도계대한길 25||||원주교구||||천주교 도계성당||||180201
천주교|도고성당|||성당|041-541-6789|충청남도 아산시 도고면 아산만로198번길 16||||대전교구||||천주교 도고성당||||180201
천주교|도곡동성당|||성당|02-3463-3801|서울특별시 강남구 언주로30길 10||||서울대교구||||천주교 도곡동성당|(도곡동,현대비전21)|||180201
천주교|도동성당|||성당|054-791-2047|경북 울릉군 울릉읍 행남길 9||||대구대교구||||천주교 도동성당||||180201
천주교|도래울성당|||성당|031-967-5300|경기도 고양시 덕양구 도래울3로 10||||의정부교구||||천주교 도래울성당||||180201
천주교|도량성당|||성당|054-453-0010|경북 구미시 야은로 446-1||||대구대교구||||천주교 도량성당|(도량동)|||180201
천주교|도룡동성당|||성당|042-863-0521|대전광역시 유성구 대덕대로649번길 42||||대전교구||||천주교 도룡동성당||||180201
천주교|도림동성당|||성당|02-833-9439|서울특별시 영등포구 도영로22길 22||||서울대교구||||천주교 도림동성당|(도림동)|||180201
천주교|도마동성당|||성당|042-527-3782|대전광역시 서구 사마4길 58||||대전교구||||천주교 도마동성당||||180201
천주교|도봉동성당|||성당|02-956-3611|서울특별시 도봉구 시루봉로27길 17||||서울대교구||||천주교 도봉동성당|(도봉동)|||180201
천주교|도봉산성당|||성당|02-3491-2326|서울특별시 도봉구 도봉산길 11||||서울대교구||||천주교 도봉산성당|(도봉동)|||180201
천주교|도안동성당|||성당||대전시 서구 원도안로25번길 87||||대전교구||||천주교 도안동성당||||180201
천주교|도원성당|||성당|053-638-7503|대구시 달서구 미리샘길 56||||대구대교구||||천주교 도원성당|(도원동)|||180201
천주교|도창동성당|||성당|031-313-2649|경기도 시흥시 도두머리길 3-6||||인천교구||||천주교 도창동성당|(도창동)|||180201
천주교|도척성당|||성당|031-761-5146|경기도 광주시 도척면 노곡로 63||||수원교구||||천주교 도척성당||||180201
천주교|도촌동성베드로성당|||성당|031-723-7033|경기도 성남시 중원구 도촌남로 146||||수원교구||||천주교 도촌동성베드로성당||||180201
천주교|도통동성당|||성당|063-631-0091|전라북도 남원시 역재1길 6-8||||전주교구||||천주교 도통동성당||||180201
천주교|도화성당|||성당|061-832-7227|전라남도 고흥군 도화면 동신길 61||||광주대교구||||천주교 도화성당||||180201
천주교|도화동성당|||성당|032-763-1961|인천광역시 동구 동산로12번길 12-51||||인천교구||||천주교 도화동성당|(송림동)|||180201
천주교|독산1동성당|||성당|02-869-2675~6|서울특별시 금천구 두산로5길 19||||서울대교구||||천주교 독산1동성당|(독산동)|||180201
천주교|독산동성당|||성당|02-866-1144|서울특별시 금천구 독산로78길 20||||서울대교구||||천주교 독산동성당|(독산동)|||180201
천주교|독천성당|||성당|061-473-9506|전라남도 영암군 학산면 영산로 76-5||||광주대교구||||천주교 독천성당||||180201
천주교|돈암동성당|||성당|02-925-0098|서울특별시 성북구 인촌로7길 120||||서울대교구||||천주교 돈암동성당|(동선동가)|||180201
천주교|동광성당|||성당|064-721-9911|제주특별자치도 제주시 태성로2길 10||||제주교구||||천주교 동광성당||||180201
천주교|동대문성당|||성당|02-2238-7172|서울특별시 종로구 난계로25길 54||||서울대교구||||천주교 동대문성당|(숭인동)|||180201
천주교|동대문시장(준)성당|||성당|02-2237-2008|서울특별시 중구 청계천로 318||||서울대교구||||천주교 동대문시장(준)성당|(신당동)|||180201
천주교|동대신성당|||성당|051-242-7572|부산광역시 서구 구덕로286번길 10||||부산교구||||천주교 동대신성당||||180201
천주교|동두천성당|||성당|031-864-4300|경기도 동두천시 동광로 64||||의정부교구||||천주교 동두천성당||||180201
천주교|동래성당|||성당|051-555-2295,-556-1531|부산광역시 동래구 명륜로112번길 38||||부산교구||||천주교 동래성당|(수안동)|||180201
천주교|동림동성당|||성당|062-513-2322|광주광역시 북구 북문대로249번길 34||||광주대교구||||천주교 동림동성당|(동림동)|||180201
천주교|동명성당|||성당|054-976-8658|경북 칠곡군 동명면 한티로 15||||대구대교구||||천주교 동명성당||||180201
천주교|동명동성당|||성당|033-632-3088|강원도 속초시 영랑로7길 10-5||||춘천교구||||천주교 동명동성당||||180201
천주교|동문성당|||성당|064-757-8866|제주특별자치도 제주시 신선길 20||||제주교구||||천주교 동문성당||||180201
천주교|동백성마리아성당|||성당|031-286-1175|경기 용인시 기흥구 동백8로 151||||수원교구||||천주교 동백성마리아성당||||180201
천주교|동백성요셉성당|||성당|031-693-6211|경기도 용인시 기흥구 동백죽전대로 315-29||||수원교구||||천주교 동백성요셉성당||||180201
천주교|동산동성당|||성당|063-212-3231|전라북도 전주시 덕진구 덕용3길 6||||전주교구||||천주교 동산동성당||||180201
천주교|동산동성당|||성당|061-662-3038|전라남도 여수시 동산7길 8||||광주대교구||||천주교 동산동성당|(공화동)|||180201
천주교|동성대성당|||성당|033-645-9109|강원도 강릉시 월호평길 177||||군종교구||||천주교 동성대성당|사서함 334-22호|||180201
천주교|동수원성당|||성당|031-247-4627|경기도 수원시 영통구 창룡대로 267||||수원교구||||천주교 동수원성당||||180201
천주교|동인성당|||성당|053-422-6290|대구시 중구 국채보상로152길 6-5||||대구대교구||||천주교 동인성당|(동인동4가)|||180201
천주교|동작동성당|||성당|02-595-6961|서울특별시 동작구 동작대로35길 42||||서울대교구||||천주교 동작동성당|(사당동)|||180201
천주교|동천성당|||성당|053-326-5004|대구시 북구 팔거천동로 199||||대구대교구||||천주교 동천성당|(동천동)|||180201
천주교|동천성바오로성당|||성당|031-263-4013|경기도 용인시 수지구 고기로45번길 38||||수원교구||||천주교 동천성바오로성당||||180201
천주교|동촌성당|||성당|053-984-7412|대구시 동구 해동로 213||||대구대교구||||천주교 동촌성당|(검사동)|||180201
천주교|동춘동성당|||성당|032-812-1325|인천광역시 연수구 봉재산로 140||||인천교구||||천주교 동춘동성당|(동춘동)|||180201
천주교|동탄능동성당|||성당|031-8015-1004|경기도 화성시 동탄하나1길 14||||수원교구||||천주교 동탄능동성당||||180201
천주교|동탄부활성당|||성당|031-613-9623|경기도 화성시 금반2길 5||||수원교구||||천주교 동탄부활성당||||180201
천주교|동탄숲속성당|||성당|031-378-9494|경기도 화성시 동탄숲속로 22||||수원교구||||천주교 동탄숲속성당||||180201
천주교|동탄영천동성당|||성당|031-8055-0931|경기도 화성시 동탄면 풀무골로 77||||수원교구||||천주교 동탄영천동성당|(중리저수지 옆)|||180201
천주교|동항성당|||성당|051-632-2043|부산광역시 남구 장고개로16번길 13||||부산교구||||천주교 동항성당||||180201
천주교|동해(육군)성당|||성당|033-632-6723|강원도 고성군 토성면 화원길 117||||군종교구||||천주교 동해(육군)성당||||180201
천주교|동해(해군)성당|||성당|033-539-4696|강원도 동해시 중앙로 145||||군종교구||||천주교 동해(해군)성당||||180201
천주교|두류성당|||성당|053-626-6661|대구시 달서구 야외음악당로47길 81||||대구대교구||||천주교 두류성당|(두류동)|||180201
천주교|두산성당|||성당|053-782-4300~1|대구시 수성구 지산로3길 125||||대구대교구||||천주교 두산성당|(두산동)|||180201
천주교|두암동성당|||성당|062-266-1004|광주광역시 북구 서방로159번길 11||||광주대교구||||천주교 두암동성당|(두암동)|||180201
천주교|두왕/성베드로성당|||성당|052-258-9750|울산광역시 남구 두왕로64번길 21||||부산교구||||천주교 두왕/성베드로성당||||180201
천주교|두촌성당|||성당|043-878-2409|충북 음성군 맹동면 용두로 135||||청주교구||||천주교 두촌성당||||180201
천주교|둔내성당|||성당|033-342-1221|강원도 횡성군 둔내면 둔방로14번길 39||||원주교구||||천주교 둔내성당||||180201
천주교|둔산동성당|||성당|042-472-2960|대전광역시 서구 둔산북로 175||||대전교구||||천주교 둔산동성당|햇님 아파트 상가 지하|||180201
천주교|둔율동성당|||성당|063-443-2461|전라북도 군산시 둔배미길 24||||전주교구||||천주교 둔율동성당||||180201
천주교|둔촌동성당|||성당|02-482-1841~2|서울특별시 강동구 풍성로 241||||서울대교구||||천주교 둔촌동성당|(둔촌동)|||180201
천주교|둔포성당|||성당|041-531-6665|충청남도 아산시 둔포면 둔포로 65-11||||대전교구||||천주교 둔포성당||||180201
천주교|등용성당|||성당|063-582-4547|전라북도 부안군 하서면 등용길 13||||전주교구||||천주교 등용성당||||180201
천주교|등촌1동(지)성당|||성당|02-3662-8625~6|서울특별시 강서구 공항대로55길 61||||서울대교구||||천주교 등촌1동(지)성당|(등촌동)|||180201
천주교|등촌3동성당|||성당|02-3663-7181|서울특별시 강서구 공항대로41길 35||||서울대교구||||천주교 등촌3동성당|(등촌동)|||180201
천주교|마곡수명산성당|||성당|02-2661-2651|서울특별시 강서구 수명로2가길 25-10||||서울대교구||||천주교 마곡수명산성당|(내발산동)|||180201
천주교|마니산(준본당)성당|||성당|032-937-8311|인천광역시 강화군 화도면 마니산로715번길 34||||인천교구||||천주교 마니산(준본당)성당||||180201
천주교|마도성당|||성당|031-8055-8390|경기도 화성시 마도면 마도북로 376||||수원교구||||천주교 마도성당||||180201
천주교|마동성당|||성당|063-842-6828|전라북도 익산시 중앙로33길 15||||전주교구||||천주교 마동성당||||180201
천주교|마두동성당|||성당|031-908-5901~2|경기도 고양시 일산동구 일산로 254||||의정부교구||||천주교 마두동성당||||180201
천주교|마리스텔라(준본당)성당|||성당|032-280-1945|인천광역시 서구 심곡로100번길 31||||인천교구||||천주교 마리스텔라(준본당)성당|(심곡동)|||180201
천주교|마산동성당|||성당|031-987-0358|경기도 김포시 김포한강8로 256||||인천교구||||천주교 마산동성당||||180201
천주교|마석성당|||성당|031-593-4231|경기도 남양주시 화도읍 마석로 38||||의정부교구||||천주교 마석성당||||180201
천주교|마장동성당|||성당|02-2298-5521|서울특별시 성동구 마장로39가길 24||||서울대교구||||천주교 마장동성당|(마장동)|||180201
천주교|마재(성지)성당|||성당||경기도 남양주시 조안면 다산로 698-44||||의정부교구||||천주교 마재(성지)성당||||180201
천주교|마전동성당|||성당|032-569-0170|인천광역시 서구 청마로148번길 46||||인천교구||||천주교 마전동성당|(당하동)|||180201
천주교|마천동성당|||성당|02-406-1033|서울특별시 송파구 거마로24길 11||||서울대교구||||천주교 마천동성당|(마천동)|||180201
천주교|만경성당|||성당|063-548-9911|전라북도 김제시 만경읍 두내산2길 19||||전주교구||||천주교 만경성당||||180201
천주교|만년동성당|||성당|042-489-9031|대전광역시 서구 대덕대로 333||||대전교구||||천주교 만년동성당||||180201
천주교|만덕성당|||성당|051-343-6270~1|부산광역시 북구 덕천로247번길 39||||부산교구||||천주교 만덕성당||||180201
천주교|만성동성당|||성당|063-225-4242|전라북도 전주시 덕진구 기지로 177||||전주교구||||천주교 만성동성당||||180201
천주교|만수성당|||성당|043-238-4627|청주시 흥덕구 오송읍 오송생명5로 151||||청주교구||||천주교 만수성당||||180201
천주교|만수1동성당|||성당|032-464-0888|인천광역시 남동구 하촌로 66||||인천교구||||천주교 만수1동성당|(만수동)|||180201
천주교|만수2동성당|||성당|032-467-2333|인천광역시 남동구 만수로 107||||인천교구||||천주교 만수2동성당|현대위가드빌딩 5층 (만수동)|||180201
천주교|만수3동성당|||성당|032-472-9212|인천광역시 남동구 서판로64번길 33||||인천교구||||천주교 만수3동성당|(만수동)|||180201
천주교|만수6동성당|||성당|032-465-1683|인천광역시 남동구 담방서로 18-4||||인천교구||||천주교 만수6동성당|(만수동)|||180201
천주교|만천성당|||성당||강원도 춘천시 동면 건일길 34-21||||춘천교구||||천주교 만천성당||||180201
천주교|만촌1동성당|||성당|053-754-6655|대구시 수성구 화랑로2길 99||||대구대교구||||천주교 만촌1동성당|(만촌동)|||180201
천주교|만촌2동성당|||성당|053-754-2288|대구시 수성구 만촌로 34||||대구대교구||||천주교 만촌2동성당|(만촌동)|||180201
천주교|만촌3동성당|||성당|053-752-5004|대구시 수성구 교학로19길 1||||대구대교구||||천주교 만촌3동성당|(만촌동)|||180201
천주교|만포대성당|||성당|031-682-0225|경기도 평택시 포승읍 2함대길 91||||군종교구||||천주교 만포대성당|사서함 800-12호|||180201
천주교|망경동성당|||성당|055-756-5680|경상남도 진주시 천수로152번길 24||||마산교구||||천주교 망경동성당||||180201
천주교|망미성당|||성당|051-755-4501|부산광역시 수영구 금련로43번길 48||||부산교구||||천주교 망미성당||||180201
천주교|망우동성당|||성당|02-2209-6185|서울특별시 중랑구 봉우재로65길 13||||서울대교구||||천주교 망우동성당|(망우동)|||180201
천주교|망운성당|||성당|061-454-1416|전라남도 무안군 망운면 망운로 13-9||||광주대교구||||천주교 망운성당||||180201
천주교|망포동예수성심성당|||성당|031-273-7535|경기도 수원시 영통구 태장로54번길 78||||수원교구||||천주교 망포동예수성심성당||||180201
천주교|매곡성당|||성당|031-476-8800|경기도 안양시 동안구 운곡로 48||||수원교구||||천주교 매곡성당||||180201
천주교|매곡동성당|||성당|061-752-1274|전라남도 순천시 중앙로 175||||광주대교구||||천주교 매곡동성당|(매곡동)|||180201
천주교|매교동성당|||성당|031-234-5003|경기도 수원시 팔달구 수원천로202번길 17||||수원교구||||천주교 매교동성당||||180201
천주교|매천성당|||성당|053-327-1224|대구시 북구 매천로17길 55||||대구대교구||||천주교 매천성당|(매천동)|||180201
천주교|매탄동성당|||성당|031-216-0573|경기도 수원시 영통구 인계로284번길 15||||수원교구||||천주교 매탄동성당||||180201
천주교|매포성당|||성당||충청북도 단양군 매포읍 평동9길 32||||원주교구||||천주교 매포성당||||180201
천주교|매호성당|||성당|053-794-3330|대구시 수성구 달구벌대로647길 20-5||||대구대교구||||천주교 매호성당|(신매동)|||180201
천주교|맹동성당|||성당|043-883-0161|충북 음성군 맹동면 대동로 41-17||||청주교구||||천주교 맹동성당||||180201
천주교|맹호성당|||성당|031-585-2427|경기도 가평군 하면 청군로 1208||||군종교구||||천주교 맹호성당||||180201
천주교|면목4동성당|||성당|02-438-0471|서울특별시 중랑구 면목로27나길 32||||서울대교구||||천주교 면목4동성당|(면목동)|||180201
천주교|면목동성당|||성당|02-432-9221|서울특별시 중랑구 면목로58길 41||||서울대교구||||천주교 면목동성당|(면목동)|||180201
천주교|명륜동성당|||성당||강원도 원주시 한지공원길 101||||원주교구||||천주교 명륜동성당|(명륜동)|||180201
천주교|명서동성당|||성당|055-238-7118|경상남도 창원시 의창구 우곡로 177||||마산교구||||천주교 명서동성당||||180201
천주교|명성대성당|||성당|033-730-4193|강원도 원주시 소초면 북원로 3223||||군종교구||||천주교 명성대성당|사서함 323-1호|||180201
천주교|명월성당|||성당|033-441-6585|강원도 화천군 사내면 수피령로 861||||군종교구||||천주교 명월성당||||180201
천주교|명일동성당|||성당|02-481-0211|서울특별시 강동구 양재대로156길 28||||서울대교구||||천주교 명일동성당|(고덕동)|||180201
천주교|명지성당|||성당|051-271-7711|부산광역시 강서구 명지오션시티4로 35||||부산교구||||천주교 명지성당||||180201
천주교|명촌성당|||성당|052-283-2762|울산광역시 북구 명촌3길 28||||부산교구||||천주교 명촌성당||||180201
천주교|명학성당|||성당|031-449-1117|경기도 안양시 만안구 문예로 24||||수원교구||||천주교 명학성당||||180201
천주교|모라/성/요한성당|||성당|051-316-1009|부산광역시 사상구 모라로 124||||부산교구||||천주교 모라/성/요한성당||||180201
천주교|모래내성당|||성당|032-471-3101|인천광역시 남동구 구월말로24번길 9||||인천교구||||천주교 모래내성당|(구월동)|||180201
천주교|모산성당|||성당|041-548-1417|충청남도 아산시 배방읍 모산로171번길 1-9||||대전교구||||천주교 모산성당||||180201
천주교|모산골성당|||성당|031-658-6865|경기도 평택시 경기대로562번길 81||||수원교구||||천주교 모산골성당||||180201
천주교|모슬포성당|||성당||제주특별자치도 서귀포시 대정읍 영서중로 22||||제주교구||||천주교 모슬포성당||||180201
천주교|모전동성당|||성당|031-631-9102|경기도 이천시 백사면 청백리로 55||||수원교구||||천주교 모전동성당||||180201
천주교|모전동성당|||성당||경상북도 문경시 운동장로 41||||안동교구||||천주교 모전동성당||||180201
천주교|모충동성당|||성당|043-284-5757|충북 청주시 서원구 서원남로 17||||청주교구||||천주교 모충동성당||||180201
천주교|모현성당|||성당|031-339-5660|경기도 용인시 처인구 모현면 독점로 9||||수원교구||||천주교 모현성당||||180201
천주교|모현동성당|||성당|063-837-1003|전라북도 익산시 동서로 60||||전주교구||||천주교 모현동성당||||180201
천주교|모화성당|||성당|054-774-2004|경북 경주시 외동읍 모화북2길 80-18||||대구대교구||||천주교 모화성당||||180201
천주교|목3동성당|||성당|02-2644-6633(야간,-월요일-관리실-2644-6637-|서울특별시 양천구 목동중앙북로8길 41||||서울대교구||||천주교 목3동성당|(목동)|||180201
천주교|목4동성당|||성당|02-2644-0941|서울특별시 양천구 목동중앙남로9가길 10||||서울대교구||||천주교 목4동성당|(목동)|||180201
천주교|목5동성당|||성당|02-2644-1100|서울특별시 양천구 목동동로 353||||서울대교구||||천주교 목5동성당|(목동)|||180201
천주교|목감성당|||성당|031-405-3991|경기도 시흥시 조남길 26||||수원교구||||천주교 목감성당||||180201
천주교|목동성당|||성당|042-252-8001|대전광역시 중구 동서대로1365번길 19||||대전교구||||천주교 목동성당||||180201
천주교|목동성당|||성당|02-2643-2212~3|서울특별시 양천구 목동서로 271||||서울대교구||||천주교 목동성당|(신정동)|||180201
천주교|목성동주교좌성당|||성당||||||안동교구||||천주교 목성동주교좌성당||||180201
천주교|목천성당|||성당|041-557-4322|충청남도 천안시 동남구 목천읍 서리1길 67-6||||대전교구||||천주교 목천성당||||180201
천주교|목포해군성당|||성당|061-263-4686|전남 영암군 삼호읍 공항로 13||||군종교구||||천주교 목포해군성당||||180201
천주교|목행동성당|||성당|043-853-1342|충북 충주시 행정4길 5||||청주교구||||천주교 목행동성당||||180201
천주교|몰운대성당|||성당|051-265-5531|부산광역시 사하구 다대낙조2길 70||||부산교구||||천주교 몰운대성당||||180201
천주교|못골성당|||성당|051-632-3962|부산광역시 남구 못골로41번길 22-7||||부산교구||||천주교 못골성당||||180201
천주교|몽탄성당|||성당|061-452-3006|전라남도 무안군 몽탄면 몽탄로 864-9||||광주대교구||||천주교 몽탄성당||||180201
천주교|무거성당|||성당|052-277-1644|울산광역시 남구 신복로46번길 35-8||||부산교구||||천주교 무거성당||||180201
천주교|무실동성당|||성당||강원도 원주시 무실로 457||||원주교구||||천주교 무실동성당|(무실동)|||180201
천주교|무악동(선)성당|||성당|02-722-5808|서울특별시 종로구 통일로12길 24-6||||서울대교구||||천주교 무악동(선)성당|(행촌동)|||180201
천주교|무악재성당|||성당|02-739-4418|서울특별시 서대문구 통일로 380-6||||서울대교구||||천주교 무악재성당|(홍제동)|||180201
천주교|무안성당|||성당|061-454-1004|전라남도 무안군 무안읍 무안로 515||||광주대교구||||천주교 무안성당||||180201
천주교|무열대성당|||성당|053-750-1631|대구시 수성구 무열로 56||||군종교구||||천주교 무열대성당|사서함 11호|||180201
천주교|무주성당|||성당|063-324-0555|전라북도 무주군 무주읍 단천로5길 21||||전주교구||||천주교 무주성당||||180201
천주교|무태성당|||성당|053-955-6600|대구시 북구 서변로 2||||대구대교구||||천주교 무태성당|(서변동)|||180201
천주교|묵동성당|||성당|02-974-0052|서울특별시 중랑구 동일로159길 20||||서울대교구||||천주교 묵동성당|(묵동)|||180201
천주교|묵호성당|||성당|033-535-8455|강원도 동해시 발한로 161||||춘천교구||||천주교 묵호성당||||180201
천주교|문경성당|||성당||경상북도 문경시 문경읍 청운로 95||||안동교구||||천주교 문경성당||||180201
천주교|문래동성당|||성당|02-2678-0875~6|서울특별시 영등포구 문래로20길 52||||서울대교구||||천주교 문래동성당|(문래동3가)|||180201
천주교|문막성당|||성당||강원도 원주시 문막읍 건등로 10-18||||원주교구||||천주교 문막성당||||180201
천주교|문무대성당|||성당|043-830-6092|충북 괴산군 괴산읍 문무로 177||||군종교구||||천주교 문무대성당||||180201
천주교|문산성당|||성당|031-953-3950|경기도 파주시 문산읍 문향로67번길 38||||의정부교구||||천주교 문산성당||||180201
천주교|문산성당|||성당|055-761-5453|경상남도 진주시 문산읍 소문길67번길 9-4||||마산교구||||천주교 문산성당||||180201
천주교|문수동성당|||성당|061-651-1004|전라남도 여수시 문수로 137||||광주대교구||||천주교 문수동성당|(문수동)|||180201
천주교|문의성당|||성당|043-297-7014|청주시 상당구 문의면 문의시내1길 33-4||||청주교구||||천주교 문의성당||||180201
천주교|문정성당|||성당|063-225-9100|전라북도 전주시 완산구 모악로 4651-71||||전주교구||||천주교 문정성당||||180201
천주교|문정2동성당|||성당|02-408-0179|서울특별시 송파구 송파대로27길 34||||서울대교구||||천주교 문정2동성당|(문정동)|||180201
천주교|문정동성당|||성당|02-431-5233|서울특별시 송파구 송이로37가길 14||||서울대교구||||천주교 문정동성당|(문정동)|||180201
천주교|문창동성당|||성당|042-256-5652|대전광역시 중구 대종로334번길 12||||대전교구||||천주교 문창동성당||||180201
천주교|문현성당|||성당|051-647-5651|부산광역시 남구 수영로49번길 5||||부산교구||||천주교 문현성당||||180201
천주교|문호리성당|||성당|031-775-3007|경기도 양평군 서종면 하문호나룻터길 9-4||||수원교구||||천주교 문호리성당||||180201
천주교|문화동성당|||성당|042-226-1220|대전광역시 중구 보문산로369번길 124||||대전교구||||천주교 문화동성당||||180201
천주교|문화동성당|||성당|043-843-1381|충북 충주시 사직산12길 11||||청주교구||||천주교 문화동성당||||180201
천주교|문흥동성당|||성당|062-263-6004|광주광역시 북구 문화소통로 309||||광주대교구||||천주교 문흥동성당|(문흥동)|||180201
천주교|물금성당|||성당|055-382-8154|경상남도 양산시 물금읍 가촌서로 17-101||||부산교구||||천주교 물금성당||||180201
천주교|물치성당|||성당|033-671-9903||강원 양양군 강현면 물치리 213-27|||춘천교구||||천주교 물치성당||||180201
천주교|미룡동성당|||성당||전라북도 군산시 미제1길 9||||전주교구||||천주교 미룡동성당||||180201
천주교|미리내성당|||성당|031-674-7762|경기도 안성시 양성면 미리내성지로 420||||수원교구||||천주교 미리내성당||||180201
천주교|미아동성당|||성당|02-983-2274|서울특별시 강북구 도봉로49길 62||||서울대교구||||천주교 미아동성당|(미아동)|||180201
천주교|미양성요한마리아비안네성당|||성당|031-672-8706|경기도 안성시 미양면 마산길 5||||수원교구||||천주교 미양성요한마리아비안네성당||||180201
천주교|미원성당|||성당|031-585-9174|경기도 가평군 설악면 자잠로 50||||춘천교구||||천주교 미원성당||||180201
천주교|미원성당|||성당|043-298-1626|청주시 상당구 미원면 단재로 2448||||청주교구||||천주교 미원성당||||180201
천주교|미평동성당|||성당|061-653-9005|전라남도 여수시 미평5길 5||||광주대교구||||천주교 미평동성당|(미평동)|||180201
천주교|민락성당|||성당|051-754-7150|부산광역시 수영구 광남로 229||||부산교구||||천주교 민락성당||||180201
천주교|민락동성당|||성당|031-851-4628|경기도 의정부시 용민로 351번길 7||||의정부교구||||천주교 민락동성당||||180201
천주교|밀양성당|||성당|055-356-4000~1|경상남도 밀양시 밀양대공원로 74||||부산교구||||천주교 밀양성당||||180201
천주교|박촌동성당|||성당|032-554-0077|인천광역시 계양구 장제로1009번길 12||||인천교구||||천주교 박촌동성당||||180201
천주교|반곡동성당|||성당|033-744-2929|강원도 원주시 세계로 92||||원주교구||||천주교 반곡동성당||||180201
천주교|반석동성당|||성당|042-826-1412|대전광역시 유성구 지족북로 50||||대전교구||||천주교 반석동성당||||180201
천주교|반송성당|||성당|051-542-1530|부산광역시 해운대구 반송로 884||||부산교구||||천주교 반송성당||||180201
천주교|반송성당|||성당|055-262-0985|경상남도 창원시 성산구 원이대로473번길 25||||마산교구||||천주교 반송성당||||180201
천주교|반야월성당|||성당|053-962-0021|대구시 동구 경안로107길 34||||대구대교구||||천주교 반야월성당|(서호동)|||180201
천주교|반여성당|||성당|051-781-1003|부산광역시 해운대구 재반로165번길 21||||부산교구||||천주교 반여성당||||180201
천주교|반월성성당|||성당|031-641-7062|경기도 이천시 설성면 진상미로180번길 42-17||||수원교구||||천주교 반월성성당||||180201
천주교|반월성마리아성당|||성당|031-502-4595|경기도 안산시 상록구 건지미길 27-18||||수원교구||||천주교 반월성마리아성당||||180201
천주교|반포성당|||성당|02-532-3333,-599-0574|서울특별시 서초구 신반포로15길 18||||서울대교구||||천주교 반포성당|(반포동)|||180201
천주교|반포1동성당|||성당|02-517-6242|서울특별시 서초구 주흥1길 6||||서울대교구||||천주교 반포1동성당||||180201
천주교|반포4동성당|||성당|02-3482-2255,-2238|서울특별시 서초구 고무래로10길 38||||서울대교구||||천주교 반포4동성당|(반포동)|||180201
천주교|발산동성당|||성당|02-2696-1945|서울특별시 강서구 강서로45다길 12-27||||서울대교구||||천주교 발산동성당|(화곡동)|||180201
천주교|발안성당|||성당|031-352-6111|경기도 화성시 향남읍 푸른들판로257번길 45||||수원교구||||천주교 발안성당||||180201
천주교|방림동성당|||성당|062-672-4004|광주광역시 남구 큰방림길 11||||광주대교구||||천주교 방림동성당|(방림동)|||180201
천주교|방배4동성당|||성당|02-3477-1900|서울특별시 서초구 동광로 102||||서울대교구||||천주교 방배4동성당|(방배동)|||180201
천주교|방배동성당|||성당|02-584-9731(#0-|서울특별시 서초구 방배로5길 43||||서울대교구||||천주교 방배동성당|(방배동)|||180201
천주교|방어진성당|||성당|052-235-0763|울산광역시 동구 월봉11길 61||||부산교구||||천주교 방어진성당||||180201
천주교|방이동성당|||성당|02-412-2064~5|서울특별시 송파구 가락로42길 3||||서울대교구||||천주교 방이동성당|(방이동)|||180201
