##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@커피빈
커피빈|공항터미널앞점|||커피빈|02-539-5174|서울시 강남구 테헤란로 87길 17||주차가능;WIFI|월 수요일 07:30~23:00 ; 목요일,금요일 07:30~24:00  ; 토,일/공휴일 08:00~23:00|||||커피빈 공항터미널앞점|1층|||80701
커피빈|영동고앞점|||커피빈|02-544-3794|서울시 강남구 선릉로 749||주차가능;WIFI;흡연가능|월 금요일 07:30 22:00 ; 주말,공휴일 08:00 22:30|||||커피빈 영동고앞점|1,2층|||80701
커피빈|도곡점|||커피빈|02-572-2781|서울시 강남구 언주로 30길 10||주차가능;WIFI|평일,주말,공휴일 07:30~23:00|||||커피빈 도곡점|112 현대비젼21 112호|||80701
커피빈|청담성당점|||커피빈|02-542-2053|서울시 강남구 삼성로 716||주차가능;WIFI|평일 08:00~22:00 ;주말,공휴일 08:00 22:00|||||커피빈 청담성당점|LEE76빌딩2층|||80701
커피빈|역삼점|||커피빈|02-569-8051|서울시 강남구 논현로 512||WIFI;흡연가능|월 금요일 07:30 24:00 ; 토요일 07:30~24:00;일/공휴일 08:00 24:00|||||커피빈 역삼점|지상1,2층|||80701
커피빈|압구정역점|||커피빈|02-544-6823|서울시 강남구 논현로 842||주차가능;WIFI|평일 07:30~23:00 ; 주말/공휴일 08:00~23:00|||||커피빈 압구정역점|압구정빌딩1층|||80701
커피빈|신사점|||커피빈|02-548-2741|서울시 강남구 도산대로 126||WIFI;흡연가능|평일 07:30~00:00 ;토요일 09:00~00:00;일요일 09:00~22:30|||||커피빈 신사점||||80701
커피빈|청담에스점|||커피빈|02-548-6052|서울시 강남구 압구정로 461||주차가능;WIFI|월 금요일 07:30~22;30 ; 토 일/공휴일 08;00~22:30|||||커피빈 청담에스점|네이처포엠빌딩B108,109호|||80701
커피빈|압구정에스점|||커피빈|02-541-5832|서울시 강남구 압구정로 46길 3||주차가능;WIFI;흡연가능|평일 : 08:00~24:00 / 주말 : 08:00~24:00|||||커피빈 압구정에스점||||80701
커피빈|언주로점|||커피빈|02-546-3871|서울시 강남구 언주로 819||주차가능;WIFI;흡연가능|평일 : 07:30~22:30 / 주말 : 07:30~22:00|||||커피빈 언주로점|18호 1층|||80701
커피빈|메가박스점|||커피빈|02-6002-3320|서울시 강남구 영동대로 513||주차가능;WIFI|월 목 07:30~24:00;금 토 07:30~25:00;일/공휴일 07:30~24:00|||||커피빈 메가박스점|코엑스몰내지하2층|||80701
커피빈|스타타워점|||커피빈|02-2112-2953|서울시 강남구 테헤란로 152||주차가능;WIFI;흡연가능|월 금 07:00~22:30;토요일 08:00~21:00;일/공휴일 11:00~19:00|||||커피빈 스타타워점|강남파이낸스빌딩1층10-A호|||80701
커피빈|차병원점|||커피빈|02-538-7615|서울시 강남구 논현로 566||주차가능;WIFI|평일 07:30~20:00;토요일/공휴일 07:30~17:00;일요일 휴무|||||커피빈 차병원점|강남차병원1층|||80701
커피빈|수서점|||커피빈|02-3412-2326|서울시 강남구 광평로 280||주차가능;WIFI|월 금 07:30 23:00 ; 주말,공휴일 08:00 23:00|||||커피빈 수서점|수서동 724호|||80701
커피빈|학동역 DT점|||커피빈|02-3444-9973|서울시 강남구 학동로 211||드라이브스루;WIFI;흡연가능|평일 : 07:00~23:00;주말 : 08:00~22:00|||||커피빈 학동역 DT점|1층|||80701
커피빈|강동경희대병원앞점|||커피빈|02-481-9938|서울특별시 강동구 동남로 885||주차가능;WIFI|월 금 07:30~23:00;주말/공휴일 07:30~23:00|||||커피빈 강동경희대병원앞점|양지빌딩 1층|||80701
커피빈|천호역점|||커피빈|02-488-5912|서울시 강동구 올림픽로 659||WIFI|평일 07:30~22:30;주말/공휴일 08:00~22:30|||||커피빈 천호역점|쌍용플래티넘리버 1층|||80701
커피빈|올림픽공원북2문앞점|||커피빈|02-471-2372|서울시 강동구 강동대로 193||WIFI;흡연가능|월~금 07:30 23:00 ; 토,일,공휴일 08:00~23:00|||||커피빈 올림픽공원북2문앞점|1층|||80701
커피빈|현대자동차성내점|||커피빈|02-485-3361|서울시 강동구 천호대로 1096||WIFI;흡연가능|평일 07:30~23:30 ; 주말 및 공휴일 08:00~23:30|||||커피빈 현대자동차성내점|1,2F|||80701
커피빈|강북구청앞점|||커피빈|02-994-8878|서울특별시 강북구 한천로 139길 25||WIFI|월 목 8:00 ~ 23:00 ; 금,주말/공휴일 8:00 ~ 24:00|||||커피빈 강북구청앞점|1층 일부 및 2층 (수유동 191-70)|||80701
커피빈|수유역점|||커피빈|02-906-5571|서울시 강북구 도봉로 352||주차가능;WIFI|월 금 08:00~23:00 ; 토,일/공휴일 09:00~23:00|||||커피빈 수유역점|효성네오인텔리안 101호|||80701
커피빈|마곡마커스빌딩점|||커피빈|02-2084-7050|서울특별시 강서구 마곡동로 55||주차가능;WIFI|평일 07:30~22:00 ;주말,공휴일 10:00 22:00|||||커피빈 마곡마커스빌딩점|마커스빌딩 1층|||80701
커피빈|양천향교역점|||커피빈|02-3665-9506|서울특별시 강서구 강서로 457||WIFI|평일, 주말, 공휴일 08:00~21:30|||||커피빈 양천향교역점|(마곡동)|||80701
커피빈|강서그랜드아이파크점|||커피빈|02-2699-7462||서울시 강서구 화곡6동 1095|WIFI|평일 08:00~23:00;주말/공휴일 08:00~23:00|||||커피빈 강서그랜드아이파크점|1층|||80701
커피빈|낙성대역점|||커피빈|02-875-3364|서울시 관악구 남부순환로 1909||WIFI;흡연가능|평일 08:00 23:00 ; 주말,공휴일 09:00 23:00|||||커피빈 낙성대역점|1,2층|||80701
커피빈|신림점|||커피빈|02-877-1194|서울시 관악구 신림로 318||주차가능;WIFI|월 일/공휴일 08:00~23:00|||||커피빈 신림점|청암두산위브센티움1층|||80701
커피빈|서울대입구역점|||커피빈|02-882-3101|서울시 관악구 관악로 161||WIFI;흡연가능|08:00~24:00|||||커피빈 서울대입구역점|층일부 2,3층|||80701
커피빈|구의삼성쉐르빌점|||커피빈|02-2201-8953|서울특별시 광진구 구의강변로 106||주차가능;WIFI|월~목,일요일 08:00~23:30;금,토(공휴일 포함) 08:00~24:00|||||커피빈 구의삼성쉐르빌점|삼성쉐르빌 1층|||80701
커피빈|광장동대한제지점|||커피빈|02-458-8166|서울시 광진구 아차산로 563||주차가능;WIFI|월 금 07:00~22:30 ; 주말/공휴일 07:30~22:30|||||커피빈 광장동대한제지점|(광장동) 대한제지빌딩 로비층|||80701
커피빈|건대스타시티점|||커피빈|02-444-9861||서울시 광진구 자양동 227-342호 롯데백화점 옆 더클래식500건물 1층 |주차가능;WIFI|월~목,일요일 08:00 22:30 ; 금,토(공휴일 포함) 08:00~23:00|||||커피빈 건대스타시티점||||80701
커피빈|강변테크노마트점|||커피빈|02-3424-5480|서울시 광진구 광나루로56길 85||주차가능;WIFI|월 목,일 10:00~21:00 ; 금,토,공휴일 10:00~22:00|||||커피빈 강변테크노마트점|테크노마트9층35호|||80701
커피빈|구로AK플라자점|||커피빈|02-839-5906|서울특별시 구로구 구로중앙로 152||WIFI|월 목 08:00~23:00;금/토 08:00~24:00; 일/공휴일 08:00~23:00|||||커피빈 구로AK플라자점|(구로동) AK플라자구로점1층|||80701
커피빈|구로G-ValleyMall|||커피빈|02-6344-3966|서울시 구로구 디지털로 300||주차가능;WIFI|평일 08:00~22:00 ;주말 10:00~22:00|||||커피빈 구로G-ValleyMall|지밸리비즈플라자 2층|||80701
커피빈|디큐브시티점|||커피빈|02-2210-9484|서울시 구로구 경인로 662||주차가능;WIFI|월 금/주말/공휴일 11:00~23:00|||||커피빈 디큐브시티점|디큐브시티 4층|||80701
커피빈|구로디지털단지점|||커피빈|02-856-7151|서울시 구로구 디지털로 273||주차가능;WIFI;흡연가능|평일 07:30~22:00;주말/공휴일 09:00~22:00|||||커피빈 구로디지털단지점|에이스트윈타워2차 101호|||80701
커피빈|마리오아울렛점|||커피빈|02-857-5501|서울시 금천구 디지털로9길 23||주차가능;WIFI|10:30~21:30|||||커피빈 마리오아울렛점|마리오-2관 패션타워3층|||80701
커피빈|시흥홈플러스점|||커피빈|02-803-9994|서울시 금천구 시흥대로 201||주차가능;WIFI|평일,주말/공휴일 10:00~22:30;둘째, 넷째 주 일요일 휴무|||||커피빈 시흥홈플러스점|1층|||80701
커피빈|노원역점|||커피빈|02-952-9577|서울시 노원구 노해로 490||주차가능;WIFI;흡연가능|평일 07:30 ~ 24:00 ; 주말/공휴일 07:30 ~ 24:00|||||커피빈 노원역점|길빌딩 2층|||80701
커피빈|중계동은행사거리점|||커피빈|02-931-3055|서울시 노원구 한글비석로 263||WIFI;흡연가능|월 일/공휴일 08:00~24:00|||||커피빈 중계동은행사거리점|1층|||80701
커피빈|울산현대백화점점|||커피빈|052-228-0560|울산광역시 남구 삼산로 261||주차가능;WIFI|월 일/공휴일 10:30~21:00|||||커피빈 울산현대백화점점|현대백화점5층|||80701
커피빈|울산업스퀘어점|||커피빈|052-990-5501|울산광역시 남구 화합로 185||주차가능;WIFI|월 목,일 09:00 22:00 ; 금,토 09:00 22:30|||||커피빈 울산업스퀘어점|업스퀘어 1층|||80701
커피빈|영종도운서역점|||커피빈|032-746-9822|인천시 중구 신도시남로 142번길 6||주차가능;WIFI|평일/주말/공휴일 08:00~23:00|||||커피빈 영종도운서역점|(메가스타 영종 139,140,141호)|||80701
커피빈|인천공항 제2여객터미널 입국점|||커피빈|032-743-2894||인천광역시 중구 운서동 2868|주차가능;WIFI|평일/주말/공휴일 06:00~22:00|||||커피빈 인천공항 제2여객터미널 입국점|인천공항 제2터미널 1층 연번 (23-124)|||80701
커피빈|송도트리플스트리트점|||커피빈|032-310-9644|인천 연수구 송도과학로 16번길 33-4||주차가능;WIFI|평일, 주말, 공휴일 10:30~22:00|||||커피빈 송도트리플스트리트점|D동 119호,207호|||80701
커피빈|송도홈플러스점|||커피빈|032-822-5905|인천광역시 연수구 송도국제대로 165||주차가능;WIFI|월 일/공휴일 10:00~22:00 ; 2,4번째 일요일 11:00~21:00|||||커피빈 송도홈플러스점|(송도동) 홈플러스송도점1층|||80701
커피빈|공항탑승동105gate앞점|||커피빈|032-743-7223|인천광역시 중구 공항로 272||WIFI|월 일,공휴일 06:30~22:00|||||커피빈 공항탑승동105gate앞점|인천국제공항탑승동3층 FB-C5-68|||80701
커피빈|공항탑승동130gate앞점|||커피빈|032-743-7213|인천광역시 중구 공항로 272||WIFI|월 일,공휴일 06:30~22:00|||||커피빈 공항탑승동130gate앞점|인천국제공항탑승동3층 FB-C5-57|||80701
커피빈|부평문화의거리점|||커피빈|032-507-9901|인천광역시 부평구 시장로 29||WIFI|월 목 09:00~23:00 ; 금요일 09:00~24:00 ; 토요일 10:00~24:00 ; 일/공휴일 10:00~23:00|||||커피빈 부평문화의거리점|1,2층|||80701
커피빈|인천구월동점|||커피빈|032-421-3418|인천광역시 남동구 예술로 138||주차가능;WIFI;흡연가능|월~목 08:00 ~ 23:00 ; 금,토,공휴일 08:00 ~ 24:00 ; 일요일 08:00 ~ 23:00|||||커피빈 인천구월동점|지상1,2층|||80701
커피빈|천안신부동점|||커피빈|041-569-3371|충남 천안시 동남구 만남로 48||주차가능;WIFI;흡연가능|월 금 08:30 22:00 ; 주말 09:00 22:00|||||커피빈 천안신부동점|(신부동)|||80701
커피빈|고대세종캠퍼스점|||커피빈|044-862-5144||세종특별자치시 세종로 2511|주차가능;WIFI|월 금 08:30 20:30 ; 토 11:00 18:00 ; 일,공휴일 휴점|||||커피빈 고대세종캠퍼스점|고대세종캠퍼스호연학사4관1층|||80701
커피빈|청주지웰시티점|||커피빈|043-238-3151|충북 청주시 흥덕구 대농로 17||주차가능;WIFI;흡연가능|평일 07:30 23:00 ; 토 08:00 24:00 ; 일,공휴일 08:00 23:00|||||커피빈 청주지웰시티점|지웰시티몰 1층 124-1,125,126호|||80701
커피빈|청주점|||커피빈|043-221-2373|충북 청주시 상당구 상당로69번길 20||WIFI;흡연가능|평일,주말,공휴일 10:00 21:30|||||커피빈 청주점|2~4층|||80701
