##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@말자싸롱
말자싸롱|성남을지대점|127.1635547|37.4577991|말자싸롱|031-748-1987|경기도 성남시 수정구 산성대로 521|||AM05:00~AM03:00|||||말자싸롱 성남을지대점|(경진빌딩1층102호)|||80217
말자싸롱|대전오류점|127.4099869|36.3227071|말자싸롱|042-523-9677|대전광역시 중구 계룡로 882번길 30-5|||AM05:00~AM03:00|||||말자싸롱 대전오류점|(오류동)|||80217
말자싸롱|청주대농지구점|127.4314350|36.6397587|말자싸롱|043-235-7201|충청북도 청주시 흥덕구 진재로110번길 40-1|||AM05:00~AM03:00|||||말자싸롱 청주대농지구점|101호 (복대동)|||80217
말자싸롱|오창각리점|127.4156595|36.7086474|말자싸롱|070-8836-3299|충청북도 청주시 청원구 오창읍 과학산업2로 272|||AM05:00~AM03:00|||||말자싸롱 오창각리점|B동 101호|||80217
말자싸롱|청주예대점|127.4954992|36.6582935|말자싸롱|043-213-4497|충청북도 청주시 청원구 안덕벌로 64|||AM05:00~AM03:00|||||말자싸롱 청주예대점|101호 (내덕동)|||80217
말자싸롱|의정부중앙점|127.0482228|37.7391339|말자싸롱|031-848-9992|경기도 의정부시 행복로 2|||AM05:00~AM03:00|||||말자싸롱 의정부중앙점|(의정부동,진성빌딩지하1층)|||80217
말자싸롱|수원인계점|127.0302714|37.2658397|말자싸롱|031-223-8795|경기도 수원시 팔달구 인계로 124번길 36|||AM05:00~AM03:00|||||말자싸롱 수원인계점|102 (인계동)|||80217
말자싸롱|오송만수점|127.3330052|36.6299016|말자싸롱|070-8101-8670|충청북도 청원군 오송읍 오송생명로 220|||AM05:00~AM03:00|||||말자싸롱 오송만수점||||80217
말자싸롱|청주청대점|127.4875706|36.6518358|말자싸롱|043-221-0434|충북 청주시 청원구 중앙로 163-2|||AM05:00~AM03:00|||||말자싸롱 청주청대점|(우암동)|||80217
말자싸롱|청주분평점|127.4893032|36.6074603|말자싸롱|043-287-7113|충청북도 청주시 서원구 1순환로 1107번길 21|||AM05:00~AM03:00|||||말자싸롱 청주분평점|108호 (분평동,조은주차빌딩1층)|||80217
말자싸롱|안산선부점|126.8114075|37.3376075|말자싸롱|031-410-0401|경기도 안산시 단원구 선부광장북로 36|||AM05:00~AM03:00|||||말자싸롱 안산선부점|상가-216|||80217
말자싸롱|천안신방통정지구점|127.1318215|36.7734908|말자싸롱|041-592-6633|충청남도 천안시 동남구 통정10로 33-6|||AM05:00~AM03:00|||||말자싸롱 천안신방통정지구점|1-104 (신방동|||80217
말자싸롱|천안성정5단지점|127.1378633|36.8136179|말자싸롱|041-577-6336|충청남도 천안시 서북구 성정로 72|||AM05:00~AM03:00|||||말자싸롱 천안성정5단지점|102호 (성정동)|||80217
말자싸롱|대전궁동점|127.3509698|36.3616450|말자싸롱|042-863-7799|대전광역시 유성구 대학로 159번길 19|||AM05:00~AM03:00|||||말자싸롱 대전궁동점|(궁동,1층)|||80217
말자싸롱|대전롯데점|127.3882283|36.3398446|말자싸롱|042-523-4847|대전광역시 서구 용문로 35-12|||AM05:00~AM03:00|||||말자싸롱 대전롯데점|1층 (괴정동)|||80217
말자싸롱|대구동성로점|128.5955813|35.8738777|말자싸롱|053-218-8327|대구광역시 중구 동성로3길 30|||AM05:00~AM03:00|||||말자싸롱 대구동성로점|(삼덕동1가)|||80217
말자싸롱|천안청수점|127.1551873|36.7898888|말자싸롱|041-565-7008|충청남도 천안시 동남구 청수로 78|||AM05:00~AM03:00|||||말자싸롱 천안청수점|6호 (청수동,1층)|||80217
말자싸롱|한민괴정점|127.3833629|36.3355948|말자싸롱|042-522-9940|대전광역시 서구 가장로 78-1|||AM05:00~AM03:00|||||말자싸롱 한민괴정점|(괴정동)|||80217
말자싸롱|경기시흥대야점|126.7900688|37.4428101|말자싸롱|070-4113-4567|경기도 시흥시 비둘기공원5길 16|||AM05:00~AM03:00|||||말자싸롱 경기시흥대야점|(대야프라자109호)|||80217
말자싸롱|진해충무점|128.6667059|35.1511768|말자싸롱|055-547-9045|경상남도 창원시 진해구 벚꽃로70번길 28|||AM05:00~AM03:00|||||말자싸롱 진해충무점|102 (충무동)|||80217
말자싸롱|청주모충점|127.4655254|36.6251327|말자싸롱|043-264-7726|충청북도 청주시 서원구 모충로 13|||AM05:00~AM03:00|||||말자싸롱 청주모충점|(개신동,1층)|||80217
말자싸롱|창원신촌점|128.6285985|35.2021521|말자싸롱|055-286-2087|경상남도 창원시 성산구 신촌로 83|||AM05:00~AM03:00|||||말자싸롱 창원신촌점|(신촌동 양곡상가아파트 가동 107-13,14호)|||80217
말자싸롱|청주율량점|127.4903388|36.6698553|말자싸롱|043-215-7128|충청북도 청주시 청원구 율봉로 187번길 24|||AM05:00~AM03:00|||||말자싸롱 청주율량점|(율량동)|||80217
말자싸롱|천안두정2호점|127.1299839|36.8341882|말자싸롱|041-522-5600|충청남도 천안시 서북구 두정로 117|||AM05:00~AM03:00|||||말자싸롱 천안두정2호점|108 (두정동 퓨전주차빌딩)|||80217
말자싸롱|천안불당점|127.1104607|36.8110321|말자싸롱|041-567-9005|충청남도 천안시 서북구 검은들3길 9|||AM05:00~AM03:00|||||말자싸롱 천안불당점|105 (불당동)|||80217
말자싸롱|군산수송점|126.7186516|35.9654364|말자싸롱|063-464-7112|전라북도 군산시 동수송2길 28|||AM05:00~AM03:00|||||말자싸롱 군산수송점|(수송동)|||80217
말자싸롱|이천중리점|127.4445885|37.2790696|말자싸롱|031-694-6001|경기도 이천시 어재연로 28|||AM05:00~AM03:00|||||말자싸롱 이천중리점|(중리동)|||80217
말자싸롱|목포하당점|126.4257055|34.8025901|말자싸롱|061-281-5061|전라남도 목포시 비파로51번길 9-2|||AM05:00~AM03:00|||||말자싸롱 목포하당점|(상동,1층)|||80217
말자싸롱|이천하이닉스점|127.4900347|37.2538614|말자싸롱|031-635-1367|경기도 이천시 부발읍 경충대로 2110번길 14-1|||AM05:00~AM03:00|||||말자싸롱 이천하이닉스점|(112호)|||80217
말자싸롱|강릉입암점|128.9187488|37.7605091|말자싸롱|033-652-2090|강원도 강릉시 성덕포남로 64|||AM05:00~AM03:00|||||말자싸롱 강릉입암점|(입암동)|||80217
말자싸롱|전주중화산점|127.1164823|35.8182880|말자싸롱|063-222-2653|전라북도 전주시 완산구 신촌4길 14-5|||AM05:00~AM03:00|||||말자싸롱 전주중화산점|(중화산동2가 1층)|||80217
말자싸롱|청주운천점|127.4761466|36.6485945|말자싸롱|043-260-0035|충청북도 청주시 흥덕구 사운로 226|||AM05:00~AM03:00|||||말자싸롱 청주운천점|(운천동 1층상가)|||80217
말자싸롱|청주봉명점|127.4587849|36.6495504|말자싸롱|043-212-0168|충청북도 청주시 흥덕구 백봉로 209|||AM05:00~AM03:00|||||말자싸롱 청주봉명점|(봉명동 1층)|||80217
말자싸롱|경기평택점|127.0901168|36.9921376|말자싸롱|031-651-6534|경기도 평택시 자유로 4번길 6|||AM05:00~AM03:00|||||말자싸롱 경기평택점|(평택동)|||80217
말자싸롱|충남예산점|126.8309817|36.6914134|말자싸롱|041-335-1150|충청남도 예산군 예산읍 역전로 140번길 10|||AM05:00~AM03:00|||||말자싸롱 충남예산점|(산성리)|||80217
말자싸롱|군산나운점|126.6993485|35.9675146|말자싸롱|063-464-5227|전라북도 군산시 수송로 28|||AM05:00~AM03:00|||||말자싸롱 군산나운점|(나운동)|||80217
말자싸롱|청주개신점|127.4495966|36.6247297|말자싸롱|043-263-0338|충청북도 청주시 서원구 장구봉로 147|||AM05:00~AM03:00|||||말자싸롱 청주개신점|(복대동 102호)|||80217
말자싸롱|청주충북대정문점|127.4525055|36.6328005|말자싸롱|043-233-8725|충청북도 청주시 흥덕구 내수동로 45|||AM05:00~AM03:00|||||말자싸롱 청주충북대정문점|1층 (복대동)|||80217
말자싸롱|김해장유율하점|128.8074789|35.1727611|말자싸롱|055-321-3544|경상남도 김해시 장유면 율하1로 14|||AM05:00~AM03:00|||||말자싸롱 김해장유율하점|103호 (율하동)|||80217
말자싸롱|구미인동점|128.4205413|36.109452|말자싸롱|054-472-0434|경상북도 구미시 인동 중앙로5길 28-5|||AM05:00~AM03:00|||||말자싸롱 구미인동점|(황상동 1층 103호)|||80217
말자싸롱|창원진해석동점|128.7027229|35.1518158|말자싸롱|055-546-9012|경상남도 창원시 진해구 동진로61번길 6|||AM05:00~AM03:00|||||말자싸롱 창원진해석동점|(석동)|||80217
말자싸롱|청주용암광장점|127.5044877|36.6096478|말자싸롱|043-292-0434|충청북도 청주시 상당구 월평로 184번길 150|||AM05:00~AM03:00|||||말자싸롱 청주용암광장점|2|||80217
말자싸롱|청주산남점|127.4716004|36.6118612|말자싸롱|043-286-0434|충청북도 청주시 서원구 산남로 22|||AM05:00~AM03:00|||||말자싸롱 청주산남점|(산남동 109호)|||80217
말자싸롱|천안두정1호점|127.1348081|36.8314471|말자싸롱|041-555-1541|충청남도 천안시 서북구 원두정6길 14|||AM05:00~AM03:00|||||말자싸롱 천안두정1호점|1층 (두정동)|||80217
말자싸롱|청주하복대점|127.4293023|36.632941|말자싸롱|043-238-0434|충청북도 청주시 흥덕구 진재로 19번길 4|||AM05:00~AM03:00|||||말자싸롱 청주하복대점|1층 102호 (복대동,복대빌라)|||80217
