##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@던킨도너츠
던킨도너츠|안산본오점|||던킨도너츠|031-408-3132|경기 안산시 상록구 샘골로 113||해피포인트;WIFI;단체석;해피오더|주중08&#58:00~23&#58:00;주말08&#58:00~23&#58:00|||||던킨도너츠 안산본오점|(본오동,우성프라자)|||80602
던킨도너츠|안산고잔점|||던킨도너츠|031-485-8998|경기 안산시 단원구 광덕대로 151||해피포인트;WIFI|주중09:00~23:00;주말09:00~23:00|||||던킨도너츠 안산고잔점|(고잔동,삼영타운) 122호|||80602
던킨도너츠|안산원곡점|||던킨도너츠|031-475-0320|경기 안산시 단원구 라성로 43||해피포인트;WIFI|주중08&#58:30~23&#58:00;주말08&#58:30~23&#58:00|||||던킨도너츠 안산원곡점|(원곡동,벽산블루밍아파트)|||80602
던킨도너츠|안성휴게소(상행)점|||던킨도너츠|||경기 안성시 원곡면 산하리 산68-7|주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 안성휴게소(상행)점||||80602
던킨도너츠|안성맞춤휴게소(상)점|||던킨도너츠|||경기 안성시 서운면 신능리 산51-61|주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 안성맞춤휴게소(상)점|안성맞춤휴게소내|||80602
던킨도너츠|안성맞춤휴게소(하)점|||던킨도너츠|||경기 안성시 서운면 신능리 51-11|주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 안성맞춤휴게소(하)점|안성맞춤휴게소내|||80602
던킨도너츠|평촌점|||던킨도너츠|031-421-0801||경기 안양시 동안구 평촌동 167|해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07&#58:00~22&#58:00;주말07&#58:00~22&#58:00|||||던킨도너츠 평촌점||||80602
던킨도너츠|범계역사점|||던킨도너츠|031-386-1253|경기 안양시 동안구 동안로 지하130||해피포인트;WIFI|주중08:30~21:30;주말08:30~21:30|||||던킨도너츠 범계역사점|(호계동,범계역)|||80602
던킨도너츠|안양역점|||던킨도너츠|031-443-0400|경기 안양시 만안구 만안로223번길 7||해피포인트;WIFI|주중08:00~23:00;주말08:00~23:00|||||던킨도너츠 안양역점|(안양동)|||80602
던킨도너츠|안양샘병원점|||던킨도너츠|031-466-3076|경기 안양시 만안구 안양로 211||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중7&#58:30~21&#58:30;주말8&#58:00~20&#58:30|||||던킨도너츠 안양샘병원점|301호 (안양동)|||80602
던킨도너츠|양주휴게소점|||던킨도너츠||경기 양주시 장흥면 서울외곽순환고속도로 58||해피포인트;WIFI;주차|주중07&#58:00~22&#58:00;주말07&#58:00~22&#58:00|||||던킨도너츠 양주휴게소점|(삼하리,양주간이휴게시설)|||80602
던킨도너츠|양주고읍점|||던킨도너츠|031-841-1288|경기 양주시 고읍남로 2||해피포인트;WIFI;휴대폰충전서비스;주차|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 양주고읍점|(광사동,해동월드타워) 103호|||80602
던킨도너츠|양주옥정점|||던킨도너츠|031-857-0508||경기 양주시 옥정동 963-13|해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중08&#58:00~22&#58:00;주말08&#58:00~22&#58:00|||||던킨도너츠 양주옥정점|파스텔 110호|||80602
던킨도너츠|양주이마트점|||던킨도너츠||경기 양주시 평화로 1713||해피포인트;WIFI;휴대폰충전서비스;주차|주중10:00~22:00;주말10:00~22:00|||||던킨도너츠 양주이마트점|(회정동,이마트) 1층|||80602
던킨도너츠|덕정역사점|||던킨도너츠|031-862-2708|경기 양주시 화합로 1356||해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 덕정역사점|(덕정동,덕정역)|||80602
던킨도너츠|양평만남의광장점|||던킨도너츠|070-8707-4592|경기 양평군 양서면 경강로 954||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07:00~21:00;주말07:00~22:00|||||던킨도너츠 양평만남의광장점|(대심리)|||80602
던킨도너츠|양평중앙점|||던킨도너츠|031-771-0098|경기 양평군 양평읍 역전길 8||해피포인트;WIFI;단체석|주중08&#58:00~22&#58:00;주말08&#58:00~22&#58:00|||||던킨도너츠 양평중앙점|(양근리)|||80602
던킨도너츠|전곡터미널점|||던킨도너츠|031-833-9869|경기 연천군 전곡읍 온골로 54||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07:00~22:30;주말07:00~22:30|||||던킨도너츠 전곡터미널점|(전곡리)|||80602
던킨도너츠|오산휴게소(상행)점|||던킨도너츠|031-370-5570||경기 오산시 지곶동 56-8|주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 오산휴게소(상행)점|외 39필지 오산휴게소상행|||80602
던킨도너츠|오산휴게소(하행)점|||던킨도너츠|031-370-5500|경기 오산시 수도권제2순환고속도로 13||주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 오산휴게소(하행)점|(지곶동,오산휴게소)|||80602
던킨도너츠|오산세교점|||던킨도너츠|031-377-1173|경기 오산시 수청로 188||해피포인트;WIFI;주차|주중07&#58:30~22&#58:30;주말07&#58:30~22&#58:30|||||던킨도너츠 오산세교점|(금암동,롯데슈퍼) 110|||80602
던킨도너츠|오산터미널(~휴점)점|||던킨도너츠|031-374-5952||경기 오산시 원동 762-26|해피포인트;WIFI|주중08&#58:30~22&#58:00;주말08&#58:30~22&#58:00|||||던킨도너츠 오산터미널(~휴점)점||||80602
던킨도너츠|수지중앙점|||던킨도너츠|031-897-0177|경기 용인시 수지구 풍덕천로 122||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 수지중앙점|(풍덕천동,하나로프라자) 104호|||80602
던킨도너츠|죽전보정점|||던킨도너츠|031-889-2741|경기 용인시 기흥구 죽전로 58||해피포인트;WIFI;휴대폰충전서비스;단체석|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 죽전보정점|(보정동) 1층 (수강빌딩)|||80602
던킨도너츠|용인마북점|||던킨도너츠|031-281-2220|경기 용인시 기흥구 마북로 152||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07&#58:00~22&#58:00;주말토&#41:07&#58:00~22&#58:00~일&#41:07&#58:00~21&#58:00|||||던킨도너츠 용인마북점|(마북동)|||80602
던킨도너츠|용인쥬네브점|||던킨도너츠|031-679-0744|경기 용인시 기흥구 동백죽전대로 444||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중10&#58:00~22&#58:00;주말10&#58:00~22&#58:00|||||던킨도너츠 용인쥬네브점|(중동,쥬네브썬월드빌딩)4층 4081,4082호|||80602
던킨도너츠|기흥휴게소점|||던킨도너츠|031-286-9956|경기 용인시 기흥구 공세로 173||WIFI;주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 기흥휴게소점|(공세동,기흥휴게소)|||80602
던킨도너츠|용인둔전점|||던킨도너츠|031-334-0327|경기 용인시 처인구 포곡읍 포곡로 121||해피포인트;WIFI;휴대폰충전서비스;주차|주중8&#58:00~23&#58:00;주말8&#58:00~23&#58:00|||||던킨도너츠 용인둔전점|(둔전리)|||80602
던킨도너츠|기흥삼성전자점|||던킨도너츠|031-8000-1654|경기 용인시 기흥구 삼성로 1||해피포인트;휴대폰충전서비스;케이터링|주중07&#58:00~19&#58:00;주말토&#41:07&#58:00~14&#58:00|||||던킨도너츠 기흥삼성전자점|1층 (농서동)|||80602
던킨도너츠|용인휴게소상행점|||던킨도너츠|||경기 용인시 처인구 고림동 88-1|주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 용인휴게소상행점||||80602
던킨도너츠|용인휴게소하행점|||던킨도너츠|||경기 용인시 처인구 고림동 12-6|주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 용인휴게소하행점||||80602
던킨도너츠|용인한숲시티점|||던킨도너츠|031-321-4662|경기 용인시 처인구 남사면 한숲로 84||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;케이터링|주중08&#58:00~21&#58:30;주말08&#58:00~21&#58:30|||||던킨도너츠 용인한숲시티점|(완장리,e편한세상 용인 한숲시티) 6단지 120호|||80602
던킨도너츠|의왕내손점|||던킨도너츠|031-426-1077|경기 의왕시 계원대학로 2||해피포인트;WIFI|주중07&#58:00~22&#58:00;주말07&#58:00~22&#58:00|||||던킨도너츠 의왕내손점|(내손동,롯데프라자) 롯데메디칼B/D105호|||80602
던킨도너츠|회룡역점|||던킨도너츠|031-875-8250|경기 의정부시 평화로 359||해피포인트;WIFI;주차;해피오더|주중7&#58:00~23&#58:00;주말7&#58:00~23&#58:00|||||던킨도너츠 회룡역점|101호 (호원동,회룡한주아파트상가)|||80602
던킨도너츠|의정부중앙점|||던킨도너츠|031-842-7766|경기 의정부시 평화로 544||해피포인트;WIFI;휴대폰충전서비스|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 의정부중앙점|(의정부동) 1층|||80602
던킨도너츠|의정부민락점|||던킨도너츠|031-853-1744|경기 의정부시 오목로225번길 147||해피포인트;WIFI;해피오더|주중7&#58:00~23&#58:00;주말7&#58:00~23&#58:00|||||던킨도너츠 의정부민락점|(민락동) 1층 104호,105호 민락동,플리|||80602
던킨도너츠|의정부금오점|||던킨도너츠|031-852-1250|경기 의정부시 청사로 45||해피포인트;휴대폰충전서비스;주차|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 의정부금오점|(금오동,플래티넘프라자) 102호|||80602
던킨도너츠|마장휴게소(하)점|||던킨도너츠|070-8865-9009|경기 이천시 마장면 중부고속도로 82||주차|주중07&#58:00~20&#58:00;주말07&#58:00~20&#58:00|||||던킨도너츠 마장휴게소(하)점|(목리)|||80602
던킨도너츠|덕평자연휴게소점|||던킨도너츠||경기 이천시 마장면 덕이로154번길 287-76||주차|주중07:00~20:00;주말07:00~20:00|||||던킨도너츠 덕평자연휴게소점|(각평리,덕평휴게소)|||80602
던킨도너츠|이천중앙점|||던킨도너츠|031-635-2929|경기 이천시 서희로60번길 1||해피포인트;WIFI;단체석|주중09:00~22:00;주말09:00~22:00|||||던킨도너츠 이천중앙점|(창전동)|||80602
던킨도너츠|이천터미널점|||던킨도너츠|031-635-2784|경기 이천시 이섭대천로 1200||해피포인트;휴대폰충전서비스|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 이천터미널점|(중리동,종합버스터미널) 1층|||80602
던킨도너츠|이천장호원점|||던킨도너츠|031-642-9606|경기 이천시 장호원읍 샘재로 159||해피포인트;WIFI;단체석|주중08:00~22:00;주말08:00~22:00|||||던킨도너츠 이천장호원점|(장호원리) 1층~2층|||80602
던킨도너츠|운정야당점|||던킨도너츠|031-945-6448||경기 파주시 야당동 1070|해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 운정야당점||||80602
던킨도너츠|파주운정점|||던킨도너츠|031-944-8988|경기 파주시 청암로17번길 55||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 파주운정점|(목동동)|||80602
던킨도너츠|파주금릉점|||던킨도너츠|031-957-8978|경기 파주시 금빛로 27||해피포인트;WIFI;휴대폰충전서비스;주차|주중08&#58:00~23&#58:00;주말08&#58:00~23&#58:00|||||던킨도너츠 파주금릉점|(금촌동,광장프라자) 1층 104호|||80602
던킨도너츠|파주교하점|||던킨도너츠|031-943-4206|경기 파주시 청석로 266||해피포인트;WIFI;주차|주중08:00~23:59;주말08:00~23:59|||||던킨도너츠 파주교하점|(동패동,스타프라자)108호|||80602
던킨도너츠|자유로휴게소점|||던킨도너츠||경기 파주시 자유로 2210||해피포인트;WIFI;주차|주중00:00~00:00;주말00:00~00:00|||||던킨도너츠 자유로휴게소점|(문발동,자유로휴게소)|||80602
던킨도너츠|파주문산점|||던킨도너츠|031-994-1994|경기 파주시 문산읍 문향로 72-1||해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중07&#58:30~22&#58:30;주말07&#58:30~22&#58:30|||||던킨도너츠 파주문산점|(문산리) 1층 106호 (문산타워)|||80602
던킨도너츠|평택서정점|||던킨도너츠|031-611-7359|경기 평택시 관광특구로 19||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중07&#58:00~24&#58:00;주말07&#58:00~24&#58:00|||||던킨도너츠 평택서정점|(서정동) 105호|||80602
던킨도너츠|평택고덕(6/20예정)점|||던킨도너츠||경기 평택시 고덕면 고덕여염12길 184||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중07&#58:00~22&#58:00;주말07&#58:00~22&#58:00|||||던킨도너츠 평택고덕(6/20예정)점|(여염리)|||80602
던킨도너츠|CF뉴코아평택점|||던킨도너츠|031-691-1257|경기 평택시 경기대로 279||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중10&#58:30~21&#58:00;주말10&#58:30~22&#58:00|||||던킨도너츠 CF뉴코아평택점|(비전동,뉴코아 아울렛 백화점)1층|||80602
던킨도너츠|안중점|||던킨도너츠|031-682-5015|경기 평택시 안중읍 안현로서1길 6||해피포인트;WIFI|주중08&#58:00~20&#58:00;주말AM8:00~20&#58:00|||||던킨도너츠 안중점|(안중리) 68 (103호)|||80602
던킨도너츠|평택민자역사점|||던킨도너츠|031-646-6350|경기 평택시 평택로 51||해피포인트;WIFI;휴대폰충전서비스;주차|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 평택민자역사점|(평택동,평택민자역사) 3층던킨도넛AK플라자|||80602
던킨도너츠|평택롯데마트점|||던킨도너츠|031-655-9009|경기 평택시 평택5로 30||해피포인트;주차|주중10:00~22:00;주말10:00~22:00|||||던킨도너츠 평택롯데마트점|(합정동,롯데마트 평택점)|||80602
던킨도너츠|포천송우리점|||던킨도너츠|031-543-5566|경기 포천시 소흘읍 송우로30번길 2-2||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중AM8:00~22&#58:30;주말AM8:00~23&#58:00|||||던킨도너츠 포천송우리점|(송우리)|||80602
던킨도너츠|포천이마트점|||던킨도너츠||경기 포천시 호국로 915||해피포인트;WIFI;휴대폰충전서비스;주차|주중10:00~22:00;주말10:00~22:00|||||던킨도너츠 포천이마트점|(설운동) 이마트내 1층|||80602
던킨도너츠|포천신읍점|||던킨도너츠|031-536-8311|경기 포천시 중앙로119번길 2||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중09:00~22:00;주말08:30~22:00|||||던킨도너츠 포천신읍점|(신읍동,한빛빌딩)|||80602
던킨도너츠|하남미사점|||던킨도너츠|031-792-7339||경기 하남시 망월동 970-1|해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중07&#58:30~22&#58:30;주말07&#58:30~22&#58:30|||||던킨도너츠 하남미사점|미사원프라자 113,114호|||80602
던킨도너츠|화성삼성전자1호점|||던킨도너츠|031-325-5002|경기 화성시 삼성전자로 1||해피포인트|주중07&#58:00~19&#58:00|||||던킨도너츠 화성삼성전자1호점|(반월동,삼성전자 (주)) 1층 일부호|||80602
던킨도너츠|화성삼성전자2호점|||던킨도너츠|031-325-6002|경기 화성시 삼성전자로 1||해피포인트|주중07&#58:00~19&#58:00;주말토&#41:07&#58:00~14&#58:00|||||던킨도너츠 화성삼성전자2호점|(반월동,삼성전자 (주))|||80602
던킨도너츠|수원대점|||던킨도너츠|031-223-4634||경기 화성시 봉담읍 와우리 62-4|해피포인트;WIFI;주차|주중07&#58:00~22&#58:30;주말07&#58:00~22&#58:30|||||던킨도너츠 수원대점||||80602
던킨도너츠|병점홈플러스점|||던킨도너츠|031-237-0329|경기 화성시 경기대로 985||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중10&#58:00~22&#58:00;주말10&#58:00~22&#58:00|||||던킨도너츠 병점홈플러스점|(병점동,홈플러스 병점점)1층 던킨도너츠|||80602
던킨도너츠|동탄시범단지점|||던킨도너츠|031-377-0155|경기 화성시 동탄대로시범길 253||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 동탄시범단지점|(청계동) 102,103호|||80602
던킨도너츠|동탄나루마을점|||던킨도너츠|031-613-0161|경기 화성시 동탄솔빛로 57||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 동탄나루마을점|102호 (반송동,삼성빌딩)|||80602
던킨도너츠|송산휴게소점|||던킨도너츠||경기 화성시 송산면 평택시흥고속도로 25||주차|주중07:00~22:00;주말07:00~22:00|||||던킨도너츠 송산휴게소점|(고정리,송산포도휴게소)|||80602
던킨도너츠|화성시청점|||던킨도너츠|031-355-8566|경기 화성시 남양읍 시청로 121||해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중07&#58:30~23&#58:00;주말토&#41:07&#58:30~23&#58:00일&#41:08&#58:30~22&#58:00|||||던킨도너츠 화성시청점|(남양리)환진빌딩 101호|||80602
던킨도너츠|거제장평홈플러스점|||던킨도너츠|055-680-0003|경남 거제시 장평로 12||해피포인트;WIFI;주차|주중09:30~21:30;주말09:30~21:30|||||던킨도너츠 거제장평홈플러스점|(장평동,디큐브백화점)|||80602
던킨도너츠|거제옥포점|||던킨도너츠|055-687-2892|경남 거제시 옥포로 203||해피포인트;WIFI;휴대폰충전서비스;단체석|주중07:30~22:00;주말07:30~22:00|||||던킨도너츠 거제옥포점|(옥포동)|||80602
던킨도너츠|김해인제대점|||던킨도너츠|055-320-4040|경남 김해시 인제로 197||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중08&#58:00~21&#58:00;주말토&#41:AM8:00~17&#58:00|||||던킨도너츠 김해인제대점|(어방동,인제대학교) 일강원|||80602
던킨도너츠|김해터미널점|||던킨도너츠|055-323-3380||경남 김해시 외동 1264|해피포인트;WIFI;휴대폰충전서비스;단체석|주중06:00~21:00;주말06:00~22:00|||||던킨도너츠 김해터미널점||||80602
던킨도너츠|김해복음병원점|||던킨도너츠|055-330-9980|경남 김해시 활천로 35||해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중08&#58:00~21&#58:00;주말08&#58:00~21&#58:00|||||던킨도너츠 김해복음병원점|(삼정동)|||80602
던킨도너츠|경남남해점|||던킨도너츠|055-863-9797|경남 남해군 남해읍 화전로 79||해피포인트;WIFI|주중08:30~22:30;주말08:30~22:30|||||던킨도너츠 경남남해점|(북변리,베스킨라빈스,던킨도너츠)|||80602
던킨도너츠|밀양역점|||던킨도너츠|055-356-7797||경남 밀양시 가곡동 662-143|해피포인트;WIFI;휴대폰충전서비스;주차;해피오더|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 밀양역점|밀양역1층|||80602
던킨도너츠|사천휴게소(상)점|||던킨도너츠||경남 사천시 곤양면 묵실길 31-11||해피포인트;주차|주중08:00~19:30;주말08:00~19:30|||||던킨도너츠 사천휴게소(상)점|(묵곡리,사천휴게소)|||80602
던킨도너츠|사천휴게소(하)점|||던킨도너츠||경남 사천시 곤양면 묵실길 31-11||해피포인트;주차|주중08:00~19:30;주말08:00~19:30|||||던킨도너츠 사천휴게소(하)점|(묵곡리,사천휴게소)|||80602
던킨도너츠|양산물금점|||던킨도너츠|055-363-4343|경남 양산시 물금읍 범어로 46||해피포인트;WIFI;단체석;품질경영우수가맹점|주중07&#58:30~23&#58:00;주말08&#58:00~22&#58:30|||||던킨도너츠 양산물금점|(범어리,토건부동산)|||80602
던킨도너츠|양산증산점|||던킨도너츠|055-372-3132||경남 양산시 물금읍 가촌리 1296-1|해피포인트;WIFI;휴대폰충전서비스;주차;해피오더;케이터링|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 양산증산점|116호|||80602
던킨도너츠|진주인벤스점|||던킨도너츠|055-745-0550|경남 진주시 향교로 3||해피포인트;주차|주중08:00~21:30;주말08:00~21:30|||||던킨도너츠 진주인벤스점|(평안동,롯데인벤스)|||80602
던킨도너츠|진주대안점|||던킨도너츠|055-744-8090|경남 진주시 진주대로 1053||해피포인트;WIFI|주중08:30~22:30;주말08:30~22:30|||||던킨도너츠 진주대안점|(대안동)|||80602
던킨도너츠|진주평거점|||던킨도너츠|055-744-5688|경남 진주시 진양호로 206||해피포인트;WIFI;주차|주중07&#58:00~23&#58:00;주말07&#58:00~23&#58:00|||||던킨도너츠 진주평거점|(평거동,BYC 진주빌딩)|||80602
던킨도너츠|진주칠암점|||던킨도너츠|055-757-8585|경남 진주시 진주대로 888||해피포인트;주차|주중08:00~21:30;주말08:30~21:30|||||던킨도너츠 진주칠암점|(칠암동,아이비타워)|||80602
던킨도너츠|진주경상대병원점|||던킨도너츠|055-750-8722|경남 진주시 강남로 79||해피포인트;주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 진주경상대병원점|(칠암동,경상대학교병원) 본관1층|||80602
던킨도너츠|진주휴게소점|||던킨도너츠|055-759-3205|경남 진주시 남해고속도로 194||해피포인트;주차|주중08:00~19:30;주말08:00~19:30|||||던킨도너츠 진주휴게소점|(호탄동,진주휴게소)|||80602
던킨도너츠|진주역점|||던킨도너츠|055-758-6676|경남 진주시 개양로116번길 33||해피포인트|주중07:30~21:00;주말07:30~21:00|||||던킨도너츠 진주역점|(가좌동,진주역)|||80602
던킨도너츠|마산삼계점|||던킨도너츠|055-232-2586|경남 창원시 마산회원구 내서읍 삼계로 6||해피포인트;WIFI;주차|주중07:30~22:30;주말토)07:30~22:30~일)08:30~22:30|||||던킨도너츠 마산삼계점|(삼계리,삼계스포렉스 빌딩) 110호|||80602
던킨도너츠|합성터미널점|||던킨도너츠|055-251-0189|경남 창원시 마산회원구 3.15대로 750||해피포인트|주중08:00~22:30;주말08:00~22:30|||||던킨도너츠 합성터미널점|(합성동,마산시외버스터미널)|||80602
던킨도너츠|마산양덕점|||던킨도너츠|055-292-0110|경남 창원시 마산회원구 율림교로 6||해피포인트;WIFI;휴대폰충전서비스;주차|주중07:00~22:00;주말07:00~22:00|||||던킨도너츠 마산양덕점|(양덕동,메트로스퀘어6) 116호|||80602
던킨도너츠|창원중앙역점|||던킨도너츠||경남 창원시 의창구 상남로 381||해피포인트|주중07:30~21:00;주말07:30~21:00|||||던킨도너츠 창원중앙역점|(용동,창원중앙역) 지하1층|||80602
던킨도너츠|창원용지점|||던킨도너츠|055-282-3101|경남 창원시 의창구 용지로169번길 13||해피포인트;주차|주중08:30~22:30;주말09:00~22:30|||||던킨도너츠 창원용지점|(용호동,라이크빌I)|||80602
던킨도너츠|창원대동점|||던킨도너츠|055-212-8199|경남 창원시 성산구 원이대로 730||해피포인트;주차|주중10:00~20:00;주말토)10:00~20:00~일)10:30~20:00|||||던킨도너츠 창원대동점|(상남동,대동백화점)|||80602
던킨도너츠|창원성원점|||던킨도너츠|055-261-0667|경남 창원시 성산구 원이대로 774||해피포인트;WIFI;휴대폰충전서비스;단체석;주차|주중08:00~23:00;주말토)07:00~23:00~일)08:00~23:00|||||던킨도너츠 창원성원점|(상남동,성원아파트)|||80602
던킨도너츠|진해석동점|||던킨도너츠|055-552-3482|경남 창원시 진해구 진해대로 762||해피포인트;WIFI;주차|주중10:00~22:00;주말10:00~22:00|||||던킨도너츠 진해석동점|(석동,롯데마트) 119-1호|||80602
던킨도너츠|통영중앙점|||던킨도너츠|055-645-6139|경남 통영시 중앙로 120-1||해피포인트;WIFI;휴대폰충전서비스;단체석|주중08:30~22:30;주말08:30~22:30|||||던킨도너츠 통영중앙점|(항남동,제이코시)|||80602
던킨도너츠|함양중앙점|||던킨도너츠|055-963-2376||경남 함양군 함양읍 용평리 700-20|해피포인트;WIFI;휴대폰충전서비스|주중08:00~22:00;주말08:00~22:00|||||던킨도너츠 함양중앙점||||80602
던킨도너츠|경산꿈나무점|||던킨도너츠|053-816-5009||경북 경산시 중산동 488|해피포인트;주차;해피오더|주중08&#58:00~21&#58:00;주말08&#58:00~19&#58:00|||||던킨도너츠 경산꿈나무점|중산동의료시설 104호|||80602
던킨도너츠|경산세명병원점|||던킨도너츠|053-819-8843|경북 경산시 경안로 208||해피포인트;주차|주중09:00~19:50;주말09:00~19:50|||||던킨도너츠 경산세명병원점|(중방동)|||80602
던킨도너츠|경산역사점|||던킨도너츠|070-7788-5916|경북 경산시 중앙로 1||해피포인트;주차|주중7&#58:00~23&#58:00;주말7&#58:00~23&#58:00|||||던킨도너츠 경산역사점|2층 (사정동)|||80602
던킨도너츠|건천휴게소(상)점|||던킨도너츠||경북 경주시 건천읍 경부고속도로 76||해피포인트;WIFI;휴대폰충전서비스;주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 건천휴게소(상)점||||80602
던킨도너츠|경주휴게소점|||던킨도너츠||경북 경주시 내남면 경부고속도로 59-1||해피포인트;WIFI;휴대폰충전서비스;주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 경주휴게소점|(월산리)|||80602
던킨도너츠|구미형곡점|||던킨도너츠|054-443-3131|경북 구미시 신시로 59||해피포인트;WIFI;휴대폰충전서비스|주중07:30~23:00;주말07:30~23:00|||||던킨도너츠 구미형곡점|(형곡동)|||80602
던킨도너츠|구미북삼점|||던킨도너츠|070-7766-3300|경북 구미시 금오대로5길 3||해피포인트;WIFI;휴대폰충전서비스;단체석;주차;해피오더;케이터링|주중08&#58:00~23&#58:00;주말08&#58:00~23&#58:00|||||던킨도너츠 구미북삼점|(오태동) 1층|||80602
던킨도너츠|구미인동점|||던킨도너츠|054-472-9817|경북 구미시 인동중앙로6길 1||해피포인트;WIFI;휴대폰충전서비스;주차|주중08:00~23:00;주말08:00~23:00|||||던킨도너츠 구미인동점|(인의동)|||80602
던킨도너츠|구미구평점|||던킨도너츠|054-471-8288||경북 구미시 진평동 67-3|해피포인트;휴대폰충전서비스|주중09:00~22:00;주말09:00~22:00|||||던킨도너츠 구미구평점||||80602
던킨도너츠|김천휴게소(상)점|||던킨도너츠|054-433-1523|경북 김천시 농소면 경부고속도로 194||해피포인트;휴대폰충전서비스;주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 김천휴게소(상)점|(신촌리,김천휴게소 상행)|||80602
던킨도너츠|김천휴게소(하)점|||던킨도너츠|054-435-0211|경북 김천시 농소면 경부고속도로 193||해피포인트;휴대폰충전서비스;주차|주중08:00~20:00;주말08:00~20:00|||||던킨도너츠 김천휴게소(하)점|(신촌리,김천휴게소 하행)|||80602
던킨도너츠|한국도로공사본사점|||던킨도너츠|054-430-1119|경북 김천시 혁신8로 77||해피포인트;WIFI;휴대폰충전서비스;주차|주중07:30~18:00;주말00:00~00:00|||||던킨도너츠 한국도로공사본사점|(율곡동,한국도로공사)|||80602
던킨도너츠|문경중앙점|||던킨도너츠|054-553-8808|경북 문경시 호서로 9||해피포인트;WIFI;휴대폰충전서비스;단체석|주중07:00~23:00;주말07:00~23:00|||||던킨도너츠 문경중앙점|(점촌동)|||80602
던킨도너츠|상주터미널점|||던킨도너츠|054-535-9212|경북 상주시 삼백로 85||해피포인트;WIFI;휴대폰충전서비스;단체석;품질경영우수가맹점|주중08&#58:30~23&#58:00;주말08&#58:30~23&#58:00|||||던킨도너츠 상주터미널점|(무양동)|||80602
