##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@밀레
밀레|서부정류장점|||밀레|053-654-8849|대구 달서구 구마로 237||||||||밀레 서부정류장점||||91001
밀레|코스트코점|||밀레||서울특별시 영등포구 선유로 156||||||||밀레 코스트코점|(양평동3가)|||91001
밀레|롯데청량리점|||밀레|02-3707-1548|서울특별시 동대문구 왕산로 214||||||||밀레 롯데청량리점|롯데백화점 청량리점 3층 밀레|||91001
밀레|NC불광점|||밀레|02-350-7558|서울특별시 은평구 불광로 20||||||||밀레 NC불광점|(대조동) NC백화점 5층층 밀레|||91001
밀레|현대아산점|||밀레|02-475-9551|서울특별시 송파구 올림픽로43길 88||||||||밀레 현대아산점|서울아산병원 신관 지하1층 멀티프라자 밀레|||91001
밀레|현대미아점|||밀레|02-2117-1528|서울특별시 성북구 동소문로 315||||||||밀레 현대미아점|(길음동) 현대백화점 미아점 5층|||91001
밀레|롯데노원점|||밀레|02-950-2635|서울특별시 노원구 동일로 1414||||||||밀레 롯데노원점|(상계동) 롯데백화점 노원점 6층|||91001
밀레|현대신촌점|||밀레|02-3145-2766|서울특별시 서대문구 신촌로 83||||||||밀레 현대신촌점|현대백화점 신촌점 7층 본관 밀레|||91001
밀레|현대부산점|||밀레|051-667-0651|부산광역시 동구 범일로 125||||||||밀레 현대부산점|(범일동) 현대백화점 부산점 6층|||91001
밀레|롯데미아점|||밀레|02-944-2589|서울특별시 강북구 도봉로 62||||||||밀레 롯데미아점|롯데백화점 미아점 5층 밀레|||91001
밀레|롯데상인점|||밀레|053-258-3573|대구광역시 달서구 월배로 232||||||||밀레 롯데상인점|(상인동) 롯데백화점상인점 5층 밀레|||91001
밀레|롯데일산점|||밀레|031-909-3755|경기도 고양시 일산동구 중앙로 1283||||||||밀레 롯데일산점|(장항동) 롯데백화점 일산점 7 층|||91001
밀레|갤러리아수원점|||밀레|031-235-8890|경기도 수원시 팔달구 효원로 282||||||||밀레 갤러리아수원점|(인계동) 갤러리아백화점 수원점 5층|||91001
밀레|인터넷쇼핑몰점|||밀레|02-303-0050||경기 이천시 대월면 도리리 39-2|||||||밀레 인터넷쇼핑몰점|대월로667번길 210-15|||91001
밀레|갤러리아대전점|||밀레|042-485-5983|대전광역시 서구 대덕대로 211||||||||밀레 갤러리아대전점|(둔산동) 갤러리아타임월드 6층|||91001
밀레|뉴코아강남점|||밀레|02-530-5614|서울특별시 서초구 잠원로 51||||||||밀레 뉴코아강남점|(잠원동) 강남뉴코아백화점 5층|||91001
밀레|뉴코아동수원점|||밀레|031-231-6440|경기도 수원시 팔달구 인계로 154||||||||밀레 뉴코아동수원점|동수원뉴코아 4층|||91001
밀레|롯데본점|||밀레|02-772-3653|서울특별시 중구 남대문로 81||||||||밀레 롯데본점|롯데백화점 (본점) 6층 밀레|||91001
밀레|롯데부산점|||밀레|051-810-3596|부산광역시 부산진구 가야대로 777||||||||밀레 롯데부산점|롯데백화점 부산점 5층|||91001
밀레|현대목동점|||밀레|02-2163-3588|서울특별시 양천구 목동동로 257||||||||밀레 현대목동점|현대하이페리온 현대백화점 목동점 별관1층 밀레|||91001
밀레|갤러리아진주점|||밀레|055-791-1478|경상남도 진주시 진주대로 1095||||||||밀레 갤러리아진주점|(평안동) 갤러리아백화점 진주점 4층|||91001
밀레|롯데동래점|||밀레|051-668-4546|부산광역시 동래구 중앙대로 1393||||||||밀레 롯데동래점|(온천동) 롯데백화점 동래점 5층|||91001
밀레|현대중동점|||밀레|032-623-2627|경기도 부천시 원미구 길주로 180||||||||밀레 현대중동점|(중동) 현대백화점 중동점 6층|||91001
밀레|AK분당점|||밀레|031-709-1012|경기도 성남시 분당구 황새울로360번길 42||||||||밀레 AK분당점|AK PLAZA 분당점 4층 밀레|||91001
밀레|롯데센텀점|||밀레|051-730-3558|부산광역시 해운대구 센텀남대로 59||||||||밀레 롯데센텀점|(우동) 롯데백화점 센텀시티점 5층|||91001
밀레|롯데영등포점|||밀레|02-2164-5432|서울특별시 영등포구 경인로 846||||||||밀레 롯데영등포점|영등포 민자역사 롯데백화점 영등포점 6층 밀레|||91001
밀레|롯데대구점|||밀레|053-660-3539|대구광역시 북구 태평로 161||||||||밀레 롯데대구점|(칠성동2가) 롯데백화점 대구점7층|||91001
밀레|롯데아울렛장유점|||밀레|055-900-2530|경상남도 김해시 장유로 469||||||||밀레 롯데아울렛장유점|롯데아울렛 김해점 밀레|||91001
밀레|NC순천점|||밀레|061-726-5417|전라남도 순천시 비봉2길 22||||||||밀레 NC순천점|(조례동) nc순천점 4층 밀레|||91001
밀레|롯데잠실점|||밀레|02-2143-7581|서울특별시 송파구 올림픽로 240||||||||밀레 롯데잠실점|(잠실동) 롯데백화점 잠실점5층|||91001
밀레|대구칠곡점|||밀레|053-311-0557|대구광역시 북구 칠곡중앙대로 356||||||||밀레 대구칠곡점|(태전동)|||91001
밀레|도봉산점|||밀레|02-3492-5983|서울특별시 도봉구 도봉산길 73||||||||밀레 도봉산점|라-57|||91001
밀레|대구동구점|||밀레|053-961-0166|대구광역시 동구 안심로 381||||||||밀레 대구동구점|(신서동)|||91001
밀레|충북청원점|||밀레|043-277-7778|충청북도 청주시 서원구 남이면 청남로 1579||||||||밀레 충북청원점|밀레|||91001
밀레|김포모아점|||밀레|031-982-2276|경기도 김포시 양촌읍 김포대로 1641||||||||밀레 김포모아점|더모아패션아울렛 다동 1층 밀레|||91001
밀레|롯데광복점|||밀레|051-678-3747|부산광역시 중구 중앙대로 2||||||||밀레 롯데광복점|(중앙동7가) 롯데백화점광복점 7층 밀레|||91001
밀레|경기여주점|||밀레|070-4244-4579|경기도 여주시 명품로 316-7||||||||밀레 경기여주점|(상거동)|||91001
