##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@르노삼성자동차부품
르노삼성부품|경북상회|||르노삼성자동차부품|051-335-6262|부산 북구 기찰로 63|부산 북구 덕천동 343-10|||||||르노삼성부품 경북상회|(덕천동)|||160419
르노삼성부품|대성상사(부산)|||르노삼성자동차부품|051-852-4831|부산 연제구 중앙대로 1164|부산 연제구 연산4동 578-1|||||||르노삼성부품 대성상사(부산)|(연산동)|||160419
르노삼성부품|영도상사|||르노삼성자동차부품|051-418-0023|부산 영도구 태종로 167|부산 영도구 봉래동4가 50-5|||||||르노삼성부품 영도상사|(봉래동4가)|||160419
르노삼성부품|보승상사|||르노삼성자동차부품|051-516-8779|부산 금정구 수림로 26|부산 금정구 부곡동 65-15|||||||르노삼성부품 보승상사||||160419
르노삼성부품|부산개인택시운송사업조합|||르노삼성자동차부품|051-500-8500|부산 연제구 월드컵대로 399|부산 연제구 거제2동 1368|||||||르노삼성부품 부산개인택시운송사업조합|(거제동)|||160419
르노삼성부품|부산상사|||르노삼성자동차부품|051-558-4846|부산 동래구 명륜로45번길 18|부산 동래구 수안동 9-23|||||||르노삼성부품 부산상사|(수안동)|||160419
르노삼성부품|부호상사|||르노삼성자동차부품|051-817-1855|부산 부산진구 신천대로 184|부산 부산진구 부암동 702-4|||||||르노삼성부품 부호상사|(부암동)|||160419
르노삼성부품|세인상사|||르노삼성자동차부품|051-465-5949|부산 동구 초량중로 66-2|부산 동구 초량2동 415-7|||||||르노삼성부품 세인상사|(초량동)|||160419
르노삼성부품|영일부품상사|||르노삼성자동차부품|051-264-6288|부산 사하구 을숙도대로 670|부산 사하구 장림동 1050|||||||르노삼성부품 영일부품상사|(장림동)|||160419
르노삼성부품|우성상회|||르노삼성자동차부품|051-315-2260|부산 사상구 가야대로 227|부산 사상구 주례동 692-32|||||||르노삼성부품 우성상회|(주례동)|||160419
르노삼성부품|우신유리|||르노삼성자동차부품|051-809-2096|부산 강서구 경전철로188번길 141-2|부산 강서구 대저1동 3048|||||||르노삼성부품 우신유리|(대저1동)|||160419
르노삼성부품|태승상사|||르노삼성자동차부품|051-757-3380|부산 수영구 무학로 26|부산 수영구 광안동 120-29|||||||르노삼성부품 태승상사|(광안동)|||160419
르노삼성부품|한진상사|||르노삼성자동차부품|051-804-3314/5|부산 부산진구 전포대로 216-1|부산 부산진구 전포1동 309-15|||||||르노삼성부품 한진상사|(전포동)|||160419
르노삼성부품|흑백상사|||르노삼성자동차부품|051-271-4310|부산 강서구 명지새동네길1번길 10|부산 강서구 명지동 3211-5|||||||르노삼성부품 흑백상사|(명지동)|||160419
르노삼성부품|동양물산|||르노삼성자동차부품|062-674-0528|광주 남구 송암로42번길 5|광주 남구 송하동 258-4|||||||르노삼성부품 동양물산|(송하동)|||160419
르노삼성부품|광주상사|||르노삼성자동차부품|062-383-0760|광주 서구 상일로54번길 9-8|광주 서구 쌍촌동 1343-1|||||||르노삼성부품 광주상사|(쌍촌동)|||160419
르노삼성부품|종합부품|||르노삼성자동차부품|062-521-6868|광주 북구 자동차로 57|광주 북구 신안동 156-5|||||||르노삼성부품 종합부품|(신안동)|||160419
르노삼성부품|하남상사|||르노삼성자동차부품|062-941-3999|광주 광산구 우산로 77|광주 광산구 우산동 1029-5|||||||르노삼성부품 하남상사|(우산동)|||160419
르노삼성부품|단양종합상사|||르노삼성자동차부품|043-423-9081|충북 단양군 단양읍 삼봉로 223|충북 단양군 단양읍 도전리 284|||||||르노삼성부품 단양종합상사||||160419
르노삼성부품|대성상사(옥천)|||르노삼성자동차부품|043-733-3361|충북 옥천군 옥천읍 마장로 82|충북 옥천군 옥천읍 장야리 387|||||||르노삼성부품 대성상사(옥천)||||160419
르노삼성부품|청주|||르노삼성자동차부품|043-268-2880|충북 청주시 서원구 사북로 35|충북 청주시 흥덕구 사직동 539-4|||||||르노삼성부품 청주|(사직동)|||160419
르노삼성부품|청주부품대리점|||르노삼성자동차부품|043-284-0776|충북 청주시 서원구 남이면 양촌3길 8-23|충북 청주시 서원구 남이면 양촌리 105|||||||르노삼성부품 청주부품대리점|상가건물제1동|||160419
르노삼성부품|명성상사(충주)|||르노삼성자동차부품|043-853-8811|충북 충주시 두루봉길 16|충북 충주시 목행동 22-26|||||||르노삼성부품 명성상사(충주)|(목행동)|||160419
르노삼성부품|성원상사|||르노삼성자동차부품|043-646-2725|충북 제천시 신백로 124|충북 제천시 신백동 96-3|||||||르노삼성부품 성원상사|(신백동)|||160419
르노삼성부품|음성부품대리점|||르노삼성자동차부품|043-750-8000|충북 음성군 대소면 대금로511번길 96-21|충북 음성군 대소면 태생리 산18-3|||||||르노삼성부품 음성부품대리점||||160419
르노삼성부품|정수상사|||르노삼성자동차부품|032-885-7748|인천 남구 제물량로24번길 79|인천 남구 숭의1동 348-4|||||||르노삼성부품 정수상사|(숭의동)|||160419
르노삼성부품|남동상사|||르노삼성자동차부품|032-873-6062|인천 남구 길파로 48|인천 남구 주안5동 16-10|||||||르노삼성부품 남동상사|(주안동)|||160419
르노삼성부품|르노상사(계양)|||르노삼성자동차부품|032-544-3503|인천 계양구 까치말로49번길 11|인천 계양구 작전동 922-1|||||||르노삼성부품 르노상사(계양)|201호 (작전동);201|||160419
르노삼성부품|우정상사|||르노삼성자동차부품|032-437-9200|인천 남동구 남동대로 731|인천 남동구 구월1동 1155-1|||||||르노삼성부품 우정상사|(구월동)|||160419
르노삼성부품|태오상사|||르노삼성자동차부품|032-525-0406|인천 부평구 길주로602번길 6|인천 부평구 부평동 893-13|||||||르노삼성부품 태오상사|(부평동)|||160419
르노삼성부품|한길상사|||르노삼성자동차부품|032-821-9996|인천 연수구 샘말로 106-7|인천 연수구 연수동 616-6|||||||르노삼성부품 한길상사|(연수동)|||160419
르노삼성부품|종합상사(여수)|||르노삼성자동차부품|061-663-2573|전남 여수시 연등8길 19-1|전남 여수시 연등동 720-8|||||||르노삼성부품 종합상사(여수)|(연등동)|||160419
르노삼성부품|한일유리|||르노삼성자동차부품|061-722-8448|전남 순천시 율산길 6|전남 순천시 연향동 1597-2|||||||르노삼성부품 한일유리|(연향동)|||160419
르노삼성부품|대륙자동차부품|||르노삼성자동차부품|061-243-4212|전남 목포시 삼학로 191|전남 목포시 산정동 1392-5|||||||르노삼성부품 대륙자동차부품|(산정동)|||160419
르노삼성부품|동아모터스|||르노삼성자동차부품|061-371-8252|전남 화순군 화순읍 서양로 469|전남 화순군 화순읍 신기리 337-4|||||||르노삼성부품 동아모터스||||160419
르노삼성부품|순천부품|||르노삼성자동차부품|061-745-7401|전남 순천시 서면 화정길 51|전남 순천시 서면 압곡리 583-1|||||||르노삼성부품 순천부품||||160419
르노삼성부품|에스엠상사|||르노삼성자동차부품|061-793-6547|전남 광양시 강변로 157|전남 광양시 광영동 743-3|||||||르노삼성부품 에스엠상사|(광영동)|||160419
르노삼성부품|엔젤종합부품|||르노삼성자동차부품|061-722-0258|전남 순천시 순광로 20|전남 순천시 조례동 1588-3|||||||르노삼성부품 엔젤종합부품|(조례동)|||160419
르노삼성부품|영산포상사|||르노삼성자동차부품|061-333-4092|전남 나주시 삼영1길 23|전남 나주시 삼영동 326-4|||||||르노삼성부품 영산포상사|(삼영동)|||160419
르노삼성부품|지원상사|||르노삼성자동차부품|061-537-2380|전남 해남군 해남읍 읍사무소길 41|전남 해남군 해남읍 고도리 146-14|||||||르노삼성부품 지원상사||||160419
