##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@감탄떡볶이
감탄떡볶이|호반점|||감탄떡볶이|061-725-1946||전남 순천시 연향동 1610-2||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 호반점||||81026
감탄떡볶이|북항점|||감탄떡볶이|061-279-1425||전남 목포 산정동 1202||AM11:00~PM11:00 (매주일요일)|||||감탄떡볶이 북항점|신안비지 1차상가 109호|||81026
감탄떡볶이|봉천우성점|126.957206362|37.4850668531|감탄떡볶이|02-878-6889||서울 관악구 봉천동 21-15||AM 10:00 ~ PM 10:00 (매주 일요일)|||||감탄떡볶이 봉천우성점||||81026
감탄떡볶이|식사점|126.807425257|37.6815573795|감탄떡볶이|031-966-0702||경기 고양시 일산동구 식사동 1510||AM09:00~PM10:00 (매주 일요일)|||||감탄떡볶이 식사점|블루밍 일산위시티 3단지상가 107호|||81026
감탄떡볶이|충주연수점|127.942507103|36.9828742106|감탄떡볶이|043-857-5887||충북 충주시 연수동 1634||AM11:00~PM09:00 (매주일요일)|||||감탄떡볶이 충주연수점|골드프라자 104호|||81026
감탄떡볶이|공릉풍림점|127.06925271|37.6284101816|감탄떡볶이|02-974-0852||서울 노원구 공릉동 727||AM11:00~PM09:30 (매주일요일)|||||감탄떡볶이 공릉풍림점|풍림아파트 114동 B상가 105-3|||81026
감탄떡볶이|양산점|||감탄떡볶이|062-574-1148||광주광역시 북구 양산동 759||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 양산점||||81026
감탄떡볶이|신현점|126.673292384|37.5189618823|감탄떡볶이|032-571-0583||인천 서구 가정동 504-7||AM09:30~PM10:00 (연중무휴)|||||감탄떡볶이 신현점|105호|||81026
감탄떡볶이|신풍점|||감탄떡볶이|063-544-9955||전북 김제시 신풍동 595||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 신풍점|비사벌a 상가 107호|||81026
감탄떡볶이|신목동점|126.872185285|37.537638506|감탄떡볶이|02-2648-9616||서울시 양천구 목동 753-7||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 신목동점||||81026
감탄떡볶이|상왕십리역점|||감탄떡볶이|02-2298-1801||서울 성동구 하왕십리동 946-40||AM10:00~PM10:00 (둘째, 넷째 일요일)|||||감탄떡볶이 상왕십리역점||||81026
감탄떡볶이|광양점|||감탄떡볶이|061-795-5889||전남 광양시 중동 1655||AM10:00~PM10:00 (일요일휴무)|||||감탄떡볶이 광양점|호반리젠시빌 상가 111호|||81026
감탄떡볶이|김화점|127.463706021|38.2476487011|감탄떡볶이|033-458-3656||강원도 철원군 서면 와수2리 1147-19||AM10:00~PM10:00 (매주 수요일)|||||감탄떡볶이 김화점||||81026
감탄떡볶이|성화점|127.455317595|36.6175188301|감탄떡볶이|043-233-5888||충북 청주시 흥덕구 성화동 439||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 성화점||||81026
감탄떡볶이|안산호수공원점|||감탄떡볶이|031-437-5849||경기 안산시 사동 1512||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 안산호수공원점|안산고잔6차푸르지오 상가동 106호|||81026
감탄떡볶이|녹양점|127.036509403|37.7584573846|감탄떡볶이|031-836-5889||경기 의정부시 녹양동 83-55||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 녹양점||||81026
감탄떡볶이|보람점|127.066416552|37.6645700842|감탄떡볶이|02-934-5959||서울 노원구 상계동 456-135||AM10:00~PM12:30 (2,4주 월요일)|||||감탄떡볶이 보람점||||81026
감탄떡볶이|천천2호점|126.97713505|37.3008781708|감탄떡볶이|031-268-5889||경기 수원시 장안구 천천동 571-4||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 천천2호점|골든프라자 108호|||81026
감탄떡볶이|코아루점|||감탄떡볶이|061-284-8283||전남 목포시 옥암동 1149||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 코아루점|코아루아파트 상가 108호|||81026
감탄떡볶이|신일점|||감탄떡볶이|063-471-7182||전북 군산시 나운동 156-2||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 신일점|신일아파트 상가 1층 111호|||81026
감탄떡볶이|평화2호점|||감탄떡볶이|063-221-7828||전북 전주시 완산구 평화동1가 733-2||AM10:00~PM10:00 (둘째,넷째 화요일)|||||감탄떡볶이 평화2호점||||81026
감탄떡볶이|월평점|127.375516585|36.3634337069|감탄떡볶이|042-352-5952||대전시 서구 월평동 222||AM10:00~PM11:00 (매주 일요일)|||||감탄떡볶이 월평점|한아름 아파트상가 102호|||81026
감탄떡볶이|소하점|126.879685998|37.4352558737|감탄떡볶이|02-897-9158||경기 광명시 소하동 1242-9||AM09:00~PM10:30 (연중무휴)|||||감탄떡볶이 소하점||||81026
감탄떡볶이|옥암점|||감탄떡볶이|061-281-4552||전남 목포시 옥암동 1030||AM10:00~PM10:00 (2,4주 화요일)|||||감탄떡볶이 옥암점||||81026
감탄떡볶이|효자2호점|||감탄떡볶이|063-221-1600||전북 전주시 완산구 효자동 2가 1313-5||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 효자2호점|102호|||81026
감탄떡볶이|진접1호점|127.198368897|37.7152117831|감탄떡볶이|031-528-5882||경기 남양주시 진접읍 금곡리 1095||AM10:00~PM09:00 (연중무휴)|||||감탄떡볶이 진접1호점||||81026
감탄떡볶이|화봉점|129.365525673|35.5933186589|감탄떡볶이|052-289-8850|울산광역시 북구 화산로 14|||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 화봉점|(화봉동 휴먼프라자105호)|||81026
감탄떡볶이|의정부용현2호점|127.085649084|37.7326389978|감탄떡볶이|031-847-5889||경기 의정부시 용현동 232-2||AM11:00~PM11:00 (매주 목요일)|||||감탄떡볶이 의정부용현2호점||||81026
감탄떡볶이|목동트윈빌점|126.876819687|37.5321797655|감탄떡볶이|02-2645-5889||서울 양천구 목동 905-22||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 목동트윈빌점|목동트윈빌 제1층|||81026
감탄떡볶이|퇴계점|127.725278774|37.8585602148|감탄떡볶이|033-252-5889||강원도 춘천시 퇴계동 914-6||AM11:00~PM09:00 (매주 일요일 휴무)|||||감탄떡볶이 퇴계점||||81026
감탄떡볶이|당리점|128.9745375|35.1051464574|감탄떡볶이|051-293-5255||부산시 사하구 당리동 317-1||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 당리점||||81026
감탄떡볶이|송천3호점/[우수가맹점]|||감탄떡볶이|063- 255- 8020||전북 전주시 송천동1가 138-2||AM10:00~PM10:00 (2,4주 일요일)|||||감탄떡볶이 송천3호점/[우수가맹점]|1층|||81026
감탄떡볶이|양곡점|126.633178993|37.6550014271|감탄떡볶이|031-984-0446|경기 김포시 양촌읍 양곡로467번길 52|||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 양곡점|(양곡휴먼시아 8단지 상가 104호)|||81026
감탄떡볶이|작전2호점|126.730139709|37.5268252157|감탄떡볶이|032-548-3566||인천 계양구 작전동 287-3||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 작전2호점|104호|||81026
감탄떡볶이|효자서부점|||감탄떡볶이|063-225-0330||전북 전주시 완산구 효자동1가 193-2||AM10:00~PM10:00 (1,3주월요일)|||||감탄떡볶이 효자서부점||||81026
감탄떡볶이|제천중앙점|128.211666164|37.1372955785|감탄떡볶이|043-653-7749||충북 제천시 중앙로1가 27||AM10:00~PM10:00 (매주 화요일)|||||감탄떡볶이 제천중앙점|1호|||81026
감탄떡볶이|청천2호점|126.714966754|37.5065999486|감탄떡볶이|032)504-7272||인천 부평구 청천동 259-3||AM10:00~PM11:00 (매주 화요일)|||||감탄떡볶이 청천2호점||||81026
감탄떡볶이|석수점|||감탄떡볶이|031-474-5989||경기 안양시 만안구 석수3동 784||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 석수점|석수아이파크 단지내상가 102호|||81026
감탄떡볶이|분당정자점|127.11521181|37.3647794961|감탄떡볶이|031-718-5889||경기 성남시 분당구 정자동 117-2||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 분당정자점|한솔마을6단지 상가1층 104호|||81026
감탄떡볶이|가남점|||감탄떡볶이|031-883-5050||경기도 여주시 가남읍 태평리 141-4||12:00~22:00 (매주 일요일)|||||감탄떡볶이 가남점||||81026
감탄떡볶이|성북역점/[우수가맹점]|127.06491162|37.6231400752|감탄떡볶이|02)974-5889||서울 노원구 월계동 922||AM11:00~PM23:00 (매월 첫째/셋째 일요일 )|||||감탄떡볶이 성북역점/[우수가맹점]|서광상가 104호|||81026
감탄떡볶이|남악점|||감탄떡볶이|061-283-3382||전남 무안군 삼향면 남악리 2097||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 남악점||||81026
감탄떡볶이|인천시청점|126.699353268|37.4572546088|감탄떡볶이|032-441-1155||인천 남동구 간석1동 749-8||AM11:00~PM11:00 (둘째,넷째 주 일요일/명절/하계휴가)|||||감탄떡볶이 인천시청점||||81026
감탄떡볶이|후곡점|126.764455072|37.6788521392|감탄떡볶이|031-925-5889||경기 고양시 일산서구 일산동 1060||AM11:00~PM10:00 (매주일요일)|||||감탄떡볶이 후곡점|뉴-시티프라자 106호|||81026
감탄떡볶이|군산대점|||감탄떡볶이|063) 466-8817||전북 군산시 미룡동 879-1||AM10:00~PM10:00  (매주일요일)|||||감탄떡볶이 군산대점||||81026
감탄떡볶이|비산2호점|126.939604057|37.4007350004|감탄떡볶이|031-465-5889||경기 안양시 동안구 비산동 425||AM10:00~PM21:00  (매주 일요일)|||||감탄떡볶이 비산2호점|삼성래미안상가 2층 223호|||81026
감탄떡볶이|양주백석점|126.991403953|37.7860718803|감탄떡볶이|031-874-1688||경기 양주시 백석읍 복지리 107-4||AM11:00~PM11:00 (매주 일요일)|||||감탄떡볶이 양주백석점||||81026
감탄떡볶이|산본3호점|126.929635231|37.3652507741|감탄떡볶이|031-399-5889||경기 군포시 산본동 1099-2외 1필지 대림프라자 104호 ||AM11:00~PM10:00 (일요일)|||||감탄떡볶이 산본3호점||||81026
감탄떡볶이|광릉점|127.205151005|37.746406151|감탄떡볶이|031-527-5889||경기 남양주시 진접읍 팔야리 728-1||AM10:00~PM10:00  (매주 월요일)|||||감탄떡볶이 광릉점||||81026
감탄떡볶이|당동점|126.944280432|37.3510187381|감탄떡볶이|031-427-3011||경기 군포시 당동 771-8||AM12:00~PM21:00  (매주 일요일 휴무)|||||감탄떡볶이 당동점||||81026
감탄떡볶이|대청점|128.797198943|35.1847937605|감탄떡볶이|055-311-2881||경남 김해시 장유면 대청리 333-3||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 대청점|갑오마을 부영A 제상가동 101호|||81026
감탄떡볶이|신창점|||감탄떡볶이|062-954-0142||광주광역시 광산구 신창동 1264||AM10:00~PM10:00  (매주일요일)|||||감탄떡볶이 신창점|신창부영5차아파트 상가1동 108동|||81026
감탄떡볶이|가경2호점|127.428721353|36.6215536373|감탄떡볶이|043-237-5887||충북 청주시 흥덕구 가경동 1984||AM11:00~PM10:30  (신정, 명절 전일 및 당일, 어린이 날, 크리스마스, 일요일)|||||감탄떡볶이 가경2호점|101호|||81026
감탄떡볶이|오션시티점|128.89775591|35.0848813097|감탄떡볶이|051-260-8155||부산 강서구 명지동 3231||AM11:00~PM21:30 (2,4주일요일)|||||감탄떡볶이 오션시티점|영어도시퀸덤1차 링컨타운상가 255|||81026
감탄떡볶이|오정점|126.787062244|37.5299653204|감탄떡볶이|032-672-5039||경기 부천시 오정구 오정동 177-9||AM11:00~PM10:00  (매주 일요일)|||||감탄떡볶이 오정점||||81026
감탄떡볶이|검암2호점|126.683222864|37.5673976434|감탄떡볶이|032-564-5887||인천 서구 검암동 508-1||AM11:00~PM10:00  (매주 수요일)|||||감탄떡볶이 검암2호점|장은프라자 116호|||81026
감탄떡볶이|인하대점/[우수가맹점]|126.657625143|37.4511691982|감탄떡볶이|032-873-5889||인천 남구 용현동 190-32||AM10:00~PM10:30 (연중무휴)|||||감탄떡볶이 인하대점/[우수가맹점]||||81026
감탄떡볶이|송정점|127.433144056|37.29562227|감탄떡볶이|031-636-0099||경기 이천시 송정동 314-13||AM11:30~PM08:00 (매주 일요일)|||||감탄떡볶이 송정점|103호|||81026
감탄떡볶이|신기점|||감탄떡볶이|032-423-6967||인천 남구 주안동 1523-5||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 신기점||||81026
감탄떡볶이|아름마을점|127.122186936|37.40576184|감탄떡볶이|031-709-1505||경기 성남시 분당구 야탑동 533-3||AM11:00~PM11:00 (매주 화요일)|||||감탄떡볶이 아름마을점|동양프라자 109호|||81026
감탄떡볶이|가경점|127.436520939|36.6288605308|감탄떡볶이|043-234-5889||충북 청주시 흥덕구 가경동 1219||AM10:00~PM10:00   (연중무휴)|||||감탄떡볶이 가경점||||81026
감탄떡볶이|금암점|127.249724676|36.2725090298|감탄떡볶이|042-841-8688||충남 계룡시 금암동 168-2||AM10:00~PM10:00 (일요일)|||||감탄떡볶이 금암점|103호|||81026
감탄떡볶이|신장점/[우수가맹점]|||감탄떡볶이|031-794-1477||경기 하남시 신장동 105-4||AM10:30~PM10:30 (매주 일요일)|||||감탄떡볶이 신장점/[우수가맹점]|102호 A실|||81026
감탄떡볶이|송도점|126.650756037|37.3942555014|감탄떡볶이|032-851-0729||인천 연수구 송도동 3-7||AM11:00~PM12:00 (연중무휴)|||||감탄떡볶이 송도점|아크리아② 108호|||81026
감탄떡볶이|고읍점|127.081007611|37.7956161606|감탄떡볶이|031-842-1553||경기 양주시 광사동 655||AM10:00~PM09:00 (매주 일요일)|||||감탄떡볶이 고읍점|힘찬프라자 101호|||81026
감탄떡볶이|나운점|||감탄떡볶이|063-466-3055||전북 군산시 나운동 45-9||AM10:00~PM10:00 (1,4주 일요일)|||||감탄떡볶이 나운점|나운 주공5차 상가 103호|||81026
감탄떡볶이|장곡점|126.781398669|37.3785346021|감탄떡볶이|031-317-9743||경기 시흥시 장곡동 807||AM10:30~PM10:00 (매주 금요일)|||||감탄떡볶이 장곡점|숲속마을 아파트 주상가동 102호|||81026
감탄떡볶이|용담점|127.505718988|36.6310884409|감탄떡볶이|043-291-5889||충북 청주시 상당구 용담동 375||AM10:00~PM10:00 (월요일)|||||감탄떡볶이 용담점|스타피아 106호|||81026
감탄떡볶이|산남법원점|127.471518885|36.6118435715|감탄떡볶이|043-296-5889||충북 청주시 흥덕구 산남동 496-1||AM10:00~PM10:00 (토요일)|||||감탄떡볶이 산남법원점|산남렉슬2,104호|||81026
감탄떡볶이|서신점|||감탄떡볶이|063-255-1213||전북 전주시 완산구 서신동 764-2||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 서신점|제일비사벌상가A 108동 107호|||81026
감탄떡볶이|도곡점|127.215725247|37.5801673652|감탄떡볶이|031-521-9278||경기 남양주시 와부읍 도곡리 985||AM10:00~PM10:00  (매주일요일)|||||감탄떡볶이 도곡점|덕소두산위브상가 111호|||81026
감탄떡볶이|창동3호점|127.041478823|37.6588404366|감탄떡볶이|02-992-9121||서울 도봉구 창동 750-2||AM10:30~PM10:00 (연중무휴)|||||감탄떡볶이 창동3호점|창동리더스빌딩 101호|||81026
감탄떡볶이|봉동점|||감탄떡볶이|063-263-5949||전북 완주군 봉동읍 둔산리 877-8||AM10:00~PM10:00 (일요일)|||||감탄떡볶이 봉동점||||81026
감탄떡볶이|중곡점|127.081920888|37.5568092642|감탄떡볶이|02-494-8600||서울 광진구 중곡동 341-28||AM11:00~PM10:00 (매주 월요일)|||||감탄떡볶이 중곡점||||81026
감탄떡볶이|인덕원점|126.979641017|37.3937423267|감탄떡볶이|031-426-0039||경기 안양시 동안구 평촌동 75-9||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 인덕원점|인덕원근린상가 108호|||81026
감탄떡볶이|교방블루밍점|128.561539866|35.21648745|감탄떡볶이|055-222-6221||경남 창원시 마산합포구 교방동 510||AM11:00~PM10:00 (둘째,넷째 일요일)|||||감탄떡볶이 교방블루밍점|벽산블루밍아파트 1단지 103동밑 상가102호 (구 교방시장 농협앞)|||81026
감탄떡볶이|동천2호점|127.096184145|37.3403642157|감탄떡볶이|031-276-6252||경기 용인시 수지구 동천동 174-9||AM10:00~PM11:00 (첫째, 셋째 월요일)|||||감탄떡볶이 동천2호점|센트럴상가 제1층 107호|||81026
감탄떡볶이|문수점|||감탄떡볶이|061-651-0770||전남 여수시 문수동 122-5||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 문수점|1층|||81026
감탄떡볶이|능곡점|||감탄떡볶이|031-435-4356||경기 시흥시 능곡동 756||AM10:00~PM11:00 (2,4주 일요일)|||||감탄떡볶이 능곡점|미래도프라자 102호|||81026
감탄떡볶이|매화점|126.81471427|37.4156162283|감탄떡볶이|031-315-0463||경기 시흥시 매화동 199-1||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 매화점|이화빌딩 101호|||81026
감탄떡볶이|풍납2호점|127.117373511|37.528938472|감탄떡볶이|02-477-0621||서울 송파구 풍납동 406-1||AM 11:00 ~ PM 09:00 (매주 토요일)|||||감탄떡볶이 풍납2호점|113호|||81026
감탄떡볶이|호성점|||감탄떡볶이|063) 241-8868||전북 전주시 덕진구 호성동 1가 749-1||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 호성점|신동아A상가 B동 101호|||81026
감탄떡볶이|중동3호점|126.760773824|37.4975077564|감탄떡볶이|032-322-2226||경기 부천시 원미구 중동 1173-1||AM11:00~PM11:00 (매주 일요일)|||||감탄떡볶이 중동3호점|보람마을 동남상가 104호|||81026
감탄떡볶이|굽은다리역점|127.144677407|37.5466758922|감탄떡볶이|02-426-7172||서울 강동구 명일동 344-16||AM11:00~PM10:00 (1,3째 화요일)|||||감탄떡볶이 굽은다리역점|한강훼미리아파트 101호|||81026
감탄떡볶이|남촌점|||감탄떡볶이|032-461-3714||인천 남동구 남촌동 358-5||AM10:30~PM10:30 (매주 수요일)|||||감탄떡볶이 남촌점||||81026
감탄떡볶이|송도웰카운티점|126.648331436|37.3775722548|감탄떡볶이|032-831-0035||인천 연수구 송도동 9-31||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 송도웰카운티점|송도웰카운티 1단지 138동 2호|||81026
감탄떡볶이|장기2호점|126.683480962|37.6465013218|감탄떡볶이|031-988-6280||경기 김포시 장기동 564||AM11:30~PM10:30 (연중무휴)|||||감탄떡볶이 장기2호점|107호|||81026
감탄떡볶이|양정점|129.069802983|35.1715693924|감탄떡볶이|051-852-8838||부산 부산진구 양정동 393-21||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 양정점||||81026
감탄떡볶이|도당점|126.794981781|37.5200034532|감탄떡볶이|032-676-5858||경기 부천시 원미구 도당동 131-2||AM10:30~PM10:30 (매주 일요일)|||||감탄떡볶이 도당점||||81026
감탄떡볶이|노량진점|||감탄떡볶이|02-811-1127||서울 동작구 노량진동 119-89호 ||AM11:00~PM12:00 (매주 화요일)|||||감탄떡볶이 노량진점||||81026
감탄떡볶이|공항신도시점|126.489990008|37.4927099052|감탄떡볶이|032-747-1003||인천 중구 운서동 2794-2||AM10:00~PM10:00 (월요일)|||||감탄떡볶이 공항신도시점|가나베스텔 112호|||81026
감탄떡볶이|난곡점|126.920081113|37.4709557887|감탄떡볶이|02-859-5889||서울 관악구 신림동 635-22||AM 11:30 ~ PM 10:30 (매주 월요일)|||||감탄떡볶이 난곡점|1층|||81026
감탄떡볶이|안양2호점|126.92310233|37.3952327931|감탄떡볶이|031-444-1959||경기 안양시 만안구 안양동 627-303||AM11:00~PM10:00 (매주 일요일 휴무)|||||감탄떡볶이 안양2호점||||81026
감탄떡볶이|청덕점/[우수가맹점]|||감탄떡볶이|031-285-2830|경기 용인시 기흥구 구성3로 28번길 32|||AM11:00~PM09:00 (매주 일요일)|||||감탄떡볶이 청덕점/[우수가맹점]|일월프라자 106호|||81026
감탄떡볶이|오전점|126.967477994|37.3582572411|감탄떡볶이|031-427-2209||경기 의왕시 오전동 839-3||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 오전점|한마음프라자 103호|||81026
감탄떡볶이|곤지암점|127.326249161|37.3562007712|감탄떡볶이|031-764-0520||경기 광주시 실촌읍 삼리 106-1||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 곤지암점||||81026
감탄떡볶이|중계역점|127.066569318|37.6427193714|감탄떡볶이|02-949-5889||서울 노원구 중계동 512||AM10:30~PM10:30 (1/3주 화요일)|||||감탄떡볶이 중계역점|제102호|||81026
감탄떡볶이|세교점|127.085799029|37.003157418|감탄떡볶이|031-651-5779||경기 평택시 세교동 555||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 세교점|부영아파트상가 제1동 104호|||81026
감탄떡볶이|망월사역점|127.047378177|37.7113471963|감탄떡볶이|031-826-0656||경기 의정부시 호원동 454-16||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 망월사역점||||81026
감탄떡볶이|오류역점|||감탄떡볶이|02-2616-0466||서울 구로구 오류동 54-5||AM 10:00 ~ PM 10:00 (1,3주 월요일)|||||감탄떡볶이 오류역점|화인프라자 1층 103호|||81026
감탄떡볶이|우장산역점|||감탄떡볶이|02-2696-5889||서울 강서구 내발산동 722-20||AM 10:30 ~ PM 10:00 (연중무휴)|||||감탄떡볶이 우장산역점||||81026
감탄떡볶이|주안역점|126.679491564|37.4659602121|감탄떡볶이|032-868-0902||인천 남구 주안동 24-68||AM11:00~PM10:00 (매주 화요일)|||||감탄떡볶이 주안역점||||81026
감탄떡볶이|하당점|||감탄떡볶이|061-281-8825||전남 목포시 상동 988||AM10:00~PM10:00 (연중무휴)|||||감탄떡볶이 하당점||||81026
감탄떡볶이|당진점/[우수가맹점]|||감탄떡볶이|041-357-5887||충남 당진군 당진읍 수청동 982||AM11:00~PM09:30 (연중무휴)|||||감탄떡볶이 당진점/[우수가맹점]|원당근린상가 107호|||81026
감탄떡볶이|자양점|127.075102637|37.5336869556|감탄떡볶이|02-2201-7722||서울 광진구 자양동 580-9||AM10:00~PM11:00(주말PM10:00) (첫째/셋째 월요일휴무)|||||감탄떡볶이 자양점||||81026
감탄떡볶이|불로2호점|126.689947055|37.617460004|감탄떡볶이|032-568-6671||인천 서구 불로동 312-2외 2필지 퀸스타운 신명아파트상가 104호 ||AM9:30~PM09:00 (연중무휴)|||||감탄떡볶이 불로2호점||||81026
감탄떡볶이|덕소2호점|127.220447911|37.5892190102|감탄떡볶이|031-577-1173||경기 남양주시 와부읍 덕소리 145-4||AM10:00~PM10:00  (매주 일요일 휴무)|||||감탄떡볶이 덕소2호점|코오롱상가 104호|||81026
감탄떡볶이|경인여대점|126.722825743|37.5442840333|감탄떡볶이|032-548-5949||인천 계양구 계산동 931-27||AM10:00~PM10:00  (연중무휴)|||||감탄떡볶이 경인여대점||||81026
감탄떡볶이|범계점|||감탄떡볶이|031-387-5511||경기 안양시 동안구 비산동 1101-2||AM10:00~PM10:00  (매주 일요일)|||||감탄떡볶이 범계점|제104호|||81026
감탄떡볶이|명암점|||감탄떡볶이|041-533-7289||충청남도 아산시 탕정면 명암리 809||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 명암점|삼성트라팰리스 상가 1층 22-1호|||81026
감탄떡볶이|원곡점|||감탄떡볶이|031-486-1696||경기 안산시 원곡동 828-6||AM10:00~PM10:00 (일요일)|||||감탄떡볶이 원곡점|벽산상가 111호|||81026
감탄떡볶이|잠실나루역점|127.104166942|37.5212382826|감탄떡볶이|02-2243-2003||서울 송파구 신천동 17-4||AM 09:30 ~ AM 00:00 (연중무휴)|||||감탄떡볶이 잠실나루역점|파크리오 A상가 148호|||81026
감탄떡볶이|마들역점|127.057514674|37.6671876044|감탄떡볶이|02-939-5889||서울 노원구 상계동 649-1||AM10:00~PM10:00  (연중무휴)|||||감탄떡볶이 마들역점|1층 4호|||81026
감탄떡볶이|중앙점|||감탄떡볶이|031-335-2145||경기 용인시 처인구 김량장동 130-4||AM10:00~PM10:00  (2,4주 월요일)|||||감탄떡볶이 중앙점||||81026
감탄떡볶이|석사점|127.743728411|37.8513421704|감탄떡볶이|033-262-8262||강원도 춘천시 석사동 880-5||AM11:00~PM10:00 (매주일요일)|||||감탄떡볶이 석사점|제1층 105호|||81026
감탄떡볶이|미금역점|||감탄떡볶이|031-714-1717||경기 성남시 분당구 구미동 25-2||AM11:00~PM10:00/토 ~9:00 (2,4주 일요일)|||||감탄떡볶이 미금역점|엘레강스빌딩 1동 110호|||81026
감탄떡볶이|쌍용월봉점|||감탄떡볶이|041-574-7795||충남 천안시 쌍용동 1558||AM11:00~PM10:30 (매주일요일)|||||감탄떡볶이 쌍용월봉점|1층 1호|||81026
감탄떡볶이|송우점|127.139926358|37.8299774963|감탄떡볶이|031-544-5889||경기 포천시 소흘읍 송우리 729-1||AM11:30~PM10:30  (2, 4째 일요일)|||||감탄떡볶이 송우점|희성리치 프라자 1층 102호|||81026
감탄떡볶이|청천점|||감탄떡볶이|032-505-5889||인천 부평구 청천동 190-1||AM11:00~PM10:00 (연중 무휴)|||||감탄떡볶이 청천점||||81026
감탄떡볶이|신부2호점|127.157491347|36.8153425516|감탄떡볶이|041-582-0300||충남 천안시 신부동 85||AM10:00~PM10:00 (매주일요일)|||||감탄떡볶이 신부2호점|경남아파트 상가 102동 101호|||81026
감탄떡볶이|아중점|||감탄떡볶이|063-241-1144||전북 전주시 덕진구 인후1가 890-3||AM11:00~PM10:00 (1,3주 일요일)|||||감탄떡볶이 아중점|제일아파트상가 108동 107호|||81026
감탄떡볶이|오창과학단지점|||감탄떡볶이|043-214-1006||충북 청원군 오창읍 각리 637-6||AM11:00~PM10:00 (매주 일요일)|||||감탄떡볶이 오창과학단지점|중앙하이츠 상가 107호|||81026
감탄떡볶이|호원점|127.04329146|37.7279374722|감탄떡볶이|031-875-8982||경기 의정부시 호원동 326-6||AM10:00~PM10:00 (매주 일요일)|||||감탄떡볶이 호원점|화성프라자 105호|||81026
감탄떡볶이|만수시장점/(구)만수2호점|||감탄떡볶이|032-421-4089||인천 남동구 만수동 72-17||AM10:00~PM10:30 (연중무휴)|||||감탄떡볶이 만수시장점/(구)만수2호점||||81026
감탄떡볶이|갈산점|||감탄떡볶이|032-518-6018||인천 부평구 갈산동 364-1||AM10:30~PM10:00 (매주 일요일)|||||감탄떡볶이 갈산점||||81026
감탄떡볶이|탑동점|126.974378853|37.2730607412|감탄떡볶이|031-293-5969||경기 수원시 권선구 탑동 789-1||AM10:00~PM10:00 (매주 일요일 휴무)|||||감탄떡볶이 탑동점|강서빌딩 B101|||81026
감탄떡볶이|장기점|||감탄떡볶이|031-981-2625||경기 김포시 장기동 1622||AM11:00~PM10:00 (매주화요일)|||||감탄떡볶이 장기점|동서메디칼 빌딩101|||81026
감탄떡볶이|방이점|127.113862541|37.5115237275|감탄떡볶이|02-2202-3531||서울 송파구 방이동 111||AM10:00~PM10:30 (1,3주 월요일)|||||감탄떡볶이 방이점||||81026
감탄떡볶이|동암점|126.701430215|37.4704434298|감탄떡볶이|032-433-1427||인천 부평구 십정동 408-10호 1층 ||AM11:00~PM10:00 (매주 토요일)|||||감탄떡볶이 동암점||||81026
감탄떡볶이|성사점|126.837908127|37.6538061936|감탄떡볶이|031-966-8577||경기 고양시 덕양구 성사동 720-2||AM10:00~PM10:00 (일요일 휴무)|||||감탄떡볶이 성사점|서강프라자 1층 107호|||81026
