##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@병원장례식장
참사랑병원장례식장||127.4802796|36.6032343|병원장례식장|043-298-9200|충청북도 청주시 서원구 청남로 1910||직영||||||참사랑병원장례식장|(미평동)|||91903
제천서울병원장례식장||128.2060532|37.1387186|병원장례식장|043-644-4422|충청북도 제천시 숭문로 57||임대||||||제천서울병원장례식장|(서부동,서울병원)|||91903
캔서롭/제천지점/장례식장||128.2337501|37.1637881|병원장례식장|043-651-4440|충청북도 제천시 내토로 993||임대||||||캔서롭 제천지점 장례식장|(고암동,제천병원장례식장)|||91903
청양훈병원장례식장||126.7937601|36.4506546|병원장례식장|041-943-8441|충청남도 청양군 청양읍 칠갑산로 157||임대||||||청양훈병원장례식장|(송방리)|||91903
대전보훈병원장례식장||127.4393525|36.4473433|병원장례식장|042-939-0575|대전광역시 대덕구 대청로82번길 147||임대||||||대전보훈병원장례식장|(신탄진동)|||91903
강원도영월의료원장례예식장||128.4651096|37.1865308|병원장례식장|033-370-9142|강원도 영월군 영월읍 중앙1로 59||직영||||||강원도영월의료원장례예식장|(영흥리,영월의료원)|||91903
유성선병원장례식장||127.3248025|36.37518|병원장례식장|042-825-9494|대전광역시 유성구 북유성대로 93||임대||||||유성선병원장례식장|지하1층 (지족동)|||91903
보은성모병원장례식장||127.7244984|36.4864093|병원장례식장|043-544-7444|충청북도 보은군 보은읍 뱃들로 53||임대||||||보은성모병원장례식장|성모병원|||91903
충남보령아산병원장례식장||126.6232855|36.3805499|병원장례식장|041-930-5632|충청남도 보령시 죽성로 136||직영||||||충남보령아산병원장례식장|(죽정동)|||91903
유성한가족병원장례식장||127.3506968|36.3553827|병원장례식장|042-611-9700|대전광역시 유성구 온천동로 43||직영||||||유성한가족병원장례식장|(봉명동)|||91903
근로복지공단대전병원장례식장||127.4287207|36.3682859|병원장례식장|042-628-4440|대전광역시 대덕구 계족로 637||임대||||||근로복지공단대전병원장례식장|(법동,근로복지공단대전병원)|||91903
을지대학병원장례식장||127.3820082|36.355327|병원장례식장|042-611-3980|대전광역시 서구 둔산서로 95||직영||||||을지대학병원장례식장|(둔산동,을지대학병원)|||91903
나진장례식장||127.3714311|36.3419037|병원장례식장|042-520-6690|대전광역시 서구 갈마로 122||직영||||||나진장례식장|(괴정동)|||91903
장례식장/평화원||127.408501|36.3472913|병원장례식장|042-531-4444|대전광역시 중구 대전천서로 745||임대||||||장례식장 평화원|(중촌동183-5번지)|||91903
한국병원장례식장||127.43575|36.34832|병원장례식장|042-638-4440|대전광역시 동구 동서대로 1672||직영||||||한국병원장례식장|(성남동,대전한국병원)|||91903
대전선병원장례식장||127.4101804|36.3360016|병원장례식장|042-253-4445|대전광역시 중구 목중로 29||임대||||||대전선병원장례식장|(목동)|||91903
대전성모병원장례식장||127.4203971|36.3229321|병원장례식장|042-220-9870|대전광역시 중구 대흥로 64||직영||||||대전성모병원장례식장|(대흥동,가톨릭대학교대전성모병원)|||91903
충남대학교병원장례식장||127.4162265|36.3167707|병원장례식장|042-280-8181|대전광역시 중구 문화로 282||직영||||||충남대학교병원장례식장|(대사동,충남대학교병원)|||91903
동부요양병원/장례식장||127.4671032|36.326613|병원장례식장|042-368-4000|대전광역시 동구 동부로 150||직영||||||동부요양병원 장례식장|(용운동)|||91903
시민장례식장||127.415782|36.314008|병원장례식장|042-253-4801|대전광역시 중구 보문산로 359별관2층시민장례식장 (문화동) ||직영||||||시민장례식장||||91903
대청병원/장례식장||127.3666895|36.3044731|병원장례식장|042-587-4442|대전광역시 서구 계백로 1322||임대||||||대청병원 장례식장|대청병원 장례식장 (정림동)|||91903
건양대학교병원장례식장||127.3329295|36.2944985|병원장례식장|042-600-6666|대전광역시 서구 관저동로 158||직영||||||건양대학교병원장례식장|건양대학교병원 장례식장 (관저동)|||91903
정선병원장례식장||128.6587563|37.3830173|병원장례식장|033-562-4444|강원도 정선군 정선읍 봉양1길 145||임대||||||정선병원장례식장|(봉양리)|||91903
옥천성모장례식장||127.572056|36.314193|병원장례식장|043-730-7444|충청북도 옥천군 옥천읍 성왕로 1195||임대||||||옥천성모장례식장|(문정리,옥천성모병원)|||91903
문경제일병원장례식장||128.1891835|36.5843256|병원장례식장|054-550-7948|경상북도 문경시 당교3길 25||임대||||||문경제일병원장례식장|(모전동)|||91903
강원도속초의료원/장례식장||128.5885347|38.2164098|병원장례식장|033-630-6016|강원도 속초시 영랑호반길 3||직영||||||강원도속초의료원 장례식장|(영랑동)|||91903
풍기성심요양병원장례식장||128.5360916|36.8674202|병원장례식장|054-630-2500|경상북도 영주시 풍기읍 소백로1916번길 6||직영||||||풍기성심요양병원장례식장|(동부리,풍기성심요양병원)|||91903
보성병원장례식장||128.8250565|37.8923104|병원장례식장|033-662-4440|강원도 강릉시 주문진읍 연주로 448-5||임대||||||보성병원장례식장|(주문리)|||91903
예천권병원장례식장||128.4590263|36.6573136|병원장례식장|054-655-0456|경상북도 예천군 예천읍 시장로 136||임대||||||예천권병원장례식장|(동본리)|||91903
대한적십자사상주병원장례식장||128.1557006|36.4144695|병원장례식장|054-530-3017|경상북도 상주시 상서문로 53||직영||||||대한적십자사상주병원장례식장|(남성동,적십자병원)|||91903
강릉아산병원장례식장||128.8592719|37.8182428|병원장례식장|033-610-3895|강원도 강릉시 사천면 방동길 38||직영||||||강릉아산병원장례식장|(방동리,강릉아산병원)|||91903
성누가병원장례식장||128.624813|36.8213382|병원장례식장|054-635-4444|경상북도 영주시 구성로 321-12||직영||||||성누가병원장례식장|(영주동)|||91903
강원도강릉의료원장례식장||128.8888255|37.74929|병원장례식장|033-610-1444|강원도 강릉시 경강로 2007||직영||||||강원도강릉의료원장례식장|강릉의료원 (남문동)|||91903
강릉동인병원장례식장||128.90683|37.7738|병원장례식장|033-650-6165|강원도 강릉시 강릉대로419번길 42||임대||||||강릉동인병원장례식장|(포남동)|||91903
영동병원장례식장||127.7810064|36.1852219|병원장례식장|043-743-4499|충청북도 영동군 영동읍 대학로 106||임대||||||영동병원장례식장|(설계리,영동병원)|||91903
실로암사랑요양병원장례식장||126.972873|35.946379|병원장례식장|063-858-4444|전라북도 익산시 선화로 389||직영||||||실로암사랑요양병원장례식장|(영등동)|||91903
군산의료원장례식장/오행원||126.7119167|35.9548898|병원장례식장|063-472-5740|전라북도 군산시 의료원로 27||직영||||||군산의료원장례식장 오행원|(지곡동)|||91903
성제장례식장||128.43303|36.3885466|병원장례식장|054-861-4441|경상북도 의성군 안계면 안계길 200||임대||||||성제장례식장|(용기리,성제병원)|||91903
한길장례식장||127.1623111|35.9352307|병원장례식장|063-263-4464|전라북도 완주군 봉동읍 낙평남북로 104-17||임대||||||한길장례식장|(낙평리)|||91903
근로복지공단/태백병원장례식장||129.005278|37.1034236|병원장례식장|033-581-6744|강원도 태백시 보드미길 8||임대||||||근로복지공단 태백병원장례식장|(장성동,근로복지공단태백병원)|||91903
무주군보건의료원장례식장||127.6717091|36.0058824|병원장례식장|063-320-8337|전라북도 무주군 무주읍 한풍루로 413||직영||||||무주군보건의료원장례식장|(당산리,무주군보건의료원)|||91903
동해동인병원장례식장||129.1073994|37.5301401|병원장례식장|033-530-0441|강원도 동해시 하평로 26||임대||||||동해동인병원장례식장|(평릉동,동인병원)|||91903
동해병원장례식장||129.1077852|37.5313691|병원장례식장|033-535-3001|강원도 동해시 하평로 11||임대||||||동해병원장례식장|(평릉동,산재의료관리원동해병원)|||91903
금강병원장례식장||129.1064729|37.5032592|병원장례식장|033-521-4443|강원도 동해시 동해대로 5143||임대||||||금강병원장례식장|(효가동)|||91903
안동병원장례식장||128.7008616|36.5471395|병원장례식장|054-840-0030|경상북도 안동시 앙실로 11||임대||||||안동병원장례식장|(수상동)|||91903
안동농협장례식장||128.7228393|36.5673945|병원장례식장|054-821-4404|경상북도 안동시 서동문로 99||직영||||||안동농협장례식장|(금곡동)|||91903
안동의료원/장례식장/국화원||128.7318687|36.5681036|병원장례식장|054-850-6440|경상북도 안동시 태사2길 55||직영||||||안동의료원 장례식장 국화원|(북문동)|||91903
김천의료원장례식장||128.1264564|36.1226447|병원장례식장|054-429-8280|경상북도 김천시 모암길 24||직영||||||김천의료원장례식장|(모암동)|||91903
김천요양병원장례식장||128.1274459|36.1210835|병원장례식장|054-433-4446|경상북도 김천시 모암길 3||임대||||||김천요양병원장례식장|(용두동)|||91903
삼척의료원장례식장||129.1635868|37.4401296|병원장례식장|033-572-1141|강원도 삼척시 오십천로 418||직영||||||삼척의료원장례식장|(남양동)|||91903
구미천사요양병원장례식장||128.3205239|36.205677|병원장례식장|054-481-4441|경상북도 구미시 고아읍 이례로 46||임대||||||구미천사요양병원장례식장|(이례리)|||91903
전북대학교장례식장||127.1405894|35.8471872|병원장례식장|063-250-1439|전라북도 전주시 덕진구 건지로 20||직영||||||전북대학교장례식장|(금암동,전북대학병원)|||91903
전주고려병원장례식장||127.1671913|35.8399667|병원장례식장|063-242-9944|전라북도 전주시 덕진구 안덕원로 367||임대||||||전주고려병원장례식장|(산정동)|||91903
전주병원장례식장||127.1247526|35.81532|병원장례식장|063-227-0444|전라북도 전주시 완산구 한두평3길 13||임대||||||전주병원장례식장|(중화산동2가,전주병원)|||91903
예수병원장례식장||127.1328988|35.8141352|병원장례식장|063-285-1009|전라북도 전주시 완산구 서원로 365||임대||||||예수병원장례식장|(중화산동1가,예수병원)|||91903
엠마오사랑병원장례식장||127.1370897|35.81257|병원장례식장|063-285-4411|전라북도 전주시 완산구 서원로 402-35||임대||||||엠마오사랑병원장례식장|(중화산동1가)|||91903
효사랑장례문화원||127.1188362|35.8067071|병원장례식장|063-250-4444|전라북도 전주시 완산구 용머리로 77||직영||||||효사랑장례문화원|(효자동1가,효사랑가족요양병원)|||91903
김제/중앙병원/장례식장||126.8773941|35.7958056|병원장례식장|063-548-8844|전라북도 김제시 동서로 77||직영||||||김제 중앙병원 장례식장|(교동)|||91903
진안군의료원장례식장||127.4321405|35.7948193|병원장례식장|063-430-7070|전라북도 진안군 진안읍 진무로 1145||직영||||||진안군의료원장례식장|(군상리)|||91903
공생병원장례식장||128.6951011|36.3547889|병원장례식장|054-834-9906|경상북도 의성군 의성읍 후죽2길 6||직영||||||공생병원장례식장|(후죽리)|||91903
의성성심병원장례식장||128.683638|36.2524193|병원장례식장|054-833-4479|경상북도 의성군 금성면 탑리길 8-2||직영||||||의성성심병원장례식장|(대리리)|||91903
진보병원장례식장||129.0268028|36.535808|병원장례식장|054-873-0140|경상북도 청송군 진보면 경동로 4003||임대||||||진보병원장례식장|(후평리,진보병원)|||91903
혜원성모병원장례식장||128.3839305|36.0030953|병원장례식장|054-975-4044|경상북도 칠곡군 약목면 관호7길 41||임대||||||혜원성모병원장례식장|(관호리)|||91903
북면장례식장||126.9043557|35.6092077|병원장례식장|063-571-4444|전라북도 정읍시 북면 칠북로 205||직영||||||북면장례식장|(태곡리)|||91903
임실군보건의료원장례식장||127.2873253|35.6127033|병원장례식장|063-644-3190|전라북도 임실군 임실읍 호국로 1680||직영||||||임실군보건의료원장례식장|(이도리)|||91903
청송군보건의료원장례식장||129.0522753|36.4310601|병원장례식장|054-873-7801|경상북도 청송군 청송읍 의료원길 19||임대||||||청송군보건의료원장례식장|(금곡리,청송보건의료원)|||91903
정읍아산병원장례식장||126.8239387|35.5889362|병원장례식장|063-530-6644|전라북도 정읍시 충정로 606-22||직영||||||정읍아산병원장례식장|(용계동)|||91903
울진군의료원장례식장||129.4100665|36.9927492|병원장례식장|054-785-7800|경상북도 울진군 울진읍 현내항길 71||직영||||||울진군의료원장례식장|(연지리,울진군의료원)|||91903
한서장례식장||126.8341866|35.571398|병원장례식장|063-570-7044|전라북도 정읍시 월천안길 14||임대||||||한서장례식장|(하모동)|||91903
정읍사랑병원장례식장||126.8715067|35.5647444|병원장례식장|063-538-4444|전라북도 정읍시 상동중앙로 94||임대||||||정읍사랑병원장례식장|(상동)|||91903
거창적십자병원장례식장||127.9091208|35.6865089|병원장례식장|055-944-4482|경상남도 거창군 거창읍 중앙로 91||직영||||||거창적십자병원장례식장|(상림리,거창적십자병원)|||91903
칠곡경북대학교병원장례식장||128.5653029|35.9561644|병원장례식장|053-200-2500|대구광역시 북구 호국로 807||직영||||||칠곡경북대학교병원장례식장|(학정동)|||91903
문요양병원장례식장||128.5479837|35.9153523|병원장례식장|053-323-4444|대구광역시 북구 칠곡중앙대로 215||직영||||||문요양병원장례식장|(태전동)|||91903
대구병원장례식장||128.5488114|35.9132674|병원장례식장|053-311-4488|대구광역시 북구 칠곡중앙대로 194||임대||||||대구병원장례식장|(태전동)|||91903
대실병원장례식장||128.4666856|35.8571848|병원장례식장|053-584-0044|대구광역시 달성군 다사읍 달구벌대로 893||임대||||||대실병원장례식장|(매곡리)|||91903
계명대학교동산병원백합원||128.479815|35.853462|병원장례식장|053-258-4444|대구광역시 달서구 달구벌대로 1035||직영||||||계명대학교동산병원백합원|(호산동)|||91903
연세요양병원장례식장||128.5502518|35.8785413|병원장례식장|053-556-8008|대구광역시 서구 북비산로 156||임대||||||연세요양병원장례식장|(평리동)|||91903
성서100세병원/예헌원/장례식장||128.5068363|35.8508716|병원장례식장|053-584-0400|대구광역시 달서구 성서로 373||임대||||||성서100세병원 예헌원 장례식장|(이곡동)|||91903
케이마디병원장례식장||128.5739129|35.8881972|병원장례식장|053-353-4442|대구광역시 북구 팔달로 217||임대||||||케이마디병원장례식장|(노원동2가)|||91903
제일효병원장례식장||128.5604402|35.8789638|병원장례식장|053-525-1024|대구광역시 서구 북비산로 250||임대||||||제일효병원장례식장|(평리동)|||91903
아주조은요양병원/장례식장||128.5553502|35.8753109|병원장례식장|053-572-0444|대구광역시 서구 서대구로 194||임대||||||아주조은요양병원 장례식장|(평리동)|||91903
성서요양병원장례식장||128.5188297|35.84802|병원장례식장|053-582-0444|대구광역시 달서구 문화회관1안길 29||임대||||||성서요양병원장례식장|(장기동)|||91903
대구의료원/국화원/장례식장||128.5405922|35.8596025|병원장례식장|053-560-9552|대구광역시 서구 평리로 157||직영||||||대구의료원 국화원 장례식장|(중리동,대구의료원)|||91903
세민병원장례식장||128.5640511|35.8716877|병원장례식장|053-524-1401|대구광역시 서구 국채보상로 302||임대||||||세민병원장례식장|(평리동)|||91903
새동산병원/장례식장||128.5724219|35.8724674|병원장례식장|053-527-4447|대구광역시 서구 국채보상로 379||임대||||||새동산병원 장례식장|(비산동)|||91903
행복한요양병원장례식장||128.5823735|35.8778365|병원장례식장|053-426-1024|대구광역시 중구 태평로 39||임대||||||행복한요양병원장례식장|지하1층 (태평로3가,행복한병원)|||91903
대현첨단요양병원장례식장||128.6028731|35.8863699|병원장례식장|053-669-1004|대구광역시 북구 대현로 19||임대||||||대현첨단요양병원장례식장|(대현동,대현첨단병원)|||91903
대구기독병원장례식장||128.5568928|35.8569457|병원장례식장|053-627-4447|대구광역시 달서구 달구벌대로 1750||임대||||||대구기독병원장례식장|(두류동)|||91903
천사병원장례식장||128.5708751|35.8621546|병원장례식장|053-522-0444|대구광역시 서구 달구벌대로 1889||임대||||||천사병원장례식장|(내당동)|||91903
한성병원장례식장||128.597886|35.8762551|병원장례식장|053-253-3444|대구광역시 북구 칠성남로30길 28||임대||||||한성병원장례식장|7층 (칠성동2가,한성병원)|||91903
운경의료재단곽병원장례식장||128.5887352|35.8707148|병원장례식장|053-252-1023|대구광역시 중구 국채보상로 531||임대||||||운경의료재단곽병원장례식장|(수동,곽병원)|||91903
에스병원장례식장||128.5364378|35.8378893|병원장례식장|053-567-0909|대구광역시 달서구 와룡로 57||임대||||||에스병원장례식장|(본리동)|||91903
(의)동재의료재단오차드장례식장||129.435738|36.6792598|병원장례식장|054-787-1206|경상북도 울진군 후포면 동해대로 441||직영||||||(의)동재의료재단오차드장례식장|(삼율리,오차드요양병원)|||91903
바른병원장례식장||128.6433549|35.8898886|병원장례식장|053-984-1414|대구광역시 동구 해동로 119||임대||||||바른병원장례식장|(입석동)|||91903
한결장례식장||128.557704|35.838877|병원장례식장|02-655--444|대구광역시 달서구 대명천로 15||임대||||||한결장례식장|한결장례식장 (성당동)|||91903
경북대학교병원장례식장||128.6051356|35.865942|병원장례식장|053-200-6464|대구광역시 중구 동덕로 130||직영||||||경북대학교병원장례식장|(삼덕동2가,경북대학교병원)|||91903
삼일병원장례식장||128.5544063|35.8329469|병원장례식장|053-627-4400|대구광역시 달서구 월배로 446||임대||||||삼일병원장례식장|(송현동)|||91903
송현장례식장||128.5503063|35.8287503|병원장례식장|053-621-4949|대구광역시 달서구 월배로 384||임대||||||송현장례식장|(송현동)|||91903
드림병원장례식장||128.574495|35.8396305|병원장례식장|053-475-4444|대구광역시 남구 대명로 153||임대||||||드림병원장례식장|(대명동)|||91903
수성메트로병원장례식장||128.646026|35.8594036|병원장례식장|053-742-5444|대구광역시 수성구 무열로 5||임대||||||수성메트로병원장례식장|(만촌동,수성메트로병원)|||91903
대구보훈병원장례식장||128.5517754|35.8028989|병원장례식장|053-625-4466|대구광역시 달서구 월곡로 60||임대||||||대구보훈병원장례식장|(도원동 748번지)|||91903
수성요양병원장례식장||128.6250413|35.8433486|병원장례식장|053-766-4444|대구광역시 수성구 동대구로 148||임대||||||수성요양병원장례식장|(황금동,수성요양병원)|||91903
남원의료원장례식장||127.4083857|35.4326296|병원장례식장|063-620-1140|전라북도 남원시 충정로 365||직영||||||남원의료원장례식장|(고죽동,남원의료원)|||91903
다사랑요양병원장례식장||127.3710417|35.4274859|병원장례식장|063-632-4440|전라북도 남원시 산곡길 55||임대||||||다사랑요양병원장례식장|(산곡동,다사랑요양병원장례식장)|||91903
한패밀리병원장례식장||128.624121|35.8315713|병원장례식장|053-760-8800|대구광역시 수성구 동대구로 12||임대||||||한패밀리병원장례식장|(지산동)|||91903
동아메디병원장례식장||128.6336387|35.8278234|병원장례식장|053-784-0044|대구광역시 수성구 지산로 77||임대||||||동아메디병원장례식장|(지산동)|||91903
영덕아산병원||129.4024715|36.5243661|병원장례식장|054-730-0168|경상북도 영덕군 영해면 영덕로 1621||직영||||||영덕아산병원|(성내리)|||91903
천주성삼병원장례식장||128.7057506|35.8402645|병원장례식장|053-792-1024|대구광역시 수성구 달구벌대로 3190||임대||||||천주성삼병원장례식장|(신매동)|||91903
부림요양병원장례식장||128.8433457|35.9229335|병원장례식장|053-853-1888|경상북도 경산시 와촌면 하양로 359||직영||||||부림요양병원장례식장|(용천리)|||91903
순창군보건의료원장례식장||127.1405131|35.3668832|병원장례식장|063-650-5444|전라북도 순창군 순창읍 교성로 135||직영||||||순창군보건의료원장례식장|(교성리,순창군보건의료원)|||91903
양지요양병원장례식장||128.7269891|35.8239764|병원장례식장|053-817-9444|경상북도 경산시 경산로 174||직영||||||양지요양병원장례식장|(옥산동 793)|||91903
세명병원장례식장||128.7372057|35.8260728|병원장례식장|053-816-4444|경상북도 경산시 경안로 208||임대||||||세명병원장례식장|(중방동)|||91903
경산중앙병원장례예식장||128.7401646|35.8090928|병원장례식장|053-814-0044|경상북도 경산시 경안로 11||직영||||||경산중앙병원장례예식장|(백천동)|||91903
담양동산병원장례식장||126.9821359|35.3132188|병원장례식장|061-383-0000|전라남도 담양군 담양읍 죽향대로 1203||임대||||||담양동산병원장례식장|(백동리)|||91903
한성병원장례식장||128.4933873|35.5421395|병원장례식장|055-532-1532|경상남도 창녕군 창녕읍 교리1길 2||임대||||||한성병원장례식장|(교리)|||91903
희망병원장례식장||126.8746655|35.213357|병원장례식장|062-571-5444|광주광역시 북구 하서로 429||임대||||||희망병원장례식장|(용두동)|||91903
헤아림장례식장||126.8804813|35.2014624|병원장례식장|062-710-4441|광주광역시 북구 하서로 290-51||직영||||||헤아림장례식장|(일곡동)|||91903
광주병원장례식장||126.9281914|35.1788817|병원장례식장|062-260-7850|광주광역시 북구 면앙로139번길 51||임대||||||광주병원장례식장|지하2층 (두암동)|||91903
광주연세산업장례식장||126.8598585|35.1767002|병원장례식장|062-512-4444|광주광역시 북구 동운로 29||임대||||||광주연세산업장례식장|(동림동)|||91903
지리산요양병원장례식장||127.4653477|35.1961149|병원장례식장|061-783-4440|전라남도 구례군 구례읍 구례로 28||임대||||||지리산요양병원장례식장|(신월리,지리산요양병원)|||91903
선한병원장례식장||126.8871574|35.1617577|병원장례식장|02-575-4444|광주광역시 서구 무진대로 975||임대||||||선한병원장례식장|(광천동)|||91903
성요한병원장례식장||126.9035886|35.1604716|병원장례식장|062-510-3005|광주광역시 북구 태봉로 32||직영||||||성요한병원장례식장|(유동,천주의성요한병의원)|||91903
한국효려||126.8685727|35.1559619|병원장례식장|062-380-3444|광주광역시 서구 월드컵4강로 223||직영||||||한국효려|(쌍촌동)|||91903
광주보람장례식장||126.8987271|35.1525035|병원장례식장|062-365-7744|광주광역시 서구 경열로 118||임대||||||광주보람장례식장|(양동)|||91903
경상북도포항의료원/장례식장||129.3544868|36.0350941|병원장례식장|054-245-0444|경상북도 포항시 북구 용흥로 36||직영||||||경상북도포항의료원 장례식장|(용흥동)|||91903
포항성모병원장례식장||129.3392909|36.0148312|병원장례식장|054-260-8048|경상북도 포항시 남구 대잠동길 17||직영||||||포항성모병원장례식장|(대잠동,포항성모병원)|||91903
전남대학교병원장례식장||126.9220315|35.1416819|병원장례식장|062-220-5049|광주광역시 동구 제봉로 42||직영||||||전남대학교병원장례식장|(학동,전남대학교병원)|||91903
포항e병원장례식장||129.3583115|36.0239125|병원장례식장|054-272-4414|경상북도 포항시 북구 중흥로 227||임대||||||포항e병원장례식장|(죽도동)|||91903
조선대학교병원장례식장||126.9262664|35.1389928|병원장례식장|062-220-3352|광주광역시 동구 필문대로 365||직영||||||조선대학교병원장례식장|(서석동)|||91903
포항세명기독병원장례식장||129.3620249|36.0177961|병원장례식장|054-289-1919|경상북도 포항시 남구 상공로 120||임대||||||포항세명기독병원장례식장|(대도동)|||91903
서광병원장례식장||126.8554899|35.1326041|병원장례식장|062-600-8144|광주광역시 서구 금화로59번길 6||직영||||||서광병원장례식장|서광병원 (금호동)|||91903
의령사랑요양병원장례식장||128.2839704|35.3259156|병원장례식장|055-572-3900|경상남도 의령군 의령읍 의합대로 105-8||임대||||||의령사랑요양병원장례식장|(무전리)|||91903
경남요양병원장례식장||128.4746067|35.3911062|병원장례식장|055-526-2575|경상남도 창녕군 남지읍 남지중앙로 45||임대||||||경남요양병원장례식장|(남지리)|||91903
남지요양병원장례식장||128.4812935|35.3904722|병원장례식장|055-526-5788|경상남도 창녕군 남지읍 동포로 15||임대||||||남지요양병원장례식장|(남지리,낙천병원)|||91903
희윤요양병원/장례식장||128.7453203|35.5094973|병원장례식장|055-353-9199|경상남도 밀양시 부북면 춘화로 60||임대||||||희윤요양병원 장례식장|(용지리)|||91903
오천삼성병원장례식장||129.4106268|35.9759256|병원장례식장|054-292-6789|경상북도 포항시 남구 오천읍 충무로 10||임대||||||오천삼성병원장례식장|(용덕리)|||91903
화순전남대학교병원장례식장||127.0026659|35.0561065|병원장례식장|061-379-7444|전라남도 화순군 화순읍 서양로 322||직영||||||화순전남대학교병원장례식장|화순전남대학교병원 장례식장 (일심리,화순전남대학교병원)|||91903
국화원장례식장||128.7662172|35.476326|병원장례식장|055-353-1024|경상남도 밀양시 중앙로 114||직영||||||국화원장례식장|(가곡동)|||91903
나주효사랑병원장례식장||126.7711189|35.0358901|병원장례식장|061-332-4454|전라남도 나주시 금천면 영산로 5891-9||임대||||||나주효사랑병원장례식장|(촌곡리)|||91903
나주중앙요양병원장례식장||126.7196892|35.0354332|병원장례식장|061-333-0444|전라남도 나주시 영산로 5406||임대||||||나주중앙요양병원장례식장|(성북동)|||91903
나주한국병원장례식장||126.7223655|35.0348619|병원장례식장|061-334-4111|전라남도 나주시 동점문길 7||임대||||||나주한국병원장례식장|(성북동)|||91903
경상대학교병원장례식장||128.0954964|35.1770869|병원장례식장|055-750-8448|경상남도 진주시 강남로 79||직영||||||경상대학교병원장례식장|(칠암동,경상대학교병원)|||91903
하동병원장례식장||127.7382974|35.0820986|병원장례식장|055-884-7044|경상남도 하동군 하동읍 화심길 25||임대||||||하동병원장례식장|(두곡리)|||91903
새롬병원장례식장||128.4064797|35.2725591|병원장례식장|055-586-6006|경상남도 함안군 칠원읍 예곡1길 13||임대||||||새롬병원장례식장|(예곡리)|||91903
행복한병원장례식장||128.6018375|35.3233|병원장례식장|055-255-0220|경상남도 창원시 의창구 북면 천주로 785||임대||||||행복한병원장례식장|행복한병원장례식장 (동전리,행복한병원)|||91903
신세계병원장례식장||128.508968|35.259999|병원장례식장|055-232-4334|경상남도 창원시 마산회원구 내서읍 죽암로 89지하2층신세계장례식장 (호계리 , 신세계요양병원) ||임대||||||신세계병원장례식장||||91903
일창번영/서울산/보람병원/장례식장||129.1207164|35.5590305|병원장례식장|052-254-0444|울산광역시 울주군 삼남면 중평로 53||임대||||||일창번영 서울산 보람병원 장례식장|(교동리)|||91903
언양병원장례식장||129.1255222|35.5603639|병원장례식장|052-264-9787|울산광역시 울주군 삼남면 반구대로 785||임대||||||언양병원장례식장|(교동리)|||91903
사천중앙요양병원장례식장||128.0970303|35.0791556|병원장례식장|055-851-5444|경상남도 사천시 사천읍 옥산로 127||직영||||||사천중앙요양병원장례식장|(선인리,사천중앙병원)|||91903
순천의료원장례식장||127.4834761|34.9581335|병원장례식장|061-759-9090|전라남도 순천시 서문성터길 2||직영||||||순천의료원장례식장|(매곡동,순천의료원)|||91903
성가롤로병원장례식장||127.5428763|34.9642662|병원장례식장|061-900-4444|전라남도 순천시 순광로 221||직영||||||성가롤로병원장례식장|(조례동,성가롤로병원)|||91903
삼성창원병원장례식장||128.5920191|35.2429513|병원장례식장|055-233-5131|경상남도 창원시 마산회원구 팔용로 158||직영||||||삼성창원병원장례식장|(합성동,삼성창원병원)|||91903
순천한국병원장례식장||127.5125098|34.9476145|병원장례식장|061-723-4444|전라남도 순천시 우명길 42||임대||||||순천한국병원장례식장|(연향동)|||91903
창원파티마병원장례식장||128.6457008|35.2371882|병원장례식장|055-270-1900|경상남도 창원시 의창구 창이대로 45||직영||||||창원파티마병원장례식장|(명서동)|||91903
정다운병원장례식장||128.603769|35.2175582|병원장례식장|055-244-4444|경상남도 창원시 마산회원구 봉양로 160||임대||||||정다운병원장례식장|(봉암동)|||91903
마산의료원장례식장||128.566665|35.1988628|병원장례식장|055-249-1400|경상남도 창원시 마산합포구 3.15대로 231||직영||||||마산의료원장례식장|(중앙동3가)|||91903
MH연세병원장례식장||128.5616194|35.1863296|병원장례식장|055-223-1000|경상남도 창원시 마산합포구 3.15대로 76||임대||||||MH연세병원장례식장|(월남동2가)|||91903
울산시티병원장례식장||129.3483867|35.6334994|병원장례식장|052-280-8400|울산광역시 북구 산업로 1001||직영||||||울산시티병원장례식장|지하1층 (연암동)|||91903
21세기좋은병원장례식장||129.3506373|35.6288954|병원장례식장|052-282-8444|울산광역시 북구 호계로 285||임대||||||21세기좋은병원장례식장|지하1층 (호계동)|||91903
메디팜병원장례식장||127.4785938|34.8972135|병원장례식장|061-741-4411|전라남도 순천시 양율길 306||임대||||||메디팜병원장례식장|(인월동)|||91903
좋은삼정병원장례식장||129.2690588|35.5528284|병원장례식장|052-220-7799|울산광역시 남구 북부순환도로 51||직영||||||좋은삼정병원장례식장|(무거동)|||91903
동강병원장례식장||129.3017451|35.5524511|병원장례식장|052-241-1440|울산광역시 중구 태화로 240||직영||||||동강병원장례식장|(태화동)|||91903
제일병원장례식장||129.306891|35.5482242|병원장례식장|052-220-3444|울산광역시 남구 남산로354번길 26||임대||||||제일병원장례식장|(신정동,제일병원)|||91903
