##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@CU
CU|구례중앙점|||CU|061-783-8575|전라남도 구례군 구례읍 중앙로 4|전라남도 구례군 구례읍 봉남리 12|24시간;커피;ATM||||||CU 구례중앙점|(봉남리) 1층;1층|||90704
CU|구로AK점|||CU||서울특별시 구로구 구로동로42길 60-3|서울특별시 구로구 구로동 503-24|24시간;택배;ATM||||||CU 구로AK점|(구로동)|||90704
CU|구로JNK점|||CU|02-6124-5607|서울특별시 구로구 디지털로26길 111|서울특별시 구로구 구로동 222-3|택배;튀김;커피||||||CU 구로JNK점|(구로동) 1층;1층|||90704
CU|구로경인점|||CU|02-2613-2130|서울특별시 구로구 경인로35길 72|서울특별시 구로구 고척동 313-9|24시간;택배;튀김;커피;ATM||||||CU 구로경인점|(고척동)|||90704
CU|구로공단점|||CU|02-859-6698|서울특별시 관악구 시흥대로 556|서울특별시 관악구 신림동 1655-20|24시간;ATM||||||CU 구로공단점|(신림동)|||90704
CU|구로구청점|||CU|02-851-1025|서울특별시 구로구 구로중앙로19길 5|서울특별시 구로구 구로동 86|24시간;택배;튀김;커피;ATM||||||CU 구로구청점|(구로동)|||90704
CU|구로궁동점|||CU|02-2613-7794|서울특별시 구로구 부일로17길 138|서울특별시 구로구 궁동 179|24시간;택배;튀김;커피||||||CU 구로궁동점|(궁동)|||90704
CU|구로금강점|||CU|02-2066-2441|서울특별시 구로구 오리로 1197|서울특별시 구로구 오류동 343|택배;튀김;커피||||||CU 구로금강점|금강수목원아파트 1층 105호;금강수목원아파트 1층 105호|||90704
CU|구로대륭7차점|||CU|02-6942-9460|서울특별시 구로구 디지털로33길 48|서울특별시 구로구 구로동 170-10|24시간;택배||||||CU 구로대륭7차점|(구로동) 1층;1층|||90704
CU|구로대림점|||CU|02-866-5036|서울특별시 구로구 도림로 104|서울특별시 구로구 구로동 153-3|택배;커피;ATM||||||CU 구로대림점|일진빌딩 (구로동);일진빌딩|||90704
CU|구로동로점|||CU|02-858-1110|서울특별시 구로구 구로동로28길 125|서울특별시 구로구 구로동 136-79|24시간;택배;ATM||||||CU 구로동로점|(구로동)|||90704
CU|구로디지털단지역점|||CU|02-865-2789|서울특별시 구로구 디지털로32길 97-22|서울특별시 구로구 구로동 1125-3|24시간;커피;ATM||||||CU 구로디지털단지역점|(구로동)|||90704
CU|구로디지털점|||CU|02-6014-9123|서울특별시 구로구 디지털로32다길 46|서울특별시 구로구 구로동 1130-8|24시간;택배;커피;ATM||||||CU 구로디지털점|(구로동) 1층;1층|||90704
CU|구로리공원점|||CU|02-867-1110|서울특별시 구로구 구로중앙로7길 25|서울특별시 구로구 구로동 139-35|24시간;택배;커피;ATM||||||CU 구로리공원점|(구로동)|||90704
CU|구로리더스점|||CU||서울특별시 구로구 중앙로6길 22|서울특별시 구로구 고척동 76-183|24시간;튀김;커피;ATM||||||CU 구로리더스점|대림리더스오피스텔 (고척동) 대림리더스오피스텔;대림리더스오피스텔|||90704
CU|구로미래지오점|||CU|018-65-9656|서울특별시 구로구 디지털로32나길 17-45|서울특별시 구로구 구로동 810|택배;커피;ATM||||||CU 구로미래지오점|(구로동,미래지오오피스텔);미래지오오피스텔|||90704
CU|구로벤쳐점|||CU|02-865-4708|서울특별시 구로구 디지털로31길 20|서울특별시 구로구 구로동 197-22|택배;커피||||||CU 구로벤쳐점|에이스테크노타워5차아파트 (구로동) 1층 103-2호;에이스테크노타워5차아파트 1층 103-2호|||90704
CU|구로보건소점|||CU|02-830-8092|서울특별시 구로구 구로중앙로28길 65|서울특별시 구로구 구로5동 111-16|24시간;택배;커피;ATM||||||CU 구로보건소점|(구로동)|||90704
CU|구로신성점|||CU|02-851-9008|서울특별시 구로구 시흥대로161길 50|서울특별시 구로구 구로동 1274|24시간;택배;튀김;커피;ATM||||||CU 구로신성점|(구로동,신성미소지움아파트) 1층 1동 105호;신성미소지움아파트 1층 1동 105호|||90704
CU|구로에이스점|||CU|02-2109-5340|서울특별시 구로구 디지털로29길 38|서울특별시 구로구 구로동 197-48|택배;커피||||||CU 구로에이스점|(구로동)|||90704
CU|구로역점|||CU|02-858-7878|서울특별시 구로구 새말로4길 22|서울특별시 구로구 구로동 570-107|24시간;택배;커피||||||CU 구로역점|(구로동)|||90704
CU|구로연화점|||CU|02-858-1952|서울특별시 구로구 구로동로 75-13|서울특별시 구로구 구로동 808-36|24시간;택배;튀김;커피;ATM||||||CU 구로연화점|(구로동)|||90704
CU|구로영림점|||CU|02-858-0583|서울특별시 구로구 가마산로27길 14|서울특별시 구로구 구로동 106-8|24시간;택배;베이커리;튀김;커피;스포츠토토;ATM||||||CU 구로영림점|(구로동)|||90704
CU|구로예성점|||CU|02-830-2722|서울특별시 구로구 도림천로 448|서울특별시 구로구 구로동 187-3|24시간;택배||||||CU 구로예성점|(구로동) 1층;1층|||90704
CU|구로오퍼스점|||CU||서울특별시 구로구 구로중앙로 207|서울특별시 구로구 구로동 611-26|택배;커피||||||CU 구로오퍼스점|오퍼스 1 (구로동) 160호;오퍼스 1 160호|||90704
CU|구로와이즈점|||CU|02-853-6318|서울특별시 구로구 가마산로 268|서울특별시 구로구 구로동 98-4|24시간;택배;튀김;커피||||||CU 구로와이즈점|(구로동,와이즈플레이스) 1층 101호;와이즈플레이스 1층 101호|||90704
CU|구로우리점|||CU|02-846-1690|서울특별시 구로구 구로동로 206|서울특별시 구로구 구로동 487-36|24시간;택배;튀김;커피;ATM||||||CU 구로우리점|(구로동)|||90704
CU|구로우림1차점|||CU||서울특별시 구로구 디지털로33길 28|서울특별시 구로구 구로동 170-5|택배;튀김;커피||||||CU 구로우림1차점|우림이비지센터1차 (구로동) 우림이비지센터1차 1층 103호;우림이비지센터1차 1층 103호|||90704
CU|구로원룸점|||CU|02-859-5313|서울특별시 구로구 디지털로32가길 51|서울특별시 구로구 구로동 1130-58|24시간;택배;커피;ATM||||||CU 구로원룸점|(구로동)|||90704
CU|구로점|||CU|02-852-7977|서울특별시 구로구 구로동로49길 9|서울특별시 구로구 구로동 496-57|택배;베이커리;커피;ATM||||||CU 구로점|(구로동)|||90704
CU|구로조이점|||CU|02-852-2686|서울특별시 구로구 구로동로 125-4|서울특별시 구로구 구로동 726-1|24시간;택배;튀김;커피;ATM||||||CU 구로조이점|(구로동)|||90704
CU|구로중앙유통점|||CU|02-2675-1533|서울특별시 구로구 경인로 533|서울특별시 구로구 구로동 597-13|택배;튀김;커피||||||CU 구로중앙유통점||||90704
CU|구로차이나점|||CU||서울특별시 구로구 구로동로17길 9|서울특별시 구로구 구로동 720-17|24시간;택배;ATM||||||CU 구로차이나점|(구로동)|||90704
CU|구로천일점|||CU|02-867-2001|서울특별시 구로구 디지털로32길 79|서울특별시 구로구 구로동 1124-72|24시간;커피;스포츠토토;ATM||||||CU 구로천일점|(구로동) 1층 103호;1층 103호|||90704
CU|구로태평양점|||CU|02-2621-2881|서울특별시 구로구 디지털로31길 12|서울특별시 구로구 구로동 197-21|택배;베이커리;커피||||||CU 구로태평양점|(구로동) 1층;1층|||90704
CU|구로파트너점|||CU|02-2028-3335|서울특별시 구로구 디지털로32가길 16|서울특별시 구로구 구로동 1128-3|택배;커피||||||CU 구로파트너점|(구로동)|||90704
CU|구로포스큐점|||CU|010-7223-9427|서울특별시 구로구 공원로 11|서울특별시 구로구 구로동 106-2|24시간;택배;튀김;커피;ATM||||||CU 구로포스큐점|(구로동)|||90704
CU|구로플래티넘점|||CU|02-857-5484|서울특별시 구로구 공원로 40|서울특별시 구로구 구로동 46|24시간;택배;커피;ATM||||||CU 구로플래티넘점|(구로동,쌍용플래티넘노블아파트) 1층 105호;쌍용플래티넘노블아파트 1층 105호|||90704
CU|구로현대점|||CU|02-868-9112|서울특별시 구로구 새말로9길 49|서울특별시 구로구 구로5동 3-81|24시간;택배;튀김;커피||||||CU 구로현대점|구로반석교회;구로반석교회|||90704
CU|구로희망점|||CU|02-852-3658|서울특별시 구로구 디지털로31길 53|서울특별시 구로구 구로동 197-13|24시간;택배;커피||||||CU 구로희망점|이앤씨벤처드림타워5차;이앤씨벤처드림타워5차|||90704
CU|구룡포점|||CU|054-284-8100|경상북도 포항시 남구 구룡포읍 호미로 251|경상북도 포항시 남구 구룡포읍 구룡포리 949-21|24시간;택배;커피;스포츠토토;ATM||||||CU 구룡포점|(구룡포리) 1층;1층|||90704
CU|구리가람점|||CU|031-567-6025|경기도 구리시 안골로56번길 31|경기도 구리시 수택동 437-48|24시간;택배;커피;스포츠토토;ATM||||||CU 구리가람점|(수택동)|||90704
CU|구리검배로점|||CU|031-554-4519|경기도 구리시 검배로 30|경기도 구리시 수택동 424-1|24시간;택배;튀김;커피;ATM||||||CU 구리검배로점|(수택동) 1층 1동 1호;1층 1동 1호|||90704
CU|구리교문도서관점|||CU|031-553-3955|경기도 구리시 안골로20번길 78|경기도 구리시 교문동 758-8|24시간;택배;튀김;커피||||||CU 구리교문도서관점|1층 1동 1호;1층 1동 1호|||90704
CU|구리구룡점|||CU|031-563-8527|경기도 구리시 검배로15번길 1|경기도 구리시 수택동 525|24시간;커피;ATM||||||CU 구리구룡점|(수택동)|||90704
CU|구리굿모닝점|||CU|031-554-2935|경기도 구리시 건원대로99번길 112|경기도 구리시 인창동 707|24시간;택배;튀김;커피||||||CU 구리굿모닝점|(인창동,동문굿모닝힐);동문굿모닝힐|||90704
CU|구리덕현점|||CU|031-554-2211|경기도 구리시 장자대로13번길 55|경기도 구리시 교문동 800-10|24시간;택배;튀김;커피;ATM||||||CU 구리덕현점|(교문동)|||90704
CU|구리도매시장점|||CU|031-567-3445|경기도 구리시 동구릉로136번길 90|경기도 구리시 동구동 127|24시간;택배;커피||||||CU 구리도매시장점|구리농수산물도매시장 (인창동);구리농수산물도매시장|||90704
CU|구리동진점|||CU|031-551-5470|경기도 구리시 아차산로 387-16|경기도 구리시 교문동 427-3|택배;커피;ATM||||||CU 구리동진점||||90704
CU|구리명동점|||CU||경기도 구리시 경춘로 223|경기도 구리시 인창동 280-4|24시간;택배;커피;ATM||||||CU 구리명동점|명동빌딩 (인창동);명동빌딩|||90704
CU|구리미르점|||CU|031-563-9535|경기도 구리시 이문안로129번길 34|경기도 구리시 수택동 276-167|24시간;택배;커피;ATM||||||CU 구리미르점|탑학원 (수택동);탑학원|||90704
CU|구리새싹점|||CU||경기도 구리시 원수택로52번길 36|경기도 구리시 수택2동 458|24시간;택배;커피;ATM||||||CU 구리새싹점|(수택동)|||90704
CU|구리수택타운점|||CU|031-556-8801|경기도 구리시 안골로85번길 11|경기도 구리시 수택동 427-15|24시간;택배;커피;ATM||||||CU 구리수택타운점|(수택동) 1층;1층|||90704
CU|구리스퀘어점|||CU|031-556-6525|경기도 구리시 경춘로 253|경기도 구리시 인창동 676-7|24시간;택배;커피||||||CU 구리스퀘어점|(인창동) 1층 108호;1층 108호|||90704
CU|구리연수점|||CU|||경기도 구리시 수택1동 516-12|24시간;택배;커피;ATM||||||CU 구리연수점||||90704
CU|구리원일점|||CU|031-567-2262|경기도 구리시 동구릉로85번길 21|경기도 구리시 인창동 651-72|24시간;택배;커피;로또;스포츠토토;ATM||||||CU 구리원일점|(인창동)|||90704
CU|구리제일점|||CU|031-552-7787|경기도 구리시 검배로 61|경기도 구리시 수택동 504-2|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구리제일점|(수택동) 1층 1동 1호;1층 1동 1호|||90704
CU|구리중앙점|||CU|031-568-0208|경기도 구리시 체육관로 155|경기도 구리시 교문동 229-16|24시간;택배;커피;ATM||||||CU 구리중앙점|(교문동)|||90704
CU|구리초교점|||CU|031-567-3579|경기도 구리시 경춘로276번길 44|경기도 구리시 수택동 539-33|24시간;택배;ATM||||||CU 구리초교점|(수택동) 1층;1층|||90704
CU|구리태영점|||CU|031-556-0053|경기도 구리시 건원대로 44|경기도 구리시 인창동 670-1|24시간;커피;ATM||||||CU 구리태영점|태영빌딩 (인창동) 1층 1동 113호;태영빌딩 1층 1동 113호|||90704
CU|구리토평점|||CU|031-569-4205|경기도 구리시 벌말로 188|경기도 구리시 토평동 997|24시간;택배;커피;로또;스포츠토토;ATM||||||CU 구리토평점|(토평동)|||90704
CU|구리하나점|||CU|031-557-2441|경기도 구리시 경춘로162번길 21|경기도 구리시 교문동 217-1|24시간;커피;ATM||||||CU 구리하나점|(교문동)|||90704
CU|구리한가람점|||CU|031-554-5632|경기도 구리시 이문안로 32|경기도 구리시 교문동 809|24시간;커피||||||CU 구리한가람점|(교문동,한가람아파트);한가람아파트|||90704
CU|구미2번가점|||CU|054-455-7778|경상북도 구미시 금오산로 55|경상북도 구미시 원평동 964-224|24시간;택배;커피||||||CU 구미2번가점|(원평동)|||90704
CU|구미4공단2호점|||CU|054-475-6734|경상북도 구미시 산동면 산호대로41길 9|경상북도 구미시 산동면 봉산리 581|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미4공단2호점|(봉산리) 1층;1층|||90704
CU|구미4공단점|||CU|054-475-6634|경상북도 구미시 산동면 산호대로43길 18-3|경상북도 구미시 산동면 봉산리 386-7|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미4공단점|(봉산리) 1층;1층|||90704
CU|구미e편한세상점|||CU|054-461-8315||경상북도 구미시 공단동 1|24시간;택배;커피||||||CU 구미e편한세상점|1층|||90704
CU|구미강동점|||CU|054-471-9764|경상북도 구미시 인동4길 14|경상북도 구미시 진평동 603|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미강동점|(진평동)|||90704
CU|구미거의점|||CU|054-476-6001|경상북도 구미시 거양길 16|경상북도 구미시 거의동 611-1|24시간;택배;커피;ATM||||||CU 구미거의점|(거의동)|||90704
CU|구미고아점|||CU|054-481-2221|경상북도 구미시 고아읍 선산대로 960|경상북도 구미시 고아읍 관심리 668-9번지필지 2호 |24시간;택배;커피;스포츠토토;ATM||||||CU 구미고아점|필지 (관심리) 2호|||90704
CU|구미공단3주공점|||CU|054-464-8862|경상북도 구미시 1공단로9길 44|경상북도 구미시 공단동 256|24시간;택배;튀김;커피||||||CU 구미공단3주공점|(공단동,공단주공3차아파트);공단주공3차아파트|||90704
CU|구미공단점|||CU|054-463-3622|경상북도 구미시 수출대로3길 68-23|경상북도 구미시 공단동 114-4|택배;커피;ATM||||||CU 구미공단점|상가동 (공단동,행복아파트) 1층 3호;행복아파트 상가동 1층 3호|||90704
CU|구미광평점|||CU|054-465-7720|경상북도 구미시 광평길 40|경상북도 구미시 광평동 549-2|24시간;택배;튀김;커피;ATM||||||CU 구미광평점||||90704
CU|구미구평천생점|||CU|054-472-4436|경상북도 구미시 인동43길 22-1|경상북도 구미시 구평동 427-2|24시간;커피;ATM||||||CU 구미구평천생점|(구평동)|||90704
CU|구미구포점|||CU|054-474-7891|경상북도 구미시 옥계2공단로 264-20|경상북도 구미시 구포동 681-6|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미구포점|(구포동)|||90704
CU|구미금오산점|||CU|054-452-5989|경상북도 구미시 금오산상가길 9-4|경상북도 구미시 남통동 270-6|커피||||||CU 구미금오산점|(남통동)|||90704
CU|구미금오점|||CU|054-457-7272|경상북도 구미시 금오시장로3길 6-1|경상북도 구미시 원평1동 1027-8|24시간;택배;커피;ATM||||||CU 구미금오점||||90704
CU|구미낙동점|||CU|054-462-5035|경상북도 구미시 산호대로 187|경상북도 구미시 공단동 262|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미낙동점|낙동상가 (공단동);낙동상가|||90704
CU|구미남통점|||CU|054-458-7282|경상북도 구미시 선기로1길 15|경상북도 구미시 남통동 26-1|24시간;택배;커피;ATM||||||CU 구미남통점|(남통동)|||90704
CU|구미대동문점|||CU|054-457-8253|경상북도 구미시 부곡1길 36-3|경상북도 구미시 부곡동 509-1|택배;튀김;커피;ATM||||||CU 구미대동문점|(부곡동)|||90704
CU|구미도개점|||CU|054-475-7735|경상북도 구미시 도개면 도안로 119|경상북도 구미시 도개면 궁기리 751-2|택배;커피||||||CU 구미도개점||||90704
CU|구미도량뜨란채점|||CU||경상북도 구미시 도봉로 67|경상북도 구미시 도량동 222|택배;튀김;커피||||||CU 구미도량뜨란채점|상가 (도량동,구미도량뜨란채5단지);구미도량뜨란채5단지 아파트상가|||90704
CU|구미도량점|||CU|054-455-4666|경상북도 구미시 송동로 177|경상북도 구미시 도량동 27|24시간;택배;튀김;커피;ATM||||||CU 구미도량점|(도량동)|||90704
CU|구미도량한아름점|||CU|054-455-0045||경상북도 구미시 도량동 323-9|24시간;택배;튀김;커피;ATM||||||CU 구미도량한아름점||||90704
CU|구미도봉로점|||CU|054-455-1185|경상북도 구미시 도봉로 19-6|경상북도 구미시 봉곡동 19-6|24시간;택배;커피||||||CU 구미도봉로점||||90704
CU|구미문성스타힐스점|||CU|054-457-8878||경상북도 구미시 고아읍 문성리 759|24시간;택배;커피;ATM||||||CU 구미문성스타힐스점||||90704
CU|구미문성자이점|||CU|054-456-2863||경상북도 구미시 고아읍 문성리 731-4|24시간;택배;커피;ATM||||||CU 구미문성자이점||||90704
CU|구미문성점|||CU|054-456-1558|경상북도 구미시 고아읍 들성로 273-1|경상북도 구미시 고아읍 문성리 1323|24시간;택배;튀김;커피||||||CU 구미문성점|(문성리)|||90704
CU|구미문장로점|||CU|053-451-8629|경상북도 구미시 문장로 43|경상북도 구미시 도량동 792-15|24시간;택배;커피||||||CU 구미문장로점||||90704
CU|구미백산점|||CU|054-465-9778|경상북도 구미시 상사동로6길 11-23|경상북도 구미시 임은동 444-3|24시간;택배;커피||||||CU 구미백산점|(임은동)|||90704
CU|구미봉곡센터점|||CU|054-442-2263|경상북도 구미시 봉곡로12길 5-2|경상북도 구미시 봉곡동 402-8|24시간;택배;튀김;커피;ATM||||||CU 구미봉곡센터점|(봉곡동) 1층;1층|||90704
CU|구미봉곡원룸점|||CU|054-442-6688|경상북도 구미시 봉곡로 153|경상북도 구미시 봉곡동 235-1|24시간;택배;베이커리;커피;ATM||||||CU 구미봉곡원룸점|(봉곡동)|||90704
CU|구미봉곡타운점|||CU|054-456-5052||경상북도 구미시 봉곡동 273-5|24시간;택배;튀김;커피||||||CU 구미봉곡타운점||||90704
CU|구미비산공단점|||CU|054-461-7901|경상북도 구미시 비산로5안길 3|경상북도 구미시 비산동 103-1|24시간;택배;베이커리;커피||||||CU 구미비산공단점|(비산동) 1층;1층|||90704
CU|구미비산전원점|||CU|054-465-8086|경상북도 구미시 비산로1길 4|경상북도 구미시 비산동 489-1|24시간;택배;튀김;커피||||||CU 구미비산전원점|(비산동,비산전원리빙필) 비산전원리빙필 1층;비산전원리빙필 1층|||90704
CU|구미사곡에이스점|||CU|054-462-7185|경상북도 구미시 사곡로1길 16|경상북도 구미시 사곡동 682-1|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미사곡에이스점|(사곡동)|||90704
CU|구미사곡점|||CU|054-463-1454|경상북도 구미시 상사동로 151|경상북도 구미시 사곡동 481-7|24시간;택배;커피;로또||||||CU 구미사곡점|(사곡동)|||90704
CU|구미사곡초등원룸점|||CU|054-462-7773|경상북도 구미시 상사동로26길 6|경상북도 구미시 사곡동 665-2|24시간;택배;베이커리;튀김;커피;로또;ATM||||||CU 구미사곡초등원룸점|드림하늘선 (사곡동);드림하늘선|||90704
CU|구미산호대로점|||CU|054-472-2239||경상북도 구미시 양포동 304|택배;커피||||||CU 구미산호대로점||||90704
CU|구미삼도점|||CU|054-464-3987|경상북도 구미시 왕산로 28-10|경상북도 구미시 임은동 822|24시간;택배;튀김;커피||||||CU 구미삼도점|삼도뷰엔빌 (임은동,구미임은삼도뷰엔빌더블유) 101호;구미임은삼도뷰엔빌더블유 삼도뷰엔빌 101호|||90704
CU|구미상림로점|||CU|054-465-5007|경상북도 구미시 상림로 73-2|경상북도 구미시 임은동 808-9|24시간;택배;커피||||||CU 구미상림로점|(임은동)|||90704
CU|구미상모원룸점|||CU|054-463-7898|경상북도 구미시 상모로5길 15|경상북도 구미시 상모동 12-1|24시간;택배;커피;ATM||||||CU 구미상모원룸점|(상모동)|||90704
CU|구미상모점|||CU|054-464-5557|경상북도 구미시 상모로8길 22|경상북도 구미시 상모동 54-6|24시간;택배;커피;ATM||||||CU 구미상모점|(상모동)|||90704
CU|구미센츄리호텔정문점|||CU|054-475-5659|경상북도 구미시 3공단1로 295|경상북도 구미시 임수동 447-2|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미센츄리호텔정문점|(임수동)|||90704
CU|구미송정캐슬점|||CU|054-442-6684|경상북도 구미시 산책길 7|경상북도 구미시 송정동 1|택배;튀김;커피||||||CU 구미송정캐슬점|(송정동,푸르지오캐슬B단지아파트) 푸르지오캐슬B단지아파트 1층;푸르지오캐슬B단지아파트 1층|||90704
CU|구미수출대로점|||CU|054-472-3380|경상북도 구미시 수출대로 559|경상북도 구미시 인의동 292-13|24시간;택배;커피;ATM||||||CU 구미수출대로점|(인의동)|||90704
CU|구미신시로점|||CU|054-452-8851||경상북도 구미시 송정동 25-1|24시간;택배;튀김;커피;ATM||||||CU 구미신시로점|1층|||90704
CU|구미신평대로점|||CU|054-462-7006|경상북도 구미시 구미대로 326|경상북도 구미시 신평동 326-2|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미신평대로점|(신평동) 1층 101호;1층 101호|||90704
CU|구미신평점|||CU|054-464-3988|경상북도 구미시 구미대로32길 9|경상북도 구미시 신평동 168-25|24시간;택배;튀김;커피||||||CU 구미신평점|(신평동) 1층;1층|||90704
CU|구미신평타운점|||CU|054-462-6979|경상북도 구미시 야은로 728|경상북도 구미시 신평동 9|24시간;택배;커피;ATM||||||CU 구미신평타운점|(신평동)|||90704
CU|구미쌍용예가점|||CU|||경상북도 구미시 산동면 1159|24시간;택배;커피||||||CU 구미쌍용예가점||||90704
CU|구미여헌로점|||CU|054-473-4666|경상북도 구미시 여헌로3길 18|경상북도 구미시 인의동 839-2|24시간;택배;튀김;커피;ATM||||||CU 구미여헌로점|(인의동)|||90704
CU|구미역점|||CU|054-455-5116|경상북도 구미시 구미중앙로 80|경상북도 구미시 원평동 1008-41|24시간;커피;로또||||||CU 구미역점|(원평동)|||90704
CU|구미역후문점|||CU|070-8613-8990|경상북도 구미시 원남로 98|경상북도 구미시 원평동 90-6|24시간;택배;스포츠토토;ATM||||||CU 구미역후문점|(원평동)|||90704
CU|구미옥계남로점|||CU|054-476-7668|경상북도 구미시 옥계남로5길 3-2|경상북도 구미시 옥계동 748-8|24시간;택배;베이커리;커피;ATM||||||CU 구미옥계남로점|옥계동 (옥계동) 1층;옥계동 1층|||90704
CU|구미옥계부영점|||CU|054-475-2001|경상북도 구미시 산호대로25길 38|경상북도 구미시 양포동 618-11|24시간;택배;커피;ATM||||||CU 구미옥계부영점|(옥계동) 1층;1층|||90704
CU|구미옥계북로점|||CU|054-472-8801|경상북도 구미시 옥계북로 11|경상북도 구미시 옥계동 890-3|24시간;택배;베이커리;커피;ATM||||||CU 구미옥계북로점|(옥계동) 1층;1층|||90704
CU|구미옥계삼구점|||CU|054-474-1712|경상북도 구미시 옥계북로 36|경상북도 구미시 옥계동 834-1|24시간;택배;ATM||||||CU 구미옥계삼구점|(옥계동) 1층 104호;1층 104호|||90704
CU|구미옥계세영점|||CU|054-473-2007|경상북도 구미시 산호대로 955|경상북도 구미시 옥계동 936|택배;튀김;커피||||||CU 구미옥계세영점|(옥계동) 1층 107,108호;1층 107,108호|||90704
CU|구미옥계원룸점|||CU|054-476-7902|경상북도 구미시 산호대로24길 11|경상북도 구미시 옥계동 951|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미옥계원룸점|(옥계동,프라임궁전타운);프라임궁전타운|||90704
CU|구미옥계월드점|||CU|054-476-0150|경상북도 구미시 산호대로23길 13|경상북도 구미시 옥계동 610-1|24시간;택배;튀김;커피||||||CU 구미옥계월드점|(옥계동)|||90704
CU|구미옥계점|||CU|054-476-7558|경상북도 구미시 흥안로1길 5-4|경상북도 구미시 옥계동 563|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미옥계점|(옥계동)|||90704
CU|구미옥계타운점|||CU|054-475-0420|경상북도 구미시 옥계북로10길 3-26|경상북도 구미시 옥계동 799-1|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미옥계타운점|(옥계동,푸른빌) 1층;1층|||90704
CU|구미원평점|||CU|054-458-5720|경상북도 구미시 송원서로8길 4|경상북도 구미시 원평동 1049|24시간;택배;커피;로또;ATM||||||CU 구미원평점|(원평동) 1층;1층|||90704
CU|구미원평코리아점|||CU|054-455-5893|경상북도 구미시 송원서로6길 54-1|경상북도 구미시 원평동 1066|24시간;택배;튀김;커피;ATM||||||CU 구미원평코리아점|(원평동)|||90704
CU|구미원호세영리첼점|||CU|054-441-8598|경상북도 구미시 고아읍 들성로 171|경상북도 구미시 고아읍 원호리 533|24시간;택배;튀김;커피||||||CU 구미원호세영리첼점|(원호리,구미고아세영리첼레이크뷰) 구미고아세영리첼레이크뷰;구미고아세영리첼레이크뷰|||90704
CU|구미원호점|||CU||경상북도 구미시 고아읍 문장로 204|경상북도 구미시 고아읍 원호리 442-1|24시간;택배;커피||||||CU 구미원호점||||90704
CU|구미인동센터점|||CU||경상북도 구미시 인동25길 11|경상북도 구미시 인의동 702-2|24시간;택배;튀김;커피;ATM||||||CU 구미인동센터점|(인의동)|||90704
CU|구미인의새롬점|||CU|054-472-1426|경상북도 구미시 인동11길 19|경상북도 구미시 인의동 641-32|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미인의새롬점|(인의동)|||90704
CU|구미인의원룸점|||CU|054-471-4280|경상북도 구미시 인동17길 19|경상북도 구미시 인의동 655-7|24시간;택배;베이커리;커피;ATM||||||CU 구미인의원룸점|(인의동)|||90704
CU|구미인의점|||CU|054-472-3133|경상북도 구미시 인동중앙로10길 15-4|경상북도 구미시 인의동 421-1|24시간;택배;로또;스포츠토토;ATM||||||CU 구미인의점|(인의동)|||90704
CU|구미인의주공점|||CU|054-475-3132|경상북도 구미시 인동16길 33-3|경상북도 구미시 진평동 32-7|24시간;택배;베이커리;커피;ATM||||||CU 구미인의주공점|(진평동)|||90704
CU|구미인의청구점|||CU|054-475-4082|경상북도 구미시 인동19길 31-2|경상북도 구미시 인의동 656-10|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미인의청구점|(인의동)|||90704
CU|구미인의한아름점|||CU|054-475-7006|경상북도 구미시 인동31길 28-39|경상북도 구미시 인의동 991-5|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미인의한아름점|(인의동)|||90704
CU|구미임수광장점|||CU|054-482-4820|경상북도 구미시 임수로 68|경상북도 구미시 임수동 269-1|24시간;택배;커피||||||CU 구미임수광장점|(임수동)|||90704
CU|구미임오점|||CU|054-463-9082|경상북도 구미시 임은1길 6-3|경상북도 구미시 임은동 325-8|24시간;택배;베이커리;튀김;커피;ATM||||||CU 구미임오점|(임은동) 1층;1층|||90704
CU|구미임은점|||CU|054-461-3987|경상북도 구미시 상사동로 91-16|경상북도 구미시 임은동 802-7|24시간;택배;베이커리;커피;ATM||||||CU 구미임은점|(임은동,화성스위트빌) B동 101호;화성스위트빌 B동 101호|||90704
CU|구미임은중앙점|||CU|054-464-4702|경상북도 구미시 임은길 44|경상북도 구미시 임은동 317-9|24시간;택배;커피;ATM||||||CU 구미임은중앙점||||90704
CU|구미지산로드점|||CU|054-456-2312|경상북도 구미시 지산15길 4|경상북도 구미시 지산동 108-7|24시간;택배;튀김;커피||||||CU 구미지산로드점|(지산동)|||90704
