##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@아식스
아식스|전북서신점|127.115602|35.827653|아식스|063-271-2138|전라북도 전주시 완산구 서신로 25||||||||아식스 전북서신점||||91002
아식스|송천점|127.115024|35.868299|아식스|063-277-1414|전라북도 전주시 덕진구 시천로 100||||||||아식스 송천점||||91002
아식스|김제점|126.887922|35.799572|아식스|063-547-1551|전라북도 김제시 동서로 176||||||||아식스 김제점|(요촌동)|||91002
아식스|익산중앙점|126.948062|35.94088|아식스|063-855-0992|전라북도 익산시 익산대로16길 5||||||||아식스 익산중앙점|(창인동1가)|||91002
아식스|익산영등점|126.97967|35.958327|아식스|063-833-0067|전라북도 익산시 무왕로 1106||||||||아식스 익산영등점|(어양동)|||91002
아식스|익산롯데마트점|126.974019|35.959089|아식스|063 832-0068|전라북도 익산시 무왕로 1053||||||||아식스 익산롯데마트점|(영등동,롯데마트)|||91002
아식스|군산이마트점|126.734866|35.982742|아식스|063-442-1884|전라북도 군산시 구암3.1로 137||||||||아식스 군산이마트점||||91002
아식스|군산롯데마트점|126.716392|35.964724|아식스|063-471-7918|전라북도 군산시 수송로 185||||||||아식스 군산롯데마트점|(수송동)|||91002
아식스|논산점|127.08418|36.205817|아식스|041-735-9001|충청남도 논산시 중앙로480번길 4-1||||||||아식스 논산점|(반월동)|||91002
아식스|신제주점|126.489782|33.486042|아식스|064-744-8889|제주특별자치도 제주시 노연로 89||||||||아식스 신제주점|(연동)|||91002
아식스|제주롯데마트점|126.481932|33.48242|아식스|064-711-5008|제주특별자치도 제주시 연북로 1||||||||아식스 제주롯데마트점|(노형동)|||91002
아식스|제주이마트점|126.521217|33.517998|아식스|064-751-5238|제주특별자치도 제주시 탑동로 38||||||||아식스 제주이마트점|(삼도이동)|||91002
아식스|서귀포점|126.564567|33.247245|아식스|064-732-0003|제주특별자치도 서귀포시 이중섭로 7||||||||아식스 서귀포점|(서귀동)|||91002
아식스|진천점|127.444843|36.856491|아식스|043-536-6060|충청북도 진천군 진천읍 중앙동로 73||||||||아식스 진천점||||91002
아식스|충주롯데마트점|127.914473|36.982309|아식스|043-845-3789|충청북도 충주시 봉계1길 49||||||||아식스 충주롯데마트점|(칠금동)|||91002
아식스|충주점|127.931849|36.97162|아식스|043-855-9910|충청북도 충주시 성서7길 26||||||||아식스 충주점||||91002
아식스|청주에버세이브점|127.480941|36.604983|아식스|043-288-3366|충청북도 청주시 흥덕구 청남로1936번길 2||||||||아식스 청주에버세이브점||||91002
아식스|청주롯데아울렛점|127.446727|36.623936|아식스|043-717-2946|||||||||아식스 청주롯데아울렛점||||91002
아식스|현대충청점|127.424831|36.644033|아식스|043-909-4818|충청북도 청주시 흥덕구 직지대로 308||||||||아식스 현대충청점|(복대동)|||91002
아식스|신세계충청점|127.15439|36.819685|아식스|041-640-5331|||||||||아식스 신세계충청점||||91002
아식스|대덕롯데마트점|127.386908|36.426825|아식스|070-4107-5479|충청북도 유성구 테크노중앙로 14||||||||아식스 대덕롯데마트점|(관평동)|||91002
아식스|천안서북이마트점|127.115061|36.819572|아식스|041-554-6064|충청남도 천안시 서북구 삼성대로 20||||||||아식스 천안서북이마트점||||91002
아식스|천안모다점|127.106278|36.80832|아식스|041-904-6063|충청남도 천안시 서북구 공원로 196||||||||아식스 천안모다점||||91002
아식스|평택뉴코아점|127.112374|36.99583|아식스|031-650-6436|경기도 평택시 경기대로 279||||||||아식스 평택뉴코아점|(비전동)|||91002
아식스|제천이마트점|128.22289|37.123136|아식스|043-642-0078|충청북도 제천시 장평천로 11||||||||아식스 제천이마트점||||91002
아식스|제천중앙점|128.210219|37.136762|아식스|043-647-5509|충청북도 제천시 의림대로 102-1||||||||아식스 제천중앙점|(중앙로1가)|||91002
