##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@올리브영
올리브영|진주평거점|||올리브영|055-745-5290|경상남도 진주시 순환로 526||||||||올리브영 진주평거점||||90703
올리브영|진주하대점|||올리브영|055-753-0738|경상남도 진주시 하대로 96||||||||올리브영 진주하대점||||90703
올리브영|진주혁신도시점|||올리브영|055-752-4376|경상남도 진주시 충의로 20-4||||||||올리브영 진주혁신도시점|202호|||90703
올리브영|진해석동점|||올리브영|055-551-5290|경상남도 창원시 진해구 진해대로 855||||||||올리브영 진해석동점||||90703
올리브영|진해용원점|||올리브영|055-543-4527|경상남도 창원시 진해구 용원로7번길 18||||||||올리브영 진해용원점||||90703
올리브영|진해충무점|||올리브영|055-545-5290|경상남도 창원시 진해구 충장로 134||||||||올리브영 진해충무점|(충무동)|||90703
올리브영|진해하나로마트점|||올리브영|055-544-5290|경상남도 창원시 진해구 진해대로776번길 28||||||||올리브영 진해하나로마트점||||90703
올리브영|창원고인돌사거리점|||올리브영|055-261-7469|경상남도 창원시 성산구 마디미로73번길 25||||||||올리브영 창원고인돌사거리점|신우주차장빌딩|||90703
올리브영|창원대방점|||올리브영|055-287-5290|경상남도 창원시 성산구 가양로124번길 19||||||||올리브영 창원대방점|1층 (대방동)|||90703
올리브영|창원도계점|||올리브영|055-237-2768|경상남도 창원시 의창구 도계로 66||||||||올리브영 창원도계점||||90703
올리브영|창원상남점|||올리브영|055-263-3600|경상남도 창원시 성산구 마디미로9번길 1||||||||올리브영 창원상남점|이지스빌딩|||90703
올리브영|창원성원점|||올리브영|055-261-4508|경상남도 창원시 성산구 동산로 124||||||||올리브영 창원성원점|102호,103호 (상남동,성원종합상가)|||90703
올리브영|창원소답점|||올리브영|055-251-6684|경상남도 창원시 의창구 읍성로 71||||||||올리브영 창원소답점|(소답동)|||90703
올리브영|창원시티세븐점|||올리브영|055-600-5290|경상남도 창원시 의창구 원이대로 320||||||||올리브영 창원시티세븐점||||90703
올리브영|창원역점|||올리브영|055-233-3809|경상남도 창원시 의창구 의창대로 66||||||||올리브영 창원역점||||90703
올리브영|창원용호점|||올리브영|055-275-5290|경상남도 창원시 의창구 용지로153번길 3||||||||올리브영 창원용호점|창원오피스텔 107호|||90703
올리브영|창원팔용점|||올리브영|055-251-5961|경상남도 창원시 의창구 팔용로 445||||||||올리브영 창원팔용점||||90703
올리브영|통영무전점|||올리브영|055-645-5220|경상남도 통영시 중앙로 307||||||||올리브영 통영무전점|에스엠빌딩|||90703
올리브영|통영죽림점|||올리브영|0556485290|경상남도 통영시 광도면 죽림4로 18||||||||올리브영 통영죽림점||||90703
올리브영|함안가야점|||올리브영|055-585-7327|경상남도 함안군 가야읍 가야로 33-1||||||||올리브영 함안가야점||||90703
올리브영|홈플러스김해점|||올리브영|055-321-3186|경상남도 김해시 김해대로 2078||||||||올리브영 홈플러스김해점|홈플러스김해점 2층|||90703
올리브영|홈플러스진주점|||올리브영|055-763-7015|경상남도 진주시 대신로 304||||||||올리브영 홈플러스진주점|홈플러스진주점 1층|||90703
올리브영|홈플러스창원점|||올리브영|055-288-7041|경상남도 창원시 의창구 창원대로 415||||||||올리브영 홈플러스창원점|홈플러스창원점 1층|||90703
올리브영|(X)홈플러스구미점|||올리브영|054-462-5290|경상북도 구미시 구미대로 174||||||||올리브영 (X)홈플러스구미점|홈플러스구미점 지하1층|||90703
올리브영|경북영주역점|||올리브영|054-634-5290|경상북도 영주시 대학로 35||||||||올리브영 경북영주역점||||90703
올리브영|경북영주점|||올리브영|054-631-2057|경상북도 영주시 구성로350번길 29||||||||올리브영 경북영주점||||90703
올리브영|경북왜관점|||올리브영|054-971-5290|경상북도 칠곡군 왜관읍 중앙로 203-2||||||||올리브영 경북왜관점||||90703
올리브영|경북울진점|||올리브영|054-782-5290|경상북도 울진군 울진읍 울진중앙로 120||||||||올리브영 경북울진점||||90703
올리브영|경산사동점|||올리브영|053-818-5290|경상북도 경산시 백자로 76||||||||올리브영 경산사동점|W-TOWER 1층|||90703
올리브영|경산시장점|||올리브영|053-813-5290|경상북도 경산시 중앙로 78||||||||올리브영 경산시장점||||90703
올리브영|경산하양점|||올리브영|053-857-5290|경상북도 경산시 하양읍 하양로 82||||||||올리브영 경산하양점|1층|||90703
올리브영|경주성건점|||올리브영|054-777-1511|경상북도 경주시 동대로 2||||||||올리브영 경주성건점||||90703
올리브영|경주점|||올리브영|054-773-7716|경상북도 경주시 계림로 103||||||||올리브영 경주점||||90703
올리브영|구미봉곡점|||올리브영|054-457-5290|경상북도 구미시 봉곡남로 103||||||||올리브영 구미봉곡점||||90703
올리브영|구미상모점|||올리브영|054-463-5290|경상북도 구미시 상사서로 55||||||||올리브영 구미상모점|상모프라자 104~106호|||90703
올리브영|구미역점|||올리브영|054-453-5290|경상북도 구미시 문화로 8-1||||||||올리브영 구미역점|1층|||90703
올리브영|구미오태점|||올리브영|054-464-5290|경상북도 구미시 금오대로 294-1||||||||올리브영 구미오태점||||90703
올리브영|구미옥계점|||올리브영|054-472-0033|경상북도 구미시 옥계북로 27||||||||올리브영 구미옥계점|상가 108동 105,106호 (옥계동,삼구트리니엔)|||90703
올리브영|구미인동점|||올리브영|054-471-5290|경상북도 구미시 인동중앙로1길 26||||||||올리브영 구미인동점||||90703
올리브영|구미진평점|||올리브영|054-475-5290|경상북도 구미시 인동36길 10||||||||올리브영 구미진평점||||90703
올리브영|구미형곡점|||올리브영|054-441-4428|경상북도 구미시 신시로 63||||||||올리브영 구미형곡점|1층|||90703
올리브영|김천시청점|||올리브영|054-431-1200|경상북도 김천시 시청로 55||||||||올리브영 김천시청점|(신음동)|||90703
올리브영|김천점|||올리브영|054-435-5293|경상북도 김천시 김천로 129||||||||올리브영 김천점||||90703
올리브영|김천혁신도시점|||올리브영|054-435-5290|경상북도 김천시 혁신3로 5||||||||올리브영 김천혁신도시점|율곡스퀘어6 103~104호|||90703
올리브영|대구대학교점|||올리브영|053-851-9689|경상북도 경산시 진량읍 대구대로 201||||||||올리브영 대구대학교점|대구대학교 비호생활관|||90703
올리브영|문경시청점|||올리브영|054-554-5290|경상북도 문경시 당교로 231||||||||올리브영 문경시청점|브리티시골드 103호|||90703
올리브영|상주점|||올리브영|054-536-6201|경상북도 상주시 상산로 273||||||||올리브영 상주점||||90703
올리브영|안동옥동점|||올리브영|054-856-6000|경상북도 안동시 광명로 177||||||||올리브영 안동옥동점||||90703
올리브영|안동옥동주공점|||올리브영|054-857-7077|경상북도 안동시 옥서로 56||||||||올리브영 안동옥동주공점||||90703
올리브영|안동점|||올리브영|054-859-9933|경상북도 안동시 남문로 22-14||||||||올리브영 안동점||||90703
올리브영|안동정하점|||올리브영|054-854-4242|경상북도 안동시 강남5길 5||||||||올리브영 안동정하점||||90703
올리브영|영남대점|||올리브영|053-818-7654|경상북도 경산시 대학로 285||||||||올리브영 영남대점||||90703
올리브영|영천시청점|||올리브영|054-336-5290|경상북도 영천시 시청로 8-1||||||||올리브영 영천시청점||||90703
올리브영|칠곡석적점|||올리브영|054-976-5290|경상북도 칠곡군 석적읍 유학로 54-1||||||||올리브영 칠곡석적점||||90703
올리브영|포항그랜드애비뉴점|||올리브영|054-256-8581|경상북도 포항시 남구 중흥로 77||||||||올리브영 포항그랜드애비뉴점|그랜드애비뉴아울렛 1층|||90703
올리브영|포항문덕점|||올리브영|054-293-5291|경상북도 포항시 남구 오천읍 원동로 15||||||||올리브영 포항문덕점||||90703
올리브영|포항세명기독병원점|||올리브영|054-278-5290|경상북도 포항시 남구 포스코대로 351||||||||올리브영 포항세명기독병원점||||90703
올리브영|포항이동점|||올리브영|054-272-3188|경상북도 포항시 남구 포스코대로 133||||||||올리브영 포항이동점||||90703
올리브영|포항중앙점|||올리브영|054-253-1018|경상북도 포항시 북구 중앙상가4길 20||||||||올리브영 포항중앙점|1층|||90703
올리브영|포항지곡점|||올리브영|054-282-5290|경상북도 포항시 남구 지곡로 257||||||||올리브영 포항지곡점|108,109,110호|||90703
올리브영|포항하나로클럽점|||올리브영|054-255-5290|경상북도 포항시 북구 장량로 171||||||||올리브영 포항하나로클럽점|양덕동,하나로클럽 1층|||90703
올리브영|홈플러스경산점|||올리브영|053-811-0924|경상북도 경산시 경안로 288||||||||올리브영 홈플러스경산점|(중방동) 홈플러스|||90703
올리브영|홈플러스구미점|||올리브영|054-462-5290|경상북도 구미시 구미대로 174||||||||올리브영 홈플러스구미점|홈플러스 1층|||90703
올리브영|(X)광주봉선점|||올리브영|062-654-5290|광주광역시 남구 봉선로 168||||||||올리브영 (X)광주봉선점|1층|||90703
올리브영|NC광주역점|||올리브영|062-510-7485|광주광역시 북구 경열로 249||||||||올리브영 NC광주역점||||90703
올리브영|광주518공원점|||올리브영|062-383-5290|광주광역시 서구 상무민주로 90||||||||올리브영 광주518공원점||||90703
올리브영|광주광천점|||올리브영|062-352-5290|광주광역시 서구 무진대로 909||||||||올리브영 광주광천점|1층|||90703
올리브영|광주금호지구점|||올리브영|062-674-8929|광주광역시 서구 금화로 90||||||||올리브영 광주금호지구점||||90703
올리브영|광주동천점|||올리브영|062-511-6783|광주광역시 서구 하남대로 668||||||||올리브영 광주동천점||||90703
올리브영|광주두암점|||올리브영|062-266-8881|광주광역시 북구 갈마로 53||||||||올리브영 광주두암점|1층 왼쪽|||90703
올리브영|광주매곡점|||올리브영|062-571-5436|광주광역시 북구 설죽로 319||||||||올리브영 광주매곡점||||90703
올리브영|광주문흥점|||올리브영|062-251-0395|광주광역시 북구 대천로 140-7||||||||올리브영 광주문흥점||||90703
올리브영|광주봉선삼익점|||올리브영|062-674-8532|광주광역시 남구 봉선중앙로 51||||||||올리브영 광주봉선삼익점||||90703
올리브영|광주북문대로점|||올리브영|062-511-5374|광주광역시 북구 북문대로 144||||||||올리브영 광주북문대로점||||90703
올리브영|광주상무역점|||올리브영|062-371-5290|광주광역시 서구 상무중앙로 9||||||||올리브영 광주상무역점|1층|||90703
올리브영|광주상무타임스타워점|||올리브영|062-385-9072|광주광역시 서구 상무중앙로 58||||||||올리브영 광주상무타임스타워점|1층 104호|||90703
올리브영|광주선운지구점|||올리브영|062-941-0842|광주광역시 광산구 어등대로 418||||||||올리브영 광주선운지구점||||90703
올리브영|광주송정역점|||올리브영|062-943-0662|광주광역시 광산구 상무대로 207||||||||올리브영 광주송정역점|1층|||90703
올리브영|광주수완점|||올리브영|062-961-7818|광주광역시 광산구 임방울대로 342||||||||올리브영 광주수완점|1층|||90703
올리브영|광주시청로점|||올리브영|062-385-8193|광주광역시 서구 시청로60번길 21-9||||||||올리브영 광주시청로점||||90703
올리브영|광주신가점|||올리브영|062-531-6618|광주광역시 광산구 수등로 254||||||||올리브영 광주신가점|(신가동)|||90703
올리브영|광주신창점|||올리브영|062-954-5290|광주광역시 광산구 신창로 125||||||||올리브영 광주신창점||||90703
올리브영|광주양산점|||올리브영|062-573-5290|광주광역시 북구 양산로 54||||||||올리브영 광주양산점||||90703
올리브영|광주엔씨웨이브점|||올리브영|062-718-9422|광주광역시 동구 중앙로 163||||||||올리브영 광주엔씨웨이브점|NC웨이브충장점 2층|||90703
올리브영|광주용봉지구점|||올리브영|062-513-7651|광주광역시 북구 용봉택지로 39||||||||올리브영 광주용봉지구점||||90703
올리브영|광주운암점|||올리브영|062-524-5290|광주광역시 북구 북문대로 113||||||||올리브영 광주운암점||||90703
올리브영|광주일곡점|||올리브영|062-571-9209|광주광역시 북구 설죽로 518||||||||올리브영 광주일곡점||||90703
올리브영|광주장덕점|||올리브영|062-959-5290|광주광역시 광산구 장신로 82||||||||올리브영 광주장덕점|보강빌딩 103,104호|||90703
올리브영|광주진월점|||올리브영|062-651-6013|광주광역시 남구 서문대로 687||||||||올리브영 광주진월점||||90703
올리브영|광주첨단2지구점|||올리브영|062-574-5290|광주광역시 북구 첨단연신로108번길 31-19||||||||올리브영 광주첨단2지구점||||90703
올리브영|광주첨단점|||올리브영|062-971-0625|광주광역시 광산구 첨단중앙로 104||||||||올리브영 광주첨단점||||90703
올리브영|광주충장로1가점|||올리브영|062-229-1138|광주광역시 동구 충장로 105-1||||||||올리브영 광주충장로1가점|(충장로 1가)|||90703
올리브영|광주충장로3가점|||올리브영|062-227-2230|광주광역시 동구 충장로 80-16||||||||올리브영 광주충장로3가점||||90703
올리브영|광주충장로점|||올리브영|062-225-5290|광주광역시 동구 금남로 242-5||||||||올리브영 광주충장로점|1층|||90703
올리브영|광주치평점|||올리브영|062-373-5290|광주광역시 서구 시청로 27||||||||올리브영 광주치평점|1층 133호,134호|||90703
올리브영|광주평화공원점|||올리브영|062-385-1539|광주광역시 서구 상무연하로 75||||||||올리브영 광주평화공원점||||90703
올리브영|광주평화방송점|||올리브영|062-375-5290|광주광역시 서구 상무시민로 75||||||||올리브영 광주평화방송점||||90703
올리브영|광주풍암점|||올리브영|062-651-0240|광주광역시 서구 풍암2로 2||||||||올리브영 광주풍암점|롯데슈퍼 풍암점 1층|||90703
올리브영|광주하남2지구점|||올리브영|062-954-5240|광주광역시 광산구 용아로399번길 51||||||||올리브영 광주하남2지구점|1층 103호|||90703
올리브영|광주하남콜럼버스점|||올리브영|062-531-6981|광주광역시 광산구 사암로216번길 38-6||||||||올리브영 광주하남콜럼버스점||||90703
올리브영|광주학동점|||올리브영|062-229-1087|광주광역시 동구 남문로 678||||||||올리브영 광주학동점||||90703
올리브영|광주화정점|||올리브영|062-385-2671|광주광역시 서구 월드컵4강로68번길 1||||||||올리브영 광주화정점||||90703
올리브영|광주황금점|||올리브영|062-224-5290|광주광역시 동구 중앙로 160번길 31-12||||||||올리브영 광주황금점|1층|||90703
올리브영|메가박스광주첨단점|||올리브영|062-973-6679|광주광역시 광산구 앰코로 35||||||||올리브영 메가박스광주첨단점||||90703
올리브영|씨지브이광주터미널점|||올리브영|062-351-4705|광주광역시 서구 무진대로 904||||||||올리브영 씨지브이광주터미널점||||90703
올리브영|전남대점|||올리브영|062-267-5090|광주광역시 북구 우치로 114||||||||올리브영 전남대점|1층|||90703
올리브영|전남대중앙점|||올리브영|062-263-5290|광주광역시 북구 우치로 90번길 11||||||||올리브영 전남대중앙점|1층 2호|||90703
올리브영|조선대점|||올리브영|062-228-0523|광주광역시 동구 필문대로273길 10||||||||올리브영 조선대점|1층|||90703
올리브영|홈플러스동광주점|||올리브영|062-251-4187|광주광역시 북구 동문대로 200||||||||올리브영 홈플러스동광주점|(두암동)|||90703
올리브영|경북대점|||올리브영|053-939-5290|대구광역시 북구 대학로 85-1||||||||올리브영 경북대점||||90703
올리브영|계명대점|||올리브영|053-582-5120|대구광역시 달서구 계대동문로 14||||||||올리브영 계명대점|1층|||90703
올리브영|대구감삼DI점|||올리브영|053-521-5977|대구광역시 달서구 와룡로 130||||||||올리브영 대구감삼DI점||||90703
올리브영|대구구암점|||올리브영|053-311-5290|대구광역시 북구 구암로 136||||||||올리브영 대구구암점||||90703
올리브영|대구금호점|||올리브영|053-325-5290|대구광역시 북구 한강로 52-1||||||||올리브영 대구금호점|에메랄드 1층 (사수동)|||90703
올리브영|대구대명점|||올리브영|053-621-4207|대구광역시 남구 대명로 89||||||||올리브영 대구대명점||||90703
올리브영|대구대백점|||올리브영|053-252-2539|대구광역시 중구 동성로6길 22||||||||올리브영 대구대백점||||90703
올리브영|대구대현점|||올리브영|053-939-2558|대구광역시 북구 신암로 111||||||||올리브영 대구대현점|강남메디컬타워|||90703
올리브영|대구동성로2가점|||올리브영|053-421-5290|대구광역시 중구 동성로 18||||||||올리브영 대구동성로2가점||||90703
올리브영|대구동성로점|||올리브영|053-252-5295|대구광역시 중구 국채보상로 593||||||||올리브영 대구동성로점||||90703
올리브영|대구동호점|||올리브영|053-964-5398|대구광역시 동구 금강로 16||||||||올리브영 대구동호점||||90703
올리브영|대구두류점|||올리브영|053-622-5290|대구광역시 달서구 달구벌대로 1704||||||||올리브영 대구두류점||||90703
올리브영|대구로데오점|||올리브영|053-253-5290|대구광역시 중구 동성로5길 44||||||||올리브영 대구로데오점|1층|||90703
올리브영|대구만촌네거리점|||올리브영|053-741-8552|대구광역시 수성구 달구벌대로 2600||||||||올리브영 대구만촌네거리점||||90703
올리브영|대구만촌점|||올리브영|053-743-5290|대구광역시 수성구 동원로 135||||||||올리브영 대구만촌점|메트로팔레스상가 122동 109호|||90703
올리브영|대구명덕역점|||올리브영|053-424-5290|대구광역시 중구 중앙대로 267||||||||올리브영 대구명덕역점||||90703
올리브영|대구반월당점|||올리브영|053-254-0994|대구광역시 중구 달구벌대로 지하2100||||||||올리브영 대구반월당점|(덕산동,메트로센타지하상가C313,C314,C214,C312,C213)|||90703
올리브영|대구범물점|||올리브영|053-781-5290|대구광역시 수성구 지범로 180||||||||올리브영 대구범물점||||90703
올리브영|대구범어점|||올리브영|053-742-5290|대구광역시 수성구 달구벌대로 2379||||||||올리브영 대구범어점||||90703
올리브영|대구보건대점|||올리브영|053-314-5290|대구광역시 북구 칠곡중앙대로69길 15-14||||||||올리브영 대구보건대점||||90703
올리브영|대구복현네거리점|||올리브영|053-955-5290|대구광역시 북구 동북로 291||||||||올리브영 대구복현네거리점|피아노메디컬타워 103,104,105호|||90703
올리브영|대구본점|||올리브영|053-431-3767|대구광역시 중구 동성로5길 33||||||||올리브영 대구본점|(삼덕동1가5-1)|||90703
올리브영|대구사월역점|||올리브영|053-791-0739|대구광역시 수성구 달구벌대로 3280||||||||올리브영 대구사월역점|(신매동,시지 효성 백년가약 1단지)301동 116-1호|||90703
올리브영|대구상인대로점|||올리브영|053-634-5124|대구광역시 달서구 월배로 204||||||||올리브영 대구상인대로점||||90703
올리브영|대구상인서로점|||올리브영|053-635-5290|대구광역시 달서구 상인서로 103-6||||||||올리브영 대구상인서로점||||90703
올리브영|대구상인점|||올리브영|053-638-5290|대구광역시 달서구 월곡로 269-1||||||||올리브영 대구상인점||||90703
올리브영|대구서부정류장점|||올리브영|053-622-5452|대구광역시 달서구 월배로 479||||||||올리브영 대구서부정류장점||||90703
올리브영|대구성서모다점|||올리브영|053-583-5290|대구광역시 달서구 달서대로 431||||||||올리브영 대구성서모다점||||90703
올리브영|대구세천점|||올리브영|053-586-5290|대구광역시 달성군 다사읍 세천로 157||||||||올리브영 대구세천점|1층 101호|||90703
올리브영|대구수성1가점|||올리브영|053-741-5140|대구광역시 수성구 수성로69길 41||||||||올리브영 대구수성1가점|상가4동 101,102호|||90703
올리브영|대구수성3가점|||올리브영|053-761-4669|대구광역시 수성구 명덕로 468||||||||올리브영 대구수성3가점||||90703
올리브영|대구수성4가점|||올리브영|053-752-5290|대구광역시 수성구 달구벌대로 2297||||||||올리브영 대구수성4가점|1층|||90703
올리브영|대구수성못점|||올리브영|053-768-5290|대구광역시 수성구 수성못길 14||||||||올리브영 대구수성못점||||90703
올리브영|대구시지점|||올리브영|053-795-5290|대구광역시 수성구 달구벌대로 3214||||||||올리브영 대구시지점|(신매동)|||90703
올리브영|대구신서점|||올리브영|053-961-7388|대구광역시 동구 이노밸리로 305||||||||올리브영 대구신서점|서원킹스밀 106,107호|||90703
올리브영|대구아카데미점|||올리브영|053-566-7400|대구광역시 중구 중앙대로 412-17||||||||올리브영 대구아카데미점||||90703
올리브영|대구앞산점|||올리브영|053-621-4330|대구광역시 남구 대명남로 193||||||||올리브영 대구앞산점||||90703
올리브영|대구옥포점|||올리브영|053-611-5297|대구광역시 달성군 옥포면 돌미로2서길 6||||||||올리브영 대구옥포점||||90703
올리브영|대구용산점|||올리브영|053-521-8203|대구광역시 달서구 용산로 236||||||||올리브영 대구용산점|1층 (용산동,932)|||90703
올리브영|대구월성점|||올리브영|053-634-7034|대구광역시 달서구 조암로 29||||||||올리브영 대구월성점||||90703
올리브영|대구율하점|||올리브영|053-964-5290|대구광역시 동구 안심로22길 48||||||||올리브영 대구율하점||||90703
올리브영|대구이곡점|||올리브영|053-582-5290|대구광역시 달서구 이곡공원로 24||||||||올리브영 대구이곡점||||90703
올리브영|대구이시아폴리스점|||올리브영|053-985-5290|대구광역시 동구 팔공로 263||||||||올리브영 대구이시아폴리스점||||90703
올리브영|대구죽곡점|||올리브영|053-592-5290|대구광역시 달성군 다사읍 달구벌대로 880||||||||올리브영 대구죽곡점||||90703
올리브영|대구죽전점|||올리브영|053-521-3717|대구광역시 달서구 달구벌대로 1525||||||||올리브영 대구죽전점||||90703
올리브영|대구중앙로점|||올리브영|053-252-3428|대구광역시 중구 중앙대로 388||||||||올리브영 대구중앙로점|(동성로3가)|||90703
올리브영|대구진천점|||올리브영|053-643-5290|대구광역시 달서구 진천로 72||||||||올리브영 대구진천점||||90703
올리브영|대구칠곡점|||올리브영|053-325-5293|대구광역시 북구 학정로 440||||||||올리브영 대구칠곡점|1층|||90703
올리브영|대구칠성점|||올리브영|053-341-7567|대구광역시 북구 옥산로 95||||||||올리브영 대구칠성점|화인탑팰리스 (신축) 107,108호|||90703
올리브영|대구침산점|||올리브영|053-351-5290|대구광역시 북구 침산로 124||||||||올리브영 대구침산점||||90703
올리브영|대구태전점|||올리브영|053-311-2630|대구광역시 북구 칠곡중앙대로 393||||||||올리브영 대구태전점||||90703
올리브영|대구테크노폴리스점|||올리브영|053-611-5290|대구광역시 달성군 테크노상업로 82||||||||올리브영 대구테크노폴리스점|해피타워 103호,104호|||90703
올리브영|대구평리점|||올리브영|053-522-5290|대구광역시 서구 서대구로 91||||||||올리브영 대구평리점||||90703
올리브영|대구화원점|||올리브영|053-634-5046|대구광역시 달성군 화원읍 비슬로 2582||||||||올리브영 대구화원점||||90703
올리브영|대구황금점|||올리브영|053-763-5290|대구광역시 수성구 동대구로 95||||||||올리브영 대구황금점|수성에스케이리더스뷰 108동 1002호|||90703
올리브영|대구황금캐슬점|||올리브영|053-761-7819|대구광역시 수성구 청수로 202||||||||올리브영 대구황금캐슬점|1층|||90703
올리브영|동대구역사점|||올리브영|053-716-5290|대구광역시 동구 동대구로 550||||||||올리브영 동대구역사점|동대구역|||90703
올리브영|동대구터미널점|||올리브영|053-741-6706|대구광역시 동구 동부로 149||||||||올리브영 동대구터미널점||||90703
올리브영|수성구청역점|||올리브영|053-741-1851|대구광역시 수성구 달구벌대로 2518||||||||올리브영 수성구청역점||||90703
올리브영|홈플러스성서점|||올리브영|053-521-7045|대구광역시 달서구 달구벌대로 1467||||||||올리브영 홈플러스성서점|홈플러스 성서점|||90703
올리브영|홈플러스칠곡점|||올리브영|053-311-8054|대구광역시 북구 동암로12길 8||||||||올리브영 홈플러스칠곡점||||90703
올리브영|(X)갤러리아타임월드점|||올리브영|042-720-6218|대전광역시 서구 대덕대로 211||||||||올리브영 (X)갤러리아타임월드점|갤러리아타임월드점 지하2층|||90703
올리브영|대전가수원점|||올리브영|042-543-8209|대전광역시 서구 계백로 1149||||||||올리브영 대전가수원점||||90703
올리브영|대전가오점|||올리브영|042-284-8949|대전광역시 동구 은어송로 57||||||||올리브영 대전가오점||||90703
올리브영|대전갈마점|||올리브영|042-521-1288|대전광역시 서구 갈마중로 12||||||||올리브영 대전갈마점|105호|||90703
올리브영|대전관저네거리점|||올리브영|042-543-8830|대전광역시 서구 관저중로 98||||||||올리브영 대전관저네거리점||||90703
올리브영|대전관저점|||올리브영|042-545-5290|대전광역시 서구 관저동로73번길 6||||||||올리브영 대전관저점||||90703
올리브영|대전관평점|||올리브영|042-671-1373|대전광역시 유성구 관평2로 48||||||||올리브영 대전관평점||||90703
올리브영|대전노은역점|||올리브영|042-822-5296|대전광역시 유성구 은구비남로33번길 46||||||||올리브영 대전노은역점|1층|||90703
올리브영|대전둔산로점|||올리브영|042-486-5290|대전광역시 서구 대덕대로233번길 36||||||||올리브영 대전둔산로점|101호|||90703
올리브영|대전둔산점|||올리브영|042-471-5216|대전광역시 서구 둔산로 26||||||||올리브영 대전둔산점|소레드빌딩 1층|||90703
올리브영|대전목동점|||올리브영|042-224-2492|대전광역시 중구 목중로 9||||||||올리브영 대전목동점||||90703
올리브영|대전목원대점|||올리브영|042-826-5217|대전광역시 서구 도안북로93번길 11||||||||올리브영 대전목원대점|에프엠프라임4차|||90703
올리브영|대전반석점|||올리브영|042-822-6871|대전광역시 유성구 반석로 24||||||||올리브영 대전반석점|1층 102,103호|||90703
올리브영|대전상대점|||올리브영|042-822-6179|대전광역시 유성구 도안대로 511-7||||||||올리브영 대전상대점|(상대동)|||90703
올리브영|대전성남점|||올리브영|042-621-9388|대전광역시 동구 동서대로 1688||||||||올리브영 대전성남점||||90703
올리브영|대전송촌점|||올리브영|042-625-5290|대전광역시 대덕구 계족산로81번길 64||||||||올리브영 대전송촌점||||90703
올리브영|대전시청역점|||올리브영|042-472-6536|대전광역시 서구 둔산로 142||||||||올리브영 대전시청역점|(둔산동)|||90703
올리브영|대전신성점|||올리브영|042-861-3578|대전광역시 유성구 신성남로 43||||||||올리브영 대전신성점||||90703
올리브영|대전용문역점|||올리브영|042-537-5290||대전광역시 서구 용문동 589-6|||||||올리브영 대전용문역점|1층|||90703
올리브영|대전우송대점|||올리브영|042-631-1208|대전광역시 동구 동대전로 161||||||||올리브영 대전우송대점||||90703
올리브영|대전월평역점|||올리브영|042-472-7264|대전광역시 서구 월평로 60||||||||올리브영 대전월평역점||||90703
올리브영|대전월평점|||올리브영|042-488-5290|대전광역시 서구 청사서로 36||||||||올리브영 대전월평점||||90703
올리브영|대전유성온천역점|||올리브영|042-824-1059|대전광역시 유성구 대학로 11||||||||올리브영 대전유성온천역점||||90703
올리브영|대전유성터미널점|||올리브영|042-824-9230|대전광역시 유성구 계룡로 52번길 11||||||||올리브영 대전유성터미널점|1층|||90703
올리브영|대전은하수점|||올리브영|042-489-8781|대전광역시 서구 대덕대로 198||||||||올리브영 대전은하수점|1층|||90703
올리브영|대전은행동점|||올리브영|042-252-5390|대전광역시 중구 중앙로156번길 25||||||||올리브영 대전은행동점||||90703
올리브영|대전전민점|||올리브영|042-861-5132|대전광역시 유성구 유성대로 1736-1||||||||올리브영 대전전민점|(전민동)|||90703
올리브영|대전정부청사점|||올리브영|042-472-5026|대전광역시 서구 청사로 234||||||||올리브영 대전정부청사점|1층|||90703
올리브영|대전죽동점|||올리브영|042-824-2720|대전광역시 유성구 죽동로297번길 76||||||||올리브영 대전죽동점||||90703
올리브영|대전중앙점|||올리브영|042-252-5925|대전광역시 중구 중앙로164번길 8||||||||올리브영 대전중앙점|1층|||90703
올리브영|대전중앙지하상가점|||올리브영|042-252-5290|대전광역시 중구 중앙로 지하145||||||||올리브영 대전중앙지하상가점|B나 10,11호|||90703
올리브영|대전초록마을점|||올리브영|042-581-6256|대전광역시 서구 복수동로 60-1||||||||올리브영 대전초록마을점||||90703
올리브영|대전탄방점|||올리브영|042-472-5290|대전광역시 서구 문정로 77||||||||올리브영 대전탄방점||||90703
올리브영|대전태평점|||올리브영|042-522-8359|대전광역시 중구 태평로 71||||||||올리브영 대전태평점|뉴삼부프라자 (104,105,106호)|||90703
올리브영|대전터미널점|||올리브영|042-623-1918|대전광역시 동구 동서대로1695번길 30||||||||올리브영 대전터미널점|대전복합터미널동관 1층 E04-2호|||90703
올리브영|롯데마트대덕점|||올리브영|042-935-5290|대전광역시 유성구 테크노중앙로 14||||||||올리브영 롯데마트대덕점|롯데마트대덕점 내|||90703
올리브영|서대전네거리점|||올리브영|042-527-5290|대전광역시 중구 계백로 1715||||||||올리브영 서대전네거리점|104호|||90703
올리브영|서대전역점|||올리브영|042-522-5794|대전광역시 중구 오류로 19||||||||올리브영 서대전역점|1층|||90703
올리브영|충남대점|||올리브영|042-824-0999|대전광역시 유성구 대학로151번길 35||||||||올리브영 충남대점||||90703
