##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
정진원개업[상세]||||변호사|032-288-2300|경기 부천시 상일로 126||||||||정진원개업[상세]|508호 (상동,뉴법조타운)|||91604
고우리개업[상세]||||변호사|031-213-1585|경기 수원시 영통구 중부대로 324||||||||고우리개업[상세]|302호 (매탄동,KT동수원지사)|||91604
윤준정개업[상세]||||변호사|031-8043-3401|경기 화성시 동탄원천로 163||||||||윤준정개업[상세]|10층1003,1004호 (반송동,위너스타프라자)|||91604
홍순용개업[상세]||||변호사|032-324-0201|경기 부천시 원미구 상일로 130||||||||홍순용개업[상세]|901호 (상동,부천법조빌딩)|||91604
정성태개업[상세]||||변호사|031-441-2727|경기 안양시 동안구 시민대로 295||||||||정성태개업[상세]|301호 (관양동,평촌한양월드빌)|||91604
안세환개업[상세]||||변호사|031-484-3353|경기 안산시 단원구 광덕서로 72||||||||안세환개업[상세]|(고잔동,중앙법조빌딩) 302호|||91604
이원기개업[상세]||||변호사|031-219-4792|경기 수원시 영통구 월드컵로 206||||||||이원기개업[상세]|1층 (원천동,아주대학교)|||91604
강태준||||변호사||||||||||강태준||||91604
황의준개업[상세]||||변호사|031-365-4020|경기 수원시 영통구 광교중앙로248번길 107||||||||황의준개업[상세]|(하동) 유성법조프라자 301호 (현의법률사무소)|||91604
임효진개업[상세]||||변호사|031-216-0061|경기 수원시 영통구 광교중앙로248번길 95-9||||||||임효진개업[상세]|6층 (하동,캡틴법조타운)|||91604
신정재개업[상세]||||변호사|031-8081-1094||경기 수원시 영통구 하동 985-3|||||||신정재개업[상세]|백현법조프라자 302호|||91604
김새별개업[상세]||||변호사|031-548-0037|경기 수원시 영통구 법조로149번길 150||||||||김새별개업[상세]|204호 (하동,지연빌딩)|||91604
전태우개업[상세]||||변호사|031-212-0005|경기 수원시 영통구 동수원로 535||||||||전태우개업[상세]|(원천동) 201호|||91604
이준행개업[상세]||||변호사|031-213-6633|경기 수원시 영통구 광교중앙로248번길 95-9||||||||이준행개업[상세]|401~404호 (하동,캡틴법조타운)|||91604
이현수개업[상세]||||변호사|031-377-5553|경기 화성시 동탄순환대로 823||||||||이현수개업[상세]|(영천동) 1210호 (에이팩시티)|||91604
이응주개업[상세]||||변호사|031-217-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||이응주개업[상세]|B동 701호,702호 (하동,원희캐슬 광교)|||91604
한규옥개업[상세]||||변호사|031-217-2766|경기 수원시 영통구 광교중앙로 248번길 7-2||||||||한규옥개업[상세]|A동 709호 (하동,원희캐슬광교)|||91604
문건희개업[상세]||||변호사|031-837-9894||경기 의정부시 가능동 365-30|||||||문건희개업[상세]|정욱빌딩2층|||91604
김연기개업[상세]||||변호사|031-211-0110|경기 수원시 영통구 광교중앙로248번길 40||||||||김연기개업[상세]|(하동) 510,511,512호|||91604
한진철개업[상세]||||변호사|031-211-0099|경기 수원시 영통구 법조로149번길 150||||||||한진철개업[상세]|(하동) 302호|||91604
김에일개업[상세]||||변호사|010-3432-0124|경기 수원시 영통구 센트럴파크로128번길 7||||||||김에일개업[상세]|(이의동) 1층|||91604
송재우개업[상세]||||변호사|031-901-4402|경기 고양시 일산동구 장백로 200||||||||송재우개업[상세]|1010호 (장항동,유국타워)|||91604
김대석개업[상세]||||변호사|031-8081-1094|경기 수원시 영통구 월드컵로87번길 7||||||||김대석개업[상세]|(원천동,호반프라자) 201호|||91604
이민개업[상세]||||변호사|031-377-5994|경기 화성시 동탄기흥로277번길 12||||||||이민개업[상세]|(오산동,동탄2 LH C26단지) 215호|||91604
고용훈개업[상세]||||변호사|031-872-7780||경기 의정부시 가능동 362-65|||||||고용훈개업[상세]|2층|||91604
양혜인개업[상세]||||변호사|031-546-1544|경기 용인시 수지구 광교중앙로 294||||||||양혜인개업[상세]|203호 (상현동,1133)|||91604
노덕우개업[상세]||||변호사|032-326-1600|경기 부천시 원미구 상일로 130||||||||노덕우개업[상세]|503호 (상동,부천법조타운)|||91604
윤재성개업[상세]||||변호사|031-816-9919|경기 고양시 일산동구 장백로 208||||||||윤재성개업[상세]|(장항동,성암빌딩) 704호|||91604
김찬문개업[상세]||||변호사|031-217-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||김찬문개업[상세]|B동 701호,702호 (하동,원희캐슬 광교)|||91604
김민정개업[상세]||||변호사|031-302-5522|경기 수원시 영통구 월드컵로 89||||||||김민정개업[상세]|(원천동)|||91604
조철현개업[상세]||||변호사|031-302-5522|경기 수원시 영통구 월드컵로 89||||||||조철현개업[상세]|(원천동)|||91604
김재훈개업[상세]||||변호사|031-410-3883|경기 안산시 단원구 광덕대로 187||||||||김재훈개업[상세]|(고잔동,장은타워) 311호|||91604
조유현개업[상세]||||변호사|031-217-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||조유현개업[상세]|B동 701호,702호 (하동,원희캐슬 광교)|||91604
홍주표개업[상세]||||변호사|031-926-2233|경기 고양시 일산동구 장백로 194||||||||홍주표개업[상세]|301호 (장항동,위너스21)|||91604
김병희개업[상세]||||변호사|032-777-2984|경기 부천시 송내대로74번길 23||||||||김병희개업[상세]|(상동,양지프라자) 308호|||91604
백종덕개업[상세]||||변호사|031-885-0725||경기 여주시 세종로 31|||||||백종덕개업[상세]|(홍문동) 동부빌딩 401호|||91604
정미환개업[상세]||||변호사||경기 고양시 일산동구 중앙로 1191||||||||정미환개업[상세]|501호 502호 (장항동,굿모닝 법조타운I)|||91604
김성택개업[상세]||||변호사|031-306-2271|경기 수원시 영통구 동수원로 518||||||||김성택개업[상세]|(매탄동,영보빌딩) 401호|||91604
이찬개업[상세]||||변호사|031-217-9885|경기 용인시 수지구 광교중앙로 298||||||||이찬개업[상세]|(상현동) 드림타워2 902호|||91604
홍기범개업[상세]||||변호사|031-217-5237|경기 수원시 영통구 매여울로40번길 87||||||||홍기범개업[상세]|(매탄동,유진빌딩) 4층|||91604
이보라개업[상세]||||변호사|031-216-3700|경기 수원시 영통구 광교중앙로266번길 30||||||||이보라개업[상세]|601호 (하동,그랜드프라자)|||91604
김기범개업[상세]||||변호사|032-324-6963|경기 부천시 원미구 상일로 124||||||||김기범개업[상세]|405호 (상동,다성빌딩)|||91604
김효희개업[상세]||||변호사|031-211-3394|경기 수원시 영통구 월드컵로 123||||||||김효희개업[상세]|(원천동,승전빌딩) 406호|||91604
박종민개업[상세]||||변호사|031-903-4800|경기 고양시 일산동구 장백로 200||||||||박종민개업[상세]|1006호 (장항동,유국타워)|||91604
기명관개업[상세]||||변호사|032-325-3040|경기 부천시 원미구 상일로 124||||||||기명관개업[상세]|705호 (상동,다성빌딩)|||91604
이수정개업[상세]||||변호사|031-383-1239|경기 안양시 동안구 시민대로 295||||||||이수정개업[상세]|(관양동,평촌월드빌) 304호|||91604
조성근개업[상세]||||변호사|031-425-0100|경기 안양시 동안구 시민대로 312||||||||조성근개업[상세]|229호 (평촌동,칼라힐빌딩)|||91604
전재현||||변호사||||||||||전재현||||91604
오수진개업[상세]||||변호사|031-872-6680|경기 의정부시 녹양로 44||||||||오수진개업[상세]|(가능1동,삼형빌딩)|||91604
김경인||||변호사||||||||||김경인||||91604
공도란개업[상세]||||변호사|031-217-9535|경기 용인시 수지구 광교중앙로 298||||||||공도란개업[상세]|(상현동) 드림타워 2,902호|||91604
현희철개업[상세]||||변호사|031-212-2222||경기 수원시 영통구 원천동 85-3|||||||현희철개업[상세]|(화산빌딩 1,2층)|||91604
서상원개업[상세]||||변호사|031-217-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||서상원개업[상세]|B동 701호,702호 (하동,원희캐슬 광교)|||91604
우제천||||변호사||||||||||우제천||||91604
조아라개업[상세]||||변호사|02-897-9530|경기 광명시 양달로10번길 9||||||||조아라개업[상세]|101호 (일직동)|||91604
류지혜개업[상세]||||변호사|031-881-1102|경기 여주시 현암로 29-5||||||||류지혜개업[상세]|103호 (현암동,광산빌딩)|||91604
김상희||||변호사||||||||||김상희||||91604
정혜진개업[상세]||||변호사|031-548-0196|경기 수원시 팔달구 중부대로223번길 4||||||||정혜진개업[상세]|301호 (우만동,상록블루하우스)|||91604
노제설개업[상세]||||변호사|031-214-9900|경기 수원시 영통구 동수원로 545||||||||노제설개업[상세]|302호 (원천동,화산빌딩)|||91604
안유세개업[상세]||||변호사|031-744-4596|경기 성남시 수정구 산성대로 447-1||||||||안유세개업[상세]|(단대동) 3층|||91604
최미현개업[상세]||||변호사|031-871-9400|경기 의정부시 녹양로34번길 12||||||||최미현개업[상세]|3층 (가능동,세광빌딩)|||91604
이원석개업[상세]||||변호사||경기 고양시 일산동구 중앙로 1191||||||||이원석개업[상세]|501호 502호 (장항동,굿모닝 법조타운I)|||91604
이석원개업[상세]||||변호사|031-729-0060|경기 성남시 분당구 새마을로 31||||||||이석원개업[상세]|(서현동) 4층|||91604
김근태개업[상세]||||변호사|031-214-9900|경기 수원시 영통구 동수원로 545||||||||김근태개업[상세]|302호 (원천동,화산빌딩)|||91604
모형관개업[상세]||||변호사|031-304-1110|경기 수원시 영통구 광교중앙로248번길 7-2||||||||모형관개업[상세]|A동 1002~3호 (하동,원희캐슬 광교)|||91604
이관규개업[상세]||||변호사|031-874-6225|경기 의정부시 녹양로18번길 47-8||||||||이관규개업[상세]|(가능동)|||91604
강성구개업[상세]||||변호사|031-878-0803|경기 의정부시 녹양로18번길 53-7||||||||강성구개업[상세]|(가능1동)|||91604
신광혜개업[상세]||||변호사|031-216-1555|경기 수원시 영통구 광교중앙로 244||||||||신광혜개업[상세]|302호 (하동)|||91604
이재민개업[상세]||||변호사||경기 안산시 단원구 광덕서로 66||||||||이재민개업[상세]|(고잔동,하눌빌딩) 201,202호 --|||91604
성효진개업[상세]||||변호사|032-321-3792|경기 부천시 원미구 상일호로 126||||||||성효진개업[상세]|506호 (상동,뉴법조타운)|||91604
정다운개업[상세]||||변호사|0319047890|경기 고양시 일산동구 장백로 212||||||||정다운개업[상세]|202호 (장항동,일산빌딩)|||91604
이정훈개업[상세]||||변호사|031-217-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||이정훈개업[상세]|B동 701호,702호 (하동,원희캐슬 광교)|||91604
유호석개업[상세]||||변호사|031-871-5900|경기 의정부시 녹양로34번길 36||||||||유호석개업[상세]|102,103호 (가능동,현도빌딩)|||91604
박상호개업[상세]||||변호사|031-212-5709|경기 수원시 영통구 월드컵로97번길 53-2||||||||박상호개업[상세]|101호,102호 (원천동)|||91604
김조영개업[상세]||||변호사|031-410-3883|경기 안산시 단원구 광덕대로 187||||||||김조영개업[상세]|(고잔동,장은타워) 311호|||91604
고석원개업[상세]||||변호사|031-907-1712|경기 고양시 일산동구 장백로 200||||||||고석원개업[상세]|(장항동,유국타워) 제101호|||91604
이원희개업[상세]||||변호사||경기 안산시 단원구 광덕서로 72||||||||이원희개업[상세]|401호 (고잔동,중앙법조빌딩)|||91604
박언지||||변호사||||||||||박언지||||91604
조세영개업[상세]||||변호사|031-475-2500|경기 안산시 광덕서로 68||||||||조세영개업[상세]|3층 (고잔동,삼영빌딩)|||91604
서정식개업[상세]||||변호사|031-546-8254|경기 수원시 영통구 동수원로 542-45||||||||서정식개업[상세]|1층 (원천동)|||91604
이정은||||변호사||||||||||이정은||||91604
김효령||||변호사||||||||||김효령||||91604
전은미개업[상세]||||변호사|031-305-0003|경기 수원시 영통구 동수원로 542-6||||||||전은미개업[상세]|302호 (원천동,마송빌딩)|||91604
장세윤개업[상세]||||변호사|031-486-6780|경기 안산시 단원구 광덕서로 66||||||||장세윤개업[상세]|(고잔동,하눌빌딩) 202호 부강법률사무소|||91604
김태종개업[상세]||||변호사|031-231-3553|경기 수원시 팔달구 경수대로 420||||||||김태종개업[상세]|(인계동,마라톤빌딩) 디에스디 삼호 (주)|||91604
이덕규개업[상세]||||변호사||경기 수원시 영통구 광교중앙로 244||||||||이덕규개업[상세]|(하동) 광교법조프라자 302호|||91604
조승우개업[상세]||||변호사|032-326-8070||경기 부천시 중동 1141-1|||||||조승우개업[상세]|(길주로 276) 무광오피스 905호|||91604
하지환개업[상세]||||변호사|031-735-8624|경기 성남시 중원구 산성대로 458||||||||하지환개업[상세]|3층 (금광동)|||91604
김정아개업[상세]||||변호사|031-877-5580|경기 의정부시 시민로 80||||||||김정아개업[상세]|(의정부동,센트럴타워) 417호|||91604
이필용개업[상세]||||변호사|031-8076-3360||경기 고양시 일산동구 장항동 891-4|||||||이필용개업[상세]|(보림빌딩6층)|||91604
서성민개업[상세]||||변호사|031-365-5777|경기 시흥시 중심상가로 178||||||||서성민개업[상세]|(정왕동,한라프라자) 202호|||91604
이성연개업[상세]||||변호사||경기 부천시 원미구 상일로 126||||||||이성연개업[상세]|704호 (상동,뉴법조타운)|||91604
박지훈개업[상세]||||변호사|031-217-8831|경기 수원시 영통구 동수원로 543||||||||박지훈개업[상세]|(원천동) 백궁빌딩 302호|||91604
박진우개업[상세]||||변호사|031-546-8254|경기 수원시 영통구 동수원로 542-45||||||||박진우개업[상세]|1층 (원천동)|||91604
박수빈개업[상세]||||변호사|031-411-7477|경기 안산시 단원구 광덕서로 86||||||||박수빈개업[상세]|(고잔동,안산법조타운) 제 209-2호|||91604
이화영개업[상세]||||변호사||경기 의정부시 녹양로 44||||||||이화영개업[상세]|401호 (가능동,삼형빌딩) 1877-6542|||91604
최철호개업[상세]||||변호사|031-658-6100|경기 평택시 평남로 1029-1||||||||최철호개업[상세]|(동삭동) SJ플라자 5층|||91604
진교식개업[상세]||||변호사|031-439-4700|경기 안산시 단원구 광덕서로 66||||||||진교식개업[상세]|301호,302호,303호 (고잔동,하눌빌딩)|||91604
이지영||||변호사||||||||||이지영||||91604
배소현개업[상세]||||변호사|031-211-2006|경기 수원시 영통구 광교중앙로266번길 30||||||||배소현개업[상세]|305호 (하동)|||91604
차재욱개업[상세]||||변호사|031-652-3344|경기 평택시 평남로 1041||||||||차재욱개업[상세]|2층 (동삭동,모세빌딩)|||91604
최선영개업[상세]||||변호사|031-213-0771|경기 수원시 영통구 광교중앙로248번길 40||||||||최선영개업[상세]|615호,616호 (하동)|||91604
오기환개업[상세]||||변호사|031-554-5488|경기 구리시 검배로 109||||||||오기환개업[상세]|(수택동,디앤디빌딩) 2층|||91604
박재홍||||변호사||||||||||박재홍||||91604
박경훈개업[상세]||||변호사|031-387-4925|경기 안산시 단원구 중앙대로 451||||||||박경훈개업[상세]|302호 (원곡동)|||91604
김욱동개업[상세]||||변호사|031-365-5530|경기 안산시 단원구 광덕서로 82||||||||김욱동개업[상세]|405호 (고잔동,한남법조타운)|||91604
김재희개업[상세]||||변호사|031-903-3002|경기 고양시 일산동구 장백로 212||||||||김재희개업[상세]|201호 (장항동,일산법조빌딩)|||91604
임영주개업[상세]||||변호사|031-548-0193|경기 수원시 영통구 법조로149번길 150||||||||임영주개업[상세]|(하동) 지연빌딩 5층 국선전담변호사사무실|||91604
박성민개업[상세]||||변호사|031-826-1424|경기 의정부시 녹양로18번길 35-18||||||||박성민개업[상세]|1층 (가능동)|||91604
한상준개업[상세]||||변호사|031-631-2505|경기 이천시 부악로 72-17||||||||한상준개업[상세]|B03,B04호 (증일동,시티프라자)|||91604
김태진개업[상세]||||변호사|031-628-6871|경기 성남시 분당구 대왕판교로 670||||||||김태진개업[상세]|(삼평동,유스페이스2) A동 306호|||91604
이승미개업[상세]||||변호사|031-548-2906|경기 수원시 영통구 광교중앙로25번길 72||||||||이승미개업[상세]|(원천동) 1층|||91604
김준성개업[상세]||||변호사|031-215-4456|경기 수원시 영통구 광교중앙로266번길 22||||||||김준성개업[상세]|4층 (하동,광교법조프라자 4층)|||91604
장유리||||변호사||||||||||장유리||||91604
신덕범||||변호사||||||||||신덕범||||91604
임재빈개업[상세]||||변호사|031-244-1040|경기 수원시 팔달구 인계로 123||||||||임재빈개업[상세]|3층 (인계동,KBS수원방송센타)|||91604
최효선||||변호사||||||||||최효선||||91604
김명주개업[상세]||||변호사|031-896-9955|경기 용인시 수지구 포은대로 441||||||||김명주개업[상세]|(풍덕천동) 성지빌딩 4층 16835|||91604
박성근||||변호사||||||||||박성근||||91604
박리나개업[상세]||||변호사|031-903-5300||경기 고양시 일산동구 장항동 891-3|||||||박리나개업[상세]|(이지로빌딩403호)|||91604
한성훈||||변호사||||||||||한성훈||||91604
이선형개업[상세]||||변호사|031-735-8624|경기 성남시 중원구 산성대로 458||||||||이선형개업[상세]|3층 (금광동)|||91604
서동엽개업[상세]||||변호사|031-555-7171|경기 남양주시 경춘로 466-1||||||||서동엽개업[상세]|4층 (지금동,미금농협도농지점)|||91604
임재훈개업[상세]||||변호사|031-732-7872||경기 성남시 중원구 금광동 4713|||||||임재훈개업[상세]|(6층)|||91604
유희곤개업[상세]||||변호사|031-796-2277|경기 하남시 대청로22번길 17||||||||유희곤개업[상세]|수협마트 신장점 2층 203호 (신장동)|||91604
박혜란개업[상세]||||변호사|031-872-5777|경기 의정부시 녹양로 20||||||||박혜란개업[상세]|(가능동) 2층|||91604
김소영개업[상세]||||변호사|031-8009-0411|경기 수원시 영통구 광교중앙로248번길 7-2||||||||김소영개업[상세]|(하동,원희캐슬 광교) 원희캐슬 B동 10층 1012-2|||91604
최수남개업[상세]||||변호사|031-932-0030|경기 고양시 일산동구 장백로 208||||||||최수남개업[상세]|601호,602호,603호 (장항동,성암빌딩)|||91604
장태화개업[상세]||||변호사|0314394700|경기 안산시 단원구 광덕서로 66||||||||장태화개업[상세]|301호,302호,303호 (고잔동,하눌빌딩)|||91604
김범구개업[상세]||||변호사|02-897-1996|경기 광명시 오리로 643||||||||김범구개업[상세]|(하안동,석산빌딩) 404-1호|||91604
전승진개업[상세]||||변호사|031-441-2727||경기 안양시 동안구 관양동 1597|||||||전승진개업[상세]|(평촌한양월드빌301호)|||91604
이석우개업[상세]||||변호사|031-698-3335|경기 성남시 수정구 단대로 3||||||||이석우개업[상세]|2층 (단대동)|||91604
김기백개업[상세]||||변호사|031-905-9197|경기 고양시 일산동구 장백로 204||||||||김기백개업[상세]|501호 (장항동,보림빌딩)|||91604
권혁도개업[상세]||||변호사|031-8043-5564|경기 화성시 동탄지성로 210||||||||권혁도개업[상세]|(능동) 능동 468-2|||91604
오진영개업[상세]||||변호사|031-653-8100|경기 평택시 평남로 1031||||||||오진영개업[상세]|(동삭동) 3층|||91604
송종욱개업[상세]||||변호사|031-357-5757|경기 화성시 남양읍 역골중앙로 2||||||||송종욱개업[상세]|301호 (남양리,역곡마루빌딩)|||91604
김나영||||변호사||||||||||김나영||||91604
김태규||||변호사||||||||||김태규||||91604
김은영개업[상세]||||변호사|031-872-0008|경기 의정부시 녹양로 42||||||||김은영개업[상세]|(가능동) 1층|||91604
오승목개업[상세]||||변호사|031-216-1500|경기 수원시 영통구 광교중앙로248번길 7-2||||||||오승목개업[상세]|A동 403호 (하동,원희캐슬광교)|||91604
양승철개업[상세]||||변호사|031-216-2400|경기 수원시 영통구 광교중앙로248번길 40||||||||양승철개업[상세]|611호 (하동,광교스마트법조프라자)|||91604
엄대용개업[상세]||||변호사||경기 수원시 영통구 도청로89번길 30||||||||엄대용개업[상세]|(이의동,이루리타워) 7층 한국소비자원 경기지원 --|||91604
이진우개업[상세]||||변호사|031-908-0076|경기 고양시 일산동구 중앙로 1197||||||||이진우개업[상세]|802호 (장항동,형지제3빌딩)|||91604
신장식개업[상세]||||변호사|031--382-6262|경기 안양시 동안구 관악대로 298||||||||신장식개업[상세]|(관양동,도명빌딩) 4층|||91604
김정현||||변호사||||||||||김정현||||91604
류민옥개업[상세]||||변호사|031-214-0900|경기 수원시 영통구 매봉로 47||||||||류민옥개업[상세]|(매탄동,남부빌딩) 201호|||91604
이해기개업[상세]||||변호사|031-305-0002||경기 수원시 영통구 원천동 90-14|||||||이해기개업[상세]|(미송빌딩302호)|||91604
이준상개업[상세]||||변호사|031-667-3324|경기 평택시 관광특구로 32||||||||이준상개업[상세]|2층 201로 202호 (서정동)|||91604
서효정개업[상세]||||변호사|031-548-2906|경기 수원시 영통구 광교중앙로25번길 72||||||||서효정개업[상세]|(원천동 ) 1층|||91604
강혜정||||변호사||||||||||강혜정||||91604
박영기개업[상세]||||변호사|032-217-3000|경기 부천시 상일로 126||||||||박영기개업[상세]|201호,206호,207호 (상동,뉴법조타운)|||91604
안미영개업[상세]||||변호사|031-558-7474|경기 남양주시 가운로1길 25||||||||안미영개업[상세]|304호 (가운동,수미소빌딩)|||91604
백진렬개업[상세]||||변호사|031-213-2005|경기 수원시 영통구 동수원로 545||||||||백진렬개업[상세]|403호 (원천동,화산빌딩)|||91604
지정은개업[상세]||||변호사|031-216-1399|경기 수원시 영통구 광교중앙로248번길 7-2||||||||지정은개업[상세]|701호,702호 (하동,원희캐슬 광교)|||91604
김수아개업[상세]||||변호사|031-548-0194|경기 수원시 팔달구 중부대로223번길 4||||||||김수아개업[상세]|301호 (우만동,블루하우스)|||91604
김학무개업[상세]||||변호사|032-288-2300|경기 부천시 상일로 126||||||||김학무개업[상세]|508호 (상동,뉴법조타운)|||91604
오민주개업[상세]||||변호사|031-475-2500||경기 안산시 단원구 고잔동 710-1|||||||오민주개업[상세]|(삼영빌딩3층)|||91604
추미희||||변호사||||||||||추미희||||91604
현진희개업[상세]||||변호사|031-365-4020|경기 수원시 영통구 광교중앙로248번길 107||||||||현진희개업[상세]|(하동) 유성법조프라자 301호|||91604
김동성개업[상세]||||변호사|031-214-1559||경기 수원시 영통구 매탄동 102-24|||||||김동성개업[상세]|(유진빌딩5층)|||91604
김태욱개업[상세]||||변호사|||경기 부천시 원미구 상동 402-1|||||||김태욱개업[상세]|(상동아크로텔214호) 1600-5694|||91604
최계숙개업[상세]||||변호사|031-405-1959||경기 안산시 단원구 고잔동 710-2|||||||최계숙개업[상세]|(하눌법조빌딩305호)|||91604
김준석개업[상세]||||변호사|031-551-8789|경기 남양주시 경춘로 466||||||||김준석개업[상세]|103호 (지금동,남경빌딩)|||91604
임태수개업[상세]||||변호사|031-306-2202|경기 수원시 영통구 광교중앙로266번길 22||||||||임태수개업[상세]|3층 (하동,광교법조프라자)|||91604
서수완개업[상세]||||변호사||경기 부천시 소향로 31||||||||서수완개업[상세]|604호 (상동,청죽타워빌딩)|||91604
이상혁개업[상세]||||변호사|031-901-8700|경기 고양시 일산동구 중앙로 1197||||||||이상혁개업[상세]|(장항동,형지 제3빌딩) 601호|||91604
정다훈개업[상세]||||변호사|032-325-1199|경기 부천시 상일로 126||||||||정다훈개업[상세]|(상동,뉴법조타운) 101호|||91604
김태민개업[상세]||||변호사|032-327-0087||경기 부천시 원미구 상동 402-1|||||||김태민개업[상세]|(상동아크로텔214호)|||91604
신창현개업[상세]||||변호사|031-349-2200|경기 안양시 동안구 시민대로 273||||||||신창현개업[상세]|318호 (관양동,효성인텔리안)|||91604
이재운개업[상세]||||변호사||경기 안양시 동안구 엘에스로 127||||||||이재운개업[상세]|16층 (호계동,LS타워),LS전선주식회사 2189-9141|||91604
손정윤개업[상세]||||변호사|032-327-0087||경기 부천시 원미구 상동 402-1|||||||손정윤개업[상세]|(상동아크로텔214호)|||91604
조경원개업[상세]||||변호사|031-877-2700|경기 의정부시 녹양로34번길 3||||||||조경원개업[상세]|(가능동) 3층|||91604
최성문개업[상세]||||변호사|031-829-1208|경기 의정부시 체육로 306-32||||||||최성문개업[상세]|504호 (녹양동,키움프라자)|||91604
손지훈개업[상세]||||변호사||경기 하남시 대청로22번길 17||||||||손지훈개업[상세]|302호 (신장동,국제주차빌딩)|||91604
윤유호개업[상세]||||변호사|031-732-7777||경기 성남시 수정구 단대동 69-3|||||||윤유호개업[상세]|(태영빌딩3층)|||91604
안현지개업[상세]||||변호사|031-405-1960|경기 안산시 단원구 광덕서로 66||||||||안현지개업[상세]|(고잔동,하눌빌딩) 305호 수원지방법원안산지원 국선전담변호사사무소|||91604
임일섭개업[상세]||||변호사|02-769-9930|경기 성남시 분당구 대왕판교로 (삼평동 , 유스페이스I A동) 660||||||||임일섭개업[상세]|5층|||91604
이승운개업[상세]||||변호사|031-251-8760|경기 수원시 팔달구 덕영대로 899||||||||이승운개업[상세]|(매산로1가,세진브론즈빌) 202호|||91604
김미현개업[상세]||||변호사|042-629-4235||경기 성남시 분당구 정자동 217|||||||김미현개업[상세]||||91604
박인영||||변호사||||||||||박인영||||91604
김예나개업[상세]||||변호사|031-217-9885|경기 용인시 수지구 광교중앙로 298||||||||김예나개업[상세]|(상현동) 902호|||91604
박종준개업[상세]||||변호사|031-349-2115|경기 안양시 동안구 부림로 156||||||||박종준개업[상세]|401호 (관양동,안양법조타운)|||91604
박진욱개업[상세]||||변호사|031-904-1400||경기 고양시 일산동구 장항동 892|||||||박진욱개업[상세]|(유국타워203호)|||91604
이미숙개업[상세]||||변호사|031-506-3322||경기 안산시 단원구 고잔동 707|||||||이미숙개업[상세]|(안산법조타운309호)|||91604
박현근개업[상세]||||변호사|031-823-5100|경기 의정부시 녹양로 41||||||||박현근개업[상세]|2층 (가능동)|||91604
최연석개업[상세]||||변호사|031-405-1959|경기 안산시 단원구 광덕서로 66||||||||최연석개업[상세]|(고잔동,하눌빌딩) 305호|||91604
이지영개업[상세]||||변호사|031-211-2006|경기 수원시 영통구 광교중앙로266번길 30||||||||이지영개업[상세]|305호 (하동)|||91604
전선애개업[상세]||||변호사|031-216-2003|경기 수원시 영통구 광교중앙로248번길 7-2||||||||전선애개업[상세]|(하동,원희캐슬 광교) A동 304호|||91604
박제헌개업[상세]||||변호사|031-216-3700|경기 수원시 영통구 광교중앙로266번길 30||||||||박제헌개업[상세]|601호 (하동,그랜드프라자)|||91604
장인영개업[상세]||||변호사|031-877-7106|경기 의정부시 녹양로 44||||||||장인영개업[상세]|(가능동) 삼형빌딩 202호|||91604
박도준||||변호사||||||||||박도준||||91604
변광호개업[상세]||||변호사|031-216-9988|경기 수원시 영통구 광교중앙로248번길 95-9||||||||변광호개업[상세]|6층 (하동,캡틴법조타운)|||91604
황지현||||변호사||||||||||황지현||||91604
이아람||||변호사||||||||||이아람||||91604
임윤상||||변호사||||||||||임윤상||||91604
김진오개업[상세]||||변호사|031-877-2300||경기 의정부시 가능동 367-2|||||||김진오개업[상세]|(삼형빌딩2층 201호)|||91604
마준개업[상세]||||변호사|031-907-5700|경기 고양시 일산동구 장백로 206||||||||마준개업[상세]|703-704호 (장항동,이지로빌딩)|||91604
이재열개업[상세]||||변호사|031-216-7057|경기 수원시 영통구 중부대로 317||||||||이재열개업[상세]|(원천동) 덕임빌딩 3층|||91604
원승연개업[상세]||||변호사|031-780-4460|경기 고양시 일산동구 경의로 149||||||||원승연개업[상세]|(백석동) 한국지역난방공사|||91604
정서연||||변호사||||||||||정서연||||91604
정은주개업[상세]||||변호사|031-217-3250|경기 수원시 영통구 동수원로 514||||||||정은주개업[상세]|3층,4층 (매탄동,세림빌딩)|||91604
김원아||||변호사||||||||||김원아||||91604
조규백개업[상세]||||변호사|032-323-9467|경기 부천시 상일로 126||||||||조규백개업[상세]|(상동,뉴법조타운) 602호|||91604
정이수개업[상세]||||변호사|031-928-5008|경기 의정부시 녹양로18번길 47-10||||||||정이수개업[상세]|1층,3층 (가능동)|||91604
강진개업[상세]||||변호사|031-692-4464|경기 평택시 평남로 1045||||||||강진개업[상세]|402호 (동삭동,손문빌딩)|||91604
한승일개업[상세]||||변호사|031-605-9991|경기 성남시 수정구 산성대로 445||||||||한승일개업[상세]|3층 (단대동)|||91604
곽선우개업[상세]||||변호사|031-475-7400|경기 안산시 단원구 광덕서로 68||||||||곽선우개업[상세]|204호,205호 (고잔동,삼영빌딩)|||91604
