##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@중한자동차서비스
신원CK모터스/북기은상정비|한국지엠동일산서비스|938975.6465382667|1967938.4285155945|중한자동차서비스|031-977-8779|경기도 고양시 일산동구 성현로 195||||||||신원CK모터스 북기은상정비 한국지엠동일산서비스||||160429
신원CK모터스/북기은상정비|대한자동차부분정비|924032.1148159902|1845543.2652497268|중한자동차서비스|041-632-7310|충청남도 홍성군 홍성읍 조양로85번길 183-7||||||||신원CK모터스 북기은상정비 대한자동차부분정비||||160429
신원CK모터스/북기은상정비|킴스오토|970625.9802878841|1862158.447881625|중한자동차서비스|1644-1689|충청남도 천안시 동남구 목천읍 천안대로 85||||||||신원CK모터스 북기은상정비 킴스오토||||160429
신원CK모터스/북기은상정비|선우자동차공업사검사소|1039802.3290872537|1928667.3743658205|중한자동차서비스|033-748-4777|강원도 원주시 정지길 242||||||||신원CK모터스 북기은상정비 선우자동차공업사검사소||||160429
신원CK모터스/북기은상정비|이천정비|997391.0465101469|1924557.303858181|중한자동차서비스|031-632-8255|경기도 이천시 백사면 이여로 260||||||||신원CK모터스 북기은상정비 이천정비||||160429
신원CK모터스/북기은상정비|제원공업사|1064549.2306183286|1902489.856994289|중한자동차서비스|043-642-6666|충청북도 제천시 강저로 7-12||||||||신원CK모터스 북기은상정비 제원공업사|(강제동)|||160429
신원CK모터스/북기은상정비|한국지엠목포서비스센타|901024.9504640573|1646136.6232833434|중한자동차서비스|061-282-8255|전라남도 목포시 삼각로43번길 16||||||||신원CK모터스 북기은상정비 한국지엠목포서비스센타||||160429
신원CK모터스/북기은상정비|신나라카독크|984367.1688980311|2020590.7320001125|중한자동차서비스|033-452-8811|강원도 철원군 갈말읍 태봉로 1524||||||||신원CK모터스 북기은상정비 신나라카독크||||160429
신원CK모터스/북기은상정비|부가소니코|958474.0874455348|1960678.6886557075|중한자동차서비스|02-900-0700|서울특별시 도봉구 우이천로 298-1||||||||신원CK모터스 북기은상정비 부가소니코|(쌍문동)|||160429
신원CK모터스/북기은상정비|왕성카서비스|950653.3084286565|1929570.6343872733|중한자동차서비스|031-456-3393|경기도 군포시 번영로609번길 10||||||||신원CK모터스 북기은상정비 왕성카서비스||||160429
신원CK모터스/북기은상정비|상무현대공업사|940742.6449877298|1683697.1507450754|중한자동차서비스|062-382-5147|광주광역시 서구 상무대로 790||||||||신원CK모터스 북기은상정비 상무현대공업사||||160429
신원CK모터스/북기은상정비|동양자동차정비공업사|945314.4140000422|1943700.0292319264|중한자동차서비스|02-837-7800|서울특별시 구로구 가마산로 167||||||||신원CK모터스 북기은상정비 동양자동차정비공업사||||160429
신원CK모터스/북기은상정비|삼진자동차공업|976703.6778349269|1933614.7786826068|중한자동차서비스|031-766-0187|경기도 광주시 장지9길 52||||||||신원CK모터스 북기은상정비 삼진자동차공업||||160429
신원CK모터스/북기은상정비|에이치쓰리모터스|940740.3729490971|1912047.9709268068|중한자동차서비스|031-356-8572|경기도 화성시 남양읍 역골동로36번길 58||||||||신원CK모터스 북기은상정비 에이치쓰리모터스||||160429
신원CK모터스/북기은상정비|최신자동차정비|1172670.4253741575|1779214.1812296193|중한자동차서비스|054-272-0433|경상북도 포항시 남구 동해안로 5922||||||||신원CK모터스 북기은상정비 최신자동차정비||||160429
신원CK모터스/북기은상정비|한국지엠/북대구서비스센터|1094802.9995888567|1766060.1624311567|중한자동차서비스|053-355-2960|대구광역시 서구 염색공단중앙로14길 23||||||||신원CK모터스 북기은상정비 한국지엠/북대구서비스센터||||160429
신원CK모터스/북기은상정비|카테크|1165260.91264393|1738684.5939578502|중한자동차서비스|052-900-5151|울산광역시 북구 농서로 259||||||||신원CK모터스 북기은상정비 카테크||||160429
신원CK모터스/북기은상정비|스피드자동차정비|1097678.303450769|1690932.0409099157|중한자동차서비스|055-246-2550|경상남도 창원시 마산합포구 북성로 16||||||||신원CK모터스 북기은상정비 스피드자동차정비||||160429
신원CK모터스/북기은상정비|명차정비|1091410.7187080532|1692454.2200456068|중한자동차서비스|055-232-5716|경상남도 창원시 마산회원구 내서읍 경남대로 820||||||||신원CK모터스 북기은상정비 명차정비|(삼계리)|||160429
신원CK모터스/북기은상정비|DK모터스|1007983.9481169232|1887926.3013672703|중한자동차서비스|043-883-5944|충청북도 음성군 금왕읍 무극로244번길 24||||||||신원CK모터스 북기은상정비 DK모터스|(무극리)|||160429
신원CK모터스/북기은상정비|스마트자동차공업사|976372.6239791752|1944161.3197165309|중한자동차서비스|031-793-9469|경기도 하남시 하남대로 234||||||||신원CK모터스 북기은상정비 스마트자동차공업사||||160429
신원CK모터스/북기은상정비|청지기자동차공업사|947803.8831801801|1942119.09872959|중한자동차서비스|02-851-2261|서울특별시 금천구 문성로 54||||||||신원CK모터스 북기은상정비 청지기자동차공업사|(독산동)|||160429
신원CK모터스/북기은상정비|호수카|963844.81247914|1944529.3961444404|중한자동차서비스|02-425-5211|서울특별시 송파구 백제고분로28길 41||||||||신원CK모터스 북기은상정비 호수카|(삼전동)|||160429
신원CK모터스/북기은상정비|현대오토프라자|946625.8064266588|1941121.4885722576|중한자동차서비스|02-838-3800|서울특별시 금천구 범안로21길 28||||||||신원CK모터스 북기은상정비 현대오토프라자|(독산동)|||160429
신원CK모터스/북기은상정비|정한공업사|960692.66124435|1972349.9384127501|중한자동차서비스|031-846-8223|경기도 의정부시 천보로 581||||||||신원CK모터스 북기은상정비 정한공업사|(금오동)|||160429
신원CK모터스/북기은상정비|한국지엠/서대구서비스센터|1093697.3619675548|1763799.546671085|중한자동차서비스|053-566-9988|대구광역시 서구 와룡로 376||||||||신원CK모터스 북기은상정비 한국지엠/서대구서비스센터|(중리동)|||160429
신원CK모터스/북기은상정비|백두자동차공업사|1090836.8927713234|2023026.9290705873|중한자동차서비스|033-637-7721|강원도 속초시 미시령로 3022||||||||신원CK모터스 북기은상정비 백두자동차공업사|(노학동)|||160429
신원CK모터스/북기은상정비|신우자동차정비|1089836.2787034514|1680756.607197503|중한자동차서비스|010-8787-7262|경상남도 창원시 마산합포구 진동면 진동사동로 17||||||||신원CK모터스 북기은상정비 신우자동차정비|(진동리)|||160429
신원CK모터스/북기은상정비|노원자동차마을|962548.6360576791|1962205.9252229566|중한자동차서비스|02-951-5376|서울특별시 노원구 덕릉로 682-1||||||||신원CK모터스 북기은상정비 노원자동차마을|(중계동)|||160429
신원CK모터스/북기은상정비|카123텍|928528.0886605268|1934592.7974246135|중한자동차서비스|032-822-2002|인천광역시 남동구 남동서로 202||||||||신원CK모터스 북기은상정비 카123텍||||160429
신원CK모터스/북기은상정비|우리공업사|1022453.850348819|1660099.952131034|중한자동차서비스|061-791-6666|전라남도 광양시 삼봉산로 11||||||||신원CK모터스 북기은상정비 우리공업사||||160429
신원CK모터스/북기은상정비|좋은차만들기(KTAMG)|991161.5801395467|1713949.041338337|중한자동차서비스|063-636-1342|전라북도 남원시 오들로 30||||||||신원CK모터스 북기은상정비 좋은차만들기(KTAMG)|(월락동)|||160429
신원CK모터스/북기은상정비|동부자동차공업사|1022076.8329208605|1988152.2370192744|중한자동차서비스|033-251-7795|강원도 춘천시 동면 공단로70번길 20-3||||||||신원CK모터스 북기은상정비 동부자동차공업사|(장학리)|||160429
신원CK모터스/북기은상정비|동신자동차공업|919248.6453552863|1815376.0647797156|중한자동차서비스|041-931-0303|충청남도 보령시 보령남로 142||||||||신원CK모터스 북기은상정비 동신자동차공업|(명천동)|||160429
신원CK모터스/북기은상정비|한양자동차공업사|907008.1664363826|1501874.211046867|중한자동차서비스|064-746-2236|제주특별자치도 제주시 용문로 26-3||||||||신원CK모터스 북기은상정비 한양자동차공업사|(용담이동)|||160429
신원CK모터스/북기은상정비|스피드메이트/침산점|1098175.8175454272|1767714.6383481342|중한자동차서비스|053-359-3828|대구광역시 북구 노원로 255||||||||신원CK모터스 북기은상정비 스피드메이트/침산점|(침산동)|||160429
신원CK모터스/북기은상정비|제일카마스타|1091140.65915061|1758110.1331558665|중한자동차서비스|053-639-4902|대구광역시 달서구 달서대로 80||||||||신원CK모터스 북기은상정비 제일카마스타|(유천동)|||160429
신원CK모터스/북기은상정비|현대드림모터스|950211.961511669|1931692.4716390278|중한자동차서비스|031-477-1111|경기도 안양시 만안구 시민대로 28||||||||신원CK모터스 북기은상정비 현대드림모터스|(안양동)|||160429
신원CK모터스/북기은상정비|동부자동차정비공업사|938914.7554604567|1854219.6963165565|중한자동차서비스|041-335-9911|충청남도 예산군 예산읍 예산산업단지로 8-7||||||||신원CK모터스 북기은상정비 동부자동차정비공업사|(주교리)|||160429
신원CK모터스/북기은상정비|코리언모터스|965851.6057582833|1758207.4327825566|중한자동차서비스|063-227-5089|전라북도 전주시 완산구 인정1길 17||||||||신원CK모터스 북기은상정비 코리언모터스|(중화산동2가)|||160429
신원CK모터스/북기은상정비|드림모터스|995205.8779693935|1845338.046219145|중한자동차서비스|043-234-5454|충청북도 청주시 서원구 2순환로1502번길 32||||||||신원CK모터스 북기은상정비 드림모터스|(성화동)|||160429
신원CK모터스/북기은상정비|평택렉카견인정비|943884.6681510212|1887667.7073669867|중한자동차서비스|031-682-8209|경기도 평택시 포승읍 포승향남로 110-3||||||||신원CK모터스 북기은상정비 평택렉카견인정비|(도곡리)|||160429
신원CK모터스/북기은상정비|진성자동차공업사|1006925.776646442|1810710.3401590288|중한자동차서비스|043-733-9567|충청북도 옥천군 옥천읍 문장로 132||||||||신원CK모터스 북기은상정비 진성자동차공업사|(장야리)|||160429
신원CK모터스/북기은상정비|팜모터스|935044.80241654|1937777.5140535668|중한자동차서비스|032-466-0333|인천광역시 남동구 음실서로 37||||||||신원CK모터스 북기은상정비 팜모터스|(운연동)|||160429
신원CK모터스/북기은상정비|해마루1급정비공장|1083295.3887770397|1793385.2210430414|중한자동차서비스|054-475-4255|경상북도 구미시 4공단로 79||||||||신원CK모터스 북기은상정비 해마루1급정비공장|1층 (구포동)|||160429
신원CK모터스/북기은상정비|신흥1급자동차/정비공업사|931322.5453454908|1927010.1405791678|중한자동차서비스|031-431-5577|경기도 시흥시 공단1대로195번길 10||||||||신원CK모터스 북기은상정비 신흥1급자동차/정비공업사|시화공단 2나 506|||160429
신원CK모터스/북기은상정비|장수모터스|1100016.1099919982|1691630.355354826|중한자동차서비스|055-221-4972|경상남도 창원시 마산회원구 봉암공단7길 23||||||||신원CK모터스 북기은상정비 장수모터스|(봉암동)|||160429
신원CK모터스/북기은상정비|오토피아자동차공업사|955854.5480007194|1977179.5627485896|중한자동차서비스|031-879-0220|경기도 양주시 백석읍 중앙로 117||||||||신원CK모터스 북기은상정비 오토피아자동차공업사||||160429
신원CK모터스/북기은상정비|태영카광택|1103682.7579195434|1696276.90746662|중한자동차서비스|055-273-3536|경상남도 창원시 의창구 도계로 94||||||||신원CK모터스 북기은상정비 태영카광택|(도계동)|||160429
신원CK모터스/북기은상정비|쌍봉자동차정비공업사|1015006.9010308823|1640853.2367802316|중한자동차서비스|061-682-5356|전라남도 여수시 거북선공원1길 17-9||||||||신원CK모터스 북기은상정비 쌍봉자동차정비공업사|(학동)|||160429
신원CK모터스/북기은상정비|애니카랜드/채운점|921323.6805889783|1876841.3837262727|중한자동차서비스|041-352-0292|충청남도 당진시 역천로 843||||||||신원CK모터스 북기은상정비 애니카랜드/채운점|(채운동)|||160429
신원CK모터스/북기은상정비|모터피아자동차정비|1155672.1517411452|1762955.857345425|중한자동차서비스|054-775-8487|경상북도 경주시 양정로 203||||||||신원CK모터스 북기은상정비 모터피아자동차정비|(동천동)|||160429
신원CK모터스/북기은상정비|신라1급자동차정비|1150375.5969856957|1761621.702237977|중한자동차서비스|054-773-5555|경상북도 경주시 태종로 293||||||||신원CK모터스 북기은상정비 신라1급자동차정비|(충효동)|||160429
신원CK모터스/북기은상정비|영남정비|1172499.602681196|1779471.7597356508|중한자동차서비스|054-292-3000|경상북도 포항시 남구 청림서길10번길 17||||||||신원CK모터스 북기은상정비 영남정비|(청림동)|||160429
