##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@K2
K2|대구수성MS(복합)점|128.6395256|35.8592735|K2|053-742-5572|대구광역시 수성구 달구벌대로 2531||||||||K2 대구수성MS(복합)점|(범어동)|||91001
K2|대구광장복합점|128.549519|35.8552388|K2|053-552-7275|대구광역시 서구 달구벌대로 1681||||||||K2 대구광장복합점|(내당동) 1층|||91001
K2|칠곡MS점|128.5480032|35.9282132|K2|053-325-7855|대구광역시 북구 칠곡중앙대로 366||||||||K2 칠곡MS점|(태전동)|||91001
K2|롯데대구역점|128.5947031|35.8762175|K2|053-660-3525|대구광역시 북구 태평로 161||||||||K2 롯데대구역점|(칠성동2가) 롯데백화점 7층|||91001
K2|롯데이시아폴리스점|128.6373536|35.9215607|K2|053-945-2609|대구광역시 동구 팔공로49길 16||||||||K2 롯데이시아폴리스점|(봉무동)|||91001
K2|롯데아울렛 대구율하점|128.6933536|35.8684187|K2|053-960-2752|대구광역시 동구 안심로 80||||||||K2 롯데아울렛 대구율하점|(율하동)|||91001
K2|달성군청MS점|128.4271424|35.7776251|K2|053-616-6336|대구광역시 달성군 논공읍 비슬로 1853||||||||K2 달성군청MS점||||91001
K2|반야월MS점|128.7241394|35.8689155|K2|053-961-5117|대구광역시 동구 신서로 10||||||||K2 반야월MS점|(신서동)|||91001
K2|팔공산(복합)점|128.6407887|35.9273375|K2|053-985-8020|대구광역시 동구 팔공로 317||||||||K2 팔공산(복합)점|(봉무동)|||91001
K2|롯데상인점|128.5392488|35.8189892|K2|053-258-3568|대구광역시 달서구 월배로 232||||||||K2 롯데상인점|(상인동)|||91001
K2|대구성서(복합)점|128.4913784|35.8404027|K2|053-586-3636|대구광역시 달서구 달서대로 459||||||||K2 대구성서(복합)점|(호산동)|||91001
K2|대구월배MS점|128.5281245|35.8148524|K2|053-635-7338|대구광역시 달서구 월배로 126||||||||K2 대구월배MS점|(진천동)|||91001
K2|대구서부정류장MS점|128.5532585|35.8365772|K2|053-628-7373|대구광역시 달서구 구마로 234||||||||K2 대구서부정류장MS점|(송현동)|||91001
K2|신세계광주점|126.8801435|35.1603056|K2|062-360-1345|광주광역시 서구 무진대로 932||||||||K2 신세계광주점|(광천동) 신세계백화점 6층|||91001
K2|롯데아울렛월드컵점|126.8772601|35.1333466|K2|062-606-2931|광주광역시 서구 금화로 278||||||||K2 롯데아울렛월드컵점|(풍암동)|||91001
K2|광주용봉MS점|126.8980007|35.1816659|K2|062-522-7020|광주광역시 북구 설죽로 247||||||||K2 광주용봉MS점|(용봉동)|||91001
K2|무등산(복합)점|126.9557419|35.1336736|K2|062-234-8611|광주광역시 동구 증심사길 177||||||||K2 무등산(복합)점|(운림동) 상가 2-1 블록|||91001
K2|플라이워크 롯데광주점|126.9120551|35.1548262|K2|062-221-1678|광주광역시 동구 독립로 268||||||||K2 플라이워크 롯데광주점|(대인동) 롯데백화점 6층|||91001
K2|롯데광주점|126.9120675|35.1548216|K2|062-221-1678|광주광역시 동구 독립로 268||||||||K2 롯데광주점|(대인동) 롯데백화점 6층|||91001
K2|롯데아울렛수완점|126.8194013|35.1883153|K2|062-616-2202|광주광역시 광산구 장신로 98||||||||K2 롯데아울렛수완점|(장덕동)|||91001
K2|광주첨단점|126.845048|35.2182361|K2|062-954-3080|광주광역시 광산구 임방울대로 791||||||||K2 광주첨단점|(쌍암동)|||91001
K2|광주흑석MS점|126.8076941|35.1797572|K2|062-953-6717|광주광역시 광산구 사암로 395||||||||K2 광주흑석MS점|(하남동)|||91001
K2|롯데포항점|129.369504|36.0496393|K2|054-230-1548|경상북도 포항시 북구 학산로 62||||||||K2 롯데포항점|롯데백화점 5층|||91001
K2|포항양덕MS점|129.3964357|36.0853221|K2|054-246-3590|경상북도 포항시 북구 천마로 97||||||||K2 포항양덕MS점|(양덕동)|||91001
K2|포항MS점|129.365971|36.0403807|K2|054-246-6376|경상북도 포항시 북구 중앙상가길 65||||||||K2 포항MS점|(신흥동) 1층|||91001
K2|포항오광장MS(복합)점|129.3592137|36.0190224|K2|054-273-5959|경상북도 포항시 남구 포스코대로 323||||||||K2 포항오광장MS(복합)점|(상도동)|||91001
K2|동명(복합)점|128.5556326|35.9797097|K2|054-976-7855|경상북도 칠곡군 동명면 경상북도대로 208-9||||||||K2 동명(복합)점||||91001
K2|영천점|128.8923694|35.9383081|K2|054-333-9997|경북 영천시 금호읍 금호로 302||||||||K2 영천점||||91001
K2|영주MS점|128.6217164|36.8240842|K2|054-638-8333|경상북도 영주시 구성로 367||||||||K2 영주MS점|(영주동)|||91001
K2|안동MS점|128.7295446|36.56421|K2|054-854-1333|경상북도 안동시 남문로 11||||||||K2 안동MS점||||91001
K2|상주MS점|128.1601309|36.4154718|K2|054-534-8282|경상북도 상주시 중앙로 198-1||||||||K2 상주MS점|(남성동)|||91001
K2|동김천MS점|128.1539018|36.1157568|K2|054-439-3088|경상북도 김천시 영남대로 2064||||||||K2 동김천MS점|(덕곡동)|||91001
K2|구미복합점|128.3365238|36.1269084|K2|054-452-6482|경상북도 구미시 구미중앙로 131||||||||K2 구미복합점|(원평동)|||91001
K2|구미인동MS점|128.4178706|36.1095652|K2|054-475-1200|경상북도 구미시 삼일로 52||||||||K2 구미인동MS점|(황상동)|||91001
K2|경주역MS점|129.2147622|35.8442692|K2|054-773-5080|경상북도 경주시 화랑로 128||||||||K2 경주역MS점|(황오동)|||91001
K2|경주모다MS점|129.24437345|35.91649504|K2|054-620-7668|경상북도 경주시 천북면 산업로 4938||||||||K2 경주모다MS점||||91001
K2|경산MS(복합)점|128.734352|35.8335237|K2|053-816-5117|경상북도 경산시 대학로 106||||||||K2 경산MS(복합)점|(중방동)|||91001
K2|통영점|128.4281233|34.8573065|K2|055-644-0567|경상남도 통영시 중앙로 301||||||||K2 통영점|(북신동) 화룡빌딩 1층|||91001
K2|창원대동점|128.6884858|35.2194866|K2|055-212-8932|경상남도 창원시 성산구 원이대로 730||||||||K2 창원대동점|(상남동) 대동백화점 3층|||91001
K2|롯데창원점|128.6819083|35.224564|K2|055-279-3495|경상남도 창원시 성산구 중앙대로 124||||||||K2 롯데창원점|(상남동) 롯데백화점 5층|||91001
K2|마산중리MS점|128.5179156|35.2492414|K2|055-244-8611|경상남도 창원시 마산회원구 내서읍 함마대로 2800||||||||K2 마산중리MS점||||91001
K2|마산합성MS(복합)점|128.5863151|35.2441127|K2|055-255-8611|경상남도 창원시 마산회원구 3·15대로 815||||||||K2 마산합성MS(복합)점|(합성동)|||91001
K2|롯데마산점|128.5733964|35.2014427|K2|055-240-5482|경상남도 창원시 마산합포구 동서동로 18||||||||K2 롯데마산점|(신포동2가) 4층|||91001
K2|신세계마산점|128.5863602|35.2196177|K2|055-240-1516|경상남도 창원시 마산합포구 합포로 251||||||||K2 신세계마산점|(산호동) 신세계백화점 6층|||91001
K2|신마산복합점|128.561005|35.1804687|K2|055-244-9292|경상남도 창원시 마산합포구 해안대로 19||||||||K2 신마산복합점|(해운동)|||91001
K2|갤러리아진주점|128.0823404|35.1966926|K2|055-791-1433|경상남도 진주시 진주대로 1095||||||||K2 갤러리아진주점|(평안동) 갤러리아백화점 4층|||91001
K2|진주모다MS점|128.0983236|35.1305713|K2|055-923-1700|경상남도 진주시 정촌면 삼일로105번길 15||||||||K2 진주모다MS점|E-2동|||91001
K2|진주시청MS점|128.1055111|35.1796496|K2|055-757-7178|경상남도 진주시 동진로 131||||||||K2 진주시청MS점|(상대동)|||91001
K2|양산서창(복합)점|129.1684143|35.4151558|K2|055-383-4239|경상남도 양산시 삼호1길 57||||||||K2 양산서창(복합)점|(삼호동)|||91001
K2|진영MS(복합)점|128.7244603|35.3195131|K2|055-345-2022|경상남도 김해시 진영읍 진산대로 165||||||||K2 진영MS(복합)점||||91001
K2|롯데아울렛김해점|128.8303589|35.1851845|K2|055-900-2527|경상남도 김해시 장유로 469||||||||K2 롯데아울렛김해점|(신문동) 롯데아울렛 1B4L A-206|||91001
K2|서김해(복합)점|128.841187|35.2058131|K2|055-328-5989|경상남도 김해시 금관대로 858||||||||K2 서김해(복합)점|(명법동)|||91001
K2|김해(복합)점|128.8817552|35.2315482|K2|055-334-9182|경상남도 김해시 가락로 57||||||||K2 김해(복합)점|(부원동)|||91001
K2|거창MS점|127.9125041|35.6872364|K2|055-943-9920|경상남도 거창군 거창읍 중앙로 131-5||||||||K2 거창MS점||||91001
K2|거제옥포점|128.6920559|34.8934587|K2|055-688-0990|경상남도 거제시 옥포대첩로 40||||||||K2 거제옥포점||||91001
K2|거제MS점|128.6225005|34.8900518|K2|055-636-3626|경상남도 거제시 거제중앙로 1928||||||||K2 거제MS점|(고현동)|||91001
K2|봉담(복합)점|126.941346|37.2003741|K2|031-227-2132|경기도 화성시 봉담읍 능산길 45-32||||||||K2 봉담(복합)점|트레보시티 2층|||91001
K2|화성(남양)MS점|126.8399533|37.2219044|K2|031-355-0205|경기도 화성시 남양읍 화성로 1446||||||||K2 화성(남양)MS점|112~114호|||91001
K2|검단산MS점|127.2284776|37.533744|K2|031-794-9396|경기도 하남시 검단산로 218번길 21||||||||K2 검단산MS점|(창우동)|||91001
K2|포천송우(복합)점|127.1353123|37.8124367|K2|031-544-8611||경기도 포천시 소홀읍 이동교리 74-1|||||||K2 포천송우(복합)점||||91001
K2|AK평택점|127.0853084|36.9906616|K2|031-646-6511|경기도 평택시 평택로 51||||||||K2 AK평택점|(평택동)|||91001
K2|서평택MS점|126.9581756|37.0007913|K2|031-684-7177|경기도 평택시 안중읍 서동대로 1912||||||||K2 서평택MS점|A동|||91001
K2|평택소사벌MS점|127.119553|37.020042|K2|031-655-1288||경기도 평택시 청룡동 397-5|||||||K2 평택소사벌MS점||||91001
K2|평택MS점|127.0694698|37.0331195|K2|031-657-5359|경기도 평택시 경기도대로 951||||||||K2 평택MS점|(장당동)|||91001
K2|롯데아울렛파주점|126.6927242|37.718839|K2|031-960-2710|경기도 파주시 회동길 390||||||||K2 롯데아울렛파주점|롯데프리미엄아울렛파주점 2F|||91001
K2|신세계사이먼 파주점|126.6962862|37.769539|K2|031-8071-7314|경기도 파주시 탄현면 필승로 200||||||||K2 신세계사이먼 파주점|978-A,B호|||91001
K2|롯데아울렛이천점|127.3990223|37.2424415|K2|031-887-4751|경기도 이천시 호법면 프리미엄아울렛로 177-74||||||||K2 롯데아울렛이천점|롯데프리미엄아울렛 이천점 청자동 1층|||91001
K2|덕평상설점|127.388881|37.2406276|K2|031-638-8231|경기도 이천시 마장면 덕이로 154번길 287-76||||||||K2 덕평상설점|덕평자연휴게소 내|||91001
K2|이천MS점|127.4406224|37.2759705|K2|031-636-6799|경기도 이천시 경충대로 2632||||||||K2 이천MS점|(중리동)|||91001
K2|신세계의정부점|127.0458369|37.7379327|K2|031-8082-0655|경기도 의정부시 평화로 525||||||||K2 신세계의정부점|(의정부동)|||91001
K2|용인MS점|127.1923511|37.2357454|K2|031-336-2992|경기도 용인시 처인구 중부대로 1327||||||||K2 용인MS점|(역북동)|||91001
K2|신세계경기도점|127.1081209|37.325024|K2|031-695-1883|경기도 용인시 수지구 포은대로 536||||||||K2 신세계경기도점|(죽전동) 신세계백화점 6층|||91001
K2|죽전(복합)점|127.1085905|37.3296715|K2|031-266-5914|경기도 용인시 수지구 용구대로 2729-1||||||||K2 죽전(복합)점|(죽전동) 범한상가 2층|||91001
K2|수원원천MS점|127.071151|37.2676965|K2|031-212-3339|경기도 용인시 기흥구 중부대로 22||||||||K2 수원원천MS점|(영덕동)|||91001
K2|신세계사이먼여주점|127.6124838|37.2412687|K2|031-8087-2601|경기도 여주시 명품로 360||||||||K2 신세계사이먼여주점|(상거동) 여주프리미엄아울렛|||91001
K2|오산MS점|127.073806|37.1449511|K2|031-374-2457|경기도 오산시 경기도대로 226||||||||K2 오산MS점|(원동)|||91001
K2|여주MS점|127.6159693|37.2415893|K2|031-884-2375|경기도 여주시 명품로 316-5||||||||K2 여주MS점|(상거동) 2동 104,105호|||91001
K2|양주MS점|127.05237|37.8313413|K2|031-894-2711|경기도 양주시 평화로 1593||||||||K2 양주MS점|(회정동) (주)LF스퀘어 3층|||91001
K2|안양1번가점|126.9232801|37.3970622|K2|031-443-5454|경기도 안양시 만안구 안양로 272||||||||K2 안양1번가점|(안양동)|||91001
K2|2001아울렛안양점|126.922664|37.3967807|K2|031-445-1432|경기도 안양시 만안구 안양로 275||||||||K2 2001아울렛안양점|(안양동) 2001아울렛 3층|||91001
K2|롯데안양점|126.9200751|37.405057|K2|031-463-2571|경기도 안양시 만안구 만안로 244||||||||K2 롯데안양점|(안양동) 롯데백화점 5층|||91001
K2|롯데평촌점|126.9504775|37.3902497|K2|031-8086-9487|경기도 안양시 동안구 시민대로 180||||||||K2 롯데평촌점|(호계동) 롯데백화점 4층|||91001
K2|안성MS점|127.1900139|37.0071012|K2|031-618-3542|경기도 안성시 공도읍 서동대로 4391||||||||K2 안성MS점||||91001
K2|롯데안산점|126.8345016|37.3180013|K2|031-412-7890|경기도 안산시 단원구 고잔1길 12||||||||K2 롯데안산점|(고잔동 롯데백화점) 4층|||91001
K2|삼척점|129.1638256|37.4420708|K2|033-573-4322|강원도 삼척시 진주로 15||||||||K2 삼척점|(남양동)|||91001
K2|시흥MS점|126.7921729|37.4512806|K2|031-311-3888|경기도 시흥시 서해안로 1665||||||||K2 시흥MS점|(대야동)|||91001
K2|북수원(복합)점|127.0037844|37.3045576|K2|031-253-3377|경기도 수원시 장안구 경수대로 979||||||||K2 북수원(복합)점|(송죽동) 104호,204호|||91001
K2|갤러리아수원점|127.0322303|37.2609578|K2|031-221-4540|경기도 수원시 팔달구 효원로 282||||||||K2 갤러리아수원점|(인계동) 갤러리아 백화점 5층|||91001
K2|AK수원점|126.9998885|37.2661513|K2|031-240-0566|경기도 수원시 팔달구 덕영대로 924||||||||K2 AK수원점|(매산로1가) AK플라자 4층|||91001
K2|수원영통MS점|127.0599522|37.2451316|K2|031-204-0102|경기도 수원시 영통구 덕영대로1556번길 16||||||||K2 수원영통MS점|(영통동) 디지털엠파이어빌딩 E동 127호|||91001
K2|롯데아울렛 광교점|127.0559172|37.2861928|K2|031-8064-2207|경기도 수원시 영통구 도청로 10||||||||K2 롯데아울렛 광교점|(이의동)|||91001
K2|롯데수원점|126.9977169|37.2651943|K2|031-8066-0563|경기도 수원시 권선구 세화로 134||||||||K2 롯데수원점|(서둔동) 롯데백화점|||91001
K2|서수원(복합)점|126.9686744|37.2861369|K2|031-293-1880|경기도 수원시 권선구 수인로 334||||||||K2 서수원(복합)점|(구운동)|||91001
K2|성남(남한산성)MS점|127.1701713|37.462994|K2|031-744-4466|경기도 성남시 중원구 산성대로 606||||||||K2 성남(남한산성)MS점|(은행동)|||91001
K2|NC수원터미널점|127.0208724|37.2504676|K2|031-8065-3831|경기도 수원시 권선구 경수대로 270||||||||K2 NC수원터미널점|(권선동 할인점동) 3층|||91001
K2|성남태평역점|127.1277227|37.441796|K2|031-751-4145|경기도 성남시 수정구 성남대로 1254-1||||||||K2 성남태평역점|(태평동) 1층|||91001
K2|세이브존성남점|127.1533669|37.4439962|K2|031-730-2151|경기도 성남시 수정구 산성대로 337||||||||K2 세이브존성남점|(신흥동)|||91001
K2|롯데분당점|127.1143006|37.3784677|K2|031-738-2530|경기도 성남시 분당구 황새울로200번길 45||||||||K2 롯데분당점|(수내동) 롯데백화점 4층|||91001
K2|AK분당점|127.1233526|37.3850566|K2|031-707-9835|경기도 성남시 분당구 황새울로360번길 42||||||||K2 AK분당점|(서현동) AK플라자 4층|||91001
K2|현대판교점|127.1120679|37.3927741|K2|031-5170-1754|경기도 성남시 분당구 판교역로 146번길 20||||||||K2 현대판교점|현대백화점 7층|||91001
K2|2001아울렛분당점|127.1072927|37.3492866|K2|031-786-2805|경기도 성남시 분당구 미금일로154번길 20||||||||K2 2001아울렛분당점|(구미동) 2001아울렛 4층|||91001
K2|롯데중동점|126.7752255|37.502582|K2|032-320-7470|경기도 부천시 원미구 길주로 300||||||||K2 롯데중동점|(중동) 롯데백화점 7층|||91001
K2|현대중동점|126.7621634|37.5042931|K2|032-623-2695|경기도 부천시 원미구 길주로 180||||||||K2 현대중동점|(중동) 현대백화점 6층|||91001
K2|삼패사거리MS점|127.1967784|37.5936596|K2|031-521-0012|경기도 남양주시 경강로 356||||||||K2 삼패사거리MS점|(삼패동)|||91001
K2|현대아울렛김포점|126.7835765|37.5979699|K2|031-8048-2321|경기도 김포시 고촌읍 아라육로230번길 56||||||||K2 현대아울렛김포점||||91001
K2|김포MS점|126.6569991|37.662492|K2|031-984-7386|경기도 김포시 양촌읍 김포대로 1623||||||||K2 김포MS점||||91001
K2|현대프리미엄아울렛 김포점|126.7839402|37.5979148|K2|031-8048-2321|경기도 김포시 고촌읍 아라육로230번길 56||||||||K2 현대프리미엄아울렛 김포점|2층|||91001
K2|롯데아울렛 구리점|127.1405743|37.6119381|K2|031-8034-2428|경기도 구리시 동구릉로136번길 47||||||||K2 롯데아울렛 구리점|(인창동) 롯데아울렛 구리점 4층|||91001
K2|롯데구리점|127.1440295|37.6027954|K2|031-550-7558|경기도 구리시 경춘로 261||||||||K2 롯데구리점|(인창동) 롯데백화점 4층|||91001
K2|경기광주점|127.2596882|37.4115537|K2|031-761-6547|경기도 광주시 광주대로55번길 5||||||||K2 경기광주점|(경안동)|||91001
K2|롯데아울렛광명점|126.8843778|37.423173|K2|02-6226-2415|경기도 광명시 일직로 17||||||||K2 롯데아울렛광명점|(일직동) 롯데아울렛 광명점 4층|||91001
K2|일산덕이(복합)점|126.7583665|37.6928653|K2|031-919-3828|경기도 고양시 일산서구 탄중로 119||||||||K2 일산덕이(복합)점|(덕이동)|||91001
K2|현대킨텍스점|126.7515052|37.6679169|K2|031-822-3684|경기도 고양시 일산서구 호수로 817||||||||K2 현대킨텍스점|(대화동)|||91001
K2|롯데일산점|126.7720091|37.6606899|K2|031-909-3647|경기도 고양시 일산동구 중앙로 1283||||||||K2 롯데일산점|(장항동) 롯데백화점 7층|||91001
K2|롯데아울렛 고양터미널점|126.789729|37.6432591|K2|031-936-3704|경기도 고양시 일산동구 중앙로 1036||||||||K2 롯데아울렛 고양터미널점|(백석동)|||91001
K2|벽제MS점|126.9050485|37.7031275|K2|031-962-3777|경기도 고양시 덕양구 호국로 1702||||||||K2 벽제MS점|(벽제동)|||91001
K2|세이브존 화정점|126.8314181|37.6343132|K2|031-938-7845|경기도 고양시 덕양구 화정로 52||||||||K2 세이브존 화정점|(화정동) 세이브존|||91001
K2|태백MS점|128.9900456|37.1742188|K2|033-553-3399|강원도 태백시 황지로 181||||||||K2 태백MS점|(황지동)|||91001
K2|춘천MS(복합)점|127.7293224|37.8790438|K2|033-242-9808|강원도 춘천시 금강로 71||||||||K2 춘천MS(복합)점|(조양동)|||91001
K2|춘천온의MS점|127.7203173|37.8652195|K2|033-243-9808|강원도 춘천시 경춘로 2369||||||||K2 춘천온의MS점|(온의동)|||91001
K2|원주중앙MS점|127.95048|37.3494104|K2|033-743-2498|강원도 원주시 원일로 94||||||||K2 원주중앙MS점|(중앙동)|||91001
K2|AK원주점|127.9276809|37.3456523|K2|033-811-5924|강원도 원주시 봉화로 1||||||||K2 AK원주점|(단계동) AK플라자|||91001
K2|강릉경포(복합)점|128.8720354|37.785962|K2|033-644-1007|강원도 강릉시 동해대로 3313||||||||K2 강릉경포(복합)점|(죽헌동)|||91001
K2|동해MS점|129.1099695|37.5240229|K2|033-531-3356|강원도 동해시 천곡로 44||||||||K2 동해MS점|(천곡동 K2)|||91001
K2|속초점|128.5831753|38.2014125|K2|033-632-8801|강원도 속초시 중앙로 65||||||||K2 속초점|(청학동)|||91001
K2|강릉중앙(복합)점|128.8947757|37.7518347|K2|033-641-3834|강원도 강릉시 금성로 60||||||||K2 강릉중앙(복합)점|(성내동)|||91001
