##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@코스닥기업
비피도||||코스닥기업|033-435-4962|강원도 홍천군 홍천읍 농공단지길 23-16||||||||비피도||||210202
빅솔론||||코스닥기업|031-218-5500|경기도 성남시 분당구 판교역로241번길 20||||||||빅솔론|7층,8층 (삼평동,미래에셋벤처타워)|||210202
빅텍||||코스닥기업|031-631-7301|경기도 이천시 마장면 덕이로 180-31||||||||빅텍||||210202
빛샘전자||||코스닥기업|031-288-3420|경기도 용인시 기흥구 언동로 53-11||||||||빛샘전자||||210202
사람인에이치알||||코스닥기업|02-2025-4733|서울시 구로구 디지털로34길 43||||||||사람인에이치알|201 (코오롱싸이언스밸리 1차)|||210202
삼강엠앤티||||코스닥기업|055-673-7014|경상남도 고성군 동해면 내산3길 51-1||||||||삼강엠앤티||||210202
삼기오토모티브||||코스닥기업|031-491-0341|경기도 성남시 분당구 대왕판교로 670||||||||삼기오토모티브|B동 1003호 (삼평동,유스페이스2)|||210202
삼륭물산||||코스닥기업|031-321-0091|경기도 파주시 월롱면 통일로644번길 35||||||||삼륭물산||||210202
삼목에스폼||||코스닥기업|02-561-0941|경기도 안성시 미양면 안성맞춤대로 474-40||||||||삼목에스폼||||210202
삼보모터스||||코스닥기업|053-582-9230|대구시 달서구 성서동로 142||||||||삼보모터스|(월암동 1080-3)|||210202
삼보산업||||코스닥기업|055-552-7130|경남 창원시 진해구 남의로 21번길 36||||||||삼보산업|(남양동 360-2)|||210202
삼보오토||||코스닥기업|031-491-9405|경기도 안산시 단원구 해봉로 195||||||||삼보오토|(성곡동)|||210202
삼보이엔씨||||코스닥기업|051-646-8600|부산광역시 남구 자성로 152||||||||삼보이엔씨|한일오피스텔 (문현동)|||210202
삼보판지||||코스닥기업|031-319-6523|경기도 시흥시 공단1대로28번길 120||||||||삼보판지|(정왕동)|||210202
삼본전자||||코스닥기업|032-683-7300|경기도 부천시 오정구 삼작로 107번길 52||||||||삼본전자|(삼정동)|||210202
삼성머스트스팩3호||||코스닥기업|02-2020-7637|서울특별시 서초구 서초대로74길 11||||||||삼성머스트스팩3호||||210202
삼성스팩2호||||코스닥기업|02-2020-7562|서울특별시 서초구 서초대로74길 11||||||||삼성스팩2호||||210202
삼아제약||||코스닥기업|033-769-8400|강원도 원주시 문막읍 동화공단로 49||||||||삼아제약||||210202
삼양옵틱스||||코스닥기업|055-250-5600|경상남도 창원시 마산회원구 자유무역6길 123||||||||삼양옵틱스||||210202
삼영엠텍||||코스닥기업|055-589-7700|경남 함안군 칠서면 삼칠로 631-35||||||||삼영엠텍|(태곡리 140-6)|||210202
삼영이엔씨||||코스닥기업|051-601-6666|부산시 영도구 상리로 69||||||||삼영이엔씨||||210202
삼우엠스||||코스닥기업|053-605-8500|대구광역시 달서구 성서공단북로 77-20||||||||삼우엠스|(호산동)|||210202
삼원테크||||코스닥기업|055-213-7000|경남 창원시 성산구 창원대로 1144번길 78||||||||삼원테크||||210202
삼일||||코스닥기업|054-289-1062|경상북도 포항시 남구 대송면 송덕로 125-15||||||||삼일|(옥명리)|||210202
삼일기업공사||||코스닥기업|02-564-3131|서울시 강남구 언주로 329||||||||삼일기업공사||||210202
삼지전자||||코스닥기업|02-850-8000|경기도 화성시 금곡로 63-27||||||||삼지전자|삼지전자|||210202
삼진||||코스닥기업|031-467-5847|경기도 안양시 만안구 안양천서로 81||||||||삼진|(안양동)|||210202
삼진엘앤디||||코스닥기업|031-379-2000|경기도 화성시 동탄면 동부대로 714-31||||||||삼진엘앤디||||210202
삼천당제약||||코스닥기업|031-350-7300|경기도 화성시 향남읍 제약공단2길 71||||||||삼천당제약||||210202
삼천리자전거||||코스닥기업|02-2194-3021|서울특별시 강남구 테헤란로 445||||||||삼천리자전거|(삼성동)|||210202
삼표시멘트||||코스닥기업|033-571-7000|강원도 삼척시 동양길 20||||||||삼표시멘트||||210202
삼현철강||||코스닥기업|055-252-6060|경상남도 창원시 의창구 평산로70번길 36||||||||삼현철강||||210202
삼화네트웍스||||코스닥기업|02-3454-1500|서울특별시 강남구 선릉로91길 8||||||||삼화네트웍스|신아트스페이스빌딩 5층 (역삼동)|||210202
상보||||코스닥기업|031-987-9900|경기도 김포시 통진읍 대서명로 50||||||||상보||||210202
상상인||||코스닥기업|02-2167-8500|서울특별시 금천구 가산디지털2로 123||||||||상상인|월드메르디앙벤처센터2차 13층 (가산동)|||210202
상상인이안1호스팩||||코스닥기업|02-3779-3140|서울특별시 서대문구 충정로 50||||||||상상인이안1호스팩|골든브릿지빌딩 4층|||210202
상상인인더스트리||||코스닥기업|055-720-3000|경상남도 김해시 한림면 김해대로 1102-171||||||||상상인인더스트리||||210202
상신이디피||||코스닥기업|031-205-9242|경기도 수원시 영통구 덕영대로1483번길 36||||||||상신이디피|(망포동)|||210202
상신전자||||코스닥기업|055-343-3826|경상남도 김해시 진영읍 본산로269번길 16-34||||||||상신전자||||210202
상아프론테크||||코스닥기업|032-451-7700|인천광역시 남동구 남동대로369번길 18||||||||상아프론테크|남동공단 7블럭 4로트 (남촌동)|||210202
상지카일룸||||코스닥기업|02-517-5174|서울특별시 강남구 도산대로 458||||||||상지카일룸|3층 (청담동,리츠타워)|||210202
새로닉스||||코스닥기업|054-463-7945|경북 구미시 수출대로 9길 36||||||||새로닉스|(공단동)|||210202
샘코||||코스닥기업|055-850-7700|경상남도 사천시 사남면 해안산업로 381||||||||샘코||||210202
서린바이오||||코스닥기업|031-628-3000|경기도 성남시 분당구 대왕판교로 700||||||||서린바이오|코리아바이오파크 4층 (삼평동)|||210202
서부T&D||||코스닥기업|02-2689-0035|서울시 양천구 신정로 167||||||||서부T&D||||210202
서산||||코스닥기업|062-950-5000|광주시 광산구 하남산단4번로 143||||||||서산|(장덕동)|||210202
서암기계공업||||코스닥기업|062-960-5000|광주시 광산구 하남산단 8번로 127-15||||||||서암기계공업||||210202
서연전자||||코스닥기업|031-493-3000|경기도 수원시 권선구 산업로156번길 100||||||||서연전자|(고색동)|||210202
서연탑메탈||||코스닥기업|032-820-3216|인천광역시 남동구 청능대로410번길 40||||||||서연탑메탈|(고잔동)|||210202
서울리거||||코스닥기업|02-2138-5281|서울특별시 강남구 논현로163길 10||||||||서울리거|4층 (신사동,베드로빌딩)|||210202
서울반도체||||코스닥기업|02-3281-6269|서울특별시 금천구 시흥대로153길 59||||||||서울반도체|(가산동)|||210202
서울옥션||||코스닥기업|02-395-0330|서울특별시 종로구 평창30길 24||||||||서울옥션|(평창동)|||210202
서울전자통신||||코스닥기업|032-363-4111|인천광역시 부평구 새벌로 4||||||||서울전자통신|사무동 4층|||210202
서울제약||||코스닥기업|02-3470-2300|충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31||||||||서울제약|서울제약 오송공장|||210202
서원인텍||||코스닥기업|031-428-9500|경기도 군포시 공단로140번길 32-15||||||||서원인텍||||210202
서전기전||||코스닥기업|031-632-5506|경기도 이천시 대월면 대월로 667번길 38-19||||||||서전기전|(주)서전기전 (이천대월 일반산업단지 내)|||210202
서진시스템||||코스닥기업|032-506-2760|경기도 부천시 오정구 산업로 20-22||||||||서진시스템||||210202
서진오토모티브||||코스닥기업|031-496-1500|경기도 시흥시 공단1대로 313||||||||서진오토모티브|(정왕동 1280-9)|||210202
서플러스글로벌||||코스닥기업|031-615-6800|경기도 오산시 경기대로 78-26||||||||서플러스글로벌||||210202
서한||||코스닥기업|053-741-9980|대구광역시 수성구 명덕로 415||||||||서한|서한빌딩|||210202
서호전기||||코스닥기업|031-468-6611|경기도 안양시 동안구 귀인로 9||||||||서호전기||||210202
서희건설||||코스닥기업|031-781-4242|경기도 성남시 분당구 수내로46번길 4||||||||서희건설|(수내동)|||210202
선광||||코스닥기업|032-880-6500|인천광역시 중구 축항대로211번길 37||||||||선광|(항동7가)|||210202
선데이토즈||||코스닥기업|1833-9782|경기도 성남시 분당구 황새울로360번길 42||||||||선데이토즈|9층,14층|||210202
선익시스템||||코스닥기업|02-8012-1600|경기도 수원시 권선구 산업로155번길 293||||||||선익시스템|(고색동)|||210202
성광벤드||||코스닥기업|051-3300-200|부산시 강서구 녹산산단 262로 26||||||||성광벤드|(송정동 1720)|||210202
성도이엔지||||코스닥기업|02-6244-5200|서울시 강남구 영동대로 106길 42||||||||성도이엔지|(삼성동 165-2)|||210202
성우전자||||코스닥기업|031-362-3100|경기도 안산시 단원구 번영로 68||||||||성우전자|(성곡동 715-8 시화공단 4마 606)|||210202
성우테크론||||코스닥기업|055-279-8400|경남 창원시 성산구 창원대로 1144번길 55||||||||성우테크론||||210202
성우하이텍||||코스닥기업|070-7477-5450|부산시 기장군 정관면 농공길 2-9||||||||성우하이텍||||210202
성원||||코스닥기업|061-797-1100|전라남도 광양시 광양읍 초남공단2길 5||||||||성원||||210202
성창오토텍||||코스닥기업|031-650-5400|경기도 안성시 원곡면 청원로 1785-14||||||||성창오토텍||||210202
성호전자||||코스닥기업|02-855-5931|서울시 금천구 가산디지털 1로 205-17||||||||성호전자||||210202
세경하이테크||||코스닥기업|031-204-7200|경기도 수원시 권선구 산업로155번길 128||||||||세경하이테크|(고색동)|||210202
세동||||코스닥기업|051-791-0601|부산시 기장군 장안읍 장안산단 8로 8||||||||세동|(반룡리 840-1)|||210202
세명전기||||코스닥기업|051-316-6887|부산시 사상구 대동로 188||||||||세명전기||||210202
세미콘라이트||||코스닥기업|031-282-6425|경기도 용인시 기흥구 원고매로2번길 49||||||||세미콘라이트|(고매동)|||210202
세보엠이씨||||코스닥기업|02-2046-7922|서울시 서초구 효령로 341||||||||세보엠이씨|(서초동 1605-9 인산빌딩)|||210202
세운메디칼||||코스닥기업|041-584-2903|충남 천안시 서북구 입장면 도림길 60||||||||세운메디칼||||210202
세원||||코스닥기업|031-615-6710|경기도 평택시 산단로64번길 56||||||||세원|(모곡동)|||210202
세원물산||||코스닥기업|053-582-5161|경상북도 영천시 도남공단길 53||||||||세원물산|(도남동)|||210202
세종메디칼||||코스닥기업|031-945-8191|경기도 파주시 신촌2로 11||||||||세종메디칼||||210202
세종텔레콤||||코스닥기업|02-3415-4935|서울특별시 강동구 상일로10길 36||||||||세종텔레콤|세종텔레콤 지식산업센터|||210202
세중||||코스닥기업|02-2126-7777|서울특별시 강남구 강남대로 556||||||||세중|15층 (논현동,논현빌딩)|||210202
세진티에스||||코스닥기업|031-650-3700|경기도 안성시 원곡면 지문로 51-43||||||||세진티에스|(지문리 561-1)|||210202
세코닉스||||코스닥기업|031-860-1000|경기도 동두천시 평화로2862번길 28||||||||세코닉스|(상봉암동 146-16)|||210202
세화피앤씨||||코스닥기업|043-838-1010|충청북도 진천군 초평면 은암길 36||||||||세화피앤씨||||210202
센트럴바이오||||코스닥기업|02-2052-6688|경기도 안양시 동안구 학의로 282||||||||센트럴바이오|경기도 안양시 동안구 학의로 282 (관양동,금강펜테리움IT타워 B동 617호)|||210202
셀루메드||||코스닥기업|02-2104-0475|서울특별시 금천구 디지털로 130||||||||셀루메드|에이스테크노타워9차 402호 (가산동)|||210202
셀리드||||코스닥기업|02-3285-7860|서울특별시 관악구 관악로 1||||||||셀리드|서울대학교,약학대학 142동 504호|||210202
셀리버리||||코스닥기업|02-3151-8900|서울특별시 마포구 성암로 189||||||||셀리버리||||210202
셀바스헬스케어||||코스닥기업|042-864-4460|대전광역시 유성구 신성로 155||||||||셀바스헬스케어|(신성동)|||210202
셀바스AI||||코스닥기업|02-6333-6999|서울특별시 금천구 가산디지털1로 19||||||||셀바스AI|대륭테크노타운 18차 20층|||210202
셀트리온제약||||코스닥기업|02-2216-3611|충청북도 청주시 청원구 오창읍 2산단로 82||||||||셀트리온제약|셀트리온제약|||210202
셀트리온헬스케어||||코스닥기업|032-850-6400|인천광역시 연수구 아카데미로51번길 19||||||||셀트리온헬스케어|4층|||210202
소리바다||||코스닥기업|02-562-7188|서울시 강남구 언주로 617||||||||소리바다|4~5층|||210202
소프트센||||코스닥기업|02-2027-3800|서울특별시 영등포구 가마산로 343||||||||소프트센|3층 (대림동,콤텍빌딩)|||210202
손오공||||코스닥기업|02-2610-8750|경기도 부천시 원미구 안곡로 266||||||||손오공||||210202
솔고바이오||||코스닥기업|031-610-4000|경기도 평택시 서탄면 서탄로 154||||||||솔고바이오||||210202
솔루에타||||코스닥기업|031-508-2655|경기도 화성시 마도면 해운로 498-42||||||||솔루에타||||210202
솔본||||코스닥기업|02-580-2800|서울특별시 강남구 학동로95길 51||||||||솔본|(청담동)|||210202
솔브레인||||코스닥기업|031-719-0700|경기도 성남시 분당구 판교로 255번길 34||||||||솔브레인|(삼평동 612-3)|||210202
솔트웍스||||코스닥기업|02-852-1007|서울특별시 구로구 디지털로33길 11||||||||솔트웍스|405호/1204호 (구로동,에이스테크노타워8차)|||210202
쇼박스||||코스닥기업|02-3218-5500|서울특별시 강남구 도산대로 310||||||||쇼박스|(논현동) 916빌딩 7~9층|||210202
수산아이앤티||||코스닥기업|02-541-0073|서울특별시 강남구 밤고개로5길 13||||||||수산아이앤티|(수서동,수산빌딩)|||210202
수성||||코스닥기업|032-820-5160|인천광역시 서구 로봇랜드로249번길 46-39||||||||수성|(경서동)|||210202
수젠텍||||코스닥기업|043-710-2884|대전광역시 유성구 테크노2로 187||||||||수젠텍|216호|||210202
슈펙스비앤피||||코스닥기업|031-495-8262|경기도 안산시 단원구 번영로 39||||||||슈펙스비앤피|시화공단4바 204호 (성곡동)|||210202
슈프리마||||코스닥기업|031-783-4505|경기도 성남시 분당구 정자일로 248||||||||슈프리마|16층|||210202
슈프리마에이치큐||||코스닥기업|031-783-4505|경기도 성남시 분당구 정자일로 248||||||||슈프리마에이치큐|(정자동 6 파크뷰타워 16층)|||210202
슈피겐코리아||||코스닥기업|070-4018-0296|서울특별시 강남구 봉은사로 446||||||||슈피겐코리아|슈피겐HQ|||210202
스맥||||코스닥기업|055-340-4800|경남 김해시 주촌면 골든루트로 157-10||||||||스맥||||210202
스카이문스테크놀로지||||코스닥기업|031-345-5100|경기도 안양시 동안구 부림로 170||||||||스카이문스테크놀로지|4113|||210202
스킨앤스킨||||코스닥기업|031-734-5400|경기도 파주시 문산읍 돈유2로 14-1||||||||스킨앤스킨|씨동|||210202
스타플렉스||||코스닥기업|043-878-4071|충북 음성군 삼성면 대성로 417||||||||스타플렉스|(선정리 669)|||210202
스튜디오드래곤||||코스닥기업|02-371-7076|서울특별시 마포구 매봉산로 75||||||||스튜디오드래곤|1701호 (상암동,디디엠씨)|||210202
스튜디오썸머||||코스닥기업|061-280-2000|전남 목포시 고하대로 795||||||||스튜디오썸머|(연산동)|||210202
스페코||||코스닥기업|02-3498-3243|서울시 강남구 학동로 171||||||||스페코||||210202
승일||||코스닥기업|041-411-1811|충청남도 천안시 서북구 직산읍 4산단1길 10||||||||승일||||210202
시공테크||||코스닥기업|02-3438-0077|경기도 성남시 분당구 판교역로 225-20||||||||시공테크||||210202
시그네틱스||||코스닥기업|031-940-7400|경기도 파주시 탄현면 평화로 711||||||||시그네틱스||||210202
시너지이노베이션||||코스닥기업|02-2191-0716|경기도 성남시 중원구 사기막골로 52||||||||시너지이노베이션|5층 (상대원동,선텍시티2)|||210202
시노펙스||||코스닥기업|054-289-4021|경상북도 포항시 북구 청하면 동해대로2315번길 54-2||||||||시노펙스||||210202
시스웍||||코스닥기업|042-932-4850|대전광역시 유성구 테크노7로 32-13||||||||시스웍|(용산동)|||210202
시큐브||||코스닥기업|02-2028-1200|서울시 구로구 디지털로 26길 111||||||||시큐브|801~803|||210202
신라섬유||||코스닥기업|053-960-1114~5|대구시 동구 안심로65길 34||||||||신라섬유||||210202
신라에스지||||코스닥기업|02-416-0771|서울특별시 송파구 백제고분로 362||||||||신라에스지|(석촌동)|||210202
신라젠||||코스닥기업|02-783-7551|부산광역시 북구 효열로 111||||||||신라젠|부산지식산업센터 6층|||210202
신비앤텍||||코스닥기업|041-580-6600|충청남도 아산시 음봉면 백석공단1로 159||||||||신비앤텍||||210202
신성델타테크||||코스닥기업|055-260-1000|경남 창원시 성산구 공단로 271번길 39||||||||신성델타테크||||210202
신스타임즈||||코스닥기업|02-6900-0000|서울특별시 강남구 언주로 540||||||||신스타임즈|코원타워 (역삼동)|||210202
신신제약||||코스닥기업|031-776-1111|경기도 안산시 단원구 범지기로141번길 90||||||||신신제약||||210202
신영스팩4호||||코스닥기업|02-2004-9530|서울시 영등포구 국제금융로8길 16||||||||신영스팩4호|5층 (여의도동,신영증권빌딩)|||210202
신영스팩5호||||코스닥기업|02-2004-9452|서울특별시 영등포구 국제금융로8길 16||||||||신영스팩5호|5층 (여의도동,신영증권빌딩)|||210202
신원종합개발||||코스닥기업|031-230-9840|경기도 화성시 봉담읍 와우안길 109||||||||신원종합개발|103-213|||210202
신일제약||||코스닥기업|043-722-3300|충북 충주시 앙성면 복상골길 28||||||||신일제약||||210202
신진에스엠||||코스닥기업|063-352-5301|전라북도 장수군 장계면 장무로 352-73||||||||신진에스엠|(주)신진에스엠장수공장|||210202
신한제3호스팩||||코스닥기업|02-3772-4073|서울특별시 영등포구 여의대로 70||||||||신한제3호스팩|신한금융투자빌딩 4층|||210202
신한제4호스팩||||코스닥기업|02-3772-4075|서울특별시 영등포구 여의대로 70||||||||신한제4호스팩|신한금융투자타워|||210202
신한제5호스팩||||코스닥기업|02-3772-4168|서울특별시 영등포구 여의대로 70||||||||신한제5호스팩|신한금융투자타워|||210202
신화인터텍||||코스닥기업|041-590-3300|충남 천안시 동남구 병천면 매봉로 308||||||||신화인터텍||||210202
신화콘텍||||코스닥기업|031-432-1527|경기도 안양시 만안구 일직로94번길 3||||||||신화콘텍|(석수동)|||210202
신흥에스이씨||||코스닥기업|031-378-8141|경기도 오산시 양산로 48||||||||신흥에스이씨||||210202
실리콘웍스||||코스닥기업|042-712-7700|대전시 유성구 테크노2로 222||||||||실리콘웍스||||210202
심텍||||코스닥기업|043-269-9000|충청북도 청주시 흥덕구 산단로 73||||||||심텍||||210202
심텍홀딩스||||코스닥기업|043-909-8000|충북 청주시 흥덕구 산단로 73||||||||심텍홀딩스||||210202
싸이맥스||||코스닥기업|070-7732-5300|경기도 화성시 동탄면 동탄산단2길 47||||||||싸이맥스|(주)싸이맥스|||210202
싸이토젠||||코스닥기업|02-6925-1070|서울특별시 송파구 법원로 128||||||||싸이토젠|문정에스케이브이원지엘메트로시티 8층|||210202
쌍용정보통신||||코스닥기업|02-2262-8114|서울특별시 중구 수표로 34||||||||쌍용정보통신|씨티센터타워 5층|||210202
썬텍||||코스닥기업|031-354-8400|서울특별시 영등포구 국제금융로2길 25||||||||썬텍|eusu홀딩스빌딩 12층|||210202
썸에이지||||코스닥기업|031-8060-1387|경기도 성남시 분당구 판교로 242||||||||썸에이지|판교디지털센터 에이동 302호 (삼평동)|||210202
쎄노텍||||코스닥기업|02-3774-6935|경상남도 함안군 대산면 옥렬1길 112||||||||쎄노텍||||210202
쎄니트||||코스닥기업|055-573-8221|경남 의령군 의령읍 구룡로4남길 53||||||||쎄니트||||210202
쎄미시스코||||코스닥기업|031-237-3425|경기도 수원시 권선구 산업로 94||||||||쎄미시스코||||210202
쎄트렉아이||||코스닥기업|042-365-7500|대전시 유성구 유성대로 1628번길 21||||||||쎄트렉아이|(전민동 461-26)|||210202
쎌바이오텍||||코스닥기업|031-987-6205|경기도 김포시 월곶면 애기봉로409번길 50||||||||쎌바이오텍||||210202
쏠리드||||코스닥기업|031-627-6000|경기도 성남시 분당구 판교역로 220||||||||쏠리드|쏠리드스페이스|||210202
씨디네트웍스||||코스닥기업|02-3441-0400|서울특별시 강남구 테헤란로8길 37||||||||씨디네트웍스|한동빌딩 1,2,4,6,7층 (역삼동)|||210202
씨씨에스||||코스닥기업|043-850-7104|충북 충주시 예성로 114||||||||씨씨에스||||210202
씨아이에스||||코스닥기업|053-593-1552|대구광역시 동구 팔공로47길 37||||||||씨아이에스||||210202
씨앤지하이테크||||코스닥기업|031-659-9803|경기도 안성시 원곡면 승량길 162||||||||씨앤지하이테크|(성주리 150-1)|||210202
씨엔플러스||||코스닥기업|032-813-0970|경기도 시흥시 시화벤처로 325||||||||씨엔플러스||||210202
씨엘인터내셔널||||코스닥기업|031-777-7330|경기도 성남시 중원구 둔촌대로457번길 27||||||||씨엘인터내셔널|12층 (상대원동,우림라이온스밸리1차)|||210202
씨엠에스에듀||||코스닥기업|02-809-3737|서울특별시 서초구 동작대로 234||||||||씨엠에스에듀|CMS M빌딩 5~8층|||210202
씨유메디칼||||코스닥기업|033-747-7657|강원도 원주시 문막읍 동화공단로 130-1||||||||씨유메디칼||||210202
씨젠||||코스닥기업|02-2240-4036|서울시 송파구 오금로 91||||||||씨젠|(방이동,태원빌딩)|||210202
씨케이에이치||||코스닥기업|86-591-8803-1033|||||||||씨케이에이치|Grand Pavilion,Hibiscus Way,802 West Bay Road,Grand Cayman,KYI - 1205 Cyaman Islands|||210202
씨큐브||||코스닥기업|043-531-2500|충청북도 진천군 진천읍 성중로 144||||||||씨큐브||||210202
씨트리||||코스닥기업|031-557-0001|경기도 남양주시 경강로 27||||||||씨트리||||210202
씨티씨바이오||||코스닥기업|070-4033-0200|서울특별시 송파구 중대로 296||||||||씨티씨바이오|삼보빌딩 6층|||210202
씨티젠||||코스닥기업|031-494-8370|경기도 수원시 영통구 신원로 170||||||||씨티젠|(신동)|||210202
씨티케이코스메틱스||||코스닥기업|031-698-4297|경기도 성남시 분당구 판교로255번길 9-22||||||||씨티케이코스메틱스|우림W-CITY 416호|||210202
아가방컴퍼니||||코스닥기업|02-527-1300|서울특별시 강남구 테헤란로 207||||||||아가방컴퍼니|아가방빌딩 (역삼동)|||210202
아나패스||||코스닥기업|02-6922-7400|서울특별시 구로구 디지털로31길 61||||||||아나패스|신세계아이앤씨빌딩 6층 (구로동)|||210202
아난티||||코스닥기업|043-533-6848|충청북도 진천군 백곡면 배티로 818-105||||||||아난티||||210202
아리온||||코스닥기업|031-361-3000|경기도 안양시 동안구 시민대로327번길 24||||||||아리온|(관양동)|||210202
아모그린텍||||코스닥기업|031-987-3383|경기도 김포시 통진읍 김포대로1950번길 91||||||||아모그린텍|(수참리)|||210202
아모텍||||코스닥기업|032-821-0363|인천광역시 남동구 남동서로 380||||||||아모텍|남동공단 5블럭 1로트 (남촌동)|||210202
아미노로직스||||코스닥기업|02-761-4570|서울시 강남구 영동대로 329||||||||아미노로직스|(대치동 968-6 중부빌딩 6층)|||210202
아미코젠||||코스닥기업|055-759-6161|경남 진주시 진성면 동부로 1259번길 64||||||||아미코젠||||210202
아바코||||코스닥기업|053-583-8150|대구광역시 달서구 성서4차첨단로 160-7||||||||아바코|(월암동)|||210202
아바텍||||코스닥기업|053-592-4060|대구시 달서구 달서대로 85길 100||||||||아바텍||||210202
아비코전자||||코스닥기업|031-730-5114|경기도 성남시 중원구 둔촌대로388번길 31||||||||아비코전자|(상대원동)|||210202
아세아텍||||코스닥기업|053-580-7777|대구광역시 달성군 유가면 비슬로96길 11||||||||아세아텍||||210202
아스타||||코스닥기업|031-888-9596|경기도 수원시 영통구 광교로 145||||||||아스타|11층 (이의동,차세대융합기술연구원 에이동)|||210202
아스트||||코스닥기업|055-851-7000|경상남도 사천시 사남면 공단1로 23-65||||||||아스트||||210202
아시아경제||||코스닥기업|02-2200-2197|서울특별시 중구 충무로 29||||||||아시아경제|(초동,아시아미디어타워 10층,11층)|||210202
아시아종묘||||코스닥기업|02-449-9161|서울특별시 송파구 송파대로 167||||||||아시아종묘|B동5층5131호 (문정동,문정역테라타워)|||210202
아우딘퓨쳐스||||코스닥기업|02-571-2432|서울특별시 강남구 테헤란로 508||||||||아우딘퓨쳐스|해성2빌딩 (대치동,해성2빌딩 15층)|||210202
아이디스||||코스닥기업|042-930-9600|대전광역시 유성구 테크노3로 8-10||||||||아이디스|(관평동)|||210202
아이디스홀딩스||||코스닥기업|042-930-9660|대전광역시 유성구 테크노3로 8-10||||||||아이디스홀딩스|(관평동)|||210202
아이센스||||코스닥기업|02-916-6191|서울특별시 서초구 반포대로28길 43||||||||아이센스|아이센스 빌딩|||210202
아이스크림에듀||||코스닥기업|070-7423-7883|서울특별시 강남구 영동대로106길 23||||||||아이스크림에듀|(삼성동,중앙빌딩)|||210202
아이쓰리시스템||||코스닥기업|070-7784-2506|대전광역시 유성구 테크노5로 69||||||||아이쓰리시스템|(관평동,아이쓰리시스템 (주))|||210202
아이씨디||||코스닥기업|031-678-3333|경기도 안성시 대덕면 만세로 274||||||||아이씨디||||210202
아이씨케이||||코스닥기업|053-592-3433|대구시 달서구 호산동로7길 17||||||||아이씨케이|(호림동)|||210202
아이앤씨||||코스닥기업|031-696-3300|경기도 성남시 분당구 판교로255번길 24||||||||아이앤씨|아이앤씨빌딩|||210202
아이에스이커머스||||코스닥기업|070-7435-5828|서울시 강남구 영동대로 648||||||||아이에스이커머스|5층 (삼성동,삼안빌딩)|||210202
아이에이||||코스닥기업|02-3015-1300|서울시 송파구 송파대로 22길 5-23||||||||아이에이||||210202
아이엠||||코스닥기업|031-231-3114|경기도 용인시 기흥구 탑실로35번길 8-4||||||||아이엠||||210202
아이엠텍||||코스닥기업|031-8071-2581|경기도 파주시 월롱면 엘지로 274-43||||||||아이엠텍|(덕은리)|||210202
아이오케이||||코스닥기업|02-2204-3000|서울특별시 강남구 도산대로 312||||||||아이오케이|덕승빌딩 6층|||210202
아이원스||||코스닥기업|031-238-7785|경기도 안성시 고삼면 안성대로 2061||||||||아이원스|(가유리 7771)|||210202
아이즈비전||||코스닥기업|02-6330-5051|서울특별시 영등포구 여의공원로 101||||||||아이즈비전|701동 702호 (여의도동,CCMM빌딩)|||210202
아이진||||코스닥기업|02-322-1687|서울특별시 강서구 양천로 401||||||||아이진|비동 9층 910호 (가양동,강서한강자이타워)|||210202
아이컴포넌트||||코스닥기업|031-719-4316|경기도 평택시 팽성읍 추팔산단1길 23||||||||아이컴포넌트||||210202
아이큐어||||코스닥기업|02-6959-6909|서울특별시 서초구 사임당로1길 7||||||||아이큐어|세현빌딩 1층|||210202
아이크래프트||||코스닥기업|02-541-0474|서울특별시 강남구 언주로 726||||||||아이크래프트|두산빌딩 12층 (논현동)|||210202
아이텍||||코스닥기업|031-8077-1500|경기도 화성시 동탄면 동탄산단4길 9-15||||||||아이텍||||210202
아이티센||||코스닥기업|02-3497-8300|서울특별시 서초구 서초대로34길 18||||||||아이티센|아이티센빌딩|||210202
아주IB투자||||코스닥기업|02-3451-9200|서울특별시 강남구 테헤란로 201||||||||아주IB투자|아주빌딩 4,5층|||210202
아즈텍WB||||코스닥기업|051-202-3101|부산광역시 사하구 하신번영로 99||||||||아즈텍WB|(신평동)|||210202
아진산업||||코스닥기업|053-856-9100|경상북도 경산시 진량읍 공단8로26길 40||||||||아진산업||||210202
아진엑스텍||||코스닥기업|053-593-3700|대구광역시 달서구 성서공단로11길 27||||||||아진엑스텍||||210202
아프리카TV||||코스닥기업|031-622-8001|경기도 성남시 분당구 판교로228번길 15||||||||아프리카TV|2동 201호,801호,901호 (삼평동,판교세븐벤처밸리 1|||210202
안국약품||||코스닥기업|02-3289-4221|서울특별시 영등포구 시흥대로 613||||||||안국약품|(대림동)|||210202
안랩||||코스닥기업|031-722-8000|경기도 성남시 분당구 판교역로 220||||||||안랩|(삼평동)|||210202
안트로젠||||코스닥기업|02-2104-0391|서울특별시 금천구 디지털로 130||||||||안트로젠|405 (가산동,남성프라자)|||210202
알리코제약||||코스닥기업|02-585-0004|서울특별시 서초구 바우뫼로27길 7-21||||||||알리코제약|(양재동,알리코제약빌딩)|||210202
