##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@르노삼성자동차서비스
르노삼성자동차서비스코너|오산점|||르노삼성자동차서비스|031-377-0175|경기 오산시 경기대로 346|경기 오산시 오산동 62-1|ESC코너||||||르노삼성자동차서비스코너 오산점|(오산동)|||160417
르노삼성자동차서비스|우리자동차정비|||르노삼성자동차서비스|031-409-0025|경기 안산시 상록구 선진3길 4|경기 안산시 상록구 사동 1488-1|Premium-ASC센터||||||르노삼성자동차서비스 우리자동차정비|(사동)|||160417
르노삼성자동차서비스|일산지점|||르노삼성자동차서비스|031-901-3997|경기 고양시 일산동구 경의로 29|경기 고양시 일산동구 백석동 1316-2|직영코너||||||르노삼성자동차서비스 일산지점|(백석동)|||160417
르노삼성자동차서비스|장안공업사|||르노삼성자동차서비스|031-653-5000|경기 평택시 평택로 299|경기 평택시 세교동 406-5|General-ASC센터||||||르노삼성자동차서비스 장안공업사|(세교동)|||160417
르노삼성자동차서비스|중원자동차공업사|||르노삼성자동차서비스|031-757-7656|경기 성남시 중원구 둔촌대로 156|경기 성남시 중원구 하대원동 110|Premium-ASC센터||||||르노삼성자동차서비스 중원자동차공업사|(하대원동)|||160417
르노삼성자동차서비스코너|경기광주점|||르노삼성자동차서비스|031-798-5500|경기 광주시 광주대로 48|경기 광주시 경안동 20-80|ESC코너||||||르노삼성자동차서비스코너 경기광주점|(경안동)|||160417
르노삼성자동차서비스코너|동탄점|||르노삼성자동차서비스|031-613-9146|경기 화성시 여울로4길 48|경기 화성시 능동 1093-13|ESC코너||||||르노삼성자동차서비스코너 동탄점|(능동) (능동);(능동)|||160417
르노삼성자동차지정정비코너|중동점|||르노삼성자동차서비스|032-672-8100|경기 부천시 원미구 길주로 367|경기 부천시 원미구 춘의동 143-3|General-ASC코너||||||르노삼성자동차지정정비코너 중동점|(춘의동)|||160417
르노삼성자동차지정정비코너|탑동점|||르노삼성자동차서비스|031-294-4071|경기 수원시 권선구 상탑로 8|경기 수원시 권선구 탑동 814-3|General-ASC코너||||||르노삼성자동차지정정비코너 탑동점|(탑동)|||160417
르노삼성자동차지정정비코너|풍동점|||르노삼성자동차서비스|031-905-9955|경기 고양시 일산동구 고양대로 896|경기 고양시 일산동구 풍동 638-1|General-ASC코너||||||르노삼성자동차지정정비코너 풍동점|(풍동)|||160417
르노삼성자동차지정정비코너|일산마두점|||르노삼성자동차서비스|031-901-4324|경기 고양시 일산동구 일산로286번길 25-1|경기 고양시 일산동구 마두동 901-3|Premium-ASC코너||||||르노삼성자동차지정정비코너 일산마두점|(마두동)|||160417
르노삼성자동차지정정비코너|전곡점|||르노삼성자동차서비스|031-832-5222|경기 연천군 전곡읍 평화로 479-1|경기 연천군 전곡읍 전곡리 86-3|Premium-ASC코너||||||르노삼성자동차지정정비코너 전곡점||||160417
르노삼성자동차서비스|명성자동차공업사|||르노삼성자동차서비스|031-774-6291~3|경기 양평군 양평읍 중앙로 348|경기 양평군 양평읍 도곡리 573-7|General-ASC센터||||||르노삼성자동차서비스 명성자동차공업사||||160417
르노삼성자동차지정정비코너|수지점|||르노삼성자동차서비스|031-266-2020|경기 용인시 수지구 진산로 15|경기 용인시 수지구 풍덕천동 1150-2|General-ASC코너||||||르노삼성자동차지정정비코너 수지점|(풍덕천동)|||160417
르노삼성자동차지정정비센터|진접정비|||르노삼성자동차서비스|031-574-3636|경기 남양주시 진접읍 금강로유연들1길 82|경기 남양주시 진접읍 내각리 91-4|Premium-ASC센터||||||르노삼성자동차지정정비센터 진접정비||||160417
르노삼성자동차지정정비센터|구리정비|||르노삼성자동차서비스|031-562-1001|경기 구리시 아차산로506번길 21|경기 구리시 교문동 202-2|Premium-ASC센터||||||르노삼성자동차지정정비센터 구리정비|(교문동)|||160417
르노삼성자동차지정정비코너|과천점|||르노삼성자동차서비스|02-503-2277|경기 과천시 양지마을1로 1|경기 과천시 과천동 464|Premium-ASC코너||||||르노삼성자동차지정정비코너 과천점|(과천동)|||160417
르노삼성자동차지정정비코너|관양점|||르노삼성자동차서비스|031-422-2171|경기 안양시 동안구 관악대로 393|경기 안양시 동안구 관양동 1433-6|Premium-ASC코너||||||르노삼성자동차지정정비코너 관양점|(관양동)|||160417
르노삼성자동차서비스코너|덕양화정점|||르노삼성자동차서비스|031-978-7799|경기 고양시 덕양구 성신로 6-23|경기 고양시 덕양구 화정동 1146-2|ESC코너||||||르노삼성자동차서비스코너 덕양화정점|(화정동)|||160417
르노삼성자동차지정정비코너|무송점|||르노삼성자동차서비스|031-355-5370|경기 화성시 무하로 44|경기 화성시 무송동 305-2|General-ASC코너||||||르노삼성자동차지정정비코너 무송점|(무송동)|||160417
르노삼성자동차지정정비코너|신읍점|||르노삼성자동차서비스|031-532-1335|경기 포천시 신북면 중앙로 235|경기 포천시 신북면 가채리 797-4|General-ASC코너||||||르노삼성자동차지정정비코너 신읍점||||160417
르노삼성자동차지정정비코너|분당정자점|||르노삼성자동차서비스|031-715-5109|경기 성남시 분당구 느티로51번길 4-14|경기 성남시 분당구 정자동 87|Premium-ASC코너||||||르노삼성자동차지정정비코너 분당정자점|(정자동)|||160417
르노삼성자동차서비스|금호영동르노삼성자동차/사우점|||르노삼성자동차서비스|031-985-2291|경기 김포시 풍무로 218|경기 김포시 사우동 407-49|General-ASC코너||||||르노삼성자동차서비스 금호영동르노삼성자동차/사우점|(사우동)|||160417
르노삼성자동차지정정비코너|산본점|||르노삼성자동차서비스|031-398-2610|경기 군포시 산본천로217번길 80|경기 군포시 산본동 75|Premium-ASC코너||||||르노삼성자동차지정정비코너 산본점|(산본동)|||160417
르노삼성자동차서비스코너|상하점|||르노삼성자동차서비스|031-282-5001|경기 용인시 기흥구 중부대로773번길 4|경기 용인시 기흥구 상하동 251|Premium-ASC코너||||||르노삼성자동차서비스코너 상하점|(상하동)|||160417
르노삼성자동차지정정비코너|생연점|||르노삼성자동차서비스|031-868-7666|경기 동두천시 평화로2349번길 8-20|경기 동두천시 생연동 743-3|General-ASC코너||||||르노삼성자동차지정정비코너 생연점|(생연동)|||160417
르노삼성자동차지정정비코너|송탄점|||르노삼성자동차서비스|031-667-3599|경기 평택시 송탄로 238|경기 평택시 서정동 865-16|ESC코너||||||르노삼성자동차지정정비코너 송탄점|(서정동)|||160417
르노삼성자동차지정정비코너|세교점|||르노삼성자동차서비스|031-658-3361|경기 평택시 경기대로 660|경기 평택시 세교동 434-8|Premium-ASC코너||||||르노삼성자동차지정정비코너 세교점|(세교동)|||160417
르노삼성자동차지정정비코너|신곡점|||르노삼성자동차서비스|031-844-0054|경기 의정부시 신곡로 72|경기 의정부시 신곡동 708-12|ESC코너||||||르노삼성자동차지정정비코너 신곡점|(신곡동)|||160417
르노삼성자동차서비스코너|삼송점|||르노삼성자동차서비스|02-381-1121|경기 고양시 덕양구 삼송로 287-2|경기 고양시 덕양구 지축동 724-7|ESC코너||||||르노삼성자동차서비스코너 삼송점|(지축동)|||160417
르노삼성자동차지정정비코너|덕이점|||르노삼성자동차서비스|031-921-3330|경기 고양시 일산서구 경의로 835-10|경기 고양시 일산서구 덕이동 261|General-ASC코너||||||르노삼성자동차지정정비코너 덕이점|(덕이동)|||160417
르노삼성자동차지정정비코너|서초점|||르노삼성자동차서비스|02-598-3002|서울 서초구 반포대로22길 4||ESC코너||||||르노삼성자동차지정정비코너 서초점||||160417
르노삼성자동차서비스|성수사업소|||르노삼성자동차서비스|02-3409-3333|서울 성동구 광나루로 270|서울 성동구 성수동 2가 277-1|직영센터||||||르노삼성자동차서비스 성수사업소|(성수동2가)|||160417
르노삼성자동차서비스|서부사업소|||르노삼성자동차서비스|02-2632-3003|서울 금천구 가산디지털2로 30|서울 금천구 가산동 RSM타워 1층 |직영센터||||||르노삼성자동차서비스 서부사업소|(가산동)|||160417
르노삼성자동차지정정비코너|묵동점|||르노삼성자동차서비스|02-975-4646|서울 중랑구 중랑천로 346|서울 중랑구 묵동 233-56|General-ASC코너||||||르노삼성자동차지정정비코너 묵동점|1층 (묵동);1층|||160417
르노삼성자동차지정정비코너|오금점|||르노삼성자동차서비스|02-430-7273|서울 송파구 동남로23길 34|서울 송파구 오금동 64-6|General-ASC코너||||||르노삼성자동차지정정비코너 오금점|(오금동)|||160417
르노삼성자동차지정정비코너|성수점|||르노삼성자동차서비스|02-462-4358|서울 성동구 아차산로11길 38|서울 성동구 성수동2가 278-17|Premium-ASC코너||||||르노삼성자동차지정정비코너 성수점|(성수동2가)|||160417
르노삼성자동차서비스|비스센터|||르노삼성자동차서비스|02-3664-2600|서울특별시 강서구 양천로 530|서울 강서구 등촌동 629-6|General-ASC센터||||||르노삼성자동차서비스 비스센터|(등촌동)|||160417
르노삼성자동차지정정비코너|공항점|||르노삼성자동차서비스|02-2663-9996|서울강서구남부순환로9길 1|서울 강서구 공항동 61-245|General-ASC코너||||||르노삼성자동차지정정비코너 공항점|(공항동)|||160417
르노삼성자동차지정정비코너|월계점|||르노삼성자동차서비스|02-943-6223|서울 노원구 석계로 34|서울 노원구 월계동 66-2|General-ASC코너||||||르노삼성자동차지정정비코너 월계점|(월계동) (월계동);(월계동)|||160417
르노삼성자동차서비스|주승서울송파오토디자인|||르노삼성자동차서비스|02-2203-0575|서울 송파구 삼학사로19길 9|서울 송파구 삼전동 104~133 128|General-ASC센터||||||르노삼성자동차서비스 주승서울송파오토디자인|(삼전동)|||160417
르노삼성자동차지정정비코너|양평점|||르노삼성자동차서비스|02-2653-3365|서울 영등포구 선유동1로 42|서울 영등포구 당산동 3가 555-2|Premium-ASC코너||||||르노삼성자동차지정정비코너 양평점|(당산동3가)|||160417
르노삼성자동차서비스코너|잠실점|||르노삼성자동차서비스|02-418-3066|서울 송파구 올림픽로 370|서울 송파구 방이동 40-1|ESC코너||||||르노삼성자동차서비스코너 잠실점|(방이동)|||160417
르노삼성자동차서비스코너|동자서비스코너/답십리점|||르노삼성자동차서비스|02-2242-1134|서울 동대문구 한천로 137|서울 동대문구 답십리동 1-333|General-ASC코너||||||르노삼성자동차서비스코너 동자서비스코너/답십리점|(답십리동);1층|||160417
르노삼성자동차지정정비센터|강동정비|||르노삼성자동차서비스|02-482-6200|서울 강동구 천호대로 1189|서울 강동구 길동 228-4|Premium-ASC센터||||||르노삼성자동차지정정비센터 강동정비|(길동)|||160417
르노삼성자동차지정정비코너|동작상도점|||르노삼성자동차서비스|02-814-6637|서울 동작구 상도로 396|서울 동작구 상도동 498|Premium-ASC코너||||||르노삼성자동차지정정비코너 동작상도점|15통 5반 (상도동);15통 5반|||160417
르노삼성자동차서비스코너|갈현점|||르노삼성자동차서비스|02-384-3837|서울 은평구 통일로 953|서울 은평구 갈현동 1-4|General-ASC코너||||||르노삼성자동차서비스코너 갈현점|(갈현동)|||160417
르노삼성자동차지정정비코너|망우점|||르노삼성자동차서비스|02-435-5892|서울 중랑구 용마산로 510|서울 중랑구 망우동 403-23|General-ASC코너||||||르노삼성자동차지정정비코너 망우점|1층 (망우동);1층|||160417
르노삼성자동차지정정비코너|쌍문점|||르노삼성자동차서비스|02-990-5878|서울 도봉구 노해로 205|서울 도봉구 쌍문동 137-194|ESC코너||||||르노삼성자동차지정정비코너 쌍문점||||160417
르노삼성자동차지정정비코너|양재점|||르노삼성자동차서비스|02-577-1243|서울 서초구 마방로 50|서울 서초구 양재동 263-3|General-ASC코너||||||르노삼성자동차지정정비코너 양재점|(양재동)|||160417
르노삼성자동차지정정비코너|여의도점|||르노삼성자동차서비스|02-785-9662|서울 영등포구 의사당대로1길 11|서울 영등포구 여의도동 45-5|General-ASC코너||||||르노삼성자동차지정정비코너 여의도점|110호,111호 (여의도동,메종리브르오피스텔);메종리브르오피스텔 110호,111호|||160417
르노삼성자동차지정정비코너|용강점|||르노삼성자동차서비스|02-717-0666|서울 마포구 대흥로 22|서울 마포구 용강동 494-69|General-ASC코너||||||르노삼성자동차지정정비코너 용강점|(용강동)|||160417
르노삼성자동차지정정비코너|응암점|||르노삼성자동차서비스|02-352-1610|서울 은평구 응암로22길 23-1|서울 은평구 응암동 409-39|General-ASC코너||||||르노삼성자동차지정정비코너 응암점|및 55호 (응암동);및 55호|||160417
르노삼성자동차지정정비센터|장안정비|||르노삼성자동차서비스|02-2247-3366|서울 성동구 가람길 267|서울 성동구 용답동 238-7|Premium-ASC센터||||||르노삼성자동차지정정비센터 장안정비|(용답동)|||160417
르노삼성자동차서비스|영등포정비센터|||르노삼성자동차서비스|02-2633-5400|서울 영등포구 경인로90길 10|서울 영등포구 문래동 1가 33|Premium-ASC센터||||||르노삼성자동차서비스 영등포정비센터|(문래동1가)|||160417
르노삼성자동차지정정비코너|공릉점|||르노삼성자동차서비스|02-975-9515|서울 노원구 섬밭로 58|서울 노원구 공릉1동 571-29|Premium-ASC코너||||||르노삼성자동차지정정비코너 공릉점|(공릉동)|||160417
르노삼성자동차서비스|도봉사업소|||르노삼성자동차서비스|02-954-3000|서울 도봉구 도봉로180길 17|서울 도봉구 도봉동 58-7|직영센터||||||르노삼성자동차서비스 도봉사업소|(도봉동)|||160417
르노삼성자동차서비스|대원자동차공업사|||르노삼성자동차서비스|02-434-0553|서울 중랑구 중랑역로 7|서울 중랑구 중화동 208|Premium-ASC센터||||||르노삼성자동차서비스 대원자동차공업사|(중화동)|||160417
르노삼성자동차|송파잠실정비사업소|||르노삼성자동차서비스|02-420-3030|서울 송파구 백제고분로51길 29|서울 송파구 방이동 41-2|ESC센터||||||르노삼성자동차 송파잠실정비사업소|(방이동)|||160417
르노삼성자동차지정정비코너|남가좌점|||르노삼성자동차서비스|02-307-4498|서울 서대문구 모래내로 245|서울 서대문구 남가좌동 329-33|General-ASC코너||||||르노삼성자동차지정정비코너 남가좌점|(남가좌동)|||160417
르노삼성자동차서비스코너|양천신정점|||르노삼성자동차서비스|02-2275-3000|서울 양천구 신월로 329|서울 양천구 신정4동 978-16|ESC코너||||||르노삼성자동차서비스코너 양천신정점|(신정동)|||160417
르노삼성자동차지정정비코너|중계점|||르노삼성자동차서비스|02-937-7340|서울 노원구 덕릉로 585|서울 노원구 중계동 413-11|Premium-ASC코너||||||르노삼성자동차지정정비코너 중계점|(중계동)|||160417
르노삼성자동차서비스코너|방배점|||르노삼성자동차서비스|02-587-3575|서울 서초구 효령로 33|서울 서초구 방배동 528-97|ESC코너||||||르노삼성자동차서비스코너 방배점|(방배동)|||160417
르노삼성자동차지정정비코너|창전점|||르노삼성자동차서비스|02-336-6882|서울 마포구 서강로 84|서울 마포구 창전동 13-22|General-ASC코너||||||르노삼성자동차지정정비코너 창전점|(창전동)|||160417
르노삼성자동차지정정비코너|신월점|||르노삼성자동차서비스|02-2693-0889|서울 양천구 남부순환로 383|서울 양천구 신월동 138-1|Premium-ASC코너||||||르노삼성자동차지정정비코너 신월점|(신월동)|||160417
르노삼성자동차지정정비코너|천호점|||르노삼성자동차서비스|02-3428-2700|서울 강동구 천중로 11|서울 강동구 천호동 326-24|General-ASC코너||||||르노삼성자동차지정정비코너 천호점|(천호동)|||160417
르노삼성자동차지정정비코너|퇴계로점|||르노삼성자동차서비스|02-2264-3340~1|서울 중구 퇴계로 294|서울 중구 쌍림동 169|General-ASC코너||||||르노삼성자동차지정정비코너 퇴계로점|151동 142호 (쌍림동);151-142|||160417
르노삼성자동차지정정비코너|자양점|||르노삼성자동차서비스|02-446-5766|서울 광진구 아차산로 296|서울 광진구 자양동 227-5|Premium-ASC코너||||||르노삼성자동차지정정비코너 자양점|(자양동)|||160417
르노삼성자동차서비스|벧엘자동차공업사|||르노삼성자동차서비스|02-3281-6650|서울 관악구 문성로 101|서울 관악구 신림동 1477-3|General-ASC센터||||||르노삼성자동차서비스 벧엘자동차공업사|(신림동)|||160417
르노삼성자동차지정정비코너|효자점|||르노삼성자동차서비스|02-739-6677|서울 종로구 자하문로 78|서울 종로구 효자동 60-1|General-ASC코너||||||르노삼성자동차지정정비코너 효자점|(효자동)|||160417
르노삼성자동차지정정비코너|한강로점|||르노삼성자동차서비스|02-795-8535|서울 용산구 한강대로 37|서울 용산구 한강로3가 40-669|Premium-ASC코너||||||르노삼성자동차지정정비코너 한강로점|(한강로3가)|||160417
르노삼성자동차지정정비센터|양재정비|||르노삼성자동차서비스|02-529-8686|서울 서초구 강남대로10길 69|서울 서초구 양재동 333-14|Premium-ASC센터||||||르노삼성자동차지정정비센터 양재정비|(양재동)|||160417
르노삼성자동차|강남정비사업소|||르노삼성자동차서비스|02-501-3552|서울 강남구 테헤란로6길 8|서울 강남구 역삼동 824-5|ESC센터||||||르노삼성자동차 강남정비사업소|(역삼동)|||160417
르노삼성자동차지정정비센터|대치정비|||르노삼성자동차서비스|02-552-9131|서울 강남구 테헤란로64길 16-3|서울 강남구 대치동 889-69|Premium-ASC센터||||||르노삼성자동차지정정비센터 대치정비|(대치동)|||160417
르노삼성자동차지정정비코너|마장점|||르노삼성자동차서비스|02-2294-8554|서울 성동구 고산자로 309|서울 성동구 마장동 569-1|General-ASC코너||||||르노삼성자동차지정정비코너 마장점|(마장동)|||160417
르노삼성자동차지정정비코너|궁동점|||르노삼성자동차서비스|02-3666-3339|서울 구로구 부일로 967|서울 구로구 궁동 189-23|General-ASC코너||||||르노삼성자동차지정정비코너 궁동점|백조빌딩 1층 (궁동);백조빌딩 1층|||160417
르노삼성자동차지정정비코너|녹번점|||르노삼성자동차서비스|02-389-3531|서울 은평구 응암로 375|서울 은평구 녹번동 161-4|Premium-ASC코너||||||르노삼성자동차지정정비코너 녹번점|(녹번동)|||160417
르노삼성자동차지정정비코너|당산점|||르노삼성자동차서비스|02-2676-4114|서울 영등포구 선유동2로 67|서울 영등포구 양평동 4가 31-4|General-ASC코너||||||르노삼성자동차지정정비코너 당산점|(양평동4가)|||160417
르노삼성자동차지정정비코너|도림점|||르노삼성자동차서비스|02-841-3341|서울 영등포구 도신로 55|서울 영등포구 도림동 254-6|Premium-ASC코너||||||르노삼성자동차지정정비코너 도림점|(도림동)|||160417
르노삼성자동차지정정비코너|돈암점|||르노삼성자동차서비스|02-921-2575|서울 성북구 동소문로17길 34|서울 성북구 동소문동 6가 155|Premium-ASC코너||||||르노삼성자동차지정정비코너 돈암점|(동소문동6가)|||160417
르노삼성자동차지정정비코너|문정점|||르노삼성자동차서비스|02-404-5757|서울 송파구 송파대로20길 16|서울 송파구 문정동 61-9|Premium-ASC코너||||||르노삼성자동차지정정비코너 문정점|(문정동)|||160417
르노삼성자동차지정정비코너|방배남부점|||르노삼성자동차서비스|02-593-6824|서울 서초구 도구로 109|서울 서초구 방배동 864-23|General-ASC코너||||||르노삼성자동차지정정비코너 방배남부점|(방배동)|||160417
르노삼성자동차지정정비코너|방이점|||르노삼성자동차서비스|02-424-1474|서울 송파구 위례성대로12길 12|서울 송파구 방이동 164-6|Premium-ASC코너||||||르노삼성자동차지정정비코너 방이점|(방이동)|||160417
르노삼성자동차지정정비코너|선릉점|||르노삼성자동차서비스|02-553-0044|서울 강남구 봉은사로68길 69|서울 강남구 삼성동 130-3|General-ASC코너||||||르노삼성자동차지정정비코너 선릉점|(삼성동)|||160417
르노삼성자동차지정정비코너|신림점|||르노삼성자동차서비스|02-878-5179|서울 관악구 봉천로 292-1|서울 관악구 신림동 1415-26|General-ASC코너||||||르노삼성자동차지정정비코너 신림점|(신림동)|||160417
르노삼성자동차지정정비코너|청파점|||르노삼성자동차서비스|02-717-0901|서울 용산구 청파로 327|서울 용산구 청파동1가 150-2|General-ASC코너||||||르노삼성자동차지정정비코너 청파점|(청파동1가)|||160417
르노삼성자동차서비스|삼성모터스/정비공장|||르노삼성자동차서비스|044-864-1234||세종시 조치원읍 신안리 173-17|General-ASC센터||||||르노삼성자동차서비스 삼성모터스/정비공장||||160417
르노삼성자동차서비스|세종장군점|||르노삼성자동차서비스|044-866-3305|세종특별자치시 장군면 월현윗길 173|세종특별자치시 장군면 봉안리 40-2|General-ASC코너||||||르노삼성자동차서비스 세종장군점||||160417
르노삼성자동차지정정비코너|정읍점|||르노삼성자동차서비스|063-536-7090|전북 정읍시 우암로 47-13|전북 정읍시 수성동 643-1|General-ASC코너||||||르노삼성자동차지정정비코너 정읍점|(수성동)|||160417
르노삼성자동차서비스|애니카랜드/부안점|||르노삼성자동차서비스|063-584-4800|전북 부안군 부안읍 석정로 106|전북 부안군 부안읍 선은리 663-3|General-ASC코너||||||르노삼성자동차서비스 애니카랜드/부안점||||160417
르노삼성자동차지정정비코너신동점|타이어타운|||르노삼성자동차서비스|063-854-1723|전북 익산시 인북로64길 1|전북 익산시 신동 780-7|General-ASC코너||||||르노삼성자동차지정정비코너신동점 타이어타운|(신동)|||160417
르노삼성자동차서비스|애니카랜드/고창점|||르노삼성자동차서비스|063-563-4352|전북 고창군 고창읍 성산로 40|전북 고창군 고창읍 읍내리 681-15|General-ASC코너||||||르노삼성자동차서비스 애니카랜드/고창점||||160417
르노삼성자동차서비스|원창공업사|||르노삼성자동차서비스|063-853-1600|전북 익산시 마한로 57|전북 익산시 영등동 439|General-ASC센터||||||르노삼성자동차서비스 원창공업사|(영등동)|||160417
르노삼성자동차서비스코너|중앙점|||르노삼성자동차서비스|063-856-2414|전북 익산시 중앙로11길 4|전북 익산시 마동 235-16|General-ASC코너||||||르노삼성자동차서비스코너 중앙점|(마동) (마동);(마동)|||160417
르노삼성자동차지정정비코너|호성점|||르노삼성자동차서비스|063-247-7777|전북 전주시 덕진구 동부대로 784|전북 전주시 덕진구 호성동 1가 756-1|ESC코너||||||르노삼성자동차지정정비코너 호성점|(호성동1가)|||160417
르노삼성자동차서비스코너|전주효자점|||르노삼성자동차서비스|063-232-8998|전북 전주시 완산구 천잠로 219|전북 전주시 완산구 효자동2가 683-19|ESC코너||||||르노삼성자동차서비스코너 전주효자점|(효자동2가)|||160417
르노삼성자동차서비스코너|산북점|||르노삼성자동차서비스|063-468-0110|전북 군산시 원산북1길 4|전북 군산시 산북동 3598|ESC코너||||||르노삼성자동차서비스코너 산북점|(산북동)|||160417
르노삼성자동차지정정비코너|김제점|||르노삼성자동차서비스|063-542-9825|전북 김제시 동헌3길 85|전북 김제시 교동 100-2|General-ASC코너||||||르노삼성자동차지정정비코너 김제점|(교동)|||160417
르노삼성자동차지정정비코너|인후점|||르노삼성자동차서비스|063-241-1344|전북 전주시 덕진구 견훤로 142|전북 전주시 덕진구 인후동 1가 912-5|Premium-ASC코너||||||르노삼성자동차지정정비코너 인후점|(인후동1가)|||160417
르노삼성자동차서비스|전북자동차정비공업|||르노삼성자동차서비스|063-532-6841|전북 정읍시 서부산업도로 595|전북 정읍시 하북동 862-5|General-ASC센터||||||르노삼성자동차서비스 전북자동차정비공업|(하북동)|||160417
르노삼성자동차서비스코너|송천점|||르노삼성자동차서비스|063-252-5885|전북 전주시 덕진구 권삼득로 430|전북 전주시 덕진구 덕진동2가 167-45|ESC코너||||||르노삼성자동차서비스코너 송천점|(덕진동2가)|||160417
르노삼성자동차서비스코너|완산점|||르노삼성자동차서비스|063-228-7007|전북 전주시 완산구 유연로 306|전북 전주시 완산구 중화산동 2가 729-5|ESC코너||||||르노삼성자동차서비스코너 완산점|(중화산동2가)|||160417
르노삼성자동차지정정비코너|평화점|||르노삼성자동차서비스|063-286-8255|전북 전주시 완산구 장승배기로 293|전북 전주시 완산구 평화동1가 417|Premium-ASC코너||||||르노삼성자동차지정정비코너 평화점|(평화동1가)|||160417
르노삼성자동차서비스|전주정비사업소|||르노삼성자동차서비스|063-211-1125|전북 전주시 덕진구 서귀로 11|전북 전주시 덕진구 팔복동2가 381-3|ESC센터||||||르노삼성자동차서비스 전주정비사업소|(팔복동2가)|||160417
르노삼성자동차서비스|무주번호판제작소|||르노삼성자동차서비스|063-322-6488|전북 무주군 무주읍 무금로 192|전북 무주군 무주읍 용포리 174-4|General-ASC코너||||||르노삼성자동차서비스 무주번호판제작소||||160417
르노삼성자동차지정정비센터|군산정비|||르노삼성자동차서비스|063-443-3390|전북 군산시 구암로 164|전북 군산시 구암동 181-3|Premium-ASC센터||||||르노삼성자동차지정정비센터 군산정비|(구암동)|||160417
르노삼성자동차지정정비코너|남원점|||르노삼성자동차서비스|063-625-4887|전북 남원시 오들로 10|전북 남원시 월락동 82|General-ASC코너||||||르노삼성자동차지정정비코너 남원점|(월락동)|||160417
르노삼성자동차지정정비코너|수송점|||르노삼성자동차서비스|063-465-3096|전북 군산시 신평안길 16-2|전북 군산시 지곡동 544|ESC코너||||||르노삼성자동차지정정비코너 수송점|(지곡동)|||160417
르노삼성자동차지정정비코너|양양점|||르노삼성자동차서비스|033-672-3424|강원 양양군 양양읍 동해대로 2649|강원 양양군 양양읍 연창리 180-2|General-ASC코너||||||르노삼성자동차지정정비코너 양양점||||160417
르노삼성자동차서비스|애니카랜드/양구점|||르노삼성자동차서비스|033-481-9011|강원 양구군 양구읍 청춘로 29|강원 양구군 양구읍 상리 571-2|General-ASC코너||||||르노삼성자동차서비스 애니카랜드/양구점||||160417
르노삼성자동차서비스|강릉정비사업소|||르노삼성자동차서비스|033-652-9006|강원 강릉시 강변로534번길 55|강원 강릉시 입암동 21-11|ESC센터||||||르노삼성자동차서비스 강릉정비사업소|(입암동)|||160417
르노삼성자동차서비스|애니카랜드/영월점|||르노삼성자동차서비스|033-375-7667|강원 영월군 영월읍 영월로 2062|강원 영월군 영월읍 덕포리 574-19|General-ASC코너||||||르노삼성자동차서비스 애니카랜드/영월점||||160417
르노삼성자동차|춘천점|||르노삼성자동차서비스|033-264-3339|강원 춘천시 지석로 5|강원 춘천시 퇴계동 190|ESC코너||||||르노삼성자동차 춘천점|(퇴계동)|||160417
르노삼성자동차지정정비코너|인제점|||르노삼성자동차서비스|033-461-1108|강원 인제군 인제읍 인제로 279|강원 인제군 인제읍 합강리 339-19|General-ASC코너||||||르노삼성자동차지정정비코너 인제점||||160417
르노삼성자동차지정정비코너|홍제점|||르노삼성자동차서비스|033-643-0439|강원 강릉시 강릉대로98번길 8|강원 강릉시 홍제동 997-8|General-ASC코너||||||르노삼성자동차지정정비코너 홍제점|(홍제동)|||160417
르노삼성자동차지정정비코너|갈말점|||르노삼성자동차서비스|033-452-8111|강원 철원군 갈말읍 명성로125번길 4|강원 철원군 갈말읍 지포리 111-2|General-ASC코너||||||르노삼성자동차지정정비코너 갈말점||||160417
르노삼성자동차서비스|평창모터스|||르노삼성자동차서비스|033-333-0500|강원 평창군 평창읍 평창중앙로 249|강원 평창군 평창읍 후평리 773-3|General-ASC코너||||||르노삼성자동차서비스 평창모터스||||160417
르노삼성자동차서비스|한마음카센타|||르노삼성자동차서비스|033-662-1441|강원 강릉시 연주로 275|강원 강릉시 주문진읍 교항리 28-3|General-ASC코너||||||르노삼성자동차서비스 한마음카센타||||160417
르노삼성자동차서비스|공단2급자동차정비공업사|||르노삼성자동차서비스|033-521-6699|강원 동해시 공단2로 7-13|강원 동해시 구호동 242-1|General-ASC센터||||||르노삼성자동차서비스 공단2급자동차정비공업사|(구호동)|||160417
르노삼성자동차서비스|대영자동차정비|||르노삼성자동차서비스|033-681-6622|강원 고성군 간성읍 간성로 116|강원 고성군 간성읍 상리 165|General-ASC코너||||||르노삼성자동차서비스 대영자동차정비||||160417
르노삼성자동차서비스|카마트|||르노삼성자동차서비스|033-592-3650|강원 정선군 사북읍 소금강로 3572|강원 정선군 사북읍 사북리 275|General-ASC코너||||||르노삼성자동차서비스 카마트||||160417
르노삼성자동차지정정비코너|동해점|||르노삼성자동차서비스|033-533-5189|강원 동해시 충혼길 27|강원 동해시 천곡동 999-5|Premium-ASC코너||||||르노삼성자동차지정정비코너 동해점|(천곡동)|||160417
