##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@대구은행
대구은행|왜관지점|||대구은행|054-973-2180|경상북도 칠곡군 왜관읍 중앙로 152||||||||대구은행 왜관지점|(왜관읍 293-5 태창빌딩)|||40202
대구은행|외동공단지점|||대구은행|054-741-8306|경상북도 경주시 외동읍 산업로 1842||||||||대구은행 외동공단지점|(외동읍 모화리 302-2)|||40202
대구은행|용강지점|||대구은행|054-773-2161|경상북도 경주시 다불로 7||||||||대구은행 용강지점|(용강동 1290-1)|||40202
대구은행|용산동지점|||대구은행|053-521-2811|대구광역시 달서구 용산로 235||||||||대구은행 용산동지점|(용산동 930-3)|||40202
대구은행|용산롯데캐슬점|||대구은행|053-554-2340|대구광역시 달서구 장산남로 33||||||||대구은행 용산롯데캐슬점|(용산동 230-10 용산롯데캐슬상가 302동 101~104호)|||40202
대구은행|울산북지점|||대구은행|052-294-9820~2|울산광역시 북구 신답로 33||||||||대구은행 울산북지점|(상안동 358-47)|||40202
대구은행|울산영업부|||대구은행|052-268-9611~5|울산광역시 남구 정동로 83||||||||대구은행 울산영업부|(삼산동 1559-23 한국산업안전공단 울산지사 1층)|||40202
대구은행|원대점|||대구은행|053-356-0221|대구광역시 서구 팔달로 232||||||||대구은행 원대점|(원대동3가 1327-5)|||40202
대구은행|월배영업부|||대구은행|053-636-0511|대구광역시 달서구 월배로 109||||||||대구은행 월배영업부|(진천동 530-8)|||40202
대구은행|월성동지점|||대구은행|053-635-1421|대구광역시 달서구 월성로 30||||||||대구은행 월성동지점|(월성동 275)|||40202
대구은행|월촌역지점|||대구은행|053-625-2581|대구광역시 달서구 월배로 322||||||||대구은행 월촌역지점|(송현동 1944-11)|||40202
대구은행|유통단지영업부|||대구은행|053-382-1400|대구광역시 북구 유통단지로 73||||||||대구은행 유통단지영업부|(산격동 1581)|||40202
대구은행|율하점|||대구은행|053-965-9732|대구광역시 동구 안심로22길 60||||||||대구은행 율하점|(율하동 1432 동흥메디컬빌딩 1층)|||40202
대구은행|이곡동지점|||대구은행|053-591-5411|대구광역시 달서구 계대동문로 124||||||||대구은행 이곡동지점|(이곡동 1198-2)|||40202
대구은행|이시아폴리스지점|||대구은행|053-984-0235|대구광역시 동구 팔공로 227||||||||대구은행 이시아폴리스지점|(봉무동) 대구텍스타일콤플렉스 (DTC) 1층 (봉무동 1560-1 대구텍스타일콤플렉스 (DTC) 1층)|||40202
대구은행|이현공단영업부|||대구은행|053-558-0301|대구광역시 서구 국채보상로 124||||||||대구은행 이현공단영업부|(중리동 1082-8)|||40202
대구은행|인동지점|||대구은행|054-472-3610|경상북도 구미시 인동가산로 19||||||||대구은행 인동지점|(황상동 313-2)|||40202
대구은행|인천지점|||대구은행|032-584-8591|인천광역시 서구 봉수대로 158||||||||대구은행 인천지점|엠파크타워 2층 (가좌동 178-105)|||40202
대구은행|장기동지점|||대구은행|053-521-3170|대구광역시 달서구 장기로 265||||||||대구은행 장기동지점|(장기동 556-5)|||40202
대구은행|장성점|||대구은행|054-251-9801|경상북도 포항시 새천년대로 1249번길 26||||||||대구은행 장성점|(북구 장성동 1569-6)|||40202
대구은행|정평동지점|||대구은행|053-811-4843|경상북도 경산시 대학로 63||||||||대구은행 정평동지점|(정평동 138-1)|||40202
대구은행|제2본점영업부|||대구은행|053-357-6871|대구광역시 북구 옥산로 111||||||||대구은행 제2본점영업부|(제2본점 1층) (칠성동2가 2-4)|||40202
대구은행|죽전지점|||대구은행|053-554-5715|대구광역시 달서구 달구벌대로 1568||||||||대구은행 죽전지점|(감삼동 146-29)|||40202
대구은행|중구청지점|||대구은행|053-426-5063|대구광역시 중구 국채보상로 139길 1||||||||대구은행 중구청지점|(동인동2가 177-4 중구청내)|||40202
대구은행|중동지점|||대구은행|053-764-0051|대구광역시 수성구 수성로 248||||||||대구은행 중동지점|(중동 46-8)|||40202
대구은행|중산지점|||대구은행|053-794-8672|경상북도 경산시 펜타힐즈로 74||||||||대구은행 중산지점|(중산동) (중산동 632)|||40202
대구은행|중앙로지점|||대구은행|053-252-3835|대구광역시 중구 중앙대로 425||||||||대구은행 중앙로지점|(포정동 58-8)|||40202
대구은행|지산1동지점|||대구은행|053-782-5183|대구광역시 수성구 지범로 145||||||||대구은행 지산1동지점|(지산1동 1277-19)|||40202
대구은행|지산지점|||대구은행|053-783-0070|대구광역시 수성구 지범로 188||||||||대구은행 지산지점|(범물2동 1334 리빙월드)|||40202
대구은행|진천점|||대구은행|053-634-2037|대구광역시 달서구 월배로11길 24||||||||대구은행 진천점|(대천동 483-4)|||40202
대구은행|차량등록사업소출장소|||대구은행|053-759-4532|대구광역시 수성구 동원로 84||||||||대구은행 차량등록사업소출장소|(만촌동 1429-9 차량등록소내)|||40202
대구은행|창원영업부|||대구은행|055-275-9771~3|경상남도 창원시 의창구 용지로 159||||||||대구은행 창원영업부|(용호동 73-37 대구은행빌딩1층)|||40202
대구은행|청도지점|||대구은행|054-373-6601|경상북도 청도군 청도읍 청화로 115||||||||대구은행 청도지점|(고수리 290)|||40202
대구은행|칠곡경북대병원점|||대구은행|053-314-4601|대구광역시 북구 호국로 807||||||||대구은행 칠곡경북대병원점|(학정동 474 칠곡경북대병원 지하1층)|||40202
대구은행|칠곡지점|||대구은행|053-323-7760|대구광역시 북구 칠곡중앙대로 451||||||||대구은행 칠곡지점|(관음동 1402)|||40202
대구은행|칠곡홈플러스점|||대구은행|053-311-4042|대구광역시 북구 동암로12길 8||||||||대구은행 칠곡홈플러스점|(동천동 968 홈플러스 칠곡점 1층)|||40202
대구은행|침산동지점|||대구은행|053-359-3691|대구광역시 북구 침산남로 180-6||||||||대구은행 침산동지점|(침산동 147-2)|||40202
대구은행|태전동지점|||대구은행|053-311-0961|대구광역시 북구 칠곡중앙대로 309||||||||대구은행 태전동지점|(태전동 409-7 송림스포츠프라자)|||40202
대구은행|테크노폴리스지점|||대구은행|053-617-0981|대구광역시 달성군 유가면 테크노상업로 120||||||||대구은행 테크노폴리스지점|(유가면 봉리 619)|||40202
대구은행|통일로지점|||대구은행|053-355-5590|대구광역시 북구 중앙대로 507||||||||대구은행 통일로지점|(칠성2가 297-5 현운빌딩)|||40202
대구은행|파동지점|||대구은행|053-762-5141|대구광역시 수성구 수성로 5||||||||대구은행 파동지점|(상동 623-5)|||40202
대구은행|파티마병원출장소|||대구은행|053-951-3852|대구광역시 동구 아양로 99||||||||대구은행 파티마병원출장소|파티마병원 본관1층 (신암동 576-31 파티마병원 본관1층)|||40202
대구은행|팔달로지점|||대구은행|053-356-2364|대구광역시 서구 팔달로 72-1||||||||대구은행 팔달로지점|(비산동 1446)|||40202
대구은행|팔달영업부|||대구은행|053-352-1201|대구광역시 서구 팔달로 126||||||||대구은행 팔달영업부|(비산동 1231)|||40202
대구은행|평리동지점|||대구은행|053-555-7081|대구광역시 서구 북비산로 156||||||||대구은행 평리동지점|(평리동 573-2)|||40202
대구은행|평택지점|||대구은행|031-611-1651|경기도 평택시 경기대로 1377||||||||대구은행 평택지점|(서정동,진영빌딩3층) (서정동 795-5)|||40202
대구은행|포스코타운지점|||대구은행|054-273-7655|경상북도 포항시 지곡로 247||||||||대구은행 포스코타운지점|(남구 지곡동 481 그린프라자1층)|||40202
대구은행|포항공단지점|||대구은행|054-278-1294|경상북도 포항시 남구 철강로 362||||||||대구은행 포항공단지점|(남구 호동 627)|||40202
대구은행|포항남구청출장소|||대구은행|054-274-9059|경상북도 포항시 남구 희망대로 790||||||||대구은행 포항남구청출장소|(남구 대도동 381-4 남구청내)|||40202
대구은행|포항북구청출장소|||대구은행|054-241-5354|경상북도 포항시 북구 중앙로 325||||||||대구은행 포항북구청출장소|(북구 덕산동 121-2 북구청내)|||40202
대구은행|포항성모병원점|||대구은행|054-272-6089|경상북도 포항시 남구 대잠동길 17||||||||대구은행 포항성모병원점|포항성모병원 지하1층 (남구 대잠동 270-1 포항성모병원 지하1층)|||40202
대구은행|포항시청출장소|||대구은행|054-274-5070|경상북도 포항시 남구 시청로 1||||||||대구은행 포항시청출장소|(남구 대잠동 1001 포항시청내)|||40202
대구은행|포항영업부|||대구은행|054-275-2600|경상북도 포항시 남구 포스코대로 329||||||||대구은행 포항영업부|(남구 상도동 10-1)|||40202
대구은행|포항중앙지점|||대구은행|054-247-2871|경상북도 포항시 북구 중앙로 270-1||||||||대구은행 포항중앙지점|(북구 남빈동 415-15)|||40202
대구은행|하양지점|||대구은행|053-852-9511|경상북도 경산시 하양읍 대학로 1517||||||||대구은행 하양지점|(하양읍 135-159)|||40202
대구은행|학정로지점|||대구은행|053-326-2851|대구광역시 북구 학정로 432||||||||대구은행 학정로지점|(구암동 765-4 디엔 (DN)트윈스빌딩)|||40202
대구은행|한국가스공사점|||대구은행|053-961-7343|대구광역시 동구 첨단로 120||||||||대구은행 한국가스공사점|한국가스공사 (신서동 1141)|||40202
대구은행|해도동지점|||대구은행|054-283-5665|경상북도 포항시 남구 중앙로 108||||||||대구은행 해도동지점|(남구 해도동 431-5 승동빌딩)|||40202
대구은행|현대백화점출장소|||대구은행|053-431-3070|대구광역시 중구 달구벌대로 2077||||||||대구은행 현대백화점출장소|(계산동2가 200 현대백화점 대구점 8층)|||40202
대구은행|형곡동지점|||대구은행|054-451-1091|경상북도 구미시 신시로 75-1||||||||대구은행 형곡동지점|(형곡동 144-3)|||40202
대구은행|화성지점|||대구은행|031-356-0538|경기도 화성시 남양읍 시청로 115||||||||대구은행 화성지점|(임광프라자 1층) (남양리 2072-9 (임광프라자 1층))|||40202
대구은행|화원지점|||대구은행|053-634-2034|대구광역시 달성군 화원읍 비슬로 2597||||||||대구은행 화원지점|(화원읍 38-5 화원읍사무소 맞은편)|||40202
대구은행|황금네거리지점|||대구은행|053-762-6167|대구광역시 수성구 동대구로 111||||||||대구은행 황금네거리지점|(황금2동 847-2 화성산업㈜ 본사1층)|||40202
대구은행|황금동지점|||대구은행|053-762-0561|대구광역시 수성구 청수로 235||||||||대구은행 황금동지점|캐슬골드파크 2단지종합상가 102호 (황금동 368 캐슬골드파크종합상가 102호)|||40202
대구은행|황성동지점|||대구은행|054-741-8411|경상북도 경주시 황성로 7||||||||대구은행 황성동지점|(황성동 450-2)|||40202
대구은행|황제점|||대구은행|053-556-0716|대구광역시 서구 통학로 46||||||||대구은행 황제점|(내당동 11-8)|||40202
대구은행|효목동지점|||대구은행|053-753-1678|대구광역시 동구 효목로 13||||||||대구은행 효목동지점|(효목동 464-1)|||40202
대구은행|효성타운지점|||대구은행|053-471-0121|대구광역시 남구 효성중앙로 37||||||||대구은행 효성타운지점|(봉덕동 1071)|||40202
대구은행|흥해지점|||대구은행|054-262-6190|경상북도 포항시 북구 흥해읍 동해대로 1552||||||||대구은행 흥해지점|(북구 흥해읍 마산리 134-2)|||40202
