##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@롯데슈퍼
롯데슈퍼|구평점|||롯데슈퍼|054-474-5603|경상북도 구미시 인동36길 26||||||||롯데슈퍼 구평점||||92102
롯데슈퍼|대구대점|||롯데슈퍼|053-851-5611|경상북도 경산시 진량읍 대구대로 287||||||||롯데슈퍼 대구대점|(평사리)|||92102
롯데슈퍼|성주점|||롯데슈퍼|054-931-5605|경상북도 성주군 성주읍 성주읍3길 41||||||||롯데슈퍼 성주점|외 (예산리)|||92102
롯데슈퍼|영주점|||롯데슈퍼|054-632-5601|경상북도 영주시 구성로 256||||||||롯데슈퍼 영주점|(휴천동)|||92102
롯데슈퍼|칠곡석적점|||롯데슈퍼|054-975-7962|경상북도 칠곡군 석적로 933-3||||||||롯데슈퍼 칠곡석적점||||92102
롯데슈퍼|칠곡중리점|||롯데슈퍼|054-977-5601|경상북도 칠곡군 석적읍 유학로 24||||||||롯데슈퍼 칠곡중리점|(중리)|||92102
롯데슈퍼|포항점|||롯데슈퍼|054-276-5602|경상북도 포항시 북구 포스코대로 277||||||||롯데슈퍼 포항점|~5,11,13,14,16번지 (죽도동)|||92102
롯데슈퍼|형곡점|||롯데슈퍼|054-451-5603|경상북도 구미시 형곡서로 74||||||||롯데슈퍼 형곡점|외 1필지 (형곡동)|||92102
롯데슈퍼|광주센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 광주센터||||92102
롯데슈퍼|광주연제점|||롯데슈퍼|062-576-5608|광주광역시 북구 양일로 64||||||||롯데슈퍼 광주연제점|(연제동)|||92102
롯데슈퍼|두암점|||롯데슈퍼|062-263-0011|광주광역시 북구 삼정로3번길 21||||||||롯데슈퍼 두암점|(두암동)|||92102
롯데슈퍼|문흥점|||롯데슈퍼|062-267-6800|광주광역시 북구 대천로 140-7||||||||롯데슈퍼 문흥점|(문흥동)|||92102
롯데슈퍼|봉선점|||롯데슈퍼|062-654-0077|광주광역시 남구 유안초등북길 1||||||||롯데슈퍼 봉선점|롯데 슈퍼|||92102
롯데슈퍼|신가점|||롯데슈퍼|062-962-5555|광주광역시 광산구 수등로258번길 10||||||||롯데슈퍼 신가점|(신가동);우미|||92102
롯데슈퍼|진월점|||롯데슈퍼|062-674-5601|광주광역시 남구 서문대로 729||||||||롯데슈퍼 진월점|외 4필지 (진월동)|||92102
롯데슈퍼|첨단점|||롯데슈퍼|062-972-6900|광주광역시 광산구 첨단중앙로182번길 8||||||||롯데슈퍼 첨단점|(쌍암동);롯|||92102
롯데슈퍼|풍암점|||롯데슈퍼|062-652-5601|광주광역시 서구 풍암2로 2||||||||롯데슈퍼 풍암점|(풍암동);롯데슈퍼센터|||92102
롯데슈퍼|남산점|||롯데슈퍼|053-252-5601|대구광역시 중구 달구벌대로 1936||||||||롯데슈퍼 남산점|(남산동);롯데슈퍼|||92102
롯데슈퍼|내당점|||롯데슈퍼|053-566-5600|대구광역시 서구 평리로 236||||||||롯데슈퍼 내당점|B1호 (내당동,삼익뉴타운아파트);삼익뉴타운상|||92102
롯데슈퍼|대구각산점|||롯데슈퍼|053-963-7833|대구광역시 동구 경안로 938||||||||롯데슈퍼 대구각산점|제1층 제102-1|||92102
롯데슈퍼|대구고산점|||롯데슈퍼|053-795-8680|대구광역시 수성구 시지로 50||||||||롯데슈퍼 대구고산점|(시지동)|||92102
롯데슈퍼|대구대실점|||롯데슈퍼|053-584-9012|대구광역시 달성군 대실역남로 46||||||||롯데슈퍼 대구대실점|1층|||92102
롯데슈퍼|대구센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 대구센터||||92102
롯데슈퍼|대구현풍점|||롯데슈퍼|053-611-9713|대구광역시 달성군 테크노상업로2길 9||||||||롯데슈퍼 대구현풍점||||92102
롯데슈퍼|복현점|||롯데슈퍼|053-381-5601|대구광역시 북구 검단로 8||||||||롯데슈퍼 복현점||||92102
롯데슈퍼|수성점|||롯데슈퍼|053-764-5601|대구광역시 수성구 수성로 227||||||||롯데슈퍼 수성점|외 14필지 (중동)|||92102
롯데슈퍼|월성점|||롯데슈퍼|053-639-5601|대구광역시 달서구 월성로 14||||||||롯데슈퍼 월성점||||92102
롯데슈퍼|율하점|||롯데슈퍼|053-965-5602|대구광역시 동구 안심로22길 60-1||||||||롯데슈퍼 율하점|108호~117호 (율하동,모인플라자);모인프라|||92102
롯데슈퍼|지산2동점|||롯데슈퍼|053-784-5601|대구광역시 수성구 지범로 59||||||||롯데슈퍼 지산2동점||||92102
롯데슈퍼|지저점|||롯데슈퍼|053-986-5601|대구광역시 동구 해동로 30||||||||롯데슈퍼 지저점|(지저동)|||92102
롯데슈퍼|칠곡점|||롯데슈퍼|053-323-5607|대구광역시 북구 동천로 5-7||||||||롯데슈퍼 칠곡점|(동천동)|||92102
롯데슈퍼|프리미엄황금점|||롯데슈퍼|053-762-5601|대구광역시 수성구 청수로 261||||||||롯데슈퍼 프리미엄황금점|캐슬골드파크;캐슬골드파|||92102
롯데슈퍼|대전둔산점|||롯데슈퍼|042-471-5608|대전광역시 서구 청사로 281||||||||롯데슈퍼 대전둔산점|샘머리아파트2단지,;샘머리아파트|||92102
롯데슈퍼|대전반석점|||롯데슈퍼|042-826-8729|대전광역시 유성구 반석로 54||||||||롯데슈퍼 대전반석점||||92102
롯데슈퍼|대전봉명점|||롯데슈퍼|042-824-9478|대전광역시 유성구 계룡로 72||||||||롯데슈퍼 대전봉명점|㈜뉴유성프라|||92102
롯데슈퍼|대전센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 대전센터||||92102
롯데슈퍼|대전지족점|||롯데슈퍼|042-822-6305|대전광역시 유성구 은구비남로33번길 12||||||||롯데슈퍼 대전지족점|10|||92102
롯데슈퍼|엑스포점|||롯데슈퍼|042-863-0187|대전광역시 유성구 엑스포로 488||||||||롯데슈퍼 엑스포점|엑스포코아,;엑스포코|||92102
롯데슈퍼|용운점|||롯데슈퍼|042-271-6001|대전광역시 동구 동부로85번길 19-8||||||||롯데슈퍼 용운점||||92102
롯데슈퍼|정림점|||롯데슈퍼|042-584-2233|대전광역시 서구 계백로1286번길 49||||||||롯데슈퍼 정림점|(정림동);(정림|||92102
롯데슈퍼|중촌점|||롯데슈퍼|042-253-5620|대전광역시 중구 목중로 50||||||||롯데슈퍼 중촌점|207호~213호 (중촌동,제일프라자);중촌제일프라자|||92102
롯데슈퍼|한밭대점|||롯데슈퍼|042-826-9528|대전광역시 유성구 학하서로121번길 133||||||||롯데슈퍼 한밭대점||||92102
롯데슈퍼|한빛점|||롯데슈퍼|042-861-9753|대전광역시 유성구 어은로 57||||||||롯데슈퍼 한빛점|상가 (어은동,한빛아파트);한빛프라자상|||92102
롯데슈퍼|괴정점|||롯데슈퍼|051-291-5601|부산광역시 사하구 낙동대로 123||||||||롯데슈퍼 괴정점|10,18 (괴정동)|||92102
롯데슈퍼|다대점|||롯데슈퍼|051-261-5601|부산광역시 사하구 윤공단로 4||||||||롯데슈퍼 다대점|(다대동)|||92102
롯데슈퍼|당리점|||롯데슈퍼|051-205-5602|부산광역시 사하구 제석로 68||||||||롯데슈퍼 당리점|(당리동)|||92102
롯데슈퍼|대연2동점|||롯데슈퍼|051-633-5601|부산광역시 남구 천제등로 11||||||||롯데슈퍼 대연2동점|(대연동);지하1층|||92102
롯데슈퍼|대연점|||롯데슈퍼|051-622-5605|부산광역시 남구 못골로 78||||||||롯데슈퍼 대연점||||92102
롯데슈퍼|명지점|||롯데슈퍼|051-292-5602|부산광역시 강서구 명지오션시티10로 16||||||||롯데슈퍼 명지점|(명지동,영어도시링컨타운);퀸|||92102
롯데슈퍼|부산남산점|||롯데슈퍼|051-514-8270|부산광역시 금정구 중앙대로 2033||||||||롯데슈퍼 부산남산점|정암프라|||92102
롯데슈퍼|부산문현점|||롯데슈퍼|051-636-5601|부산광역시 남구 지게골로 45||||||||롯데슈퍼 부산문현점|1층 (문현동)|||92102
롯데슈퍼|부산영도점|||롯데슈퍼|051-405-9615|부산광역시 영도구 태종로 759||||||||롯데슈퍼 부산영도점|신흥하리상|||92102
롯데슈퍼|부산정관점|||롯데슈퍼|051-728-6808|부산광역시 기장군 정관3로 23||||||||롯데슈퍼 부산정관점|정관동일스|||92102
롯데슈퍼|부산학장점|||롯데슈퍼|051-326-5601|부산광역시 사상구 대동로 98||||||||롯데슈퍼 부산학장점|2필지학장반도보라타운제상가동1층 (학장동);학장반도보라|||92102
롯데슈퍼|부산화명점|||롯데슈퍼|051-365-4660|부산광역시 북구 금곡대로 166||||||||롯데슈퍼 부산화명점|외7필지 (화명동);화명롯데캐|||92102
롯데슈퍼|엄궁점|||롯데슈퍼|051-313-5601|부산광역시 사상구 엄궁북로 70||||||||롯데슈퍼 엄궁점|(엄궁동)|||92102
롯데슈퍼|연산점|||롯데슈퍼|051-756-5601|부산광역시 연제구 과정로 115||||||||롯데슈퍼 연산점|(연산동)|||92102
롯데슈퍼|연제점|||롯데슈퍼|051-861-5602|부산광역시 연제구 세병로 29||||||||롯데슈퍼 연제점|(연산동)|||92102
롯데슈퍼|장림점|||롯데슈퍼|051-266-5604|부산광역시 사하구 다대로277번길 12||||||||롯데슈퍼 장림점|(장림동)|||92102
롯데슈퍼|좌1동점|||롯데슈퍼|051-702-5603|부산광역시 해운대구 좌동순환로 178||||||||롯데슈퍼 좌1동점|(좌동)|||92102
롯데슈퍼|프리미엄용호점|||롯데슈퍼|051-626-8340|부산광역시 남구 분포로 145||||||||롯데슈퍼 프리미엄용호점|더블유스퀘어|||92102
롯데슈퍼|해운대점|||롯데슈퍼|051-703-5602|부산광역시 해운대구 해운대로 799||||||||롯데슈퍼 해운대점|1층 (좌동);시티코|||92102
롯데슈퍼|(백)일산점|||롯데슈퍼|031-909-3092|경기도 고양시 일산동구 중앙로 1283||||||||롯데슈퍼 (백)일산점|롯데|||92102
롯데슈퍼|가락점|||롯데슈퍼|02-401-5601|서울특별시 송파구 오금로36길 8||||||||롯데슈퍼 가락점||||92102
롯데슈퍼|갈월점|||롯데슈퍼|02-713-5601|서울특별시 용산구 한강대로77길 12||||||||롯데슈퍼 갈월점|(갈월동);국제|||92102
롯데슈퍼|개포4동점|||롯데슈퍼|02-3461-5602|서울특별시 강남구 개포로 239||||||||롯데슈퍼 개포4동점|(개포동);로얄빌딩 1|||92102
롯데슈퍼|개화산점|||롯데슈퍼|02-2664-5606|서울특별시 강서구 양천로6길 15||||||||롯데슈퍼 개화산점|외 (방화동)|||92102
롯데슈퍼|고덕점|||롯데슈퍼|02-441-6210|서울특별시 강동구 동남로79길 26||||||||롯데슈퍼 고덕점|고덕아이|||92102
롯데슈퍼|공릉점|||롯데슈퍼|02-971-5601|서울특별시 노원구 공릉로 144||||||||롯데슈퍼 공릉점|(공릉동);공릉빌딩|||92102
롯데슈퍼|광운대점|||롯데슈퍼|02-916-5990|서울특별시 노원구 광운로 46||||||||롯데슈퍼 광운대점|(월계동);101~104호,1|||92102
롯데슈퍼|광주금호점|||롯데슈퍼|02-2290-5600||서울특별시 송파구 잠실6동 7-18|||||||롯데슈퍼 광주금호점|롯데캐슬 3층|||92102
롯데슈퍼|길동점|||롯데슈퍼|02-472-5604|서울특별시 강동구 성안로 176||||||||롯데슈퍼 길동점|길동 골드빌|||92102
롯데슈퍼|길음점|||롯데슈퍼|02-941-5610|서울특별시 성북구 길음로13길 24||||||||롯데슈퍼 길음점|프라자상|||92102
롯데슈퍼|남가좌점|||롯데슈퍼|02-308-5601|서울특별시 서대문구 거북골로 120||||||||롯데슈퍼 남가좌점|동부센트레빌아파트,;가재울|||92102
롯데슈퍼|남양주덕소|||롯데슈퍼|02-2290-5600||서울특별시 송파구 잠실6동 7-18|||||||롯데슈퍼 남양주덕소|롯데캐슬 3층|||92102
롯데슈퍼|남양주센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 남양주센터||||92102
롯데슈퍼|남양주월산|||롯데슈퍼|02-2290-5600||서울특별시 송파구 잠실6동 7-18|||||||롯데슈퍼 남양주월산|롯데캐슬 3층|||92102
롯데슈퍼|남현점|||롯데슈퍼|02-522-5603|서울특별시 관악구 남부순환로 2074||||||||롯데슈퍼 남현점|1층 (남현동);1층|||92102
롯데슈퍼|논현점|||롯데슈퍼|02-3446-5601|서울특별시 강남구 언주로122길 25||||||||롯데슈퍼 논현점|논현두산위브아파트단지내상가전체 (논현동);두산위|||92102
롯데슈퍼|대림점|||롯데슈퍼|02-831-4400|서울시 영등포구 대림로 251||||||||롯데슈퍼 대림점||||92102
롯데슈퍼|대치4동점|||롯데슈퍼|02-556-5602|서울특별시 강남구 역삼로 428||||||||롯데슈퍼 대치4동점|1층 (대치동,우원빌딩);우일빌딩 1|||92102
롯데슈퍼|대치점|||롯데슈퍼|02-565-5601|서울특별시 강남구 도곡로 515||||||||롯데슈퍼 대치점|(대치동,한도빌딩);한도산업사|||92102
롯데슈퍼|대학로2점|||롯데슈퍼|02-762-6533|서울특별시 종로구 동숭길 63||||||||롯데슈퍼 대학로2점||||92102
롯데슈퍼|대현점|||롯데슈퍼|02-364-5602|서울특별시 서대문구 신촌로 157||||||||롯데슈퍼 대현점|(대현동);1층|||92102
롯데슈퍼|도곡점|||롯데슈퍼|02-574-5601|서울특별시 강남구 언주로 123||||||||롯데슈퍼 도곡점|지층 1호 (도곡동,재능빌딩);개포한신아|||92102
롯데슈퍼|독산점|||롯데슈퍼|02-852-5601|서울특별시 금천구 시흥대로 473||||||||롯데슈퍼 독산점|1층 (독산동);비앤비빌|||92102
롯데슈퍼|동소문점|||롯데슈퍼|02-923-5601|서울특별시 성북구 동소문로 98||||||||롯데슈퍼 동소문점|(동소문동5가);지하1층|||92102
롯데슈퍼|등촌점|||롯데슈퍼|02-3665-7802|서울특별시 강서구 화곡로63길 93||||||||롯데슈퍼 등촌점|제1층 제|||92102
롯데슈퍼|마포대흥점|||롯데슈퍼|02-701-5604|서울특별시 마포구 큰우물로 3||||||||롯데슈퍼 마포대흥점|(대흥동)|||92102
롯데슈퍼|마포점|||롯데슈퍼|02-706-7272|서울특별시 마포구 토정로 193||||||||롯데슈퍼 마포점||||92102
롯데슈퍼|명동점|||롯데슈퍼|02-778-5603|서울특별시 중구 명동8나길 47||||||||롯데슈퍼 명동점|1층 (충무로1가)|||92102
롯데슈퍼|목동점1|||롯데슈퍼|02-2606-5601|서울특별시 양천구 목동로 223||||||||롯데슈퍼 목동점1||||92102
롯데슈퍼|목동점2|||롯데슈퍼|02-2647-0824|서울특별시 양천구 목동서로 100||||||||롯데슈퍼 목동점2|목동신시|||92102
롯데슈퍼|묵동점|||롯데슈퍼|02-949-6401|서울특별시 중랑구 동일로 887||||||||롯데슈퍼 묵동점|삼삼메디컬|||92102
롯데슈퍼|발산점|||롯데슈퍼|02-2667-4422|서울특별시 강서구 강서로45길 174||||||||롯데슈퍼 발산점|외5필지수명산씨티지하1층9호 (내발산동);수명산|||92102
롯데슈퍼|방배3점|||롯데슈퍼|02-3486-2690|서울특별시 서초구 효령로 17||||||||롯데슈퍼 방배3점||||92102
롯데슈퍼|방배점1|||롯데슈퍼|02-534-5601|서울특별시 서초구 방배중앙로 198||||||||롯데슈퍼 방배점1|,6 오릭스오피스텔101호~106호 (방배동);오릭스|||92102
롯데슈퍼|방배점2|||롯데슈퍼|02-536-0004|서울특별시 서초구 방배로33길 29||||||||롯데슈퍼 방배점2|(방배동,한신트리플);한신트리|||92102
롯데슈퍼|방이점|||롯데슈퍼|02-3431-5602|서울특별시 송파구 올림픽로32길 20||||||||롯데슈퍼 방이점|,12 (방이동)|||92102
롯데슈퍼|방학점|||롯데슈퍼|02-3491-4297|서울특별시 도봉구 방학로 223||||||||롯데슈퍼 방학점|신동아프라|||92102
롯데슈퍼|방화점|||롯데슈퍼|02-2663-5601|서울특별시 강서구 방화대로34길 83||||||||롯데슈퍼 방화점|,187-28,187-54 (방화동)|||92102
롯데슈퍼|범서점|||롯데슈퍼|02-382-8654|서울특별시 은평구 통일로 842||||||||롯데슈퍼 범서점|(불광동)|||92102
롯데슈퍼|봉은사로점|||롯데슈퍼|02-3446-5392|서울특별시 강남구 봉은사로 471||||||||롯데슈퍼 봉은사로점|SC제일은행,힐스테이트2단지제상가동제1층;삼성동 힐|||92102
롯데슈퍼|부산서부센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 부산서부센터||||92102
롯데슈퍼|부천옥길점|||롯데슈퍼|032-351-9462|경기도 부천시 옥길로 110-25||||||||롯데슈퍼 부천옥길점|1층 117호|||92102
롯데슈퍼|삼성역점|||롯데슈퍼|02-3453-4814|서울특별시 강남구 영동대로86길 21||||||||롯데슈퍼 삼성역점|(대치동);태화빌|||92102
롯데슈퍼|삼양점|||롯데슈퍼|02-982-5601|서울특별시 강북구 삼양로27길 19||||||||롯데슈퍼 삼양점|삼성래미|||92102
롯데슈퍼|상계11점|||롯데슈퍼|02-934-1154|서울특별시 노원구 동일로 1541||||||||롯데슈퍼 상계11점|11단지 종|||92102
롯데슈퍼|상계7동점|||롯데슈퍼|02-938-5601|서울특별시 노원구 동일로 1372||||||||롯데슈퍼 상계7동점|1층 (상계동,동보빌딩);동보빌딩 1|||92102
롯데슈퍼|상계센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 상계센터||||92102
롯데슈퍼|상봉점|||롯데슈퍼|02-434-5602|서울특별시 중랑구 망우로32길 23||||||||롯데슈퍼 상봉점|1층 (상봉동);중랑교쇼|||92102
롯데슈퍼|서대문센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 서대문센터||||92102
롯데슈퍼|서초3동점|||롯데슈퍼|02-587-5601|서울특별시 서초구 명달로20길 60||||||||롯데슈퍼 서초3동점|1층 (서초동,서초타운);서초타운|||92102
롯데슈퍼|서초국제점|||롯데슈퍼|02-3472-5603|서울특별시 서초구 효령로 304||||||||롯데슈퍼 서초국제점|국제전자센터,;국제전자센|||92102
롯데슈퍼|서초센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 서초센터||||92102
롯데슈퍼|석촌점|||롯데슈퍼|02-417-5604|서울특별시 송파구 백제고분로34길 3||||||||롯데슈퍼 석촌점|1층 (석촌동);영진|||92102
롯데슈퍼|성균관대점|||롯데슈퍼|02-3675-9560|서울특별시 종로구 성균관로 24-1||||||||롯데슈퍼 성균관대점|(명륜2가)|||92102
롯데슈퍼|성내점|||롯데슈퍼|02-2202-5606|서울특별시 송파구 올림픽로 435||||||||롯데슈퍼 성내점|상가 A동 (신천동,파크리오);파크|||92102
롯데슈퍼|성수점|||롯데슈퍼|02-461-5601|서울특별시 성동구 아차산로7길 28||||||||롯데슈퍼 성수점|성수쇼|||92102
롯데슈퍼|세곡점|||롯데슈퍼|02-445-8401|서울특별시 강남구 헌릉로569길 23||||||||롯데슈퍼 세곡점|천석빌|||92102
롯데슈퍼|세종다정(2)|||롯데슈퍼|02-2290-5600||서울특별시 송파구 잠실6동 7-18|||||||롯데슈퍼 세종다정(2)|롯데캐슬 3층|||92102
롯데슈퍼|송파센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 송파센터||||92102
롯데슈퍼|송파점|||롯데슈퍼|02-422-9003|서울특별시 송파구 가락로 183||||||||롯데슈퍼 송파점|상가 106,107호 (송파동,한양아파트);한양아파트|||92102
롯데슈퍼|수락점|||롯데슈퍼|02-952-5601|서울특별시 노원구 동일로 1633||||||||롯데슈퍼 수락점|(상계동)|||92102
롯데슈퍼|수원호매실|||롯데슈퍼|031-298-4862|경기도 수원시 권선구 호매실로104번길 90||||||||롯데슈퍼 수원호매실||||92102
롯데슈퍼|수유점|||롯데슈퍼|02-981-5601|서울특별시 강북구 도봉로67길 18||||||||롯데슈퍼 수유점|(수유동);수유시장|||92102
롯데슈퍼|신당점|||롯데슈퍼|02-2232-5602|서울특별시 중구 다산로 56||||||||롯데슈퍼 신당점|외 27필지 (신당동);남산정은스카이|||92102
롯데슈퍼|신도림점|||롯데슈퍼|02-2637-9210|서울특별시 구로구 신도림로 57||||||||롯데슈퍼 신도림점|신도림동아|||92102
롯데슈퍼|신동아점|||롯데슈퍼|02-798-1652|서울특별시 용산구 이촌로 352||||||||롯데슈퍼 신동아점|신동아쇼핑,센터 지하1층;신동아쇼핑|||92102
롯데슈퍼|신반포점|||롯데슈퍼|02-595-4617|서울특별시 서초구 신반포로15길 29||||||||롯데슈퍼 신반포점|(반포동);신반포|||92102
롯데슈퍼|신월점|||롯데슈퍼|02-2697-5602|서울특별시 양천구 월정로46길 11||||||||롯데슈퍼 신월점|101호 (신월동);1층 101|||92102
롯데슈퍼|신정3동점|||롯데슈퍼|02-2692-5600|서울특별시 양천구 신정로13길 3||||||||롯데슈퍼 신정3동점|103호-105호 (신정동,대우미래사랑5차);대우미래|||92102
롯데슈퍼|신천점|||롯데슈퍼|02-425-5601|서울특별시 송파구 올림픽로 111||||||||롯데슈퍼 신천점|엘스상가 (잠실동);잠실엘스|||92102
롯데슈퍼|신촌점|||롯데슈퍼|02-325-5601|서울특별시 마포구 신촌로 88||||||||롯데슈퍼 신촌점|태영빌딩|||92102
롯데슈퍼|쌍문점|||롯데슈퍼|02-993-5601|서울특별시 도봉구 도당로 10||||||||롯데슈퍼 쌍문점|쌍문동 LG트|||92102
롯데슈퍼|썬프라자|||롯데슈퍼|02-834-5577|서울특별시 영등포구 신길로 41||||||||롯데슈퍼 썬프라자|(대림동);(대림동)|||92102
롯데슈퍼|아차산점|||롯데슈퍼|02-3437-5601|서울특별시 광진구 자양로 293||||||||롯데슈퍼 아차산점|1층 전체 (구의동)|||92102
롯데슈퍼|압구정점|||롯데슈퍼|02-3446-5634|서울특별시 강남구 도산대로35길 39||||||||롯데슈퍼 압구정점|(신사동)|||92102
롯데슈퍼|여의점|||롯데슈퍼|02-782-4581|서울특별시 영등포구 국제금융로 79||||||||롯데슈퍼 여의점|(여의도동);한양아|||92102
롯데슈퍼|역삼2동점|||롯데슈퍼|02-3452-5601|서울특별시 강남구 역삼로 230||||||||롯데슈퍼 역삼2동점|(역삼동);세명빌딩 1|||92102
롯데슈퍼|역삼3점|||롯데슈퍼|02-3453-5053|서울특별시 강남구 역삼로 153||||||||롯데슈퍼 역삼3점|케이앨넷 빌딩,;케이엘넷 빌|||92102
롯데슈퍼|역촌2점|||롯데슈퍼|02-357-5601|서울특별시 은평구 갈현로11길 19||||||||롯데슈퍼 역촌2점|(역촌동);1층|||92102
롯데슈퍼|역촌점|||롯데슈퍼|02-354-5602|서울특별시 은평구 진흥로 103||||||||롯데슈퍼 역촌점|기린빌딩|||92102
롯데슈퍼|염창2점|||롯데슈퍼|02-2659-5601|서울특별시 강서구 공항대로59다길 101||||||||롯데슈퍼 염창2점|(염창동,하늘바람빌딩);하|||92102
롯데슈퍼|오금2점|||롯데슈퍼|02-449-6151|서울특별시 송파구 마천로 83||||||||롯데슈퍼 오금2점|한이빌딩|||92102
롯데슈퍼|오금점|||롯데슈퍼|02-449-5610|서울특별시 송파구 동남로23길 31||||||||롯데슈퍼 오금점|(오금동)|||92102
롯데슈퍼|오토프레시의왕센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 오토프레시의왕센터||||92102
롯데슈퍼|용인남사점|||롯데슈퍼|031-323-6980|경기도 용인시 처인구 한숲로 33번길 8||||||||롯데슈퍼 용인남사점||||92102
롯데슈퍼|우장산점|||롯데슈퍼|02-2064-5601|서울특별시 강서구 강서로 267||||||||롯데슈퍼 우장산점|(내발산동);송화프라자|||92102
롯데슈퍼|원효로점|||롯데슈퍼|02-711-5602|서울특별시 용산구 백범로 341||||||||롯데슈퍼 원효로점|외1필지리첸시아용산제에이동지하1층 (원효로1가);리첸시아용|||92102
롯데슈퍼|월계점|||롯데슈퍼|02-904-5622|서울특별시 노원구 초안산로5길 12||||||||롯데슈퍼 월계점|1층 115~117호 (월계동,월계프라자);월계프|||92102
롯데슈퍼|위례중앙점|||롯데슈퍼|02-449-6510|서울특별시 송파구 위례광장로 136||||||||롯데슈퍼 위례중앙점|위례아|||92102
롯데슈퍼|유진점|||롯데슈퍼|02-395-3674|서울 서대문구 통일로 484||||||||롯데슈퍼 유진점|유진상가 1층|||92102
롯데슈퍼|은마점|||롯데슈퍼|02-566-6839|서울특별시 강남구 삼성로 212||||||||롯데슈퍼 은마점|은마아파트,종합상가 지하1층;은마아파트|||92102
롯데슈퍼|은평점|||롯데슈퍼|02-386-8060|서울특별시 은평구 진관2로 117||||||||롯데슈퍼 은평점|(진관동);(진관동)|||92102
롯데슈퍼|은평진관점|||롯데슈퍼|02-389-9296|서울특별시 은평구 진관3로 15-35||||||||롯데슈퍼 은평진관점|은평뉴타|||92102
롯데슈퍼|이문점|||롯데슈퍼|02-967-5601|서울특별시 동대문구 이문로 88||||||||롯데슈퍼 이문점|101호 (이문동,민족통일대통령빌딩);민족통일대|||92102
롯데슈퍼|일원점|||롯데슈퍼|02-451-9513|서울특별시 강남구 양재대로33길 30||||||||롯데슈퍼 일원점|(일원동)|||92102
롯데슈퍼|자곡점|||롯데슈퍼|02-3412-4077|서울특별시 강남구 자곡로 192||||||||롯데슈퍼 자곡점|강남2차푸르|||92102
롯데슈퍼|잠실3동점|||롯데슈퍼|02-413-5601|서울특별시 송파구 석촌호수로 61||||||||롯데슈퍼 잠실3동점|상가 지하1층 (잠실동,트리지움);트리지움|||92102
롯데슈퍼|잠원점|||롯데슈퍼|02-599-5601|서울특별시 서초구 나루터로4길 61||||||||롯데슈퍼 잠원점|신반포아파트,뉴타운빌딩 1층;신반포|||92102
롯데슈퍼|장안센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 장안센터||||92102
롯데슈퍼|장안점|||롯데슈퍼|02-2242-5611|서울특별시 동대문구 한천로46길 42||||||||롯데슈퍼 장안점|1층 (장안동,예신프라자);예신프|||92102
롯데슈퍼|장위점|||롯데슈퍼|02-915-5603|서울특별시 성북구 월계로40길 7||||||||롯데슈퍼 장위점|지하1층B101,B102호 (장위동);센트럴타|||92102
롯데슈퍼|전농점|||롯데슈퍼|02-2248-7800|서울특별시 동대문구 사가정로 148||||||||롯데슈퍼 전농점|SK아파|||92102
롯데슈퍼|정릉점|||롯데슈퍼|02-914-5601|서울특별시 성북구 정릉로 307||||||||롯데슈퍼 정릉점|라온유아파|||92102
롯데슈퍼|종로평창점|||롯데슈퍼|02-3217-9151|서울특별시 종로구 평창문화로 39||||||||롯데슈퍼 종로평창점|1층 백상빌딩;백상빌딩|||92102
롯데슈퍼|중계역점|||롯데슈퍼|02-3296-5606|서울특별시 노원구 동일로 1308||||||||롯데슈퍼 중계역점|1층 일부 (중계동,정안프라자상가동);정안프라자|||92102
롯데슈퍼|중계점|||롯데슈퍼|02-978-8994|서울특별시 노원구 섬밭로 209||||||||롯데슈퍼 중계점|신한은행,벽산상가 지층 138호;신한은행 벽|||92102
롯데슈퍼|중곡점|||롯데슈퍼|02-453-5604|서울특별시 광진구 긴고랑로 60||||||||롯데슈퍼 중곡점|(중곡동)|||92102
롯데슈퍼|창동2점|||롯데슈퍼|02-907-5689|서울특별시 도봉구 해등로16길 63||||||||롯데슈퍼 창동2점|(창동)|||92102
롯데슈퍼|창동점|||롯데슈퍼|02-903-5602|서울특별시 도봉구 도봉로110길 65||||||||롯데슈퍼 창동점|1층 (창동,청마빌딩);청마빌|||92102
롯데슈퍼|창천2점|||롯데슈퍼|02-393-9781|서울특별시 서대문구 명물길 62||||||||롯데슈퍼 창천2점|오시리스타|||92102
