##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@산후조리원
마리노블||127.0573145|37.5217138|산후조리원|02-541-5673|서울 강남구 학동로101길 15||||||||마리노블|(청담동,청구 빌딩)|||30601
마리본||127.1393964|37.6084486|산후조리원|031-551-2700|경기 구리시 건원대로 39-1||||||||마리본|(인창동,마리본산부인과)|||30601
마리아||126.672376|37.5064219|산후조리원|032-571-5667|인천 서구 가정로 358||||||||마리아|(가정동,마리아산부인과)|||30601
마미/산후조리원||126.7811931|37.483736|산후조리원|032-341-3567|경기 부천시 소사구 경인로 511||||||||마미 산후조리원|(괴안동,역곡noon빌딩)|||30601
마미맘산후조리원||126.8865769|37.4481963|산후조리원|02-897-8100|경기 광명시 소하로 88||||||||마미맘산후조리원|(소하동)|||30601
마미안여성병원/산후조리원||128.734837|35.8291168|산후조리원|053-813-1100|경북 경산시 경안로 217||||||||마미안여성병원 산후조리원|(중방동,마미안여성병원)|||30601
마미캠프/남구본점||129.0864465|35.1360604|산후조리원|051-623-1241|부산 남구 수영로 294||||||||마미캠프 남구본점|(대연동,동일스위트)|||30601
마미캠프/정관||129.2221542|35.2445494|산후조리원|051-728-3530|부산 기장군 정관읍 정관로 613||||||||마미캠프 정관|(매학리)|||30601
마미캠프/진주||128.10851|35.1612891|산후조리원|055-752-3080|경남 진주시 진주대로 518||||||||마미캠프 진주|(가좌동,Y ZONE 빌딩)|||30601
마미캠프/해운대||129.1778542|35.1729459|산후조리원|051-702-7597|부산 해운대구 좌동로 88||||||||마미캠프 해운대|(좌동,울트라타워) 13층|||30601
마이비||126.7223175|37.4018952|산후조리원|032-424-7007|인천 남동구 논고개로123번길 17||||||||마이비|(논현동,아이플렉스)|||30601
맘스/산후조리원||126.9373077|37.5430367|산후조리원|02-711-6838|서울 마포구 토정로 235||||||||맘스 산후조리원|(신수동,토형빌딩)|||30601
맘스드림||128.8665696|35.2385566|산후조리원|055-331-1800|경남 김해시 경원로55번길 12||||||||맘스드림|(내동)|||30601
맘스맘/산후조리원||126.4779614|33.4896242|산후조리원|064-745-0974|제주특별자치도 제주시 월랑로8길 1||||||||맘스맘 산후조리원|(노형동,아란야플라자)|||30601
맘스산후조리원||129.3508347|35.5668285|산후조리원|052-290-6000|울산 중구 남외2길 36||||||||맘스산후조리원|(남외동)|||30601
맘스퀘어산후조리원||126.8475675|37.4974302|산후조리원|02-2611-7322|서울 구로구 경인로 240||||||||맘스퀘어산후조리원|(오류동,예성라온팰리스)|||30601
맘스터치||127.0551248|37.5643413|산후조리원|02-2212-2582||서울 성동구 용답동 2-3|||||||맘스터치||||30601
맘스파크/산후조리원||127.162899|37.4524966|산후조리원|031-734-0005|경기 성남시 중원구 자혜로17번길 16||||||||맘스파크 산후조리원|(은행동,현대아파트)|||30601
맘스프레||126.9388145|37.3613089|산후조리원|031-399-6522|경기 군포시 산본로 398||||||||맘스프레|(산본동,태주빌딩)|||30601
맘앤캐슬/당진||126.6396178|36.8911734|산후조리원|041-357-3853|충남 당진시 시청1로 72||||||||맘앤캐슬 당진|(읍내동)|||30601
맘앤휴||128.6074701|35.902072|산후조리원|053-958-1500|대구 북구 동북로 156||||||||맘앤휴|(산격동)|||30601
맘존산후조리원||129.2168583|35.8488804|산후조리원|054-749-7878|경북 경주시 원화로 315||||||||맘존산후조리원|(성동동)|||30601
메디썸||127.4890319|36.6424341|산후조리원|043-238-2545|충북 청주시 서원구 서부로 1350||||||||메디썸|(성화동)|||30601
메디우먼||129.137859|35.1710838|산후조리원|051-731-4800|부산 해운대구 해운대로 602||||||||메디우먼|(우동,메디우먼산부인과)|||30601
메디피아/산후조리원||127.2182144|37.6373116|산후조리원|031-595-8400|경기 남양주시 경춘로 1511||||||||메디피아 산후조리원|(호평동,메디피아클리닉)|||30601
메르앙/서래||127.001579|37.4950935|산후조리원|02-592-0227|서울 서초구 동광로49길 7||||||||메르앙 서래|(반포동,양지빌딩)|||30601
메종드마망||127.1333581|37.5089944|산후조리원|02-3401-1004|서울 송파구 위례성대로 206||||||||메종드마망|(오금동)|||30601
명가/산후조리원||126.6711319|37.4265353|산후조리원|032-831-5007|인천 연수구 비류대로 202||||||||명가 산후조리원|(옥련동,영진프라자)|||30601
모란산후조리원||128.6807202|35.2206178|산후조리원|055-282-1600||경남 창원시 성산구 상남동 27-2|||||||모란산후조리원||||30601
모아드림산후조리원||127.0633016|37.6571162|산후조리원|02-937-7777|서울 노원구 상계로5길 9||||||||모아드림산후조리원|(상계동,호영빌딩)|||30601
모아산후조리원||126.9112699|35.1351775|산후조리원|062-670-7773|광주 남구 백양로 13||||||||모아산후조리원|(백운동,모아산부인과)|||30601
모아산후조리원||127.2614673|37.0096757|산후조리원|031-674-7759|경기 안성시 중앙로 368||||||||모아산후조리원|(석정동,모아빌딩)|||30601
모자연||128.6344837|35.2575715|산후조리원|055-276-9200||경남 창원시 의창구 도계동 333-16|||||||모자연||||30601
모젤/산후조리원||126.9320023|37.3595981|산후조리원|031-393-8044|경기 군포시 산본로323번길 24||||||||모젤 산후조리원|(산본동,산수빌딩)|||30601
모태산후조리원||127.3759368|36.3566326|산후조리원|042-486-1114|대전 서구 대덕대로 189||||||||모태산후조리원|(둔산동)|||30601
모태안/산후조리원||127.4890319|36.6424341|산후조리원|043-239-0002|충북 청주시 서원구 복대로17번길 7-42||||||||모태안 산후조리원|(개신동,모태안 산후조리원)|||30601
목동/라테라||126.8628887|37.5400345|산후조리원|02-2653-3588|서울 강서구 등촌로 45||||||||목동 라테라|(화곡동)|||30601
목동로얄||126.8641472|37.5384259|산후조리원|02-2061-6001|서울 양천구 목동중앙남로3가길 127||||||||목동로얄|(목동,상진지오벨리)|||30601
몽쉘베베(전/네송스)||127.1498654|37.5603879|산후조리원|02-3428-3535|서울 강동구 아리수로 421||||||||몽쉘베베(전 네송스)|(강일동,MIDC빌딩)|||30601
문산후조리원||127.1172624|37.4985696|산후조리원|02-448-6080|서울 송파구 양재대로60길 3||||||||문산후조리원|(가락동,문산부인과)|||30601
문화여성병원/산후조리원||126.8744873|35.1822365|산후조리원|062-511-6100|광주 북구 북문대로 22||||||||문화여성병원 산후조리원|(운암동)|||30601
미래||128.5364731|35.8511909|산후조리원|053-608-7100|대구 달서구 와룡로41길 11||||||||미래|(죽전동)|||30601
미래드림/산후조리원||126.9426971|37.4837388|산후조리원|02-887-5551|서울 관악구 남부순환로 1785||||||||미래드림 산후조리원|(봉천동,미래드림여성병원)|||30601
미래로/산후조리원||129.0106343|35.238492|산후조리원|051-330-5666|부산 북구 금곡대로 15||||||||미래로 산후조리원|(덕천동,미래로병원)|||30601
미래산부인과산후조리원||128.5678853|35.1969107|산후조리원|055-221-3777|경남 창원시 마산합포구 3.15대로 32||||||||미래산부인과산후조리원|(월남동4가,미래산부인과)|||30601
미래산후조리원||126.8395931|37.4911149|산후조리원|02-883-0099|서울 구로구 서해안로 2296||||||||미래산후조리원|(오류동,삼성미래여성병원)|||30601
미래산후조리원||127.7219906|37.8767368|산후조리원|033-241-7677|강원 춘천시 중앙로 118||||||||미래산후조리원|(소양로4가)|||30601
미래산후조리원||126.518754|33.4858923|산후조리원|064-712-2882|제주특별자치도 제주시 연북로 28||||||||미래산후조리원|(노형동)|||30601
미래산후조리원||127.9324384|37.343509|산후조리원|033-733-3537|강원 원주시 이화6길 1||||||||미래산후조리원|(단계동)|||30601
미래산후조리원/별관||129.0274801|35.1542513|산후조리원|1577-6678|부산 부산진구 가야대로 472||||||||미래산후조리원 별관|(개금동,보문빌딩)|||30601
미래산후조리원/신관||129.0274801|35.1542513|산후조리원|051-714-1234|부산 부산진구 가야대로 474||||||||미래산후조리원 신관|(개금동,미래산후조리원)|||30601
미래아이||128.9597939|35.1091447|산후조리원|051-200-9900|부산 사하구 낙동남로 1388||||||||미래아이|(하단동)|||30601
미래안/산후조리원||126.655176|37.603969|산후조리원|032-567-3582|인천 서구 검단로 480||||||||미래안 산후조리원|(왕길동,검단리치웰프라자)|||30601
미래여성/광명||126.8764547|37.4597683|산후조리원|02-807-1002|경기 광명시 범안로 1062||||||||미래여성 광명|(하안동,천일빌딩)|||30601
미래여성/광양||127.6983963|34.9428508|산후조리원|061-791-7094|전남 광양시 중마중앙로 142||||||||미래여성 광양|(중동)|||30601
미래여성/대전||127.3785451|36.3476066|산후조리원|042-487-3800|대전 서구 대덕대로176번길 15||||||||미래여성 대전|(둔산동,미래여성병원)|||30601
미래여성/산후조리원/본관||129.0274801|35.1542513|산후조리원|051-890-9980|부산 부산진구 가야대로 459||||||||미래여성 산후조리원 본관|(개금동,미래여성병원)|||30601
미래여성/진주||128.0823562|35.1778278|산후조리원|055-760-8070|경남 진주시 진주대로 957||||||||미래여성 진주|(강남동,미래여성병원)|||30601
미래여성/청주||127.4659747|36.6354441|산후조리원|043-238-3988|충북 청주시 흥덕구 사직대로 42||||||||미래여성 청주|(복대동,미래여성산부인과의원)|||30601
미래여성병원/산후조리원||126.7732344|37.7498413|산후조리원|031-940-1700|경기 파주시 후곡로 19||||||||미래여성병원 산후조리원|(금촌동,미래여성병원)|||30601
미래와/여성||126.8879891|35.8041301|산후조리원|063-546-3838|전북 김제시 중앙로 109||||||||미래와 여성|(요촌동)|||30601
미래제일||126.6735392|37.4094397|산후조리원|032-246-0101|인천 연수구 먼우금로 189||||||||미래제일|(청학동)|||30601
미래퀸산후조리원||126.8862311|37.5070962|산후조리원|02-2682-2400|서울 구로구 경인로 610||||||||미래퀸산후조리원|(신도림동,코리아빌딩)|||30601
미래휴/산후조리원||126.8764547|37.4597683|산후조리원|02-892-2300|경기 광명시 범안로 1060||||||||미래휴 산후조리원|(하안동,남전빌딩)|||30601
미르피아||127.109671|35.8032792|산후조리원|063-211-1004|전북 전주시 완산구 쑥고개로 343||||||||미르피아|(효자동2가,미르피아여성병원)|||30601
미서울/산후조리원||126.6641715|37.5985883|산후조리원|032-566-1737|인천 서구 완정로 8||||||||미서울 산후조리원|(마전동,영진빌딩)|||30601
미소래/산후조리원||126.7749249|37.757213|산후조리원|031-945-1837|경기 파주시 금정7길 29||||||||미소래 산후조리원|(금촌동,미소래병원)|||30601
미소맘/산후조리원||127.1268107|37.4107364|산후조리원|031-705-1998|경기 성남시 분당구 야탑로75번길 15||||||||미소맘 산후조리원|(야탑동,세화2001빌딩)|||30601
미소맘/산후조리원||127.0751668|37.142005|산후조리원|031-374-8555|경기 오산시 경기대로 154||||||||미소맘 산후조리원|(원동)|||30601
미소산후조리원||127.0574131|37.2716806|산후조리원|031-548-2020|경기 수원시 영통구 중부대로 333||||||||미소산후조리원|(원천동,강수정산부인과)|||30601
미소산후조리원||129.0828916|35.1856688|산후조리원|051-860-5510||부산 연제구 연산동 739-7|||||||미소산후조리원||||30601
미앤맘/산후조리원||127.1422061|36.471393|산후조리원|041-840-1080|충남 공주시 번영1로 124||||||||미앤맘 산후조리원|(신관동)|||30601
미즈||128.5870108|35.8630643|산후조리원|053-255-1020|대구 중구 달구벌대로 2047||||||||미즈|(계산동2가,미즈여성병원)|||30601
미즈/ELS||127.3150059|36.3918068|산후조리원|042-826-3585|대전 유성구 북유성대로 336||||||||미즈 ELS|(반석동,미즈이엘에스여성병원빌딩)|||30601
미즈/산후조리원||127.1597096|37.2735747|산후조리원|031-8006-2013|경기 용인시 기흥구 동백중앙로 283||||||||미즈 산후조리원|(중동,골드프라자)|||30601
미즈나래||127.1261986|36.7928886|산후조리원|041-570-3200|충남 천안시 서북구 충무로 158-13||||||||미즈나래|(쌍용동)|||30601
미즈맘||128.6517644|35.2426804|산후조리원|055-277-2255||경남 창원시 의창구 봉곡동 38-3|||||||미즈맘||||30601
미즈맘||128.6350055|34.8691742|산후조리원|055-688-9125|경남 거제시 거제중앙로 1729||||||||미즈맘|(상동동,센트로빌딩)|||30601
미즈맘/본관||128.5168152|35.8167743|산후조리원|053-609-5072|대구 달서구 월배로 62||||||||미즈맘 본관|(진천동,미즈맘병원)|||30601
미즈맘/신관||128.5168152|35.8167743|산후조리원|053-609-5171|대구 달서구 월배로 58||||||||미즈맘 신관|(진천동)|||30601
미즈모아||129.0275933|35.3372532|산후조리원|055-365-0202|경남 양산시 양산역6길 9||||||||미즈모아|(중부동,비와이씨마트)|||30601
미즈산후조리원/광주||126.8516378|35.1525331|산후조리원|062-720-9000|광주 서구 시청로 17||||||||미즈산후조리원 광주|(치평동,아난다 빌딩)|||30601
미즈산후조리원/순천||127.5245728|34.9621997|산후조리원|061-720-8300|전남 순천시 조례1길 10-26||||||||미즈산후조리원 순천|(조례동,미즈여성아동 병원)|||30601
미즈산후조리원/울산||129.2708925|35.5523116|산후조리원|052-220-0100|울산 남구 남산로 2||||||||미즈산후조리원 울산|(무거동,울산미즈병원)|||30601
미즈산후조리원/청주||127.4890319|36.6424341|산후조리원|043-241-3020|충북 청주시 청원구 오창읍 중심상업로 17||||||||미즈산후조리원 청주|(양청리,오창프라자)|||30601
미즈아이||126.4030186|34.8010424|산후조리원|061-260-8888|전남 목포시 백년대로 418||||||||미즈아이|(옥암동,미즈아이병원)|||30601
미즈아이산후조리원||126.7811931|37.483736|산후조리원|032-347-3500|경기 부천시 소사구 경인로 475||||||||미즈아이산후조리원|(괴안동,정인빌딩)|||30601
미즈앤노블/산후조리원||126.8541492|37.5618946|산후조리원|02-2659-0031|서울 강서구 양천로 461||||||||미즈앤노블 산후조리원|(가양동,주영빌딩)|||30601
미즈앤맘/산후조리원||129.3843002|36.0824282|산후조리원|054-250-3564|경북 포항시 북구 장량로 36||||||||미즈앤맘 산후조리원|(장성동)|||30601
미즈원||127.3848243|36.343417|산후조리원|042-472-4832|대전 서구 문정로2번길 95||||||||미즈원|(탄방동,주안빌딩)|||30601
미즈웰||129.0132562|35.2281311|산후조리원|051-797-7790|부산 북구 금곡대로 284||||||||미즈웰|(화명동,미즈웰 산부인과)|||30601
미즈파크||126.7149077|37.5078008|산후조리원|032-508-3575|인천 부평구 길주로 633||||||||미즈파크|(삼산동,삼산메디캐슬)|||30601
미즈파크/산후조리원||127.0583607|37.2160791|산후조리원|031-8015-9710|경기 화성시 동탄지성로 139||||||||미즈파크 산후조리원|(능동,양진빌딩)|||30601
미즈피아산후조리원||126.8632997|37.2910825|산후조리원|031-407-0077|경기 안산시 상록구 샘골로 112||||||||미즈피아산후조리원|(본오동,미즈피아산부인과)|||30601
미즈한방/산후조리원||127.3848243|36.343417|산후조리원|042-471-1999|대전 서구 문정로2번길 95||||||||미즈한방 산후조리원|(탄방동,주안빌딩)|||30601
민병열||127.4890319|36.6424341|산후조리원|043-262-8540|충북 청주시 서원구 사직대로 101||||||||민병열|(사창동,민병열산부인과)|||30601
민전/산후조리원||126.8553164|37.4944305|산후조리원|02-2060-9315|서울 구로구 경인로 322||||||||민전 산후조리원|(개봉동,민전산부인과)|||30601
반송제일산후조리원||127.0575847|37.2019344|산후조리원|031-8015-0115|경기 화성시 동탄공원로 24||||||||반송제일산후조리원|(반송동,덕천메디칼프라자)|||30601
밝은미래||126.840873|37.5105949|산후조리원|02-2619-3560|서울 양천구 남부순환로 654||||||||밝은미래|(신정동,진덕빌딩)|||30601
벌스데이/산후조리원||126.8495382|37.5509786|산후조리원|02-2664-6999|서울 강서구 마곡중앙5로 81||||||||벌스데이 산후조리원|(마곡동,에스비타운)|||30601
베누스산후조리원||127.0781594|37.2507245|산후조리원|031-204-2049|경기 수원시 영통구 반달로 21||||||||베누스산후조리원|(영통동,매직프라자)|||30601
베베글로리/산후조리원||126.846204|37.5593104|산후조리원|02-3661-8825|서울 강서구 공항대로 343||||||||베베글로리 산후조리원|(등촌동,원풍빌딩)|||30601
베베리타산후조리원||127.0548231|37.5753938|산후조리원|02-2213-5889|서울 동대문구 답십리로 269||||||||베베리타산후조리원|(장안동,화성빌딩)|||30601
베스트산후조리원||126.98263|37.2954336|산후조리원|031-269-8833|경기 수원시 장안구 만석로5번길 12-10||||||||베스트산후조리원|(천천동,중앙프라자)|||30601
벨라니/산후조리원||127.0737681|37.2750887|산후조리원|031-215-7722|경기 용인시 기흥구 흥덕2로 85||||||||벨라니 산후조리원|(영덕동)|||30601
벨라쥬||127.3842048|36.3439458|산후조리원|042-535-3575|대전 서구 문정로48번길 58||||||||벨라쥬|(탄방동)|||30601
보금자리||126.919183|35.1618259|산후조리원|062-527-1010|광주 동구 무등로 329||||||||보금자리|(계림동)|||30601
보람병원/산후조리원||129.3410411|35.5423747|산후조리원|052-278-4500|울산 남구 돋질로336번길 10||||||||보람병원 산후조리원|(삼산동,울산보람병원)|||30601
보람산후조리원/진주||128.0501828|35.1693419|산후조리원|055-747-3585|경남 진주시 진양호로 255||||||||보람산후조리원 진주|(평거동)|||30601
본느마망/신관||128.6133769|35.8431951|산후조리원|053-721-7071|대구 수성구 수성로38길 33||||||||본느마망 신관|(중동)|||30601
본느마망/효성||128.6110557|35.8405786|산후조리원|053-212-7890|대구 수성구 수성로 200||||||||본느마망 효성|(중동,효성아동병원)|||30601
본마드레||127.069605|37.5478104|산후조리원|02-469-0082||서울 광진구 화양동 18-9|||||||본마드레||||30601
본메디/산후조리원||129.0967278|35.1991186|산후조리원|051-520-5893|부산 동래구 충렬대로 426||||||||본메디 산후조리원|(안락동,본 메디 여성병원)|||30601
본산후조리원||127.0407797|37.6703415|산후조리원|02-6415-3535|서울 도봉구 도봉로 524||||||||본산후조리원|(창동,하버드학원)|||30601
봄빛/산후조리원||126.953882|37.3901724|산후조리원|031-380-7300|경기 안양시 동안구 평촌대로217번길 27||||||||봄빛 산후조리원|(호계동,백두프라자)|||30601
봄빛병원/부설1관||126.9571155|37.3918595|산후조리원|031-384-1010|경기 안양시 동안구 시민대로 181||||||||봄빛병원 부설1관|(비산동)|||30601
봄빛병원/부설2관||126.948921|37.3863349|산후조리원|031-385-1010|경기 안양시 동안구 시민대로 214||||||||봄빛병원 부설2관|(호계동,다운타운빌딩)|||30601
봄산후조리원||126.8606385|37.6068231|산후조리원|031-813-3000|경기 고양시 덕양구 중앙로 620||||||||봄산후조리원|(화정동,봄산부인과)|||30601
분당엘림/산후조리원||127.1277161|37.342082|산후조리원|031-717-8686|경기 성남시 분당구 구미로192번길 4||||||||분당엘림 산후조리원|(구미동,제이드)|||30601
분당제일/산후조리원||127.1219624|37.3873713|산후조리원|031-781-3631|경기 성남시 분당구 서현로180번길 29||||||||분당제일 산후조리원|(서현동)|||30601
분당차병원/산후조리원||127.125799|37.4109743|산후조리원|031-780-2997|경기 성남시 분당구 야탑로65번길 16||||||||분당차병원 산후조리원|(야탑동,분당차병원)|||30601
빛고을/산후조리원||126.8881256|35.2131672|산후조리원|062-602-9200|광주 북구 하서로 395||||||||빛고을 산후조리원|(양산동,빛고을 여성병원)|||30601
사랑돌봄/산후조리원||127.114659|37.2801554|산후조리원|031-548-2705|경기 용인시 기흥구 서천로202번길 1||||||||사랑돌봄 산후조리원|(농서동)|||30601
사랑애/산후조리원||126.7465048|37.676687|산후조리원|031-911-0704|경기 고양시 일산서구 중앙로 1443||||||||사랑애 산후조리원|(주엽동,가람상가)|||30601
사임당/관악점||126.9460824|37.4831563|산후조리원|02-877-7171|서울 관악구 봉천로 462||||||||사임당 관악점|(봉천동,은일빌딩)|||30601
사임당/광명점||126.8764547|37.4597683|산후조리원|02-896-3006|경기 광명시 범안로 1043||||||||사임당 광명점|(하안동,원촌빌딩)|||30601
사임당/디지털점||126.9045494|37.4878784|산후조리원|02-842-3554|서울 영등포구 시흥대로175길 5||||||||사임당 디지털점|(대림동)|||30601
사임당/산본점||126.9330146|37.3681403|산후조리원|031-393-9610|경기 군포시 산본로386번길 5-7||||||||사임당 산본점|(산본동,신호프라자)|||30601
사임당/포레||127.1937891|37.6798202|산후조리원|031-529-3533|경기 남양주시 진건읍 독정로솔숲길 53-1||||||||사임당 포레|(용정리,사임당산후조리원)|||30601
산본제일/산본||126.9328404|37.3663366|산후조리원|031-390-3790|경기 군포시 산본로386번길 4-11||||||||산본제일 산본|(산본동,산본제일전문진료센터)|||30601
산본제일/신산본||126.9310808|37.363959|산후조리원|031-390-1900|경기 군포시 산본로386번길 4-19||||||||산본제일 신산본|(산본동)|||30601
산본제일/호계||126.9493655|37.3816396|산후조리원|031-454-1919|경기 안양시 동안구 경수대로 466||||||||산본제일 호계|(호계동)|||30601
삼성미래||126.8395931|37.4911149|산후조리원|02-883-0099|서울 구로구 서해안로 2296||||||||삼성미래|(오류동,삼성미래여성병원)|||30601
삼성미래/산후조리원||126.7764397|37.4954529|산후조리원|032-322-7500|경기 부천시 원미구 부흥로307번길 23||||||||삼성미래 산후조리원|(중동)|||30601
삼성미즈||127.0567969|36.775092|산후조리원|041-980-0001|충남 아산시 배방읍 고속철대로 65||||||||삼성미즈|(장재리,JJ프라자)|||30601
삼성산후조리원||126.7252472|37.4492944|산후조리원|032-429-3535|인천 남동구 인주대로 582||||||||삼성산후조리원|(구월동,신현프라자)|||30601
삼성산후조리원||127.5156123|36.6214191|산후조리원|043-291-3582|충북 청주시 상당구 용암북로160번길 34-7||||||||삼성산후조리원|(용암동)|||30601
삼성시온산후조리원||127.0674418|37.2460476|산후조리원|031-206-7500|경기 수원시 영통구 봉영로 1605||||||||삼성시온산후조리원|(영통동,모던타운)|||30601
삼육서울병원/산후조리원||127.065544|37.5900341|산후조리원|02-2210-3399|서울 동대문구 망우로 82||||||||삼육서울병원 산후조리원|(휘경동,삼육서울병원)|||30601
새봄산후조리원||126.7036782|37.506191|산후조리원|032-507-7200||인천 부평구 산곡동 100-104|||||||새봄산후조리원||||30601
새봄산후조리원||128.10851|35.1612891|산후조리원|055-763-8855|경남 진주시 진주대로 542||||||||새봄산후조리원|(가좌동,NH뜰에빌)|||30601
새봄산후조리원||128.3446233|36.1256325|산후조리원|054-457-6100|경북 구미시 송원서로 94||||||||새봄산후조리원|(원평동)|||30601
새봄산후조리원||127.9287155|37.3358834|산후조리원|033-745-5602|강원 원주시 시청로 98||||||||새봄산후조리원|(무실동)|||30601
새한마음산후조리원||128.7101709|35.214301|산후조리원|055-283-3055||경남 창원시 성산구 대방동 346-15|||||||새한마음산후조리원||||30601
샘/산후조리원||126.9243885|37.3899082|산후조리원|031-467-1181|경기 안양시 만안구 냉천로 5||||||||샘 산후조리원|(안양동,샘여성병원)|||30601
샤론산후조리원||127.0761949|37.2523952|산후조리원|031-204-9700|경기 수원시 영통구 청명남로34번길 21||||||||샤론산후조리원|(영통동)|||30601
서귀포공공산후조리원||126.5610815|33.2546735|산후조리원|064-763-0458|제주특별자치도 서귀포시 중앙로 125||||||||서귀포공공산후조리원|(서홍동,서귀포공공산후조리원)|||30601
서래네송스||126.9955948|37.498354|산후조리원|02-537-3232||서울 서초구 반포동 107-45|||||||서래네송스||||30601
서울산후조리원||126.8669502|35.5596919|산후조리원|063-532-9600|전북 정읍시 상동중앙로 55-1||||||||서울산후조리원|(상동,서울산부인과)|||30601
서울산후조리원/가동||126.6919726|37.4626264|산후조리원|032-426-3005|인천 남구 경원대로 768||||||||서울산후조리원 가동|(주안동,삼보빌딩)|||30601
서울숲/도담도담||127.0454303|37.5453216|산후조리원|02-467-5588||서울 성동구 성수동1가 659-6|||||||서울숲 도담도담||||30601
서울여성||127.3934064|36.3559674|산후조리원|042-488-3565|대전 서구 문정로 7||||||||서울여성|(둔산동,신한일빌딩)|||30601
서울여성/상동점||126.7859443|37.504939|산후조리원|032-230-7200|경기 부천시 원미구 길주로 84||||||||서울여성 상동점|(상동,서울여성병원)|||30601
서울여성/송내점||126.7516914|37.491245|산후조리원|032-321-1400|경기 부천시 원미구 상일로 86||||||||서울여성 송내점|(상동,두원프라자)|||30601
서울여성산후조리원||126.7253954|37.5961551|산후조리원|031-987-8999|경기 김포시 유현로 52||||||||서울여성산후조리원|(풍무동,프라임빌복합상가)|||30601
선린산후조리원||128.7071667|35.2087172|산후조리원|055-286-6650||경남 창원시 성산구 대방동 363-1|||||||선린산후조리원||||30601
설렘||128.5554311|35.9337616|산후조리원|053-314-0113|대구 북구 팔거천동로 218||||||||설렘|(동천동)|||30601
성모여성병원||128.5339796|35.8206632|산후조리원|053-630-5253|대구 달서구 월배로 204||||||||성모여성병원|(상인동)|||30601
성소병원/산후조리원||128.7262003|36.5661648|산후조리원|054-850-8423|경북 안동시 서동문로 99||||||||성소병원 산후조리원|(금곡동,안동성소병원)|||30601
세가온/산후조리원||128.8925556|37.7658244|산후조리원|033-643-8114|강원 강릉시 율곡로 2982-6||||||||세가온 산후조리원|(교동)|||30601
세나산후조리원||127.1337532|35.7872255|산후조리원|063-226-8230|전북 전주시 완산구 소대배기로 16||||||||세나산후조리원|(평화동2가,메디필빌딩)|||30601
세란/산후조리원/대전||127.3825473|36.3451061|산후조리원|042-486-3522|대전 서구 문정로 88||||||||세란 산후조리원 대전|(탄방동)|||30601
세란/산후조리원/충주||127.9398653|36.983379|산후조리원|043-854-9401|충북 충주시 갱고개로 140||||||||세란 산후조리원 충주|(연수동)|||30601
세인트누보/산후조리원||126.835177|37.6203035|산후조리원|031-970-3335|경기 고양시 덕양구 충장로 2||||||||세인트누보 산후조리원|(행신동)|||30601
세인트파크||127.0535936|37.5176774|산후조리원|02-518-9782|서울 강남구 삼성로120길 30||||||||세인트파크|(삼성동)|||30601
세인트포레||127.1047215|35.8179444|산후조리원|063-236-1052|전북 전주시 완산구 홍산로 245||||||||세인트포레|(효자동2가)|||30601
소중한맘/산후조리원||127.0357674|37.6602745|산후조리원|02-903-0033|서울 도봉구 도봉로 575||||||||소중한맘 산후조리원|(쌍문동,삼환프라자)|||30601
송파산모건강증진센터||127.1275699|37.4776417|산후조리원|02-431-3535|서울 송파구 충민로2길 20||||||||송파산모건강증진센터|(장지동,송파산모건강증진센터)|||30601
수/산후조리원||127.9385311|37.3387209|산후조리원|033-765-7900|강원 원주시 서원대로 402||||||||수 산후조리원|(단구동,대신프라자)|||30601
수원제일/리젠||126.9907162|37.285066|산후조리원|070-4848-2769|경기 수원시 팔달구 덕영대로 691-12||||||||수원제일 리젠|(화서동)|||30601
수원제일/산후조리원||126.9907162|37.285066|산후조리원|070-4848-2768|경기 수원시 팔달구 덕영대로 691-12||||||||수원제일 산후조리원|(화서동)|||30601
수지미래||127.0863838|37.3149714|산후조리원|031-896-3333|경기 용인시 수지구 포은대로313번길 4||||||||수지미래|(풍덕천동)|||30601
순/산후조리원(본관)||129.089888|35.238021|산후조리원|051-515-0005|부산 금정구 중앙대로 1701||||||||순 산후조리원 (본관)|(부곡동,순여성병원)|||30601
순/산후조리원(신관)||129.089888|35.238021|산후조리원|051-582-0070|부산 금정구 중앙대로 1689||||||||순 산후조리원 (신관)|(부곡동,순산후조리원)|||30601
순풍/산후조리원||127.3936063|36.3170357|산후조리원|042-586-3575|대전 중구 계백로 1560||||||||순풍 산후조리원|(유천동)|||30601
숲속아침/산후조리원||127.1083095|37.2539414|산후조리원|031-8005-7776|경기 용인시 기흥구 한보라1로10번길 6-10||||||||숲속아침 산후조리원|(보라동)|||30601
쉬즈메디/프라우디||127.0285578|37.2730684|산후조리원|031-235-7337|경기 수원시 팔달구 경수대로 527||||||||쉬즈메디 프라우디|(인계동)|||30601
쉬즈모아||127.1552015|37.5931176|산후조리원|031-553-8866|경기 구리시 검배로 19||||||||쉬즈모아|(수택동,쉬즈모아산부인과)|||30601
쉬즈산후조리원||128.3636358|36.1063095|산후조리원|054-461-7991|경북 구미시 구미대로 220||||||||쉬즈산후조리원|(광평동)|||30601
