##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@롯데마트
롯데문화센터|중계점|||롯데마트|02-2092-2590|서울 노원구 노원로 330|서울 노원구 중계동 361||10:00~19:00|||||롯데문화센터 중계점||||90402
롯데문화센터|은평점|||롯데마트|02-2097-2590||서울 은평구 진관동 79-15||10:00~18:00|||||롯데문화센터 은평점||||90402
롯데문화센터|검단점|||롯데마트|032-560-2590|인천 서구 원당대로 581|인천 서구 마전동 626-7||10:00~19:30|||||롯데문화센터 검단점|581|||90402
롯데문화센터|부평점|||롯데마트|032-509-2590|인천 부평구 마장로 296|인천 부평구 산곡동 159-52||10:00~19:30|||||롯데문화센터 부평점|159-52|||90402
롯데문화센터|삼산점|||롯데마트|032-363-2590|인천 부평구 길주로 623-0|인천 부평구 삼산동 465-1||10:00~19:30|||||롯데문화센터 삼산점||||90402
롯데문화센터|영종도점|||롯데마트|032-745-3590|인천 중구 흰바위로 51|인천 중구 운서동 2803-2||10:00~22:00|||||롯데문화센터 영종도점|롯데마트 영종도점|||90402
롯데문화센터|고양점|||롯데마트|031-930-7003|경기 고양시 덕양구 충장로 150|경기 고양시 덕양구 행신3동 941||10:00~19:00|||||롯데문화센터 고양점||||90402
롯데문화센터|구리점|||롯데마트|031-550-9800|경기 구리시 동구릉로136번길 37|경기 구리시 인창동 430||10:00~19:00|||||롯데문화센터 구리점||||90402
롯데문화센터|권선점|||롯데마트|031-229-7703|경기 수원시 권선구 동수원로 232|경기 수원시 권선구 권선동 1296-5||10:00~19:00|||||롯데문화센터 권선점||||90402
롯데문화센터|동두천점|||롯데마트|031-830-2590|경기 동두천시 평화로 2169번길 21|경기 동두천시 송내동 551||10:00~18:00|||||롯데문화센터 동두천점|(송내동)|||90402
롯데문화센터|수지점|||롯데마트|031-270-3006|경기 용인시 기흥구 진산로 116|경기 용인시 기흥구 보정동 266-4||10:00~19:00|||||롯데문화센터 수지점||||90402
롯데문화센터|안산점|||롯데마트|031-412-8756|경기 안산시 상록구 충장로 427|경기 안산시 상록구 성포동 590||10:00~19:00|||||롯데문화센터 안산점||||90402
롯데문화센터|안성점|||롯데마트|031-659-9290|경기 안성시 공도읍 서동대로 4478|경기 안성시 공도읍 양기리 306||10:00~19:00|||||롯데문화센터 안성점||||90402
롯데문화센터|오산점|||롯데마트|031-371-2590|경기 오산시 경기대로 271-0|경기 오산시 오산동 868||10:00~19:00|||||롯데문화센터 오산점||||90402
롯데문화센터|의정부점|||롯데마트|031-850-2536|경기 의정부시 산단로76번길 116-0|경기 의정부시 용현동 527-1||10:00~19:30|||||롯데문화센터 의정부점|롯데마트|||90402
롯데문화센터|김포한강점|||롯데마트|031-8049-2500|경기 김포시 김포한강2로 41-0|경기 김포시 장기동 2031||10:00~23:00|||||롯데문화센터 김포한강점|장기동. e편한세상 캐널시티|||90402
롯데문화센터|주엽점|||롯데마트|031-910-3490|경기 고양시 일산서구 중앙로 1496|경기 고양시 일산서구 주엽1동 15||10:00~18:00|||||롯데문화센터 주엽점||||90402
롯데문화센터|평택점|||롯데마트|031-8053-2590|경기 평택시 평택5로 30|경기 평택시 합정동 968-1||10:00~19:00|||||롯데문화센터 평택점|롯데마트 평택점|||90402
롯데문화센터|광교점|||롯데마트|031-228-1777|경기 수원시 영통구 센트럴타운로 85-0|경기도 수원시 영통구 이의동 1332||10:00~18:00|||||롯데문화센터 광교점||||90402
롯데문화센터|춘천점|||롯데마트|033-240-2590|강원 춘천시 방송길 84|강원 춘천시 온의동 6-25||10:00~18:00|||||롯데문화센터 춘천점||||90402
롯데문화센터|석사점|||롯데마트|033-260-7716|강원 춘천시 세실로 108|강원 춘천시 석사동 27||10:00~19:00|||||롯데문화센터 석사점||||90402
롯데문화센터|장유점|||롯데마트|055-330-0506|경남 김해시 장유면 번화1로56번길 15|경남 김해시 장유면 대청리 300||10:00~22:00|||||롯데문화센터 장유점||||90402
롯데문화센터|진해점|||롯데마트|055-540-7078|경남 창원시 진해구 진해대로 762|경남 창원시 진해구 석동 543-5||10:00~20:00|||||롯데문화센터 진해점||||90402
롯데문화센터|창원중앙점|||롯데마트|055-240-2590|경남 창원시 성산구 중앙대로 123|경남 창원시 성산구 중앙동 92||10:00~21:30|||||롯데문화센터 창원중앙점||||90402
롯데문화센터|통영점|||롯데마트|055-640-2592|경남 통영시 무전대로 65|경남 통영시 무전동 1069||10:00~21:00|||||롯데문화센터 통영점||||90402
롯데문화센터|양덕점|||롯데마트|055-259-2890|경상남도 창원시 마산회원구 삼호로 80|경남 창원시 마산회원구 양덕동 222-3||10:00~21:00|||||롯데문화센터 양덕점||||90402
롯데문화센터|당진점|||롯데마트|041-350-7090|충남 당진시 정안로 20|충남 당진시 원당동 824||10:00~20:00|||||롯데문화센터 당진점||||90402
롯데문화센터|서산점|||롯데마트|041-661-0120|충남 서산시 충의로 27|충남 서산시 예천동 508-7||10:00~19:00|||||롯데문화센터 서산점||||90402
롯데문화센터|천안점|||롯데마트|041-577-2590|충남 천안시 서북구 월봉로 95-0|충남 천안시 서북구 쌍용2동 1367||10:00~19:00|||||롯데문화센터 천안점||||90402
롯데문화센터|노은점|||롯데마트|042-820-8390|대전광역시 유성구 북유성대로 유성대로 206|대전 유성구 하기동 519||10:00~20:00|||||롯데문화센터 노은점||||90402
롯데문화센터|대덕점|||롯데마트|042-930-2590|대전 유성구 테크노중앙로 14|대전 유성구 관평동 887||10:00~20:00|||||롯데문화센터 대덕점||||90402
롯데문화센터|서대전점|||롯데마트|042-540-2590|대전 유성구 유성대로 26-37|대전 유성구 원내동 33||10:00~19:00|||||롯데문화센터 서대전점||||90402
롯데문화센터|상당점|||롯데마트|043-290-7006|충북 청주시 상당구 용암북로160번길 60|충북 청주시 상당구 용암동 2634||10:00~20:00|||||롯데문화센터 상당점||||90402
롯데문화센터|충주점|||롯데마트|043-841-2590|충북 충주시 봉계1길 49|충북 충주시 칠금동 849||10:00~18:00|||||롯데문화센터 충주점|충주공용버스터미널|||90402
롯데문화센터|구미점|||롯데마트|054-440-2590|경북 구미시 구미대로22길 11-0|경북 구미시 신평동 465||10:00~20:00|||||롯데문화센터 구미점||||90402
롯데문화센터|김천점|||롯데마트|054-429-0900|경북 김천시 시청로 80|경북 김천시 신음동 470||10:00~19:00|||||롯데문화센터 김천점||||90402
롯데문화센터|대구율하점|||롯데마트|053-607-2590|대구 동구 안심로 80|대구 동구 율하동 1117||10:00~22:00|||||롯데문화센터 대구율하점||||90402
롯데문화센터|군산점|||롯데마트|063-441-2590|전북 군산시 수송로 185|전북 군산시 수송동 833||10:00~21:00|||||롯데문화센터 군산점||||90402
롯데문화센터|익산점|||롯데마트|063-830-2590|전북 익산시 무왕로 1053|전북 익산시 영등동 833-9||10:00~21:00|||||롯데문화센터 익산점||||90402
롯데문화센터|송천점|||롯데마트|063-210-2590|전북 전주시 덕진구 송천중앙로 82|전북 전주시 덕진구 송천동1가 281-1||10:00~19:00|||||롯데문화센터 송천점||||90402
롯데문화센터|전주점|||롯데마트|063-249-2590|전북 전주시 완산구 우전로 240|전북 전주시 완산구 효자동2가 1234-3||10:00~19:00|||||롯데문화센터 전주점||||90402
롯데문화센터|상무점|||롯데마트|062-602-2590|광주 서구 시청로 40|광주 서구 치평동 1239||10:00~19:00|||||롯데문화센터 상무점||||90402
롯데문화센터|수완점|||롯데마트|062-975-2590|광주 광산구 장신로 98-0|광주 광산구 장덕동 1678||10:00~19:00|||||롯데문화센터 수완점||||90402
롯데문화센터|월드컵점|||롯데마트|062-610-2590|광주 서구 금화로 240|광주 서구 풍암동 423-2||10:00~21:00|||||롯데문화센터 월드컵점|월드컵경기장 內;월드컵경기장 內|||90402
롯데문화센터|첨단점|||롯데마트|062-970-0810|광주 광산구 첨단강변로99번길 22|광주 광산구 쌍암동 694-3||10:00~22:00|||||롯데문화센터 첨단점||||90402
롯데문화센터|여수점|||롯데마트|061-640-2590|전남 여수시 국포1로 36|전남 여수시 국동 37-100||10:00~19:00|||||롯데문화센터 여수점|36 롯데마트|||90402
롯데문화센터|울산점|||롯데마트|052-228-2590|울산 남구 삼산로 74|울산 남구 달동 830-1||10:00~19:00|||||롯데문화센터 울산점||||90402
롯데문화센터|진장점|||롯데마트|052-240-2600|울산 북구 진장유통로 64|울산광역시 북구 진장동 283-1||10:00~18:00|||||롯데문화센터 진장점||||90402
롯데문화센터|사상점|||롯데마트|051-329-2590|부산 사상구 낙동대로 733|부산 사상구 엄궁동 690||10:00~19:00|||||롯데문화센터 사상점||||90402
롯데문화센터|사하점|||롯데마트|051-603-2590|부산 사하구 을숙도대로 610|부산 사하구 장림동 1033-2||10:00~19:00|||||롯데문화센터 사하점||||90402
롯데문화센터|부산점|||롯데마트|051-608-2590|부산 부산진구 신천대로 241|부산 부산진구 부암동 257||10:00~19:00|||||롯데문화센터 부산점||||90402
