##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@농협생명
양산농협|신도시지점|493518|304543|농협생명|055-387-4300|경상남도 양산시 양산역1길 7||||||||양산농협 신도시지점||||40625
웅상농협|덕계지점|504806|309015|농협생명|055-387-4900|경상남도 양산시 덕계로 77||||||||웅상농협 덕계지점||||40625
양산기장축산농협|중부지점|494497|305395|농협생명|055-387-7520|경상남도 양산시 장터2길 4||||||||양산기장축산농협 중부지점||||40625
양산농협|석산지점|493536|302370|농협생명|055-388-1075|경남 양산시 동면 금오로 249||||||||양산농협 석산지점||||40625
웅상농협||506684|313546|농협생명|055-389-1500|경상남도 양산시 서창로 184-1||||||||웅상농협||||40625
웅상농협|명동지점|506574|312652|농협생명|055-389-1600|경상남도 양산시 대운로 220||||||||웅상농협 명동지점||||40625
양산농협||494575|306143|농협생명|055-389-2300|경상남도 양산시 북안북1길 10-19||||||||양산농협||||40625
양산농협|어곡지점|493444|309267|농협생명|055-389-2311|경상남도 양산시 학동길 53||||||||양산농협 어곡지점||||40625
양산농협|남부지점|494463|305224|농협생명|055-389-2400|경상남도 양산시 서일동로 37||||||||양산농협 남부지점||||40625
밀양축산농협|수산지점|464581|308616|농협생명|055-391-1711|경상남도 밀양시 하남읍 수산중앙로 30||||||||밀양축산농협 수산지점||||40625
남밀양농협|초동지점|461258|313753|농협생명|055-391-4113|경남 밀양시 초동면 초동로 112||||||||남밀양농협 초동지점||||40625
남밀양농협||464766|308684|농협생명|055-391-7400|경상남도 밀양시 하남읍 수산중앙로 49||||||||남밀양농협||||40625
남밀양농협|수산지점|464501|308616|농협생명|055-391-7410|경남 밀양시 하남읍 수산중앙로 22||||||||남밀양농협 수산지점||||40625
창녕축협|영산지점|327252|510297|농협생명|055-521-0845|경상남도 창녕군 영산면 연지길 19||||||||창녕축협 영산지점||||40625
영산농협|월령(간)|444003|313271|농협생명|055-521-2095|경상남도 창녕군 영산면 달재길 19||||||||영산농협 월령(간)||||40625
남지농협|대신지점|443249|309781|농협생명|055-526-2580|경상남도 창녕군 남지읍 낙동로 412||||||||남지농협 대신지점||||40625
남지농협||443727|310110|농협생명|055-526-2611|경상남도 창녕군 남지읍 낙동로 497||||||||남지농협||||40625
창녕축협|남지지점|443866|310125|농협생명|055-526-3189|경상남도 창녕군 남지읍 동포3길 19||||||||창녕축협 남지지점||||40625
남지농협|고곡지점|438972|315940|농협생명|055-526-3728|경상남도 창녕군 남지읍 박진로 949||||||||남지농협 고곡지점||||40625
농협생명|창녕축협|445234|327135|농협생명|055-532-1281|경상남도 창녕군 창녕읍 명덕로 68||||||||농협생명 창녕축협||||40625
창녕농협|오리정지점|444679|327423|농협생명|055-532-2712|경상남도 창녕군 창녕읍 우포2로 1215||||||||창녕농협 오리정지점||||40625
우포농협||442918|335065|농협생명|055-532-2814|경상남도 창녕군 대합면 창한로 117||||||||우포농협||||40625
우포농협|성산지점|443083|335703|농협생명|055-532-4511|경남 창녕군 성산면 창한로 188||||||||우포농협 성산지점||||40625
이방농협||434936|333473|농협생명|055-532-6244|경상남도 창녕군 이방면 이방로 946||||||||이방농협||||40625
창녕농협|유어지점|437799|323510|농협생명|055-532-7031|경상남도 창녕군 유어면 우포1대로 624||||||||창녕농협 유어지점||||40625
창녕농협||445196|326514|농협생명|055-532-9701|경상남도 창녕군 창녕읍 화왕산1로 6||||||||창녕농협||||40625
창녕농협|중앙지점|445352|326936|농협생명|055-532-9706|경상남도 창녕군 창녕읍 옥만길 18||||||||창녕농협 중앙지점||||40625
창녕농협|고암지점|446587|330730|농협생명|055-533-1669|경남 창녕군 고암면 창밀로 384||||||||창녕농협 고암지점||||40625
창녕농협|대지지점|442663|328553|농협생명|055-533-3710|경남 창녕군 대지면 우포2로 979||||||||창녕농협 대지지점||||40625
영산농협||448152|317605|농협생명|055-536-0091|경상남도 창녕군 영산면 영산중앙길 13||||||||영산농협||||40625
경남단감원예농협|창녕지소|447874|317464|농협생명|055-536-0167|경상남도 창녕군 영산면 서리상촌길 316-2||||||||경남단감원예농협 창녕지소||||40625
부곡농협|도천지점|447514|315234|농협생명|055-536-4050|경상남도 창녕군 도천면 도천중앙로 50||||||||부곡농협 도천지점||||40625
영산농협|계성지점|446441|320729|농협생명|055-536-4851|경상남도 창녕군 계성면 계성장마로 407||||||||영산농협 계성지점||||40625
부곡농협||454745|315278|농협생명|055-536-5535|경상남도 창녕군 부곡면 부곡로 43||||||||부곡농협||||40625
부곡농협|온천지점|453657|315618|농협생명|055-536-5536|경상남도 창녕군 부곡면 온천1길 44||||||||부곡농협 온천지점||||40625
영산농협|장마지점|442911|318122|농협생명|055-536-8011|경상남도 창녕군 장마면 강리길 44||||||||영산농협 장마지점||||40625
영산농협|길곡지점|451922|309887|농협생명|055-536-9206|경상남도 창녕군 길곡면 증산2길 13||||||||영산농협 길곡지점||||40625
진해농협|충무지점|460259|283535|농협생명|055-542-7583|경상남도 창원시 진해구 벚꽃로 20||||||||진해농협 충무지점|중원빌딩 1층|||40625
진해농협||463816|284495|농협생명|055-542-9101|경상남도 창원시 진해구 진해대로776번길 28||||||||진해농협||||40625
진해농협|자은지점|464621|284075|농협생명|055-543-7040|경상남도 창원시 진해구 냉천로 93||||||||진해농협 자은지점||||40625
진해농협|여좌지점|460716|284202|농협생명|055-543-7723|경상남도 창원시 진해구 여좌남로 77||||||||진해농협 여좌지점||||40625
창원원예농협|진해지점|460444|283914|농협생명|055-544-3031|경상남도 창원시 진해구 충장로 84||||||||창원원예농협 진해지점||||40625
웅동농협|신항지점|474052|278312|농협생명|055-544-6711|경상남도 창원시 진해구 안골로 332||||||||웅동농협 신항지점||||40625
창원시축산농협|진해지점|464656|283373|농협생명|055-545-0518|경상남도 창원시 진해구 진해대로921번길 4||||||||창원시축산농협 진해지점||||40625
웅천농협|죽곡지점|465538|278668|농협생명|055-545-1991|경상남도 창원시 진해구 명제로109번길 12||||||||웅천농협 죽곡지점||||40625
진해농협|경화지점|462691|284449|농협생명|055-545-7411|경상남도 창원시 진해구 경화로37번길 2||||||||진해농협 경화지점||||40625
웅천농협||468534|279457|농협생명|055-545-8100|경상남도 창원시 진해구 웅천중로65번길 1||||||||웅천농협||||40625
진해농협|풍호지점|464501|282597|농협생명|055-547-1100|경상남도 창원시 진해구 풍호로 41||||||||진해농협 풍호지점|세정유토피아상가 204호|||40625
진해농협|이동지점|463829|284500|농협생명|055-551-1102|경상남도 창원시 진해구 충장로455번길 3||||||||진해농협 이동지점||||40625
웅동농협||471785|280907|농협생명|055-552-6540|경상남도 창원시 진해구 웅동로 81||||||||웅동농협||||40625
웅동농협|용원지점|474910|277544|농협생명|055-552-6547|경상남도 창원시 진해구 용원동로 236||||||||웅동농협 용원지점||||40625
웅동농협|안골포지점|474232|276896|농협생명|055-552-6790|경상남도 창원시 진해구 신항동로 143||||||||웅동농협 안골포지점||||40625
동부농협|봉수지점|424461|319224|농협생명|055-572-3207|경상남도 의령군 봉수면 대한로 1203||||||||동부농협 봉수지점||||40625
의령농협|칠곡지점|417724|304666|농협생명|055-572-3776|경상남도 의령군 칠곡면 칠곡로 36||||||||의령농협 칠곡지점||||40625
의령농협|화정지점|419528|297502|농협생명|055-572-4164|경남 의령군 화정면 화정로 315||||||||의령농협 화정지점||||40625
의령농협|정곡지점|429876|309101|농협생명|055-572-4586|경상남도 의령군 정곡면 법정로 932-11||||||||의령농협 정곡지점||||40625
동부농협|지정지점|435998|308835|농협생명|055-572-5451|경상남도 의령군 지정면 함의로 1448||||||||동부농협 지정지점||||40625
동부농협|낙서지점|434450|320464|농협생명|055-572-7018|경남 의령군 낙서면 낙서로 523||||||||동부농협 낙서지점||||40625
의령농협|궁류지점|422816|316408|농협생명|055-572-7661|경상남도 의령군 궁류면 궁류로 118||||||||의령농협 궁류지점||||40625
의령농협|송산(간)|426268|313276|농협생명|055-572-8610|경상남도 의령군 유곡면 청정로 1696-1||||||||의령농협 송산(간)||||40625
의령농협|대의지점|410015|308000|농협생명|055-572-9017|경상남도 의령군 대의면 대의로 43||||||||의령농협 대의지점||||40625
농협생명|의령축협|423917|302159|농협생명|055-573-2312|경상남도 의령군 의령읍 의병로20길 32||||||||농협생명 의령축협||||40625
의령농협||424044|302300|농협생명|055-573-2711|경남 의령군 의령읍 충익로 40||||||||의령농협||||40625
의령농협|가례지점|422315|302769|농협생명|055-573-3006|경상남도 의령군 가례면 새가례로 1||||||||의령농협 가례지점||||40625
의령농협|용암(간)|426917|305174|농협생명|055-573-4018|경남 의령군 용덕면 의합대로 362||||||||의령농협 용암(간)||||40625
의령농협|용덕지점|426225|303683|농협생명|055-573-4068|경남 의령군 용덕면 덕암로 26||||||||의령농협 용덕지점||||40625
의령농협|서동(간)|423855|302336|농협생명|055-573-6054|경남 의령군 의령읍 의병로 215||||||||의령농협 서동(간)||||40625
의령농협|유곡지점|428615|314875|농협생명|055-573-8606|경상남도 의령군 유곡면 마장로 13||||||||의령농협 유곡지점||||40625
동부농협||429686|318551|농협생명|055-574-6407|경상남도 의령군 부림면 신번로 138||||||||동부농협||||40625
의령축협|신반지점|429583|318765|농협생명|055-574-7200|경상남도 의령군 부림면 신번로 161-1||||||||의령축협 신반지점||||40625
가야농협|법수지점|432511|301829|농협생명|055-582-4811|경상남도 함안군 법수면 우거북길 14-1||||||||가야농협 법수지점||||40625
대산농협||439273|305726|농협생명|055-582-7310|경상남도 함안군 대산면 대산중앙로 181||||||||대산농협||||40625
군북농협|월촌지점|427212|300392|농협생명|055-582-7821|경상남도 함안군 군북면 월촌안길 185||||||||군북농협 월촌지점||||40625
함안축협|가야지점|437350|297702|농협생명|055-583-1175|경상남도 함안군 가야읍 가야로 66||||||||함안축협 가야지점||||40625
가야농협|산인지점|441912|297117|농협생명|055-583-1181|경상남도 함안군 산인면 모곡길 23||||||||가야농협 산인지점||||40625
농협생명|함안축협|437138|297478|농협생명|055-583-2080|경상남도 함안군 가야읍 함안대로 548||||||||농협생명 함안축협||||40625
가야농협||437120|297418|농협생명|055-583-2481|경상남도 함안군 가야읍 함안대로 543||||||||가야농협||||40625
가야농협|함읍지점|438693|293698|농협생명|055-583-4014|경남 함안군 함안면 성산로 6||||||||가야농협 함읍지점||||40625
가야농협|아라지점|437191|297684|농협생명|055-583-6801|경상남도 함안군 가야읍 가야로 52||||||||가야농협 아라지점||||40625
가야농협|석무지점|434976|302338|농협생명|055-584-4833|경남 함안군 법수면 법정로 25||||||||가야농협 석무지점||||40625
함안축협|군북지점|375465|527827|농협생명|055-585-6605|경상남도 함안군 군북면 중암5길 9||||||||함안축협 군북지점||||40625
군북농협||431622|296004|농협생명|055-585-7221|경상남도 함안군 군북면 중암6길 13||||||||군북농협||||40625
삼칠농협|오곡지점|447670|297485|농협생명|055-586-3701|경상남도 함안군 칠원면 호암길 14||||||||삼칠농협 오곡지점||||40625
삼칠농협|칠서지점|445409|303985|농협생명|055-587-2854|경상남도 함안군 칠서면 청계2길 49||||||||삼칠농협 칠서지점||||40625
함안축협|삼칠지점|447230|301119|농협생명|055-587-3335|경상남도 함안군 칠원면 용산2길 20||||||||함안축협 삼칠지점||||40625
삼칠농협||447179|301144|농협생명|055-587-3445|경상남도 함안군 칠원면 용산2길 27||||||||삼칠농협||||40625
삼칠농협|칠북지점|447665|305400|농협생명|055-587-4601|경상남도 함안군 칠북면 단내로 6||||||||삼칠농협 칠북지점||||40625
삼칠농협|이령지점|449017|307539|농협생명|055-587-4604|경남 함안군 칠북면 온천로 50||||||||삼칠농협 이령지점||||40625
삼칠농협|용성지점|445655|309997|농협생명|055-587-6031|경남 함안군 칠서면 삼칠로 1281||||||||삼칠농협 용성지점||||40625
신현농협||457228|254736|농협생명|055-632-0040|경상남도 거제시 고현로11길 23||||||||신현농협||||40625
거제축산농협|중곡로지점|457661|255588|농협생명|055-632-5557|경상남도 거제시 중곡1로 90-1||||||||거제축산농협 중곡로지점||||40625
사등농협||448013|258187|농협생명|055-632-5721|경상남도 거제시 사등면 성포로 133||||||||사등농협||||40625
동남부농협|남부지점|455917|237411|농협생명|055-633-0231|경상남도 거제시 남부면 저구1길 60-1||||||||동남부농협 남부지점||||40625
동남부농협||455752|247445|농협생명|055-633-2147|경상남도 거제시 동부면 거제남서로 3086||||||||동남부농협||||40625
거제농협||454149|250379|농협생명|055-633-4118|경상남도 거제시 거제면 읍내로2길 32||||||||거제농협||||40625
하청농협|칠천지점|457553|264884|농협생명|055-633-9077|경상남도 거제시 하청면 연구2길 3-12||||||||하청농협 칠천지점||||40625
연초농협|오비지점|456860|258032|농협생명|055-634-1630|경상남도 거제시 연초면 오비4길 8-1||||||||연초농협 오비지점||||40625
둔덕농협||446724|249089|농협생명|055-634-3451|경상남도 거제시 둔덕면 거제남서로 4580||||||||둔덕농협||||40625
신현농협|수양동지점|458667|254927|농협생명|055-634-3800|경상남도 거제시 수양로 473||||||||신현농협 수양동지점||||40625
장목농협||462478|266056|농협생명|055-635-0109|경상남도 거제시 장목면 거제북로 1206||||||||장목농협||||40625
사등농협|대교지점|443298|253945|농협생명|055-635-1906|경상남도 거제시 사등면 거제남서로 5344||||||||사등농협 대교지점||||40625
신현농협|고현지점|457270|254278|농협생명|055-636-5001|경상남도 거제시 거제중앙로 1871||||||||신현농협 고현지점||||40625
신현농협|장평동지점|455961|254887|농협생명|055-636-5006|경상남도 거제시 장평로 65||||||||신현농협 장평동지점|승룡빌딩1층|||40625
연초농협||460050|257419|농협생명|055-636-5551|경상남도 거제시 연초면 거제북로 26||||||||연초농협||||40625
거제축산농협|고현동지점|457213|254306|농협생명|055-636-5701|경상남도 거제시 거제중앙로19길 7||||||||거제축산농협 고현동지점||||40625
하청농협||460066|262287|농협생명|055-636-5805|경상남도 거제시 하청면 하청로 34||||||||하청농협||||40625
장목농협|외포지점|465648|260708|농협생명|055-636-6044|경남 거제시 장목면 외포4길 3||||||||장목농협 외포지점||||40625
거제축산농협|상동지점|457752|253373|농협생명|055-636-9611|경상남도 거제시 거제중앙로 1768||||||||거제축산농협 상동지점||||40625
신현농협|중곡지점|457577|255241|농협생명|055-637-7555|경상남도 거제시 중곡로3길 24||||||||신현농협 중곡지점||||40625
사등농협|사곡지점|451791|255718|농협생명|055-638-2601||경상남도 거제시 사등면 사곡리 877-6|||||||사등농협 사곡지점||||40625
거제축산농협||457173|254642|농협생명|055-639-1200|경상남도 거제시 거제중앙로 1910||||||||거제축산농협||||40625
거제축산농협|농수산물종합유통센터지점|458037|253039|농협생명|055-639-1230|경상남도 거제시 거제중앙로 1726||||||||거제축산농협 농수산물종합유통센터지점||||40625
거제축산농협|옥포동지점|463081|255641|농협생명|055-639-1300|경상남도 거제시 옥포로27길 6||||||||거제축산농협 옥포동지점||||40625
통영축산농협||439428|251051|농협생명|055-641-0511|경상남도 통영시 안개로 6||||||||통영축산농협||||40625
산양농협|삼덕(간)|435303|244138|농협생명|055-641-2336|경상남도 통영시 산양읍 산양일주로 1565-1||||||||산양농협 삼덕(간)||||40625
통영농협|욕지지점|424450|226424|농협생명|055-641-3730|경상남도 통영시 욕지면 욕지일주로 95-76||||||||통영농협 욕지지점||||40625
한산농협||446515|241119|농협생명|055-641-5361|경상남도 통영시 한산면 한산일주로 858||||||||한산농협||||40625
새통영농협|사량지점|420402|249474|농협생명|055-641-8621|경남 통영시 사량면 진촌1길 92||||||||새통영농협 사량지점||||40625
산양농협||435713|244812|농협생명|055-642-1381|경상남도 통영시 산양읍 산양중앙로 4||||||||산양농협||||40625
통영축산농협|충무지점|438859|249453|농협생명|055-643-2251|경상남도 통영시 중앙로 124||||||||통영축산농협 충무지점||||40625
새통영농협||437431|255659|농협생명|055-644-5561|경상남도 통영시 광도면 노산길 85-4||||||||새통영농협||||40625
통영농협|봉평지점|438208|248167|농협생명|055-644-9614|경상남도 통영시 도남로 98||||||||통영농협 봉평지점||||40625
통영농협||438402|249212|농협생명|055-645-2714|경상남도 통영시 새터길 7||||||||통영농협||||40625
통영농협|북신지점|439417|250925|농협생명|055-645-4225|경상남도 통영시 중앙로 286||||||||통영농협 북신지점||||40625
용남농협||440741|252287|농협생명|055-646-7013|경상남도 통영시 용남면 달포큰길 6||||||||용남농협||||40625
새통영농협|도산지점|433371|256082|농협생명|055-646-8056|경상남도 통영시 도산면 동래길 6||||||||새통영농협 도산지점||||40625
통영농협|동호지점|439548|249759|농협생명|055-646-9400|경상남도 통영시 통영해안로 397||||||||통영농협 동호지점||||40625
용남농협|대곡(간)|440389|251992|농협생명|055-648-4001|경상남도 통영시 용남면 대곡길 12||||||||용남농협 대곡(간)||||40625
통영축산농협|도남지점|438944|247805|농협생명|055-648-4103|경상남도 통영시 데메4길 35||||||||통영축산농협 도남지점||||40625
새통영농협|죽림지점|438428|253830|농협생명|055-649-4501|경남 통영시 광도면 죽림2로 49-41||||||||새통영농협 죽림지점||||40625
통영농협|무전지점|439801|250757|농협생명|055-649-5401|경상남도 통영시 무전4길 10||||||||통영농협 무전지점|주영4차상가 107|||40625
새통영농협|안황지점|437741|261217|농협생명|055-649-5571|경남 통영시 광도면 안정로 819||||||||새통영농협 안황지점||||40625
통영축산농협|중앙지점|438464|253624|농협생명|055-649-6000|경상남도 통영시 광도면 죽림2로 53||||||||통영축산농협 중앙지점||||40625
동고성농협|개천지점|423688|277833|농협생명|055-672-0151|경남 고성군 개천면 옥천로 1289||||||||동고성농협 개천지점||||40625
동부농협||437175|265731|농협생명|055-672-1151|경상남도 고성군 거류면 거류로 656||||||||동부농협||||40625
동고성농협|구만지점|430707|276631|농협생명|055-672-3151|경상남도 고성군 구만면 영회로 1768||||||||동고성농협 구만지점||||40625
동부농협|동해지점|438809|271567|농협생명|055-672-5151|경상남도 고성군 동해면 장기3길 142||||||||동부농협 동해지점||||40625
동부농협|외곡지점|436625|267971|농협생명|055-672-5155|경상남도 고성군 동해면 봉암3길 3||||||||동부농협 외곡지점||||40625
동고성농협|마암지점|431149|272959|농협생명|055-672-6151|경남 고성군 마암면 옥천로 226-6||||||||동고성농협 마암지점||||40625
새고성농협|삼산지점|425161|259870|농협생명|055-672-7151|경상남도 고성군 삼산면 공룡로 2135||||||||새고성농협 삼산지점||||40625
새고성농협||417273|266824|농협생명|055-672-8151|경상남도 고성군 상리면 척번정7길 80||||||||새고성농협||||40625
동고성농협|영오지점|421853|278852|농협생명|055-672-9151|경상남도 고성군 영오면 영회로 524-4||||||||동고성농협 영오지점||||40625
새고성농협|영현지점|419041|272734|농협생명|055-673-0151|경남 고성군 영현면 고봉로 612||||||||새고성농협 영현지점||||40625
새고성농협|하일지점|418236|260422|농협생명|055-673-1151|경상남도 고성군 하일면 공룡로 1038||||||||새고성농협 하일지점||||40625
동고성농협||433921|273263|농협생명|055-673-2151|경남 고성군 회화면 배둔로 37||||||||동고성농협||||40625
고성농협||429924|264278|농협생명|055-673-4441|경상남도 고성군 고성읍 중앙로43번길 54||||||||고성농협||||40625
고성농협|서부지점|429608|264440|농협생명|055-673-4449|경상남도 고성군 고성읍 송학로113번길 10||||||||고성농협 서부지점||||40625
고성농협|성내지점|429780|263905|농협생명|055-673-4452|경상남도 고성군 고성읍 성내로 143||||||||고성농협 성내지점||||40625
고성축산농협||429913|264316|농협생명|055-673-4661|경상남도 고성군 고성읍 중앙로43번길 65||||||||고성축산농협||||40625
고성축산농협|동고성지점|433746|273076|농협생명|055-673-5442|경상남도 고성군 회화면 배둔로 17||||||||고성축산농협 동고성지점||||40625
고성축산농협|고성읍지점|428912|264294|농협생명|055-674-1454|경상남도 고성군 고성읍 성내로 47||||||||고성축산농협 고성읍지점||||40625
일운농협||464341|248356|농협생명|055-681-0071|경남 거제시 일운면 지세포로 131||||||||일운농협||||40625
장승포농협|옥수동지점|467110|253306|농협생명|055-681-2115|경상남도 거제시 능포로 138||||||||장승포농협 옥수동지점||||40625
장승포농협|장승포지점|466831|252461|농협생명|055-681-2363|경상남도 거제시 장승포로 39-2||||||||장승포농협 장승포지점||||40625
장승포농협|아주지점|463547|252207|농협생명|055-682-4691|경상남도 거제시 아주로1길 10||||||||장승포농협 아주지점||||40625
장승포농협||463479|255030|농협생명|055-687-3911|경상남도 거제시 옥포로10길 9||||||||장승포농협||||40625
장승포농협|국산지점|463165|255624|농협생명|055-687-7917|경상남도 거제시 옥포로 257||||||||장승포농협 국산지점||||40625
진주서부농협|평거지점|405022|285518|농협생명|055-704-6100|경상남도 진주시 진양호로 125||||||||진주서부농협 평거지점||||40625
진주서부농협||407126|288606|농협생명|055-740-1000|경상남도 진주시 진주성로 77||||||||진주서부농협||||40625
진주서부농협|상봉지점|406455|288415|농협생명|055-740-6060|경상남도 진주시 창렬로69번길 4||||||||진주서부농협 상봉지점||||40625
진주서부농협|진양호지점|405596|285976|농협생명|055-740-6120|경상남도 진주시 순환로553번길 7||||||||진주서부농협 진양호지점||||40625
진주원예농협|옥봉지점|408468|288095|농협생명|055-741-1981|경상남도 진주시 남강로 723||||||||진주원예농협 옥봉지점||||40625
진주원예농협|남강지점|411565|291483|농협생명|055-741-1983|경상남도 진주시 집현면 남강로 1809||||||||진주원예농협 남강지점||||40625
진주서부농협|대안동지점|407730|288433|농협생명|055-741-2913|경상남도 진주시 진주대로1069번길 10||||||||진주서부농협 대안동지점||||40625
진주서부농협|신안지점|406682|287626|농협생명|055-743-8101|경상남도 진주시 신안로 104-1||||||||진주서부농협 신안지점||||40625
진주서부농협|이현지점|405827|288190|농협생명|055-743-9483|경상남도 진주시 평거로 285-1||||||||진주서부농협 이현지점||||40625
진주축산농협|너우니지점|404657|285264|농협생명|055-743-9990|경상남도 진주시 진양호로84번길 10||||||||진주축산농협 너우니지점||||40625
대곡농협||415524|295945|농협생명|055-744-0006|경남 진주시 대곡면 진의로 1065-3||||||||대곡농협||||40625
중부농협|오방지점|410679|300210|농협생명|055-744-1065|경상남도 진주시 미천면 오방로 750||||||||중부농협 오방지점||||40625
대곡농협|월아지점|413020|294065|농협생명|055-744-2188|경남 진주시 대곡면 남강로 2118-7||||||||대곡농협 월아지점||||40625
진주북부농협||403958|290755|농협생명|055-744-3041|경상남도 진주시 명석면 나불로 277||||||||진주북부농협||||40625
진주북부농협|대평지점|396621|292662|농협생명|055-744-3584|경상남도 진주시 대평면 한들길 48||||||||진주북부농협 대평지점||||40625
농협생명|진주지점|407890|288107|농협생명|055-744-9000|경상남도 진주시 진주대로 1033||||||||농협생명 진주지점|2층|||40625
진주축산농협|이현지점|406219|288123|농협생명|055-745-5221|경상남도 진주시 신안로 165||||||||진주축산농협 이현지점||||40625
진주원예농협|평거지점|405409|285259|농협생명|055-745-9417|경상남도 진주시 새들말로 24||||||||진주원예농협 평거지점||||40625
진주서부농협|수정지점|408089|288597|농협생명|055-746-1480|경상남도 진주시 촉석로226번길 3||||||||진주서부농협 수정지점||||40625
진주서부농협|중앙로지점|407820|288248|농협생명|055-746-1484|경상남도 진주시 진양호로 533||||||||진주서부농협 중앙로지점||||40625
진주축산농협|평거지점|324754|469060|농협생명|055-747-2911|경상남도 진주시 진양호로 330||||||||진주축산농협 평거지점||||40625
진주축산농협|들말지점|405902|286222|농협생명|055-747-9255|경상남도 진주시 평거로13번길 35||||||||진주축산농협 들말지점||||40625
진주서부농협|운동장지점|406099|287526|농협생명|055-748-0644|경상남도 진주시 숙호산로 88||||||||진주서부농협 운동장지점||||40625
진주서부농협|남가람지점|406809|287168|농협생명|055-748-3021|경상남도 진주시 신안로54번길 15-4||||||||진주서부농협 남가람지점||||40625
농협생명|진주중앙지점|413640|286400|농협생명|055-748-6470|경상남도 진주시 충무공동 충의로 22||||||||농협생명 진주중앙지점|4층|||40625
문산농협|충무공지점|413606|285764|농협생명|055-752-1701|경상남도 진주시 사들로 30||||||||문산농협 충무공지점||||40625
진주동부농협||410821|287615|농협생명|055-752-1921|경상남도 진주시 대신로 301||||||||진주동부농협||||40625
진주동부농협|천전지점|408277|287152|농협생명|055-752-1923|경상남도 진주시 진주대로 931||||||||진주동부농협 천전지점||||40625
진주동부농협|초북지점|410632|289950|농협생명|055-752-1927|경상남도 진주시 초전북로 72||||||||진주동부농협 초북지점||||40625
진주동부농협|강남지점|407530|286999|농협생명|055-752-1946|경상남도 진주시 망경로 292||||||||진주동부농협 강남지점||||40625
진주동부농협|상대지점|410100|286724|농협생명|055-753-1921|경상남도 진주시 동진로 160-1||||||||진주동부농협 상대지점||||40625
금곡농협||417277|277044|농협생명|055-754-2901|경상남도 진주시 금곡면 월아산로 116||||||||금곡농협||||40625
진주진양농협|진성지점|420561|287136|농협생명|055-754-3007|경상남도 진주시 진성면 동부로1307번길 4||||||||진주진양농협 진성지점||||40625
진주진양농협|사봉지점|424223|287655|농협생명|055-754-4018|경상남도 진주시 사봉면 사군로 39-6||||||||진주진양농협 사봉지점||||40625
수곡농협||393831|288829|농협생명|055-754-4401|경상남도 진주시 수곡면 옥수로 645||||||||수곡농협||||40625
진주진양농협|지수지점|424754|292853|농협생명|055-754-5408|경상남도 진주시 지수면 지수로 480||||||||진주진양농협 지수지점||||40625
진주축산농협|반성지점|426031|285838|농협생명|055-754-6037|경상남도 진주시 일반성면 창촌길 89||||||||진주축산농협 반성지점||||40625
진주진양농협||425479|285905|농협생명|055-754-6040|경상남도 진주시 일반성면 창촌길 28||||||||진주진양농협||||40625
진주진양농협|이반성지점|429914|285592|농협생명|055-754-7701|경상남도 진주시 이반성면 오봉산로 713||||||||진주진양농협 이반성지점||||40625
진주남부농협|정촌지점|408932|280299|농협생명|055-754-9868|경상남도 진주시 정촌면 화개천로 120||||||||진주남부농협 정촌지점||||40625
진주동부농협|초전지점|410752|289072|농협생명|055-755-1398|경상남도 진주시 대신로 447||||||||진주동부농협 초전지점||||40625
진주원예농협|상평지점|410440|285851|농협생명|055-755-1877|경상남도 진주시 큰들로 87||||||||진주원예농협 상평지점||||40625
진주축산농협|하대지점|411349|287758|농협생명|055-755-5007|경상남도 진주시 모덕로 260||||||||진주축산농협 하대지점||||40625
진주동부농협|상평지점|410876|286742|농협생명|055-755-6275|경상남도 진주시 대신로 213||||||||진주동부농협 상평지점||||40625
진주동부농협|동진지점|411285|288036|농협생명|055-755-7055|경상남도 진주시 도동로 233||||||||진주동부농협 동진지점||||40625
진주중부농협|아슬란지점|414140|286220|농협생명|055-757-1800|경상남도 진주시 충의로 119||||||||진주중부농협 아슬란지점||||40625
진주원예농협|선학지점|409721|286754|농협생명|055-757-9100|경상남도 진주시 동진로 123||||||||진주원예농협 선학지점||||40625
진주축산농협|초전지점|410789|288300|농협생명|055-758-4135|경상남도 진주시 대신로 369||||||||진주축산농협 초전지점||||40625
진주원예농협|도동지점|411790|287731|농협생명|055-758-6805|경상남도 진주시 모덕로306번길 8||||||||진주원예농협 도동지점||||40625
진주축산농협||410621|286802|농협생명|055-758-9111|경상남도 진주시 동진로 213||||||||진주축산농협||||40625
진주동부농협|하대지점|411344|287674|농협생명|055-758-9477|경상남도 진주시 도동로 198||||||||진주동부농협 하대지점||||40625
수곡농협|원당지점|395971|285367|농협생명|055-759-1743|경상남도 진주시 수곡면 곤수로 549||||||||수곡농협 원당지점||||40625
진주남부농협|내동지점|406438|284799|농협생명|055-759-5331|경상남도 진주시 내동면 순환로 400-6||||||||진주남부농협 내동지점||||40625
진주동부농협|동명지점|410420|286976|농협생명|055-759-5714|경상남도 진주시 도동천로 117||||||||진주동부농협 동명지점||||40625
진주남부농협|가호지점|409978|284004|농협생명|055-759-9033|경상남도 진주시 진주대로 542||||||||진주남부농협 가호지점||||40625
진주남부농협||409995|284899|농협생명|055-759-9721|경상남도 진주시 가호로 12||||||||진주남부농협||||40625
