##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@파리바게뜨
파리바게뜨|영통삼거리점|127.0816192|37.2662988|파리바게뜨|031-205-9417|경기 수원시 영통구 봉영로 1761||||||||파리바게뜨 영통삼거리점|(영통동)|||80801
파리바게뜨|안산법원점|126.8276220|37.3129146|파리바게뜨|031-480-8943|경기 안산시 단원구 광덕서로 92||||||||파리바게뜨 안산법원점|(고잔동) 대원빌딩 110|||80801
파리바게뜨|상록수역점|126.866|37.3011|파리바게뜨|031-417-8243|경기 안산시 상록구 본삼로 51||||||||파리바게뜨 상록수역점|(본오동) 리치스빌딩|||80801
파리바게뜨|안산수암하늘점|126.8760947|37.3630562|파리바게뜨|031-414-4482|경기 안산시 상록구 수인로 2014-1||||||||파리바게뜨 안산수암하늘점|(수암동)|||80801
파리바게뜨|안산중앙역남부점|126.8380723|37.3140258|파리바게뜨|031-414-9800|경기 안산시 단원구 이삭로 14||||||||파리바게뜨 안산중앙역남부점|(고잔동)|||80801
파리바게뜨|안산월피점|126.8482746|37.3323151|파리바게뜨|031-487-9130|경기 안산시 상록구 안산천동로1길 7||||||||파리바게뜨 안산월피점|(월피동) 한양아파트 상가1동 102호,116호|||80801
파리바게뜨|안산선부점|126.8132690|37.3366930|파리바게뜨|031-405-0092|경기 안산시 단원구 선부광장1로 69||||||||파리바게뜨 안산선부점|(선부동) 한양3차 APT상가 118호|||80801
파리바게뜨|안산대림점|126.8273068|37.3081695|파리바게뜨|031-503-8200|경기 안산시 단원구 광덕1로 159||||||||파리바게뜨 안산대림점|(고잔동) 대림프라자1층|||80801
파리바게뜨|선부한양점|126.8153883|37.3419919|파리바게뜨|031-457-4877|경기 안산시 단원구 선부로 183||||||||파리바게뜨 선부한양점|(선부동)|||80801
파리바게뜨|안산성포점|126.8432111|37.3256908|파리바게뜨|031-403-1551|경기 안산시 상록구 성포로 15||||||||파리바게뜨 안산성포점|(성포동)|||80801
파리바게뜨|안산본오점|126.8627160|37.2933590|파리바게뜨|031-416-8277|경기 안산시 상록구 석호로 290||||||||파리바게뜨 안산본오점|(본오동)|||80801
파리바게뜨|안산행복점|126.9050805|37.3116674|파리바게뜨|031-501-3022|경기 안산시 상록구 건건로 122||||||||파리바게뜨 안산행복점|(건건동) 덕천빌딩 1층|||80801
파리바게뜨|안산금강점|126.8514149|37.3056900|파리바게뜨|031-438-1500|경기 안산시 상록구 중보로 22||||||||파리바게뜨 안산금강점|(사동,늘푸른아파트) 늘푸른아파트 상가 101호|||80801
파리바게뜨|안산초지점|126.8158178|37.3088215|파리바게뜨|031-487-4300|경기 안산시 단원구 광덕1로 55||||||||파리바게뜨 안산초지점|(초지동) 21세기타워 109~110호|||80801
파리바게뜨|안산신길점|126.7763122|37.3368458|파리바게뜨|031-491-4443|경기 안산시 단원구 새뿔길 46||||||||파리바게뜨 안산신길점|(신길동) 101호|||80801
파리바게뜨|안산고잔점|126.8293869|37.3301241|파리바게뜨|031-413-8211|경기 안산시 단원구 삼일로 467||||||||파리바게뜨 안산고잔점|(고잔동,상우빌라) 상우상가 106~108|||80801
파리바게뜨|안산본오한양점|126.8633673|37.2966020|파리바게뜨|031-407-2590|경기 안산시 상록구 샘골로 144||||||||파리바게뜨 안산본오한양점|(본오동) 105호|||80801
파리바게뜨|안산본오우성점|126.8668844|37.2976537|파리바게뜨|031-416-0300|경기 안산시 상록구 본오로 142||||||||파리바게뜨 안산본오우성점|(본오동) 103호|||80801
파리바게뜨|안산감골점|126.8496044|37.2903621|파리바게뜨|031-415-9374|경기 안산시 상록구 감골2로 43||||||||파리바게뜨 안산감골점|(사동) 요진중심상가 103,104,107,108호|||80801
파리바게뜨|안산중앙주공점|126.8370825|37.3244120|파리바게뜨|031-405-8212|경기 안산시 단원구 예술대학로 83||||||||파리바게뜨 안산중앙주공점|(고잔동) 102호,103호|||80801
파리바게뜨|안산사동점|126.8521385|37.2806417|파리바게뜨|031-418-8202|경기 안산시 상록구 영화6길 25||||||||파리바게뜨 안산사동점|(사동) 1층 2호,3호|||80801
파리바게뜨|안산초당점|126.8475888|37.2834158|파리바게뜨|031-418-8204|경기 안산시 상록구 항가울로 18||||||||파리바게뜨 안산초당점|(사동)|||80801
파리바게뜨|안산풍림점|126.8165176|37.3064606|파리바게뜨|031-411-8203|경기 안산시 단원구 초지2로 69||||||||파리바게뜨 안산풍림점|(초지동) 1층 104호/105호|||80801
파리바게뜨|안산광덕점|126.8445448|37.3358366|파리바게뜨|031-410-9004|경기 안산시 상록구 광덕산2로 14||||||||파리바게뜨 안산광덕점|(월피동)|||80801
파리바게뜨|다이아몬드광장점|126.8125450|37.3332562|파리바게뜨|031-405-1617|경기 안산시 단원구 선부광장1로 108||||||||파리바게뜨 다이아몬드광장점|(선부동) 다이아몬드 프라자 109,110호|||80801
파리바게뜨|안산반월점|126.9018612|37.3044768|파리바게뜨|031-480-8282|경기 안산시 상록구 건건로 38||||||||파리바게뜨 안산반월점|(건건동)|||80801
파리바게뜨|안산부곡점|126.9018612|37.3044768|파리바게뜨|031-406-8249|경기 안산시 상록구 수인로 1782||||||||파리바게뜨 안산부곡점|(부곡동)|||80801
파리바게뜨|안산시청점|126.8274762|37.3209994|파리바게뜨|031-411-0430|경기 안산시 단원구 화랑로 358||||||||파리바게뜨 안산시청점|(고잔동) 자유쎈타 102,103호|||80801
파리바게뜨|대야미역점|126.9229616|37.3246468|파리바게뜨|031-438-8200|경기 군포시 호수로 430||||||||파리바게뜨 대야미역점|(대야미동) 대야빌딩|||80801
파리바게뜨|인덕원역점|126.9761891|37.4010777|파리바게뜨|031-426-9440|경기 안양시 동안구 흥안대로 527||||||||파리바게뜨 인덕원역점|(관양동) 나야빌딩 102호|||80801
파리바게뜨|평촌샛별점|126.9489413|37.3965342|파리바게뜨|031-382-9285|경기 안양시 동안구 동안로 194||||||||파리바게뜨 평촌샛별점|(비산동) 한양스포츠센터 131호|||80801
파리바게뜨|평촌라이프점|126.9678394|37.3866204|파리바게뜨|031-381-8200|경기 안양시 동안구 귀인로 262||||||||파리바게뜨 평촌라이프점|(평촌동) 꿈마을라이프상가 101호|||80801
파리바게뜨|평촌역점|126.9631822|37.3933275|파리바게뜨|031-384-8584|경기 안양시 동안구 관평로170번길 43||||||||파리바게뜨 평촌역점|(관양동) 훼밀리타운 124호|||80801
파리바게뜨|인덕원삼성점|.|.|파리바게뜨|031-422-4225|경기 안양시 동안구 안양판교로 8||||||||파리바게뜨 인덕원삼성점|(관양동) 인덕원역 2번 출구 앞|||80801
파리바게뜨|평촌샘마을점|126.9675341|37.3766563|파리바게뜨|031-477-4008|경기 안양시 동안구 흥안대로223번길 22||||||||파리바게뜨 평촌샘마을점|(호계동) 샘마을상가 지층14호,15호|||80801
파리바게뜨|평촌무궁화점|126.9545737|37.3823974|파리바게뜨|031-382-8205|경기 안양시 동안구 동안로 33||||||||파리바게뜨 평촌무궁화점|(호계동) 한양무궁화상가 107호|||80801
파리바게뜨|성결대사거리점|126.9336606|37.3836657|파리바게뜨|031-465-0082|경기 안양시 만안구 안양로 97||||||||파리바게뜨 성결대사거리점|(안양동) 101호102호|||80801
파리바게뜨|안양1동래미안점|126.9250101|37.4010788|파리바게뜨|031-443-8288|경기 안양시 만안구 태평로134번길 19||||||||파리바게뜨 안양1동래미안점|(안양동) 센타프라자 12호|||80801
파리바게뜨|평촌한가람점|126.9568018|37.3970478|파리바게뜨|031-382-8249|경기 안양시 동안구 관평로 227||||||||파리바게뜨 평촌한가람점|(관양동) 한가람 APT 상가 1층 110호|||80801
파리바게뜨|광명대림점|126.8670599|37.4675402|파리바게뜨|02-899-6304|경기 광명시 오리로 801||||||||파리바게뜨 광명대림점|(하안동,e편한세상센트레빌아파트) 광명E편한세상|||80801
파리바게뜨|광명6동점|126.8518337|37.4733086|파리바게뜨|02-2687-0004|경기 광명시 광명로 830||||||||파리바게뜨 광명6동점|(광명동)|||80801
파리바게뜨|광명7동점|126.8535346|37.4688938|파리바게뜨|02-2618-8280|경기 광명시 도덕로 52||||||||파리바게뜨 광명7동점|(광명동)|||80801
파리바게뜨|광명2동점|126.8569816|37.4843020|파리바게뜨|02-2685-4008|경기 광명시 광명로 960||||||||파리바게뜨 광명2동점|(광명동)|||80801
파리바게뜨|하안주공점|126.8806588|37.4623891|파리바게뜨|02-894-1700|경기 광명시 하안로 294-5||||||||파리바게뜨 하안주공점|(하안동)|||80801
파리바게뜨|광명소하2동점|126.8803188|37.4363621|파리바게뜨|02-899-1762|경기 광명시 기아로 6||||||||파리바게뜨 광명소하2동점|(소하동) 107호|||80801
파리바게뜨|하안사거리점|126.8790154|37.4631423|파리바게뜨|02-899-7180|경기 광명시 하안로 311||||||||파리바게뜨 하안사거리점|(하안동) 1층|||80801
파리바게뜨|광명역점|126.8538781|37.4793841|파리바게뜨|02-2066-1116|경기 광명시 오리로 983||||||||파리바게뜨 광명역점|(광명동)|||80801
파리바게뜨|과천점|126.9925585|37.4268449|파리바게뜨|02-503-6669|경기 과천시 별양상가2로 20||||||||파리바게뜨 과천점|(별양동) 새서울쇼핑 113호|||80801
파리바게뜨|안양성원점|126.9167745|37.3945886|파리바게뜨|031-448-7077|경기 안양시 만안구 장내로 71-1||||||||파리바게뜨 안양성원점|(안양동)|||80801
파리바게뜨|평촌범계점|126.9504137|37.3913612|파리바게뜨|031-384-8202|경기 안양시 동안구 시민대로 175||||||||파리바게뜨 평촌범계점|(비산동) 동안프라자113호|||80801
파리바게뜨|평촌벤처빌점|126.9745207|37.3915665|파리바게뜨|031-421-3690|경기 안양시 동안구 흥안대로 418||||||||파리바게뜨 평촌벤처빌점|(평촌동)|||80801
파리바게뜨|광명도덕점|126.8654105|37.4710155|파리바게뜨|02-3666-8200|경기 광명시 도덕공원로 21-1||||||||파리바게뜨 광명도덕점|(철산동) 힐타운상가지층 103호|||80801
파리바게뜨|광명3동점|126.8588790|37.4783520|파리바게뜨|02-2684-0082|경기 광명시 오리로 938||||||||파리바게뜨 광명3동점|(광명동)|||80801
파리바게뜨|관양카페점|126.9611528|37.4034492|파리바게뜨|031-426-1222|경기 안양시 동안구 관악대로 344||||||||파리바게뜨 관양카페점|(관양동)|||80801
파리바게뜨|의왕자이점|126.9756890|37.3783950|파리바게뜨|031-421-5882|경기 의왕시 내손로 14||||||||파리바게뜨 의왕자이점|(내손동,포일자이아파트) 포일자이단지상가 나동 105-6호|||80801
파리바게뜨|안양만안구청점|126.9311307|37.3866846|파리바게뜨|031-466-2215|경기 안양시 만안구 안양로 137||||||||파리바게뜨 안양만안구청점|(안양동)|||80801
파리바게뜨|의왕신안점|126.9810083|37.3467361|파리바게뜨|031-458-0082|경기 의왕시 왕곡로 47||||||||파리바게뜨 의왕신안점|(왕곡동) 신안상가 B04|||80801
파리바게뜨|과천3단지점|126.9925786|37.4228998|파리바게뜨|02-507-8287|경기 과천시 별양로 12||||||||파리바게뜨 과천3단지점|(원문동,래미안슈르아파트) 래미안슈르 3단지 종합상가 A동 1001,1002호|||80801
파리바게뜨|의왕부곡점|126.9925786|37.4228998|파리바게뜨|031-461-9380|경기 의왕시 부곡중앙로 47||||||||파리바게뜨 의왕부곡점|(삼동)|||80801
파리바게뜨|인덕원점|126.9776224|37.3938557|파리바게뜨|031-421-8279|경기 안양시 동안구 흥안대로456번길 32||||||||파리바게뜨 인덕원점|(평촌동)|||80801
파리바게뜨|비산래미안점|126.9776224|37.3938741|파리바게뜨|031-442-8205|경기 안양시 동안구 관악대로 133||||||||파리바게뜨 비산래미안점|(비산동) 108호|||80801
파리바게뜨|안양충훈부점|126.8974035|37.4073723|파리바게뜨|031-471-8248|경기 안양시 만안구 충훈로 99||||||||파리바게뜨 안양충훈부점|(석수동)|||80801
파리바게뜨|안양호계시장점|126.9578266|37.3738712|파리바게뜨|031-429-5382|경기 안양시 동안구 경수대로 572||||||||파리바게뜨 안양호계시장점|(호계동) 지상 1층|||80801
파리바게뜨|범계로데오점|126.9524475|37.3901443|파리바게뜨|031-386-5257|경기 안양시 동안구 평촌대로223번길 59||||||||파리바게뜨 범계로데오점|(호계동) 서련코아 106호,204호,205호|||80801
파리바게뜨|광명미소점|126.8650864|37.4894446|파리바게뜨|02-2618-6279|경기 광명시 광복로 58||||||||파리바게뜨 광명미소점|(철산동)|||80801
파리바게뜨|철산점|126.8696102|37.4754581|파리바게뜨|02-2616-1645|경기 광명시 오리로856번길 26||||||||파리바게뜨 철산점|(철산동) 영일빌딩 1층|||80801
파리바게뜨|안양관악역점|126.9093392|37.4197614|파리바게뜨|031-472-6267|경기 안양시 만안구 경수대로 1259||||||||파리바게뜨 안양관악역점|(석수동)|||80801
파리바게뜨|과천래미안점|126.9925947|37.4343519|파리바게뜨|02-507-5413|경기 과천시 관문로 161||||||||파리바게뜨 과천래미안점|(중앙동) 삼성래미안상가 2동 3호|||80801
파리바게뜨|의왕청계점|126.9947287|37.3897960|파리바게뜨|031-425-8249|경기 의왕시 안양판교로 211||||||||파리바게뜨 의왕청계점|(청계동) 세종 메디컬프라자 108,109호|||80801
파리바게뜨|의왕포일점|126.9822410|37.3914026|파리바게뜨|031-425-0045|경기 의왕시 포일로 88-1||||||||파리바게뜨 의왕포일점|(내손동)|||80801
파리바게뜨|의왕내손점|126.9804038|37.3869090|파리바게뜨|031-421-7703|경기 의왕시 내손중앙로 43||||||||파리바게뜨 의왕내손점|(내손동)|||80801
파리바게뜨|안양박달점|126.9089255|37.4047742|파리바게뜨|031-444-8204|경기 안양시 만안구 양화로 137||||||||파리바게뜨 안양박달점|(박달동) 상월B/D|||80801
파리바게뜨|안양포도원점|126.9623718|37.3618454|파리바게뜨|031-427-9990|경기 안양시 동안구 경수대로 426||||||||파리바게뜨 안양포도원점|(호계동)|||80801
파리바게뜨|안양만안점|126.9194026|37.4016464|파리바게뜨|031-444-0650|경기 안양시 만안구 안양로 334||||||||파리바게뜨 안양만안점|(안양동)|||80801
파리바게뜨|안양석수대림점|126.9130473|37.4161921|파리바게뜨|031-472-8882|경기 안양시 만안구 경수대로1201번길 26||||||||파리바게뜨 안양석수대림점|(석수동) 1층|||80801
파리바게뜨|안양박달시장점|126.9136435|37.4066066|파리바게뜨|031-443-8203|경기 안양시 만안구 안양로405번길 18||||||||파리바게뜨 안양박달시장점|(안양동)|||80801
파리바게뜨|안양종합운동장점|126.9498765|37.4041760|파리바게뜨|031-383-0189|경기 안양시 동안구 평촌대로 374||||||||파리바게뜨 안양종합운동장점|(비산동)|||80801
파리바게뜨|안양박달2호점|126.9057561|37.4022892|파리바게뜨|031-444-4703|경기 안양시 만안구 박달로 480||||||||파리바게뜨 안양박달2호점|(박달동)|||80801
파리바게뜨|안양석수2동점|126.9080071|37.4143599|파리바게뜨|031-474-6552|경기 안양시 만안구 석천로181번길 40||||||||파리바게뜨 안양석수2동점|(석수동)|||80801
파리바게뜨|시흥대야점|126.7928146|37.4431955|파리바게뜨|031-313-8204|경기 시흥시 비둘기공원1길 25||||||||파리바게뜨 시흥대야점|(대야동) 우곡프라자 103호|||80801
파리바게뜨|시화세종점|126.7302476|37.3633011|파리바게뜨|031-433-8824|경기 시흥시 함송로 24||||||||파리바게뜨 시화세종점|(정왕동) 120호,207호|||80801
파리바게뜨|부천시청점|126.7626782|37.5037209|파리바게뜨|032-328-8204|경기 부천시 원미구 석천로 181||||||||파리바게뜨 부천시청점|(중동)|||80801
파리바게뜨|시화병원점|126.7229939|37.3545220|파리바게뜨|031-432-7177|경기 시흥시 정왕대로 56||||||||파리바게뜨 시화병원점|(정왕동) 세종월드프라자 102호|||80801
파리바게뜨|시흥거모점|126.7848035|37.3444325|파리바게뜨|031-492-8285|경기 시흥시 군자로 514||||||||파리바게뜨 시흥거모점|(거모동) 거모프라자 105호|||80801
파리바게뜨|시흥삼미점|126.7835691|37.4387850|파리바게뜨|031-314-4484|경기 시흥시 신천3길 23-1||||||||파리바게뜨 시흥삼미점|(신천동)|||80801
파리바게뜨|부천오정점|126.7866043|37.5295355|파리바게뜨|032-675-5820|경기 부천시 오정구 오정로 250||||||||파리바게뜨 부천오정점|(오정동) 신오빌딩 101호|||80801
파리바게뜨|상동로데오점|126.7523417|37.5039393|파리바게뜨|032-215-2006|경기 부천시 원미구 상동로 75||||||||파리바게뜨 상동로데오점|(상동)|||80801
파리바게뜨|역곡역점|126.8066654|37.4860431|파리바게뜨|032-341-7272|경기 부천시 원미구 부일로 740||||||||파리바게뜨 역곡역점|(역곡동)|||80801
파리바게뜨|부천원종점|126.8044607|37.5238596|파리바게뜨|032-677-8459|경기 부천시 소사로 759||||||||파리바게뜨 부천원종점|(원종동) 1층 파리바게뜨|||80801
파리바게뜨|중동프라자점|126.8037349|37.5241912|파리바게뜨|032-328-7252|경기 부천시 원미구 길주로 199||||||||파리바게뜨 중동프라자점|(중동) 중동프라자 105호|||80801
파리바게뜨|부천성곡점|126.8044572|37.5202316|파리바게뜨|032-683-0030|경기 부천시 오정구 소사로 719||||||||파리바게뜨 부천성곡점|(원종동) 관우프라자 101호|||80801
파리바게뜨|부천원미점|126.7917577|37.4952513|파리바게뜨|032-651-3147|경기 부천시 원미구 원미로 144||||||||파리바게뜨 부천원미점|(원미동)|||80801
파리바게뜨|역곡역남부점|126.8116752|37.4846100|파리바게뜨|032-341-8204|경기 부천시 소사구 경인로 509||||||||파리바게뜨 역곡역남부점|(괴안동) 104호|||80801
파리바게뜨|중동역북부점|126.7658187|37.4881436|파리바게뜨|032-666-4505|경기 부천시 원미구 부일로 322||||||||파리바게뜨 중동역북부점|(중동)|||80801
파리바게뜨|부천춘의점|126.7804911|37.5071946|파리바게뜨|032-672-0082|경기 부천시 원미구 옥산로 152||||||||파리바게뜨 부천춘의점|(도당동)|||80801
파리바게뜨|상동다인점|126.7538641|37.5068227|파리바게뜨|032-327-9001|경기 부천시 원미구 상동로 108||||||||파리바게뜨 상동다인점|(상동) 103호|||80801
파리바게뜨|부천도당점|126.7924025|37.5199990|파리바게뜨|032-684-8272|경기 부천시 원미구 삼작로 278||||||||파리바게뜨 부천도당점|(도당동)|||80801
파리바게뜨|부천약대점|126.7704302|37.5155712|파리바게뜨|032-679-0838|경기 부천시 오정구 중동로 400||||||||파리바게뜨 부천약대점|(삼정동)|||80801
파리바게뜨|상동푸른점|126.7533312|37.5006959|파리바게뜨|032-327-7245|경기 부천시 원미구 조마루로 87||||||||파리바게뜨 상동푸른점|(상동) 늘푸른종합상가 1층 111호|||80801
파리바게뜨|상동라일락점|126.7540374|37.5125072|파리바게뜨|032-321-6757|경기 부천시 원미구 도약로 41||||||||파리바게뜨 상동라일락점|(상동)|||80801
파리바게뜨|부천역북부점|126.7820998|37.4850696|파리바게뜨|032-612-0459|경기 부천시 원미구 부천로 7||||||||파리바게뜨 부천역북부점|(심곡동) 로얄쇼핑 1층 휘닉스빌딩 102호|||80801
파리바게뜨|부천중흥마을점|126.7695493|37.5044085|파리바게뜨|032-321-0868|경기 부천시 원미구 길주로 243||||||||파리바게뜨 부천중흥마을점|(중동)|||80801
파리바게뜨|부천복사골점|126.7979572|37.4679065|파리바게뜨|032-346-8204|경기 부천시 소사구 소사로 102||||||||파리바게뜨 부천복사골점|(소사본동) 복사골상가 1층|||80801
파리바게뜨|범박현대점|126.8097731|37.4712262|파리바게뜨|032-346-8200|경기 부천시 소사구 범안로 117||||||||파리바게뜨 범박현대점|(범박동) 리치모아 128|||80801
파리바게뜨|중동역남부점|126.7634671|37.4835448|파리바게뜨|032-614-1615|경기 부천시 경인로 74||||||||파리바게뜨 중동역남부점|(송내동)|||80801
파리바게뜨|소사주공점|126.8039337|37.4731796|파리바게뜨|032-349-8200|경기 부천시 소사구 소사동로 82||||||||파리바게뜨 소사주공점|(소사본동)|||80801
파리바게뜨|송내현대점|126.7660306|37.4792898|파리바게뜨|032-662-0989|경기 부천시 소사구 성주로 88||||||||파리바게뜨 송내현대점|(송내동)|||80801
파리바게뜨|은행대우점|126.7660306|37.4792898|파리바게뜨|031-318-4482|경기 시흥시 은행로 86||||||||파리바게뜨 은행대우점|(은행동) 경동프라자 101호|||80801
파리바게뜨|중동시장점|126.7647960|37.4958506|파리바게뜨|032-656-5150|경기 부천시 원미구 부흥로 200||||||||파리바게뜨 중동시장점|(중동)|||80801
파리바게뜨|송내로데오점|126.7524552|37.4913216|파리바게뜨|032-325-2835|경기 부천시 원미구 상일로 92||||||||파리바게뜨 송내로데오점|(상동) 삼희월드프라자 104~105호|||80801
파리바게뜨|부천북부역사거리점|126.7841596|37.4854777|파리바게뜨|032-614-9990|경기 부천시 원미구 부일로 486||||||||파리바게뜨 부천북부역사거리점|(심곡동)|||80801
파리바게뜨|부천대성병원점|126.7841869|37.4919491|파리바게뜨|032-661-0702|경기 부천시 원미구 부천로 85||||||||파리바게뜨 부천대성병원점|(심곡동) 대성병원별관 1층|||80801
파리바게뜨|정왕시장점|126.7485460|37.3458165|파리바게뜨|031-497-7076|경기 시흥시 정왕시장길 51||||||||파리바게뜨 정왕시장점|(정왕동) 103호|||80801
파리바게뜨|목감점|126.8612362|37.3882399|파리바게뜨|031-405-0855|경기 시흥시 동서로 1111-1||||||||파리바게뜨 목감점|(논곡동)|||80801
파리바게뜨|부천심곡점|126.7819535|37.4829072|파리바게뜨|032-668-6008|경기 부천시 소사구 경인로 238-7||||||||파리바게뜨 부천심곡점|(심곡본동) 674번지|||80801
파리바게뜨|시흥매화점|126.8152863|37.4154966|파리바게뜨|031-404-8003|경기 시흥시 매화로 39||||||||파리바게뜨 시흥매화점|(매화동) 동진아파트 상가 101호|||80801
파리바게뜨|송내역점|126.7528288|37.4868901|파리바게뜨|032-656-3550|경기 부천시 소사구 송내대로 37||||||||파리바게뜨 송내역점|(송내동)|||80801
파리바게뜨|정왕역점|126.7421505|37.3512380|파리바게뜨|031-319-8242|경기 시흥시 역전로 270||||||||파리바게뜨 정왕역점|(정왕동)|||80801
파리바게뜨|능곡지구점|126.8117110|37.3680250|파리바게뜨|031-435-8806|경기 시흥시 능곡로 174||||||||파리바게뜨 능곡지구점|(능곡동) 미래도프라자 104,105,106호|||80801
파리바게뜨|시흥연성점|126.7831476|37.3793002|파리바게뜨|031-317-8244|경기 시흥시 장곡로 51||||||||파리바게뜨 시흥연성점|(장곡동)|||80801
파리바게뜨|시흥은행점|126.7979334|37.4444833|파리바게뜨|031-318-8208|경기 시흥시 대은로 86||||||||파리바게뜨 시흥은행점|(은행동)|||80801
파리바게뜨|시흥하중점|126.8044309|37.3949543|파리바게뜨|031-318-0089|경기 시흥시 연성로29번길 52-1||||||||파리바게뜨 시흥하중점|(하중동)|||80801
파리바게뜨|월곶신시티점|126.7398585|37.3886587|파리바게뜨|031-318-8893|경기 시흥시 월곶중앙로 48||||||||파리바게뜨 월곶신시티점|(월곶동,유호아파트) 114,115호|||80801
파리바게뜨|의정부역점|127.0484879|37.7406280|파리바게뜨|031-856-9202|경기 의정부시 호국로1298번길 63||||||||파리바게뜨 의정부역점|(의정부동)|||80801
파리바게뜨|동두천점|127.0538000|37.9057107|파리바게뜨|031-861-7775|경기 동두천시 중앙로 271||||||||파리바게뜨 동두천점|(생연동)|||80801
파리바게뜨|양주광적점|126.9835588|37.8258843|파리바게뜨|031-836-9007|경기 양주시 광적면 가래비길 135-3||||||||파리바게뜨 양주광적점||||80801
파리바게뜨|양주덕정점|127.0684151|37.8377093|파리바게뜨|031-859-8204|경기 양주시 회정로 135||||||||파리바게뜨 양주덕정점|(덕정동) 황금프라자 106호|||80801
파리바게뜨|동두천지행점|127.0546096|37.8920948|파리바게뜨|031-861-5333|경기 동두천시 동두천로 119||||||||파리바게뜨 동두천지행점|(지행동)|||80801
파리바게뜨|의정부녹양점|127.0367150|37.7585011|파리바게뜨|031-877-5989|경기 의정부시 비우로 57||||||||파리바게뜨 의정부녹양점|(녹양동) 388-10|||80801
파리바게뜨|양주자이점|127.1058713|37.7961034|파리바게뜨|031-821-8203|경기 양주시 삼숭로38번길 80||||||||파리바게뜨 양주자이점|(삼숭동) 양주프라자 2107호|||80801
파리바게뜨|전곡점|127.1058713|37.7961034|파리바게뜨|031-835-3415|경기 연천군 전곡읍 온골로 61||||||||파리바게뜨 전곡점||||80801
파리바게뜨|가능역서부점|127.0437362|37.7480879|파리바게뜨|031-877-5775|경기 의정부시 가능로119번길 25||||||||파리바게뜨 가능역서부점|(가능동) 1층|||80801
파리바게뜨|의정부북부점|127.0456050|37.7478751|파리바게뜨|031-843-8204|경기 의정부시 평화로 628||||||||파리바게뜨 의정부북부점|(의정부동)|||80801
파리바게뜨|동두천생연점|127.0620738|37.8970022|파리바게뜨|070-7720-4582|경기 동두천시 행선로 97||||||||파리바게뜨 동두천생연점|(생연동)|||80801
파리바게뜨|녹양역점|127.0414366|37.7601195|파리바게뜨|031-872-0017|경기 의정부시 체육로 306-14||||||||파리바게뜨 녹양역점|(녹양동) 센츄럴프라자 103호|||80801
파리바게뜨|양주백석점|126.9855156|37.7950756|파리바게뜨|031-826-3351|경기 양주시 백석읍 양주산성로 567||||||||파리바게뜨 양주백석점||||80801
파리바게뜨|마석창현점|127.2986750|37.6224570|파리바게뜨|031-593-8277|경기 남양주시 화도읍 창현로 60||||||||파리바게뜨 마석창현점|(신명아파트) 신명상가 111호|||80801
파리바게뜨|호원가든점|127.0432634|37.7279399|파리바게뜨|031-872-5656|경기 의정부시 호동로 67||||||||파리바게뜨 호원가든점|(호원동) 화성프라자 1층 102호,103호|||80801
파리바게뜨|청학점|127.1193182|37.7082879|파리바게뜨|031-841-0820|경기 남양주시 별내면 청학로68번길 5-14||||||||파리바게뜨 청학점|청림상가 105|||80801
파리바게뜨|양지점|127.2039008|37.6974914|파리바게뜨|031-575-8270|경기 남양주시 오남읍 진건오남로 788||||||||파리바게뜨 양지점||||80801
파리바게뜨|퇴계원점|127.1421378|37.6509179|파리바게뜨|031-572-9890|경기 남양주시 퇴계원면 퇴계원로 46-1||||||||파리바게뜨 퇴계원점||||80801
파리바게뜨|양지대림점|127.1955653|37.6994190|파리바게뜨|031-529-8270|경기 남양주시 오남읍 양지로240번길 33||||||||파리바게뜨 양지대림점|102~103호|||80801
파리바게뜨|가평점|127.5142324|37.8292367|파리바게뜨|031-582-8886|경기 가평군 가평읍 가화로 106||||||||파리바게뜨 가평점||||80801
파리바게뜨|청평점|127.5095419|37.8315081|파리바게뜨|031-585-8213|경기 가평군 청평면 청평중앙로 53||||||||파리바게뜨 청평점||||80801
파리바게뜨|가평설악점|127.4928553|37.6765268|파리바게뜨|031-584-1566|경기 가평군 설악면 신천중앙로 93||||||||파리바게뜨 가평설악점||||80801
파리바게뜨|신곡한일점|127.0616656|37.7356277|파리바게뜨|031-847-2775|경기 의정부시 시민로 242||||||||파리바게뜨 신곡한일점|(신곡동)|||80801
파리바게뜨|송우리점|127.1409090|37.8158638|파리바게뜨|031-542-0502|경기 포천시 소흘읍 솔모루로 53||||||||파리바게뜨 송우리점||||80801
파리바게뜨|포천점|127.2029396|37.8974357|파리바게뜨|031-532-3485|경기 포천시 중앙로 139-1||||||||파리바게뜨 포천점|(신읍동) 기업은행 건물 1층 파리바게뜨|||80801
파리바게뜨|일동하나로점|127.3203014|37.9603957|파리바게뜨|031-533-0870|경기 포천시 일동면 화동로 1092||||||||파리바게뜨 일동하나로점||||80801
파리바게뜨|운천점|127.3203014|37.9603957|파리바게뜨|031-531-8240|경기 포천시 영북면 영북로 178||||||||파리바게뜨 운천점||||80801
파리바게뜨|대진대점|127.1662652|37.8546531|파리바게뜨|031-543-1021|경기 포천시 호국로 1005||||||||파리바게뜨 대진대점|(선단동)|||80801
