##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@블랙야크
블랙야크|힐크릭/경북/구미봉곡점|128.314417|36.1357044|블랙야크|054-451-2220|경북 구미시 송선로 420||||||||블랙야크 힐크릭/경북/구미봉곡점|(선기동)|||91001
블랙야크|NAU경북안동점|128.73443|36.5606379|블랙야크|054-857-9115|경북 안동시 육사로 273||||||||블랙야크 NAU경북안동점|(운흥동)|||91001
블랙야크|광주/동광주점|126.929925|35.180738|블랙야크|062-233-1811|광주 북구 동문대로 205||||||||블랙야크 광주/동광주점|(각화동)|||91001
블랙야크|광주/무등산점|126.956426|35.133718|블랙야크|062-227-1811|광주 동구 증심사길30번길 9||||||||블랙야크 광주/무등산점|(운림동)|||91001
블랙야크|광주/상무점|126.854531|35.14967|블랙야크|062-384-1811|광주 서구 상무대로 841||||||||블랙야크 광주/상무점|(쌍촌동)|||91001
블랙야크|광주/송하점|126.884181|35.107807|블랙야크|062-674-5888|광주 남구 서문대로 465||||||||블랙야크 광주/송하점|(송하동)|||91001
블랙야크|광주/아울렛점|126.833819|35.140586|블랙야크|062-372-0800|광주 서구 상무대로 627||||||||블랙야크 광주/아울렛점|(마륵동)|||91001
블랙야크|광주/용봉점|126.89817|35.1823107|블랙야크|062-522-2110|광주 북구 설죽로 255||||||||블랙야크 광주/용봉점|(용봉동) 블랙야크|||91001
블랙야크|광주/흑석점|126.807761|35.179429|블랙야크|062-953-8668|광주 광산구 사암로 391||||||||블랙야크 광주/흑석점|(하남동)|||91001
블랙야크|롯데광주점|126.912513|35.154505|블랙야크|062-221-1680||광주 동구 대인동 7-1|||||||블랙야크 롯데광주점|롯데백화점 광주점 6층 블랙야크|||91001
블랙야크|롯데아울렛광주점|126.87761|35.132583|블랙야크|062-606-2936||광주 서구 풍암동 롯데아울렛 광주월드컵점 2층 블랙야크 |||||||블랙야크 롯데아울렛광주점||||91001
블랙야크|롯데아울렛수완점|126.821064|35.190969|블랙야크|062-616-2224||광주 광산구 장덕동 1678|||||||블랙야크 롯데아울렛수완점|롯데아울렛수완점 2층 블랙야크|||91001
블랙야크|마모트롯데아울렛광주월드컵점|126.87483|35.133646|블랙야크|062-606-2726|광주 서구 금화로 240||||||||블랙야크 마모트롯데아울렛광주월드컵점|(풍암동) 롯데아울렛 광주월드컵점 2층|||91001
블랙야크|신세계광주점|126.880593|35.160209|블랙야크|062-360-1862||광주 서구 광천동 신세계백화점 49-1|||||||블랙야크 신세계광주점|6층 블랙야크|||91001
블랙야크|힐크릭/광주/세정점|126.847271|35.1466539|블랙야크|062-370-9240|광주 서구 상무대로 773||||||||블랙야크 힐크릭/광주/세정점|(치평동) 2층 211호|||91001
블랙야크|힐크릭/광주/용봉점|126.898266|35.1827654|블랙야크|062-515-0810|광주 북구 설죽로 259||||||||블랙야크 힐크릭/광주/용봉점|(용봉동) 1층|||91001
블랙야크|마모트현대아울렛대구점|128.626548|35.8707305|블랙야크|--|대구 동구 동대구로 454||온라인||||||블랙야크 마모트현대아울렛대구점|(신천동) 현대시티아울렛 대구점|||91001
블랙야크|대구/달성군청점|128.426299|35.776839|블랙야크|053-611-2112|대구 달성군 논공읍 비슬로 1846||||||||블랙야크 대구/달성군청점||||91001
블랙야크|대구/대한점|128.573794|35.862856|블랙야크|053-254-5195|대구 서구 달구벌대로 1913||||||||블랙야크 대구/대한점|(내당동)|||91001
블랙야크|대구/동대구점|128.634574|35.885465|블랙야크|053-942-4994|대구 동구 아양로 194||||||||블랙야크 대구/동대구점|(효목동)|||91001
블랙야크|대구/범어점|128.641681|35.85852|블랙야크|053-745-1811|대구 수성구 달구벌대로 2548||||||||블랙야크 대구/범어점|(범어동)|||91001
블랙야크|대구/서부점|128.547666|35.8267873|블랙야크|053-656-8091|대구 달서구 월배로 353||||||||블랙야크 대구/서부점|(송현동) 블랙야크|||91001
블랙야크|대구/성서점|128.491235|35.8374281|블랙야크|053-710-3330|대구 달서구 달서대로85길 6||||||||블랙야크 대구/성서점|(호림동)|||91001
블랙야크|대구/칠곡점|128.547898|35.9275111|블랙야크|053-321-3004|대구 북구 칠곡중앙대로 358||||||||블랙야크 대구/칠곡점|(태전동) 블랙야크|||91001
블랙야크|대구/퀸스로드점|128.544761|35.8614362|블랙야크|053-563-2322|대구 서구 평리로35길 18-14||||||||블랙야크 대구/퀸스로드점|(중리동) 비이동 304호|||91001
블랙야크|대구/팔공산점|128.642003|35.927316|블랙야크|053-985-8001|대구 동구 팔공로 318||||||||블랙야크 대구/팔공산점|(봉무동)|||91001
블랙야크|대백프라자점|128.606254|35.855879|블랙야크|053-422-1811||대구 중구 대봉동 214|||||||블랙야크 대백프라자점|대백프라자 6층 블랙야크|||91001
블랙야크|롯데대구점|128.596196|35.875919|블랙야크|053-660-3530||대구 북구 칠성동2가 롯데백화점 대구점 7층 블랙야크 |||||||블랙야크 롯데대구점||||91001
블랙야크|롯데상인점|128.539228|35.818946|블랙야크|053-258-3564||대구 달서구 상인동 롯데백화점 상인점 5층 블랙야크 |||||||블랙야크 롯데상인점||||91001
블랙야크|롯데아울렛봉무점|128.6383|35.921443|블랙야크|053-945-2608||대구 동구 봉무동 롯데이시아폴리스점 2층 블랙야크 |||||||블랙야크 롯데아울렛봉무점||||91001
블랙야크|롯데아울렛율하점|128.693594|35.868231|블랙야크|053-960-2755||대구 동구 율하동 롯데아울렛율하점 2층 블랙야크 |||||||블랙야크 롯데아울렛율하점||||91001
블랙야크|마모트현대아울렛대구점|128.626507|35.8708269|블랙야크|053-430-2325|대구 동구 동대구로 454||||||||블랙야크 마모트현대아울렛대구점|(신천동) 현대시티아울렛 대구점|||91001
블랙야크|신세계대구점|128.628962|35.87777|블랙야크|053-661-6543|대구 동구 동부로 149||||||||블랙야크 신세계대구점|(신천동) 신세계대구점 블랙야크|||91001
블랙야크|현대대구점|128.59075|35.866685|블랙야크|053-245-2540||대구 중구 계산동2가 200|||||||블랙야크 현대대구점|현대백화점 대구점 5층 블랙야크|||91001
블랙야크|힐크릭/대구/범어점|128.639453|35.8585588|블랙야크|053-794-1812|대구 수성구 달구벌대로 2530||||||||블랙야크 힐크릭/대구/범어점|(범어동)|||91001
블랙야크|힐크릭/대구/성서점|128.491234|35.838682|블랙야크|053-591-6767|대구 달서구 달서대로85길 6-16||||||||블랙야크 힐크릭/대구/성서점|(호림동)|||91001
블랙야크|힐크릭/대구/이시아점|128.635912|35.9206641|블랙야크|053-985-6982|대구 동구 팔공로49길 51||||||||블랙야크 힐크릭/대구/이시아점|(봉무동) 110호|||91001
블랙야크|갤러리아타임점|127.378424|36.351873|블랙야크|042-483-1814||대전 서구 둔산2동 갤러리아백화점 타임월드점 8층 블랙야크 |||||||블랙야크 갤러리아타임점||||91001
블랙야크|대전/대덕점|127.42002|36.424288|블랙야크|042-936-8848|대전 대덕구 신탄진로 504||||||||블랙야크 대전/대덕점|(상서동)|||91001
블랙야크|대전/모다점|127.320402|36.313454|블랙야크|042-542-1811|대전 유성구 대정로 5||||||||블랙야크 대전/모다점|(대정동) 블랙야크|||91001
블랙야크|대전/오정점|127.410105|36.358424|블랙야크|042-625-1811|대전 대덕구 한밭대로 1003||||||||블랙야크 대전/오정점|(오정동)|||91001
블랙야크|대전/유성점|127.336061|36.3616|블랙야크|042-823-1810|대전 유성구 유성대로 777||||||||블랙야크 대전/유성점|(장대동)|||91001
블랙야크|대전/패션아일랜드점|127.457976|36.30696|블랙야크|042-283-1811|대전 동구 은어송로 72||||||||블랙야크 대전/패션아일랜드점|(가오동)|||91001
블랙야크|롯데대전점|127.389509|36.340742|블랙야크|042-601-2688||대전 서구 괴정동 롯데백화점 대전점 6층 블랙야크 |||||||블랙야크 롯데대전점||||91001
블랙야크|마모트갤러리아타임월드점|127.378251|36.3518898|블랙야크|042-720-6857|대전 서구 대덕대로 211||||||||블랙야크 마모트갤러리아타임월드점|(둔산동)|||91001
블랙야크|마모트세이대전점|127.408789|36.3206681|블랙야크|042-222-6766|대전 중구 계백로 1700||||||||블랙야크 마모트세이대전점|(문화동)|||91001
블랙야크|신세계스타일대전점|127.436708|36.350569|블랙야크|042-615-1425||대전 동구 용전동 63-3|||||||블랙야크 신세계스타일대전점|신세계스타일대전점 블랙야크|||91001
블랙야크|힐크릭/대전/유성점|127.337631|36.364037|블랙야크|042-822-7768|대전 유성구 유성대로 807||||||||블랙야크 힐크릭/대전/유성점|(장대동)|||91001
블랙야크|SAY대전점|127.409976|36.32095|블랙야크|042-242-1811||대전 중구 문화동 1-16|||||||블랙야크 SAY대전점|SAY백화점 4층 블랙야크|||91001
블랙야크|롯데광복점|129.036873|35.098491|블랙야크|051-678-3710||부산 중구 중앙동7가 롯데백화점 광복점 7층 블랙야크 |||||||블랙야크 롯데광복점||||91001
블랙야크|롯데동래점|129.07781|35.211818|블랙야크|051-668-4582||부산 동래구 온천동 롯데백화점 동래점 5층 블랙야크 |||||||블랙야크 롯데동래점||||91001
블랙야크|롯데부산본점|129.05625|35.156814|블랙야크|051-810-3569||부산 부산진구 부전동 롯데백화점 부산본점 5층 블랙야크 |||||||블랙야크 롯데부산본점||||91001
블랙야크|롯데센텀시티점|129.131623|35.169569|블랙야크|051-730-3599||부산 해운대구 우동 1496|||||||블랙야크 롯데센텀시티점|롯데백화점 센텀시티점 5층 블랙야크|||91001
블랙야크|롯데센트럴스퀘어점|129.061072|35.151358|블랙야크|051-991-3967|부산 부산진구 중앙대로666번길 50||||||||블랙야크 롯데센트럴스퀘어점|(부전동,더샵 센트럴스타) 롯데센트럴스퀘어점 블랙야크|||91001
블랙야크|마모트롯데동래점|129.077692|35.21172|블랙야크|051-668-4568|부산 동래구 온천동 중앙대로 1393||||||||블랙야크 마모트롯데동래점||||91001
블랙야크|마모트롯데센트럴스퀘어점|129.061099|35.1513606|블랙야크|051-987-6282|부산 부산진구 중앙대로666번길 50||||||||블랙야크 마모트롯데센트럴스퀘어점|(부전동,더샵 센트럴스타)|||91001
블랙야크|부산/경성대점|129.104086|35.138661|블랙야크|051-611-9801|부산 남구 수영로 346||||||||블랙야크 부산/경성대점|(대연동)|||91001
블랙야크|부산/광복점|129.025605|35.096819|블랙야크|051-244-1811|부산 서구 구덕로 95||||||||블랙야크 부산/광복점|(충무동1가)|||91001
블랙야크|부산/남천점|129.110993|35.137256|블랙야크|051-627-3332|부산 수영구 황령대로 521||||||||블랙야크 부산/남천점|(남천동) 2층|||91001
블랙야크|부산/녹산점|128.889811|35.117271|블랙야크|051-941-5541|부산 강서구 낙동남로 660||||||||블랙야크 부산/녹산점|(녹산동)|||91001
블랙야크|부산/덕천점|129.005088|35.2114914|블랙야크|051-338-1812|부산 북구 금곡대로 16||||||||블랙야크 부산/덕천점|(덕천동) 1층|||91001
블랙야크|부산/동래점|129.093716|35.199006|블랙야크|051-553-8866|부산 동래구 충렬대로 318||||||||블랙야크 부산/동래점|(낙민동)|||91001
블랙야크|부산/범내점|129.058992|35.1449891|블랙야크|051-638-3933|부산 부산진구 범일로 167||||||||블랙야크 부산/범내점|(범천동) 블랙야크|||91001
블랙야크|부산/세정아울렛점|128.9779|35.0837|블랙야크|051-263-1811|부산 사하구 다대로 207||||||||블랙야크 부산/세정아울렛점|(장림동)|||91001
블랙야크|부산/애플아울렛점|128.980986|35.1631456|블랙야크|051-559-6342|부산 사상구 사상로 201||||||||블랙야크 부산/애플아울렛점|(괘법동) 애플아울렛 2층|||91001
블랙야크|신세계센텀시티점|129.130143|35.16895|블랙야크|051-745-2730||부산 해운대구 우동 1495|||||||블랙야크 신세계센텀시티점|신세계센텀시티점 3층 블랙야크|||91001
블랙야크|신세계아울렛부산점|128.829811|35.185197|블랙야크|051-940-1353||부산 기장군 장안읍 좌천리 산32|||||||블랙야크 신세계아울렛부산점|신세계부산프리미엄아울렛 블랙야크|||91001
블랙야크|현대부산점|129.058833|35.14123|블랙야크|051-667-0633||부산 동구 범일동 62-5|||||||블랙야크 현대부산점|현대백화점부산점 6층 블랙야크|||91001
블랙야크|힐크릭/부산/기장점|129.233769|35.3214595|블랙야크|051-727-8355|부산 기장군 장안읍 정관로 1124||||||||블랙야크 힐크릭/부산/기장점||||91001
블랙야크|NAU롯데광복점|129.036755|35.0983641|블랙야크|051-678-3764|부산 중구 중앙대로 2||||||||블랙야크 NAU롯데광복점|(중앙동7가) 부산시 중구 중앙대로 2,롯데백화점 광복점 7층 NAU매장|||91001
블랙야크|NC덕천점|129.00759|35.2111075|블랙야크|051-366-2277|부산 북구 만덕대로 23||||||||블랙야크 NC덕천점|(덕천동) NC백화점 덕천점|||91001
블랙야크|(신)마모트강남논현점|127.021747|37.5093736|블랙야크|02-3445-2356|서울 서초구 강남대로 531||||||||블랙야크 (신)마모트강남논현점|(반포동)|||91001
블랙야크|(신)마모트W몰점|126.887718|37.4773527|블랙야크|02-2081-0565|서울 금천구 디지털로 188||||||||블랙야크 (신)마모트W몰점|(가산동)|||91001
블랙야크|NAU롯데본점|126.981731|37.564729|블랙야크|--|서울 중구 남대문로 81||미입점||||||블랙야크 NAU롯데본점|롯데본점 9층|||91001
블랙야크|마모트현대아울렛가든파이브점|127.124962|37.477613|블랙야크|02-2673-2358|서울 송파구 충민로 66||온라인||||||블랙야크 마모트현대아울렛가든파이브점|(문정동)|||91001
블랙야크|NAU_29cm점|126.918833|37.5502865|블랙야크|070-5090-5823|서울 마포구 양화로10길 45||중지||||||블랙야크 NAU_29cm점|(서교동) 2층 29cm|||91001
블랙야크|NAU루이스클럽점|127.02204|37.5223994|블랙야크|02-512-7523|서울 강남구 압구정로8길 20||중지||||||블랙야크 NAU루이스클럽점|(신사동) 루이스클럽|||91001
블랙야크|NAU아이앤씨점|127.041009|37.4805408|블랙야크|02-2286-9704|서울 서초구 바우뫼로 201||중지||||||블랙야크 NAU아이앤씨점|(양재동)|||91001
블랙야크|코오롱인더스트리(주)/FnC부문점|127.056234|37.5083756|블랙야크|--|서울 강남구 삼성로 518||진행||||||블랙야크 코오롱인더스트리(주)/FnC부문점|(삼성동) 코오롱인더스트리|||91001
블랙야크|NAU일반사업자점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||진행||||||블랙야크 NAU일반사업자점|(양재동) 블랙야크사옥|||91001
블랙야크|NAU일반사업자(AS)점|126.884812|37.4816775|블랙야크|--|서울 금천구 디지털로9길 99||진행||||||블랙야크 NAU일반사업자(AS)점|(가산동) 3층 블랙야크|||91001
블랙야크|NAU양재점|127.041009|37.4805408|블랙야크|02-2286-9922|서울 서초구 바우뫼로 201||행사||||||블랙야크 NAU양재점|(양재동) (행사)NAU양재점|||91001
블랙야크|서울/양재점|127.04106|37.480304|블랙야크|02-2286-9777|서울 서초구 바우뫼로 201||힐크릭M||||||블랙야크 서울/양재점|(양재동)|||91001
블랙야크|2001아울렛중계점|127.067905|37.641222|블랙야크|02-3399-8530|서울 노원구 동일로204가길 46||||||||블랙야크 2001아울렛중계점|(중계동) 2001아울렛 중계점|||91001
블랙야크|롯데강남점|127.053669|37.496904|블랙야크|02-531-2765||서울 강남구 대치동 937|||||||블랙야크 롯데강남점|롯데백화점 강남점 7층 블랙야크|||91001
블랙야크|롯데건대점|127.071435|37.538917|블랙야크|02-2218-3733||서울 광진구 자양동 227-342|||||||블랙야크 롯데건대점|롯데백화점 건대스타시티점|||91001
블랙야크|롯데관악점|126.925139|37.49046|블랙야크|02-3289-8585||서울 관악구 봉천동 롯데백화점 관악점 5층 블랙야크 |||||||블랙야크 롯데관악점||||91001
블랙야크|롯데김포점|126.803543|37.563574|블랙야크|02-6116-3446||서울 강서구 방화동 886|||||||블랙야크 롯데김포점|롯데김포스카이점 4층 블랙야크|||91001
블랙야크|롯데노원점|127.061253|37.655042|블랙야크|02-950-2646||서울 노원구 상계2동 롯데백화점 6층 블랙야크 |||||||블랙야크 롯데노원점||||91001
블랙야크|롯데미아점|127.030499|37.614638|블랙야크|02-944-1991||서울 강북구 미아동 롯데백화점 미아점 5층 블랙야크 |||||||블랙야크 롯데미아점||||91001
블랙야크|롯데본점|126.981862|37.565294|블랙야크|02-772-3646||서울 중구 소공동 롯데백화점 본점 6층 블랙야크 |||||||블랙야크 롯데본점||||91001
블랙야크|롯데아울렛서울역점|126.970703|37.555773|블랙야크|02-6965-2806||서울 중구 봉래동2가 롯데아울렛서울역점 4층 블랙야크 |||||||블랙야크 롯데아울렛서울역점||||91001
블랙야크|롯데영등포점|126.907306|37.515594|블랙야크|02-2630-6808||서울 영등포구 영등포동 618-496|||||||블랙야크 롯데영등포점|롯데백화점 영등포점 7층 블랙야크|||91001
블랙야크|롯데잠실점|127.098371|37.511209|블랙야크|02-2143-7668||서울 송파구 잠실동 40-1|||||||블랙야크 롯데잠실점|롯데백화점 잠실점 6층 블랙야크|||91001
블랙야크|롯데청량리점|127.048002|37.580939|블랙야크|02-3707-1570||서울 동대문구 전농동 591-531|||||||블랙야크 롯데청량리점|롯데백화점 청량리점 5층 블랙야크|||91001
블랙야크|마리오구로점|126.886743|37.478725|블랙야크|02-2067-3928||서울 금천구 가산동 60-22|||||||블랙야크 마리오구로점|마리오아울렛2관 1층 블랙야크|||91001
블랙야크|마모트/11번가점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트/11번가점|(양재동)|||91001
블랙야크|마모트/롯데닷컴점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트/롯데닷컴점|(양재동)|||91001
블랙야크|마모트/아웃도어스점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트/아웃도어스점|(양재동)|||91001
블랙야크|마모트/톡스토어점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트/톡스토어점|(양재동)|||91001
블랙야크|마모트/CJ몰점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트/CJ몰점|(양재동)|||91001
블랙야크|마모트/HSH점|126.879257|37.4769254|블랙야크|--|서울 금천구 가산디지털2로 101||||||||블랙야크 마모트/HSH점|(가산동) SG&G 3층 HSH물류|||91001
블랙야크|마모트롯데청량리점|127.048979|37.581387|블랙야크|02-3707-1522|서울 동대문구 왕산로 214||||||||블랙야크 마모트롯데청량리점|(전농동)|||91001
블랙야크|마모트무신사점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트무신사점|(양재동)|||91001
블랙야크|마모트서울아우트로(사입)점|126.884812|37.4816775|블랙야크|--|서울 금천구 디지털로9길 99||||||||블랙야크 마모트서울아우트로(사입)점|(가산동) 2층 (가산동,스타밸리 2층)|||91001
블랙야크|마모트아트몰링장안점|127.0724|37.5719232|블랙야크|070-8834-7061|서울 동대문구 답십리동 답십리로 288||||||||블랙야크 마모트아트몰링장안점|(장안동) 5층|||91001
블랙야크|마모트이랜드리테일점|127.007488|37.5092377|블랙야크|--|서울 서초구 잠원로 51||||||||블랙야크 마모트이랜드리테일점|(잠원동)|||91001
블랙야크|마모트일반사업자(A/S)점|126.884812|37.4816775|블랙야크|--|서울 금천구 디지털로9길 99||||||||블랙야크 마모트일반사업자(A/S)점|(가산동) 3층 블랙야크|||91001
블랙야크|마모트현대디큐브점|126.888427|37.5083236|블랙야크|02-2210-9318|서울 구로구 경인로 662||||||||블랙야크 마모트현대디큐브점|(신도림동,디큐브시티) 4층 마모트|||91001
블랙야크|마모트현대아울렛가산점|126.889199|37.4776197|블랙야크|02-2136-9775|서울 금천구 디지털로10길 9||||||||블랙야크 마모트현대아울렛가산점|(가산동)|||91001
블랙야크|마모트GS마이샾점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트GS마이샾점|(양재동)|||91001
블랙야크|마모트GS샵점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마모트GS샵점|(양재동)|||91001
블랙야크|마케팅본부(힐크릭)점|127.041009|37.4805408|블랙야크|--|서울 서초구 바우뫼로 201||||||||블랙야크 마케팅본부(힐크릭)점|(양재동) 힐크릭 마케팅사업부|||91001
블랙야크|서울/강남논현점|127.021764|37.509328|블랙야크|02-556-1811|서울 서초구 강남대로 531||직영점||||||블랙야크 서울/강남논현점|(반포동)|||91001
블랙야크|서울/도봉점|127.037428|37.686201|블랙야크|02-955-1811|서울 도봉구 도봉산길 65-17||직영점||||||블랙야크 서울/도봉점|(도봉동)|||91001
블랙야크|서울/마천점|127.156886|37.490835|블랙야크|02-402-0456|서울 송파구 마천로 387-1||||||||블랙야크 서울/마천점|(마천동)|||91001
블랙야크|서울/불광점|126.93168|37.609146|블랙야크|02-3157-1811|서울 은평구 통일로 716||직영점||||||블랙야크 서울/불광점|(불광동)|||91001
블랙야크|서울/수락산점|127.055801|37.67806|블랙야크|02-936-1811|서울 노원구 동일로 1678||직영점||||||블랙야크 서울/수락산점|(상계동)|||91001
블랙야크|서울/시흥점|126.901956|37.452186|블랙야크|02-896-8020|서울 금천구 시흥대로 268||||||||블랙야크 서울/시흥점|(시흥동) B동|||91001
블랙야크|서울/아우트로(가산점)점|126.884983|37.481523|블랙야크|02-2027-0811|서울 금천구 디지털로9길 99||||||||블랙야크 서울/아우트로(가산점)점|(가산동)|||91001
블랙야크|서울/양재점|127.040919|37.48021|블랙야크|02-2286-9911|서울 서초구 바우뫼로 201||직영점||||||블랙야크 서울/양재점|(양재동)|||91001
블랙야크|서울/우이점|127.009701|37.6624224|블랙야크|02-908-1812|서울 강북구 삼양로173길 52||직영점||||||블랙야크 서울/우이점|(우이동)|||91001
블랙야크|서울/이수점|126.981188|37.484835|블랙야크|02-597-8880|서울 동작구 사당로 302||||||||블랙야크 서울/이수점|(사당동)|||91001
블랙야크|서울/장안점|127.069105|37.572718|블랙야크|02-2246-1812|서울 동대문구 답십리로 259||||||||블랙야크 서울/장안점|(장안동)|||91001
블랙야크|서울/정릉점|126.998389|37.617911|블랙야크|02-919-2302|서울 성북구 보국문로 209||||||||블랙야크 서울/정릉점|(정릉동)|||91001
블랙야크|서울/종로5가점|127.003056|37.570733|블랙야크|02-2273-1811|서울 종로구 종로 226-1||직영점||||||블랙야크 서울/종로5가점|(종로5가)|||91001
블랙야크|서울/종로점|127.00382|37.569858|블랙야크|02-2272-1818|서울 종로구 종로36길 22||직영점||||||블랙야크 서울/종로점|(종로5가)|||91001
블랙야크|서울/청계산점|127.056558|37.443956|블랙야크|02-571-1811|서울 서초구 원터2길 3||직영점||||||블랙야크 서울/청계산점|(원지동)|||91001
블랙야크|세이브존노원점|127.068935|37.6366485|블랙야크|02-949-8423|서울 노원구 한글비석로 57||||||||블랙야크 세이브존노원점|(하계동) 세이브존노원|||91001
블랙야크|신세계강남점|127.004623|37.50454|블랙야크|02-3479-1945||서울 서초구 반포동 19-3|||||||블랙야크 신세계강남점|신세계백화점 강남점 5층 블랙야크|||91001
블랙야크|신세계본점|126.980882|37.560371|블랙야크|02-310-1914||서울 중구 충무로1가 52-5|||||||블랙야크 신세계본점|신세계백화점 본점 8층 블랙야크|||91001
블랙야크|신세계영등포점|126.903981|37.517213|블랙야크|02-2639-1990||서울 영등포구 영등포동4가 신세계백화점 B관 4층 블랙야크 |||||||블랙야크 신세계영등포점||||91001
블랙야크|일반사업자(힐크릭/A/S)점|126.884812|37.4816775|블랙야크|02-2286-9306|서울 금천구 디지털로9길 99||||||||블랙야크 일반사업자(힐크릭/A/S)점|(가산동)|||91001
블랙야크|일반사업자(힐크릭본사)점|127.041009|37.4805408|블랙야크|02-2286-9306|서울 서초구 바우뫼로 201||||||||블랙야크 일반사업자(힐크릭본사)점|(양재동) 4층 힐크릭사업부|||91001
블랙야크|현대목동점|126.875291|37.526632|블랙야크|02-2163-3555||서울 양천구 목동 916|||||||블랙야크 현대목동점|현대백화점 목동점 유플렉스1층 블랙야크|||91001
블랙야크|현대무역센터점|127.059956|37.508545|블랙야크|02-3467-8877||서울 강남구 삼성동 159-7|||||||블랙야크 현대무역센터점|현대백화점무역센터 8층 블랙야크|||91001
블랙야크|현대미아점|127.028636|37.608322|블랙야크|02-2117-1530||서울 성북구 길음동 201-1|||||||블랙야크 현대미아점|현대백화점 미아점 5층 블랙야크|||91001
블랙야크|현대신촌점|126.93582|37.556014|블랙야크|02-3145-2777||서울 서대문구 창천동 30-33|||||||블랙야크 현대신촌점|현대백화점 신촌점 7층 블랙야크|||91001
블랙야크|현대아울렛가든파이브점|127.124831|37.477702|블랙야크|02-2673-2352|서울 송파구 충민로 66||||||||블랙야크 현대아울렛가든파이브점|(문정동) 현대아울렛 가든파이브 블랙야크|||91001
블랙야크|현대아울렛가산점|126.889199|37.4776197|블랙야크|02-2136-9906|서울 금천구 디지털로10길 9||||||||블랙야크 현대아울렛가산점|(가산동) 현대아울렛가산 블랙야크|||91001
블랙야크|현대아울렛동대문점|127.007742|37.568758|블랙야크|02-2283-2719|서울 중구 장충단로13길 20||||||||블랙야크 현대아울렛동대문점|(을지로6가) 블랙야크|||91001
블랙야크|힐크릭/서울/문정점|127.125485|37.4908168|블랙야크|02-401-3576|서울 송파구 동남로 130||||||||블랙야크 힐크릭/서울/문정점|(문정동) 1층|||91001
블랙야크|힐크릭/온라인/인터넷쇼핑몰점|127.041009|37.4805408|블랙야크|02-2286-9911|서울 서초구 바우뫼로 201||||||||블랙야크 힐크릭/온라인/인터넷쇼핑몰점|(양재동)|||91001
블랙야크|AK구로점|126.882846|37.50106|블랙야크|02-6923-2304||서울 구로구 구로동 573|||||||블랙야크 AK구로점|AK백화점 구로점 3층 블랙야크|||91001
블랙야크|NAU/아우트로/가산점|126.884825|37.4816664|블랙야크|02-2027-0811|서울 금천구 디지털로9길 99||||||||블랙야크 NAU/아우트로/가산점|(가산동)|||91001
블랙야크|NAU/HAUS/도산점|127.035228|37.5257407|블랙야크|02-547-9225|서울 강남구 언주로164길 21-3||||||||블랙야크 NAU/HAUS/도산점|(신사동) NAU HAUS 도산|||91001
블랙야크|NAU_어라운드더코너점|127.04106|37.480304|블랙야크|02-2286-9000|서울 서초구 바우뫼로 201||||||||블랙야크 NAU_어라운드더코너점|(양재동) 나우|||91001
블랙야크|NAU_위즈위드점|127.041009|37.4805408|블랙야크|02-2286-9000|서울 서초구 바우뫼로 201||||||||블랙야크 NAU_위즈위드점|(양재동) 나우 1층매장|||91001
블랙야크|NAU_E제너두점|127.035934|37.5169034|블랙야크|--|서울 강남구 언주로 710||||||||블랙야크 NAU_E제너두점|(논현동) 성암빌딩 6층|||91001
블랙야크|NAU_W컨셉점|127.041009|37.4805408|블랙야크|02-2286-9000|서울 서초구 바우뫼로 201||||||||블랙야크 NAU_W컨셉점|(양재동) NAU|||91001
블랙야크|NAU29cm(직영)점|127.041009|37.4805408|블랙야크|02_-2286-9000|서울 서초구 바우뫼로 201||||||||블랙야크 NAU29cm(직영)점|(양재동)|||91001
블랙야크|NAU롯데영등포점|126.90766|37.5156838|블랙야크|02_-2164-6145|서울 영등포구 경인로 846||||||||블랙야크 NAU롯데영등포점|(영등포동) 서울 영등포구 경인로 846 롯데백화점 영등포점 6층 NAU매장|||91001
블랙야크|NAU신세계영등포점|126.904742|37.5163025|블랙야크|02_-2639-1633|서울 영등포구 영중로3길 15||||||||블랙야크 NAU신세계영등포점|(영등포동4가)|||91001
블랙야크|NAU인터넷쇼핑몰점|127.041009|37.4805408|블랙야크|02_-2286-9100|서울 서초구 바우뫼로 201||||||||블랙야크 NAU인터넷쇼핑몰점|(양재동)|||91001
