##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@쉐보레부품대리점
쉐보레부품대리점|경기북부센타|127.04700490000005|37.8936859|쉐보레부품대리점|031-864-0242|경기 동두천시 생연로 9번길 27||||||||쉐보레부품대리점 경기북부센타|(지행동)|||160409
쉐보레부품대리점|검단센타|126.643369|37.5967014|쉐보레부품대리점|032-565-8255|인천 서구 단봉로 75||||||||쉐보레부품대리점 검단센타|(왕길동)|||160409
쉐보레부품대리점|형제상사|127.03787979999993|37.7398447|쉐보레부품대리점|031-844-1191|경기 의정부시 둔야로 45번길 29||||||||쉐보레부품대리점 형제상사|(의정부동)|||160409
쉐보레부품대리점|부천쉐보레|126.78241060000005|37.49002460000001|쉐보레부품대리점|032-668-0095|경기 부천시 원미구 장말로362번길 7||||||||쉐보레부품대리점 부천쉐보레|기성뷰그리안 105호 (심곡동)|||160409
쉐보레부품대리점|기염상사|126.77995149999992|37.5114789|쉐보레부품대리점|032-674-9531|경기 부천시 원미구 옥산로 201||||||||쉐보레부품대리점 기염상사|(도당동)|||160409
쉐보레부품대리점|한국지엠/성남삼정|127.137971|37.434283|쉐보레부품대리점|031-757-8282|경기 성남시 중원구 광명로82번길 4||||||||쉐보레부품대리점 한국지엠/성남삼정|(성남동)|||160409
쉐보레부품대리점|용인상사|127.25586610000005|37.2466201|쉐보레부품대리점|031-335-8737|경기 용인시 처인구 양지면 주북로 215-3||||||||쉐보레부품대리점 용인상사||||160409
쉐보레부품대리점|동수원센타|127.041291|37.234278|쉐보레부품대리점|031-206-1340|경기 화성시 반정로 154번길 26-8||||||||쉐보레부품대리점 동수원센타|(반정동)|||160409
쉐보레부품대리점|안산GM상사|126.84538040000007|37.2877004|쉐보레부품대리점|031-418-4071|경기 안산시 상록구 항가울로 69||||||||쉐보레부품대리점 안산GM상사|(사동)|||160409
쉐보레부품대리점|대림상사|126.86411640000006|37.2904056|쉐보레부품대리점|031-502-9956|경기 안산시 상록구 오목로 55||||||||쉐보레부품대리점 대림상사|(본오동)|||160409
쉐보레부품대리점|안산쉐보레|126.82892370000002|37.3337982|쉐보레부품대리점|031-402-0013|경기 안산시 단원구 와동로 40||||||||쉐보레부품대리점 안산쉐보레|103호 (와동)|||160409
쉐보레부품대리점|새한상사|126.91651380000007|37.40772870000001|쉐보레부품대리점|031-449-6770|경기 안양시 만안구 만안로 321||||||||쉐보레부품대리점 새한상사|(안양동)|||160409
쉐보레부품대리점|한성상사|126.92718639999998|37.3874847|쉐보레부품대리점|031-466-4144|경기 안양시 만안구 수리산로 5||||||||쉐보레부품대리점 한성상사|(안양동)|||160409
쉐보레부품대리점|동양상사|127.07387799999992|37.2666662|쉐보레부품대리점|031-206-7001|경기 수원시 영통구 삼성로320번길 62||||||||쉐보레부품대리점 동양상사|영통아이파크 상가 103호 (영통동)|||160409
쉐보레부품대리점|오산GM부품|127.06768080000006|37.1441911|쉐보레부품대리점|031-374-9104|경기 오산시 역광장로 42||||||||쉐보레부품대리점 오산GM부품|(오산동)|||160409
쉐보레부품대리점|대영상사|127.10964220000005|37.2750775|쉐보레부품대리점|031-274-8833|경기 용인시 기흥구 신구로 34||||||||쉐보레부품대리점 대영상사|(구갈동)|||160409
쉐보레부품대리점|도원상사|127.07215270000006|37.0373658|쉐보레부품대리점|031-665-0251|경기 평택시 산단로 15번길 6||||||||쉐보레부품대리점 도원상사||||160409
쉐보레부품대리점|신안상사|126.93159650000007|36.9650772|쉐보레부품대리점|031-681-1384|경기 평택시 현덕면 인광2길 55-44||||||||쉐보레부품대리점 신안상사||||160409
쉐보레부품대리점|구리지엠부품|127.13320829999998|37.5970029|쉐보레부품대리점|031-551-1752|경기 구리시 안골로 20||||||||쉐보레부품대리점 구리지엠부품|(교문동)|||160409
쉐보레부품대리점|서울상사|126.8330277|36.6819242|쉐보레부품대리점|041-333-3320|충남 예산군 예산읍 주교로 4||||||||쉐보레부품대리점 서울상사|(주교리)|||160409
쉐보레부품대리점|쉐보레원주부품|127.95042250329328|37.36717265513707|쉐보레부품대리점|033-745-8400|강원 원주시 강원 원주시 현충로 139||||||||쉐보레부품대리점 쉐보레원주부품|(태장동)|||160409
쉐보레부품대리점|의영상사|126.77041209999993|37.7616344|쉐보레부품대리점|031-945-8490|경기 파주시 평화로 45-6||||||||쉐보레부품대리점 의영상사|(금촌동)|||160409
쉐보레부품대리점|정우모터스|126.7909565|37.8411509|쉐보레부품대리점|031-952-0147|경기 파주시 파주읍 통일로 1494||||||||쉐보레부품대리점 정우모터스|나동|||160409
쉐보레부품대리점|대진상사|126.80599570000004|35.1806439|쉐보레부품대리점|062-528-7155|광주 광산구 고봉로 8||||||||쉐보레부품대리점 대진상사|(흑석동)|||160409
쉐보레부품대리점|유신상사|126.62284027476151|37.66198563268961|쉐보레부품대리점|031-985-2682|경기 김포시 양촌읍 양곡우회로 152||||||||쉐보레부품대리점 유신상사||||160409
쉐보레부품대리점|한림상사|128.75401740000007|35.3000482|쉐보레부품대리점|055-342-3273|경남 김해시 진영읍 진영로 377||||||||쉐보레부품대리점 한림상사||||160409
쉐보레부품대리점|동해GM부품|129.12549880000006|37.4934203|쉐보레부품대리점|033-521-7001|강원 동해시 대동로 265-3||||||||쉐보레부품대리점 동해GM부품|(송정동)|||160409
쉐보레부품대리점|청주용암GM부품|127.49907050000002|36.6135615|쉐보레부품대리점|043-297-1164|충북 청주시 상당구 월평로123번길 40||||||||쉐보레부품대리점 청주용암GM부품|(용암동)|||160409
쉐보레부품대리점|동아자동차부품|128.4223783|36.1021691|쉐보레부품대리점|054-471-7533|경북 구미시 인동남길 38||||||||쉐보레부품대리점 동아자동차부품|(진평동)|||160409
쉐보레부품대리점|GM쉐보레상주부품|128.1690443|36.4162484|쉐보레부품대리점|054-533-5455|경북 상주시 중앙로 279||||||||쉐보레부품대리점 GM쉐보레상주부품|(복룡동)|||160409
쉐보레부품대리점|도우상사|128.12417449999998|35.1719461|쉐보레부품대리점|055-753-5311~2|경남 진주시 큰들로 195||||||||쉐보레부품대리점 도우상사|(상평동)|||160409
쉐보레부품대리점|원광상사|128.42684940000004|34.8554205|쉐보레부품대리점|055-646-8995|경남 통영시 북신발개등2길 5||||||||쉐보레부품대리점 원광상사|(북신동)|||160409
쉐보레부품대리점|신로얄상사|129.35982230000002|36.0315135|쉐보레부품대리점|054-277-7794|경북 포항시 북구 칠성천길 28||||||||쉐보레부품대리점 신로얄상사|(죽도동)|||160409
쉐보레부품대리점|금동기업|129.1158484|35.216287|쉐보레부품대리점|051-521-3211|부산 금정구 공단서로8번길 80-11||||||||쉐보레부품대리점 금동기업|(금사동)|||160409
쉐보레부품대리점|GM대성부품|128.6781803|35.876683|쉐보레부품대리점|053-985-2281|대구 동구 화랑로99길 16||||||||쉐보레부품대리점 GM대성부품|(용계동)|||160409
쉐보레부품대리점|한국상사|129.0656298|35.1619527|쉐보레부품대리점|051-818-2679|부산 부산진구 전포대로 284||||||||쉐보레부품대리점 한국상사|(전포동)|||160409
쉐보레부품대리점|쉐보레부품서구센터(대전)|127.35486079999998|36.3434656|쉐보레부품대리점|042-533-7293|대전 서구 계룡로 232번길 183||||||||쉐보레부품대리점 쉐보레부품서구센터(대전)|(월평동)|||160409
쉐보레부품대리점|유정상사|128.69574680000005|35.8378766|쉐보레부품대리점|053-795-9008|대구 수성구 시지로 76||||||||쉐보레부품대리점 유정상사|(시지동)|||160409
쉐보레부품대리점|양강센타|126.8510569|37.52875480000001|쉐보레부품대리점|02-2604-9874|서울 강서구 국회대로7길 175||||||||쉐보레부품대리점 양강센타|태승훼미리아파트 1층 106호 (화곡동)|||160409
쉐보레부품대리점|동교상사|126.91091000000006|37.5674005|쉐보레부품대리점|02-375-0871|서울 마포구 모래내로7길 38||||||||쉐보레부품대리점 동교상사|(모래내로7길 38,102)" (성산동)|||160409
쉐보레부품대리점|영동센터|127.03960619999998|37.4709487|쉐보레부품대리점|02-577-9511|서울 서초구 강남대로18길 16-22||||||||쉐보레부품대리점 영동센터|화일빌딩 B01호 (양재동)|||160409
쉐보레부품대리점|문정센타|127.13587580000001|37.5037083|쉐보레부품대리점|02-449-4911|서울 송파구 성내천로 6길 3||||||||쉐보레부품대리점 문정센타|(오금동)|||160409
쉐보레부품대리점|원효상사|126.96991660000003|37.5470074|쉐보레부품대리점|02-701-5885|서울 용산구 청파로 307||||||||쉐보레부품대리점 원효상사|(청파동1가)|||160409
쉐보레부품대리점|경일대리점|129.3209018|35.5486007|쉐보레부품대리점|052-265-9643|울산 남구 번영로 271번길 14||||||||쉐보레부품대리점 경일대리점|(신정동)|||160409
쉐보레부품대리점|정수상사|126.64131569999995|37.4612084|쉐보레부품대리점|032-884-3805|인천 남구 제물량로24번길 79||||||||쉐보레부품대리점 정수상사|(숭의동)|||160409
쉐보레부품대리점|에스케이파츠|128.18390667443578|36.585042034955634|쉐보레부품대리점|054-552-4554|경북 문경시 당교로 189||||||||쉐보레부품대리점 에스케이파츠|(모전동)|||160409
쉐보레부품대리점|황덕상사|126.67563940000002|37.4181399|쉐보레부품대리점|032-818-6236|인천 연수구 청명로 17번길 10-16||||||||쉐보레부품대리점 황덕상사|(청학동)|||160409
쉐보레부품대리점|동진실업|129.33534929999996|35.5557141|쉐보레부품대리점|052-275-8755|울산 중구 새벽시장길 2||||||||쉐보레부품대리점 동진실업|(학성동)|||160409
쉐보레부품대리점|한국지엠대덕센타|127.42239760000007|36.4267675|쉐보레부품대리점|042-933-3880|대전 대덕구 상서당1길 7||||||||쉐보레부품대리점 한국지엠대덕센타||||160409
쉐보레부품대리점|두산여수상사|127.72319170000003|34.7552654|쉐보레부품대리점|061-642-6737|전남 여수시 좌수영로 193-1||||||||쉐보레부품대리점 두산여수상사|(광무동)|||160409
쉐보레부품대리점|쌍우상사|126.69748589999994|34.8185057|쉐보레부품대리점|061-473-8981|전남 영암군 덕진면 예향로 1727||||||||쉐보레부품대리점 쌍우상사||||160409
쉐보레부품대리점|신제주지엠부품|126.48313669999993|33.492067|쉐보레부품대리점|064-749-2882|제주 제주시 성신북길 14||||||||쉐보레부품대리점 신제주지엠부품|(연동)|||160409
쉐보레부품대리점|쉐보레부품해남점|126.59266839999998|34.5786658|쉐보레부품대리점|061-534-3154|전남 해남군 해남읍 북부순환로 211-13||||||||쉐보레부품대리점 쉐보레부품해남점||||160409
쉐보레부품대리점|GM당진부품센터|126.61069829999997|36.8771357|쉐보레부품대리점|041-352-5581|충남 당진시 원행정길 10-4||||||||쉐보레부품대리점 GM당진부품센터|(행정동)|||160409
쉐보레부품대리점|GM부품아산상사|127.01588830000003|36.7785564|쉐보레부품대리점|041-545-3965|충남 아산시 온천대로 1606||||||||쉐보레부품대리점 GM부품아산상사|(풍기동)|||160409
쉐보레부품대리점|대성상사|127.57732510000005|36.2927399|쉐보레부품대리점|043-733-3361|충북 옥천군 옥천읍 마장로 82||||||||쉐보레부품대리점 대성상사||||160409
쉐보레부품대리점|증평쉐보레부품|127.61482699999999|36.8101489|쉐보레부품대리점|043-838-8825|충북 증평군 도안면 화성로 26||||||||쉐보레부품대리점 증평쉐보레부품||||160409
쉐보레부품대리점|청주봉명GM부품|127.4591881|36.6548715|쉐보레부품대리점|043-267-7891|충북 청주시 흥덕구 덕암로47번길 39||||||||쉐보레부품대리점 청주봉명GM부품|(봉명동)|||160409
쉐보레부품대리점|영신상사|128.75696800000003|35.8388234|쉐보레부품대리점|053-817-7126|경북 경산시 대학로 326||||||||쉐보레부품대리점 영신상사|(조영동)|||160409
쉐보레부품대리점|대진상사|128.12569299999995|36.1260316|쉐보레부품대리점|054-434-3162|경북 김천시 모암사랑9길 49||||||||쉐보레부품대리점 대진상사|(모암동)|||160409
쉐보레부품대리점|서로상회|128.92087019999997|35.2308111|쉐보레부품대리점|055-334-1623|경남 김해시 분성로 730||||||||쉐보레부품대리점 서로상회|(지내동)|||160409
쉐보레부품대리점|국산상회|128.1072689|35.171024|쉐보레부품대리점|055-759-1178|경남 진주시 큰들로 39||||||||쉐보레부품대리점 국산상회|(상평동)|||160409
쉐보레부품대리점|송탄센타|127.05478470000003|37.0667611|쉐보레부품대리점|031-665-1313|경기 평택시 지장로 7번길 55-1||||||||쉐보레부품대리점 송탄센타|(서정동)|||160409
쉐보레부품대리점|제일상사|128.53769969999996|35.8559245|쉐보레부품대리점|053-552-0700|대구 달서구 와룡로 260||||||||쉐보레부품대리점 제일상사|(죽전동)|||160409
쉐보레부품대리점|서울상사|127.059075|37.5645396|쉐보레부품대리점|02-2245-3957|서울 동대문구 한천로 17||||||||쉐보레부품대리점 서울상사|부품상가 나동 B-149 (답십리동)|||160409
쉐보레부품대리점|지엠상사|128.9854821|35.1928613|쉐보레부품대리점|051-301-3663|부산 사상구 낙동대로 1516||||||||쉐보레부품대리점 지엠상사|(삼락동)|||160409
쉐보레부품대리점|태흥상사|127.38834040000006|36.3342218|쉐보레부품대리점|042-533-4175|대전 서구 도산로 320-1||||||||쉐보레부품대리점 태흥상사|(가장동)|||160409
쉐보레부품대리점|동신상사|129.35128280000004|36.0171894|쉐보레부품대리점|054-278-8859|경북 포항시 북구 상대로 34||||||||쉐보레부품대리점 동신상사|(죽도동)|||160409
쉐보레부품대리점|강남상사|127.70042860000001|34.9382277|쉐보레부품대리점|061-793-3708|전남 광양시 아미1길 25||||||||쉐보레부품대리점 강남상사|(중동)|||160409
쉐보레부품대리점|지엠쉐보레부품대리점|126.72338739999998|35.97601420000001|쉐보레부품대리점|063-446-0920|전북 군산시 중앙로 9||||||||쉐보레부품대리점 지엠쉐보레부품대리점|(대명동)|||160409
쉐보레부품대리점|미주상사|126.72803339999996|37.4497642|쉐보레부품대리점|032-468-0243|인천 남동구 복개동로 14-1||||||||쉐보레부품대리점 미주상사|(만수동)|||160409
쉐보레부품대리점|오금센타|126.88068450000003|37.5802557|쉐보레부품대리점|02-375-0013|서울 마포구 월드컵로 42길 40||||||||쉐보레부품대리점 오금센타|114호 (상암동)|||160409
쉐보레부품대리점|동양지엠|126.89804060000006|37.5344349|쉐보레부품대리점|02-2676-3746|서울 영등포구 선유동2로 65-1||||||||쉐보레부품대리점 동양지엠|(양평동4가)|||160409
쉐보레부품대리점|한국지엠안동부품|128.61302799999999|36.5888402|쉐보레부품대리점|054-853-3161|경북 안동시 풍산읍 유통단지길 163-3||||||||쉐보레부품대리점 한국지엠안동부품||||160409
쉐보레부품대리점|지엠쉐보레서울산부품|129.11531119999995|35.5570887|쉐보레부품대리점|052-254-7844|울산 울주군 삼남면 교동로 78||||||||쉐보레부품대리점 지엠쉐보레서울산부품||||160409
쉐보레부품대리점|전주지엠부품상사|127.13430730000005|35.8293872|쉐보레부품대리점|063-253-3344|전북 전주시 덕진구 숲정이2길 20||||||||쉐보레부품대리점 전주지엠부품상사|(진북동)|||160409
쉐보레부품대리점|GM상사|127.0924205|35.8496496|쉐보레부품대리점|063-211-6264|전북 전주시 덕진구 신행로 49-2||||||||쉐보레부품대리점 GM상사|(팔복동3가)|||160409
쉐보레부품대리점|해동모터스|126.51676859999998|33.4812863|쉐보레부품대리점|064-722-6098|제주 제주시 오남로 200||||||||쉐보레부품대리점 해동모터스|(오라2동)|||160409
쉐보레부품대리점|성우상사|128.90659340000002|35.2355415|쉐보레부품대리점|055-336-1711|경남 김해시 분성로 554||||||||쉐보레부품대리점 성우상사|4블럭 20로트 (어방동)|||160409
쉐보레부품대리점|한국지엠무안대리점|126.47727090000001|34.9862647|쉐보레부품대리점|061-454-0751|전남 무안군 무안읍 무안로 478||||||||쉐보레부품대리점 한국지엠무안대리점||||160409
쉐보레부품대리점|신포천지엠부품|127.15122840000004|37.8146942|쉐보레부품대리점|031-541-2713|경기 포천시 소흘읍 소흘로 196||||||||쉐보레부품대리점 신포천지엠부품||||160409
쉐보레부품대리점|하남지엠부품|127.22023710000007|37.5432994|쉐보레부품대리점|031-796-6888|경기 하남시 신장동로140번길 46||||||||쉐보레부품대리점 하남지엠부품||||160409
쉐보레부품대리점|화성GM부품|126.80941110000003|37.2096619|쉐보레부품대리점|031-357-6683|경기 화성시 수작이길 55||||||||쉐보레부품대리점 화성GM부품|(남양동)|||160409
쉐보레부품대리점|협진상사|129.08362499999998|35.2390121|쉐보레부품대리점|051-516-3232|부산 금정구 수림로 26||||||||쉐보레부품대리점 협진상사|(부곡동)|||160409
쉐보레부품대리점|신천GM|126.78785640000001|37.4362374|쉐보레부품대리점|031-312-6014|경기 시흥시 신천로 65||||||||쉐보레부품대리점 신천GM|(신천동,가일빌딩)|||160409
쉐보레부품대리점|지엠발안상사|126.88371269999993|37.1376398|쉐보레부품대리점|031-352-0603||경기 화성시 팔탄면 고주리 15-13|||||||쉐보레부품대리점 지엠발안상사||||160409
