##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@르꼬끄스포르티브
르꼬끄스포르티브|롯데아울렛진주(상설)점|128.1503738019|35.1748715456|르꼬끄스포르티브|055-791-2362|경상남도 진주시 동진로 440||||||||르꼬끄스포르티브 롯데아울렛진주(상설)점|3층 (충무공동,롯데아울렛진주점)|||91001
르꼬끄스포르티브|통영점|128.4290172|34.8525114|르꼬끄스포르티브|055-649-7696|경상남도 통영시 중앙로 280||||||||르꼬끄스포르티브 통영점|한국몬테소리 1층 르꼬끄스포츠|||91001
르꼬끄스포르티브|목포하당점|126.4289206|34.8005151|르꼬끄스포르티브|061-282-7366||전남 목포시 상동 1027-2|||||||르꼬끄스포르티브 목포하당점||||91001
르꼬끄스포르티브|롯데몰군산점|126.7361388|35.9760927|르꼬끄스포르티브|063-447-0252|전라북도 군산시 조촌로 130||||||||르꼬끄스포르티브 롯데몰군산점|롯데몰군산점 2층|||91001
르꼬끄스포르티브|순천연향점|127.5221|34.9403|르꼬끄스포르티브|061-721-0287|전남 순천시 연향동 연향중앙상가길 12||||||||르꼬끄스포르티브 순천연향점|102|||91001
르꼬끄스포르티브|여수점|127.7336438|34.741146|르꼬끄스포르티브|061-662-3600||전남 여수시 교동 290|||||||르꼬끄스포르티브 여수점||||91001
르꼬끄스포르티브|전주신도시점|127.1054785|35.8177304|르꼬끄스포르티브|063-224-7077||전북 전주시 완산구 효자동2가 1232-3|||||||르꼬끄스포르티브 전주신도시점||||91001
르꼬끄스포르티브|롯데전주점|127.1152375|35.8309833|르꼬끄스포르티브|063-289-3469||전북 전주시 완산구 서신동 롯데백화점 971|||||||르꼬끄스포르티브 롯데전주점||||91001
르꼬끄스포르티브|전주점|127.1438007|35.8195729|르꼬끄스포르티브|063-285-0205||전북 전주시 완산구 고사동 152-2|||||||르꼬끄스포르티브 전주점||||91001
르꼬끄스포르티브|전주송천점|127.1161257|35.8695246|르꼬끄스포르티브|063-287-5557||전북 전주시 덕진구 송천동2가 622-1|||||||르꼬끄스포르티브 전주송천점|102호|||91001
르꼬끄스포르티브|익산모현점|126.9416915952|35.9472503498|르꼬끄스포르티브|063-857-5857||전북 익산시 모현동1가 875|||||||르꼬끄스포르티브 익산모현점||||91001
르꼬끄스포르티브|익산영등점|126.9762351|35.9587899|르꼬끄스포르티브|063-836-5857||전북 익산시 영등동 837-4|||||||르꼬끄스포르티브 익산영등점||||91001
르꼬끄스포르티브|군산2점|126.7161717009|35.9883569167|르꼬끄스포르티브|063-445-7966||전북 군산시 장미동 51-1|||||||르꼬끄스포르티브 군산2점||||91001
르꼬끄스포르티브|군산수송점|126.7151967|35.9677891|르꼬끄스포르티브|063-471-4984||전북 군산시 수송동 802-13|||||||르꼬끄스포르티브 군산수송점||||91001
르꼬끄스포르티브|정읍점|126.8530284|35.5667823|르꼬끄스포르티브|063-531-5400||전북 정읍시 수성동 566-1|||||||르꼬끄스포르티브 정읍점||||91001
르꼬끄스포르티브|롯데아울렛남악(상설)점|126.4647144805|34.8035251498|르꼬끄스포르티브|061-801-2221|전라남도 무안군 삼향읍 남악로162번길 80||||||||르꼬끄스포르티브 롯데아울렛남악(상설)점|롯데아울렛남악점|||91001
르꼬끄스포르티브|남원2점|127.3805219|35.4062056|르꼬끄스포르티브|063-635-4949|전라북도 남원시 쌍교동 남문로 450||||||||르꼬끄스포르티브 남원2점||||91001
르꼬끄스포르티브|롯데광복점|129.0361016|35.0980088|르꼬끄스포르티브|051-678-3757||부산 중구 중앙동7가 20-1|||||||르꼬끄스포르티브 롯데광복점|롯데백화점 광복점 7층|||91001
르꼬끄스포르티브|현대부산점|129.0585907|35.1412422|르꼬끄스포르티브|051-667-0672||부산 동구 범일2동 62-5|||||||르꼬끄스포르티브 현대부산점|현대백화점|||91001
르꼬끄스포르티브|롯데동래점|129.0773722|35.2119846|르꼬끄스포르티브|051-668-4512||부산 동래구 온천동 502-3|||||||르꼬끄스포르티브 롯데동래점|5층|||91001
르꼬끄스포르티브|롯데센텀점|129.1310949|35.1698397|르꼬끄스포르티브|051-730-3572||부산 해운대구 우동 1496|||||||르꼬끄스포르티브 롯데센텀점|5층|||91001
르꼬끄스포르티브|신세계센텀점|129.1296307|35.1689224|르꼬끄스포르티브|051-745-2537||부산 해운대구 우동 1495|||||||르꼬끄스포르티브 신세계센텀점||||91001
르꼬끄스포르티브|롯데부산점|129.0560099|35.1566731|르꼬끄스포르티브|051-810-3598||부산 부산진구 부전동 503-15|||||||르꼬끄스포르티브 롯데부산점|5층|||91001
르꼬끄스포르티브|애플사상2점|128.9809868006|35.1631456957|르꼬끄스포르티브|051-559-6292|부산광역시 사상구 괘법동 사상로 201||||||||르꼬끄스포르티브 애플사상2점|애플아울렛 신관1층|||91001
르꼬끄스포르티브|김해진영(상설)점|128.7155836|35.3247929|르꼬끄스포르티브|055-346-8118||경남 김해시 진영읍 진영리 1000~1700 1027|||||||르꼬끄스포르티브 김해진영(상설)점|르꼬끄스포츠|||91001
르꼬끄스포르티브|신세계김해점|128.8709634264|35.2306427946|르꼬끄스포르티브|055-272-1505|경상남도 김해시 외동 전하로304번길 24||||||||르꼬끄스포르티브 신세계김해점|신세계백화점 김해|||91001
르꼬끄스포르티브|롯데아울렛수완(상설)점|126.820967|35.1902242|르꼬끄스포르티브|062-616-2213||광주광역시 광산구 장덕동 1678|||||||르꼬끄스포르티브 롯데아울렛수완(상설)점|롯데마트 광주수완아울렛 2층|||91001
르꼬끄스포르티브|신세계마산점|128.5863598|35.2196117|르꼬끄스포르티브|055-240-1518||경남 마산시 산호동 10-3|||||||르꼬끄스포르티브 신세계마산점|신세계백화점 6층|||91001
르꼬끄스포르티브|롯데창원(신발)점|128.5724319|35.2129967|르꼬끄스포르티브|055-279-2527||경남 창원시 상남동 80|||||||르꼬끄스포르티브 롯데창원(신발)점|롯데백화점 영프라자 5층|||91001
르꼬끄스포르티브|롯데창원(의류)점|128.5724319|35.2129967|르꼬끄스포르티브|055-279-3460||경남 창원시 상남동 80|||||||르꼬끄스포르티브 롯데창원(의류)점|롯데백화점 영프라자 5층|||91001
르꼬끄스포르티브|거제점|128.6219517|34.889934|르꼬끄스포르티브|055-635-9690||경남 거제시 고현동 970-18|||||||르꼬끄스포르티브 거제점|1층 르꼬끄스포츠|||91001
르꼬끄스포르티브|갤러리아진주점|128.0823345|35.1966882|르꼬끄스포르티브|055-791-1748||경남 진주시 평안동 195|||||||르꼬끄스포르티브 갤러리아진주점||||91001
르꼬끄스포르티브|롯데울산(신발)점|129.3383349|35.5384501|르꼬끄스포르티브|052-960-5358||울산 남구 삼산동 1480-1|||||||르꼬끄스포르티브 롯데울산(신발)점|롯데백화점 울산점 5층 르꼬끄 스포르티브|||91001
르꼬끄스포르티브|롯데울산(의류)점|129.3383349|35.5384501|르꼬끄스포르티브|052-960-5443||울산 남구 삼산동 1480-1|||||||르꼬끄스포르티브 롯데울산(의류)점|롯데백화점 울산점 5층 르꼬끄 스포르티브|||91001
르꼬끄스포르티브|현대울산점|129.331938|35.544467|르꼬끄스포르티브|052-228-0675||울산 남구 삼산동 현대백화점 1521-1|||||||르꼬끄스포르티브 현대울산점||||91001
르꼬끄스포르티브|현대동구점|129.4317335|35.5215591|르꼬끄스포르티브|052-250-4486||울산 동구 서부동 105|||||||르꼬끄스포르티브 현대동구점|현대백화점|||91001
르꼬끄스포르티브|제주2점|126.5257015827|33.5150207937|르꼬끄스포르티브|064-757-2289|제주특별자치도 제주시 일도일동 중앙로 7길 9||||||||르꼬끄스포르티브 제주2점|1층|||91001
르꼬끄스포르티브|현대대구점|128.5906226|35.8667666|르꼬끄스포르티브|053-245-2663||대구 중구 계산동2가 200|||||||르꼬끄스포르티브 현대대구점||||91001
르꼬끄스포르티브|대백프라자점|128.606139|35.856899|르꼬끄스포르티브|053-254-1110|대구광역시 중구 명덕로 333||||||||르꼬끄스포르티브 대백프라자점|6층 (대봉동)|||91001
르꼬끄스포르티브|롯데대구점|128.5864426|35.8860446|르꼬끄스포르티브|053-660-3541||대구 북구 칠성동2가 롯데백화점 302-155|||||||르꼬끄스포르티브 롯데대구점|5층|||91001
르꼬끄스포르티브|대구성서2점|128.4914509379|35.8394404495|르꼬끄스포르티브|053-582-1208|대구광역시 달서구 호림동 달서대로 449||||||||르꼬끄스포르티브 대구성서2점||||91001
르꼬끄스포르티브|롯데상인점|128.5392873|35.8189687|르꼬끄스포르티브|053-258-3511||대구 달서구 상인동 1502|||||||르꼬끄스포르티브 롯데상인점|롯데백화점 대구상인점 5층|||91001
르꼬끄스포르티브|구미점|128.3399676|36.1271539|르꼬끄스포르티브|054-442-0555|경북 구미시 원평동 문화로 25-1||||||||르꼬끄스포르티브 구미점||||91001
르꼬끄스포르티브|구미인동점|128.4188538|36.1063406|르꼬끄스포르티브|054-476-0555||경북 구미시 진평동 1026-8|||||||르꼬끄스포르티브 구미인동점||||91001
르꼬끄스포르티브|김천3점|128.1155311728|36.1223230047|르꼬끄스포르티브|054-437-2129|경상북도 김천시 평화동 김천로 121-1||||||||르꼬끄스포르티브 김천3점|르꼬끄스포츠|||91001
르꼬끄스포르티브|상주점|128.1594847|36.4181335|르꼬끄스포르티브|054-534-5422||경북 상주시 서성동 59-19|||||||르꼬끄스포르티브 상주점||||91001
르꼬끄스포르티브|롯데포항점|129.3693931|36.0496176|르꼬끄스포르티브|054-230-1561||경북 포항시 북구 학산동 127-9|||||||르꼬끄스포르티브 롯데포항점|롯데백화점 5층 르꼬끄스포츠|||91001
