##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@배스킨라빈스
배스킨라빈스|장호원점|||배스킨라빈스|031-641-9988|경기 이천시 장호원읍 장터로 45-13|||AM10~PM11|||||배스킨라빈스 장호원점|(장호원리)|||80608
배스킨라빈스|파주봉일천점|||배스킨라빈스|031-948-7748|경기 파주시 조리읍 봉천로 35|||AM10~PM11|||||배스킨라빈스 파주봉일천점||||80608
배스킨라빈스|운정야당역점|||배스킨라빈스|031-941-3107||경기 파주시 야당동 1070||AM10~PM11|||||배스킨라빈스 운정야당역점||||80608
배스킨라빈스|파주운정이마트점|||배스킨라빈스|031-949-4531|경기 파주시 한울로 123|||AM10~PM10:45|||||배스킨라빈스 파주운정이마트점||||80608
배스킨라빈스|운정해솔마을점|||배스킨라빈스|031-945-3133|경기 파주시 미래로602번길 3|||AM10~PM11|||||배스킨라빈스 운정해솔마을점|윤정프라자 1층|||80608
배스킨라빈스|파주운정홈플러스점|||배스킨라빈스|031-948-3111||경기 파주시 목동동 927||AM10~PM11|||||배스킨라빈스 파주운정홈플러스점|홈플러스 파주운정점 지하1층|||80608
배스킨라빈스|파주금촌역점|||배스킨라빈스|031-948-7331||경기 파주시 금촌동 58-17||AM10~PM11|||||배스킨라빈스 파주금촌역점||||80608
배스킨라빈스|파주금능점|||배스킨라빈스|031-957-3188|경기 파주시 금빛로 22|||AM10~PM11|||||배스킨라빈스 파주금능점||||80608
배스킨라빈스|파주교하점|||배스킨라빈스|031-942-3179|경기 파주시 청석로 260|||AM10~PM11|||||배스킨라빈스 파주교하점|(동패동,트리플메디칼타워)|||80608
배스킨라빈스|파주문산점|||배스킨라빈스|031-953-3031|경기 파주시 문산읍 문향로 71|||AM10~PM11|||||배스킨라빈스 파주문산점||||80608
배스킨라빈스|파주문산홈플러스점|||배스킨라빈스|031-954-3331|경기 파주시 문산읍 방촌로 1759|||AM10~PM10|||||배스킨라빈스 파주문산홈플러스점|(당동리,홈플러스)|||80608
배스킨라빈스|파주적성점|||배스킨라빈스|031-959-0410||경기 파주시 적성면 마지리 46-9||AM10~PM11|||||배스킨라빈스 파주적성점||||80608
배스킨라빈스|송탄신장점|||배스킨라빈스|031-611-1688||경기 평택시 신장동 314-6||AM10~PM11|||||배스킨라빈스 송탄신장점||||80608
배스킨라빈스|평택독곡점|||배스킨라빈스|031-666-3521||경기 평택시 독곡동 486||AM10~PM11|||||배스킨라빈스 평택독곡점||||80608
배스킨라빈스|송탄서정점|||배스킨라빈스|031-667-0177|경기 평택시 관광특구로 37|||AM10~PM11|||||배스킨라빈스 송탄서정점||||80608
배스킨라빈스|평택이충점|||배스킨라빈스|031-668-0081||경기 평택시 이충동 664-4||AM10~PM11|||||배스킨라빈스 평택이충점|삼원프라자 101,102호|||80608
배스킨라빈스|송탄홈플러스점|||배스킨라빈스|031-663-7721|경기 평택시 경기대로 1103|||AM10~PM11|||||배스킨라빈스 송탄홈플러스점||||80608
배스킨라빈스|평택이마트점|||배스킨라빈스|031-654-3132|경기 평택시 영신로 29|||AM10~PM11|||||배스킨라빈스 평택이마트점|이마트 1층|||80608
배스킨라빈스|평택청북점|||배스킨라빈스|031-681-8864||경기도 평택시 청북면 옥길리 1159-3||AM10~PM11|||||배스킨라빈스 평택청북점||||80608
배스킨라빈스|평택법원점|||배스킨라빈스|031-651-7456|경기 평택시 평남로 1039|||AM10~PM11|||||배스킨라빈스 평택법원점|(동삭동)|||80608
배스킨라빈스|평택소사벌점|||배스킨라빈스|031-652-4131|경기 평택시 평남로 933|||AM10~PM11|||||배스킨라빈스 평택소사벌점|(비전동,태성빌딩)|||80608
배스킨라빈스|평택역사1호점|||배스킨라빈스|031-646-6351|경기 평택시 평택로 51|||AM10~PM11|||||배스킨라빈스 평택역사1호점|(평택동,평택민자역사) 3층|||80608
배스킨라빈스|평택역점|||배스킨라빈스|031-657-7538|경기 평택시 평택1로9번길 1|||AM10~PM11|||||배스킨라빈스 평택역점|(평택동)|||80608
배스킨라빈스|평택역사2호점|||배스킨라빈스|031-646-6725|경기 평택시 평택로 51|||AM10~PM11|||||배스킨라빈스 평택역사2호점|7층|||80608
배스킨라빈스|평택비전점|||배스킨라빈스|031-657-3132|경기 평택시 경기대로 269|||AM10~PM11|||||배스킨라빈스 평택비전점||||80608
배스킨라빈스|평택용죽점|||배스킨라빈스|031-658-3131|경기 평택시 용죽3로 14|||AM10~PM11|||||배스킨라빈스 평택용죽점|(용이동)|||80608
배스킨라빈스|평택용이점|||배스킨라빈스|031-658-3031||경기 평택시 용이동 467-1||AM10~PM11|||||배스킨라빈스 평택용이점||||80608
배스킨라빈스|평택안중점|||배스킨라빈스|031-682-8031|경기 평택시 안중읍 안중로 109-2|||AM10~PM10|||||배스킨라빈스 평택안중점|(안중리)|||80608
배스킨라빈스|평택안중홈플러스점|||배스킨라빈스|031-681-2931||경기 평택시 안중읍 현화리 산274||AM10~PM10|||||배스킨라빈스 평택안중홈플러스점||||80608
배스킨라빈스|평택팽성점|||배스킨라빈스|031-654-2313|경기 평택시 팽성읍 부용로 31|||AM10~PM11|||||배스킨라빈스 평택팽성점|(송화리)|||80608
배스킨라빈스|포천송우리점|||배스킨라빈스|031-542-5005|경기 포천시 소흘읍 태봉로 138|||AM10~PM11|||||배스킨라빈스 포천송우리점|(송우리,희성RICH프라자)|||80608
배스킨라빈스|포천이마트점|||배스킨라빈스|031-542-7885|경기 포천시 호국로 915|||AM10~PM11|||||배스킨라빈스 포천이마트점|(설운동) 이마트 포천점 1층|||80608
배스킨라빈스|포천신읍점|||배스킨라빈스|031-535-2069|경기 포천시 중앙로 129-1|||AM10~PM11|||||배스킨라빈스 포천신읍점||||80608
배스킨라빈스|포천일동점|||배스킨라빈스|031-533-5311|경기 포천시 일동면 화동로 1052-1|||AM10~PM11|||||배스킨라빈스 포천일동점||||80608
배스킨라빈스|위례트레이더스점|||배스킨라빈스|031-8097-1035|경기 하남시 위례대로 200|||AM10~PM11|||||배스킨라빈스 위례트레이더스점|(학암동,스타필드시티 위례점)|||80608
배스킨라빈스|미사센트럴점|||배스킨라빈스|031-791-6115|경기 하남시 미사강변남로 45|||AM10~PM11|||||배스킨라빈스 미사센트럴점|(망월동,골든브릿지) 120호|||80608
배스킨라빈스|하남미사점|||배스킨라빈스|031-795-3458|경기 하남시 미사강변대로 228|||AM10~PM11|||||배스킨라빈스 하남미사점|(망월동,메디프라자)|||80608
배스킨라빈스|하남신장점|||배스킨라빈스|031-794-0031|경기 하남시 신장로 133|||AM10~PM11|||||배스킨라빈스 하남신장점||||80608
배스킨라빈스|하남이마트(임시휴점)점|||배스킨라빈스|031-796-3144|경기 하남시 덕풍서로 70|||AM10~PM10|||||배스킨라빈스 하남이마트(임시휴점)점|1층|||80608
배스킨라빈스|신영통점|||배스킨라빈스|031-202-3131|경기 화성시 영통로61번길 6|||AM10~PM11|||||배스킨라빈스 신영통점||||80608
배스킨라빈스|송산그린시티점|||배스킨라빈스|031-357-3126||경기 화성시 새솔동 0||AM10~PM11|||||배스킨라빈스 송산그린시티점||||80608
배스킨라빈스|(2호)화성삼성전자점|||배스킨라빈스|031-325-6003|경기 화성시 삼성전자로 1|||AM10~PM6|||||배스킨라빈스 (2호)화성삼성전자점||||80608
배스킨라빈스|(1호)화성삼성전자점|||배스킨라빈스|031-325-5003|경기 화성시 삼성전자로 1|||AM10~PM6|||||배스킨라빈스 (1호)화성삼성전자점||||80608
배스킨라빈스|화성봉담이마트점|||배스킨라빈스|031-222-3135|경기 화성시 봉담읍 효행로 278|||AM10~PM10|||||배스킨라빈스 화성봉담이마트점|화성봉담이마트 지하1층|||80608
배스킨라빈스|화성태안점|||배스킨라빈스|031-234-8191|경기 화성시 효행로 1052|||AM10~PM11|||||배스킨라빈스 화성태안점|(병점동,씨네샤르망) A동 108호|||80608
배스킨라빈스|화성수원대점|||배스킨라빈스|031-239-3132|경기 화성시 봉담읍 와우안길 22|||AM10~PM11|||||배스킨라빈스 화성수원대점||||80608
배스킨라빈스|동탄이마트점|||배스킨라빈스|031-613-5714|경기 화성시 동탄중앙로 376|||AM10~PM11|||||배스킨라빈스 동탄이마트점|지하1층|||80608
배스킨라빈스|화성봉담점|||배스킨라빈스|031-294-3131|경기 화성시 봉담읍 동화길 85|||AM10~PM11|||||배스킨라빈스 화성봉담점|이원타워 106호|||80608
배스킨라빈스|동탄능동마을점|||배스킨라빈스|031-8003-7641|경기 화성시 동탄지성로 125|||AM10~PM11|||||배스킨라빈스 동탄능동마을점|108동,109동|||80608
배스킨라빈스|화성병점2점|||배스킨라빈스|031-232-3631|경기 화성시 병점2로 44|||AM10~PM11|||||배스킨라빈스 화성병점2점||||80608
배스킨라빈스|화성안녕점|||배스킨라빈스|031-221-6343|경기 화성시 용주로 9|||AM10~PM11|||||배스킨라빈스 화성안녕점|(안녕동) 1층|||80608
배스킨라빈스|병점홈플러스점|||배스킨라빈스|031-222-0928|경기 화성시 경기대로 985|||AM10~PM10|||||배스킨라빈스 병점홈플러스점|(병점동,홈플러스 병점점) 1층|||80608
배스킨라빈스|동탄홈플러스점|||배스킨라빈스|031-613-5947|경기 화성시 동탄중앙로 200|||AM10~PM11|||||배스킨라빈스 동탄홈플러스점|지하4층 홈플러스|||80608
배스킨라빈스|동탄영천점|||배스킨라빈스|031-375-4341||경기 화성시 동탄면 중리 632-4||AM10~PM11|||||배스킨라빈스 동탄영천점||||80608
배스킨라빈스|동탄한빛마을점|||배스킨라빈스|031-8003-6861|경기 화성시 동탄반석로 196|||AM10~PM11|||||배스킨라빈스 동탄한빛마을점|113호|||80608
배스킨라빈스|동탄청계점|||배스킨라빈스|031-373-3139|경기 화성시 동탄대로시범길 142|||AM10~PM11|||||배스킨라빈스 동탄청계점|(청계동),센텀프라자 107호|||80608
배스킨라빈스|동탄역점|||배스킨라빈스|031-376-3130||경기 화성시 오산동 969-3||AM10~PM11|||||배스킨라빈스 동탄역점|우성KTX타워 108호,109호|||80608
배스킨라빈스|동탄솔빛마을점|||배스킨라빈스|031-613-9384|경기 화성시 동탄솔빛로 67|||AM10~PM11|||||배스킨라빈스 동탄솔빛마을점|108호|||80608
배스킨라빈스|화성남양점|||배스킨라빈스|031-356-2519||경기 화성시 남양읍 남양리 1195-3||AM10~PM11|||||배스킨라빈스 화성남양점||||80608
배스킨라빈스|화성시청점|||배스킨라빈스|031-357-3063|경기 화성시 남양읍 남양로 671|||AM10~PM11|||||배스킨라빈스 화성시청점|(남양리)|||80608
배스킨라빈스|화성향남점|||배스킨라빈스|031-8059-2589|경기 화성시 향남읍 발안로 116|||AM10~PM11|||||배스킨라빈스 화성향남점|중앙프라자 102호|||80608
배스킨라빈스|화성향남홈플러스점|||배스킨라빈스|031-8059-1880|경기 화성시 향남읍 향남로 402|||AM10~PM11|||||배스킨라빈스 화성향남홈플러스점|홈플러스 화성향남점 지상1층|||80608
배스킨라빈스|화성향남2지구점|||배스킨라빈스|031-366-1339|경기 화성시 향남읍 상신하길로298번길 7-1|||AM10~PM11|||||배스킨라빈스 화성향남2지구점|(하길리) 향남2택지구 중심상업용지 35-3 108호|||80608
배스킨라빈스|거제홈플러스점|||배스킨라빈스|055-680-0931|경남 거제시 장평로 12|||AM10~PM11|||||배스킨라빈스 거제홈플러스점|홈플러스 B1F|||80608
배스킨라빈스|거제중곡점|||배스킨라빈스|055-633-6631|경남 거제시 중곡로 9|||AM10~PM11|||||배스킨라빈스 거제중곡점||||80608
배스킨라빈스|거제고현점|||배스킨라빈스|055-638-3138|경남 거제시 고현로 99|||AM10~PM11|||||배스킨라빈스 거제고현점|1F|||80608
배스킨라빈스|거제수월점|||배스킨라빈스|055-633-8836|경남 거제시 수양로 455|||AM10~PM11|||||배스킨라빈스 거제수월점||||80608
배스킨라빈스|거제옥포점|||배스킨라빈스|055-688-4431|경남 거제시 옥포로16길 1|||AM10~PM11|||||배스킨라빈스 거제옥포점||||80608
배스킨라빈스|거제상문점|||배스킨라빈스|055-681-3139|경남 거제시 거제중앙로 1663|||AM10~PM11|||||배스킨라빈스 거제상문점|(상동동)|||80608
배스킨라빈스|거제아주점|||배스킨라빈스|055-681-9070||경남 거제시 아주동 택지지구 15블럭 2롯트 ||AM10~PM11|||||배스킨라빈스 거제아주점||||80608
배스킨라빈스|거제장승포점|||배스킨라빈스|055-681-0301|경남 거제시 능포로 129|||AM10~PM11|||||배스킨라빈스 거제장승포점|(능포동,시외버스터미널)|||80608
배스킨라빈스|거창점|||배스킨라빈스|055-944-0815|경남 거창군 거창읍 중앙로 115-2|||AM10~PM11|||||배스킨라빈스 거창점||||80608
배스킨라빈스|경남고성점|||배스킨라빈스|055-674-7905|경남 고성군 고성읍 동외로 157|||AM10~PM11|||||배스킨라빈스 경남고성점||||80608
배스킨라빈스|김해진영점|||배스킨라빈스|055-344-0031|경남 김해시 진영읍 김해대로361번길 8|||AM10~PM11|||||배스킨라빈스 김해진영점|106호|||80608
배스킨라빈스|김해삼계점|||배스킨라빈스|055-332-8838|경남 김해시 삼계중앙로 59|||AM10~PM11|||||배스킨라빈스 김해삼계점|104 (삼계동,유토피아1층)|||80608
배스킨라빈스|김해구산점|||배스킨라빈스|055-314-3231|경남 김해시 구산로 35|||AM10~PM11|||||배스킨라빈스 김해구산점||||80608
배스킨라빈스|김해홈플러스점|||배스킨라빈스|055-320-8187|경남 김해시 김해대로 2078|||AM10~PM11|||||배스킨라빈스 김해홈플러스점||||80608
배스킨라빈스|김해장유점|||배스킨라빈스|055-314-3631|경남 김해시 능동로167번길 1|||AM10~PM11|||||배스킨라빈스 김해장유점||||80608
배스킨라빈스|김해외동점|||배스킨라빈스|055-338-3131|경남 김해시 내외중앙로 28|||AM10~PM11|||||배스킨라빈스 김해외동점||||80608
배스킨라빈스|김해대청점|||배스킨라빈스|055-312-3101|경남 김해시 번화1로80번길 15|||AM10~PM11|||||배스킨라빈스 김해대청점|다성아워즈빌딩 103호|||80608
배스킨라빈스|김해이마트점|||배스킨라빈스|055-312-3133|경남 김해시 김해대로 2232|||AM10~PM10|||||배스킨라빈스 김해이마트점|(외동)|||80608
배스킨라빈스|김해인제대점|||배스킨라빈스|055-337-8823|경남 김해시 인제로 185|||AM10~PM11|||||배스킨라빈스 김해인제대점||||80608
배스킨라빈스|김해갑오마을점|||배스킨라빈스|055-313-1301|경남 김해시 계동로102번길 27|||AM10~PM11|||||배스킨라빈스 김해갑오마을점|(대청동,울트라상가)|||80608
배스킨라빈스|김해율하점|||배스킨라빈스|055-314-3130|경남 김해시 율하3로 42|||AM10~PM11|||||배스킨라빈스 김해율하점||||80608
배스킨라빈스|경남남해점|||배스킨라빈스|055-863-1515|경남 남해군 남해읍 화전로 77|||AM10~PM11|||||배스킨라빈스 경남남해점||||80608
배스킨라빈스|경남밀양점|||배스킨라빈스|055-356-8050|경남 밀양시 약산로 56|||AM10~PM11|||||배스킨라빈스 경남밀양점||||80608
배스킨라빈스|밀양삼문점|||배스킨라빈스|055-355-1015|경남 밀양시 삼문중앙로 23|||AM10~PM11|||||배스킨라빈스 밀양삼문점||||80608
배스킨라빈스|경남사천점|||배스킨라빈스|055-855-3131|경남 사천시 사천읍 진삼로 1462|||AM10~PM11|||||배스킨라빈스 경남사천점||||80608
배스킨라빈스|경남사천벌리점|||배스킨라빈스|055-835-8776|경남 사천시 주공로 19|||AM10~PM11|||||배스킨라빈스 경남사천벌리점||||80608
배스킨라빈스|양산이마트점|||배스킨라빈스|055-365-3132|경남 양산시 양산역6길 12|||AM10:30~PM11|||||배스킨라빈스 양산이마트점|1층|||80608
배스킨라빈스|양산물금점|||배스킨라빈스|055-381-1151|경남 양산시 물금읍 범어로 62|||AM10~PM11|||||배스킨라빈스 양산물금점|(범어리,치선타운)|||80608
배스킨라빈스|양산중부1호점|||배스킨라빈스|055-365-9090|경남 양산시 양산역6길 24|||AM10~PM11|||||배스킨라빈스 양산중부1호점||||80608
배스킨라빈스|양산중부2호점|||배스킨라빈스|055-365-5050|경남 양산시 양산역로 69|||AM10~PM11|||||배스킨라빈스 양산중부2호점|뉴양산프라자 102호|||80608
배스킨라빈스|양산증산점|||배스킨라빈스|070-7623-3131||경남 양산시 물금읍 가촌리 1269-17||AM10~PM11|||||배스킨라빈스 양산증산점|오즈시티 108호|||80608
배스킨라빈스|양산서창점|||배스킨라빈스|055-382-3101|경남 양산시 서창로 170-1|||AM10~PM11|||||배스킨라빈스 양산서창점||||80608
배스킨라빈스|양산증산역점|||배스킨라빈스|055-364-9749|경남 양산시 물금읍 야리로 112|||AM10~PM11|||||배스킨라빈스 양산증산역점|(가촌리)|||80608
배스킨라빈스|양산석산점|||배스킨라빈스|055-388-1411||경남 양산시 동면 석산리 1477-1||AM10~PM11|||||배스킨라빈스 양산석산점||||80608
배스킨라빈스|양산덕계점|||배스킨라빈스|055-366-0805|경남 양산시 덕계11길 5|||AM10~PM11|||||배스킨라빈스 양산덕계점||||80608
배스킨라빈스|진주초전점|||배스킨라빈스|055-758-2288||경남 진주시 초전동 1631-4||AM10~PM11|||||배스킨라빈스 진주초전점||||80608
배스킨라빈스|진주금산점|||배스킨라빈스|055-754-1131|경남 진주시 금산면 중천로 83|||AM10~PM11|||||배스킨라빈스 진주금산점|(장사리)|||80608
배스킨라빈스|진주대안점|||배스킨라빈스|055-745-3113||경남 진주시 중안동 3-12||AM10~PM11|||||배스킨라빈스 진주대안점||||80608
배스킨라빈스|진주이마트점|||배스킨라빈스|070-4409-5432|경남 진주시 진양호로 477|||AM10~PM11|||||배스킨라빈스 진주이마트점|이마트 지하1층|||80608
배스킨라빈스|진주신안점|||배스킨라빈스|055-748-3231|경남 진주시 진양호로 288|||AM10~PM11|||||배스킨라빈스 진주신안점||||80608
배스킨라빈스|진주하대점|||배스킨라빈스|055-763-2181|경남 진주시 하대로 85|||AM10~PM11|||||배스킨라빈스 진주하대점|(하대동,럭스빌) 1층 104호|||80608
배스킨라빈스|진주평거점|||배스킨라빈스|055-748-2771|경남 진주시 새평거로 129|||AM10~PM11|||||배스킨라빈스 진주평거점|(평거동)|||80608
배스킨라빈스|진주과학기술대점|||배스킨라빈스|055-758-3001|경남 진주시 동진로 36-1|||AM10~PM11|||||배스킨라빈스 진주과학기술대점|(칠암동) 1층|||80608
배스킨라빈스|진주혁신도시점|||배스킨라빈스|055-758-3130|경남 진주시 사들로 97|||AM10~PM11|||||배스킨라빈스 진주혁신도시점|(충무공동)|||80608
배스킨라빈스|진주경상대점|||배스킨라빈스|055-762-0031|경남 진주시 진주대로 510|||AM10~PM11|||||배스킨라빈스 진주경상대점|(가좌동)|||80608
배스킨라빈스|경남창녕점|||배스킨라빈스|055-532-3139|경남 창녕군 창녕읍 창녕대로 18-1||||||||배스킨라빈스 경남창녕점|(술정리)|||80608
배스킨라빈스|창원감계점|||배스킨라빈스|055-292-3130|경남 창원시 의창구 북면 감계로 304|||AM10~PM11|||||배스킨라빈스 창원감계점|(감계리),1층 101호|||80608
배스킨라빈스|마산호계점|||배스킨라빈스|055-232-3130||경남 창원시 마산회원구 내서읍 호계리 182||AM10~PM11|||||배스킨라빈스 마산호계점||||80608
배스킨라빈스|마산내서점|||배스킨라빈스|055-232-4411||경남 창원시 마산회원구 내서읍 삼계리 27-1||AM10~PM11|||||배스킨라빈스 마산내서점|삼계스포렉스 109호|||80608
배스킨라빈스|창원소답점|||배스킨라빈스|055-295-3132|경남 창원시 의창구 읍성로 55|||AM10~PM11|||||배스킨라빈스 창원소답점||||80608
배스킨라빈스|창원팔용점|||배스킨라빈스|055-293-7731|경남 창원시 의창구 팔용로 428|||AM10~PM11|||||배스킨라빈스 창원팔용점|122호|||80608
배스킨라빈스|창원도계점|||배스킨라빈스|055-261-3131|경남 창원시 의창구 도계로60번길 5-19|||AM10~PM11|||||배스킨라빈스 창원도계점||||80608
배스킨라빈스|마산석전점|||배스킨라빈스|055-253-0070|경남 창원시 마산회원구 율림교로 13|||AM10~PM11|||||배스킨라빈스 마산석전점|(양덕동,메트로엠) 메트로M상가 1층 105호|||80608
배스킨라빈스|마산회원점|||배스킨라빈스|055-243-3121|경남 창원시 마산회원구 북성로 103|||AM10~PM11|||||배스킨라빈스 마산회원점||||80608
배스킨라빈스|마산양덕홈플러스점|||배스킨라빈스|055-255-1683|경남 창원시 마산회원구 삼호로 56|||AM10~PM11|||||배스킨라빈스 마산양덕홈플러스점||||80608
배스킨라빈스|창원광장점|||배스킨라빈스|055-275-3631|경남 창원시 성산구 마디미로 16번길 3|||AM10~PM11|||||배스킨라빈스 창원광장점||||80608
배스킨라빈스|마산합포점|||배스킨라빈스|055-221-8585||경남 창원시 마산합포구 중앙동3가 2-3||AM10~PM11|||||배스킨라빈스 마산합포점|108호 (315대로 255)|||80608
배스킨라빈스|창원홈플러스점|||배스킨라빈스|055-288-1256|경남 창원시 의창구 창원대로 415|||AM10~PM11|||||배스킨라빈스 창원홈플러스점|1층|||80608
배스킨라빈스|창원시티세븐점|||배스킨라빈스|055-600-5335||경남 창원시 의창구 대원동 121||AM10~PM11|||||배스킨라빈스 창원시티세븐점|1층|||80608
배스킨라빈스|창원반송점|||배스킨라빈스|055-267-3335|경남 창원시 성산구 원이대로473번길 9|||AM10~PM11|||||배스킨라빈스 창원반송점||||80608
배스킨라빈스|신마산점|||배스킨라빈스|055-245-2265|경남 창원시 마산합포구 월영동2길 2|||AM10~PM11|||||배스킨라빈스 신마산점||||80608
배스킨라빈스|창원용호점|||배스킨라빈스|055-264-0821||경남 창원시 의창구 용호동 73-2||AM10~PM11|||||배스킨라빈스 창원용호점||||80608
배스킨라빈스|창원이마트점|||배스킨라빈스|055-264-0320|경남 창원시 성산구 원이대로 608|||AM10~PM10:30|||||배스킨라빈스 창원이마트점|1층|||80608
배스킨라빈스|창원상남점|||배스킨라빈스|055-281-7687||경남 창원시 성산구 상남동 45-1||AM10~PM11|||||배스킨라빈스 창원상남점|성원종합상가 1층 1121호|||80608
배스킨라빈스|마산현동점|||배스킨라빈스|055-243-3133|경남 창원시 마산합포구 현동4길 4|||AM10~PM11|||||배스킨라빈스 마산현동점|(우산동)|||80608
배스킨라빈스|창원남양점|||배스킨라빈스|055-265-3131|경남 창원시 성산구 대정로 79|||AM10~PM11|||||배스킨라빈스 창원남양점||||80608
배스킨라빈스|창원대방점|||배스킨라빈스|055-282-3155|경남 창원시 성산구 가양로124번길 23|||AM10~PM11|||||배스킨라빈스 창원대방점||||80608
배스킨라빈스|창원성주점|||배스킨라빈스|055-263-9989|경남 창원시 성산구 삼정자로51번길 3|||AM10~PM11|||||배스킨라빈스 창원성주점||||80608
배스킨라빈스|진해송학점|||배스킨라빈스|055-544-0760|경남 창원시 진해구 벚꽃로 71|||AM10~PM11|||||배스킨라빈스 진해송학점|1층 1호|||80608
배스킨라빈스|진해석동점|||배스킨라빈스|055-551-3130||경남 창원시 진해구 이동 462-2||AM10~PM11|||||배스킨라빈스 진해석동점||||80608
배스킨라빈스|진해자은점|||배스킨라빈스|055-541-0303|경남 창원시 진해구 냉천로 74|||AM10~PM11|||||배스킨라빈스 진해자은점||||80608
배스킨라빈스|진해장천점|||배스킨라빈스|055-551-0131||경남 창원시 진해구 장천동 477-4||AM10~PM11|||||배스킨라빈스 진해장천점|(충장로 661)|||80608
배스킨라빈스|진해용원점|||배스킨라빈스|055-552-4819|경남 창원시 진해구 안골로 348|||AM10~PM11|||||배스킨라빈스 진해용원점||||80608
배스킨라빈스|부산신항점|||배스킨라빈스|055-551-7373|경남 창원시 진해구 신항동로 141|||AM10~PM11|||||배스킨라빈스 부산신항점|(용원동,애플타운 헤리티지)|||80608
배스킨라빈스|통영이마트점|||배스킨라빈스|055-643-3138|경남 통영시 광도면 죽림4로 9|||AM10~PM10|||||배스킨라빈스 통영이마트점|이마트 1F|||80608
배스킨라빈스|통영죽림점|||배스킨라빈스|055-641-5853||경남 통영시 광도면 죽림리 1579-3||AM10~PM11|||||배스킨라빈스 통영죽림점||||80608
배스킨라빈스|통영북신점|||배스킨라빈스|055-641-3164|경남 통영시 중앙로 295|||AM10~PM11|||||배스킨라빈스 통영북신점||||80608
배스킨라빈스|통영봉평점|||배스킨라빈스|055-649-2353|경남 통영시 도남로 95|||AM10~PM11|||||배스킨라빈스 통영봉평점||||80608
배스킨라빈스|경남함안점|||배스킨라빈스|055-585-0310|경남 함안군 가야읍 가야로 33|||AM10~PM11|||||배스킨라빈스 경남함안점||||80608
배스킨라빈스|경남함양점|||배스킨라빈스|055-963-3600|경남 함양군 함양읍 고운로 58|||AM10~PM11|||||배스킨라빈스 경남함양점||||80608
배스킨라빈스|경남합천점|||배스킨라빈스|055-934-0896|경남 합천군 합천읍 대야로 880-4|||AM10~PM11|||||배스킨라빈스 경남합천점||||80608
배스킨라빈스|경산하양점|||배스킨라빈스|053-853-8132|경북 경산시 하양읍 하양로 90|||AM10~PM11|||||배스킨라빈스 경산하양점||||80608
배스킨라빈스|경산이마트점|||배스킨라빈스|053-817-0310|경북 경산시 옥산로 227|||AM10~PM11|||||배스킨라빈스 경산이마트점|경산이마트|||80608
배스킨라빈스|경산홈플러스점|||배스킨라빈스|053-818-8556|경북 경산시 경안로 288|||AM10~PM10|||||배스킨라빈스 경산홈플러스점|(중방동,홈플러스 경산점)|||80608
배스킨라빈스|경산영대점|||배스킨라빈스|053-818-0310|경북 경산시 대학로 291|||AM10~PM11|||||배스킨라빈스 경산영대점||||80608
배스킨라빈스|경산신대점|||배스킨라빈스|053-818-7731||경북 경산시 압량면 신대리 422||AM10~PM11|||||배스킨라빈스 경산신대점||||80608
배스킨라빈스|경산옥곡점|||배스킨라빈스|053-811-6311||경북 경산시 옥곡동 815-1||AM10~PM11|||||배스킨라빈스 경산옥곡점||||80608
배스킨라빈스|경산동부점|||배스킨라빈스|053-802-3336|경북 경산시 원효로 162|||AM10~PM11|||||배스킨라빈스 경산동부점|(사동)|||80608
배스킨라빈스|경주안강점|||배스킨라빈스|054-763-6060||경북 경주시 안강읍 양월리 1134-13||AM10~PM11|||||배스킨라빈스 경주안강점||||80608
배스킨라빈스|경주충효점|||배스킨라빈스|054-749-2589|경북 경주시 충효5길 5|||AM10~PM11|||||배스킨라빈스 경주충효점|(충효동)|||80608
배스킨라빈스|경주용황점|||배스킨라빈스|054-775-9876|경북 경주시 용황로 80|||AM10~PM11|||||배스킨라빈스 경주용황점|(용강동)|||80608
배스킨라빈스|경주황성점|||배스킨라빈스|054-773-5867|경북 경주시 황성로 27|||AM10~PM11|||||배스킨라빈스 경주황성점||||80608
배스킨라빈스|경주동대점|||배스킨라빈스|054-777-3131|경북 경주시 동대로 10|||AM10~PM11|||||배스킨라빈스 경주동대점||||80608
배스킨라빈스|경주시청점|||배스킨라빈스|054-771-0080||경북 경주시 동천동 790-8||AM10~PM11|||||배스킨라빈스 경주시청점||||80608
배스킨라빈스|경주노동점|||배스킨라빈스|054-749-0585|경북 경주시 원효로 99|||AM10~PM11|||||배스킨라빈스 경주노동점||||80608
배스킨라빈스|경주대명리조트점|||배스킨라빈스|054-778-8329|경북 경주시 보문로 402-12|||AM9:30~PM9|||||배스킨라빈스 경주대명리조트점||||80608
배스킨라빈스|경주블루원리조트점|||배스킨라빈스||경북 경주시 보불로 391|||AM10~PM11|||||배스킨라빈스 경주블루원리조트점|(천군동)|||80608
배스킨라빈스|구미봉곡점|||배스킨라빈스|054-442-5005|경북 구미시 봉곡로 96|||AM10~PM11|||||배스킨라빈스 구미봉곡점||||80608
배스킨라빈스|구미원호점|||배스킨라빈스|054-443-5544||경북 구미시 고아읍 원호리 439-5||AM10~PM11|||||배스킨라빈스 구미원호점||||80608
