##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@교촌치킨
교촌치킨|배방1호점|||교촌치킨|041-533-9912~3|충남 아산시 배방읍 모산로 153-1|충남 아산시 배방읍 공수리 89-28|||||||교촌치킨 배방1호점||||80607
교촌치킨|온천점|||교촌치킨|041-534-7282|충남 아산시 아산로 70|충남 아산시 온천동 1310|||||||교촌치킨 온천점||||80607
교촌치킨|용화점|||교촌치킨|041-549-9008|충남 아산시 온중로 5|충남 아산시 용화동 714|||||||교촌치킨 용화점||||80607
교촌치킨|탕정지중해점|||교촌치킨|041-532-1995|충남 아산시 탕정면로22번길 18|충남 아산시 명암리 943-1|||||||교촌치킨 탕정지중해점||||80607
교촌치킨|예산점|||교촌치킨|041-334-8292,8592|충남 예산군 예산읍 역전로 150-1|충남 예산군 예산읍 산성리 709-4|||||||교촌치킨 예산점||||80607
교촌치킨|목천점|||교촌치킨|041-569-1991|충남 천안시 동남구 목천읍 충절로 890|충남 천안시 동남구 목천읍 신계리 134-18|||||||교촌치킨 목천점||||80607
교촌치킨|병천점|||교촌치킨|041-567-7272|충남 천안시 동남구 병천면 병천2로 3|충남 천안시 동남구 병천면 병천리 156-5|||||||교촌치킨 병천점||||80607
교촌치킨|신방1호점|||교촌치킨|041-575-3366.3250|충남 천안시 동남구 신촌4로 38|충남 천안시 동남구 신방동 74-19|||||||교촌치킨 신방1호점|부흥빌딩 104호;부흥빌딩 104호|||80607
교촌치킨|신방통정점|||교촌치킨|041-579-8892|충남 천안시 동남구 통정10로 33-6|충남 천안시 동남구 신방동 1538|||||||교촌치킨 신방통정점||||80607
교촌치킨|신부1호점|||교촌치킨|041-558-9006~7|충남 천안시 동남구 터미널2로 30|충남 천안시 동남구 신부동 728|||||||교촌치킨 신부1호점|(신부동)|||80607
교촌치킨|원성점|||교촌치킨|041-621-9927|충남 천안시 동남구 버들로 144|충남 천안시 동남구 원성2동 518-4|||||||교촌치킨 원성점||||80607
교촌치킨|청수점|||교촌치킨|041-621-3321|천안시 동남구 청수11로 18|충남 천안시 동남구 청당동 513|||||||교촌치킨 청수점||||80607
교촌치킨|두정점|||교촌치킨|041-621-9282|충남 천안시 서북구 성정중7길 18|충남 천안시 서북구 성정2동 1211|||||||교촌치킨 두정점||||80607
교촌치킨|백석(천안)|||교촌치킨|041-553-5592|충남 천안시 서북구 백석3로 70|충남 천안시 서북구 백석동 910|||||||교촌치킨 백석(천안)|주공그린빌11단지3차아파트 상가 103호;주공아파트상가 103호|||80607
교촌치킨|불당점|||교촌치킨|041-566-1991|충남 천안시 서북구 불당33길 40|충남 천안시 서북구 불당동 1630|||||||교촌치킨 불당점||||80607
교촌치킨|성거점|||교촌치킨|041-556-9595|충청 천안시 서북구 성거읍 성거길 107|충남 천안시 서북구 성거읍 저리 65-1|||||||교촌치킨 성거점||||80607
교촌치킨|성환1호점|||교촌치킨|041-588-3392|충남 천안시 서북구 성환읍 연암율금로 472|충남 천안시 서북구 성환읍 매주리 325-5|||||||교촌치킨 성환1호점|외 1|||80607
교촌치킨|직산1호점|||교촌치킨|041-585-2580~1|충남 천안시 서북구 직산읍 봉주로 23|충남 천안시 서북구 직산읍 삼은리 76-177|||||||교촌치킨 직산1호점||||80607
교촌치킨|차암점|||교촌치킨|041-569-1992|충남 천안시 서북구 밤개울1길 6-2|충남 천안시 서북구 차암동 514|||||||교촌치킨 차암점||||80607
교촌치킨|태안점|||교촌치킨|041-672-0246|충남 태안군 태안읍 동문1길 45|충남 태안군 태안읍 동문리 264-7|||||||교촌치킨 태안점||||80607
교촌치킨|내포1호점|||교촌치킨|041-631-8580|충남 홍성군 홍북읍 홍학로 87|충남 홍성군 홍북면 신경리 1181|||||||교촌치킨 내포1호점|(엘가프라자);승우빌딩 107호|||80607
교촌치킨|오관점|||교촌치킨|041-632-6364~5|충남 홍성군 홍성읍 의사로 53-2|충남 홍성군 홍성읍 대교리 577|||||||교촌치킨 오관점||||80607
교촌치킨|고창점|||교촌치킨|063-562-2000|전북 고창군 고창읍 중앙로 309|전북 고창군 고창읍 교촌리 506|||||||교촌치킨 고창점||||80607
교촌치킨|구암조촌점|||교촌치킨|063-445-8292|전북 군산시 궁포1로 24-5|전북 군산시 조촌동 2-21|||||||교촌치킨 구암조촌점|106호|||80607
교촌치킨|군산대점|||교촌치킨|063-468-9842~3|전북 군산시 미제1길 12|전북 군산시 미룡동 867-2|||||||교촌치킨 군산대점||||80607
교촌치킨|나운1호점|||교촌치킨|063-468-5545|전북 군산시 나운로 82|전북 군산시 나운동 834-7|||||||교촌치킨 나운1호점||||80607
교촌치킨|미장수송점|||교촌치킨|063-462-1994|전북 군산시 수송동 동수송4길 8|전북 군산시 수송동 836-8|||||||교촌치킨 미장수송점||||80607
교촌치킨|소룡산북점|||교촌치킨|063-451-1991|전북 군산시 칠성안2길 94-3|전북 군산시 소룡동 1545-5|||||||교촌치킨 소룡산북점||||80607
교촌치킨|지곡점|||교촌치킨|063-465-1993|전북 군산시 백토로 231|전북 군산시 지곡동 495-1|||||||교촌치킨 지곡점||||80607
교촌치킨|김제점|||교촌치킨|063-548-9999|전북 김제시 도작8길 38|전북 김제시 신풍동 594-4|||||||교촌치킨 김제점||||80607
교촌치킨|남원점|||교촌치킨|063-631-7000|전북 남원시 시청로 25|전북 남원시 도통동 387-12|||||||교촌치킨 남원점||||80607
교촌치킨|무주점|||교촌치킨|063-324-2231|전북 무주군 무주읍 주계로 67-1|전북 무주군 무주읍 읍내리 962|||||||교촌치킨 무주점||||80607
교촌치킨|무주구천점|||교촌치킨|063-322-1997|전북 무주군 설천면 구천동로 852|전북 무주군 설천면 삼공리 364-4|||||||교촌치킨 무주구천점||||80607
교촌치킨|부안점|||교촌치킨|063-584-1661|전북 부안군 부안읍 학동길 22-1|전북 부안군 부안읍 봉덕리 826-1|||||||교촌치킨 부안점||||80607
교촌치킨|순창점|||교촌치킨|063-653-5995|전북 순창군 순창읍 경천로 57|전북 순창군 순창읍 순화리 282-6|||||||교촌치킨 순창점||||80607
교촌치킨|봉동점|||교촌치킨|063-261-5592|전북 완주군 봉동읍 완주산단8로 13|전북 완주군 봉동읍 둔산리 907-5|||||||교촌치킨 봉동점|101호;101호|||80607
교촌치킨|삼례우석대점|||교촌치킨|063-291-1599|전북 완주군 삼례읍 삼례로 430|전북 완주군 삼례읍 후정리 13-8|||||||교촌치킨 삼례우석대점||||80607
교촌치킨|동산점|||교촌치킨|063-843-3100|전북 익산시 서동로 95|전북 익산시 마동 344-5|||||||교촌치킨 동산점||||80607
교촌치킨|모현점|||교촌치킨|063-837-1991|전북 익산시 배산로 165-5|전북 익산시 모현동1가 857|||||||교촌치킨 모현점||||80607
교촌치킨|부송점|||교촌치킨|063-831-1811,1822|전북 익산시 하나로 0길 84|전북 익산시 부송동 710-5|||||||교촌치킨 부송점||||80607
교촌치킨|영등1호점|||교촌치킨|063-833-1664|전북 익산시 고봉로 24길 29|전북 익산시 영등동 765-4|||||||교촌치킨 영등1호점||||80607
교촌치킨|영등2호점|||교촌치킨|063-836-0078|전북 익산시 무왕로 15길 15|전북 익산시 영등동 843-5|||||||교촌치킨 영등2호점||||80607
교촌치킨|원광대점|||교촌치킨|063-857-1991|전북 익산시 익산대로68길 51|전북 익산시 신동 764-4|||||||교촌치킨 원광대점|(시즈퍼스트 상가112호,113호);시즈퍼스트 상가112호,113호|||80607
교촌치킨|임실점|||교촌치킨|063-643-9200|전북 임실군 임실읍 감천로 20|전북 임실군 임실읍 이도리 294|||||||교촌치킨 임실점||||80607
교촌치킨|동산조촌점|||교촌치킨|063-212-9282|전북 전주시 덕진구 혁신로 718|전북 전주시 덕진구 반월동 230-6|||||||교촌치킨 동산조촌점||||80607
교촌치킨|솔내점|||교촌치킨|063-244-1991|전북 전주시 덕진구 송천로 42|전북 전주시 덕진구 송천동1가 405-1|||||||교촌치킨 솔내점||||80607
교촌치킨|송천점|||교촌치킨|063-252-5552,251-3141|전북 전주시 덕진구 사근1길 31|전북 전주시 덕진구 송천동2가 179-116|||||||교촌치킨 송천점|113호|||80607
교촌치킨|아중점|||교촌치킨|063-242-1663~4|전북 전주시 덕진구 건산로 216|전북 전주시 덕진구 인후동1가 834-4|||||||교촌치킨 아중점||||80607
교촌치킨|전북대점|||교촌치킨|063-254-2033|전북 전주시 덕진구 덕진광장로 12|전북 전주시 덕진구 덕진동1가 1314-201|||||||교촌치킨 전북대점||||80607
교촌치킨|하가덕진점|||교촌치킨|063-278-1991|전북 전주시 덕진구 가리내7길 13|전북 전주시 덕진구 덕진동2가 670-1|||||||교촌치킨 하가덕진점|(덕진동2가)|||80607
교촌치킨|혁신(전북/전주)|||교촌치킨|063-214-1991|전북 전주시 완산구 오정2길 6|전북 전주시 덕진구 중동 781-5|||||||교촌치킨 혁신(전북/전주)||||80607
교촌치킨|호성점|||교촌치킨|063-245-9293~4|전북 전주시 덕진구 동부대로 797|전북 전주시 덕진구 호성동1가 757-26|||||||교촌치킨 호성점||||80607
교촌치킨|삼천1호점|||교촌치킨|063-227-9979|전북 전주시 완산구 용리로 124|전북 전주시 완산구 삼천동1가 621|||||||교촌치킨 삼천1호점||||80607
교촌치킨|서곡효자점|||교촌치킨|063-236-1992|전북 전주시 완산구 홍산로 375|전북 전주시 완산구 효자동3가 1609-16|||||||교촌치킨 서곡효자점|104호|||80607
교촌치킨|서신점|||교촌치킨|063-278-0892,0876|전라북도 전주시 완산구 고사평4길 7|전북 전주시 완산구 서신동 938-5|||||||교촌치킨 서신점||||80607
교촌치킨|신시가지점|||교촌치킨|063-229-9252|전북 전주시 완산구 봉곡로 114|전북 전주시 완산구 효자동2가 1327-1|||||||교촌치킨 신시가지점||||80607
교촌치킨|안행점|||교촌치킨|063-226-1994|전북 전주시 완산구 효동2길 1|전북 전주시 완산구 효자동1가 202-1|||||||교촌치킨 안행점||||80607
교촌치킨|중앙(전주)|||교촌치킨|063-282-9123|전북 전주시 완산구 고사동 전주객사3길 35|전북 전주시 완산구 고사동 470-3|||||||교촌치킨 중앙(전주)||||80607
교촌치킨|중화산점|||교촌치킨|063-228-5060|전북 전주시 완산구 신촌4길 4|전북 전주시 완산구 중화산동2가 777-6|||||||교촌치킨 중화산점||||80607
교촌치킨|평화1호점|||교촌치킨|063-229-3334~5|전북 전주 완산구 평화로 135|전북 전주시 완산구 평화동2가 230-112|||||||교촌치킨 평화1호점||||80607
교촌치킨|효자(전주)|||교촌치킨|063-229-2992~3|전북 전주시 완산구 거마평로 125|전북 전주시 완산구 효자동1가 652|||||||교촌치킨 효자(전주)||||80607
교촌치킨|상동점|||교촌치킨|063-535-9999|전북 정읍시 관통로 20-1|전북 정읍시 장명동 169-10|||||||교촌치킨 상동점||||80607
교촌치킨|수성(정읍)|||교촌치킨|063-533-9999|전북 정읍시 수성로 19|전북 정읍시 수성동 944-9|||||||교촌치킨 수성(정읍)||||80607
교촌치킨|진안점|||교촌치킨|063-432-1992|전북 진안군 진안읍 진장로 26|전북 진안군 진안읍 군상리 286-1|||||||교촌치킨 진안점||||80607
교촌치킨|강진점|||교촌치킨|061-434-8599|전남 강진군 강진읍 영랑로3길 7|전남 강진군 강진읍 남성리 5-4|||||||교촌치킨 강진점||||80607
교촌치킨|광양읍1호점|||교촌치킨|061-761-9985,9989|전라남도 광양시 광양읍 인덕로 1009|전남 광양시 광양읍 칠성리 947-3|||||||교촌치킨 광양읍1호점||||80607
교촌치킨|중마1호점|||교촌치킨|061-791-9984|전남 광양시 사동로 199|전남 광양시 마동 1037-4|||||||교촌치킨 중마1호점||||80607
교촌치킨|중마2호점|||교촌치킨|061-795-9962~3|전남 광양시 광장로 149-1|전남 광양시 중동 1654-3|||||||교촌치킨 중마2호점||||80607
교촌치킨|나주점|||교촌치킨|061-332-1369|전남 나주시 대호길 49-1|전남 나주시 대호동 1040-7|||||||교촌치킨 나주점||||80607
교촌치킨|빛가람1호점|||교촌치킨|061-336-5999|전남 나주시 상야1길 20|전남 나주시 빛가람동 190-3|||||||교촌치킨 빛가람1호점||||80607
교촌치킨|담양점|||교촌치킨|061-383-9599|전남 담양군 담양읍 죽향대로 1204|전남 담양군 담양읍 백동리 247-7|||||||교촌치킨 담양점||||80607
교촌치킨|삼학점|||교촌치킨|061-245-1880|전남 목포시 남해로 61|전남 목포시 산정동 1386-8|||||||교촌치킨 삼학점||||80607
교촌치킨|상동석현점|||교촌치킨|061-277-5539|전남 목포시 옥암로 182|전남 목포시 석현동 1173-2|||||||교촌치킨 상동석현점|경현빌딩 1층|||80607
교촌치킨|옥암점|||교촌치킨|061-980-9292|전남 목포시 남악1로 52번길 8|전남 목포시 옥암동 1248-2|||||||교촌치킨 옥암점||||80607
교촌치킨|용해점|||교촌치킨|061-274-9989|전남 목포시 용당로 276|전남 목포시 용해동 769-5|||||||교촌치킨 용해점||||80607
교촌치킨|원산점|||교촌치킨|061-276-5582|전남 목포시 청호로 141|전남 목포시 산정동 1693-3|||||||교촌치킨 원산점||||80607
교촌치킨|하당점|||교촌치킨|061-284-0070|전남 목포시 평화로 10|전남 목포시 상동 1116-8|||||||교촌치킨 하당점||||80607
교촌치킨|남악점|||교촌치킨|061-287-9959|전남 무안군 삼향읍 남악4로 50|전남 무안군 삼향읍 남악리 1577|||||||교촌치킨 남악점|골든스위트 125호|||80607
교촌치킨|무안읍점|||교촌치킨|061-454-1997|전남 무안군 무안읍 면성1길 129|전남 무안군 무안읍 성남리 813-45|||||||교촌치킨 무안읍점||||80607
교촌치킨|보성점|||교촌치킨|061-852-9942|전남 보성군 보성읍 중앙로 101|전남 보성군 보성읍 보성리 831-19|||||||교촌치킨 보성점||||80607
교촌치킨|금당1호점|||교촌치킨|061-721-9990,9958|전남 순천시 장선배기길 77|전남 순천시 조례동 1612|||||||교촌치킨 금당1호점|1-4호;1-4호|||80607
교촌치킨|남부(순천)|||교촌치킨|061-743-9997|전남 순천시 장평로 50|전남 순천시 풍덕동 1265-5|||||||교촌치킨 남부(순천)||||80607
교촌치킨|순천대점|||교촌치킨|061-755-9985~4|전남 순천시 순천대2길 30|전남 순천시 석현동 80-5|||||||교촌치킨 순천대점||||80607
교촌치킨|신대점|||교촌치킨|061-723-3123|전남 순천시 해룡면 매안3길 27|전남 순천시 해룡면 신대리 2019-4|||||||교촌치킨 신대점|1층|||80607
교촌치킨|연향점|||교촌치킨|061-724-9912,9913|전남 순천시 연향번영8길 11|전남 순천시 연향동 1351-1|||||||교촌치킨 연향점||||80607
교촌치킨|조례점|||교촌치킨|061-725-9945~6|전남 순천시 봉화2길 36|전남 순천시 조례1동 1687-16|||||||교촌치킨 조례점||||80607
교촌치킨|팔마점|||교촌치킨|061-721-4994~5|전남 순천시 팔마4길 28|전남 순천시 연향동 1681-3|||||||교촌치킨 팔마점|1층;1층|||80607
교촌치킨|국동점|||교촌치킨|061-642-9924~5|전남 여수시 신월로 570|전남 여수시 신월동 96-1|||||||교촌치킨 국동점||||80607
교촌치킨|둔덕점|||교촌치킨|061-653-9795|전남 여수시 쌍봉로 361|전남 여수시 둔덕동 434-7|||||||교촌치킨 둔덕점||||80607
교촌치킨|문수점|||교촌치킨|061-651-7168|전남 여수시 문수로 64|전남 여수시 문수동 124-1|||||||교촌치킨 문수점||||80607
교촌치킨|신기점|||교촌치킨|061-682-9984~5|전남 여수시 망마로 81|전남 여수시 신기동 117-7|||||||교촌치킨 신기점||||80607
교촌치킨|안산점|||교촌치킨|061-685-9984|전남 여수시 도원로 144|전남 여수시 안산동 470-2|||||||교촌치킨 안산점||||80607
교촌치킨|여서점|||교촌치킨|061-654-6727~8|전남 여수시 여문1로 30|전남 여수시 여서동 240-8|||||||교촌치킨 여서점||||80607
교촌치킨|죽림무선점|||교촌치킨|061-692-1991|전남 여수시 소라면 죽림로 19|전남 여수시 소라면 죽림리 1226-3|||||||교촌치킨 죽림무선점||||80607
교촌치킨|영광점|||교촌치킨|061-353-9953~4|전남 영광군 영광읍 천년로13길 3|전남 영광군 영광읍 남천리 339-4|||||||교촌치킨 영광점||||80607
교촌치킨|삼호점|||교촌치킨|061-462-1991|전남 영암군 삼호읍 대불주거로 118|전남 영암군 삼호읍 용앙리 481|||||||교촌치킨 삼호점||||80607
교촌치킨|완도점|||교촌치킨|061-552-9595|전남 완도군 완도읍 개포로114번길 45|전남 완도군 완도읍 군내리 1237-16|||||||교촌치킨 완도점|1층;1층|||80607
교촌치킨|장흥점|||교촌치킨|061-863-1997|전남 장흥군 장흥읍 동교2길 23|전남 장흥군 장흥읍 건산리 736-10|||||||교촌치킨 장흥점||||80607
교촌치킨|해남점|||교촌치킨|061-536-9985~6|전남 해남군 해남읍 읍내길 20|전남 해남군 해남읍 읍내리 31-2|||||||교촌치킨 해남점||||80607
교촌치킨|화순점|||교촌치킨|061-375-9283|전남 화순군 화순읍 광덕로 136|전남 화순군 화순읍 일심리 755|||||||교촌치킨 화순점||||80607
교촌치킨|경산점|||교촌치킨|053-815-9058|경북 경산시 성암로21길 3-1|경북 경산시 옥산동 758-10|||||||교촌치킨 경산점|(1층)|||80607
교촌치킨|경산오거리점|||교촌치킨|053-813-9993,9992|경북 경산시 원효로 4|경북 경산시 중방동 880-23|||||||교촌치킨 경산오거리점||||80607
교촌치킨|계양사동점|||교촌치킨|053-817-9209|경북 경산시 백양로33길 13|경북 경산시 사동 663-6|||||||교촌치킨 계양사동점||||80607
교촌치킨|영대점|||교촌치킨|053-812-9928|경북 경산시 압량면 압독2로 22|경북 경산시 압량면 신대리 497|||||||교촌치킨 영대점||||80607
교촌치킨|진량점|||교촌치킨|053-856-8282|경북 경산시 진량읍 봉황길 41|경북 경산시 진량읍 봉회리 81-3|||||||교촌치킨 진량점||||80607
교촌치킨|하양점|||교촌치킨|053-854-8010|경북 경산시 하양읍 하양로 21|경북 경산시 하양읍 금락리 130-18|||||||교촌치킨 하양점||||80607
교촌치킨|동천(경주)|||교촌치킨|054-741-9995~6|경북 경주시 백률로 28-2|경북 경주시 동천동 791|||||||교촌치킨 동천(경주)||||80607
교촌치킨|성건중앙점|||교촌치킨|054-775-6669|경북 경주시 공영주택길 6-1|경북 경주시 성건동 625-13|||||||교촌치킨 성건중앙점|(성건동)|||80607
교촌치킨|안강점|||교촌치킨|054-763-9959|경북 경주시 안강읍 구부랑길 43-1|경북 경주시 안강읍 산대리 2400-2|||||||교촌치킨 안강점||||80607
교촌치킨|충효점|||교촌치킨|054-749-9945|경북 경주시 충효중앙길 27|경북 경주시 충효동 3002-1|||||||교촌치킨 충효점||||80607
교촌치킨|황성점|||교촌치킨|054-775-9959|경북 경주시 용담로116번길 7|경북 경주시 황성동 893-3|||||||교촌치킨 황성점||||80607
교촌치킨|도량점|||교촌치킨|054-442-0757|경북 구미시 송동로 66|경북 구미시 도량동 262-1|||||||교촌치킨 도량점||||80607
교촌치킨|봉곡점|||교촌치킨|054-458-9988|경북 구미시 봉곡남로 87-1|경북 구미시 봉곡동 302-4|||||||교촌치킨 봉곡점||||80607
교촌치킨|상모점|||교촌치킨|054-465-3738|경북 구미시 상사서로 92|경북 구미시 상모동 42-7|||||||교촌치킨 상모점||||80607
교촌치킨|선산점|||교촌치킨|054-482-4870|경북 구미시 선산읍 선산중앙로 98-1|경북 구미시 선산읍 동부리 416|||||||교촌치킨 선산점||||80607
교촌치킨|송정(구미)|||교촌치킨|054-455-5534,2721|경북 구미시 송원동로 41|경북 구미시 송정동 38-5|||||||교촌치킨 송정(구미)|(송정동,우방타운206동2호);우방타운 206동2호|||80607
교촌치킨|신평공단점|||교촌치킨|054-463-9222|경북 구미시 신비로 4|경북 구미시 신평동 129-2|||||||교촌치킨 신평공단점||||80607
교촌치킨|옥계점|||교촌치킨|054-475-6060|경북 구미시 산호대로25길 29-1|경북 구미시 옥계동 843-1|||||||교촌치킨 옥계점||||80607
교촌치킨|원평점|||교촌치킨|054-454-9991|경북 구미시 원남로 69|경북 구미시 원평동 84-5|||||||교촌치킨 원평점||||80607
교촌치킨|원호점|||교촌치킨|054-441-2324|경북 구미시 고아읍 문장로 202|경북 구미시 고아읍 원호리 442-2|||||||교촌치킨 원호점||||80607
교촌치킨|인동점|||교촌치킨|054-471-8282|경북 구미시 여헌로 98-1|경북 구미시 인의동 341-2|||||||교촌치킨 인동점||||80607
교촌치킨|진평점|||교촌치킨|054-474-7999,471-1140|경북 구미시 인동26길 20|경북 구미시 진평동 29-5|||||||교촌치킨 진평점||||80607
교촌치킨|형곡점|||교촌치킨|054-451-1922|경북 구미시 형곡로 100|경북 구미시 형곡동 152-4|||||||교촌치킨 형곡점||||80607
교촌치킨|김천점|||교촌치킨|054-431-3110,435-5384|경북 김천시 신음새동네길 82|경북 김천시 신음동 1301-4|||||||교촌치킨 김천점|가동|||80607
교촌치킨|김천혁신점|||교촌치킨|054-430-0999|경북 김천시 혁신4로 5|경북 김천시 율곡동 364|||||||교촌치킨 김천혁신점||||80607
교촌치킨|부곡(김천)|||교촌치킨|054-432-1034|경북 김천시 김천로 10|경북 김천시 부곡동 426-1|||||||교촌치킨 부곡(김천)||||80607
교촌치킨|점촌점|||교촌치킨|054-556-0044|경북 문경시 당교로 212|경북 문경시 모전동 866|||||||교촌치킨 점촌점||||80607
교촌치킨|상주점|||교촌치킨|054-532-0380|경북 상주시 상산로 347-2|경북 상주시 무양동 213-3|||||||교촌치킨 상주점|(무양동)|||80607
교촌치킨|성주점|||교촌치킨|054-933-9259|경북 성주군 성주읍 성주읍1길 7|경북 성주군 성주읍 성산리 2102-4|||||||교촌치킨 성주점||||80607
교촌치킨|경북도청점|||교촌치킨|054-857-9990|경북 안동시 풍천면 풍요4길 36-7|경북 안동시 풍천면 갈전리 1325|||||||교촌치킨 경북도청점||||80607
교촌치킨|금곡점|||교촌치킨||경북 안동시 제비원로 135-1)054-841-9295 (080-555-9295 |경북 안동시 당북동 311-8|||||||교촌치킨 금곡점||||80607
교촌치킨|송현오거리점|||교촌치킨|054-859-3988,7188|경북 안동시 경동로 347|경북 안동시 송현동 260-5|||||||교촌치킨 송현오거리점||||80607
교촌치킨|옥동(안동)|||교촌치킨|054-843-9982|경북 안동시 광명로 178|경북 안동시 옥동 791-2|||||||교촌치킨 옥동(안동)||||80607
교촌치킨|용상점|||교촌치킨|054-822-5888,8299|경북 안동시 경동로 916-1|경북 안동시 용상동 1179-188|||||||교촌치킨 용상점||||80607
교촌치킨|가흥점|||교촌치킨|054-634-2999|경북 영주시 대학로 187번길 4-1|경북 영주시 가흥동 1881|||||||교촌치킨 가흥점||||80607
교촌치킨|영주점|||교촌치킨|054-636-3999|경북 영주시 대동로 165|경북 영주시 휴천동 642-362|||||||교촌치킨 영주점||||80607
교촌치킨|중앙(영주)|||교촌치킨|054-637-9901~2|경북 영주시 구성로 325|경북 영주시 영주2동 536-15|||||||교촌치킨 중앙(영주)||||80607
교촌치킨|풍기점|||교촌치킨|054-635-5033|경북 영주시 풍기읍 기주로81번길 6|경북 영주시 풍기읍 성내리 60|||||||교촌치킨 풍기점||||80607
교촌치킨|영천1호점|||교촌치킨|054-333-0999|경북 영천시 호국로 111|경북 영천시 망정동 175-12|||||||교촌치킨 영천1호점||||80607
교촌치킨|울진점|||교촌치킨|054-781-5995|경북 울진군 울진읍 울진중앙로 175|경북 울진군 울진읍 읍내리 576-1|||||||교촌치킨 울진점||||80607
교촌치킨|청도점|||교촌치킨|054-372-9912,9919|경북 청도군 청도읍 청화로 125-1|경북 청도군 청도읍 고수리 503|||||||교촌치킨 청도점||||80607
교촌치킨|북삼점|||교촌치킨|054-973-3655,463-1365|경북 칠곡군 북삼읍 금오대로 233|경북 칠곡군 북삼읍 인평리 246-3|||||||교촌치킨 북삼점||||80607
교촌치킨|석적점|||교촌치킨|054-977-8800|경북 칠곡군 석적읍 북중리 12길 2|경북 칠곡군 석적읍 중리 203-5|||||||교촌치킨 석적점||||80607
교촌치킨|왜관점|||교촌치킨|054-972-2850|경북 칠곡군 왜관읍 중앙로2길 33|경북 칠곡군 왜관읍 왜관리 237-19|||||||교촌치킨 왜관점||||80607
교촌치킨|구룡포점|||교촌치킨|054-276-9114||경북 포항시 남구 구룡포읍 구룡포1리 742|||||||교촌치킨 구룡포점||||80607
교촌치킨|남부(포항)|||교촌치킨|054-282-8444|경북 포항시 남구 문예로 84|경북 포항시 남구 대도동 124-13|||||||교촌치킨 남부(포항)||||80607
교촌치킨|대해중앙점|||교촌치킨|054-283-9945|경북 포항시 남구 상공로 156|경북 포항시 남구 대도동 97-4|||||||교촌치킨 대해중앙점||||80607
교촌치킨|송도점|||교촌치킨|054-272-5525|경북 포항시 남구 축항로 18|경북 포항시 남구 해도동 25-28|||||||교촌치킨 송도점||||80607
교촌치킨|연일점|||교촌치킨|054-285-8533|경북 포항시 남구 연일읍 연일중앙로 37|경북 포항시 남구 생지리 157-9|||||||교촌치킨 연일점||||80607
교촌치킨|오천점|||교촌치킨|054-292-6660|경북 포항시 남구 오천읍 원동로 60|경북 포항시 남구 오천읍 원리 913-2|||||||교촌치킨 오천점||||80607
교촌치킨|효곡점|||교촌치킨|054-278-8868|경북 포항시 남구 효성로 55|경북 포항시 남구 효자동 579-1|||||||교촌치킨 효곡점|풍림아이원상가 107호;풍림아이원상가 107호|||80607
교촌치킨|양덕(포항)|||교촌치킨|054-256-0077|경북 포항시 북구 천마로 72번길 30|경북 포항시 북구 양덕동 1574|||||||교촌치킨 양덕(포항)||||80607
교촌치킨|양학대이점|||교촌치킨|054-277-9937|경북 포항시 북구 양학로 22|경북 포항시 북구 득량동 2-1|||||||교촌치킨 양학대이점||||80607
교촌치킨|용흥점|||교촌치킨|054-242-4568|경북 포항시 북구 새마을로 63|경북 포항시 북구 용흥동 370|||||||교촌치킨 용흥점||||80607
교촌치킨|우현점|||교촌치킨|054-251-9979,5525|경북 포항시 북구 우창동로 49|경북 포항시 북구 우현동 산15-6|||||||교촌치킨 우현점|(우현동)|||80607
교촌치킨|장성점|||교촌치킨|054-256-0999,253-4333|경북 포항시 북구 삼흥로 20|경북 포항시 북구 장성동 1355-4|||||||교촌치킨 장성점||||80607
교촌치킨|죽도점|||교촌치킨|054-232-9966~7|경북 포항시 북구 중앙상가 1길 6|경북 포항시 북구 대흥동 592-2|||||||교촌치킨 죽도점||||80607
교촌치킨|환호장량점|||교촌치킨|054-249-9902,9903|경북 포항시 북구 법원로 88|경북 포항시 북구 장성동 1378-3|||||||교촌치킨 환호장량점||||80607
교촌치킨|흥해점|||교촌치킨|054-261-1366|경북 포항시 북구 흥해읍 남미질로 7-1|경북 포항시 북구 흥해읍 옥성리 403-7|||||||교촌치킨 흥해점||||80607
교촌치킨|고현상동점|||교촌치킨|055-637-0344|경남 거제시 거제중앙로 1804|경남 거제시 고현동 406-18|||||||교촌치킨 고현상동점||||80607
교촌치킨|아주점|||교촌치킨|055-681-1164|경남 거제시 아주로 68|경남 거제시 아주동 1178-2|||||||교촌치킨 아주점||||80607
교촌치킨|옥포점|||교촌치킨|055-688-9277~8|경남 거제시 옥포로 6길 11|경남 거제시 옥포동 160-1|||||||교촌치킨 옥포점||||80607
교촌치킨|장평점|||교촌치킨|055-635-9982|경남 거제시 장평3로 3길 8|경남 거제시 장평동 274|||||||교촌치킨 장평점||||80607
교촌치킨|중곡수월점|||교촌치킨|055-633-1992|경남 거제시 중곡2로 6길 15|경남 거제시 고현동 997|||||||교촌치킨 중곡수월점||||80607
교촌치킨|거창1호점|||교촌치킨|055-943-9980|경남 거창군 거창읍 거열로 197|경남 거창군 거창읍 대동리 697-5|||||||교촌치킨 거창1호점||||80607
