##NAME|SUBNAME|TELNUM|NEWADDR|WEBSITE|SOURCE2|XCOORD|YCOORD@@갤러리
스페이스나무||070-4232-5123|서울시 서초구 양재천로 123 5F|http://www.spacenamu.com|김달진미술연구소|127.04149110000003|37.4780913
移문화인아츠||02-554-6106|서울시 강남구 논현로 24길 48|http://www.gallerymoon.co.kr|김달진미술연구소|127.04661650000003|37.4829651
갤러리쿱||010-8774-8608|서울시 서초구 서초중앙로 68 화선빌딩 2F|http://k-artcoop.com|김달진미술연구소|127.01505309999993|37.4877926
사랑아트갤러리||02-3495-1457|서울시 서초구 반포대로 121 드림센터(남) B5F|http://|김달진미술연구소|127.00711339999998|37.4913457
갤러리마크||02-541-1311|서울시 서초구 사평대로20길 3 B2|http://www.gallerymark.kr|김달진미술연구소|126.99719770000002|37.4990875
스필플라츠한||2287-2950|서울시 서초구 강남대로 285 태우빌딩 서관6층|http://www.spielplatzhahn.com|김달진미술연구소|127.0315488|37.4886652
예도갤러리||02-523-5030|서울시 서초구 방배중앙로 210 영진빌딩 4F|http://|김달진미술연구소|126.9853521|37.4978529
갤러리너트||02-598-5333|서울시 서초구 서초중앙로108|http://www.galleryknot.com|김달진미술연구소|126.99046880000003|37.5767964
갤러리라이프||070-4232-6761|서울시 서초구 남부순환로323길 7|http://|김달진미술연구소|127.01352939999992|37.4812987
한성자동차 드림그림갤러리 서초전시장||02-550-5000|서울시 서초구 반포대로 52 (서초동 1583-7)|http://www.dream-gream.co.kr|김달진미술연구소||
갤러리소나무||02-559-6554|서울시 서초구 서초중앙로33길 14, 1F|http://www.gallerysonamoo.co.kr|김달진미술연구소|127.01069789999997|37.5011285
갤러리기체||070-4237-3414|-, 서울 서초구 방배로42길 35, 2층|http://www.gallerykiche.com|김달진미술연구소|126.99038629999995|37.4944531
도잉아트||02-525-2223|서울시 서초구 남부순환로325길 9 B1|http://dohingart.com|김달진미술연구소||
살롱드어메즈||02-535-1225|서울시 서초구 방배로39길 46 B1|http://www.salondeamaz.net|김달진미술연구소|126.98657700000001|37.4941565
갤러리아티비타||02-2088-3373|서울시 서초구 서초대로34길 19, 1F|http://www.arti-vita.net|김달진미술연구소|126.99827230000005|37.4885787
이상아트스페이스||070-4949-2998|서울 서초구 사평대로6길 13|http://www.leesangart.com|김달진미술연구소||
서리풀청년아트갤러리||02-3477-2074|서울시 서초구 남부순환로323길1|http://www.seocho.go.kr/seoripulgallery|김달진미술연구소||
인더페이퍼갤러리||02-3470-0029|-, 서울 서초구 사임당로23길 41|http://inthepaper.co.kr|김달진미술연구소||
아트바이브||02-535-1225|서울시 서초구 방배로39길 46 B1|http://www.artvibes.co.kr|김달진미술연구소||
갤러리아트팔래스||02-2186-6780|서울시 서초구 사평대로 160 쉐라톤 서울 팔래스 강남 호텔|http://www.marriott.co.kr/selsi|김달진미술연구소||
유중아트센터||02-3477-7727|서울 서초구 방배로 178 3F|http://www.ujungartcenter.com|김달진미술연구소||
더그레잇컬렉션||02-6951-2980|-, 서울 서초구 나루터로 65|http://www.instagram.com/thegreatcommission2820|김달진미술연구소||
나우리아트갤러리||070-7720-9195|서울시 서초구 서초대로 55길 9, 나우리빌딩 L층|http://www.nauryartcenter.modoo.at|김달진미술연구소||
갤러리포커스||02-537-2925|서울시 서초구 서초중앙로 188, 로비층 113호|http://|김달진미술연구소||
AB갤러리||02-595-1218|서울시 서초구 서래로 17 럭스빌딩 3층|http://www.abgallery.kr/|김달진미술연구소||
라라앤||02-6403-3222|서울시 서초구 서래로 31 3F|http://lalanseoul.com|김달진미술연구소||
무심갤러리||043-268-0070|충북 청주시 흥덕구 사창동 253-5|http://www.moosimgallery.co.kr|김달진미술연구소|127.4670102|36.6356408
아라리오갤러리 천안||041-551-5100|충남 천안시 동남구 만남로 43|http://www.arariogallery.com|김달진미술연구소|127.15670840000007|36.8202509
오원화랑||042-254-2111|대전시 서구 둔산동 1393 청우빌딩 1B|http://blog.naver.com/owongallery/100028883589|김달진미술연구소|127.3887429|36.3532654
DK&WORLD갤러리||042-255-3344|대전시 중구 문화동 1-13 기독교연합봉사회관 2층|http://|김달진미술연구소|127.4099541|36.3209524
갤러리이안||042-220-5959|대전시 중구 대종로 468(대흥동) 이안과병원 1F|http://www.galleryyian.com|김달진미술연구소|127.42765199999996|36.3262792
아산갤러리||041-531-7470|충남 아산시 배방면 북수리 1345|http://asangallery.co.kr|김달진미술연구소|127.0018494|36.7897960
영갤러리||042-252-3410|대전광역시 중구 대흥동 502-15 4층|http://|김달진미술연구소|127.4204477|36.3243771
이공갤러리||042-242-2020|대전시 중구 대흥동 183-4|http://Igongart.co.kr|김달진미술연구소|127.4267692|36.3256125
영아트갤러리||010-3245-3410|대전시 중구 보문산로36번길 8|http://www.youngartgallery.co.kr|김달진미술연구소|126.98401260000003|37.574865
모리스갤러리||042-867-7009|대전시 유성구 대덕대로556번길 87 지하|http://www.morrisgallery.co.kr|김달진미술연구소|127.3788806|36.3842253
休 아트스토리갤러리||041-576-2402|충남 천안시 서북구 쌍용동 276-2|http://|김달진미술연구소|127.12740970000004|36.8061364
갤러리-이즘||070-7503-3896|대전시 유성구 도룡동 399-13 2F|http://|김달진미술연구소|127.37891850000005|36.3818426
갤러리안||041-668-2494|충남 서산시 석림동 502-1|http://|김달진미술연구소|126.46659679999993|36.7719935
미담갤러리||041-523-5243|충남 천안시 동남구 풍세면 보성리 51-5|http://cafe.daum.net/midamcanvas|김달진미술연구소|127.12469050000004|36.7397655
우민아트센터 까페우민||043-222-0357|충북 청주시 상당구 북문로3가 15-1 대우타워 B1F|http://www.wuminartcenter.org|김달진미술연구소|127.48890840000001|36.644428
2갤러리||02-599-7709|충북 단양군 단성면 상방 1길 4 유중아트리움 분관 1F|http://www.ujungartcenter.com|김달진미술연구소|128.3240796|36.9346
3갤러리||02-599-7709|충북 단양군 단성면 상방 1길 4 유중아트리움 별관 1F|http://www.ujungartcenter.com|김달진미술연구소|128.3240796|36.9346
롯데갤러리 대전점||042-601-2828|대전시 서구 계룡로 598 롯데백화점 대전점 9F|http://|김달진미술연구소|127.38928669999996|36.3408418
지소갤러리||042-471-4772|대전광역시 유성구 현충원로347번길 42|http://|김달진미술연구소||
갤러리풀빛||010-2355-4169|충남 당진시 당진중앙1로 83|http://|김달진미술연구소||
아산갤러리||041-531-7470|충남 아산시 배방읍 장재리 1250 용연빌딩|http://www.asangallery.co.kr|김달진미술연구소||
아트포럼뉴게이트||02-517-9013|서울시 종로구 대명1길 16-7|http://www.forumnewgate.co.kr|김달진미술연구소|127.00027590000002|37.5828312
목금토갤러리||02-764-0750|서울시 종로구 대학로8가길 85 대학로문화공간 3,4F|http://mokkumto.com|김달진미술연구소|127.00362169999994|37.5822297
샘터갤러리||02-3675-3737|서울시 종로구 대학로 116 샘터사옥|http://www.isamtoh.com/gallery/about.asp|김달진미술연구소|127.00203310000006|37.5769696
국민대학교 제로원디자인센터||02-745-2490|서울 종로구 동숭동 1-1|http://www.zeroonecenter.com|김달진미술연구소|127.0040040|37.5833583
갤러리이앙(남서울대학교 아트센터 갤러리이앙으로 명칭변경)||02-3672-0201|서울 종로구 혜화동 90-18 뉴시티빌딩 B2|http://www.galleryiang.com|김달진미술연구소|127.0020237|37.5842128
移 대학로갤러리(구 미오갤러리)(투엠갤러리로 명칭변경)||02-742-7088|서울시 종로구 동숭동 1-60 4F|http://www.gallerymio.com|김달진미술연구소|127.00255949999996|37.5818197
미오갤러리 (대학로갤러리로 명칭변경)|||서울시 종로구 동숭동 1-60 4F|http://www.gallerymio.com|김달진미술연구소|127.0025595|37.5818197
공간루(공간루정동갤러리로 명칭변경)||02-765-1883|서울시 종로구 명륜동 4가 188-14 인설BD 1F|http://www.spacelou.com|김달진미술연구소|126.9993003|37.5855606
남서울대학교 아트센터 갤러리이앙||02-3672-0201|서울시 종로구 대학로 146 뉴시티빌딩 B2F|http://www.galleryiang.com|김달진미술연구소|127.0020237|37.5842128
移 갤러리192(키스갤러리로 명칭변경)||02-745-0180|서울 종로구 동숭동 192 1F|http://www.artmanse.com|김달진미술연구소|127.00506540000003|37.5794072
키스갤러리 (구 갤러리192)||02-745-0180|서울시 종로구 이화장길 86-24, 1F|http://www.kissgallery.co.kr|김달진미술연구소|127.00546580000002|37.5794394
이음||02-750-9720|서울시 종로구 대학로 112|http://www.i-uem.or.kr|김달진미술연구소|127.00238289999993|37.5811397
갤러리예가||051-624-0933|부산시 부산진구 범양로 79번길 8, B동 502호|http://www.yehga.co.kr|김달진미술연구소|129.06286320000004|35.1715341
부산공간화랑||051-743-6738|부산시 해운대구 마린시티1로 167(우동, 현대카멜리아) 128|http://www.kongkan.com|김달진미술연구소|129.1500962|35.1577232
도시갤러리||051-756-3439|부산시 수영구 광안2동 202-2|http://|김달진미술연구소|129.1148677|35.1500879
수가화랑||051-552-4402|부산시 동래구 온천1동 204-22|http://www.suka.co.kr|김달진미술연구소|129.0776568|35.2181092
조현화랑||051-747-8853|부산시 해운대구 달맞이길65번길 171(중동)|http://www.johyungallery.com|김달진미술연구소|129.1795684|35.1568467
코리아아트갤러리||051-740-5801|부산시 해운대구 우1동 760-3 오션타워 로비층|http://www.korea21.com|김달진미술연구소|129.1537653|35.1587294
정인갤러리||051-248-9090|부산시 중구 동광동1가 1번지 부산데파트 2층|http://|김달진미술연구소|129.0358430|35.0992016
休 소울아트스페이스||051-581-5647|부산시 금정구 구서1동 485-13|http://www.soulartspace.com|김달진미술연구소|129.0969634|35.2477505
부산미광화랑||051-758-2247|부산시 수영구 광남로172번길 2(민락동)|http://www.mkart.net|김달진미술연구소|129.11938340000006|35.1562297
운영안함_리사갤러리||055-356-5359|경남 밀양시 삼문동 153-11 명성정형외과 6F|http://www.lisagallery.co.kr|김달진미술연구소|128.7555224|35.4843886
엔씨갤러리 (NC갤러리)||051-747-8550/9|부산시 해운대구 중2동 1511-12 1층|http://|김달진미술연구소|129.1753986|35.1600366
갤러리판||051-611-2220|부산광역시 수영구 남천동 25-5번지|http://www.panngallery.com|김달진미술연구소|129.1098664|35.1449021
移 김재선갤러리||051-731-5438|부산광역시 해운대구 중2동 1510-6|http://www.kimjaesungallery.com|김달진미술연구소|129.17464829999994|35.15976
아르바자르||051-704-0151|부산시 해운대구 좌동 1467-2번지 씨티코아 지하1층|http://www.arbazaar.com|김달진미술연구소|129.1760522|35.1700572
休 리안갤러리_창원||055-287-2203|경남 창원시 상남동 78-2번지 현대증권빌딩 4층|http://www.leeahngallery.com|김달진미술연구소|128.68572169999993|35.2197859
가나아트부산||051-744-2020|부산광역시 수영구 좌수영로125번길 14-3|http://www.ganaart.com|김달진미술연구소|129.16305039999997|35.1600161
마린갤러리||051-746-4757|부산시 해운대구 중2동 1510-1|http://|김달진미술연구소|129.1746483|35.1597600
갤러리이듬||051-743-0059|부산시 해운대구 달맞이길117번길 53(중동, 리버스빌) 1F|http://www.galleryidm.com|김달진미술연구소|129.1753986|35.1600366
가양갤러리||051-752-7830|부산시 수영구 광남로 121(광안동)|http://www.gallerykayang.com|김달진미술연구소|129.1177401|35.1526949
맥화랑||051-722-2201|부산시 해운대구 달맞이길117번나길 162, 2F|http://www.gallerymac.kr|김달진미술연구소|129.1752262|35.159346
채스아트센터||051-747-4701/4808|부산시 해운대구 중2동 1491-7번지|http://www.chaesart.com|김달진미술연구소|129.1816707|35.1577132
임화랑||051-744-2665|부산시 해운대구 중2동 1510-14|http://|김달진미술연구소|129.1752262|35.1593460
전혜영갤러리||051-747-7337|-, 부산광역시 해운대구 중2동 달맞이|http://blog.naver.com/galleryjhy/|김달진미술연구소|129.1822156|35.1569759
移 갤러리이배||051-746-2111|부산시 해운대구 중2동 1510-1 1F|http://www.galleryleebae.com|김달진미술연구소|129.17464829999994|35.15976
갤러리폼 Gallery Form||051-747-5301|부산시 해운대구 센텀1로 9(우동) 3F|http://www.galleryform.com|김달진미술연구소|129.14665179999997|35.1727865
데이트갤러리||051-758-9845|부산시 해운대해변로 298번길 5, 2F|http://www.dategallery.kr|김달진미술연구소|129.16659720000007|35.1602037
소울아트스페이스 해운대점||051-731-5878|부산시 해운대구 해운대해변로 30  1-2F|http://www.soulartspace.com|김달진미술연구소|129.14665179999997|35.1727865
금련산갤러리||051-740-4273|부산 수영구 남천동 40번지|http://|김달진미술연구소|129.1104981|35.1499639
갤러리미고||051-731-3444|부산시 해운대구 해운대해변로298번길 24(중동) 팔레드시즈 2F|http://www.gallerymigo.co.kr|김달진미술연구소|129.16659720000007|35.1602037
롯데갤러리 부산본점||051-810-2328|부산시 부산진구 부전동 503-15 롯데백화점 부산본점 6F|http://www.lotteshopping.com/depart/branch/submain.jsp?branch_cd=013|김달진미술연구소|129.05664660000002|35.1568526
閉 KTB투자증권 부산센터 갤러리||051-749-1500|부산시 해운대구 우동 1463-1 센텀사이언스파크 교육연구동 2F|http://www.ktb.co.kr|김달진미술연구소|129.1261508|35.1740594
나무아트갤러리||051-332-8376|부산시 북구 화명동 2272-6 신호타워 #702|http://|김달진미술연구소|129.0120090|35.2351558
롯데갤러리 광복점||051-678-2610|부산시 중구 중앙대로 2(중앙동7가) 광복점 아쿠아몰 10F|http://lotteartkb.blog.me|김달진미술연구소|129.03621469999996|35.1004062
移 갤러리화인||051-741-5867|부산시 해운대구 중2동 1511-12 2F|http://www.galleryfine.net|김달진미술연구소|129.1753986|35.1600366
수호롬 부산||051-744-8555|부산시 해운대구 우동 1407 해운대제니스스퀘어 A-611|http://|김달진미술연구소|129.14444879999996|35.1575387
용두산미술전시관||051-740-4270|부산시 중구 광복동2가 1-2|http://|김달진미술연구소|129.0323127|35.1007009
閉 갤러리빈||1588-9828|부산시 서구 서대신동 2가 120 희망센추럴타운 1-101|http://cafe.naver.com/gallerybin|김달진미술연구소|129.01736700000003|35.1101955
移 갤러리오로(소향갤러리로 명칭변경 이전)||051-747-0715|부산시 해운대구 우2동 1124-26 해운대센텀메디칼센터 11F|http://|김달진미술연구소|129.13776099999995|35.1701984
갤러리화인||051-741-5867|부산시 해운대구 해운대해변로 287 씨클라우드 호텔 상가 111&112호|http://www.galleryfine.net|김달진미술연구소|129.12845679999998|35.16402
갤러리아트숲||051-731-0780|부산시 해운대구 청사포로 85 3F|http://www.artsoop.kr|김달진미술연구소|129.1899803|35.1625451
갤러리서린스페이스||051-742-7422|부산 해운대구 우1동 마린시티2로 33 제니스스퀘어 F6 A-607|http://blog.naver.com/serenespace|김달진미술연구소|129.14377620000005|35.1571595
移김재선갤러리||051-731-5438|부산 해운대구 우동 1410 트럼프월드마린 D-113|http://www.kimjaesungallery.com|김달진미술연구소|129.14419120000002|35.1554474
센텀갤러리||051-911-6677|부산 해운대구 재송동 1209 센텀IS타워 센텀조은의원 내 2F|http://cafe.daum.net/centumgallery|김달진미술연구소|129.12544030000004|35.1766754
갤러리예동(센텀점)||051-781-5337|부산 해운대구 센텀동로99(재송동 1210) 센텀 벽산e클래스원 1차 109호|http://|김달진미술연구소|129.1251115|35.1784175
신세계갤러리 센텀시티점||051-745-1508|부산시 해운대구 센텀남대로 35(우동) 신세계센텀시티 6F|http://ssg.co.kr/87KV|김달진미술연구소|129.12974659999998|35.1687032
이연주갤러리||051-723-4883|부산시 기장군 기장읍 동암해안길 6|http://cafe.naver.com/gallery2yeonju|김달진미술연구소|129.2219013|35.19495879999999
소향갤러리(구 갤러리오로)(아트소향으로 명칭변경)||051-747-0715|부산 해운대구 센텀중앙로 55|http://blog.naver.com/sohyang_art|김달진미술연구소|129.12766|35.1731656
갤러리렉싱턴||051-740-7777|부산시 해운대구 센텀3로 32(우동) 대우트럼프월드센텀II 4F|http://www.gallerylexington.com|김달진미술연구소|129.13333739999996|35.1672523
토요타포토스페이스 부산전시장||051-731-6200|부산 해운대구 해운대해변로 299 토요타 부산 전시장 2F|http://www.toyotaphotospace.org|김달진미술연구소|129.15277850000007|35.1616137
갤러리다운타운||051-746-8353|부산 해운대구 해운대해변로 163 102호|http://|김달진미술연구소|129.15051110000002|35.1585809
아트소향(구 소향갤러리)||051-747-0715|부산 해운대구 센텀중앙로 55|http://blog.naver.com/sohyang_art|김달진미술연구소|129.12766|35.1731656
아시안아트웍스||02-522-3910|서울시 강남구 도산대로55길 52 금학빌딩 6F|http://www.asianartworks.net|김달진미술연구소|127.04129880000005|37.5267473
아트앤썸머||051-720-8072|부산 해운대구 센텀3로 20(우2동 1505) 해운대센텀호텔 3F 309호|http://www.artsummer.kr|김달진미술연구소|129.13333739999996|35.1672523
갤러리예동||051-781-5337|부산광역시 기장군 철마면 미동길 7-20|http://|김달진미술연구소|129.14631229999998|35.1577624
갤러리이배||051-746-2111|부산시 해운대구 마린시티2로 47(우동, 트럼프월드마린아파트) D동 112호|http://www.galleryleebae.com|김달진미술연구소|129.14377620000005|35.1571595
해운아트갤러리||051-746-3629|부산시 해운대구 달맞이길117번길 17-11(중동 1509-5)|http://www.haeunartbusan.com|김달진미술연구소|129.17535880000003|35.1593272
에스플러스갤러리||051-742-3353|부산시 해운대구 달맞이길117번가길 120-38(중동 1490-3) 6F|http://blog.naver.com/splusgallery|김달진미술연구소|129.1788272|35.1602254
갤러리래||051-995-2020|부산광역시 해운대구 해운대해변로 305 아우디B/D 6-7F|http://www.galleryrae.com|김달진미술연구소|129.16389359999994|35.1615746
프라움갤러리(구 수호롬 부산)||051-744-8555|부산시 해운대구 마린시티2로 33(우동, 해운대두산위브더제니스) A-611|http://|김달진미술연구소|129.14444879999996|35.1575387
갤러리우||051-742-6596|부산시 해운대구 해운대해변로 217(해운대그랜드호텔) 1F|http://www.gallerywoo.kr|김달진미술연구소|129.15535980000004|35.1591793
유진화랑||051-731-1744|부산시 해운대구 해운대해변로 298번길 24 팔레드시즈 2F|http://www.yoojingallery.com|김달진미술연구소|129.16659720000007|35.1602037
김재선갤러리||051-731-5438|부산시 해운대구 달맞이길 187 3F|http://www.kimjaesungallery.com|김달진미술연구소|129.18216400000006|35.1577489
Wook+Flavio Gallery||010-8744-9861|부산시 해운대구 APEC로 17 리더스 마크 빌딩 #3005호|http://www.wookgallery.com|김달진미술연구소|129.13242390000005|35.1659317
리빈갤러리||051-746-9334|부산시 해운대구 좌동로63번길 23|http://www.liveingallery.com|김달진미술연구소|129.1718111|35.1716252
삼세갤러리||051-418-7773|부산 영도구 영선대로 109|http://|김달진미술연구소|129.04326930000002|35.090589
갤러리지엘||051-207-0029|부산시 사상구 백양대로 567|http://|김달진미술연구소|128.99247400000002|35.1582904
갤러리조이||051-746-5030|부산시 해운대구 달맞이길65번길 56 CK빌딩 1F|http://www.galleryjoy.com|김달진미술연구소||
갤러리이배 수영전시관||051-756-2111|부산시 수영구 민락수변로 243 2F|http://www.galleryleebae.com|김달진미술연구소||
갤러리위즈아츠스페이스||051-746-0727|부산시 기장군 기장읍 기장대로 563 현대A상가 203호|http://|김달진미술연구소||
레이어드||051-747-6569|부산시 해운대구 달맞이길65번길 69|http://|김달진미술연구소||
한새갤러리||051-500-7653|부산시 연제구 교대로 24  부산교육대학교 교육박물관|http://museum.bnue.ac.kr|김달진미술연구소||
워킹하우스뉴욕||051-759-8186|부산시 수영구 좌수영로 125번길 14-3, 올리브센터 1-2F|http://walkinghousenewyork.com|김달진미술연구소||
갤러리디오||07075316754|강원도 원주시 판부면 서곡리 1999-3 F1|http://|김달진미술연구소|127.9443531|37.3211317
양구군립박수근미술관 정림리갤러리||033-480-2655|강원도 양구군 양구읍 정림리 131-1|http://www.parksookeun.or.kr|김달진미술연구소|127.9814765|38.0963789
505갤러리||033-766-7706|강원 원주시 판부면 남원로 329|http://|김달진미술연구소|127.93527689999996|37.3172243
移 미묘화랑||033-633-3331|강원 속초시 청초호반로 312-1|http://|김달진미술연구소|128.5910986|38.2020256
미묘화랑||033-633-3331|강원도 속초시 번영로67번길 41-12|http://|김달진미술연구소|128.58042219999993|38.2076505
더릿지354아트스페이스||033-333-7354|강원도 평창군 대관령면 올림픽로 171|http://www.theridge354.co.kr|김달진미술연구소|128.71038480000004|37.6677927
KT&G상상마당 춘천 아트갤러리||070-7586-0550|강원도 춘천시 스포츠타운길 399번길 25|http://www.sangsangmadang.com/main/CC|김달진미술연구소||
강릉아트센터||033-660-6800|-, 강원도 강릉시 종합운동장길 84 (교동)|http://www.gn.go.kr/artscenter/index.do|김달진미술연구소||
아원고택|||-, 전북 완주군 소양면 대흥리 송광수만로 516-7|http://|김달진미술연구소||
강릉아트센터갤러리||033-660-6813|강원도 강릉시 종합운동장길 84|http://www.gn.go.kr/artscenter/|김달진미술연구소||
평창아트||02-3216-0034|서울시 종로구 평창동 462-2|http://|김달진미술연구소|126.9749041|37.6126567
키미아트||02-394-6411|서울시 종로구 평창30길 47|http://www.kimiart.net|김달진미술연구소|126.97427800000002|37.6129693
서울옥션||02-395-0330|서울시 종로구 평창30길 24|http://www.seoulauction.com|김달진미술연구소|126.97508849999997|37.6117626
그로리치화랑||02-395-5907/5917|서울시 종로구 평창동 462-1|http://|김달진미술연구소|126.9750281|37.6130272
갤러리세줄||02-391-9171|서울시 종로구 평창30길 40|http://www.sejul.com|김달진미술연구소|126.97513549999996|37.6133714
가나아트센터||02-720-1020|서울시 종로구 평창30길 28|http://www.ganaart.com|김달진미술연구소|126.9751681|37.6121544
운영안함_운보갤러리||02-734-5121|-, 서울시 종로구 평창동|http://|김달진미술연구소|126.9668582|37.6053351
移 두루아트스페이스||02-720-0345|서울시 종로구 부암동 278-7|http://blog.naver.com/durugallery|김달진미술연구소|126.9635528|37.5932223
웅갤러리||02-546-2710|서울시 종로구 자하문로 299|http://www.woonggallery.com|김달진미술연구소|127.0371217|37.5214819
가나포럼스페이스||02-720-1020|서울시 종로구 평창동 98|http://|김달진미술연구소|126.9750885|37.6117626
빛갤러리||02-720-2250|서울시 종로구 자하문로45길 11|http://www.vitgallery.com|김달진미술연구소|126.95939380000004|37.5987379
移 가인갤러리||02-394-3631|서울시 종로구 평창동 512-2|http://www.gaainart.com|김달진미술연구소|126.96984010000005|37.6110051
가나아트센터 가나아트에디션 전시장 (구 가나아트센터 공예관)||02-3217-1094|서울시 종로구 평창동 97|http://|김달진미술연구소|126.9751681|37.6121544
갤러리2 GALLERY 2||02-3448-2112|서울 종로구 평창길 204|http://www.gallery2.co.kr|김달진미술연구소|127.0370388|37.5262559
스페이스 크로프트||02-391-0013|-,|http://|김달진미술연구소||
갤러리애족||02-3216-1583|서울시 종로구 부암동 185-4번지 1F|http://|김달진미술연구소|126.96192070000006|37.5979753
스페이스판||02-379-1776|서울시 종로구 평창동 411-8|http://|김달진미술연구소|126.9794622|37.6158660
변경_시우터아트 무한스페이스||02-396-3331|서울시 종로구 구기동 88-2|http://www.siuter.com|김달진미술연구소|126.9587034|37.6075718
휴관_아트스페이스 스푼||02-394-3694|서울시 종로구 부암동 43-2|http://www.staart.kr/spoon|김달진미술연구소|126.9673029|37.5942193
정송갤러리||02-395-4921|서울시 종로구 평창동 512-7|http://|김달진미술연구소|126.9705386|37.6104571
갤러리피원 Gallery P1||02-379-8024|서울시 종로구 부암동 219-2|http://www.galleryp1.co.kr|김달진미술연구소|126.96389049999993|37.5947543
스페이스구기56||02-379-0056|서울시 종로구 구기동 166-3|http://www.googi56.com|김달진미술연구소|126.9597440|37.6138476
쉼갤러리||02-396-9277|서울시 종로구 홍지동 36-20|http://www.shuim.org|김달진미술연구소|126.9556636|37.5994636
쉼박물관||02-396-9277|서울시 종로구 홍지동 36-20|http://www.shuim.org|김달진미술연구소|126.9556636|37.5994636
아트라운지디방||02-379-3085/6|서울시 종로구 평창동 435|http://www.dibang.org|김달진미술연구소|126.97875939999994|37.61176560000001
가나아트센터 포럼스페이스||02-720-1020|서울시 종로구 평창동 98|http://www.ganaart.com|김달진미술연구소|126.9750885|37.6117626
갤러리아트유저||02-379-0317|서울시 종로구 평창30길 15|http://|김달진미술연구소|126.97472360000006|37.6111188
갤러리하나사랑||02-2002-2768|서울시 종로구 평창동 150-1 평창동빌딩 1F(하나은행평창동지점 내)|http://hanabank.com/cybergallery|김달진미술연구소|126.9712346|37.6073708
갤러리반디트라소||02-734-2312|서울시 종로구 백석동1가길 45|http://www.gallerybandi.com|김달진미술연구소|126.96623780000004|37.5936982
閉갤러리평창동||02-1661-7844|서울시 종로구 평창동 462-1|http://www.462-1.com|김달진미술연구소|126.97502810000003|37.6130272
백자은갤러리||070-7715-0764|서울시 종로구 평창동 468-3|http://www.bjngallery.com|김달진미술연구소|126.97535449999998|37.61417429999999
서울미술관||02-395-0100|서울시 종로구 창의문로11길 4-1|http://www.seoulmuseum.org|김달진미술연구소|126.96253990000002|37.5949731
본화랑||02-732-2366|서울시 종로구 자하문로 299 B1F|http://www.bongallery.com|김달진미술연구소|126.9812607|37.5799159
금보성갤러리(금보성아트센타로 명칭변경)||02-1661-7844|서울시 종로구 평창동 111-16|http://|김달진미술연구소|126.9781802|37.6126247
移 두루아트스페이스||02-720-0345|서울시 종로구 부암동 306-9|http://blog.naver.com/durugallery|김달진미술연구소|126.96322170000008|37.5928419
JJ중정갤러리||02-549-0207|서울시 종로구 평창10길 7-12|http://www.jjjoongjung.com|김달진미술연구소|126.96809159999998|37.6046781
누크갤러리||02-732-7241|서울시 종로구 평창 34길 8-3|http://blog.naver.com/nookgallery|김달진미술연구소|126.97643619999997|37.6135917
금보성아트센터||02-396-8744|서울시 종로구 평창36길 20|http://blog.naver.com/kimboseong66|김달진미술연구소|126.9781802|37.6126247
갤러리연우||070-8621-1790|서울시 종로구 평창7길 32|http://www.gallery-yeonwoo.com|김달진미술연구소|126.9760225|37.6165056
갤러리빔||02-723-8574|서울시 종로구 평창길 299-5|http://www.biim.net|김달진미술연구소|126.97622350000006|37.6158884
아트스페이스퀄리아||02-379-4648|서울시 종로구 평창11길 41 1F|http://|김달진미술연구소|126.96413589999997|37.6077513
갤러리라온||02-373-6987|서울시 종로구 자하문로41길 4|http://galleryraon.com|김달진미술연구소|126.96227499999998|37.5975811
이정아갤러리||02-391-3388|서울시 종로구 평창30길 25|http://|김달진미술연구소|126.97474699999998|37.612057
플라스크||02-3216-5357|서울시 성북구 정릉로6길 47|http://www.plasque.co.kr|김달진미술연구소|126.99399070000004|37.6102836
키스갤러리 평창동||02-745-0180|서울시 종로구 평창 31길8, 2F|http://www.kissgallery.co.kr|김달진미술연구소|126.975372|37.6117399
컬러리빙(갤러리평창동으로 명칭변경)||070-7785-1540|서울시 종로구 평창11길 43|http://|김달진미술연구소|126.96570640000004|37.6092615
갤러리평창동||070-7785-1540|서울시 종로구 평창11길 43|http://|김달진미술연구소|126.96570640000004|37.6092615
자하갤러리||02-391-8881|서울시 종로구 평창문화로 87|http://www.zahagallery.com|김달진미술연구소|126.96685819999993|37.6053351
브루지에-히가이갤러리 서울||02-3417-0900|서울시 종로구 자하문로 299|http://galerie-brugier-rigail.com|김달진미술연구소||
에이앤에이갤러리||02-730-1995|서울 종로구 부암동 1~200|http://|김달진미술연구소||
석파랑아트홀||02-395-2504|서울시 종로구 자하문로 309|http://|김달진미술연구소||
에이라운지||02-395-8135|서울 종로구 백석동1가길 45, 2F|http://www.a-lounge.kr|김달진미술연구소||
세검정북갤러리||02-730-6216|-, 서울 종로구 자하문로 312|http://|김달진미술연구소||
갤러리고도||02-720-2223|서울시 종로구 삼일대로 461 101동 지하 107호|http://www.gallerygodo.com|김달진미술연구소|126.98556209999992|37.5757217
갤러리올||02-720-0054|서울시 종로구 인사동길 36|http://www.kpaa.asia|김달진미술연구소|126.98540980000007|37.5736832
休 학고재아트센터|||-,|http://www.hakgojae.com|김달진미술연구소|126.9841253|37.5747345
하나아트갤러리||02-736-6550|서울시 종로구 관훈동 27-5|http://www.hanaartgallery.com|김달진미술연구소|126.98527050000007|37.5738496
