##NAME|TYPE|SUBNAME|TELNUM|NEWADDR|OT|OFFDAY|COST|FEAT|WEBSITE|SOURCE2|XCOORD|YCOORD@@박물관
덕소자연사박물관|사립||031-521-7166|경기 남양주시 와부읍 석실로 46-11|10:00~18:00|매주 월요일, 1월 1일, 설·추석 당일|일반 : 7,000원(단체 6,000원) / 청소년, 어린이 : 6,000원(단체 : 4,000원) / 군인, 장애인 : 3,500원(단체 : 3,000원) / 노인(65세 이상) : 무료 / 가족(3인 이상) 할인권 / ※단체 20명 이상|아트샵; 레스토랑; 3D 영상실|http://www.duksomuseum.com|한국박물관협회|127.2307003|37.5796790
덕포진교육박물관|사립||031-989-8580|경기 김포시 대곶면 신안리 덕포진로 103번길 90|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 설·추석 당일 오전|어린이 : 1,500원, 청소년 : 2,000원 / 일반 : 3,000원 / ※단체 20명 이상 관람시 할인||http://www.덕포진교육박물관.kr|한국박물관협회|126.5387479|37.6507279
도계민화박물관|사립||041-551-6886|충남 천안시 동남구 정골1길 73-9|10:00~18:00|매주 월요일, 설날 추석 당일|무료|전시실; 교육관; 휴게실||한국박물관협회||
도산안창호기념관|사립||02-541-1800|서울 강남구 도산대로 45길 20 도산공원 내|월~일 10:00~17:00|신년 1월 1일, 설.추석연휴|무료|아트샵|http://www.ahnchangho.or.kr|한국박물관협회|127.0356302|37.5239978
독도박물관|공립||054-790-6432~3|경북 울릉군 울릉읍 약수터길 90-17|09:00~18:00|연중휴무|무료||http://www.dokdomuseum.go.kr|한국박물관협회|130.9008459|37.4833724
독립기념관|사립||041-560-0114|충남 천안시 동남구 목천읍 독립기념관로 1|하절기 09:00~18:00 / 동절기 09:00~17:00|매주 월요일|무료|아트샵; 레스토랑; 카페; 야영장; 운동장(솔숲쉼터)|http://www.i815.or.kr|한국박물관협회||
동강사진박물관|공립||033-375-4554|강원 영월군 영월읍 영월로 1909-10|09:00~18:00|1월 1일|일반 : 1,000원(단체 : 500원) / 학생 : 500원(단체 : 300원) / 65세 이상 : 무료 / 영월관내 군민, 초 · 중 · 고등학생 할인 / ※단체 20명 이상|카페|http://www.dgphotomuseum.com|한국박물관협회|128.4614250|37.1819929
동국대학교박물관|대학||02-2260-3722|서울 중구 필동로 1길 30|10:00~17:00|주말|무료||http://www.dgumuseum.dongguk.ac.kr|한국박물관협회|127.0023443|37.5582533
동덕여자대학교박물관|대학||02-940-4232|서울 성북구 화랑로 13길 60 동덕여자대학교 여성학센터 4층|10:00~17:00|주말, 공휴일, 박물관 규정에 정한 휴관일|무료|아트샵|http://dgumuseum.dongguk.edu|한국박물관협회|127.0418169|37.6055004
동아대학교석당미술관|대학||051-200-8749|부산 서구 구덕로 225 동아대학교부민캠퍼스|화요일~일요일(09:30 ~ 17:00)|개교기념일, 법정공휴일, 월요일|무료|휴게실; 주차장|http://museum.donga.ac.kr|한국박물관협회|129.0193225|35.1047113
동아대학교석당박물관|대학||051-200-8493|부산 서구 구덕로 225 동아대학교부민캠퍼스|09:30~17:00|매주 월요일, 공휴일, 개교기념일(11.1)|무료|카페|http://museum.donga.ac.kr|한국박물관협회|129.0193250|35.1045990
동아방송예술대학교/DIMA아트센터|사립||031-670-6938|경기 안성시 삼죽면 동아예대길47 동아방송예술대학교 엔터테인먼트관 1층|월~토 9:00 ~ 18:00|일, 공휴일 휴관|무료|카페; 공연장|http://art.dima.ac.kr|한국박물관협회||
동양자수박물관|사립||033-644-0600|강원 강릉시 죽헌길 140-12|09:30~18:00||성인 : 4,000원(단체 : 3,000원) / 초 · 중 · 고등학생 : 3,000원(단체 : 2,000원) / 유치원 : 2,000원(단체 : 1,500원) / ※단체 30명 이상|아트샵|http://www.orientalembroidery.org|한국박물관협회|128.8805287|37.7781766
동학농민혁명기념관|공립||063-536-1894|전북 정읍시 덕천면 동학로 742|하절기(3월~10월) 09:00-19:00 / 입장시간 09:00-18:00동절기(11월~2월) 09:00-18:00 / 입장시간 09:00-17:00|매주 월요일, 1월 1일은 휴관|무료||http://1894.or.kr|한국박물관협회||
두루뫼사료관|사립||031-958-6101~2|경기 파주시 법원읍 초리골길 278|10:00~18:00|연중무휴|초등학생 : 3,000원(단체 : 2,000원) / 청소년(중·고생) : 4,000원(단체 : 3,000원) / 성인 : 5,000원(단체 : 4,000원) / 경로·군인·유공자·장애인(성인기준) :4,000원(단체 : 3,500원) / ※단체 30명 이상|카페; 휴게실|http://www.durumea.org|한국박물관협회|126.8965269|37.8571241
둘리뮤지엄|공립||02-990-2200|서울 도봉구 시루봉로1길 6|평일 10:00~18:00|매주 월요일 / 1월1일, 설날 및 추석당일, 그 밖에 구청장이 시설물의 유지·보수 관리 및 전시행사 준비 등 특별히 휴관이 필요하다고 인정하는 날|개인 4,000원(주중) / 5,000원 (주말 및 공휴일)|도서관|http://doolymuseum.or.kr|한국박물관협회||
디자인씽킹뮤지엄|사립||033-823-2700|강원 강릉시 구정면 정등로 130|오전9시30분~오후6시(매표마감 17시30분), 단체(20인 이상)는 예약 후 관람|매주 월·화 휴관, 1월1일·설날당일·추석당일 휴관|일반 10,000 청소년/군인 9,000 어린이 8,000 (단체20인 이상시 1,000원씩 할인)|야외 교육장; 놀이터|http://scalemuseum.org|한국박물관협회|128.8741991|37.7293092
디자인코리아뮤지엄|사립||070-7010-4346|경기 성남시 분당구 양현로 322 코리아디자인센터 지하1층|10:00~18:00|매주 월요일|대인(19세 이상) : 5,000원 / 소인(19세 미만) : 4,000원|아트샵; 카페|http://www.designmuseum.or.kr|한국박물관협회||
땅끝해양자연사박물관|사립||061-535-2110|전남 해남군 송지면 중대동길 5-4|09:00~18:00|매월 2, 4째주 화요일|어린이 : 1,000원(단체 : 800원) / 청소년 : 2,000원(단체 : 1,500원) / 성인 : 3,000원(단체 : 2,500원) / ※단체 30명 이상|아트샵|http://www.tmnhm.co.kr|한국박물관협회|126.5673321|34.3248176
떡박물관|사립||02-741-5447|서울 종로구 돈화문로 71|10:00~18:00|설·추석 당일|일반 : 3,000원(단체 : 2,000원) / 학생 : 2,000원(단체 : 1,000원) / ※단체 20명 이상|아트샵; 카페; 공연장|http://www.tkmuseum.or.kr/|한국박물관협회|126.9906760|37.5749730
라디오스타박물관|공립||033-372-8123|강원 영월군 영월읍 금강공원길 84-3|화요일 ~ 일요일 (09시~18시)|매주 월요일 /1월1일, 설날, 추석당일 등|어른 개인 3,000원 / 단체 2,000원군인·청소년 개인 2,000원 / 단체 1,500원 어린이 개인 2,000원 / 단체 1,500원(영월군민 50% /단체 20명 이상)|기념품샵 /  카페|http://ywmuseum.com|한국박물관협회||
록봉민속교육박물관|사립||051-892-5997|부산 강서구 가덕해안로 741|10:00~18:00|매주 월요일|유아~성인 : 5,000원|카페|http://www.rogbong.com|한국박물관협회|128.8133210|35.0315686
롯데월드/민속박물관|사립||02-411-4762|서울 송파구 올림픽로 240|09:30~20:00 / 주말 및 공휴일 9:30~21:00|연중무휴|일반(20세 이상) : 5,000원(단체 : 3,500원) / 청소년(14~19세) : 3,000원(단체 : 2,500원) / 어린이(36개월 이상~13세), 만 65세 이상 : 2,000원(단체 : 1,500원) / 장애인 및 국가유공자 : 단체요금 적용 ※20명 이상|아트샵; 레스토랑; 카페|http://www.lotteworld.com/museum|한국박물관협회|127.0965917|37.5110859
롯데월드/아쿠아리움|사립||02-3213-3214|서울 송파구 올림픽로 300|평일 : 10:00-20:00 / 주말 : 10:00-22:00* 운영시간은 회사사정으로 인해 상시 변경될 수 있사오니, 방문일자의 운영시간을 확인해주세요.|연중무휴|어른 및 청소년 : 31,000원 / 어린이 : 27,000원|롯데월드; 서울스카이360|http://lotteworld.com/aquarium|한국박물관협회||
리미술관|사립||055-835-2015|경남 사천시 사천읍 읍내로 52 2층, 3층|* 관람시간 : 09:30~18:00(입장시간 : 관람종료 1시간 전까지)|매주 일요일, 월요일|* 관람료 : 대인 4,000원(대학생 포함) 청소년 3,000원 소인 2,000원  - 단 체 30인 이상 : 20% 할인   - 장애인, 국가유공자 : 20% 할인 (관련증 소지자)  - 사천 시민 : 50% 할인 (주민등록증 필수 지참)|전시실; 학예실; 교육실; 다목적전시실|http://sacheonlee-artmuseum.com|한국박물관협회||
만봉불화박물관|사립||033-372-5009|강원 영월군 김삿갓면 예밀리 망경대산길 135-3|10:00~18:00|연중무휴|어른 : 5,000원(단체 : 3,000원) / 청소년, 군인 : 3,000원(단체 : 2,000원) / 초등학생, 노인 : 2,000원(단체 : 1,000원) / ※단체 10명 이상||http://www.shinwon.or.kr|한국박물관협회||
만해기념관|사립||031-744-3100|경기 광주시 중부면 남한산성로 792번길 24-7|하절기(3월~10월) 09:00~18:00/ 동절기(11월~2월) 10:00~17:00|매주 월요일, 1월 1일|초·중·고등학생 : 1,000원(단체 : 800원) / 일반 : 2,000원(단체 : 1,600원) / 장애인, 군인 : 1,000원 / 국가유공자, 중부면 주민, 6세 이하 : 무료 / ※단체 20명 이상|아트샵|http://www.manhae.or.kr|한국박물관협회|127.1807469|37.4772659
만해문학박물관|사립||033-462-2303|강원 인제군 북면 만해로 91 동국대학교 만해마을|08:30~17:30|연중 무휴|무료|레스토랑; 카페; 서원보전|http://manhae2003.dongguk.edu/|한국박물관협회|128.3170375|38.1871321
말박물관|공립||02-509-1275|경기 과천시 경마공원대로 107|10:00~18:00|1월 1일, 설·추석 연휴|무료||http://park.kra.co.kr/seoul_main.do|한국박물관협회|127.0121590|37.4478520
명성황후기념관|공립||031-881-9674|경기 여주시 명성로 71|||||http://empressmyeongseong.kr|한국박물관협회||
명인박물관|사립||02-766-0272|서울 종로구 북촌로 6길 1|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 일, 월요일, 설·추석 연휴|7세이하 어린이 : 무료 / 학생 : 2,000원 / 성인 : 3,000원||http://www.myeonginmuseum.com|한국박물관협회|126.9851681|37.5801351
모긴미술관|사립||061-781-4600|전남 순천시 황전면 장터길 39|하절기 : 10:00~18:00동절기 : 10:00~17:00|매주 월요일, 1월 1일||전시실; 학예연구실; 자료실; 세미나실; 체험학습실; 창고 ; 숙직실; 수장고; 창고; 화장실|http://mogin.or.kr|한국박물관협회||
모란미술관|사립||031-594-8001~2|경기 남양주시 화도읍 경춘로 2110번길 8|5월~8월 09:30~18:30 / 3월, 10월 17:30 / 4월, 9월 18:00 / 11월~2월 17:00까지|매주 월요일|일반 : 3,000원(단체 2,500원) / 청소년 : 2,000원(단체 : 1,500원) / 어린이 : 1,500원(단체 : 1,000원) / ※단체 20명 이상||http://www.moranmuseum.org|한국박물관협회|127.3243169|37.6505502
모산조형미술관|사립||041-933-8100|충남 보령시 성주면 성주산로 673-24|09:00~18:00|연중무휴|무료|카페|http://www.mosanmuseum.org|한국박물관협회|126.6578241|36.3111571
목아박물관|사립||031-885-9952|경기 여주시 강천면 이문안길 21|하절기 09:00~18:00 / 동절기 09:00~17:00|매주 월요일|일반 : 5,000원(단체 : 3,000원) / 경로, 어린이, 청소년 : 3,000원(단체 : 2,000원) / ※단체 20명 이상 / ※여주시민 : 평일 무료, 주말 및 공휴일 1,000원 / 국가유공자, 장애 3급 이상 : 무료|아트샵; 카페|http://www.moka.or.kr|한국박물관협회|127.6878915|37.2882091
목인박물관/목석원|사립||02-722-5055|서울 종로구 창의문로5길 46-1|10:30 - 19:00 (입장마감 18:00) 동절기 10:30 - 18:00 (입장마감 17:00)|매주 월요일 및 설/추석 연휴 휴관* 박물관 사정에 따라 변동될 수 있습니다.|일반 12,000원 / 19세 미만 7,000원 / 36개월 이상-초등학생 5,000원|정원|http://www.mokinmuseum.com|한국박물관협회||
목포문학관|공립||061-270-8400|전남 목포시 남농로 95|09:00~18:00|매주 월요일|성인 : 2,000원(단체 : 1,500원) / 청소년ㆍ군인 : 1,500원(단체 : 1,000원) / 초등학생 : 1,000원(단체 : 500원) / ※단체 20명 이상|아트샵|http://munhak.mokpo.go.kr|한국박물관협회|126.4168625|34.7928833
목포자연사박물관|공립||061-274-3655|전남 목포시 남농로 135|09:00~18:00|매주 월요일|성인 : 3,000원(단체 : 2,500원) / 청소년, 군인 : 2,000원(단체 : 1,500원) / 초등학생 : 1,000원(단체 : 700원) / ※단체 20명 이상||http://museum.mokpo.go.kr|한국박물관협회|126.4209597|34.7936768
몽양여운형생가·기념관|공립||031-770-2309|경기 양평군 양서면 몽양길 66|하절기 09:30~18:00 / 동절기 09:30~17:00|매주 월요일, 1월 1일, 설·추석 당일|일반 : 1,000원(단체 : 800원) / 중·고등학생, 군인 : 800원(단체 : 500원) / 초등학생 : 500원(단체 : 400원) / ※단체 20명 이상|매점|http://yp21.go.kr/museumhub|한국박물관협회|127.3734399|37.5303488
무등현대미술관|사립||062-223-6677|광주 동구 중심사길 9|하절기 10:00~18:00동절기 10:00~17:30|매주 월요일, 1월 1일, 설ㆍ추석 당일|일반 : 1,000원(단체 : 700원) / 학생 : 500원(단체 : 300원) / ※단체 20명 이상|아트샵|http://mdmoca.co.kr|한국박물관협회|126.9537125|35.1341987
무주곤충박물관|공립||063-324-1155|전북 무주군 설천면 무설로 1324|하절기 : 09:00~18:00(입장마감 17:00) / 동절기 : 09:00~17:00(입장마감 16:00)|월요일(월요일이 공휴일 경우 다음날), 명절 당일|성인(20세이상) : 5000원 / 청소년(14세~19세) : 3000원 / 어린이(4세~13세) : 2000원 / 경로(65세이상) : 3000원|생태온실; 입체영상실; 돔영상실; VR영상실|http://tour.muju.go.kr/bandiland/index.do|한국박물관협회||
문경에코랄라|공립||054-572-6854|경북 문경시 가은읍 왕능길 112|하절기 09:00~18:00 / 동절기 09:00~17:00 1월 1일, 설·추석 당일||어른 : 2,000원(단체 : 1,500원) / 청소년 : 1,500원(단체 : 1,000원) / 유치원 : 800원(단체 : 500원) / 경로, 유아 : 무료 / 갱도체험관 체험료 별도 / ※단체 20명 이상||http://coal.gbmg.go.kr|한국박물관협회|128.0617521|36.6539864
문경자연생태박물관|공립||054-550-8383|경북 문경 문경읍 새재1길 45|하절기(3월 1일~10월 31일) 09:00~18:00 / 동절기(11월 1일~다음해 2월 말일) 09:00~17:00|1월 1일, 설날(음력 1월 1일), 추석(음력 8월 15일)|어른 : 2,000원(단체 : 1,500원) / 어린이·청소년·군인 : 1,500원(단체 : 1,000원) / ※ 단체 : 20명이상||http://ecopark.gbmg.go.kr|한국박물관협회|128.0765000|36.7542417
뮤지엄김치간|사립||02-6002-6456|서울 종로구 인사동길35-4, 인사동마루 본관 4,5,6층|10:00 - 18:00(마지막 입장 17:30)|매주 월요일, 1월 1일, 설 연휴, 추석 연휴, 크리스마스|세부내용 뮤지엄김치간 홈페이지 확인|북카페|https://www.kimchikan.com|한국박물관협회|126.9851243|37.5734918
뮤지엄산|사립||033-730-9000|강원 원주시 지정면 오크밸리 2길 260|10:30~18:00|매주 월요일, 1월 1일, 설·추석 당일|뮤지엄(대인) : 12,000원(단체 : 9,600원) / 뮤지엄(소인) : 7,000원(단체 : 5,600원) / 제임스터렐관(대인) : 28,000원(단체 : 22,400원) / 제임스터렐관(소인) : 18,000원(단체 : 14,400원)|아트샵; 레스토랑; 카페|http://www.museumsan.org|한국박물관협회|127.8237167|37.4154428
미리벌민속박물관|사립||055-391-2882|경남 밀양시 초동면 초동중앙로 439|09:00~18:00|연중무휴|성인 : 4,000원(단체 : 3,500원) / 초·중·고생 : 3,000원(단체 : 2,500원) / 유치부 : 2,500원(단체 : 2,000원) / ※단체 30명 이상||http://www.miribeol.org|한국박물관협회|128.6744441|35.4189650
밀알미술관|사립||02-3412-0062|서울 강남구 일원로 90|09:30~17:00|공휴일|무료||http://milalmuseum.or.kr|한국박물관협회|127.0822266|37.4859382
밀양시립박물관|공립||055-359-5589|경남 밀양시 밀양대공원로 100|09:00~18:00||어른 : 1,000원(단체 : 700원) / 어린이 : 500원(단체 : 300원) / 청소년, 학생, 군인 : 700원(단체 : 500원) / ※단체 20명 이상|아트샵|http://museum.miryang.go.kr|한국박물관협회|128.7591808|35.5033313
박물관/수|사립||053-744-5500|대구 수성구 국채보상로 186길 79|월~토 10:00~18:00|매주 일요일, 공휴일, 설·추석 연휴|초·중·고등학생 : 1,500원 / 일반 : 3,000원 / 미취학아동, 65세 이상 : 무료|아트샵; 문화 교육실 및 체험장|http://www.museumsoo.org|한국박물관협회|128.6341752|35.8648182
박물관은/살아있다|사립||064-805-0888|제주 서귀포시 중문관광로 42|09:00~23:00(야간개장)|연중무휴|성인: 10,000원·8,000원(대학생 포함) / 청소년·군경 : 9,000원·7,000원(중,고교생 포함) / 어린이 : 8,000원·6,000원(36개월 이상부터 초등학생까지) / 경로·장애인·국가유공자: 8,000원·6,000원(신분증 소지자·본인에 한함)|아트샵; 카페|http://www.alivemuseum.com/branch/jeju|한국박물관협회|126.4089300|33.2548060
박물관휴르|사립||053-759-3902|대구 수성구 국채보상로186길 47|화-일요일 :  10:00~19:00|매주 월요일, 설날 및 추석 당일(※단, 월요일이 공휴일일 경우 공휴일 다음날인 화요일 휴관)|일반 : 5,000원(단체 : 3,000원) / 학생:3,000원(단체 : 2,000원) / ※ 6세이하,국가유공자, 경로우대증, 장애인복지카드 소지자 무료 / ※단체 20명 이상|아트샵|https://museumhyur.modoo.at/?link=4jh2gu4x|한국박물관협회||
박을복자수박물관|사립||02-990-7000|서울 강북구 우이동 삼양로 149가길 53|12:00~17:00|주말, 공휴일|성인 : 6,000원(단체 : 3,000원) / 유아 및 학생 : 4,000원(단체 : 2,000원) / ※단체 20명 이상||http://www.embromuseum.com|한국박물관협회|127.0084926|37.6538122
배다골민속박물관|사립||031-970-6330|경기 고양시 덕양구 배다골길 131|10:00~18:00||대인 : 9,000원(단체 : 8,000원) / 소인, 경로 : 7,000원(단체 : 6,000원) / ※단체 20명 이상|아트샵; 레스토랑; 카페|http://www.baedagol.com|한국박물관협회|126.8475608|37.6310310
배재대학교박물관|대학||042-520-5259|대전 서구 배재로 155-40|09:30~16:30|주말, 공휴일|무료||http://museum.pcu.ac.kr|한국박물관협회|127.3661135|36.3211313
배재학당역사박물관|사립||02-319-5578|서울 중구 서소문로11길 19|10:00~17:00|매주 월요일, 공휴일|무료||http://appenzeller.pcu.ac.kr|한국박물관협회|126.9726101|37.5640020
백남준아트센터|공립||031-201-8545|경기 용인시 기흥구 백남준로 10|10:00~18:00 / 봄, 가을 토요일 1시간 연장 / 여름 7월~8월 10:00~19:00|매월 2, 4째 주 월요일|일반(만19세이상) : 4,000원(단체 : 2,000원) / 초등학생, 청소년, 군인 : 2,000원(단체 : 1,000원) / ※단체 20명 이상 / 유아(만7세이하), 노인(만65세이상), 장애인(1~3급) : 무료 / 경기도민 25%할인(신분증 필히 지참)|아트샵; 카페; 백남준 라이브러리|http://njp.ggcf.kr|한국박물관협회|127.1103650|37.2692070
백범김구기념관|사립||02-799-3400|서울 용산구 임정로 26|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 1월 1일, 설, 추석|무료|아트샵|http://www.kimkoomuseum.org|한국박물관협회|126.9592347|37.5442812
백영수미술관|사립||031-873-4613|경기 의정부시 안말로58번안길 55-1|10시~18시|매주 월요일 ,신정, 구정, 추석|일반:5000, 의정부시민:4000, 학생(초중고)·군인:3000, 미취학·다자녀·예술인카드:2000, 4세 미만:무료||https://blog.naver.com/pysmuseum|한국박물관협회||
백호문학관|공립||061-335-5008|전남 나주시 다시면 회진길 8|09:00~18:00 / 점심시간 : 12:00~13:00|매주 월요일, 설, 추석당일|||http://www.baekhomoonhak.or.kr|한국박물관협회|126.6668869|34.9969283
범어사성보박물관|사립||051-508-6139|부산 금정구 범어사로 250|09:00~17:00|매주 월요일, 설, 추석|무료|아트샵|http://www.beomeomuseum.org|한국박물관협회|129.0697097|35.2843049
범패민속문화박물관|사립||032-884-8904|인천 미추홀구 경인로70번길 11-13|09:00~18:00|매주 월요일|초등학생 : 3,000원(단체 : 2,500원) / 청소년, 군인 : 3,500원(단체 : 3,000원) / 일반 : 4,000원(단체 : 3,000원) / 노인 : 무료 ※단체 10명 이상|아트샵|http://www.nunghwa.org|한국박물관협회|126.6512218|37.4648096
벽골제농경문화박물관|공립||063-540-3771|전북 김제시 부량면 벽골제로 442|9시 ~ 18시|매년 1월 1일, 매주 월요일|||http://www.gimje.go.kr/tour/index.gimje?menuCd=DOM_000000401001002000|한국박물관협회||
벽봉한국장신구박물관|사립||031-949-0848|경기 파주시 탄현면 헤이리마을길 48-38|하절기(3월~10월) 11:00~19:00 / 동절기(11월~2월) 11:00~18:30|매주 월, 화|어른 5,000원 / 청소년, 어린이 3,000원 / 단체 관람 시 30% 할인(20명 이상)||http://www.bkjm.co.kr|한국박물관협회||
보령박물관|공립||041-930-4947|충남 보령시 대흥로 63|화~일요일 09:00~18:00(17:00까지 입장)|월요일, 1월1일, 설날, 추석, 월요일이 공휴일인 경우는 그 다음 날|어른 2000원, 청소년 / 군인 1000원 / 어린이 500원 / 영유아 및 노인 무료(보령시민 50% 할인)|수유실; 북카페; 강당 및 공연장|http://culture.brcn.go.kr|한국박물관협회||
보령석탄박물관|공립||041-934-1902|충남 보령시 성주면 성주산로 508|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00|매주 월요일, 설ㆍ추석 연휴, 관공서 공휴일의 다음날|어른 : 1,500원(단체 : 1,200원) / 청소년, 군인 : 800원(단체 : 600원) / 어린이 : 500원(단체 : 400원) / 지역주민 50%할인, 5세이하 유아, 65세이상 노인, 국가유공자, 장애인 : 무료 / ※단체 20명 이상||http://www.1stcoal.go.kr|한국박물관협회|126.6527184|36.3261189
보름산미술관|사립||031-985-0005|경기 김포시 고촌읍 수기로 100-78|하절기 10:00~18:00 / 동절기 10:00~17:00 / 일요일은 13:00부터|매주 월요일, 1월 1일, 설·추석 연휴|일반 : 2,000원|카페; 서점 및 작은도서관|http://www.boroomsan.com|한국박물관협회|126.7608751|37.5962761
보석박물관|공립||063-859-4641~3|전북 익산시 왕궁면 호반로 8|10:00~18:00 (매표시간 17:00까지)|매년 1월 1일, 매주 월요일|성인 개인 3,000원 단체 2,000원 / 문화성인 2,000원 단체 1,500원 / 청소년 개인 2,000원 단체 1,500원 / 문화청소년 개인 1,500원 단체 1,000원 / 어린이 개인 1,000원 단체 700원 / 문화어린이 700원 단체 500원 / ※ 지역주민 할인제 : 익산시에 주민등록이 설정된 자 중 신분증을 제시하는 관람객은 익산시민 요금 적용 / 문화가 있는 날 : 매월 마지막 주 수요일, 관람료 할인, 1시간 연장 / 단체 : 20명 이상(유료 인원 20명 이상 단체요금 적용 / 무료대상 : 만 6세 이하(보호자 동반하에 무료), 만 65세 이상(신분증 지참), 장애인 복지카드 소지자(1급~3급은 동반 보호자 1인 무료) 등|화석전시관 : 063- 859-4775; 주얼팰리스(주얼리) :  063- 834-5100; Ik's(식당) :  063- 832-0393; 관광안내센터 :  063- 859-4645|http://www.jewelmuseum.go.kr|한국박물관협회||
본태박물관|사립||064-792-8108|제주 서귀포시 안덕면 산록남로 762번길 69|10:00~18:00|연중무휴|성인 20,000원 / 학생(초,중,고) 10,000원 / 미취학 아동 : 8,000원성인(도민) 16,000원 / 학생(초,중,고 / 도민) 11,000원 / 미취학 아동(도민) 8,000원 성인(단체) 15,000원 / 학생(초,중,고 / 단체) 10,000원 / 미취학 아동(단체) 8,000원 *경로, 도민, 학생, 미취학 아동은 매표소에서 증빙 이후 금액 적용*국가유공자, 장애인, 각종 제휴 할인은 증빙서류 제시 후 금액 적용(중복할인 불가)|아트샵; 카페; 조각공원; 뮤직홀|http://www.bontemuseum.com|한국박물관협회|126.3924437|33.3038132
부산광역시립미술관|공립||051-744-2602|부산 해운대구 APEC로 58|10:00~20:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일|무료|아트샵; 레스토랑; 카페|http://art.busan.go.kr|한국박물관협회|129.1370285|35.1667495
부산광역시립박물관|공립||051-610-7111|부산 남구 유엔평화로 63|09:00~20:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일|무료|아트샵; 카페|http://museum.busan.go.kr|한국박물관협회|129.0940500|35.1295900
부산여자대학교차박물관|대학||051-850-3112|부산 부산진구 진남로 506|10:00~17:00|주말, 공휴일|무료|||한국박물관협회|129.0716380|35.1687260
부산영화체험박물관|공립||051-715-4200|부산 중구 대청로 126번길 12|10:00~18:00 (입장 및 발권 마감 시간은17:00입니다.)|매주 월요일 (공휴일과 겹치는 날엔 그 다음날), 1월 1일, 설날 및 추석 당일|성인 : 10,000 (단체 : 5,000) / 청소년, 어린이 : 7,000 (단체 : 3,500) / ※ 단체 20인 이상, 부산시민30% 할인|편의점|http://www.busanbom.kr|한국박물관협회||
부산포민속박물관|사립||051-803-4300|부산 부산진구 중앙대로 702번길 21|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 1월 1일, 설·추석 연휴|무료||http://www.pusanpo.or.kr|한국박물관협회|129.0603685|35.1555722
부천로보파크전시관|사립||070-7094-5479|경기 부천시 원미구 평천로 655|10:00~18:00|매주 월요일, 1월 1일, 설·추석 전일, 당일|어린이 : 3,000원(단체 : 2,000원) / 청소년 : 4,000원(단체 : 3,000원) / 일반 : 5,000원(단체 : 4,000원) / ※단체 20명 이상|아트샵|http://www.robopark.org|한국박물관협회|126.7647448|37.5175815
부천자연생태박물관|공립||032-625-3503|경기 부천시 원미구 길주로 660|3월~10월 09:30~18:00 / 11월~2월 09:30~17:00|매주 월요일, 1월 1일, 설, 추석|3세이상~초등학생 : 1,300원(단체 : 1,100원) / 중·고등학생 및 군인 : 1,800원(단체 : 1,400원) / 일반(19세이상) : 2,700원(단체 2,200원)|매점|http://ecopark.bucheon.go.kr|한국박물관협회|126.8165924|37.5048251
부천펄벅기념관|공립||032-668-7565|경기 부천시 소사구 성주로 214번길 61|09:00~18:00|매주 월요일, 공휴일 다음날, 1월 1일, 설·추석 연휴|무료|야외 공원|http://www.bcmuseum.or.kr|한국박물관협회|126.7816012|37.4754732
부천활박물관|공립||032-614-2678|경기 부천시 소사로 482 부천종합운동장|09:00~18:00|매주 월요일 / 공휴일 다음날 / 1월 1일 / 설·추석 연휴|일반 : 1,000원(단체 : 800원) / 초·중·고등학생 : 600원(단체 : 400원) / ※단체 20명 이상||http://www.bcmuseum.or.kr|한국박물관협회|126.7975125|37.5007750
부평역사박물관|공립||032-515-6471|인천 부평구 굴포로 151|9:00~18:00|매주 월요일, 1월 1일, 설·추석 당일|무료|카페|http://www.bphm.or.kr|한국박물관협회|126.7378240|37.5121372
북촌동양문화박물관|사립||02-723-0190|서울 종로구 북촌로 11길 76|10:00~18:00|매주 월요일|18세 이하, 65세 이상, 장애인, 유공자 : 3,000원(단체 : 2,000원) / 성인 : 5,000원(단체 : 4,000원) / ※단체 20명 이상|아트샵; 카페; 공연장|http://www.dymuseum.com|한국박물관협회|126.9835917|37.5838638
북촌박물관|사립||02-766-8402|서울 종로구 북촌로 39|10:00~18:00|매주 일요일, 1월 1일, 설ㆍ추석 연휴|개인 기획전시 일반 : 3,000원 / 학생 : 2,000원||http://bukchonmuseum.modoo.at|한국박물관협회|126.9847664|37.5802792
북촌생활사박물관|사립||02-736-3957|서울 종로구 북촌로 5 나길 90|하절기 10:00~18:00 / 동절기 11:00~18:00|연중무휴|5세 이상~고등학생, 70세 이상, 장애인, 국가유공자 : 3,000원(단체 : 2,400원) / 일반 : 5,000원(단체 : 4,000원) / ※단체 20명 이상||http://www.bomulgun.com|한국박물관협회||
불교중앙박물관|사립||02-2011-1960|서울 종로구 우정국로 55|하절기(3~10월) 10:00~18:00 / 동절기(11~2월) 10:00~17:00|매주 월요일, 설·추석 연휴|무료|아트샵; 카페|http://museum.buddhism.or.kr/|한국박물관협회|126.9820174|37.5744939
