##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|SCREEN|SIZE|HOMEPAGE|SOURCE2@@일반극장영화관
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
엠시네마/자동차극장||상설|006087|054-788-7800|경상북도 울진군 후포삼율로  276, (후포면) 엠시네마 자동차극장|1|52||영화진흥위원회
지평선시네마||상설|001210|063-547-1501|전라북도 김제시 검산동  산62-1 번지 김제시 지평선 시네마|2|99||영화진흥위원회
영화의/전당||상설|011051|051-780-6050|부산광역시 해운대구 수영강변대로  120, (우동)|6|4,560|http://www.dureraum.org/|영화진흥위원회
스타박스||상설|005055|041-837-4501|충청남도 부여군 계백로  305, (부여읍) 3층|2|166||영화진흥위원회
영화공장||상설|007093|055-364-9977|경상남도 양산시 덕계북길  35, (덕계동)|1|108||영화진흥위원회
