##NAME|TYPE|SUBNAME|TELNUM|NEWADDR|OT|OFFDAY|COST|FEAT|WEBSITE|SOURCE2|XCOORD|YCOORD@@박물관
대구약령시한의약박물관|공립||053-253-4729|대구 중구 달구벌대로415길 49|09:00~18:00(입장은 관람 종료 30분 전까지)|매주 월요일(월요일이 공휴일인 경우 개관 후 익일 휴관), 1월1일, 설·추석 당일|무료||http://www.daegu.go.kr/dgom|한국박물관협회||
대구향토역사관|공립||053-606-6421|대구 중구 달성공원로 35|||||http://artcenter.daegu.go.kr/hyangto|한국박물관협회||
대성동고분박물관|공립||055-330-6881|경남 김해시 가야의길 126|09:00~18:00|매주 월요일, 1월 1일|무료||http://ds.gimhae.go.kr/main/|한국박물관협회|128.8730700|35.2366196
대전시립박물관|공립||042-270-8608|대전 유성구 도안대로 398|동절기(11~2월) : 10:00~18:00 / 하절기(3~10월) : 10:00~19:00|매주 월요일, 1월 1일, 설·추석 당일, 기타 박물관장이 지정한 날※ 월요일이 공휴일일 경우 박물관 개관 후 익일 휴관|무료||http://museum.daejeon.go.kr|한국박물관협회||
대한민국술테마박물관|공립||063-290-3841~7|전북 완주군 구이면 덕천전원길 232-58|09:00 - 18:00|월요일(월요일이 공휴일인 경우 그 다음날) / 설 당일 / 추석 당일|성인 2천원 / 청소년 1천원 / 어린이 5백원|다목적강당; 야외무대|http://sulmuseum.kr|한국박물관협회||
대한민국역사박물관|국립||02-3703-9200|서울 종로구 세종대로 198|10:00~18:00 / 수, 토요일 21:00까지 야간개장|1월 1일, 설날, 추석|무료|문화상품점; 황토마루카페; 황토마루정원(옥상정원); 자전거 보관소 등|http://www.much.go.kr|한국박물관협회|126.9778134|37.5739236
독도박물관|공립||054-790-6432~3|경북 울릉군 울릉읍 약수터길 90-17|09:00~18:00|연중휴무|무료||http://www.dokdomuseum.go.kr|한국박물관협회|130.9008459|37.4833724
동강사진박물관|공립||033-375-4554|강원 영월군 영월읍 영월로 1909-10|09:00~18:00|1월 1일|일반 : 1,000원(단체 : 500원) / 학생 : 500원(단체 : 300원) / 65세 이상 : 무료 / 영월관내 군민, 초 · 중 · 고등학생 할인 / ※단체 20명 이상|카페|http://www.dgphotomuseum.com|한국박물관협회|128.4614250|37.1819929
둘리뮤지엄|공립||02-990-2200|서울 도봉구 시루봉로1길 6|평일 10:00~18:00|매주 월요일 / 1월1일, 설날 및 추석당일, 그 밖에 구청장이 시설물의 유지·보수 관리 및 전시행사 준비 등 특별히 휴관이 필요하다고 인정하는 날|개인 4,000원(주중) / 5,000원 (주말 및 공휴일)|도서관|http://doolymuseum.or.kr|한국박물관협회||
라디오스타박물관|공립||033-372-8123|강원 영월군 영월읍 금강공원길 84-3|화요일 ~ 일요일 (09시~18시)|매주 월요일 /1월1일, 설날, 추석당일 등|어른 개인 3,000원 / 단체 2,000원군인·청소년 개인 2,000원 / 단체 1,500원 어린이 개인 2,000원 / 단체 1,500원(영월군민 50% /단체 20명 이상)|기념품샵 /  카페|http://ywmuseum.com|한국박물관협회||
말박물관|공립||02-509-1275|경기 과천시 경마공원대로 107|10:00~18:00|1월 1일, 설·추석 연휴|무료||http://park.kra.co.kr/seoul_main.do|한국박물관협회|127.0121590|37.4478520
목포문학관|공립||061-270-8400|전남 목포시 남농로 95|09:00~18:00|매주 월요일|성인 : 2,000원(단체 : 1,500원) / 청소년ㆍ군인 : 1,500원(단체 : 1,000원) / 초등학생 : 1,000원(단체 : 500원) / ※단체 20명 이상|아트샵|http://munhak.mokpo.go.kr|한국박물관협회|126.4168625|34.7928833
목포자연사박물관|공립||061-274-3655|전남 목포시 남농로 135|09:00~18:00|매주 월요일|성인 : 3,000원(단체 : 2,500원) / 청소년, 군인 : 2,000원(단체 : 1,500원) / 초등학생 : 1,000원(단체 : 700원) / ※단체 20명 이상||http://museum.mokpo.go.kr|한국박물관협회|126.4209597|34.7936768
무주곤충박물관|공립||063-324-1155|전북 무주군 설천면 무설로 1324|하절기 : 09:00~18:00(입장마감 17:00) / 동절기 : 09:00~17:00(입장마감 16:00)|월요일(월요일이 공휴일 경우 다음날), 명절 당일|성인(20세이상) : 5000원 / 청소년(14세~19세) : 3000원 / 어린이(4세~13세) : 2000원 / 경로(65세이상) : 3000원|생태온실; 입체영상실; 돔영상실; VR영상실|http://tour.muju.go.kr/bandiland/index.do|한국박물관협회||
문경에코랄라|공립||054-572-6854|경북 문경시 가은읍 왕능길 112|하절기 09:00~18:00 / 동절기 09:00~17:00 1월 1일, 설·추석 당일||어른 : 2,000원(단체 : 1,500원) / 청소년 : 1,500원(단체 : 1,000원) / 유치원 : 800원(단체 : 500원) / 경로, 유아 : 무료 / 갱도체험관 체험료 별도 / ※단체 20명 이상||http://coal.gbmg.go.kr|한국박물관협회|128.0617521|36.6539864
문경자연생태박물관|공립||054-550-8383|경북 문경 문경읍 새재1길 45|하절기(3월 1일~10월 31일) 09:00~18:00 / 동절기(11월 1일~다음해 2월 말일) 09:00~17:00|1월 1일, 설날(음력 1월 1일), 추석(음력 8월 15일)|어른 : 2,000원(단체 : 1,500원) / 어린이·청소년·군인 : 1,500원(단체 : 1,000원) / ※ 단체 : 20명이상||http://ecopark.gbmg.go.kr|한국박물관협회|128.0765000|36.7542417
밀양시립박물관|공립||055-359-5589|경남 밀양시 밀양대공원로 100|09:00~18:00||어른 : 1,000원(단체 : 700원) / 어린이 : 500원(단체 : 300원) / 청소년, 학생, 군인 : 700원(단체 : 500원) / ※단체 20명 이상|아트샵|http://museum.miryang.go.kr|한국박물관협회|128.7591808|35.5033313
백남준아트센터|공립||031-201-8545|경기 용인시 기흥구 백남준로 10|10:00~18:00 / 봄, 가을 토요일 1시간 연장 / 여름 7월~8월 10:00~19:00|매월 2, 4째 주 월요일|일반(만19세이상) : 4,000원(단체 : 2,000원) / 초등학생, 청소년, 군인 : 2,000원(단체 : 1,000원) / ※단체 20명 이상 / 유아(만7세이하), 노인(만65세이상), 장애인(1~3급) : 무료 / 경기도민 25%할인(신분증 필히 지참)|아트샵; 카페; 백남준 라이브러리|http://njp.ggcf.kr|한국박물관협회|127.1103650|37.2692070
백호문학관|공립||061-335-5008|전남 나주시 다시면 회진길 8|09:00~18:00 / 점심시간 : 12:00~13:00|매주 월요일, 설, 추석당일|||http://www.baekhomoonhak.or.kr|한국박물관협회|126.6668869|34.9969283
벽골제농경문화박물관|공립||063-540-3771|전북 김제시 부량면 벽골제로 442|9시 ~ 18시|매년 1월 1일, 매주 월요일|||http://www.gimje.go.kr/tour/index.gimje?menuCd=DOM_000000401001002000|한국박물관협회||
보령박물관|공립||041-930-4947|충남 보령시 대흥로 63|화~일요일 09:00~18:00(17:00까지 입장)|월요일, 1월1일, 설날, 추석, 월요일이 공휴일인 경우는 그 다음 날|어른 2000원, 청소년 / 군인 1000원 / 어린이 500원 / 영유아 및 노인 무료(보령시민 50% 할인)|수유실; 북카페; 강당 및 공연장|http://culture.brcn.go.kr|한국박물관협회||
보령석탄박물관|공립||041-934-1902|충남 보령시 성주면 성주산로 508|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00|매주 월요일, 설ㆍ추석 연휴, 관공서 공휴일의 다음날|어른 : 1,500원(단체 : 1,200원) / 청소년, 군인 : 800원(단체 : 600원) / 어린이 : 500원(단체 : 400원) / 지역주민 50%할인, 5세이하 유아, 65세이상 노인, 국가유공자, 장애인 : 무료 / ※단체 20명 이상||http://www.1stcoal.go.kr|한국박물관협회|126.6527184|36.3261189
보석박물관|공립||063-859-4641~3|전북 익산시 왕궁면 호반로 8|10:00~18:00 (매표시간 17:00까지)|매년 1월 1일, 매주 월요일|성인 개인 3,000원 단체 2,000원 / 문화성인 2,000원 단체 1,500원 / 청소년 개인 2,000원 단체 1,500원 / 문화청소년 개인 1,500원 단체 1,000원 / 어린이 개인 1,000원 단체 700원 / 문화어린이 700원 단체 500원 / ※ 지역주민 할인제 : 익산시에 주민등록이 설정된 자 중 신분증을 제시하는 관람객은 익산시민 요금 적용 / 문화가 있는 날 : 매월 마지막 주 수요일, 관람료 할인, 1시간 연장 / 단체 : 20명 이상(유료 인원 20명 이상 단체요금 적용 / 무료대상 : 만 6세 이하(보호자 동반하에 무료), 만 65세 이상(신분증 지참), 장애인 복지카드 소지자(1급~3급은 동반 보호자 1인 무료) 등|화석전시관 : 063- 859-4775; 주얼팰리스(주얼리) :  063- 834-5100; Ik's(식당) :  063- 832-0393; 관광안내센터 :  063- 859-4645|http://www.jewelmuseum.go.kr|한국박물관협회||
부산광역시립박물관|공립||051-610-7111|부산 남구 유엔평화로 63|09:00~20:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일|무료|아트샵; 카페|http://museum.busan.go.kr|한국박물관협회|129.0940500|35.1295900
부산영화체험박물관|공립||051-715-4200|부산 중구 대청로 126번길 12|10:00~18:00 (입장 및 발권 마감 시간은17:00입니다.)|매주 월요일 (공휴일과 겹치는 날엔 그 다음날), 1월 1일, 설날 및 추석 당일|성인 : 10,000 (단체 : 5,000) / 청소년, 어린이 : 7,000 (단체 : 3,500) / ※ 단체 20인 이상, 부산시민30% 할인|편의점|http://www.busanbom.kr|한국박물관협회||
부천자연생태박물관|공립||032-625-3503|경기 부천시 원미구 길주로 660|3월~10월 09:30~18:00 / 11월~2월 09:30~17:00|매주 월요일, 1월 1일, 설, 추석|3세이상~초등학생 : 1,300원(단체 : 1,100원) / 중·고등학생 및 군인 : 1,800원(단체 : 1,400원) / 일반(19세이상) : 2,700원(단체 2,200원)|매점|http://ecopark.bucheon.go.kr|한국박물관협회|126.8165924|37.5048251
부천활박물관|공립||032-614-2678|경기 부천시 소사로 482 부천종합운동장|09:00~18:00|매주 월요일 / 공휴일 다음날 / 1월 1일 / 설·추석 연휴|일반 : 1,000원(단체 : 800원) / 초·중·고등학생 : 600원(단체 : 400원) / ※단체 20명 이상||http://www.bcmuseum.or.kr|한국박물관협회|126.7975125|37.5007750
부평역사박물관|공립||032-515-6471|인천 부평구 굴포로 151|9:00~18:00|매주 월요일, 1월 1일, 설·추석 당일|무료|카페|http://www.bphm.or.kr|한국박물관협회|126.7378240|37.5121372
사상생활사박물관|공립||051-310-5137|부산 사상구 낙동대로1258번길 36|09:00~18:00 (입장은 17:30분까지)|매주 월요일, 1월 1일, 설 및 추석연휴|무료||http://sasang.go.kr|한국박물관협회||
산림청국립수목원/산림박물관|국립||031-540-2000|경기 포천시 소흘읍 광릉수목원로 415|하절기(04월~10월) 09:00~18:00 / 동절기(11월~03월) 09:00~17:00|매주 일, 월요일, 1월 1일, 설·추석 연휴|어른 : 1,000원 / 청소년(만13~19세), 군인(하사 이하), 대학생(학생증 소지자) : 700원 / 어린이(만7세~12세) : 500원 / ※수목원 입장 후 박물관 : 무료 / 「문화가 있는 날」인 매달 마지막 주 수요일 : 무료|방문자센터; 우리나무 알림터; 숲 해설센터; 수유실 등|http://kna.go.kr|한국박물관협회|127.1646263|37.7557124
산청박물관|공립||070-8990-2133|경남 산청군 생초면 산수로 1064|09:00-18:00|매주 월, 추석, 설날|무료||https://www.sancheong.go.kr/schmuseum/index.do|한국박물관협회||
삼성현역사문화관|공립||053-804-7868|경북 경산시 남산면 상대로 883-30|하절기(3월~10월) : 09:00~18:00 / 동절기(11월~다음해 2월) : 09:00~17:00|매주 월요일, 추석 당일, 설 당일|어른 : 2,000원 / 청소년 : 1,500원 / 어린이 : 1,000원 / 경산시민 무료|세미나실; 아카이브실; 국궁장; 잔디썰매장; 놀이터; 야외공연장|http://samseonghyeon.gbgs.go.kr|한국박물관협회|128.7971397|35.7985188
삼척시립박물관|공립||033-575-0768|강원 삼척시 엑스포로 54|09:00~18:00|연중무휴|무료|아트샵|http://www.scm.go.kr|한국박물관협회|129.1584648|37.4389286
상주박물관|공립||054-536-6160|경북 상주시 사벌면 경천로 684|09:30~17:30 (매표 17:00까지)|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일|일반 : 1,000원(단체 : 700원) / 군인, 청소년 : 500원(단체 : 300원) / ※단체 20명 이상|카페|http://museum.sangju.go.kr|한국박물관협회|128.2410688|36.4599273
서대문자연사박물관|공립||02-330-8899|서울 서대문구 연희로 32길 51|3월~10월 09:00~18:00 / 11월~2월 09:00~17:00(토·일·공휴일은 1시간 연장 개관)|매주 월요일과 1월1일, 설날, 추석 당일|어린이(5~12세) : 1,000원(단체 : 800원) / 청소년, 군인(13~18세/하사이하) : 2,000원(단체 : 1,600원) / 어른 : 3,000원(단체 : 2,400원) / 노인, 영유아, 장애인 : 무료 / ※ 단체 20명 이상|자연사도서관|http://namu.sdm.go.kr|한국박물관협회|126.9376126|37.5765663
서대문형무소역사관|공립||02-360-8590~1|서울 서대문구 통일로 251|하절기(3월~11월) 09:30~18:00 / 동절기(12월~2월) 09:30~17:30|매주 월요일, 설ㆍ추석 당일|어른 : 3,000원(단체 : 2,400원) / 청소년, 군인(병장이하 사병) : 1,500원(단체 : 1,200원) / 초등학생 : 1,000원(단체 : 800원) / 6세 이하, 65세 이상 : 무료 / ※단체 20명 이상|아트샵|http://www.sscmc.or.kr|한국박물관협회|126.9562269|37.5742887
서울교육박물관|공립||02-2011-5780|서울 종로구 북촌로5길 48|평일 : 09:00-18:00 / 토ㆍ일요일 : 09:00~17:00|법정공휴일, 1, 3 주 수요일|무료||http://edumuseum.seoul.kr|한국박물관협회||
서울상상나라|공립||02-6450-9500|서울 광진구 능동로 216|오전 10시 ~ 오후 6시 (입장 마감 : 오후 5시)|매주 월요일, 1월 1일, 설/추석 연휴, 보수 기간|36개월 이상 어린이, 성인 : 4,000원||http://seoulchildrensmuseum.org|한국박물관협회||
서울약령시한의약박물관|공립||070-4277-5082|서울 동대문구 약령중앙로26|하절기(3~10월) 10:00~18:00 / 동절기(11~2월) 10:00~17:00|매주 월요일, 1월 1일, 설, 추석|무료||http://museum.ddm.go.kr|한국박물관협회||
서울역사박물관|공립||02-724-0274~6|서울 종로구 새문안로 55|09:00~20:00 / 토·일·공휴일 3~10월 09:00~19:00 / 11~2월 09:00~18:00|1월 1일, 매주 월요일|무료|아트샵; 식당; 카페; 물품보관소|http://www.museum.seoul.kr|한국박물관협회|126.9704375|37.5701434
서울특별시수도박물관|공립||02-3146-5936|서울 성동구 왕십리로 27|3월~10월 10:00~20:00 / 10:00~19:00(토·일·공휴일) / 11월~2월 10:00~19:00 / 10:00~18:00(토·일·공휴일)|매주 월요일, 1월 1일, 설ㆍ추석 당일|무료|실내·외 식사공간|http://arisumuseum.seoul.go.kr|한국박물관협회|127.0428043|37.5384289
석장리박물관|공립||041-840-8924|충남 공주시 금벽로 990|09:00~18:00|설날 및 추석 당일|어른 : 1,300원 / 청소년 : 800원||http://www.sjnmuseum.go.kr/|한국박물관협회||
성북선잠박물관|공립||02-744-0025|서울 성북구 성북로 96|화~일 : 10:00~18:00입장은 종료 30분전까지|매주 월요일 (※월요일이 공휴일인 경우 그 다음날)1월 1일, 설날, 추석 연휴, 성북구청장이 정하는 휴관일|성인 1,000원청소년·군경 500원어린이 300원유아·노인 무료(만 6세 이하, 만 65세 이상)|다목적실|http://museum.sb.go.kr/|한국박물관협회||
세미원연꽃박물관|공립||031-775-1835|경기 양평군 양서면 양수로93|09:30~18:00|매주 월요일|일반 : 4,000원(단체 : 3,500원) / 어린이, 청소년, 군인, 65세 이상 / 장애인 4, 5, 6급 : 2,000원(단체 : 1,500원) / 5세이하, 양평군민, 국가유공자, 장애인 1, 2, 3급 : 무료 / ※단체 30명 이상|카페; 베이커리전문점|http://www.semiwon.or.kr|한국박물관협회|127.3219247|37.5387488
소수박물관|공립||054-639-7964|경북 영주시 순흥면 소백로 2780|||||http://seonbichon.or.kr|한국박물관협회||
속초시립박물관|공립||033-639-2977|강원 속초시 신흥 2길 16|3월~10월 09:00~18:00 / 11월~2월 09:00~17:00|매주 월요일|어린이(초등학생) : 700원(단체 : 500원) / 청소년, 군인 : 1,500원(단체 : 1,000원) / 어른 : 2,000원(단체 : 1,500원 ) / ※단체 30명 이상||http://www.sokchomuse.go.kr|한국박물관협회|128.5396564|38.2005223
송파책박물관|공립||02-2147-2486-~-7|서울 송파구 송파대로37길 77|10:00 ~ 18:00 화, 수, 목, 금, 토, 일요일(입장마감 : 폐관 30분전)|매주 월요일, 1월 1일, 설날 및 추석 당일|무료|수유실; 오픈 스튜디오(보이는 수장고); 야외 정원|https://www.bookmuseum.go.kr/|한국박물관협회||
수도국산달동네박물관|공립||032-770-6131~3|인천 동구 솔빛로 51|09:00~18:00|매주 월요일, 1월 1일, 설·추석 당일|어린이(만5세~12세) : 200원(단체 : 100원) / 청소년, 군·경 : 300원(단체 : 200원) / 일반(만19세이상) : 500원(단체 : 250원) ※단체 10명 이상|아트샵|http://www.icdonggu.go.kr/museum|한국박물관협회|126.6391211|37.4774916
수원광교박물관|공립||031-228-4175|경기 수원시 영통구 광교로 182|||||http://ggmuseum.suwon.go.kr|한국박물관협회|127.0513175|37.2963686
수원박물관|공립||031-228-4150|경기 수원시 영통구 창룡대로 265|09:00~18:00|매월 1째주 월요일|청소년 및 군인 : 1,000원(단체 : 500원) / 일반 : 2,000원(단체 : 1,000원) / 어린이, 노인, 국가유공자, 장애인 : 무료 / ※단체 20명 이상|아트샵; 카페|http://ggmuseum.suwon.go.kr|한국박물관협회|127.0355214|37.2977001
수원화성박물관|공립||031-228-4242|경기 수원시 팔달구 창룡대로 21|09:00~18:00|매월 1째 주 월요일|일반 : 2,000원(단체 : 1,000원) / 청소년·군인 : 1,000원(단체 : 500원)|아트샵; 카페|http://hsmuseum.suwon.go.kr|한국박물관협회|127.0189340|37.2826896
순천시립뿌리깊은나무박물관|공립||061-749-8855|전남 순천시 낙안면 평촌 3길 45||매주 월요일|성인 1,000원 / 청소년 800원 / 어린이 500원|한옥; 쉼터; 야외전시장|http://suncheon.go.kr/tour/|한국박물관협회||
시흥오이도박물관|공립||031-310-3052|경기 시흥시 오이도로 332|10:00~18:00(입장은 마감 30분 전까지 가능)|1월 1일, 설날 및 추석, 매주 월요일|상설전시실 무료, 어린이체험실 1,000원(단체 및 시민 50% 활인)|교육실; 카페테리아; 휴게실; 주차장|http://oidomuseum.siheung.go.kr/|한국박물관협회||
실학박물관|공립||031-579-6000|경기 남양주시 조안면 다산로 747번길 16|12월~2월 10:00~18:00 / 7월~8월 10:00~19:00 / 3월~6월, 9월~11월 10:00~18:00(토요일 10:00~19:00)|매월 2, 4째주 월요일(단, 월요일이 공휴일인 경우는 제외)|일반 : 4000원(단체 : 2000원) / 어린이, 청소년, 군인 : 2000원(단체 : 1000원) / 경기도민 25% 할인 / 미취학아동, 65세 이상 : 무료 / ※단체 20명 이상|아트샵|http://silhak.ggcf.kr|한국박물관협회|127.3005540|37.5160198
아리랑박물관|공립||033-560-3031|강원 정선군 애산로 51|10:00~18:00 (입장은 마감시간 30분전까지 가능)|매주 월요일, 매년 1월 1일, 추석, 설날  (※단, 월요일이 공휴일일 경우 공휴일 다음의 첫번째 평일 휴관)|2,000원 (지역상품권 2,000원 교환)※지역상품권 (정선아리랑상품권): 정선군내 현금처럼 사용 가능  ※무료입장대상자: 6세미만 어린이, 국가유공자 및 그 배우자와 국가 유공자의 유족 중 국가유공자증서를 소지한 사람, 시장.군수 또는 구청장이 교부한 장애인 증명을 소지한 사람, 폐광지역(정선군, 태백시, 삼척시, 영월군, 보령시, 화순군, 문경시) 주민||http://arirangmuseum.or.kr|한국박물관협회||
안동시립민속박물관|공립||054-821-0649|경북 안동시 민속촌길 13|09:00~18:00|연중무휴|어른 : 1,000원(단체 : 800원) / 청소년, 초등학생, 군·경 : 300원(단체 : 200원) / ※단체 30명 이상|Book Shop|http://andong.go.kr/fm|한국박물관협회|128.7666531|36.5795038
안산어촌민속박물관|공립||032-886-2912|경기 안산시 단원구 선감동 대부황금로 7|09:00~18:00|매주 월요일, 설, 추석|일반 : 2,000원(단체 : 1,500원) / 청소년·군인 : 1,500원(단체 : 1,000원) / 어린이 : 1,000원(단체 : 700원) / ※단체 20명 이상||http://www.ansanuc.net|한국박물관협회|126.6461155|37.1925178
안산향토사박물관|공립||031-415-0041~2|경기 안산시 상록구 석호로 144|10:00~17:00|1월 1일, 설·추석 연휴|무료||http://www.ansanculture.or.kr|한국박물관협회|126.8476278|37.2991864
안성맞춤박물관|공립||031-676-4352|경기 안성시 대덕면 서동대로 4726-15|화-일요일 09:00 - 18:00|1월1일, 설날, 추석 휴관, 월요일 휴무(월요일이 휴일인 경우 다음날 휴관)|무료||https://www.anseong.go.kr/tourPortal/museum/contents.do?mId=0101000000|한국박물관협회||
안양박물관|공립||031-687-0909|경기 안양시 만안구 예술공원로 103번길 4|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 설·추석 당일|무료||http://www.ayac.or.kr/museum|한국박물관협회|126.9640233|37.3799647
암사동선사유적박물관|공립||02-3425-6520|서울 강동구 올림픽로 875|1월 ~ 12월(연중) 09:30 ~ 18:00 (입장마감 : 17:30)|1월 1일, 매주 월요일(단, 월요일이 공휴일일 때에는 공휴일 다음의 첫 번째 평일 「관공서의 공휴일에 관한 규정」 제2조)|어른 (만19세 ~ 64세) : 개인 - 700원, 단체(30인 이상) - 400원어린이(만7세 ~ 18세) : 개인 - 300원, 단체(30인 이상) - 200원* 만6세 이하 어린이, 만65세 이상 경로, 국가유공자, 장애우, 생활보호 대상자, 강동구 거주 다둥이카드 소지자 무료입장** 아침 운동시간 무료개방 10월 ~ 다음해 3월 : 06:00 ~ 09:00 4월 ~ 9월 : 05:30 ~ 09:00|주차장; 카페테리아; 체험마을 등|http://sunsa.gangdong.go.kr|한국박물관협회||
애니메이션박물관|공립||033-245-6470|강원 춘천시 서면 박사로 854|10:00~18:00(입장마감 17:00) (월요일 휴관)|매주월요일, 1월 1일, 명절 당일|애니매이션박물관 & 토이로봇관 : 개인 : 5,000원. 단체(20인 이상) : 4,000원무료대상 : 24개월 미만, 국가유공자, 자료기증자, 중증장애인(1~3급, 복지카드 제시, 동반1인 무료) 발권마감 : 오후 5시까지*2021년 1월 2일부터 적용|뮤지엄샵; 카페테리아; 교육실; 대극장|http://www.animationmuseum.com|한국박물관협회||
양구백자박물관|공립||033-480-2664|강원 양구군 방산면 평화로 5182|09:00~18:00|매주 월요일, 1월 1일, 설ㆍ추석 오전|무료|아트샵; 체험장; 전통가마2기|http://www.yanggum.or.kr|한국박물관협회||
양구선사박물관|공립||033-480-2677|강원 양구군 양구읍 금강산로 439-52|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일, 설·추석 오전|무료|레스토랑; 카페; 전통음식점|http://www.ygpm.or.kr|한국박물관협회|127.9903825|38.1235609
양구인문학박물관|공립||033-482-9800|강원 양구군 양구읍 파로호로 869번길 101|09:00~18:00(관람종료 30분전 입장가능)|매주 월요일, 1월 1일, 설날, 추석오전 / 단, 월요일이 공휴일인 경우 다음날 휴관|무료|세미나실; 휴게실; 강사대기실; 뮤지엄샵|http://ymunhak.or.kr|한국박물관협회||
양산시립박물관|공립||055-392-3313|경남 양산시 북정로 78|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일, 설·추석 당일|무료|어린이도서관|http://museum.yangsan.go.kr|한국박물관협회|129.0490546|35.3585463
양양군오산리선사유적박물관|공립||033-670-2446|강원 양양군 손양면 학포길 33|09:00~18:00|연중무휴|어른 : 1,000원(단체 : 700원) / 청소년, 군인 : 500원(단체 : 300원) / 어린이 : 300원(단체 : 200원) / ※단체 20명 이상||http://www.osm.go.kr|한국박물관협회|128.6605665|38.0860129
양주회암사지박물관|공립||031-8082-4187|경기 양주시 회암사길 11|09:00~18:00|매주 월요일, 1월 1일, 설, 추석|초등학생 : 1,000원(단체 : 800원) / 청소년, 군인 : 1,500원(단체 : 1,000원) / 어른 : 2,000원(단체 1,500원) / 어린이 및 노인 : 무료 / ※단체 20명 이상||http://museum.yangju.go.kr|한국박물관협회|127.1028963|37.8412667
양평곤충박물관|공립||031-775-8022|경기 양평군 옥천면 경강로 1496|하절기(3~10월) 09:30~18:00 / 동절기(11월~2월) 09:30~17:00|매주 월요일, 1월 1일, 설, 추석|어린이, 청소년 : 2,000원(단체 : 1,500원) / 일반 : 3,000원(단체 : 2,500원) / ※단체 20명 이상 / 부모 동반시 소아 : 무료|매점|http://www.yim.go.kr|한국박물관협회|127.4491461|37.5095313
양평친환경농업박물관|공립||031-772-3370|경기 양평군 용문면 용문산로 670|하절기(3월~10월): 09:30 ~18:00 / 동절기(11월~2월) : 09:30 ~17:00|매주 월요일 (정기휴관), 1월 1일, 설날, 추석(월요일이 공휴일인 경우 화요일 휴관)|무료||https://www.yp21.go.kr/museumhub/contents.do?key=992|한국박물관협회||
어진박물관|공립||063-231-0190,-0090|전북 전주시 완산구 태조로 44|09:00~19:00 / 하절기(6월~8월) 09:00~20:00 / 동절기(11월~2월) 09:00~18:00|매주 월요일, 1월 1일|어른 : 1,000원(단체 : 700원) / 청소년, 군인 : 700원(단체 : 500원) / 어린이 : 500원(단체 : 300원) / ※단체 20명 이상||http://www.eojinmuseum.org|한국박물관협회|127.1493531|35.8162368
여주박물관|공립||031-887-3582|경기 여주시 신륵사길 6-12|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~017:00|매주 월요일, 1월 1일, 설·추석 당일|무료|카페테리아|http://www.yeoju.go.kr/main/museum|한국박물관협회||
여주시립폰박물관|공립||031-887-3548|경기 여주시 강변유원지길 105|3월~10월 - 09:00~18:00, 11월~2월 - 09:00~17:00|매주 월요일, 1월 1일, 설날, 추석 당일|19세 이상 64 이하 3000원 / 13세 이상 18세 이하 / 하사 이하의 군인, 의무경찰, 사회복무요원, 경비교도, 의무소방원 등 2500원 / 7세 이상 12세 이하 2000원 / * 단체(20명 이상)은 각 항목에서 500원 할인||http://phonemuseum.co.kr|한국박물관협회||
여초서예관|공립||033-461-4081|강원 인제군 북면 만해로 154|09:00~18:00|매주 월요일, 1월 1일, 설날/추석 당일|무료|카페테리아|http://yeochomuseum.kr|한국박물관협회|128.3198132|38.1890246
영암도기박물관|공립||061-470-6851|전남 영암군 군서면 서호정길 5|09:00 ~ 18:00|연중무휴|무료||http://dogi.yeongam.go.kr|한국박물관협회|126.6203750|34.7605333
영월Y파크|공립|술샘박물관|033-372-9411|강원 영월군 주천면 송학주천로 1467-9|화~일요일 10AM - 6PM / 매주 월요일만 16시 마감 (변동될 수 있습니다)|무휴|성인 및 청소년 15,000원 / 어린이 10,000원|아트샵|https://ypark.kr/|한국박물관협회||
영인산산림박물관|공립||041-538-1948|충남 아산시 영인면 아산온천로 16-26|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 1월 1일, 설·추석 연휴|어른 : 2,000원(단체 : 1,000원) / 초·중·고등학생 : 1,000원(단체 : 500원) / 유아, 장애인, 국가유공자, 경로 : 무료 / ※단체 20명 이상||http://museum.asanfmc.or.kr/museum|한국박물관협회||
영일민속박물관|공립||054-261-2798|경북 포항시 북구 홍해읍 한동로 51|매주 화~일요일(09:00~18:00)|신정연휴, 추석연휴, 공휴일 다음날 휴관|무료||http://www.pohang.go.kr/phtour/9311/subview.do;jsessionid=A117DD63E9F2…|한국박물관협회||
예산보부상박물관|공립||041-339-8395|충남 예산군 삽교읍 예학로 65, 2층 예산군 내포문화사업소|화~금 : 10:00 ~ 20:00|월요일|성인 : 11,000원 / 청소년 :  9,000원 / 어린이 : 7,000원|난장마당; 장터마당; 보부상놀이마당; 체험공방 등|http://yesan.go.kr/kor/sub04_04_15_01.do|한국박물관협회||
